osmid,oneway,lanes,highway,junction,reversed,length,name,maxspeed,geometry,ref
194794399,False,2,residential,,False,92.99,улица Новикова,RU:urban,"LINESTRING (36.7165208 55.3882593, 36.716596 55.387989, 36.7167128 55.3874303)",
"[422923823, 422923838, 194794399]",False,2,residential,,False,248.843,"['Комсомольская улица', 'улица Новикова']",RU:urban,"LINESTRING (36.7170343 55.3858454, 36.7170739 55.3852364, 36.7170812 55.3848565, 36.7170865 55.3845792, 36.7171017 55.3841781, 36.7171158 55.3838071, 36.7171826 55.3836118)",
194794399,False,2,residential,,True,71.173,улица Новикова,RU:urban,"LINESTRING (36.7170343 55.3858454, 36.717007 55.3861194, 36.7169005 55.38648)",
"[422923824, 342151799]",False,2,residential,,True,220.025,Комсомольская улица,RU:urban,"LINESTRING (36.719084 55.3819633, 36.7189726 55.3820575, 36.718657 55.3823243, 36.7185299 55.3824318, 36.7183925 55.3825426, 36.7180311 55.3828339, 36.7177954 55.383024, 36.717631 55.3831603, 36.717237 55.3834867, 36.7171826 55.3836118)",
"[194786273, 422956174]",False,4,secondary,,True,39.637,улица Маршала Жукова,RU:urban,"LINESTRING (36.719084 55.3819633, 36.7193927 55.3820835, 36.7196016 55.3821648)",46Н-06113
"[41777640, 41777641]",False,2,residential,,False,246.57600000000002,"['Луговая улица', 'улица Новикова']",RU:urban,"LINESTRING (36.7218849 55.3854718, 36.7220863 55.3854914, 36.7221766 55.3854816, 36.7222401 55.3854747, 36.723534 55.3850255, 36.7243452 55.3847262, 36.7247662 55.3845511, 36.7250109 55.384418, 36.7251542 55.38434)",
41777640,False,2,residential,,True,361.9390000000001,Луговая улица,RU:urban,"LINESTRING (36.7218849 55.3854718, 36.7218318 55.3854508, 36.7215937 55.3853566, 36.7210208 55.38513, 36.7207467 55.3850216, 36.720309 55.3848485, 36.7200668 55.3847527, 36.7197077 55.3846107, 36.7195431 55.3845456, 36.7189186 55.3842985, 36.7184478 55.3841123, 36.7180269 55.3839458, 36.717297 55.3836571, 36.7171826 55.3836118)",
343298882,False,,living_street,,True,261.562,Пионерский проезд,,"LINESTRING (36.7218849 55.3854718, 36.7220914 55.3855636, 36.7223033 55.3856702, 36.7225152 55.3857951, 36.7226466 55.3858365, 36.7234508 55.3862119, 36.7243072 55.38664, 36.723729 55.3870742)",
169831148,False,2,residential,,True,37.467,улица Маршала Жукова,RU:urban,"LINESTRING (36.7166419 55.3799682, 36.7171138 55.3801723)",
169831148,False,2,residential,,False,37.467,улица Маршала Жукова,RU:urban,"LINESTRING (36.7171138 55.3801723, 36.7166419 55.3799682)",
169831148,False,2,residential,,True,249.434,улица Маршала Жукова,RU:urban,"LINESTRING (36.7171138 55.3801723, 36.7193168 55.3812556, 36.7198632 55.3815243, 36.7199452 55.3815646, 36.7200632 55.381659)",
405958947,False,,residential,,False,76.35,,,"LINESTRING (36.7200632 55.381659, 36.7210768 55.382033)",
169831148,False,2,residential,,False,249.434,улица Маршала Жукова,RU:urban,"LINESTRING (36.7200632 55.381659, 36.7199452 55.3815646, 36.7198632 55.3815243, 36.7193168 55.3812556, 36.7171138 55.3801723)",
169831148,False,2,residential,,True,64.909,улица Маршала Жукова,RU:urban,"LINESTRING (36.7200632 55.381659, 36.7200632 55.3817626, 36.7197197 55.3820619, 36.7196016 55.3821648)",
169831148,False,2,residential,,False,64.90899999999999,улица Маршала Жукова,RU:urban,"LINESTRING (36.7196016 55.3821648, 36.7197197 55.3820619, 36.7200632 55.3817626, 36.7200632 55.381659)",
"[194786273, 422956174]",False,4,secondary,,False,39.637,улица Маршала Жукова,RU:urban,"LINESTRING (36.7196016 55.3821648, 36.7193927 55.3820835, 36.719084 55.3819633)",46Н-06113
"[194786273, 422956175]",False,4,secondary,,True,69.37299999999999,улица Маршала Жукова,,"LINESTRING (36.7196016 55.3821648, 36.7202278 55.382415, 36.7202377 55.3824124, 36.7205031 55.3825157)",46Н-06113
"[194786273, 422956175]",False,4,secondary,,False,69.37299999999999,улица Маршала Жукова,,"LINESTRING (36.7205031 55.3825157, 36.7202377 55.3824124, 36.7202278 55.382415, 36.7196016 55.3821648)",46Н-06113
"[422956176, 422956180, 422714783]",False,4,secondary,,True,357.034,улица Маршала Жукова,RU:urban,"LINESTRING (36.7205031 55.3825157, 36.7207482 55.3826111, 36.720909 55.3826737, 36.7210975 55.3827433, 36.7219891 55.3830942, 36.7223572 55.3832389, 36.7230888 55.3835266, 36.7248821 55.3842316, 36.724967 55.3842663, 36.7251542 55.38434)",46Н-06113
1001484237,False,,residential,,False,64.768,улица Льва Толстого,RU:urban,"LINESTRING (36.7205031 55.3825157, 36.7206126 55.3824245, 36.7207012 55.3823514, 36.7210112 55.3820924, 36.7210768 55.382033)",
194794399,False,2,residential,,False,71.173,улица Новикова,RU:urban,"LINESTRING (36.7169005 55.38648, 36.717007 55.3861194, 36.7170343 55.3858454)",
194794399,False,2,residential,,True,106.332,улица Новикова,RU:urban,"LINESTRING (36.7169005 55.38648, 36.7167893 55.3870428, 36.7167128 55.3874303)",
194794399,False,2,residential,,False,106.332,улица Новикова,RU:urban,"LINESTRING (36.7167128 55.3874303, 36.7167893 55.3870428, 36.7169005 55.38648)",
194794399,False,2,residential,,True,92.99,улица Новикова,RU:urban,"LINESTRING (36.7167128 55.3874303, 36.716596 55.387989, 36.7165208 55.3882593)",
306860642,True,2,secondary,,False,14.647,улица Маршала Жукова,RU:urban,"LINESTRING (36.7276712 55.3853223, 36.7278991 55.3853466)",46Н-06113
"[319471202, 422956172, 422956173, 422956179, 422956181]",False,4,secondary,,False,192.92400000000004,улица Маршала Жукова,RU:urban,"LINESTRING (36.7276712 55.3853223, 36.727635 55.3853114, 36.7274836 55.3852565, 36.7273722 55.3852108, 36.7270507 55.3850834, 36.7268894 55.3850175, 36.7267681 55.384969, 36.7265854 55.3848978, 36.72644 55.3848411, 36.7263013 55.384787, 36.7258548 55.384613, 36.7257276 55.3845634, 36.7256517 55.3845338, 36.7254333 55.3844487, 36.7251542 55.38434)",46Н-06113
"[638688506, 319471180]",True,2,secondary,roundabout,False,18.053,,RU:urban,"LINESTRING (36.7278991 55.3853466, 36.7280101 55.3853409, 36.7281036 55.3853436, 36.7281821 55.3853543)",46Н-06113
319471208,True,2,secondary,,False,27.426,площадь Свободы,RU:urban,"LINESTRING (36.7281821 55.3853543, 36.7286068 55.3854056)",46Н-06114
319471173,True,1,secondary,roundabout,False,20.759,,RU:urban,"LINESTRING (36.7281821 55.3853543, 36.7282569 55.3853901, 36.7283077 55.3854376, 36.7283229 55.3854704, 36.7283288 55.3855119)",
319471215,True,1,secondary,,False,15.021,улица Маршала Жукова,RU:urban,"LINESTRING (36.7277313 55.385453, 36.7276712 55.3853223)",
319471177,True,1,secondary,roundabout,False,16.335,,RU:urban,"LINESTRING (36.7277313 55.385453, 36.7277634 55.3854113, 36.7277896 55.3853922, 36.7278188 55.3853784, 36.7278991 55.3853466)",
319471182,True,,secondary,roundabout,False,42.031,,RU:urban,"LINESTRING (36.7283288 55.3855119, 36.728292 55.3855841, 36.7282558 55.3856175, 36.7282042 55.3856404, 36.7280824 55.3856699, 36.7280132 55.385672, 36.7279501 55.385667, 36.7278853 55.3856522, 36.7278328 55.3856321)",
319471211,True,2,secondary,,False,21.167,площадь Свободы,RU:urban,"LINESTRING (36.7286068 55.3854056, 36.7283288 55.3855119)",
41777639,True,2,tertiary,,False,20.526,улица Калинина,RU:urban,"LINESTRING (36.7275693 55.3856522, 36.727715 55.3854872)",
319471190,False,4,tertiary,,False,210.644,улица Калинина,RU:urban,"LINESTRING (36.7275693 55.3856522, 36.7275452 55.3856755, 36.7274446 55.3857832, 36.7273108 55.3859192, 36.726782 55.3864778, 36.726768 55.3864926, 36.726736 55.3865254, 36.726674 55.3865892, 36.7264353 55.3868317, 36.7261873 55.3870895, 36.7259602 55.3873113)",
319471169,True,2,secondary,roundabout,False,18.167,,RU:urban,"LINESTRING (36.7278328 55.3856321, 36.7277868 55.385603, 36.7277531 55.3855721, 36.7277294 55.385534, 36.727715 55.3854872)",
319471198,True,1,tertiary,,False,16.827,улица Калинина,RU:urban,"LINESTRING (36.7278328 55.3856321, 36.7277114 55.3856372, 36.7276245 55.3856446, 36.7275693 55.3856522)",
343298876,False,,living_street,,True,139.503,Пионерский переулок,,"LINESTRING (36.7220456 55.3862735, 36.7228093 55.3865644, 36.7230739 55.3867492, 36.723729 55.3870742)",
343298876,False,,living_street,,False,139.503,Пионерский переулок,,"LINESTRING (36.723729 55.3870742, 36.7230739 55.3867492, 36.7228093 55.3865644, 36.7220456 55.3862735)",
343298882,False,,living_street,,False,261.562,Пионерский проезд,,"LINESTRING (36.723729 55.3870742, 36.7243072 55.38664, 36.7234508 55.3862119, 36.7226466 55.3858365, 36.7225152 55.3857951, 36.7223033 55.3856702, 36.7220914 55.3855636, 36.7218849 55.3854718)",
343298882,False,,living_street,,True,52.175000000000004,Пионерский проезд,,"LINESTRING (36.723729 55.3870742, 36.723778 55.3871453, 36.7242937 55.3874071)",
"[638688497, 319471190, 422923833]",False,"['2', '4']",tertiary,,False,92.33,улица Калинина,"['20', 'RU:urban']","LINESTRING (36.7259602 55.3873113, 36.7258965 55.3873592, 36.7258233 55.3874013, 36.7257799 55.387414, 36.7257537 55.3874217, 36.7256666 55.3874444, 36.7246775 55.3876876)",
319471190,False,4,tertiary,,True,210.64399999999998,улица Калинина,RU:urban,"LINESTRING (36.7259602 55.3873113, 36.7261873 55.3870895, 36.7264353 55.3868317, 36.726674 55.3865892, 36.726736 55.3865254, 36.726768 55.3864926, 36.726782 55.3864778, 36.7273108 55.3859192, 36.7274446 55.3857832, 36.7275452 55.3856755, 36.7275693 55.3856522)",
343298884,False,,living_street,,False,123.351,,,"LINESTRING (36.7259602 55.3873113, 36.7258417 55.387261, 36.7254182 55.3870738, 36.7242937 55.3874071)",
343298882,False,,living_street,,False,52.175000000000004,Пионерский проезд,,"LINESTRING (36.7242937 55.3874071, 36.723778 55.3871453, 36.723729 55.3870742)",
343298884,False,,living_street,,False,39.505,,,"LINESTRING (36.7242937 55.3874071, 36.7245837 55.3876163, 36.7246775 55.3876876)",
343298884,False,,living_street,,True,123.351,,,"LINESTRING (36.7242937 55.3874071, 36.7254182 55.3870738, 36.7258417 55.387261, 36.7259602 55.3873113)",
343298884,False,,living_street,,True,39.505,,,"LINESTRING (36.7246775 55.3876876, 36.7245837 55.3876163, 36.7242937 55.3874071)",
"[422923832, 422923833]",False,2,tertiary,,False,102.603,улица Калинина,20,"LINESTRING (36.7246775 55.3876876, 36.7240876 55.3878365, 36.7239839 55.3878629, 36.7231941 55.3880637)",
"[422923833, 638688497, 319471190]",False,"['2', '4']",tertiary,,True,92.33,улица Калинина,"['20', 'RU:urban']","LINESTRING (36.7246775 55.3876876, 36.7256666 55.3874444, 36.7257537 55.3874217, 36.7257799 55.387414, 36.7258233 55.3874013, 36.7258965 55.3873592, 36.7259602 55.3873113)",
405958947,False,,residential,,True,76.35,,,"LINESTRING (36.7210768 55.382033, 36.7200632 55.381659)",
1001484237,False,,residential,,True,64.768,улица Льва Толстого,RU:urban,"LINESTRING (36.7210768 55.382033, 36.7210112 55.3820924, 36.7207012 55.3823514, 36.7206126 55.3824245, 36.7205031 55.3825157)",
