osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref,junction
133628530,False,улица Достоевского,residential,,True,22.802,"LINESTRING (39.7387338 52.0516576, 39.7390607 52.0516171)",,
120698311,True,улица Ленина,secondary,,False,239.383,"LINESTRING (39.7387338 52.0516576, 39.7387173 52.0515778, 39.7383146 52.0496314, 39.738292 52.049522)",,
133628530,False,улица Достоевского,residential,,False,144.014,"LINESTRING (39.7387338 52.0516576, 39.7386041 52.0516693, 39.7366503 52.0518468)",,
133625827,False,улица Исполатова,residential,,True,147.382,"LINESTRING (39.7336702 52.0478352, 39.7338309 52.0478231, 39.7358087 52.0476707)",,
133628533,True,улица Радищева,residential,,False,231.07,"LINESTRING (39.7336702 52.0478352, 39.7341022 52.0497933, 39.7341256 52.0498943)",,
133628530,False,улица Достоевского,residential,,True,143.3,"LINESTRING (39.7345727 52.0520157, 39.7366503 52.0518468)",,
133628533,True,улица Радищева,residential,,False,111.201,"LINESTRING (39.7345727 52.0520157, 39.7347886 52.0530069)",,
134016475,False,Дальний переулок,residential,,False,146.423,"LINESTRING (39.7347886 52.0530069, 39.7339416 52.0531382, 39.7327598 52.0534206)",,
134016475,False,Дальний переулок,residential,,True,146.423,"LINESTRING (39.7327598 52.0534206, 39.7339416 52.0531382, 39.7347886 52.0530069)",,
133625827,False,улица Исполатова,residential,,True,26.076,"LINESTRING (39.7378404 52.0475326, 39.7382208 52.0475164)",,
133625827,False,улица Исполатова,residential,,False,139.811,"LINESTRING (39.7378404 52.0475326, 39.7377082 52.0475356, 39.7358087 52.0476707)",,
120698311,True,улица Ленина,secondary,,False,223.359,"LINESTRING (39.738292 52.049522, 39.7382703 52.0494225, 39.7378519 52.0475922, 39.7378404 52.0475326)",,
623825465,False,улица Басова,residential,,False,145.33900000000003,"LINESTRING (39.738292 52.049522, 39.738144 52.0495346, 39.7361873 52.0497039)",,
134636137,False,улица Тимирязева,residential,,False,155.046,"LINESTRING (39.7415664 52.0530724, 39.7437686 52.0527402)",,
158779636,False,Советская улица,residential,,False,176.335,"LINESTRING (39.7415664 52.0530724, 39.7413717 52.0522989, 39.7412233 52.051501)",,
158779636,False,Советская улица,residential,,True,138.01600000000002,"LINESTRING (39.7415664 52.0530724, 39.7416047 52.0532181, 39.7420226 52.0542811)",,
134636137,False,улица Тимирязева,residential,,True,155.046,"LINESTRING (39.7437686 52.0527402, 39.7415664 52.0530724)",,
252111570,False,Свободная улица,residential,,False,164.119,"LINESTRING (39.7437686 52.0527402, 39.7431801 52.0513093)",,
134636137,False,улица Тимирязева,residential,,False,164.108,"LINESTRING (39.7437686 52.0527402, 39.7452073 52.0523834, 39.7459824 52.0521708)",,
133625826,False,улица Басова,residential,,False,172.049,"LINESTRING (39.7452983 52.0491396, 39.7427947 52.0492927)",,
133628530,False,улица Достоевского,residential,,False,137.548,"LINESTRING (39.7450752 52.0508946, 39.7431801 52.0513093)",,
134636137,False,улица Тимирязева,residential,,True,164.108,"LINESTRING (39.7459824 52.0521708, 39.7452073 52.0523834, 39.7437686 52.0527402)",,
158779636,False,Советская улица,residential,,False,138.01600000000002,"LINESTRING (39.7420226 52.0542811, 39.7416047 52.0532181, 39.7415664 52.0530724)",,
252111572,False,улица Телегина,residential,,False,291.005,"LINESTRING (39.7420226 52.0542811, 39.7389921 52.054557, 39.7386465 52.0545216, 39.7383427 52.0545216, 39.7378201 52.054601)",,
120698293,False,улица Карла Маркса,tertiary,,True,73.188,"LINESTRING (39.7378201 52.054601, 39.7375349 52.0539666)",42К-725,
252111572,False,улица Телегина,residential,,True,291.005,"LINESTRING (39.7378201 52.054601, 39.7383427 52.0545216, 39.7386465 52.0545216, 39.7389921 52.054557, 39.7420226 52.0542811)",,
252111571,False,улица Циолковского,residential,,True,196.814,"LINESTRING (39.7402279 52.0537153, 39.7396708 52.0537652, 39.7377505 52.0536326, 39.7373676 52.0536258)",,
