osmid,oneway,highway,reversed,length,lanes,name,maxspeed,geometry
117480599,False,residential,False,185.163,,Депутатская улица,,"LINESTRING (124.7374028 55.1513427, 124.7373369 55.1514894, 124.7372805 55.151623, 124.7371967 55.1517099, 124.7370982 55.1518184, 124.7366296 55.1524777, 124.7364437 55.1528032, 124.7363339 55.1528822)"
117480599,False,residential,True,74.944,,Депутатская улица,,"LINESTRING (124.7374028 55.1513427, 124.7376633 55.150905, 124.7377717 55.1507026)"
118431692,False,residential,False,285.025,,Московский бульвар,,"LINESTRING (124.7374028 55.1513427, 124.7376296 55.1513078, 124.7378144 55.1512097, 124.737991 55.1510142, 124.7380614 55.1510276, 124.7386388 55.1511372, 124.7414219 55.1516627)"
134738523,False,residential,False,277.49,,улица Красная Пресня,,"LINESTRING (124.7374028 55.1513427, 124.7360585 55.1510867, 124.7355764 55.1509916, 124.7348309 55.1508473, 124.7341007 55.150706, 124.7334071 55.1505631, 124.7332708 55.150535)"
191017289,False,secondary,False,18.453,,,,"LINESTRING (124.7334642 55.149655, 124.7335025 55.1494905)"
112286362,False,secondary,True,18.184,,,,"LINESTRING (124.7337742 55.1496399, 124.7337895 55.1494766)"
198252381,True,secondary,False,19.769,3,улица Красная Пресня,40,"LINESTRING (124.7337742 55.1496399, 124.7334642 55.149655)"
191017288,True,tertiary,False,52.009,2,Школьная улица,40,"LINESTRING (124.7337742 55.1496399, 124.7336055 55.1499629, 124.7335362 55.1500874)"
117464570,True,tertiary,False,13.566,2,Профсоюзная улица,,"LINESTRING (124.736639 55.1492886, 124.7367132 55.1491742)"
198252382,True,secondary,False,14.043,3,улица Красная Пресня,40,"LINESTRING (124.736639 55.1492886, 124.736859 55.1493006)"
112137406,False,tertiary,True,12.799,2,Верхне-Набережная улица,,"LINESTRING (124.7387397 55.1459419, 124.7389193 55.145994)"
112137406,False,tertiary,False,398.986,2,Верхне-Набережная улица,,"LINESTRING (124.7387397 55.1459419, 124.7382308 55.1457743, 124.7378747 55.145669, 124.7371356 55.1455307, 124.7359023 55.1454413, 124.7346011 55.1453814, 124.7343783 55.1453712, 124.7328459 55.1452708, 124.7326492 55.1452579)"
134738523,False,residential,True,277.49,,улица Красная Пресня,,"LINESTRING (124.7332708 55.150535, 124.7334071 55.1505631, 124.7341007 55.150706, 124.7348309 55.1508473, 124.7355764 55.1509916, 124.7360585 55.1510867, 124.7374028 55.1513427)"
191017288,True,tertiary,False,121.184,2,Школьная улица,40,"LINESTRING (124.7332708 55.150535, 124.7331788 55.1506876, 124.7329837 55.1510242, 124.7326483 55.1515651)"
117595200,False,living_street,False,130.38400000000001,,,,"LINESTRING (124.7423391 55.1529403, 124.7415598 55.1527891, 124.7414297 55.1527397, 124.7404095 55.1525499)"
117595200,False,living_street,True,130.384,,,,"LINESTRING (124.7404095 55.1525499, 124.7414297 55.1527397, 124.7415598 55.1527891, 124.7423391 55.1529403)"
118894198,True,residential,False,134.08200000000002,1,,,"LINESTRING (124.7404095 55.1525499, 124.7403705 55.1524958, 124.7403952 55.1524168, 124.7404292 55.1523282, 124.7405579 55.1521222, 124.7406813 55.1519046, 124.7408583 55.1517979, 124.7410836 55.1517728, 124.7412929 55.1517575, 124.7413894 55.1517274, 124.7414219 55.1516627)"
117595186,False,living_street,True,83.882,,,,"LINESTRING (124.7453693 55.1520493, 124.7451833 55.1521494, 124.7449876 55.1524504, 124.7447113 55.1526904)"
118894212,False,residential,False,113.817,2,Фестивальная улица,,"LINESTRING (124.7431916 55.1523623, 124.7436335 55.1522859, 124.7438767 55.1522934, 124.7441554 55.1524191, 124.7447113 55.1526904)"
183936104,True,residential,False,84.125,2,улица Московских Строителей,,"LINESTRING (124.7431916 55.1523623, 124.7430977 55.1524384, 124.7429671 55.1525361, 124.7423391 55.1529403)"
118894212,False,residential,False,25.085,2,Фестивальная улица,,"LINESTRING (124.7447113 55.1526904, 124.744997 55.1528461)"
117595186,False,living_street,False,83.882,,,,"LINESTRING (124.7447113 55.1526904, 124.7449876 55.1524504, 124.7451833 55.1521494, 124.7453693 55.1520493)"
118894212,False,residential,True,113.817,2,Фестивальная улица,,"LINESTRING (124.7447113 55.1526904, 124.7441554 55.1524191, 124.7438767 55.1522934, 124.7436335 55.1522859, 124.7431916 55.1523623)"
51547041,True,tertiary,False,135.729,2,Школьная улица,,"LINESTRING (124.7317332 55.1526757, 124.7318968 55.1524167, 124.7320397 55.1521766, 124.7321098 55.1520571, 124.732368 55.1516171, 124.7324245 55.1515208)"
112549975,True,secondary,False,14.009,3,улица Красная Пресня,40,"LINESTRING (124.736762 55.149457, 124.7365419 55.1494497)"
118431692,False,residential,True,285.025,,Московский бульвар,,"LINESTRING (124.7414219 55.1516627, 124.7386388 55.1511372, 124.7380614 55.1510276, 124.737991 55.1510142, 124.7378144 55.1512097, 124.7376296 55.1513078, 124.7374028 55.1513427)"
118894208,True,residential,False,143.225,,,,"LINESTRING (124.7414219 55.1516627, 124.7415909 55.1513843, 124.7416606 55.1513484, 124.7417472 55.1513349, 124.7424947 55.1514576, 124.743227 55.1516063)"
183931776,False,tertiary_link,True,15.049,,,,"LINESTRING (124.7326483 55.1515651, 124.7324245 55.1515208)"
191017288,True,tertiary,False,136.005,2,Школьная улица,40,"LINESTRING (124.7326483 55.1515651, 124.7323577 55.1520633, 124.7321799 55.1523672, 124.73197 55.1527252)"
117480599,False,residential,True,185.163,,Депутатская улица,,"LINESTRING (124.7363339 55.1528822, 124.7364437 55.1528032, 124.7366296 55.1524777, 124.7370982 55.1518184, 124.7371967 55.1517099, 124.7372805 55.151623, 124.7373369 55.1514894, 124.7374028 55.1513427)"
118894212,False,residential,True,25.085,2,Фестивальная улица,,"LINESTRING (124.744997 55.1528461, 124.7447113 55.1526904)"
1189566253,False,residential,False,80.155,2,улица Московских Строителей,,"LINESTRING (124.744997 55.1528461, 124.7444773 55.1532002, 124.7444489 55.1532427, 124.7443722 55.1533865, 124.7443182 55.1534413)"
1189315523,True,tertiary,False,18.451,1,Профсоюзная улица,,"LINESTRING (124.736859 55.1493006, 124.736762 55.149457)"
198252382,True,secondary,False,431.224,3,улица Красная Пресня,40,"LINESTRING (124.736859 55.1493006, 124.7375544 55.1493702, 124.7379875 55.1494364, 124.7383912 55.1495114, 124.7408282 55.1500036, 124.7409658 55.1500322, 124.7422658 55.1503054, 124.7431738 55.1505253, 124.7432681 55.1505521)"
117464570,True,tertiary,False,18.946,2,Профсоюзная улица,,"LINESTRING (124.7365419 55.1494497, 124.736639 55.1492886)"
112549975,True,secondary,False,177.552,3,улица Красная Пресня,40,"LINESTRING (124.7365419 55.1494497, 124.7358352 55.1494502, 124.7341141 55.1496068, 124.7339966 55.1496175, 124.7337742 55.1496399)"
183931776,False,tertiary_link,False,15.049,,,,"LINESTRING (124.7324245 55.1515208, 124.7326483 55.1515651)"
51547041,True,tertiary,False,173.615,2,Школьная улица,,"LINESTRING (124.7324245 55.1515208, 124.7326998 55.1510522, 124.7327651 55.1509455, 124.7328105 55.1508708, 124.7332907 55.15004)"
112549975,True,secondary,False,429.03999999999996,3,улица Красная Пресня,40,"LINESTRING (124.7431483 55.1506788, 124.7430649 55.1506597, 124.7422642 55.1504593, 124.7410405 55.1502016, 124.7408777 55.1501673, 124.7403729 55.1500611, 124.7384054 55.1496723, 124.7382958 55.1496518, 124.7374739 55.1495135, 124.736762 55.149457)"
173881077,False,tertiary_link,True,16.465,,,,"LINESTRING (124.7332907 55.15004, 124.7335362 55.1500874)"
51547041,True,tertiary,False,44.228,2,Школьная улица,,"LINESTRING (124.7332907 55.15004, 124.7333122 55.1500024, 124.7333322 55.1499673, 124.7334642 55.149655)"
198252382,True,secondary,False,146.77800000000002,3,улица Красная Пресня,40,"LINESTRING (124.7435041 55.1506213, 124.7442347 55.1508796, 124.7446025 55.1510455, 124.7448143 55.15115, 124.7453101 55.1514344)"
112549975,True,secondary,False,16.805,3,улица Красная Пресня,40,"LINESTRING (124.7433836 55.1507478, 124.7431483 55.1506788)"
185393593,True,secondary_link,False,16.015,,,,"LINESTRING (124.7433836 55.1507478, 124.7435041 55.1506213)"
112549975,True,secondary,False,15.996,3,улица Красная Пресня,40,"LINESTRING (124.7453073 55.1516335, 124.745133 55.1515297)"
117464570,True,tertiary,False,23.757,2,Профсоюзная улица,,"LINESTRING (124.7386068 55.1461416, 124.7387397 55.1459419)"
190680436,False,tertiary_link,False,12.913,,,,"LINESTRING (124.7386068 55.1461416, 124.7387987 55.1461798)"
190680436,False,tertiary_link,True,12.913,,,,"LINESTRING (124.7387987 55.1461798, 124.7386068 55.1461416)"
117603422,True,tertiary,False,357.79900000000004,2,Профсоюзная улица,,"LINESTRING (124.7387987 55.1461798, 124.7378962 55.1476117, 124.7374968 55.1482634, 124.7373139 55.1485713, 124.7369778 55.1491054, 124.7369131 55.1492117)"
1189566253,False,residential,True,80.155,2,улица Московских Строителей,,"LINESTRING (124.7443182 55.1534413, 124.7443722 55.1533865, 124.7444489 55.1532427, 124.7444773 55.1532002, 124.744997 55.1528461)"
117464570,True,tertiary,False,358.039,2,Профсоюзная улица,,"LINESTRING (124.7367132 55.1491742, 124.7367822 55.1490682, 124.7370812 55.1485775, 124.7372978 55.1482293, 124.7376875 55.147608, 124.7386068 55.1461416)"
117603422,True,tertiary,False,10.466,2,Профсоюзная улица,,"LINESTRING (124.7369131 55.1492117, 124.736859 55.1493006)"
195498384,True,tertiary_link,False,13.369,1,,,"LINESTRING (124.7369131 55.1492117, 124.7367132 55.1491742)"
117480599,False,residential,False,74.944,,Депутатская улица,,"LINESTRING (124.7377717 55.1507026, 124.7376633 55.150905, 124.7374028 55.1513427)"
