osmid,name,highway,maxspeed,access,oneway,reversed,length,geometry,lanes,ref
"[706618637, 25649686]",Laivarannantie,residential,"['40', '30']",,False,False,99.7,"LINESTRING (24.0744243 61.9855845, 24.0747048 61.9856932, 24.0751513 61.9858948, 24.0753038 61.9859872, 24.0754024 61.9860419, 24.0756219 61.9862293, 24.0756304 61.9862615)",2,
25649686,Laivarannantie,residential,40,,False,True,38.086,"LINESTRING (24.0744243 61.9855845, 24.0741164 61.9855336, 24.0737179 61.985506)",2,
25649689,Kirkkotie,unclassified,,,False,False,180.90699999999998,"LINESTRING (24.0744243 61.9855845, 24.0746439 61.9855398, 24.0748796 61.9855141, 24.0751478 61.985457, 24.0753794 61.9854018, 24.0757737 61.9852698, 24.075972 61.9851595, 24.076091 61.9850578, 24.0762268 61.9849895, 24.0768008 61.984824, 24.0772518 61.9847051)",,
25649690,Riihitie,residential,,,False,True,280.335,"LINESTRING (24.0695861 61.9867904, 24.070766 61.9865717, 24.0718492 61.9863835, 24.0727256 61.9862949, 24.0729573 61.9862634, 24.0731311 61.9861863, 24.073659 61.9856243, 24.0736989 61.9855684, 24.0737179 61.985506)",,
47193500,Harakkalantie,tertiary,,,False,True,95.424,"LINESTRING (24.0708569 61.9818073, 24.0710081 61.9817553, 24.0710494 61.9817402, 24.0723004 61.9812814)",,
47193503,Honkalantie,residential,,,False,True,119.164,"LINESTRING (24.0708569 61.9818073, 24.0709272 61.9819315, 24.0709396 61.9821416, 24.0709282 61.9823592, 24.0709066 61.9824546, 24.0708704 61.9826144, 24.0707819 61.9827346, 24.070687 61.9828583)",,
23711404,Kuruntie,tertiary,40,yes,False,False,406.1880000000001,"LINESTRING (24.0666545 61.9846821, 24.0668678 61.9845013, 24.0673862 61.984062, 24.0679983 61.9835329, 24.0682593 61.9832683, 24.0684553 61.9829885, 24.0685539 61.9828011, 24.0686128 61.9825993, 24.0686431 61.9824142, 24.0686472 61.9822633, 24.068631 61.9821645, 24.0684363 61.9818053, 24.0682896 61.9816367, 24.0681043 61.9814841, 24.0680962 61.9814774, 24.0678561 61.9813282)",,
23711404,Kuruntie,tertiary,40,yes,False,True,219.40800000000004,"LINESTRING (24.0666545 61.9846821, 24.0664737 61.9849288, 24.0662924 61.9852029, 24.0662613 61.9853579, 24.0662889 61.9854832, 24.0663546 61.9855841, 24.0664844 61.9857537, 24.0668009 61.9860415, 24.0673311 61.9863276, 24.0675618 61.9864379)",,
47193503,Honkalantie,residential,,,False,False,90.27799999999999,"LINESTRING (24.0666545 61.9846821, 24.0669222 61.984688, 24.0675648 61.9847364, 24.0683695 61.9847786)",,
215400857,Joensuuntie,tertiary,,,False,True,163.242,"LINESTRING (24.0666545 61.9846821, 24.0663262 61.9846768, 24.063771 61.9847874, 24.063541 61.9847974)",,
175078098,Sointulantie,residential,,,False,False,237.394,"LINESTRING (24.060901 61.9873456, 24.0635199 61.9858682, 24.0636659 61.9857684, 24.0637237 61.9856811)",,
115091149,Urhontie,residential,,,False,False,160.65099999999998,"LINESTRING (24.0715727 61.9851343, 24.0713479 61.9851364, 24.0698849 61.9850842, 24.0691697 61.9850423, 24.0690567 61.985033, 24.0686858 61.9849896, 24.0685352 61.9849566)",,
115091149,Urhontie,residential,,,False,True,15.454,"LINESTRING (24.0715727 61.9851343, 24.0716351 61.9851772, 24.0717687 61.9852375)",,
115091170,Pirkantie,residential,,,False,True,194.31999999999996,"LINESTRING (24.0715727 61.9851343, 24.0713881 61.9849888, 24.0713286 61.9848618, 24.0713607 61.9847537, 24.0715248 61.9845554, 24.0717199 61.9842862, 24.0717695 61.9840656, 24.0717822 61.9838146, 24.0716977 61.9835357, 24.071669 61.9834495)",,
115091169,Urheilutie,residential,,,False,False,61.446,"LINESTRING (24.0669156 61.9816561, 24.0659982 61.982002)",,
115091169,Urheilutie,residential,,,False,True,61.179,"LINESTRING (24.0669156 61.9816561, 24.0678561 61.9813282)",,
175078098,Sointulantie,residential,,,False,True,98.80000000000001,"LINESTRING (24.063541 61.9847974, 24.0637271 61.9855889, 24.0637237 61.9856811)",,
215400857,Joensuuntie,tertiary,,,False,False,163.242,"LINESTRING (24.063541 61.9847974, 24.063771 61.9847874, 24.0663262 61.9846768, 24.0666545 61.9846821)",,
115091169,Urheilutie,residential,,,False,True,79.037,"LINESTRING (24.0647994 61.9824357, 24.065904 61.9820375, 24.0659982 61.982002)",,
47193503,Honkalantie,residential,,,False,False,119.16399999999999,"LINESTRING (24.070687 61.9828583, 24.0707819 61.9827346, 24.0708704 61.9826144, 24.0709066 61.9824546, 24.0709282 61.9823592, 24.0709396 61.9821416, 24.0709272 61.9819315, 24.0708569 61.9818073)",,
47193503,Honkalantie,residential,,,False,True,247.20399999999998,"LINESTRING (24.070687 61.9828583, 24.0704719 61.9830478, 24.0700629 61.9834431, 24.0698045 61.9836928, 24.0690658 61.9843039, 24.0686025 61.9846938, 24.0684969 61.9847521, 24.0683695 61.9847786)",,
115091170,Pirkantie,residential,,,False,False,83.643,"LINESTRING (24.070687 61.9828583, 24.0708181 61.9829268, 24.0712897 61.9831731, 24.071669 61.9834495)",,
115091160,Museotie,residential,,,False,True,64.93,"LINESTRING (24.0637237 61.9856811, 24.0639769 61.9857011, 24.064333 61.9858474, 24.0646635 61.9860319)",,
175078098,Sointulantie,residential,,,False,False,98.80000000000001,"LINESTRING (24.0637237 61.9856811, 24.0637271 61.9855889, 24.063541 61.9847974)",,
175078098,Sointulantie,residential,,,False,True,237.394,"LINESTRING (24.0637237 61.9856811, 24.0636659 61.9857684, 24.0635199 61.9858682, 24.060901 61.9873456)",,
115091169,Urheilutie,residential,,,False,False,61.179,"LINESTRING (24.0678561 61.9813282, 24.0669156 61.9816561)",,
23711404,Kuruntie,tertiary,40,yes,False,True,406.18800000000005,"LINESTRING (24.0678561 61.9813282, 24.0680962 61.9814774, 24.0681043 61.9814841, 24.0682896 61.9816367, 24.0684363 61.9818053, 24.068631 61.9821645, 24.0686472 61.9822633, 24.0686431 61.9824142, 24.0686128 61.9825993, 24.0685539 61.9828011, 24.0684553 61.9829885, 24.0682593 61.9832683, 24.0679983 61.9835329, 24.0673862 61.984062, 24.0668678 61.9845013, 24.0666545 61.9846821)",,
115091160,Museotie,residential,,,False,False,64.92999999999999,"LINESTRING (24.0646635 61.9860319, 24.064333 61.9858474, 24.0639769 61.9857011, 24.0637237 61.9856811)",,
115091170,Pirkantie,residential,,,False,False,194.32,"LINESTRING (24.071669 61.9834495, 24.0716977 61.9835357, 24.0717822 61.9838146, 24.0717695 61.9840656, 24.0717199 61.9842862, 24.0715248 61.9845554, 24.0713607 61.9847537, 24.0713286 61.9848618, 24.0713881 61.9849888, 24.0715727 61.9851343)",,
115091170,Pirkantie,residential,,,False,True,83.64300000000001,"LINESTRING (24.071669 61.9834495, 24.0712897 61.9831731, 24.0708181 61.9829268, 24.070687 61.9828583)",,
175078100,Päiväkodintie,residential,,,False,True,215.886,"LINESTRING (24.071669 61.9834495, 24.0725053 61.982999, 24.0733728 61.9824118, 24.0738761 61.9820711, 24.0740467 61.9818723)",,
47193500,Harakkalantie,tertiary,,,False,False,95.42399999999999,"LINESTRING (24.0723004 61.9812814, 24.0710494 61.9817402, 24.0710081 61.9817553, 24.0708569 61.9818073)",,
25649689,Kirkkotie,unclassified,,,False,True,10.362,"LINESTRING (24.0774198 61.982471, 24.0775113 61.9825159, 24.0775431 61.9825431)",,
"[79529384, 79529301]",Ruovedentie,tertiary,40,,False,False,426.626,"LINESTRING (24.0774198 61.982471, 24.0765483 61.9829391, 24.0751831 61.9836295, 24.0743237 61.9840209, 24.073068 61.9845698, 24.072613 61.9848002, 24.0717687 61.9852375)",2,14314
25649689,Kirkkotie,unclassified,,,False,False,241.588,"LINESTRING (24.0772518 61.9847051, 24.0772709 61.9845492, 24.0773544 61.9833381, 24.0774391 61.9828376, 24.0775035 61.9827066, 24.0775616 61.982559, 24.0775431 61.9825431)",,
25649689,Kirkkotie,unclassified,,,False,True,180.90699999999998,"LINESTRING (24.0772518 61.9847051, 24.0768008 61.984824, 24.0762268 61.9849895, 24.076091 61.9850578, 24.075972 61.9851595, 24.0757737 61.9852698, 24.0753794 61.9854018, 24.0751478 61.985457, 24.0748796 61.9855141, 24.0746439 61.9855398, 24.0744243 61.9855845)",,
115091149,Urhontie,residential,,,False,False,21.603,"LINESTRING (24.0685352 61.9849566, 24.0684303 61.9848414, 24.0683695 61.9847786)",,
115091149,Urhontie,residential,,,False,True,160.65099999999998,"LINESTRING (24.0685352 61.9849566, 24.0686858 61.9849896, 24.0690567 61.985033, 24.0691697 61.9850423, 24.0698849 61.9850842, 24.0713479 61.9851364, 24.0715727 61.9851343)",,
1234444573,,residential,,,False,False,20.482999999999997,"LINESTRING (24.0685352 61.9849566, 24.0684273 61.9850233, 24.0682404 61.9850721)",,
47193503,Honkalantie,residential,,,False,False,247.204,"LINESTRING (24.0683695 61.9847786, 24.0684969 61.9847521, 24.0686025 61.9846938, 24.0690658 61.9843039, 24.0698045 61.9836928, 24.0700629 61.9834431, 24.0704719 61.9830478, 24.070687 61.9828583)",,
47193503,Honkalantie,residential,,,False,True,90.278,"LINESTRING (24.0683695 61.9847786, 24.0675648 61.9847364, 24.0669222 61.984688, 24.0666545 61.9846821)",,
115091149,Urhontie,residential,,,False,True,21.603,"LINESTRING (24.0683695 61.9847786, 24.0684303 61.9848414, 24.0685352 61.9849566)",,
175078100,Päiväkodintie,residential,,,False,False,215.886,"LINESTRING (24.0740467 61.9818723, 24.0738761 61.9820711, 24.0733728 61.9824118, 24.0725053 61.982999, 24.071669 61.9834495)",,
706618637,Laivarannantie,residential,30,,False,True,456.28999999999996,"LINESTRING (24.0795195 61.9885813, 24.0793293 61.9885439, 24.0790802 61.9885294, 24.0786421 61.988532, 24.0783793 61.9885562, 24.0781629 61.9885846, 24.0779047 61.9886126, 24.0777626 61.9886241, 24.0776976 61.9886294, 24.0774592 61.9886365, 24.0769773 61.9886362, 24.0764001 61.9886394, 24.076081 61.9886384, 24.0758696 61.9886078, 24.0757521 61.9885314, 24.0757435 61.9884837, 24.0757138 61.9881834, 24.0756758 61.9867936, 24.0756304 61.9862615)",2,
1093989121,Laivarannantie,residential,30,,False,False,62.40499999999999,"LINESTRING (24.0795195 61.9885813, 24.0795459 61.9885686, 24.0795951 61.9885509, 24.0796538 61.9885415, 24.0797158 61.9885415, 24.0797745 61.9885508, 24.0798238 61.9885685, 24.0798584 61.9885926, 24.0798748 61.9886207, 24.0798711 61.9886497, 24.0798478 61.9886767, 24.0798073 61.9886988, 24.0797539 61.9887135, 24.0796909 61.9887195, 24.0796273 61.9887154, 24.0795702 61.9887015, 24.0795261 61.9886796, 24.0795001 61.988652, 24.079495 61.9886219, 24.0795195 61.9885813)",2,
1093989121,Laivarannantie,residential,30,,False,True,62.404999999999994,"LINESTRING (24.0795195 61.9885813, 24.079495 61.9886219, 24.0795001 61.988652, 24.0795261 61.9886796, 24.0795702 61.9887015, 24.0796273 61.9887154, 24.0796909 61.9887195, 24.0797539 61.9887135, 24.0798073 61.9886988, 24.0798478 61.9886767, 24.0798711 61.9886497, 24.0798748 61.9886207, 24.0798584 61.9885926, 24.0798238 61.9885685, 24.0797745 61.9885508, 24.0797158 61.9885415, 24.0796538 61.9885415, 24.0795951 61.9885509, 24.0795459 61.9885686, 24.0795195 61.9885813)",2,
25649689,Kirkkotie,unclassified,,,False,False,10.362,"LINESTRING (24.0775431 61.9825431, 24.0775113 61.9825159, 24.0774198 61.982471)",,
25649689,Kirkkotie,unclassified,,,False,True,241.588,"LINESTRING (24.0775431 61.9825431, 24.0775616 61.982559, 24.0775035 61.9827066, 24.0774391 61.9828376, 24.0773544 61.9833381, 24.0772709 61.9845492, 24.0772518 61.9847051)",,
79529280,Ruovedentie,tertiary,50,,False,False,153.938,"LINESTRING (24.0660672 61.9872838, 24.0657687 61.9874276, 24.0640098 61.9882752)",2,14314
79529280,Ruovedentie,tertiary,50,,False,True,122.31099999999999,"LINESTRING (24.0660672 61.9872838, 24.066349 61.987148, 24.0675618 61.9864379)",2,14314
1097674883,Mäkitie,residential,,,False,False,49.224000000000004,"LINESTRING (24.0660672 61.9872838, 24.0659464 61.9872134, 24.0654434 61.9869521)",,
1097674883,Mäkitie,residential,,,False,True,49.224000000000004,"LINESTRING (24.0654434 61.9869521, 24.0659464 61.9872134, 24.0660672 61.9872838)",,
79529280,Ruovedentie,tertiary,50,,False,False,87.5,"LINESTRING (24.0640098 61.9882752, 24.0636831 61.9884326, 24.0635246 61.9885198, 24.0628991 61.9888639)",2,14314
79529280,Ruovedentie,tertiary,50,,False,True,153.938,"LINESTRING (24.0640098 61.9882752, 24.0657687 61.9874276, 24.0660672 61.9872838)",2,14314
1097674884,Välitie,residential,,,False,False,76.806,"LINESTRING (24.0640098 61.9882752, 24.0638722 61.9882088, 24.0633906 61.9880197, 24.0630735 61.9878915, 24.0629547 61.9878005)",,
1097674884,Välitie,residential,,,False,True,76.806,"LINESTRING (24.0629547 61.9878005, 24.0630735 61.9878915, 24.0633906 61.9880197, 24.0638722 61.9882088, 24.0640098 61.9882752)",,
79529280,Ruovedentie,tertiary,50,,False,True,87.5,"LINESTRING (24.0628991 61.9888639, 24.0635246 61.9885198, 24.0636831 61.9884326, 24.0640098 61.9882752)",2,14314
115091169,Urheilutie,residential,,,False,True,61.446,"LINESTRING (24.0659982 61.982002, 24.0669156 61.9816561)",,
115091169,Urheilutie,residential,,,False,False,79.037,"LINESTRING (24.0659982 61.982002, 24.065904 61.9820375, 24.0647994 61.9824357)",,
1234444573,,residential,,,False,True,20.482999999999997,"LINESTRING (24.0682404 61.9850721, 24.0684273 61.9850233, 24.0685352 61.9849566)",,
