osmid,highway,oneway,reversed,length,lanes,name,geometry,maxspeed,ref
65416320,residential,False,True,308.911,2,Kiveläntie,"LINESTRING (29.8454842 62.7699126, 29.8455003 62.7702219, 29.8454601 62.7706244, 29.8454869 62.770779, 29.845476 62.7708668, 29.8453796 62.770914, 29.8452669 62.7709349, 29.8450229 62.7709116, 29.8447385 62.7709005, 29.8444086 62.7708809, 29.8442549 62.7708511, 29.8441887 62.7707962, 29.8441698 62.7705396, 29.844153 62.7696298)",30,
495033559,residential,False,True,74.89500000000001,2,Kiveläntie,"LINESTRING (29.8454842 62.7699126, 29.8447745 62.7697903, 29.844153 62.7696298)",30,
495033559,residential,False,False,136.543,2,Kiveläntie,"LINESTRING (29.8454842 62.7699126, 29.8462355 62.7699193, 29.8480135 62.7699353, 29.8481674 62.7699357)",30,
65416319,residential,False,True,152.664,2,Kiveläntie,"LINESTRING (29.844153 62.7696298, 29.8440167 62.7689611, 29.8441568 62.7682627)",30,
65416320,residential,False,False,308.911,2,Kiveläntie,"LINESTRING (29.844153 62.7696298, 29.8441698 62.7705396, 29.8441887 62.7707962, 29.8442549 62.7708511, 29.8444086 62.7708809, 29.8447385 62.7709005, 29.8450229 62.7709116, 29.8452669 62.7709349, 29.8453796 62.770914, 29.845476 62.7708668, 29.8454869 62.770779, 29.8454601 62.7706244, 29.8455003 62.7702219, 29.8454842 62.7699126)",30,
495033559,residential,False,False,74.89500000000001,2,Kiveläntie,"LINESTRING (29.844153 62.7696298, 29.8447745 62.7697903, 29.8454842 62.7699126)",30,
296456475,tertiary,False,False,74.93599999999999,2,Keskuskatu,"LINESTRING (29.847712 62.766454, 29.8477941 62.7670115, 29.8478069 62.7671265)",30,
296456475,tertiary,False,True,71.881,2,Keskuskatu,"LINESTRING (29.847712 62.766454, 29.8476887 62.7662945, 29.8476178 62.765809)",30,
315513847,residential,False,False,244.347,2,Kirkkotie,"LINESTRING (29.847712 62.766454, 29.8478914 62.7664514, 29.8486251 62.7664342, 29.8494003 62.766427, 29.8496772 62.766433, 29.8499849 62.7664502, 29.8505495 62.7665073, 29.8509519 62.766555, 29.8511431 62.7665899, 29.8512107 62.7666171, 29.8512483 62.7666589, 29.8512402 62.7667116, 29.8510954 62.7669989, 29.851023 62.7671682)",30,
315513843,residential,False,True,121.492,2,Koulukuja,"LINESTRING (29.8454214 62.7670814, 29.8476965 62.7671223, 29.8478069 62.7671265)",30,
296456475,tertiary,False,False,148.013,2,Keskuskatu,"LINESTRING (29.8478069 62.7671265, 29.847954 62.7682679, 29.8479688 62.7684555)",30,
296456475,tertiary,False,True,74.93599999999999,2,Keskuskatu,"LINESTRING (29.8478069 62.7671265, 29.8477941 62.7670115, 29.847712 62.766454)",30,
315513843,residential,False,False,121.492,2,Koulukuja,"LINESTRING (29.8478069 62.7671265, 29.8476965 62.7671223, 29.8454214 62.7670814)",30,
546877715,residential,False,False,278.904,,Talvitie,"LINESTRING (29.8545903 62.7707269, 29.854983 62.7706419, 29.855881 62.7704397, 29.8564085 62.7703484, 29.8569359 62.7701984, 29.8573493 62.7701397, 29.8583044 62.770231, 29.8587463 62.7703419, 29.8591027 62.7706484, 29.8591455 62.7707332)",,
"[629587212, 296456478]",trunk,False,True,603.827,"['2', '3']",Kajaanintie,"LINESTRING (29.8545903 62.7707269, 29.8542684 62.7683884, 29.854106 62.767055, 29.8540108 62.7662729, 29.8539768 62.7655325, 29.8539747 62.7654345, 29.8539664 62.7653047)",80,6
546877715,residential,False,True,278.904,,Talvitie,"LINESTRING (29.8591455 62.7707332, 29.8591027 62.7706484, 29.8587463 62.7703419, 29.8583044 62.770231, 29.8573493 62.7701397, 29.8569359 62.7701984, 29.8564085 62.7703484, 29.855881 62.7704397, 29.854983 62.7706419, 29.8545903 62.7707269)",,
296456475,tertiary,False,False,71.881,2,Keskuskatu,"LINESTRING (29.8476178 62.765809, 29.8476887 62.7662945, 29.847712 62.766454)",30,
296456475,tertiary,False,True,44.416,2,Keskuskatu,"LINESTRING (29.8476178 62.765809, 29.8475824 62.7656157, 29.8475596 62.7654105)",30,
844273063,residential,False,False,43.93,,,"LINESTRING (29.8476178 62.765809, 29.8474965 62.7658133, 29.8467571 62.7658396)",,
844273063,residential,False,True,43.93,,,"LINESTRING (29.8467571 62.7658396, 29.8474965 62.7658133, 29.8476178 62.765809)",,
315513847,residential,False,True,244.347,2,Kirkkotie,"LINESTRING (29.851023 62.7671682, 29.8510954 62.7669989, 29.8512402 62.7667116, 29.8512483 62.7666589, 29.8512107 62.7666171, 29.8511431 62.7665899, 29.8509519 62.766555, 29.8505495 62.7665073, 29.8499849 62.7664502, 29.8496772 62.766433, 29.8494003 62.766427, 29.8486251 62.7664342, 29.8478914 62.7664514, 29.847712 62.766454)",30,
