osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,est_width,bridge,junction
"[865261382, 32761805, 852307253, 857297302, 857297303, 857297305]",False,,,"['Jussaksentie', 'Lukkarintie']",residential,"['40', '30']",True,543.5649999999998,"LINESTRING (25.2655729 60.3788183, 25.2655165 60.3788129, 25.2653364 60.378774, 25.2652664 60.3787738, 25.2649315 60.3788499, 25.2646708 60.3789234, 25.2645985 60.3789497, 25.2645017 60.3790105, 25.2644365 60.3790714, 25.2643653 60.3791731, 25.2643104 60.3792768, 25.2642182 60.3793835, 25.2641352 60.3794379, 25.2639773 60.3795046, 25.2638334 60.3795447, 25.2634886 60.3795956, 25.2634033 60.3796082, 25.2632669 60.3796284, 25.2628074 60.3796954, 25.2626546 60.3797153, 25.2625739 60.379721, 25.2625017 60.3797209, 25.2624366 60.3797175, 25.2623601 60.3797134, 25.2622392 60.379695, 25.2621066 60.379647, 25.2620385 60.3795954, 25.2620047 60.3795698, 25.2619566 60.3795255, 25.2619151 60.3794787, 25.2617726 60.3792819, 25.2617533 60.3792553, 25.2616985 60.3791803, 25.2616492 60.3790823, 25.2616248 60.3790173, 25.2616089 60.378892, 25.261604 60.3788092, 25.2616107 60.3787754, 25.2616163 60.378748, 25.2616342 60.3786601, 25.261655 60.3785641, 25.2616718 60.3785204, 25.2616875 60.3784698, 25.2617026 60.3783961, 25.2616822 60.3782335, 25.2616574 60.3781103, 25.2616056 60.377973, 25.2615787 60.3778905, 25.2615726 60.3778221, 25.2615839 60.3777332, 25.2615997 60.3776615, 25.2616296 60.3775758, 25.2617962 60.3771725, 25.2618298 60.3771, 25.2618694 60.3769899)",,,
32761807,False,,,Isotalontie,residential,,False,67.917,"LINESTRING (25.2666807 60.3805608, 25.2664756 60.3802564, 25.2662902 60.3799813)",,,
176861796,False,,,Mixintie,residential,,True,101.134,"LINESTRING (25.2666807 60.3805608, 25.2669216 60.3805496, 25.2673437 60.3805299, 25.2680024 60.3804992, 25.2685128 60.3804754)",,,
73501515,False,,,Iso Kylätie,tertiary,30,False,29.31,"LINESTRING (25.2635177 60.3723038, 25.2638329 60.3725164)",,,
73501515,False,,,Iso Kylätie,tertiary,30,True,42.976,"LINESTRING (25.2635177 60.3723038, 25.2630449 60.371996)",,,
"[73539195, 73539191]",False,1,,Löötinkuja,residential,30,False,167.37099999999998,"LINESTRING (25.2635177 60.3723038, 25.2636089 60.3722697, 25.2637057 60.3722578, 25.2637948 60.372246, 25.2639091 60.3722359, 25.263984 60.3722387, 25.2640311 60.3722405, 25.2642349 60.3722839, 25.2647155 60.3723863, 25.2648424 60.3724133, 25.2650103 60.3724489, 25.2651087 60.3724697, 25.2658009 60.3726164, 25.2658332 60.3726232, 25.2662836 60.3727692)",,,
26732751,False,2,,Uudensillantie,tertiary,40,False,105.36600000000001,"LINESTRING (25.268297 60.3732732, 25.269138 60.3732354, 25.2693086 60.3732277, 25.2700811 60.3731915, 25.2702055 60.3731851)",,,
26732751,False,2,,Uudensillantie,tertiary,40,True,130.968,"LINESTRING (25.268297 60.3732732, 25.2682079 60.3732772, 25.2673395 60.3733163, 25.2666154 60.3733559, 25.2664821 60.3733632, 25.2663153 60.3733839, 25.2661448 60.3734181, 25.2659672 60.3734662)",,,
73466116,False,,,Pikkukuja,residential,,False,78.06800000000001,"LINESTRING (25.268297 60.3732732, 25.2684221 60.3735545, 25.2683183 60.3736175, 25.2676486 60.3736516)",,,
32701112,False,,,Suursuonkuja,residential,,False,7.981,"LINESTRING (25.2587902 60.3763177, 25.2587081 60.3763769)",,,
32701112,False,,,Suursuonkuja,residential,,True,36.523,"LINESTRING (25.2587902 60.3763177, 25.258961 60.3761914, 25.2590818 60.3761001, 25.2591566 60.3760437)",,,
78066664,True,1,1521,Nikkiläntie,tertiary,40,False,184.292,"LINESTRING (25.2587902 60.3763177, 25.2590265 60.3763771, 25.2598756 60.3765907, 25.2604169 60.3767139, 25.260914 60.3768034, 25.2614052 60.3768681, 25.2618946 60.376923)",,,
32761805,False,,,Lukkarintie,residential,40,False,7.567,"LINESTRING (25.2618946 60.376923, 25.2618694 60.3769899)",,,
78066664,True,1,1521,Nikkiläntie,tertiary,40,False,63.425,"LINESTRING (25.2618946 60.376923, 25.2621364 60.3769454, 25.2622257 60.3769526, 25.2630177 60.3770527)",,,
"[936593229, 32701069]",False,,,Jussaksentie,residential,40,False,201.945,"LINESTRING (25.2730517 60.3777605, 25.2728648 60.377789, 25.2726775 60.3778175, 25.2721929 60.3778913, 25.2720201 60.3779176, 25.2715281 60.3779925, 25.2712326 60.3780375, 25.2712012 60.3780431, 25.2703653 60.3781698, 25.2702146 60.3781925, 25.2701255 60.378206, 25.2696485 60.3782786, 25.2695402 60.3782951)",,,
40199829,False,2,1494,Pornaistentie,tertiary,40,True,27.112,"LINESTRING (25.2730517 60.3777605, 25.2730217 60.3777058, 25.2729469 60.3775729, 25.2729202 60.3775255)",,,
"[73463257, 176861789]",False,2,,Iso Kylätie,residential,40,True,98.03500000000001,"LINESTRING (25.270832 60.3803437, 25.2707486 60.3802328, 25.2705296 60.3798764, 25.2704861 60.3798055, 25.2704239 60.3797101, 25.2703332 60.3795534, 25.2703034 60.3795019)",,,
"[176861793, 176861796]",False,,,Mixintie,residential,,False,128.399,"LINESTRING (25.270832 60.3803437, 25.2706158 60.3803672, 25.2703946 60.3803863, 25.2698676 60.3804122, 25.2693287 60.3804373, 25.2689599 60.3804545, 25.2685128 60.3804754)",,,
41215321,False,,,Segristie,residential,30,False,112.30699999999999,"LINESTRING (25.2672663 60.3751668, 25.2673531 60.3751521, 25.2682938 60.3749897, 25.268966 60.37488, 25.2692083 60.3748559)",,,
"[55945825, 1222794259]",False,2,,Iso Kylätie,tertiary,30,False,153.5,"LINESTRING (25.2672663 60.3751668, 25.2671752 60.3750692, 25.2671309 60.3750253, 25.2669479 60.3748511, 25.2667853 60.3746935, 25.2667538 60.3746646, 25.2666106 60.3745328, 25.2662373 60.3741693, 25.2661722 60.3740955, 25.2661252 60.3740186, 25.266078 60.3739216)",,,
1222794259,False,2,,Iso Kylätie,tertiary,30,True,45.080000000000005,"LINESTRING (25.2672663 60.3751668, 25.2675239 60.375454, 25.2675419 60.3754747, 25.2675965 60.3755379)",,,
41215325,False,,,Pyhän Sigfridin tie,residential,30,False,47.233,"LINESTRING (25.2692083 60.3748559, 25.269475 60.3752597)",,,
187098727,False,,,Pyhän Sigfridin tie,residential,30,True,102.021,"LINESTRING (25.2692083 60.3748559, 25.2687232 60.3739703)",,,
41215321,False,,,Segristie,residential,30,True,112.307,"LINESTRING (25.2692083 60.3748559, 25.268966 60.37488, 25.2682938 60.3749897, 25.2673531 60.3751521, 25.2672663 60.3751668)",,,
"[73496421, 41215326]",False,,,"['Segristie', 'Kirkkoniityntie']",residential,30,False,291.58000000000004,"LINESTRING (25.2692083 60.3748559, 25.2694019 60.3748439, 25.2695302 60.3748379, 25.2707812 60.3747795, 25.2710032 60.3747637, 25.2711334 60.3747597, 25.27113 60.3747196, 25.2710063 60.3743416, 25.2709432 60.3742199, 25.2708817 60.3741378, 25.2707555 60.3740199, 25.2705217 60.3738632, 25.2704171 60.3737613, 25.2703525 60.3736685, 25.2703232 60.3735765, 25.2702055 60.3731851)",,,
41215325,False,,,Pyhän Sigfridin tie,residential,30,True,47.233,"LINESTRING (25.269475 60.3752597, 25.2692083 60.3748559)",,,
481115271,False,,,Suursuontie,residential,40,False,55.229,"LINESTRING (25.2573106 60.3773732, 25.2567358 60.3777806)",,,
67114317,False,,,Koivikkopolku,residential,,True,147.42700000000002,"LINESTRING (25.2573106 60.3773732, 25.2573823 60.3773968, 25.2593748 60.3780371, 25.2595548 60.3780993)",,,
481115271,False,,,Suursuontie,residential,40,True,30.032,"LINESTRING (25.2573106 60.3773732, 25.2575734 60.3771818, 25.2576174 60.3771497)",,,
67114317,False,,,Koivikkopolku,residential,,False,147.42700000000002,"LINESTRING (25.2595548 60.3780993, 25.2593748 60.3780371, 25.2573823 60.3773968, 25.2573106 60.3773732)",,,
73449168,True,1,1494,Pornaistentie,tertiary,40,False,82.787,"LINESTRING (25.2723218 60.3762523, 25.2722952 60.376284, 25.2722845 60.3763043, 25.2722801 60.3763193, 25.2722801 60.3763316, 25.2722999 60.3764008, 25.272425 60.3766453, 25.2725503 60.3768647, 25.2726165 60.3769715)",,,
618927629,True,1,,,tertiary,40,False,18.948,"LINESTRING (25.2723218 60.3762523, 25.2723101 60.3762614, 25.2722968 60.3762698, 25.2722822 60.3762778, 25.2722662 60.376285, 25.2722491 60.3762916, 25.2722309 60.3762974, 25.2722098 60.376303, 25.2721878 60.3763075, 25.272165 60.376311, 25.2721417 60.3763135, 25.272118 60.3763148, 25.2720942 60.3763151, 25.2720704 60.3763143, 25.2720469 60.3763124, 25.2720242 60.3763089)",,,roundabout
73449194,True,1,1521,Nikkiläntie,tertiary,40,False,108.409,"LINESTRING (25.272241 60.3760822, 25.2723691 60.3760909, 25.2725029 60.3760832, 25.272661 60.3760683, 25.272888 60.3760436, 25.2732498 60.3760043, 25.2735504 60.3759678, 25.2741711 60.3759016)",,,
618927629,True,1,,,tertiary,40,False,17.886,"LINESTRING (25.272241 60.3760822, 25.2722591 60.3760881, 25.2722756 60.3760951, 25.2722908 60.3761027, 25.2723047 60.376111, 25.2723171 60.3761198, 25.2723279 60.3761291, 25.2723372 60.3761388, 25.2723447 60.3761488, 25.2723505 60.3761592, 25.2723545 60.3761697, 25.2723568 60.3761804, 25.2723571 60.3761911, 25.2723557 60.3762018, 25.2723524 60.3762124, 25.2723465 60.3762227)",,,roundabout
618927629,True,1,,,tertiary,40,False,2.6180000000000003,"LINESTRING (25.2720242 60.3763089, 25.2720014 60.3763054, 25.2719804 60.3762999)",,,roundabout
40199829,False,2,1494,Pornaistentie,tertiary,40,False,27.112000000000002,"LINESTRING (25.2729202 60.3775255, 25.2729469 60.3775729, 25.2730217 60.3777058, 25.2730517 60.3777605)",,,
73449188,True,1,1494,Pornaistentie,tertiary,40,False,64.252,"LINESTRING (25.2729202 60.3775255, 25.272616 60.3771762, 25.2725689 60.3771241, 25.2724673 60.3769929)",,,
73463222,True,1,1521,Nikkiläntie,tertiary,40,False,180.295,"LINESTRING (25.2719804 60.3762999, 25.2719004 60.3762938, 25.2718488 60.3762905, 25.2717834 60.3762885, 25.2717194 60.3762924, 25.2716727 60.3762971, 25.2702763 60.3764948, 25.2694742 60.3766085, 25.2691289 60.3766432, 25.2690556 60.3766512, 25.2689581 60.376663, 25.2689088 60.3766751, 25.2688666 60.3767198)",,,
618927629,True,1,,,tertiary,40,False,23.578999999999997,"LINESTRING (25.2719804 60.3762999, 25.2719593 60.3762944, 25.27194 60.3762875, 25.271922 60.3762798, 25.2719056 60.3762712, 25.2718908 60.376262, 25.2718779 60.3762521, 25.2718668 60.3762416, 25.2718578 60.3762307, 25.2718508 60.3762195, 25.271846 60.3762079, 25.2718433 60.3761962, 25.2718429 60.3761844, 25.2718447 60.3761727, 25.2718486 60.3761611, 25.2718548 60.3761497, 25.271863 60.3761386, 25.2718733 60.376128, 25.2718864 60.3761182)",,,roundabout
73449156,True,1,1521,Nikkiläntie,tertiary,40,False,107.14399999999999,"LINESTRING (25.2741711 60.3759016, 25.2737778 60.3759765, 25.273525 60.3760246, 25.2732868 60.3760648, 25.2730931 60.3760907, 25.2726306 60.3761474, 25.2725239 60.3761635, 25.2724568 60.3761772, 25.2724074 60.3761947, 25.2723465 60.3762227)",,,
106273763,True,1,,,tertiary,40,False,9.465,"LINESTRING (25.2683684 60.3766918, 25.2683764 60.3766678, 25.2683936 60.376645, 25.2684196 60.3766243, 25.2684355 60.3766151)",,,roundabout
73463224,True,1,1521,Nikkiläntie,tertiary,40,False,171.867,"LINESTRING (25.2684866 60.3768052, 25.2683787 60.37679, 25.2682919 60.3767888, 25.2681621 60.376794, 25.2680104 60.3768089, 25.2669896 60.3769499, 25.266598 60.3770047, 25.2664912 60.3770204, 25.2662447 60.3770392, 25.2658793 60.3770536, 25.2654312 60.3770653)",,,
106273763,True,1,,,tertiary,40,False,14.877,"LINESTRING (25.2684866 60.3768052, 25.2684663 60.3767983, 25.2684303 60.3767817, 25.2684016 60.3767619, 25.2683813 60.3767398, 25.2683701 60.3767161, 25.2683684 60.3766918)",,,roundabout
73463253,True,1,,Iso Kylätie,tertiary,40,False,33.932,"LINESTRING (25.268291 60.3763338, 25.2683353 60.3763612, 25.2684415 60.3764409, 25.2685418 60.3765173, 25.2686595 60.3765773)",,,
"[1222794259, 784864559]",False,2,,Iso Kylätie,tertiary,30,False,96.40199999999999,"LINESTRING (25.268291 60.3763338, 25.2682721 60.3763046, 25.2681324 60.3761428, 25.268 60.3759976, 25.2679322 60.3759232, 25.2677481 60.375712, 25.2676345 60.3755815, 25.2675965 60.3755379)",,,
106273763,True,1,,,tertiary,40,False,5.417,"LINESTRING (25.2688666 60.3767198, 25.2688539 60.3767433, 25.2688322 60.3767652)",,,roundabout
73463196,True,1,,Iso Kylätie,residential,40,False,37.99,"LINESTRING (25.2688199 60.377125, 25.2687413 60.3770982, 25.2686426 60.3769218, 25.2686121 60.3768765, 25.2685542 60.3768196)",,,
73463257,False,2,,Iso Kylätie,residential,40,False,26.867,"LINESTRING (25.2688199 60.377125, 25.2688269 60.3771368, 25.2689572 60.3773569)",,,
73449160,True,1,1521,Nikkiläntie,tertiary,40,False,181.73700000000002,"LINESTRING (25.2687715 60.3766013, 25.2688896 60.3765915, 25.2690156 60.376579, 25.2691005 60.3765697, 25.2692028 60.3765594, 25.2694588 60.3765269, 25.2702312 60.3764138, 25.2711272 60.3762904, 25.2716315 60.3762296, 25.2717124 60.3762107, 25.2717714 60.37619, 25.2718168 60.3761677, 25.2718864 60.3761182)",,,
106273763,True,1,,,tertiary,40,False,14.864,"LINESTRING (25.2687715 60.3766013, 25.2688074 60.3766179, 25.2688361 60.3766376, 25.2688565 60.3766598, 25.2688677 60.3766834, 25.2688693 60.3767077, 25.2688666 60.3767198)",,,roundabout
106273763,True,1,,,tertiary,40,False,4.056,"LINESTRING (25.2685542 60.3768196, 25.2685307 60.3768159, 25.2684866 60.3768052)",,,roundabout
106273763,True,1,,,tertiary,40,False,6.768,"LINESTRING (25.2686595 60.3765773, 25.268707 60.3765836, 25.2687512 60.3765943, 25.2687715 60.3766013)",,,roundabout
73496434,False,,,Kirkkoniityntie,residential,,True,160.09799999999998,"LINESTRING (25.2693776 60.371806, 25.2695483 60.3720329, 25.2700254 60.372807, 25.2701903 60.3731471, 25.2702055 60.3731851)",,,
"[440094372, 5133541]",False,2,,Kirkkoniityntie,residential,40,"[False, True]",42.983999999999995,"LINESTRING (25.2718189 60.3756936, 25.2718395 60.3757321, 25.2719707 60.375977, 25.2720254 60.3760664)",,,
73501515,False,,,Iso Kylätie,tertiary,30,False,9.874,"LINESTRING (25.2629316 60.3719271, 25.2630449 60.371996)",,,
"[155195689, 155195690, 73539188]",False,,,Vanha Kappelintie,unclassified,,False,203.846,"LINESTRING (25.2629316 60.3719271, 25.2627984 60.3719709, 25.2623012 60.3721351, 25.2615891 60.3723684, 25.2615627 60.3723771, 25.2611586 60.3725099, 25.2610475 60.3725954, 25.261008 60.3726601, 25.2609514 60.3727863, 25.2609174 60.3728852, 25.2608886 60.3729827, 25.2608171 60.3730641, 25.2607422 60.3731033, 25.2606364 60.3731442, 25.2604874 60.3731537)",,,
"[73539195, 73539191]",False,1,,Löötinkuja,residential,30,True,167.371,"LINESTRING (25.2662836 60.3727692, 25.2658332 60.3726232, 25.2658009 60.3726164, 25.2651087 60.3724697, 25.2650103 60.3724489, 25.2648424 60.3724133, 25.2647155 60.3723863, 25.2642349 60.3722839, 25.2640311 60.3722405, 25.263984 60.3722387, 25.2639091 60.3722359, 25.2637948 60.372246, 25.2637057 60.3722578, 25.2636089 60.3722697, 25.2635177 60.3723038)",,,
73539190,False,1,,Pieni koulupolku,residential,40,False,9.48,"LINESTRING (25.2629296 60.3720594, 25.2630449 60.371996)",2,,
78066664,True,1,1521,Nikkiläntie,tertiary,40,False,78.499,"LINESTRING (25.2575494 60.3759688, 25.2579788 60.3760799, 25.2585268 60.376246, 25.2587902 60.3763177)",,,
23478441,False,2,,Metsätie,residential,40,False,75.106,"LINESTRING (25.2564814 60.3767743, 25.2576174 60.3771497)",,,
105919639,False,,,Niittykuja,residential,,False,74.206,"LINESTRING (25.2564814 60.3767743, 25.2572425 60.3762231)",,,
481115271,False,,,Suursuontie,residential,40,False,39.65,"LINESTRING (25.2580447 60.3768624, 25.2576174 60.3771497)",,,
105919652,False,,,Metsäkuja,residential,,True,103.20700000000001,"LINESTRING (25.2580447 60.3768624, 25.2581053 60.3768813, 25.2595877 60.3773913)",,,
481115271,False,,,Suursuontie,residential,40,True,65.157,"LINESTRING (25.2580447 60.3768624, 25.2585755 60.3764661, 25.2587081 60.3763769)",,,
105919639,False,,,Niittykuja,residential,,True,74.206,"LINESTRING (25.2572425 60.3762231, 25.2564814 60.3767743)",,,
481115271,False,,,Suursuontie,residential,40,True,55.229,"LINESTRING (25.2567358 60.3777806, 25.2573106 60.3773732)",,,
105919637,False,,,Haapatie,residential,,True,144.12800000000001,"LINESTRING (25.2567358 60.3777806, 25.2568106 60.3778046, 25.2584338 60.3783545, 25.2581016 60.3785806)",,,
32701112,False,,,Suursuonkuja,residential,,True,9.571,"LINESTRING (25.2591566 60.3760437, 25.2592469 60.3759701)",,,
32701112,False,,,Suursuonkuja,residential,,False,36.522999999999996,"LINESTRING (25.2591566 60.3760437, 25.2590818 60.3761001, 25.258961 60.3761914, 25.2587902 60.3763177)",,,
40199838,False,,,Itäinen Suursuonkuja,residential,,False,108.457,"LINESTRING (25.2591566 60.3760437, 25.2592475 60.3760696, 25.2596438 60.3762041, 25.2597657 60.3762298, 25.2599767 60.3762638, 25.2605842 60.376362, 25.2608242 60.3764007, 25.2608853 60.3764106, 25.2609587 60.3764225)",,,
440163397,True,1,1521,Nikkiläntie,tertiary,40,False,63.61300000000001,"LINESTRING (25.2630177 60.3770527, 25.262535 60.3770425, 25.2622537 60.3770219, 25.2622025 60.3770194, 25.2618694 60.3769899)",,,
440163398,False,2,1521,Nikkiläntie,tertiary,40,False,72.788,"LINESTRING (25.2630177 60.3770527, 25.2634361 60.3770724, 25.2639942 60.3770884, 25.2643392 60.3770886)",,,
105919643,False,,,Puistikkotie,residential,,True,205.648,"LINESTRING (25.2572122 60.374223, 25.2585501 60.3744382, 25.2587967 60.3744831, 25.2606254 60.3747659, 25.2607738 60.3747888)",,,
105919652,False,,,Metsäkuja,residential,,False,103.20700000000001,"LINESTRING (25.2595877 60.3773913, 25.2581053 60.3768813, 25.2580447 60.3768624)",,,
32762092,False,,,Kaskiniitynkuja,unclassified,,False,8.539,"LINESTRING (25.2724673 60.3769929, 25.2726165 60.3769715)",,,
32762092,False,,,Kaskiniitynkuja,unclassified,,True,82.09800000000001,"LINESTRING (25.2724673 60.3769929, 25.2723098 60.3770156, 25.2720714 60.3770498, 25.2717192 60.3771004, 25.2715448 60.3771255, 25.2713532 60.377153, 25.2711412 60.3771835, 25.271033 60.377199)",,,
73449188,True,1,1494,Pornaistentie,tertiary,40,False,80.379,"LINESTRING (25.2724673 60.3769929, 25.2724146 60.3769087, 25.2724013 60.3768874, 25.2722277 60.3765788, 25.2721435 60.3764186, 25.2721169 60.376373, 25.2720961 60.3763534, 25.2720754 60.3763386, 25.2720565 60.3763282, 25.2720242 60.3763089)",,,
106228229,False,,,Kaskikylänkuja,unclassified,,True,65.676,"LINESTRING (25.2737646 60.3768078, 25.2734201 60.3768567, 25.2730331 60.3769116, 25.2728135 60.3769432, 25.2726165 60.3769715)",,,
618927629,True,1,,,tertiary,40,False,9.782,"LINESTRING (25.2718864 60.3761182, 25.2718995 60.3761083, 25.2719153 60.3760995, 25.2719327 60.3760914, 25.2719515 60.3760842, 25.2719716 60.3760778, 25.2719927 60.3760724, 25.2720128 60.3760684, 25.2720254 60.3760664)",,,roundabout
106228239,False,,,Svärdfältintie,residential,,True,218.57600000000002,"LINESTRING (25.2673446 60.3785965, 25.2673647 60.3786306, 25.2678866 60.3794716, 25.268396 60.3802699, 25.2685128 60.3804754)",,,
855784601,False,,,Jussaksentie,residential,40,False,100.767,"LINESTRING (25.2673446 60.3785965, 25.2665402 60.3787106, 25.2661628 60.3787609, 25.2656859 60.3788217, 25.2655729 60.3788183)",,,
"[855784601, 936593229]",False,,,Jussaksentie,residential,40,True,125.245,"LINESTRING (25.2673446 60.3785965, 25.2674254 60.3785845, 25.2691593 60.3783508, 25.2693808 60.3783194, 25.2695402 60.3782951)",,,
32762092,False,,,Kaskiniitynkuja,unclassified,,True,8.539,"LINESTRING (25.2726165 60.3769715, 25.2724673 60.3769929)",,,
73449168,True,1,1494,Pornaistentie,tertiary,40,False,63.873,"LINESTRING (25.2726165 60.3769715, 25.2727051 60.3771017, 25.2727555 60.3771844, 25.2729202 60.3775255)",,,
