osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,width,junction,bridge
278473311,True,,Boulevard du Zarmaganda,primary,False,50.066,"LINESTRING (2.106959 13.5292887, 2.1068779 13.5288454)",N 24,8,,
639557682,False,2,,primary_link,False,11.654,"LINESTRING (2.106959 13.5292887, 2.1070656 13.5292731)",,,,
278473250,True,1,Rond point ENAM,trunk,False,1.978,"LINESTRING (2.1063718 13.5246194, 2.1063632 13.5246351)",N 24,4,roundabout,
38505742,False,,,unclassified,False,64.684,"LINESTRING (2.1130252 13.5235495, 2.1131453 13.523572, 2.1136075 13.5236826)",,,,
670625381,True,1,,unclassified,False,15.536000000000001,"LINESTRING (2.1130252 13.5235495, 2.1130226 13.5235726, 2.1130132 13.523594, 2.1129976 13.5236117, 2.1129775 13.5236243, 2.1129544 13.5236305, 2.1129304 13.5236299)",,,roundabout,
670625380,False,2,Avenue Maourikoye Néni,unclassified,True,77.796,"LINESTRING (2.1128864 13.5234981, 2.112832 13.5234489, 2.1127633 13.5233904, 2.1125394 13.5231995, 2.1124746 13.5231317, 2.1123769 13.5230073)",,,,
670625381,True,1,,unclassified,False,20.302999999999997,"LINESTRING (2.1128864 13.5234981, 2.1129079 13.5234826, 2.1129335 13.5234748, 2.1129603 13.5234755, 2.1129854 13.5234848, 2.113006 13.5235016, 2.1130198 13.5235239, 2.1130252 13.5235495)",,,roundabout,
670625381,True,1,,unclassified,False,18.806,"LINESTRING (2.1129304 13.5236299, 2.1129069 13.5236221, 2.112887 13.5236077, 2.1128725 13.523588, 2.1128648 13.5235651, 2.1128646 13.5235409, 2.1128721 13.5235178, 2.1128864 13.5234981)",,,roundabout,
163996162,False,,Rue IB - 5,residential,False,33.856,"LINESTRING (2.1061658 13.5285665, 2.1061765 13.5288708)",,,,
163996162,False,,Rue IB - 5,residential,True,17.855,"LINESTRING (2.1061658 13.5285665, 2.1061607 13.528406)",,,,
671599039,False,,,residential,True,19.525,"LINESTRING (2.1061658 13.5285665, 2.1063463 13.5285605)",,,,
672289002,False,,Rue ide Kabekoira,unclassified,False,48.602,"LINESTRING (2.1115619 13.522164, 2.1117824 13.5225449)",,,,
583532525,True,,Rue Li - 2,unclassified,False,48.356,"LINESTRING (2.1115619 13.522164, 2.1115211 13.5220927, 2.1114985 13.5220567, 2.111475 13.522025, 2.1114566 13.5219992, 2.111437 13.5219694, 2.111409 13.5219323, 2.1113223 13.5217972)",,4,,
266078263,False,,Rue Li - 20,residential,False,60.055,"LINESTRING (2.1135375 13.5222258, 2.1139043 13.5218202)",,,,
266078263,False,,Rue Li - 20,residential,True,61.564,"LINESTRING (2.1135375 13.5222258, 2.1132124 13.5225876, 2.1131629 13.5226428)",,,,
270843356,False,,Rue LI - 7,residential,True,58.384,"LINESTRING (2.1135375 13.5222258, 2.1133774 13.5220941, 2.113222 13.5219634, 2.1131338 13.5218775)",,,,
938796467,True,1,Rond point ENAM,trunk,False,6.045,"LINESTRING (2.1063103 13.5245023, 2.1063361 13.5245128, 2.1063573 13.5245305)",N 24,4,roundabout,
270843363,False,,Rue LI - 9,residential,False,61.448,"LINESTRING (2.1130803 13.5211079, 2.1135021 13.5214783)",,,,
270843363,False,,Rue LI - 9,residential,True,102.985,"LINESTRING (2.1130803 13.5211079, 2.1123557 13.5205067)",,,,
319542458,False,,Rue LI - 16,residential,True,62.061,"LINESTRING (2.1130803 13.5211079, 2.1127045 13.5215298)",,,,
