osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,maxspeed,bridge,access
125202164,,residential,False,True,38.945,"LINESTRING (26.2117069 56.8552283, 26.2119269 56.8554419, 26.2120185 56.8555343)",,,,,
215123614,Jāņa Zābera iela,secondary,True,False,77.04699999999998,"LINESTRING (26.2172289 56.8492408, 26.2173425 56.8492921, 26.2174932 56.8494401, 26.2176674 56.84963, 26.2176592 56.8497096, 26.2176249 56.8497782, 26.2175283 56.8498378)",P84,,,,yes
793502499,Jāņa Zābera iela,secondary,False,True,169.861,"LINESTRING (26.2172289 56.8492408, 26.2168558 56.8490281, 26.2154413 56.8480681)",,2,50,,
793502500,Lazdonas iela,secondary,False,True,123.87899999999999,"LINESTRING (26.2172289 56.8492408, 26.2174767 56.8491233, 26.2175347 56.8490973, 26.2175951 56.8490703, 26.2176292 56.8490546, 26.2176699 56.849037, 26.218815 56.8485419)",P84,,,,
887989300,Saules iela,secondary,False,False,60.099999999999994,"LINESTRING (26.2175283 56.8498378, 26.2174305 56.8497766, 26.2170301 56.8495261, 26.2168616 56.8494394)",P37;P84,,,,
888087754,Saules iela,secondary,False,True,81.426,"LINESTRING (26.2175283 56.8498378, 26.2181513 56.8502346, 26.218302 56.8503342, 26.2183952 56.8503959)",P37;P84,,,,
154660358,Avotu iela,unclassified,False,True,147.817,"LINESTRING (26.2172522 56.8475241, 26.2187264 56.8484942, 26.218815 56.8485419)",,,,,
848616736,Dārza iela,residential,False,False,92.417,"LINESTRING (26.2172522 56.8475241, 26.216998 56.8476076, 26.2159284 56.8479322)",,,,,
793484378,Saules iela,secondary,False,False,66.89500000000001,"LINESTRING (26.2229561 56.8533775, 26.2226295 56.8531467, 26.2225432 56.853087, 26.2222814 56.8529023)",P37;P84,,,,
793484378,Saules iela,secondary,False,True,96.163,"LINESTRING (26.2229561 56.8533775, 26.2237106 56.8539102, 26.2238955 56.8540723)",P37;P84,,,,
24830412,Ezera iela,residential,False,False,78.109,"LINESTRING (26.2261082 56.8492694, 26.2250392 56.8496589)",,,,,
24830412,Ezera iela,residential,False,True,23.25,"LINESTRING (26.2261082 56.8492694, 26.2264208 56.849149)",,,,,
814246550,,residential,False,False,26.502,"LINESTRING (26.2261082 56.8492694, 26.226191 56.8490354)",,,,,
814246550,,residential,False,True,26.502,"LINESTRING (26.226191 56.8490354, 26.2261082 56.8492694)",,,,,
848562205,Zaļā iela,residential,False,False,18.837,"LINESTRING (26.226191 56.8490354, 26.2264208 56.849149)",,,,,
"[848562205, 848562206]",Zaļā iela,residential,False,True,123.6,"LINESTRING (26.226191 56.8490354, 26.2257268 56.8487963, 26.2254184 56.8486374, 26.2247378 56.8482585)",,,,,
25021132,Upes iela,residential,False,False,123.719,"LINESTRING (26.2170511 56.8517007, 26.216935 56.8517616, 26.2164926 56.8520174, 26.2162555 56.8521272, 26.2160891 56.8522083, 26.2158093 56.8522812, 26.2156685 56.8523125, 26.2155208 56.8524121)",,,,,
887989992,Blaumaņa iela,tertiary,False,False,151.14100000000002,"LINESTRING (26.2170511 56.8517007, 26.2174576 56.8519635, 26.2180435 56.8523423, 26.2181315 56.8523992, 26.2182238 56.8524588, 26.2185072 56.8526421, 26.2186562 56.8527386)",,,,,
887989992,Blaumaņa iela,tertiary,False,True,58.57,"LINESTRING (26.2170511 56.8517007, 26.2169128 56.851614, 26.2164259 56.8513)",,,,,
24830289,Kalna iela,tertiary,False,True,24.601,"LINESTRING (26.2188455 56.8560035, 26.2188571 56.8559879, 26.2189274 56.8558988, 26.2189628 56.8557932)",V858,,,,
1234445815,,tertiary_link,False,False,20.262999999999998,"LINESTRING (26.2188455 56.8560035, 26.2189183 56.8559881, 26.2190044 56.8559856, 26.2190811 56.8559932, 26.2191634 56.8560145)",,,,,
127716660,Ausekļa iela,tertiary,False,False,27.479999999999997,"LINESTRING (26.2191634 56.8560145, 26.2190362 56.8558836, 26.2189628 56.8557932)",,,,,
1234445815,,tertiary_link,False,True,20.262999999999998,"LINESTRING (26.2191634 56.8560145, 26.2190811 56.8559932, 26.2190044 56.8559856, 26.2189183 56.8559881, 26.2188455 56.8560035)",,,,,
