osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,bridge,access,junction
239825407,False,,A803,Kerse Lane,primary,30 mph,True,93.948,"LINESTRING (-3.7815626 55.9998875, -3.7814567 55.999886, -3.7813477 55.9998839, -3.7811798 55.9998851, -3.7808708 55.9999005, -3.7805278 55.9999219, -3.7802406 55.9999442, -3.7800637 55.9999697)",,,
466439333,True,,,Garden Street,residential,30 mph,False,11.134,"LINESTRING (-3.778437 56.0001888, -3.7784778 56.0002863)",,,
466443970,False,,A803,Kerse Lane,primary,30 mph,False,14.909,"LINESTRING (-3.778437 56.0001888, -3.7786688 56.0001545)",,,
475346080,False,,A803,Bellevue Street,primary,30 mph,True,18.986,"LINESTRING (-3.778437 56.0001888, -3.7782622 56.0000488)",,,
228935817,False,,A904,Kerse Lane,primary,30 mph,True,49.540000000000006,"LINESTRING (-3.778437 56.0001888, -3.7781597 56.0002418, -3.7777105 56.0003692)",,,
4886863,False,,,Woodside Terrace,residential,,False,14.129,"LINESTRING (-3.7846849 55.9952616, -3.7844947 55.9951921)",,,
8907149,False,2,B803,Cow Wynd,secondary,30 mph,False,127.06599999999997,"LINESTRING (-3.7846849 55.9952616, -3.7846071 55.9953447, -3.7845466 55.9954357, -3.7845049 55.9955187, -3.7844748 55.9955976, -3.7844509 55.9956963, -3.7844258 55.995815, -3.7844095 55.9960051, -3.7843835 55.996195, -3.7843849 55.9962831, -3.7843897 55.99638)",,,
"[8907149, 4886855]",False,2,B803,"['High Station Road', 'Cow Wynd']",secondary,30 mph,True,98.976,"LINESTRING (-3.7846849 55.9952616, -3.7848065 55.9952068, -3.7850794 55.9951014, -3.7856276 55.9949174, -3.7860282 55.994786)",,,
4886856,False,,B803,Cochrane Avenue,secondary,30 mph,False,87.51100000000001,"LINESTRING (-3.7843897 55.99638, -3.7846182 55.9963923, -3.7849249 55.99639, -3.7851261 55.9963876, -3.7853349 55.9963906, -3.7855571 55.99641, -3.7857868 55.9964402)",,,
4886858,False,2,B8080,Cow Wynd,secondary,30 mph,False,52.152,"LINESTRING (-3.7843897 55.99638, -3.7843112 55.9964716, -3.7841972 55.9965818, -3.7840839 55.9966687, -3.7839291 55.9967691)",,,
8907149,False,2,B803,Cow Wynd,secondary,30 mph,True,127.06600000000003,"LINESTRING (-3.7843897 55.99638, -3.7843849 55.9962831, -3.7843835 55.996195, -3.7844095 55.9960051, -3.7844258 55.995815, -3.7844509 55.9956963, -3.7844748 55.9955976, -3.7845049 55.9955187, -3.7845466 55.9954357, -3.7846071 55.9953447, -3.7846849 55.9952616)",,,
8907146,False,,B803,Hodge Street,secondary,30 mph,False,120.749,"LINESTRING (-3.7872379 55.9968253, -3.7880802 55.9970831, -3.7888999 55.9973851)",,,
"[4886856, 8907146]",False,,B803,"['Cochrane Avenue', 'Hodge Street']",secondary,30 mph,True,99.97399999999999,"LINESTRING (-3.7872379 55.9968253, -3.7867839 55.9966967, -3.7864389 55.996599, -3.7863514 55.9965741, -3.7861737 55.9965255, -3.7861079 55.9965081, -3.7857868 55.9964402)",,,
4886857,False,2,B8080,Westburn Avenue,secondary,30 mph,True,35.317,"LINESTRING (-3.7899324 55.9977871, -3.7900395 55.9977918, -3.7901372 55.997783, -3.7904754 55.9977115)",,,
8907146,False,,B803,Hodge Street,secondary,30 mph,True,78.35300000000001,"LINESTRING (-3.7899324 55.9977871, -3.7898437 55.9977643, -3.7897075 55.9977034, -3.789456 55.997603, -3.7888999 55.9973851)",,,
"[4690563, 251710780]",False,,B803,"['Cockburn Street', 'Hodge Street']",secondary,30 mph,False,80.278,"LINESTRING (-3.7899324 55.9977871, -3.7898887 55.997847, -3.7898466 55.997891, -3.789748 55.9979609, -3.7893924 55.9981881, -3.7892375 55.998272, -3.7891115 55.9983369)",,,
4892239,True,,B803,Cockburn Street,secondary,30 mph,False,14.118,"LINESTRING (-3.7880673 55.9987583, -3.7880083 55.9988809)",,,
4690563,False,,B803,Cockburn Street,secondary,30 mph,True,28.39,"LINESTRING (-3.7880673 55.9987583, -3.7883768 55.9986415, -3.7884454 55.9986152)",,,
4690568,True,,A803,Princes Street,primary,30 mph,False,88.924,"LINESTRING (-3.7829949 56.0005636, -3.7831193 56.0005868, -3.7832489 56.0005991, -3.7833879 56.0006106, -3.7844089 56.0006727)",,,
4690570,True,2,A803,Vicar Street,primary,30 mph,False,68.046,"LINESTRING (-3.7844089 56.0006727, -3.7843945 56.0012846)",,,
9657259,True,,,Vicar Street,unclassified,30 mph,False,50.589,"LINESTRING (-3.7844089 56.0006727, -3.7844087 56.0005928, -3.7844204 56.0005152, -3.7845039 56.0002217)",,,
239824369,False,,,Upper Newmarket Street,unclassified,30 mph,True,230.26800000000003,"LINESTRING (-3.7844089 56.0006727, -3.7844776 56.0006324, -3.784575 56.0006018, -3.7847121 56.0005771, -3.7848383 56.0005618, -3.7849827 56.0005477, -3.7851261 56.0005398, -3.7854915 56.0005352, -3.7859582 56.0005361, -3.7864879 56.0005342, -3.786606 56.0005338, -3.7870453 56.000535, -3.7871838 56.0005305, -3.7873146 56.0005196, -3.7874202 56.0005037, -3.7875375 56.0004849, -3.7877715 56.0004367, -3.7880155 56.0003913)",,no,
4690561,True,2,B803,Cockburn Street,secondary,30 mph,False,19.612,"LINESTRING (-3.7881675 55.9995976, -3.7882134 55.9994231)",,,
4690558,True,1,A803,Tanners Road,primary,30 mph,False,59.228,"LINESTRING (-3.7881675 55.9995976, -3.7882584 55.9995389, -3.7883562 55.99948, -3.7884649 55.9994377, -3.7885903 55.9994089, -3.7887543 55.9993986, -3.7889862 55.9994257)",,,
4690560,True,3,A803,Cockburn Street,primary,30 mph,False,13.193000000000001,"LINESTRING (-3.7881429 55.9997148, -3.7881425 55.9996687, -3.7881544 55.9996256, -3.7881675 55.9995976)",,,
327163145,True,,,Bell's Wynd,residential,30 mph,False,33.525999999999996,"LINESTRING (-3.7881429 55.9997148, -3.7878689 55.9995549, -3.7877695 55.9994973)",,,
4690560,True,3,A803,Cockburn Street,primary,30 mph,False,47.178999999999995,"LINESTRING (-3.7881554 56.000135, -3.7881839 56.0000576, -3.7881964 55.9999855, -3.7881933 55.9999145, -3.7881842 55.9998551, -3.7881599 55.9997762, -3.7881429 55.9997148)",,,
327163146,True,2,A803,Tanners Road,primary,30 mph,False,195.49,"LINESTRING (-3.7889862 55.9994257, -3.7893287 55.9995233, -3.7894834 55.9995552, -3.7900494 55.9996344, -3.790636 55.9997057, -3.7913881 55.9997952, -3.7915619 55.9998326, -3.7917121 55.9998924, -3.7918172 55.9999629, -3.7918645 56.0000167)",,,
239825409,True,1,A803,Tanners Road,primary,30 mph,False,50.135000000000005,"LINESTRING (-3.7918645 56.0000167, -3.7918765 56.0000947, -3.7918659 56.0001716, -3.7918339 56.0002323, -3.7917801 56.0002911, -3.7917302 56.0003277, -3.7916476 56.0003664, -3.7915567 56.000398)",,,
4690570,True,2,A803,Vicar Street,primary,30 mph,False,23.5,"LINESTRING (-3.7841851 56.0015432, -3.7841538 56.0015669, -3.7841147 56.0016107, -3.7840774 56.0016761, -3.7840649 56.00174)",,,
239824357,True,,A803,Garrison Place Roundabout,primary,30 mph,False,8.883,"LINESTRING (-3.7840649 56.00174, -3.7841262 56.0017767, -3.7841504 56.0018031)",,,roundabout
4892247,True,,A803,Garrison Place,primary,30 mph,False,114.946,"LINESTRING (-3.7841504 56.0018031, -3.7843504 56.0018276, -3.7857298 56.001813, -3.7859941 56.0018141)",,,
239824357,True,,A803,Garrison Place Roundabout,primary,30 mph,False,11.006,"LINESTRING (-3.7841504 56.0018031, -3.7841681 56.0018525, -3.7841557 56.0019006)",,,roundabout
239824357,True,,A803,Garrison Place Roundabout,primary,30 mph,False,10.881,"LINESTRING (-3.7841557 56.0019006, -3.7841135 56.0019452, -3.7840513 56.0019774)",,,roundabout
8116559,True,,B902,Grahams Road,secondary,30 mph,False,14.876,"LINESTRING (-3.7840513 56.0019774, -3.7840195 56.00211)",,,
239824357,True,,A803,Garrison Place Roundabout,primary,30 mph,False,16.017000000000003,"LINESTRING (-3.7840513 56.0019774, -3.7839681 56.0019975, -3.7838776 56.0020004, -3.7838039 56.0019893)",,,roundabout
239824357,True,,A803,Garrison Place Roundabout,primary,30 mph,False,4.415,"LINESTRING (-3.7838039 56.0019893, -3.7837433 56.0019686)",,,roundabout
4690567,True,2,A803,Park Street,primary,30 mph,False,83.28099999999999,"LINESTRING (-3.7837433 56.0019686, -3.7836733 56.0019788, -3.7835893 56.0019811, -3.7834893 56.0019679, -3.7833894 56.0019416, -3.7832577 56.0018939, -3.7831684 56.0018482, -3.7830701 56.0017824, -3.7829904 56.0017107, -3.7829257 56.0016068, -3.782892 56.0015018)",,,
239824355,True,,A803,Garrison Place Roundabout,primary,30 mph,False,49.95999999999999,"LINESTRING (-3.7837433 56.0019686, -3.7836892 56.0019346, -3.7836617 56.0019026, -3.783648 56.0018525, -3.7836537 56.0018256, -3.7836878 56.0017787, -3.7837483 56.0017412, -3.7838192 56.0017193, -3.7839255 56.0017109, -3.7840129 56.0017229, -3.7840649 56.00174)",,,roundabout
4892247,True,,A803,Garrison Place,primary,30 mph,False,126.601,"LINESTRING (-3.7859941 56.0018141, -3.7860843 56.0018144, -3.7867484 56.0018117, -3.7869411 56.0017984, -3.7871663 56.0017512, -3.7873609 56.0016834, -3.7876197 56.0015711, -3.7878158 56.0014514)",,,
9657260,True,,,Glebe Street,unclassified,30 mph,False,60.117000000000004,"LINESTRING (-3.7859941 56.0018141, -3.7860026 56.0014453, -3.7860066 56.0012735)",,,
28893497,False,,,,unclassified,30 mph,False,8.475,"LINESTRING (-3.7878158 56.0014514, -3.7879023 56.0015103)",,,
"[4892238, 4892247]",True,,A803,"['Garrison Place', 'Hope Street']",primary,30 mph,False,121.21900000000001,"LINESTRING (-3.7878158 56.0014514, -3.7879044 56.0013596, -3.7879913 56.0012432, -3.7880417 56.0011568, -3.7880681 56.0010773, -3.7880817 56.00102, -3.788086 56.0009653, -3.78808 56.0008705, -3.7880155 56.0003913)",,,
4690560,True,3,A803,Cockburn Street,primary,30 mph,False,29.797,"LINESTRING (-3.7880155 56.0003913, -3.7881554 56.000135)",,,
239824369,False,,,Upper Newmarket Street,unclassified,30 mph,False,230.268,"LINESTRING (-3.7880155 56.0003913, -3.7877715 56.0004367, -3.7875375 56.0004849, -3.7874202 56.0005037, -3.7873146 56.0005196, -3.7871838 56.0005305, -3.7870453 56.000535, -3.786606 56.0005338, -3.7864879 56.0005342, -3.7859582 56.0005361, -3.7854915 56.0005352, -3.7851261 56.0005398, -3.7849827 56.0005477, -3.7848383 56.0005618, -3.7847121 56.0005771, -3.784575 56.0006018, -3.7844776 56.0006324, -3.7844089 56.0006727)",,no,
8116560,True,,B902,Grahams Road,secondary,30 mph,False,18.969,"LINESTRING (-3.7840195 56.00211, -3.7838039 56.0019893)",,,
"[10427620, 10427621, 4980143]",False,,B902,Grahams Road,secondary,30 mph,False,106.42999999999999,"LINESTRING (-3.7840195 56.00211, -3.7840548 56.0021859, -3.7840991 56.0022869, -3.7841075 56.0023542, -3.7841097 56.0024466, -3.7840815 56.0026164, -3.7840513 56.0027658, -3.7840406 56.0028099, -3.7839805 56.0030571)",yes,,
"[10427620, 10427621, 4980143]",False,,B902,Grahams Road,secondary,30 mph,True,106.43,"LINESTRING (-3.7839805 56.0030571, -3.7840406 56.0028099, -3.7840513 56.0027658, -3.7840815 56.0026164, -3.7841097 56.0024466, -3.7841075 56.0023542, -3.7840991 56.0022869, -3.7840548 56.0021859, -3.7840195 56.00211)",yes,,
191971540,False,,,Meeks Road,unclassified,,False,123.98499999999999,"LINESTRING (-3.7839805 56.0030571, -3.7842551 56.003059, -3.7843658 56.0030443, -3.7845113 56.0030191, -3.7845978 56.0030077, -3.7846789 56.0030052, -3.784943 56.0030105, -3.7859608 56.003039)",,,
808544851,True,,A803,Callendar Road,primary,30 mph,False,17.581,"LINESTRING (-3.7763679 55.9981816, -3.7766492 55.9981657)",,,
808544853,True,,B8080,Corporation Street,secondary,30 mph,False,14.205,"LINESTRING (-3.7767865 55.9981272, -3.77698 55.9980593)",,,
4886859,True,,A803,,primary,30 mph,False,7.91,"LINESTRING (-3.7767865 55.9981272, -3.7768496 55.9981317, -3.7769065 55.9981476)",,,roundabout
1228673555,True,,A803,,primary,30 mph,False,12.56,"LINESTRING (-3.7767071 55.9983258, -3.776666 55.9983094, -3.7766341 55.9982875, -3.7766138 55.9982616, -3.7766065 55.9982337)",,,roundabout
4690562,True,,,Cockburn Street,secondary,30 mph,False,41.408,"LINESTRING (-3.7878051 55.9990513, -3.7877378 55.9990391, -3.7876894 55.9990192, -3.7876488 55.9989868, -3.7876297 55.9989365, -3.7876432 55.9988977, -3.7876955 55.9988548, -3.7877551 55.9988335, -3.7878209 55.9988251, -3.7878911 55.9988296)",,,roundabout
466443970,False,,A803,Kerse Lane,primary,30 mph,True,14.909,"LINESTRING (-3.7786688 56.0001545, -3.778437 56.0001888)",,,
239825407,False,,A803,Kerse Lane,primary,30 mph,False,89.136,"LINESTRING (-3.7786688 56.0001545, -3.7797362 56.000011, -3.7800637 55.9999697)",,,
239825406,False,,A803,Bellevue Street,primary,30 mph,False,15.245,"LINESTRING (-3.7781231 55.9999359, -3.7782622 56.0000488)",,,
239824361,False,,A803,Bellevue Street,primary,30 mph,True,40.925,"LINESTRING (-3.7781231 55.9999359, -3.77805 55.9998679, -3.7777893 55.9996187)",,,
239825410,True,,,,primary,30 mph,False,42.949,"LINESTRING (-3.7781231 55.9999359, -3.7784947 56.0001333, -3.7786688 56.0001545)",,,
808544856,True,,,Callendar Road,unclassified,,False,16.8,"LINESTRING (-3.7769611 55.9981828, -3.7771946 55.9982588)",,,
4886859,True,,A803,,primary,30 mph,False,11.558,"LINESTRING (-3.7769611 55.9981828, -3.7769809 55.9982156, -3.7769807 55.9982503, -3.7769603 55.998283)",,,roundabout
4886859,True,,A803,,primary,30 mph,False,9.032,"LINESTRING (-3.7769603 55.998283, -3.7769318 55.9983049, -3.7768944 55.998322, -3.7768503 55.9983333)",,,roundabout
4886858,False,2,B8080,Cow Wynd,secondary,30 mph,False,17.986,"LINESTRING (-3.7839291 55.9967691, -3.783821 55.9968217, -3.783699 55.9968665)",,,
4886858,False,2,B8080,Cow Wynd,secondary,30 mph,True,52.152,"LINESTRING (-3.7839291 55.9967691, -3.7840839 55.9966687, -3.7841972 55.9965818, -3.7843112 55.9964716, -3.7843897 55.99638)",,,
56018221,False,,,Rosehall Terrace,residential,,True,82.645,"LINESTRING (-3.7839291 55.9967691, -3.7840765 55.9968364, -3.7851664 55.9970209)",,,
4886858,False,2,B8080,Cow Wynd,secondary,30 mph,True,17.986,"LINESTRING (-3.783699 55.9968665, -3.783821 55.9968217, -3.7839291 55.9967691)",,,
8907147,False,2,B8080,St Crispin's Place,secondary,30 mph,False,66.217,"LINESTRING (-3.783699 55.9968665, -3.7834068 55.9969396, -3.7833412 55.9969518, -3.7832533 55.9969683, -3.7831654 55.9969847, -3.7826886 55.9970484)",,,
30445336,False,,,Cow Wynd,residential,,False,107.353,"LINESTRING (-3.783699 55.9968665, -3.7837557 55.9969118, -3.7837908 55.996964, -3.7837947 55.9970063, -3.7833945 55.9974567, -3.7832872 55.9976163, -3.7832234 55.9977502)",,,
56018224,False,,,Burnhead Lane,residential,,True,149.542,"LINESTRING (-3.7801725 55.9972768, -3.7807721 55.99778, -3.7807832 55.9977902, -3.7814631 55.9984113)",,,
134758759,False,2,B8080,Arnot Street,secondary,30 mph,False,44.238,"LINESTRING (-3.7801725 55.9972768, -3.7800714 55.9972904, -3.779502 55.9974087)",,,
134758759,False,2,B8080,Arnot Street,secondary,30 mph,True,54.364,"LINESTRING (-3.7801725 55.9972768, -3.78027 55.9972689, -3.7806924 55.9972443, -3.7810412 55.9972222)",,,
8739436,False,,,East Bridge Street,unclassified,,True,142.489,"LINESTRING (-3.7783006 55.9976577, -3.778334 55.9977075, -3.7784198 55.9977857, -3.7801626 55.9983703)",,,
134758759,False,2,B8080,Arnot Street,secondary,30 mph,True,79.673,"LINESTRING (-3.7783006 55.9976577, -3.778781 55.9975582, -3.7789233 55.9975288, -3.779502 55.9974087)",,,
134758762,False,2,B8080,Corporation Street,secondary,30 mph,False,44.284,"LINESTRING (-3.7783006 55.9976577, -3.7779511 55.9977423, -3.777651 55.9978208)",,,
808544855,True,,B8080,Corporation Street,secondary,30 mph,False,10.83,"LINESTRING (-3.77698 55.9980593, -3.7769065 55.9981476)",,,
134758762,False,2,B8080,Corporation Street,secondary,30 mph,True,49.545,"LINESTRING (-3.77698 55.9980593, -3.777098 55.9980059, -3.7773647 55.9979085, -3.777651 55.9978208)",,,
4886860,True,,,Callendar Road,unclassified,,False,14.816,"LINESTRING (-3.7771946 55.9982588, -3.7769603 55.998283)",,,
808544854,False,,,Callendar Road,unclassified,,False,177.676,"LINESTRING (-3.7771946 55.9982588, -3.7781626 55.9983373, -3.7798713 55.9984789, -3.7799153 55.9984878, -3.7799662 55.9984995, -3.7800161 55.9985016)",,,
29015642,False,2,,Majors Loan,tertiary,30 mph,True,28.546,"LINESTRING (-3.7904754 55.9977115, -3.7908242 55.9975446)",,,
4886857,False,2,B8080,Westburn Avenue,secondary,30 mph,False,35.317,"LINESTRING (-3.7904754 55.9977115, -3.7901372 55.997783, -3.7900395 55.9977918, -3.7899324 55.9977871)",,,
8739436,False,,,East Bridge Street,unclassified,,False,142.489,"LINESTRING (-3.7801626 55.9983703, -3.7784198 55.9977857, -3.778334 55.9977075, -3.7783006 55.9976577)",,,
8739438,True,,,Callendar Road,unclassified,,False,20.674000000000003,"LINESTRING (-3.7801626 55.9983703, -3.7801815 55.9984099, -3.7801681 55.9984482, -3.7801309 55.9984776, -3.7800745 55.9984967, -3.7800161 55.9985016)",,,
808544854,False,,,Callendar Road,unclassified,,True,177.676,"LINESTRING (-3.7800161 55.9985016, -3.7799662 55.9984995, -3.7799153 55.9984878, -3.7798713 55.9984789, -3.7781626 55.9983373, -3.7771946 55.9982588)",,,
467493311,False,,A803,Princes Street,primary,30 mph,False,3.693,"LINESTRING (-3.7822287 56.0000068, -3.7822452 56.0000387)",,,
"[4690569, 239825407]",False,,A803,"['Kerse Lane', 'Princes Street']",primary,30 mph,True,45.411,"LINESTRING (-3.7822287 56.0000068, -3.782185 55.9999727, -3.7821253 55.9999406, -3.7819666 55.9999144, -3.7818032 55.9999005, -3.7815626 55.9998875)",,,
467493311,False,,A803,Princes Street,primary,30 mph,True,3.693,"LINESTRING (-3.7822452 56.0000387, -3.7822287 56.0000068)",,,
9379265,True,,,Bank Street,unclassified,30 mph,False,141.972,"LINESTRING (-3.7822452 56.0000387, -3.7825181 56.0000714, -3.7828261 56.0001013, -3.7845039 56.0002217)",,,
467493312,False,,A803,Princes Street,primary,30 mph,False,47.673,"LINESTRING (-3.7822452 56.0000387, -3.7823073 56.0001884, -3.782335 56.0002375, -3.7823698 56.0002825, -3.7824151 56.0003283, -3.7824786 56.0003742, -3.7825655 56.0004161)",,,
"[9379267, 9379270]",True,,,"['Kirk Wynd', 'Vicar Street']",unclassified,30 mph,False,29.111,"LINESTRING (-3.7845039 56.0002217, -3.7845493 56.0000973, -3.7845949 55.9999649)",,,
"[9657260, 29015860]",True,,,"['Glebe Street', 'Newmarket Street']",unclassified,30 mph,False,165.684,"LINESTRING (-3.7860066 56.0012735, -3.7860106 56.0011004, -3.7860195 56.0007168, -3.7860034 56.0006861, -3.7859589 56.0006622, -3.7848211 56.0006692, -3.7844089 56.0006727)",,,
9657261,True,,,Melville Street,unclassified,30 mph,False,101.62799999999999,"LINESTRING (-3.7860066 56.0012735, -3.7859513 56.0012989, -3.785894 56.0013129, -3.7852672 56.0012989, -3.7850878 56.001295, -3.7843945 56.0012846)",,,
4690570,True,2,A803,Vicar Street,primary,30 mph,False,32.104,"LINESTRING (-3.7843945 56.0012846, -3.7843572 56.0013807, -3.7843024 56.0014557, -3.7841851 56.0015432)",,,
30445321,False,,,St Modans Court,residential,,False,39.1,"LINESTRING (-3.7857868 55.9964402, -3.7856483 55.9967832)",,,
"[4886856, 8907146]",False,,B803,"['Cochrane Avenue', 'Hodge Street']",secondary,30 mph,False,99.97399999999999,"LINESTRING (-3.7857868 55.9964402, -3.7861079 55.9965081, -3.7861737 55.9965255, -3.7863514 55.9965741, -3.7864389 55.996599, -3.7867839 55.9966967, -3.7872379 55.9968253)",,,
4886856,False,,B803,Cochrane Avenue,secondary,30 mph,True,87.51100000000001,"LINESTRING (-3.7857868 55.9964402, -3.7855571 55.99641, -3.7853349 55.9963906, -3.7851261 55.9963876, -3.7849249 55.99639, -3.7846182 55.9963923, -3.7843897 55.99638)",,,
30445321,False,,,St Modans Court,residential,,True,22.127,"LINESTRING (-3.7855699 55.9969773, -3.7856483 55.9967832)",,,
30445321,False,,,St Modans Court,residential,,False,22.127,"LINESTRING (-3.7856483 55.9967832, -3.7855699 55.9969773)",,,
30445321,False,,,St Modans Court,residential,,True,39.1,"LINESTRING (-3.7856483 55.9967832, -3.7857868 55.9964402)",,,
30445323,False,,,St Modans Court,residential,,False,23.432,"LINESTRING (-3.7856483 55.9967832, -3.7852844 55.9967285)",,,
30445323,False,,,St Modans Court,residential,,True,23.432,"LINESTRING (-3.7852844 55.9967285, -3.7856483 55.9967832)",,,
30445334,False,,,Meadow Street,unclassified,,False,165.82100000000003,"LINESTRING (-3.7804092 55.9993403, -3.7803124 55.9993506, -3.7800202 55.9993816, -3.7799154 55.9993928, -3.7792099 55.9994677, -3.7791049 55.9994789, -3.7788994 55.9995007, -3.7777893 55.9996187)",,,
30445334,False,,,Meadow Street,unclassified,,True,165.82100000000003,"LINESTRING (-3.7777893 55.9996187, -3.7788994 55.9995007, -3.7791049 55.9994789, -3.7792099 55.9994677, -3.7799154 55.9993928, -3.7800202 55.9993816, -3.7803124 55.9993506, -3.7804092 55.9993403)",,,
"[808544852, 180449877]",False,2,A803,Bellevue Street,primary,30 mph,True,146.908,"LINESTRING (-3.7777893 55.9996187, -3.7777435 55.9995671, -3.7774826 55.9992924, -3.7769374 55.9987445, -3.7767755 55.9985447, -3.7767652 55.9985135, -3.7767631 55.9984845, -3.7767644 55.9984391)",,,
239824361,False,,A803,Bellevue Street,primary,30 mph,False,40.925,"LINESTRING (-3.7777893 55.9996187, -3.77805 55.9998679, -3.7781231 55.9999359)",,,
30445336,False,,,Cow Wynd,residential,,False,5.97,"LINESTRING (-3.7831578 55.9983283, -3.7831837 55.99838)",,,
35596505,False,,,Mission Lane,unclassified,,True,36.471,"LINESTRING (-3.7831578 55.9983283, -3.7825789 55.998381)",,,
30445336,False,,,Cow Wynd,residential,,True,65.813,"LINESTRING (-3.7831578 55.9983283, -3.7830915 55.9981728, -3.7830925 55.9980609, -3.7831103 55.9979718, -3.7832234 55.9977502)",,,
35596505,False,,,Mission Lane,unclassified,,False,36.471,"LINESTRING (-3.7825789 55.998381, -3.7831578 55.9983283)",,,
"[35596504, 30445340]",False,,,"['Williamson Street', 'Dundee Court']",unclassified,,True,177.82700000000003,"LINESTRING (-3.7825789 55.998381, -3.7824772 55.9981732, -3.7824135 55.9981532, -3.7823711 55.9981494, -3.7820551 55.9982026, -3.7818801 55.9980253, -3.7817445 55.9978964, -3.7816202 55.9977738, -3.7814983 55.9976536, -3.7813636 55.9975341, -3.7812273 55.9974209, -3.7810671 55.9972702, -3.7810412 55.9972222)",,,
56018220,False,,,,unclassified,,False,38.95,"LINESTRING (-3.7825789 55.998381, -3.7826707 55.9985631, -3.7826395 55.9986261, -3.7826123 55.9987206)",,,
134758759,False,2,B8080,Arnot Street,secondary,30 mph,False,79.673,"LINESTRING (-3.779502 55.9974087, -3.7789233 55.9975288, -3.778781 55.9975582, -3.7783006 55.9976577)",,,
134758759,False,2,B8080,Arnot Street,secondary,30 mph,True,44.238,"LINESTRING (-3.779502 55.9974087, -3.7800714 55.9972904, -3.7801725 55.9972768)",,,
265821426,False,2,,Kemper Avenue,tertiary,30 mph,True,146.453,"LINESTRING (-3.779502 55.9974087, -3.7794768 55.9973687, -3.7794002 55.997247, -3.7792539 55.9970147, -3.7787517 55.9962172, -3.7787197 55.9961664)",,,
134758762,False,2,B8080,Corporation Street,secondary,30 mph,False,49.544999999999995,"LINESTRING (-3.777651 55.9978208, -3.7773647 55.9979085, -3.777098 55.9980059, -3.77698 55.9980593)",,,
134758762,False,2,B8080,Corporation Street,secondary,30 mph,True,44.284,"LINESTRING (-3.777651 55.9978208, -3.7779511 55.9977423, -3.7783006 55.9976577)",,,
