osmid,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,access,junction,width,tunnel
4253972,Rupert Street,residential,20 mph,True,False,144.899,"LINESTRING (-0.1321604 51.5103171, -0.1322054 51.5103696, -0.1322087 51.5103735, -0.1327346 51.5110557, -0.1329498 51.5113669, -0.1330079 51.5114458, -0.1330499 51.5114964)",1,,,,,
4356098,Coventry Street,residential,20 mph,True,False,49.268,"LINESTRING (-0.1321604 51.5103171, -0.1316877 51.5103859, -0.1316044 51.5104018, -0.1314738 51.510432)",1,,,,,
"[1135568899, 4356147, 542468803]",Panton Street,residential,20 mph,True,False,67.702,"LINESTRING (-0.131587 51.5095659, -0.1322085 51.5093106, -0.1322958 51.5092744, -0.1323287 51.5092607, -0.1324028 51.5092299)",2,,,,,
23198010,Oxendon Street,residential,20 mph,True,False,93.619,"LINESTRING (-0.131587 51.5095659, -0.1318509 51.5098463, -0.132243 51.510251, -0.1322679 51.5102926)",1,,,,,
53876136,Haymarket,primary,20 mph,True,False,48.588,"LINESTRING (-0.1317288 51.5084577, -0.1313862 51.5080763)",3,A4,,,,
"[2263976, 469810338]",Charles II Street,secondary,20 mph,True,False,112.494,"LINESTRING (-0.1317288 51.5084577, -0.1324843 51.508204, -0.1329243 51.5080551, -0.1331572 51.5079749)",,B327,,,,
542471105,Shaftesbury Avenue,primary,20 mph,False,False,55.37799999999999,"LINESTRING (-0.1330499 51.5114964, -0.1329599 51.5115516, -0.1329375 51.5115639, -0.1328971 51.5115861, -0.1328178 51.5116297, -0.1326469 51.5117174, -0.1326062 51.5117381, -0.1325692 51.5117527, -0.1324287 51.5118082)",,A401,,,,
542471105,Shaftesbury Avenue,primary,20 mph,False,True,91.494,"LINESTRING (-0.1330499 51.5114964, -0.1331971 51.5113995, -0.1332399 51.5113713, -0.1333353 51.5112996, -0.1335087 51.5111594, -0.1335561 51.5111211, -0.133831 51.5108362)",,A401,,,,
542471107,Great Windmill Street,residential,20 mph,True,False,28.916,"LINESTRING (-0.1343278 51.5113932, -0.1345727 51.5116039)",1,,,,,
4370987,Archer Street,residential,20 mph,False,False,86.468,"LINESTRING (-0.1343278 51.5113932, -0.1342909 51.5114082, -0.1333405 51.511796, -0.1332828 51.5118195)",2,,,,,
4370989,Ham Yard,residential,20 mph,False,True,30.019000000000002,"LINESTRING (-0.1343278 51.5113932, -0.1343478 51.511383, -0.1346636 51.5112223)",,,,,,
4358454,Great Windmill Street,tertiary,20 mph,True,False,79.675,"LINESTRING (-0.1339402 51.5106947, -0.1339066 51.5106595, -0.1335049 51.5101776, -0.133475 51.5101435, -0.1333782 51.5101089, -0.1333442 51.5100968)",2,,,,,
4376580,Shaftesbury Avenue,primary,20 mph,True,False,18.427,"LINESTRING (-0.1339402 51.5106947, -0.1339515 51.5107578, -0.1339321 51.5107781, -0.1338974 51.5108144, -0.1338416 51.5108252)",1,A401,,,,
211487026,Shaftesbury Avenue,primary,20 mph,False,True,49.717,"LINESTRING (-0.1339402 51.5106947, -0.1339885 51.5106366, -0.1340296 51.5105865, -0.1341711 51.5104152, -0.1342688 51.5102971)",,A401,,,,
53876143,Charles II Street,residential,20 mph,False,False,106.474,"LINESTRING (-0.1332565 51.5079453, -0.1345713 51.5074481)",,,,,,
4356102,Regent Street St James's,primary,20 mph,True,False,17.29,"LINESTRING (-0.1332565 51.5079453, -0.1333356 51.5080369, -0.1333139 51.5080866)",1,A4,,,,
35085537,Piccadilly Circus,primary,20 mph,True,False,12.204,"LINESTRING (-0.1347729 51.5097303, -0.1348197 51.5097796, -0.1348626 51.5098248)",2,A4,,,,
4369040,Pall Mall,primary,20 mph,True,False,97.69700000000002,"LINESTRING (-0.1311287 51.5076387, -0.131189 51.5076179, -0.1312512 51.5075988, -0.132067 51.5073069, -0.132127 51.5072848, -0.1322494 51.5072481, -0.132375 51.5072375)",2,A4,,,,
230502391,Whitehall Place,residential,20 mph,False,False,91.425,"LINESTRING (-0.1255486 51.505944, -0.1243271 51.506257)",,,yes,,,
4256796,Scotland Place,residential,20 mph,False,True,43.126,"LINESTRING (-0.1255486 51.505944, -0.1255931 51.5060128, -0.1257722 51.506306)",,,,,,
"[332620705, 4256797]",Whitehall Place,residential,20 mph,False,True,87.857,"LINESTRING (-0.1255486 51.505944, -0.1258807 51.5058521, -0.1266372 51.5056415, -0.1267073 51.5056213)",,,yes,,,
230502391,Whitehall Place,residential,20 mph,False,True,91.425,"LINESTRING (-0.1243271 51.506257, -0.1255486 51.505944)",,,yes,,,
145344750,Whitehall Court,residential,20 mph,False,False,126.66499999999999,"LINESTRING (-0.1243271 51.506257, -0.1242934 51.506201, -0.1242935 51.5061633, -0.1244532 51.5057737, -0.1245387 51.5055651, -0.1247072 51.505154)",,,,,,
"[145344751, 230502391]",Whitehall Place,residential,20 mph,False,False,83.60000000000001,"LINESTRING (-0.1243271 51.506257, -0.1236408 51.5064389, -0.1236219 51.5064439, -0.1235166 51.5064727, -0.1234518 51.5065156, -0.1233986 51.5066038, -0.1233891 51.5066246, -0.1233767 51.506652)",,,yes,,,
68883405,Strand,primary,20 mph,True,False,63.827,"LINESTRING (-0.122591 51.5099742, -0.1231649 51.5097269, -0.1231786 51.5097201, -0.1233454 51.5096441)",2,A4,,,,
584351062,Adam Street,residential,20 mph,False,True,55.74,"LINESTRING (-0.122591 51.5099742, -0.1222833 51.5097115, -0.1221053 51.5095745)",,,,,,
"[1008677136, 220019917, 605417127]",Horse Guards Avenue,residential,20 mph,False,False,117.44599999999998,"LINESTRING (-0.1248356 51.5049348, -0.1238471 51.5047651, -0.1237318 51.5047444, -0.1234634 51.5046932, -0.1234083 51.504684, -0.1233141 51.5046676, -0.123201 51.5046519)",,,,,,
230501416,Horse Guards Avenue,residential,20 mph,False,True,85.10899999999998,"LINESTRING (-0.1248356 51.5049348, -0.1251049 51.5049532, -0.1252806 51.5049523, -0.1254576 51.5049407, -0.1258389 51.5048968, -0.1260488 51.5048618)",,,,,,
4480717,Wardour Street,residential,20 mph,False,False,62.668,"LINESTRING (-0.1314738 51.510432, -0.1314953 51.5104777, -0.131526 51.510535, -0.1317316 51.5108582, -0.1317954 51.5109586)",2,,,,,
"[4358432, 1131283657, 1131283658]",Whitcomb Street,residential,20 mph,True,False,74.082,"LINESTRING (-0.1314738 51.510432, -0.1314371 51.5103575, -0.1314008 51.5103022, -0.1313498 51.5102231, -0.1313121 51.510167, -0.1312366 51.5100799, -0.131028 51.5098278)",,,,,,
"[4356148, 49796165]","['Leicester Square', 'Panton Street']",living_street,,False,"[False, True]",66.594,"LINESTRING (-0.131028 51.5098278, -0.1309554 51.5098405, -0.1304207 51.5099427, -0.1300996 51.5099828)",,,,,,
4358432,Whitcomb Street,residential,20 mph,True,False,4.615,"LINESTRING (-0.131028 51.5098278, -0.1310181 51.5098053, -0.131028 51.5097882)",,,,,,
4356104,Whitcomb Street,residential,20 mph,True,False,80.97399999999999,"LINESTRING (-0.1297655 51.5081584, -0.1298154 51.5082099, -0.1300506 51.5084737, -0.1302362 51.5088214)",,,,,,
"[49796160, 498958816, 498958810, 4082588]","['Trafalgar Square', 'Pall Mall East']",primary,20 mph,True,False,147.92000000000002,"LINESTRING (-0.1297655 51.5081584, -0.1296224 51.5082099, -0.1294629 51.5082629, -0.1293399 51.5082858, -0.1292633 51.5082922, -0.1292084 51.5082955, -0.1291767 51.5082967, -0.12915 51.5082956, -0.1291225 51.5082926, -0.129091 51.5082847, -0.1290586 51.5082727, -0.1290407 51.5082631, -0.1290246 51.5082522, -0.1290071 51.5082375, -0.1289906 51.5082191, -0.1289624 51.5081616, -0.1287627 51.5076692, -0.1287491 51.5076369, -0.1287367 51.5076106, -0.1287279 51.5075924, -0.1287105 51.5075749, -0.1286917 51.5075623, -0.1286555 51.5075481, -0.1286274 51.5075423, -0.1286019 51.5075373, -0.1285442 51.5075248)",2,A4,,,,
542471105,Shaftesbury Avenue,primary,20 mph,False,True,55.37799999999999,"LINESTRING (-0.1324287 51.5118082, -0.1325692 51.5117527, -0.1326062 51.5117381, -0.1326469 51.5117174, -0.1328178 51.5116297, -0.1328971 51.5115861, -0.1329375 51.5115639, -0.1329599 51.5115516, -0.1330499 51.5114964)",,A401,,,,
"[1130627066, 4253954]",Savoy Court,residential,5 mph,False,False,48.611,"LINESTRING (-0.1206716 51.5102182, -0.1207524 51.510291, -0.1209989 51.5105129, -0.1210689 51.5105787)",,,,,,
4254108,John Adam Street,residential,20 mph,False,False,74.496,"LINESTRING (-0.1221053 51.5095745, -0.1229455 51.5091557)",,,,,,
"[68883404, 68883406, 68883407, 68883408, 4254101, 4254105, 4254106]","['Adelphi Terrace', 'Robert Street', 'Adam Street']",residential,20 mph,True,False,197.066,"LINESTRING (-0.1221053 51.5095745, -0.1219721 51.509487, -0.1215722 51.5091265, -0.121558 51.5090915, -0.1216164 51.509057, -0.1217725 51.508987, -0.1221545 51.5088157, -0.1223151 51.5087436, -0.1223697 51.5087323, -0.1224231 51.5087587, -0.1229455 51.5091557)",,,,,,
584351062,Adam Street,residential,20 mph,False,False,55.74,"LINESTRING (-0.1221053 51.5095745, -0.1222833 51.5097115, -0.122591 51.5099742)",,,,,,
"[431893905, 23715311, 498185199, 72140279]",Strand,primary,20 mph,True,False,346.61600000000004,"LINESTRING (-0.1233454 51.5096441, -0.1239796 51.5093363, -0.1240446 51.5093037, -0.1244673 51.5090744, -0.1250085 51.5088038, -0.1250354 51.5087885, -0.1251919 51.5086984, -0.1252792 51.5086482, -0.1254619 51.5085391, -0.1255451 51.5084898, -0.1256501 51.5084256, -0.1257753 51.5083583, -0.1260786 51.508192, -0.1261496 51.508153, -0.1263773 51.5080437, -0.1265227 51.5079688, -0.1267293 51.5078715, -0.1267714 51.5078454, -0.1268337 51.5078054, -0.1269508 51.5077262, -0.1271295 51.5076083)",2,A4,,,,
"[1135568898, 4358421, 757744789]",Jermyn Street,tertiary,20 mph,True,False,112.865,"LINESTRING (-0.1343057 51.5092287, -0.1341669 51.5092762, -0.1341279 51.5092886, -0.1335766 51.5094679, -0.1329718 51.5096817, -0.132952 51.5096891, -0.132875 51.5097156)",,,,,,
35085536,Regent Street St James's,primary,20 mph,True,False,64.492,"LINESTRING (-0.1343057 51.5092287, -0.1343567 51.5092923, -0.1345799 51.5095215, -0.134634 51.5095788, -0.1346715 51.509621, -0.1347729 51.5097303)",3,A4,,,,
53876143,Charles II Street,residential,20 mph,False,True,106.474,"LINESTRING (-0.1345713 51.5074481, -0.1332565 51.5079453)",,,,,,
297206317,St James's Square,residential,20 mph,True,False,59.831,"LINESTRING (-0.1345713 51.5074481, -0.1341314 51.5069849)",,,,,,
4360037,Irving Street,residential,20 mph,False,True,29.168999999999997,"LINESTRING (-0.1280424 51.5098659, -0.1280983 51.5098482, -0.1281586 51.5098355, -0.128231 51.5098324, -0.1284458 51.5098686)",1,,,,,
49798167,Charing Cross Road,primary,20 mph,False,True,42.435,"LINESTRING (-0.1280424 51.5098659, -0.12805 51.5098763, -0.1281611 51.5100047, -0.1282876 51.5102148)",,A400,,,,
647037416,Charing Cross Road,primary,20 mph,False,False,59.028000000000006,"LINESTRING (-0.1280424 51.5098659, -0.1278722 51.5097301, -0.1277731 51.5096702, -0.1276068 51.5095826, -0.1275461 51.5095506, -0.1274865 51.5095192, -0.1274408 51.5094926)",2,A400,,,,
49797408,Bedfordbury,residential,20 mph,False,False,108.598,"LINESTRING (-0.1254446 51.5098294, -0.1254798 51.5098439, -0.125512 51.509862, -0.1255374 51.5099085, -0.1255622 51.5099822, -0.1256798 51.510333, -0.1257014 51.5104394, -0.1257337 51.5106637, -0.1257508 51.5107351, -0.1257591 51.5107707)",,,,,,
148377822,Chandos Place,residential,20 mph,False,False,52.338,"LINESTRING (-0.1254446 51.5098294, -0.1255234 51.5097783, -0.1257745 51.50967, -0.1258647 51.509624, -0.1258839 51.5095919, -0.1258941 51.5095692, -0.1258963 51.5095285, -0.125896 51.5094899)",,,,,,
148377822,Chandos Place,residential,20 mph,False,True,55.655,"LINESTRING (-0.1254446 51.5098294, -0.1253933 51.5098697, -0.1253202 51.5099031, -0.1247827 51.5101087)",,,,,,
"[4358456, 980758926]",St Martin's Street,living_street,,False,False,58.18,"LINESTRING (-0.1300996 51.5099828, -0.1300302 51.5097147, -0.1299582 51.5094955, -0.1299513 51.5094679)",,,,,,
"[4356148, 49796165]","['Leicester Square', 'Panton Street']",living_street,,False,"[False, True]",66.594,"LINESTRING (-0.1300996 51.5099828, -0.1304207 51.5099427, -0.1309554 51.5098405, -0.131028 51.5098278)",,,,,,
49798175,Leicester Square,living_street,,False,True,40.504000000000005,"LINESTRING (-0.1300996 51.5099828, -0.1300505 51.5099877, -0.1295184 51.5100255)",,,,,,
"[4360035, 4360036]","['Orange Street', 'Charing Cross Road']",residential,20 mph,True,False,138.111,"LINESTRING (-0.1299513 51.5094679, -0.1299029 51.5094752, -0.1295722 51.5095271, -0.1294846 51.5095311, -0.129134 51.5095335, -0.1289009 51.5095396, -0.1285771 51.5095379, -0.1285036 51.5095488, -0.1284657 51.5095684, -0.1284546 51.5095876, -0.1284521 51.5096798, -0.1284479 51.5098376, -0.1284458 51.5098686)",1,,,,,
"[4358455, 49796159]",St Martin's Street,residential,20 mph,False,True,96.09700000000001,"LINESTRING (-0.1299513 51.5094679, -0.1299419 51.5094384, -0.129755 51.5089528, -0.1297892 51.5089238, -0.1298313 51.5089015, -0.1302362 51.5088214)",1,,,,,
"[4358456, 980758926]",St Martin's Street,living_street,,False,True,58.18000000000001,"LINESTRING (-0.1299513 51.5094679, -0.1299582 51.5094955, -0.1300302 51.5097147, -0.1300996 51.5099828)",,,,,,
49798175,Leicester Square,living_street,,False,False,40.504000000000005,"LINESTRING (-0.1295184 51.5100255, -0.1300505 51.5099877, -0.1300996 51.5099828)",,,,,,
4360037,Irving Street,residential,20 mph,False,False,29.169,"LINESTRING (-0.1284458 51.5098686, -0.128231 51.5098324, -0.1281586 51.5098355, -0.1280983 51.5098482, -0.1280424 51.5098659)",1,,,,,
49798170,Charing Cross Road,residential,20 mph,True,False,42.245000000000005,"LINESTRING (-0.1284458 51.5098686, -0.1284319 51.5100838, -0.1284202 51.5101279, -0.1282876 51.5102148)",1,,,,,
4373934,Trafalgar Square,primary,20 mph,True,False,50.048,"LINESTRING (-0.1285442 51.5075248, -0.1284932 51.5075189, -0.1284168 51.5075148, -0.12837 51.507512, -0.1282994 51.5075111, -0.1282287 51.5075102, -0.128162 51.5075139, -0.1280923 51.5075198, -0.1278265 51.5075453)",2,A4,,,,
"[215065448, 4369189]",Coventry Street,primary,20 mph,True,False,91.378,"LINESTRING (-0.1346461 51.510091, -0.1345062 51.5100658, -0.1343736 51.5100476, -0.1342525 51.5100357, -0.1341715 51.5100322, -0.1341051 51.5100315, -0.1340373 51.5100338, -0.1339386 51.5100395, -0.1336458 51.510063, -0.1336094 51.5100659, -0.1333822 51.5100924, -0.1333442 51.5100968)",2,A4,,,,
43486254,Shaftesbury Avenue,primary,20 mph,True,False,35.11,"LINESTRING (-0.1346461 51.510091, -0.1344492 51.5101742, -0.1343783 51.5102289, -0.1343393 51.5102596, -0.1343154 51.5102772, -0.1342688 51.5102971)",2,A401,,,,
"[139726517, 4244999]",Downing Street,residential,20 mph,False,False,115.979,"LINESTRING (-0.1278817 51.5032569, -0.1275658 51.5032464, -0.1271758 51.5032126, -0.1269726 51.5031964, -0.1264062 51.503174, -0.1263535 51.5031737, -0.1262638 51.5031732, -0.1262131 51.5031729)",,,"['no', 'yes']",,,
43157301,Whitehall,primary,20 mph,True,False,18.09,"LINESTRING (-0.1263571 51.5048554, -0.1262929 51.5046977)",2,A3212,,,,
230501412,Horse Guards Avenue,residential,20 mph,True,False,22.869999999999997,"LINESTRING (-0.1263571 51.5048554, -0.1262866 51.5048646, -0.1262016 51.5048758, -0.126097 51.5048888, -0.1260488 51.5048618)",1,,,,,
585735069,Exeter Street,residential,20 mph,True,False,143.363,"LINESTRING (-0.1206443 51.5115248, -0.1216046 51.5111013, -0.1211321 51.5106894, -0.1210919 51.5106453)",,,,,,
585735070,Burleigh Street,unclassified,20 mph,False,False,42.589999999999996,"LINESTRING (-0.1206443 51.5115248, -0.120675 51.5115394, -0.1207202 51.511559, -0.1207841 51.5115758, -0.1210532 51.51164, -0.1211178 51.5116645, -0.1211336 51.5116712, -0.1211819 51.5117022)",,,,,,
262200663,Brewer Street,residential,20 mph,True,False,6.134,"LINESTRING (-0.1349627 51.5118479, -0.1348938 51.5118826)",,,,,,
294010666,John Adam Street,residential,20 mph,False,False,42.281,"LINESTRING (-0.1234463 51.5089387, -0.1238886 51.5086764)",,,,,,
294010666,John Adam Street,residential,20 mph,False,True,19.507,"LINESTRING (-0.1234463 51.5089387, -0.1232061 51.5090305)",,,,,,
4254113,York Buildings,residential,20 mph,False,False,75.755,"LINESTRING (-0.1234463 51.5089387, -0.1234084 51.508914, -0.123169 51.5087793, -0.1226423 51.5084765)",,,,,,
71507464,John Adam Street,residential,20 mph,True,False,46.259,"LINESTRING (-0.1243566 51.5083794, -0.1239202 51.5086577, -0.1238886 51.5086764)",,,,,4.3,
294010666,John Adam Street,residential,20 mph,False,False,19.507,"LINESTRING (-0.1232061 51.5090305, -0.1234463 51.5089387)",,,,,,
294010666,John Adam Street,residential,20 mph,False,True,22.783,"LINESTRING (-0.1232061 51.5090305, -0.1229455 51.5091557)",,,,,,
4254109,Durham House Street,residential,20 mph,False,False,82.767,"LINESTRING (-0.1232061 51.5090305, -0.1235019 51.5092563, -0.1229212 51.5095294)",,,,,,
4254109,Durham House Street,residential,20 mph,False,True,82.767,"LINESTRING (-0.1229212 51.5095294, -0.1235019 51.5092563, -0.1232061 51.5090305)",,,,,,
4254113,York Buildings,residential,20 mph,False,True,75.755,"LINESTRING (-0.1226423 51.5084765, -0.123169 51.5087793, -0.1234084 51.508914, -0.1234463 51.5089387)",,,,,,
38325238,Buckingham Street,residential,20 mph,False,True,77.992,"LINESTRING (-0.1230675 51.508196, -0.1238886 51.5086764)",,,,,,
"[23715312, 480094742, 267213247]",Trafalgar Square,primary,20 mph,True,False,121.892,"LINESTRING (-0.1277216 51.5075659, -0.1274818 51.5076407, -0.1274017 51.5076666, -0.1272886 51.5077117, -0.1272004 51.5077616, -0.1271657 51.5077926, -0.1271496 51.5078235, -0.1271452 51.5078525, -0.1271448 51.5079085, -0.1271466 51.5079528, -0.1272353 51.508256, -0.1273086 51.5084583)",2,"['A4', 'A400']",,,,
43118733,Charing Cross,primary,20 mph,True,False,33.788,"LINESTRING (-0.1277216 51.5075659, -0.1276355 51.5075742, -0.1275642 51.5075746, -0.1274999 51.5075654, -0.1274508 51.5075515, -0.1274043 51.5075305, -0.1273613 51.507506, -0.1273265 51.5074889, -0.1273077 51.507473, -0.1272998 51.5074629)",3,,,circular,,
"[1065112864, 4369049, 498958797, 1065112865]",Cockspur Street,primary,20 mph,True,False,74.95400000000001,"LINESTRING (-0.1280109 51.50728, -0.1280711 51.5073156, -0.1281713 51.5073671, -0.1282594 51.5073944, -0.1283606 51.5074109, -0.1284931 51.5074237, -0.1287235 51.5074491, -0.1287906 51.5074554, -0.1288439 51.5074604, -0.1288807 51.5074654, -0.1289998 51.5075106)","['1', '2']",A4,,,,
43118738,Charing Cross,primary,20 mph,True,False,35.332,"LINESTRING (-0.1280109 51.50728, -0.1280245 51.5073209, -0.1280276 51.5073626, -0.1280216 51.5073991, -0.1280059 51.5074339, -0.1279809 51.5074647, -0.1279514 51.5074889, -0.1279206 51.5075072, -0.1278857 51.5075239, -0.1278576 51.507534, -0.1278265 51.5075453)",3,,,circular,,
"[267215482, 23715307, 515540039]",The Mall,tertiary,20 mph,True,False,36.254999999999995,"LINESTRING (-0.1277649 51.5071532, -0.1278787 51.507104, -0.1279399 51.5070791, -0.128025 51.5070338, -0.1281008 51.5069902, -0.128137 51.5069342)",,,,,,
230506722,Charing Cross,primary,20 mph,True,False,19.95,"LINESTRING (-0.1277649 51.5071532, -0.1278239 51.5071626, -0.1278748 51.5071809, -0.1278914 51.5071869, -0.1279469 51.5072181, -0.1279902 51.5072559)",3,,,circular,,
450558287,Northumberland Street,residential,20 mph,False,True,22.366999999999997,"LINESTRING (-0.125883 51.507588, -0.125983 51.5076475, -0.1261166 51.507727)",,,,,,
"[4256536, 551258353, 551258352, 4256534]","['Corner House Street', 'Craven Street']","['residential', 'unclassified']",20 mph,True,False,212.574,"LINESTRING (-0.125883 51.507588, -0.125835 51.5076206, -0.1257806 51.5076595, -0.1255858 51.5077938, -0.1255369 51.5078264, -0.1249107 51.5074928, -0.1240497 51.5070327, -0.1237754 51.5068951, -0.1237435 51.506872, -0.1237302 51.5068471, -0.1237332 51.5068153, -0.1237567 51.5067538)",,,,,,building_passage
"[4256538, 603992626]",Northumberland Street,residential,20 mph,True,False,76.765,"LINESTRING (-0.1254736 51.5070488, -0.125396 51.5071713, -0.1253816 51.5071941, -0.1253526 51.5072353, -0.1253792 51.507288, -0.1256587 51.5074544, -0.1257882 51.5075315, -0.125883 51.507588)",,,,,,
"[483872216, 480094741, 300869140, 300869141]",Northumberland Avenue,primary,20 mph,False,False,90.84600000000002,"LINESTRING (-0.1254736 51.5070488, -0.1258704 51.5071262, -0.1265101 51.5072502, -0.1266637 51.5072767, -0.1267287 51.5072878)",,A400,,,,
300869141,Northumberland Avenue,primary,20 mph,False,True,40.368,"LINESTRING (-0.1254736 51.5070488, -0.1252235 51.5069974, -0.1251663 51.5069856, -0.1251052 51.5069757, -0.1249151 51.5069448)",,A400,,,,
217573432,Northumberland Avenue,primary,20 mph,False,False,82.938,"LINESTRING (-0.1237567 51.5067538, -0.1249151 51.5069448)",,A400,,,,
267123480,Northumberland Avenue,primary,20 mph,True,False,31.401000000000003,"LINESTRING (-0.1237567 51.5067538, -0.1235772 51.5067625, -0.123311 51.506723)",,A400,,,,
4256546,Great Scotland Yard,residential,20 mph,False,True,15.308,"LINESTRING (-0.1265116 51.5061185, -0.126607 51.5062427)",,,,,,
230503366,Great Scotland Yard,residential,20 mph,False,False,55.259,"LINESTRING (-0.1265116 51.5061185, -0.1257722 51.506306)",,,,,,
