osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,junction,bridge,width,tunnel,access
51263809,True,2,A4,St Cloud Way,primary,40 mph,False,310.469,"LINESTRING (-0.719979 51.5246791, -0.7197192 51.5246205, -0.719556 51.524605, -0.719387 51.5246193, -0.7188039 51.5247047, -0.7182569 51.5247571, -0.7176003 51.5247603, -0.7173826 51.5247472, -0.7171726 51.524729, -0.7163276 51.5246065, -0.716224 51.5245955, -0.7159421 51.5245508, -0.7157802 51.5245398, -0.715579 51.5245757)",,,,,
1194883072,True,2,A4,,primary,40 mph,False,22.488,"LINESTRING (-0.719979 51.5246791, -0.719937 51.5246359, -0.7199147 51.5245872, -0.7199137 51.5245366, -0.719934 51.5244877)",roundabout,,,,
716035935,True,3,A4,,primary,30 mph,False,22.54,"LINESTRING (-0.7242009 51.5227652, -0.7243195 51.5225764)",roundabout,,,,
"[768707848, 3325857, 766736322]",True,2,A308,Frascati Way,primary,30 mph,False,205.712,"LINESTRING (-0.7243195 51.5225764, -0.7243491 51.522422, -0.7244015 51.5222962, -0.7244184 51.5222171, -0.7244066 51.5221149, -0.7243682 51.522006, -0.7242496 51.5217961, -0.7239222 51.5212296, -0.7238853 51.5211732, -0.7238714 51.5211529, -0.723626 51.5208232)",,,,,
766021442,True,,A4,,primary,30 mph,False,51.62,"LINESTRING (-0.7243195 51.5225764, -0.7244436 51.5224624, -0.7245725 51.5224141, -0.7247341 51.5223913, -0.7249411 51.5224076)",roundabout,,,,
3322124,True,3,A4,,primary,30 mph,False,41.467,"LINESTRING (-0.7249731 51.5224175, -0.7250933 51.5224794, -0.7251603 51.5225412, -0.7251847 51.522614, -0.7251786 51.5226672, -0.7251534 51.5227391)",roundabout,,,,
3322126,True,,A4,,primary,30 mph,False,49.128,"LINESTRING (-0.7249731 51.5224175, -0.7251216 51.5224414, -0.7252856 51.5224673, -0.7254986 51.5225011, -0.7256649 51.5225145)",,,,,
971997105,True,3,A4,,primary,30 mph,False,18.146,"LINESTRING (-0.7251534 51.5227391, -0.7250985 51.5228225, -0.7250458 51.5228878)",roundabout,,,,
3322123,True,,A308,Marlow Road,primary,30 mph,False,48.91499999999999,"LINESTRING (-0.7250458 51.5228878, -0.7249502 51.5230519, -0.7249325 51.5231209, -0.7249646 51.5231879, -0.7250179 51.523309)",,,,,
"[1040345896, 971997105]",True,"['2', '3']",A4,,primary,30 mph,False,46.114000000000004,"LINESTRING (-0.7250458 51.5228878, -0.7249343 51.5229898, -0.7248643 51.5230334, -0.7248164 51.5230632, -0.7247018 51.5230993, -0.7245288 51.5231014)",roundabout,,,,
1162273995,True,2,A4,,primary,30 mph,False,4.09,"LINESTRING (-0.7245288 51.5231014, -0.7244727 51.5230898)",roundabout,,,,
42949728,True,,A4,,primary,30 mph,False,45.305,"LINESTRING (-0.7256649 51.5225145, -0.7254594 51.5225534, -0.7253475 51.5225876, -0.7252486 51.5226403, -0.7251534 51.5227391)",,,,,
3325860,True,,,Broadway,unclassified,20 mph,False,21.148000000000003,"LINESTRING (-0.723626 51.5208232, -0.7235413 51.5208141, -0.723511 51.5208109, -0.7234216 51.5207822, -0.7233417 51.5207587)",,,,,
33104716,True,2,A308,Grenfell Place,primary,30 mph,False,17.823,"LINESTRING (-0.723626 51.5208232, -0.7236038 51.5207894, -0.7235752 51.5207459, -0.7235337 51.5206736)",,,,,
50597735,True,2,A308,King Street,primary,30 mph,False,12.039,"LINESTRING (-0.7216061 51.5194244, -0.7215394 51.5193244)",,,,,
"[50160433, 1037777475, 33104748]",True,2,A308,"['Grenfell Road', 'King Street']",primary,30 mph,False,188.22799999999998,"LINESTRING (-0.7213194 51.5184906, -0.7215077 51.5188526, -0.7215949 51.5189682, -0.7217266 51.5191983, -0.721765 51.5192633, -0.7218072 51.5193295, -0.7218581 51.5193695, -0.7219356 51.5194124, -0.7219729 51.5194337, -0.7220456 51.5194547, -0.7221975 51.5194618, -0.7228877 51.5193513, -0.7229916 51.5193511)",,,,,
3492247,True,,,Grenfell Road,tertiary,30 mph,False,23.218,"LINESTRING (-0.7229916 51.5193511, -0.7231366 51.5193006, -0.723192 51.5192813, -0.7232979 51.5192822)",,,,,
33104748,True,2,A308,Grenfell Road,primary,30 mph,False,11.896,"LINESTRING (-0.7229916 51.5193511, -0.7230639 51.5193632, -0.7231314 51.5194066)",,,,,
50171964,True,,,Grenfell Road,tertiary,30 mph,False,16.053,"LINESTRING (-0.7231314 51.5194066, -0.7230359 51.5194398, -0.7229393 51.5194868)",,,,,
"[764209080, 223943800]",True,"['2', '3']",A308,Grenfell Place,primary,30 mph,False,130.93399999999997,"LINESTRING (-0.7231314 51.5194066, -0.7232324 51.5196142, -0.7233862 51.5199888, -0.7235593 51.5203398, -0.7236319 51.5204827, -0.7236619 51.5205365)",,,,,
3325859,True,,,Grenfell Place,unclassified,30 mph,False,18.512,"LINESTRING (-0.7236619 51.5205365, -0.7236536 51.5205927, -0.7235337 51.5206736)",,,,,
52692809,True,2,A308,Frascati Way,primary,30 mph,False,229.12599999999998,"LINESTRING (-0.7236619 51.5205365, -0.7237499 51.520681, -0.7237633 51.5207035, -0.7238641 51.5208894, -0.7240838 51.521243, -0.7245167 51.5220405, -0.7246131 51.5222039, -0.7246941 51.5222754, -0.7247525 51.5223167, -0.7249411 51.5224076)",,,,,
"[1176105921, 3325860]",True,,,Broadway,unclassified,20 mph,False,221.744,"LINESTRING (-0.7233417 51.5207587, -0.7230731 51.520819, -0.7225504 51.5209364, -0.7224758 51.5209531, -0.7223563 51.52098, -0.7222821 51.5209966, -0.7220499 51.5210488, -0.7210616 51.5212707, -0.7208906 51.5213091, -0.7208195 51.5213251, -0.7206163 51.5213618, -0.7203711 51.5214008, -0.7203128 51.5214057)",,,,,
4001291,True,,,Queen Street,unclassified,20 mph,False,130.825,"LINESTRING (-0.7203128 51.5214057, -0.7202079 51.5213734, -0.7201707 51.5213358, -0.7201382 51.5212842, -0.7201596 51.5212057, -0.7203002 51.5209183, -0.7203826 51.5207788, -0.7204703 51.5206459, -0.7207471 51.5203623)",,,,,
1176105921,True,,,Broadway,unclassified,20 mph,False,13.796,"LINESTRING (-0.7203128 51.5214057, -0.7201967 51.5214251, -0.7201463 51.5214386, -0.7201303 51.52145)",,,,,
33132353,False,,,Park Street,residential,20 mph,True,109.238,"LINESTRING (-0.719055 51.5217011, -0.7190876 51.5217481, -0.7193367 51.5220841, -0.7195455 51.5223632, -0.7197172 51.5225929)",,,,,
224772135,True,,,Park Street,residential,20 mph,False,103.45599999999999,"LINESTRING (-0.719055 51.5217011, -0.7188864 51.5214972, -0.7188736 51.5214716, -0.7188562 51.5214475, -0.7187493 51.52127, -0.7185615 51.5209311, -0.7185122 51.5208361)",,,,,
51104761,False,2,,York Road,tertiary,20 mph,True,52.093,"LINESTRING (-0.7185122 51.5208361, -0.7182537 51.5208903, -0.7178091 51.5210031)",,,,,
51104763,True,1,,York Road,tertiary,20 mph,False,163.44,"LINESTRING (-0.7185122 51.5208361, -0.7190729 51.5207138, -0.719654 51.5205837, -0.7201523 51.5204964, -0.7203278 51.5204612, -0.7207471 51.5203623)",,,,,
47147739,True,2,,Forlease Road,tertiary,30 mph,False,26.886,"LINESTRING (-0.7150218 51.52403, -0.7152366 51.5238285)",,,,,
716035939,True,2,A4,,primary,40 mph,False,20.774,"LINESTRING (-0.7150218 51.52403, -0.7151708 51.5240519, -0.715307 51.5240866)",roundabout,,,,
716035938,True,2,A4,,primary,40 mph,False,37.974,"LINESTRING (-0.715307 51.5240866, -0.715624 51.5243654)",roundabout,,,,
1051480700,False,2,,York Road,tertiary,20 mph,True,27.988,"LINESTRING (-0.716541 51.5212164, -0.7161464 51.5212718)",,,,,
3995774,False,,,Fotherby Court,residential,20 mph,False,199.285,"LINESTRING (-0.716541 51.5212164, -0.7164465 51.5208896, -0.7163609 51.520809, -0.7162177 51.520755, -0.7160734 51.5207354, -0.715937 51.520721, -0.7158011 51.5207064, -0.7156726 51.5206733, -0.71559 51.5206248, -0.7154887 51.5205827, -0.7154247 51.5205593, -0.7152693 51.5204866, -0.7151929 51.5204015, -0.7151913 51.5203078, -0.7152166 51.5202559, -0.7153016 51.5201972, -0.7154971 51.5201706, -0.715732 51.5201615)",,,,,
"[1051480700, 224772148]",False,2,,York Road,tertiary,20 mph,False,90.96,"LINESTRING (-0.716541 51.5212164, -0.7169481 51.5211595, -0.7170603 51.5211438, -0.7171731 51.5211236, -0.7172366 51.5211123, -0.7176235 51.5210433, -0.7178091 51.5210031)",,,,,
51104761,False,2,,York Road,tertiary,20 mph,False,52.093,"LINESTRING (-0.7178091 51.5210031, -0.7182537 51.5208903, -0.7185122 51.5208361)",,,,,
"[1051480700, 224772148]",False,2,,York Road,tertiary,20 mph,True,90.96000000000001,"LINESTRING (-0.7178091 51.5210031, -0.7176235 51.5210433, -0.7172366 51.5211123, -0.7171731 51.5211236, -0.7170603 51.5211438, -0.7169481 51.5211595, -0.716541 51.5212164)",,,,,
"[741674735, 8131550, 33104743]",True,2,,"['Queen Street', 'King Street']",tertiary,20 mph,False,139.681,"LINESTRING (-0.7207471 51.5203623, -0.7209784 51.5201974, -0.7212064 51.5200716, -0.7216893 51.5198785, -0.72176 51.5198386, -0.721775 51.5197882, -0.7217608 51.5197157, -0.7216867 51.519584, -0.7216061 51.5194244)",,,,,
"[3492306, 257001157]",True,1,,Shoppenhangers Road,tertiary,30 mph,False,26.872,"LINESTRING (-0.7215056 51.5183013, -0.7213629 51.5183608, -0.7213227 51.5184215, -0.7213194 51.5184906)",,,,,
"[3322109, 1047659413]",True,"['1', '2']",B4447,Cookham Road,secondary,30 mph,False,87.98,"LINESTRING (-0.7203231 51.525473, -0.7202851 51.5254173, -0.7202579 51.5253565, -0.7202305 51.5252586, -0.7201893 51.5250649, -0.720172 51.524935, -0.7201583 51.5248559, -0.7201311 51.5247986, -0.7201064 51.5247636, -0.7200384 51.5247143)",,,,,
4238883,False,2,B4447,Cookham Road,secondary,30 mph,True,37.185,"LINESTRING (-0.7203231 51.525473, -0.7203389 51.5255195, -0.7204364 51.5257999)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,False,68.387,"LINESTRING (-0.7205027 51.5260558, -0.720357 51.5260792, -0.7198141 51.5261238, -0.7195274 51.5261527)",,,,,
4238883,False,2,B4447,Cookham Road,secondary,30 mph,False,28.98,"LINESTRING (-0.7205027 51.5260558, -0.7205067 51.5260024, -0.7204364 51.5257999)",,,,,
4238883,False,2,B4447,Cookham Road,secondary,30 mph,True,25.423000000000002,"LINESTRING (-0.7205027 51.5260558, -0.7205615 51.5261456, -0.7206202 51.5262721)",,,,,
3533557,False,2,,Norfolk Road,residential,30 mph,True,136.348,"LINESTRING (-0.7206202 51.5262721, -0.7215813 51.5263425, -0.7225761 51.5264229)",,,,,
4238883,False,2,B4447,Cookham Road,secondary,30 mph,False,25.423000000000002,"LINESTRING (-0.7206202 51.5262721, -0.7205615 51.5261456, -0.7205027 51.5260558)",,,,,
42949729,True,,A308,Marlow Road,primary,30 mph,False,41.082,"LINESTRING (-0.7250179 51.523309, -0.7249333 51.523261, -0.7248144 51.523208, -0.7245288 51.5231014)",,,,,
52517063,False,,A308,Marlow Road,primary,30 mph,True,86.79599999999999,"LINESTRING (-0.7250179 51.523309, -0.7250394 51.5233368, -0.7252274 51.5235855, -0.7255185 51.5240245)",,,,,
379553425,True,1,,Shoppenhangers Road,tertiary,30 mph,False,21.011,"LINESTRING (-0.7211464 51.5185183, -0.7211499 51.5184116, -0.7211902 51.5183708, -0.7212255 51.5183444)",,,,,
3492248,True,,,Grenfell Road,tertiary,,False,18.249000000000002,"LINESTRING (-0.7232979 51.5192822, -0.7231635 51.5193636, -0.7231314 51.5194066)",,,,,
46686408,False,2,,Grenfell Road,tertiary,30 mph,True,37.276,"LINESTRING (-0.7232979 51.5192822, -0.7234289 51.5192649, -0.7238181 51.5191956)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,False,47.411,"LINESTRING (-0.7195274 51.5261527, -0.7191865 51.5261885, -0.7188532 51.526229)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,True,68.387,"LINESTRING (-0.7195274 51.5261527, -0.7198141 51.5261238, -0.720357 51.5260792, -0.7205027 51.5260558)",,,,,
4045296,False,,,Coln Close,residential,30 mph,False,92.989,"LINESTRING (-0.7195274 51.5261527, -0.7195693 51.5262874, -0.7196218 51.5264334, -0.719687 51.5266276, -0.7197595 51.5268192, -0.7198051 51.5269708)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,False,62.843,"LINESTRING (-0.7188532 51.526229, -0.7183392 51.5263044, -0.7179715 51.5263648)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,True,47.411,"LINESTRING (-0.7188532 51.526229, -0.7191865 51.5261885, -0.7195274 51.5261527)",,,,,
"[849077568, 4045297]",False,,,Windrush Way,residential,30 mph,False,74.343,"LINESTRING (-0.7188532 51.526229, -0.7188798 51.526363, -0.7190597 51.5268847)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,False,58.318,"LINESTRING (-0.7179715 51.5263648, -0.7175665 51.5264296, -0.7172311 51.5264859, -0.7171537 51.5264858)",,,,,
3533558,False,,,Kennet Road,residential,30 mph,True,62.843,"LINESTRING (-0.7179715 51.5263648, -0.7183392 51.5263044, -0.7188532 51.526229)",,,,,
4045298,False,,,Windrush Way,residential,30 mph,False,71.738,"LINESTRING (-0.7179715 51.5263648, -0.7180179 51.5264879, -0.7182042 51.5269935)",,,,,
4045299,False,,,Holmanleaze,residential,,False,69.343,"LINESTRING (-0.7171397 51.5261642, -0.7172288 51.5261553, -0.7181212 51.526038)",,,,,
"[1053041544, 1053041565, 39698551]",False,2,,Holmanleaze,residential,30 mph,False,33.995,"LINESTRING (-0.7171397 51.5261642, -0.7171521 51.5260323, -0.717163 51.5259169, -0.7171685 51.525859)",,,,,
39698551,False,2,,Holmanleaze,residential,30 mph,True,36.303,"LINESTRING (-0.7171397 51.5261642, -0.7171193 51.5264143, -0.7171261 51.526446, -0.7171353 51.5264693, -0.7171537 51.5264858)",,,,,
"[1053041544, 1053041565, 39698551]",False,2,,Holmanleaze,residential,30 mph,True,33.995,"LINESTRING (-0.7171685 51.525859, -0.717163 51.5259169, -0.7171521 51.5260323, -0.7171397 51.5261642)",,,,,
"[5199000, 1102875528, 1102875527]",False,2,,Bridge Street,unclassified,20 mph,False,82.542,"LINESTRING (-0.7164039 51.5232488, -0.7163366 51.5232612, -0.7161939 51.5232884, -0.7157023 51.5233243, -0.7156103 51.5233322, -0.7155539 51.523335, -0.7155092 51.5233374, -0.7152259 51.5233525)",,,,,
"[1191612144, 1191612136, 3994871]",True,1,,High Street,unclassified,20 mph,False,137.321,"LINESTRING (-0.7164039 51.5232488, -0.7168445 51.523152, -0.7168921 51.5231404, -0.7170283 51.5231074, -0.7171181 51.5230866, -0.7172287 51.5230625, -0.7174401 51.5230114, -0.7176597 51.5229687, -0.7177315 51.5229584, -0.7181583 51.5229558, -0.7182665 51.5229463, -0.7183002 51.5229322)",,yes,,,
"[1102876452, 1102876401, 3994872, 1102876381, 1102876382, 1102876383]",True,1,,St Ives Road,unclassified,20 mph,False,217.211,"LINESTRING (-0.7183002 51.5229322, -0.7181784 51.5225396, -0.7181371 51.5223679, -0.7181138 51.5222709, -0.7181066 51.5222409, -0.7180774 51.5221193, -0.718055 51.5220261, -0.718039 51.5219595, -0.7180182 51.5218732, -0.7179898 51.521755, -0.7179516 51.521596, -0.7179478 51.5215802, -0.7178091 51.5210031)",,,7,,
1051480700,False,2,,York Road,tertiary,20 mph,False,27.988,"LINESTRING (-0.7161464 51.5212718, -0.716541 51.5212164)",,,,,
"[3995771, 1048055415]",True,,,Bridge Avenue,residential,20 mph,False,220.568,"LINESTRING (-0.7161464 51.5212718, -0.716275 51.5223562, -0.7162842 51.5224049, -0.7163083 51.5226091, -0.7163261 51.5227508, -0.7163396 51.5228276, -0.7164039 51.5232488)",,,,,
48463034,False,2,,York Road,tertiary,30 mph,True,96.164,"LINESTRING (-0.7161464 51.5212718, -0.7159097 51.521299, -0.7147891 51.5214575)",,,,,
52517063,False,,A308,Marlow Road,primary,30 mph,False,2.183,"LINESTRING (-0.7261902 51.5251078, -0.7261756 51.5250904)",,,,,
3996517,False,,,Saint Lukes Road,residential,,False,122.18599999999998,"LINESTRING (-0.7261902 51.5251078, -0.7261565 51.5251185, -0.7257678 51.5252599, -0.725358 51.5253623, -0.725169 51.5253803, -0.7245266 51.5254179)",,,,,
3533557,False,2,,Norfolk Road,residential,30 mph,True,215.827,"LINESTRING (-0.7225761 51.5264229, -0.7256763 51.52664)",,,,,
3533557,False,2,,Norfolk Road,residential,30 mph,False,136.348,"LINESTRING (-0.7225761 51.5264229, -0.7215813 51.5263425, -0.7206202 51.5262721)",,,,,
3996517,False,,,Saint Lukes Road,residential,,True,195.44799999999998,"LINESTRING (-0.7225761 51.5264229, -0.7226402 51.5261442, -0.7227829 51.5259523, -0.7229228 51.5258182, -0.7230498 51.5257271, -0.7231643 51.5256738, -0.7233007 51.5256158, -0.7234574 51.5255805, -0.7235834 51.5255474, -0.7236533 51.5255291, -0.7239184 51.525478, -0.7242274 51.5254356, -0.7245266 51.5254179)",,,,,
8133063,False,,,Windrush Way,residential,30 mph,False,19.773,"LINESTRING (-0.7190597 51.5268847, -0.7193395 51.5268484)",,,,,
849077568,False,,,Windrush Way,residential,30 mph,False,19.1,"LINESTRING (-0.7190597 51.5268847, -0.7187903 51.5269223)",,,,,
"[849077568, 4045297]",False,,,Windrush Way,residential,30 mph,True,74.343,"LINESTRING (-0.7190597 51.5268847, -0.7188798 51.526363, -0.7188532 51.526229)",,,,,
849077568,False,,,Windrush Way,residential,30 mph,True,19.1,"LINESTRING (-0.7187903 51.5269223, -0.7190597 51.5268847)",,,,,
4045298,False,,,Windrush Way,residential,30 mph,False,14.598,"LINESTRING (-0.7182042 51.5269935, -0.7184108 51.5269668)",,,,,
8133064,False,,,Windrush Way,residential,30 mph,False,24.811,"LINESTRING (-0.7182042 51.5269935, -0.7178557 51.5270462)",,,,,
4045298,False,,,Windrush Way,residential,30 mph,True,71.738,"LINESTRING (-0.7182042 51.5269935, -0.7180179 51.5264879, -0.7179715 51.5263648)",,,,,
4045298,False,,,Windrush Way,residential,30 mph,True,14.598,"LINESTRING (-0.7184108 51.5269668, -0.7182042 51.5269935)",,,,,
4045299,False,,,Holmanleaze,residential,,True,69.343,"LINESTRING (-0.7181212 51.526038, -0.7172288 51.5261553, -0.7171397 51.5261642)",,,,,
4048217,False,,,Kidwells Close,residential,30 mph,True,72.389,"LINESTRING (-0.7214424 51.5256229, -0.7212123 51.5256532, -0.7210422 51.5256802, -0.7204364 51.5257999)",,,,,
4048217,False,,,Kidwells Close,residential,30 mph,False,72.389,"LINESTRING (-0.7204364 51.5257999, -0.7210422 51.5256802, -0.7212123 51.5256532, -0.7214424 51.5256229)",,,,,
4238883,False,2,B4447,Cookham Road,secondary,30 mph,False,37.185,"LINESTRING (-0.7204364 51.5257999, -0.7203389 51.5255195, -0.7203231 51.525473)",,,,,
4238883,False,2,B4447,Cookham Road,secondary,30 mph,True,28.98,"LINESTRING (-0.7204364 51.5257999, -0.7205067 51.5260024, -0.7205027 51.5260558)",,,,,
42889302,False,2,,Market Street,unclassified,20 mph,False,29.13,"LINESTRING (-0.7201193 51.5240571, -0.7200891 51.5237958)",,,,,
"[1033847884, 4049231]",True,"['1', '2']",,Market Street,unclassified,"['20 mph', '40 mph']",False,36.58,"LINESTRING (-0.7201193 51.5240571, -0.7201892 51.5242844, -0.7202626 51.5243706)",,,,,
42889302,False,2,,Market Street,unclassified,20 mph,True,18.692,"LINESTRING (-0.7200901 51.5236277, -0.7200891 51.5237958)",,,,,
48555334,False,1,,Market Street,unclassified,30 mph,False,27.393,"LINESTRING (-0.7200901 51.5236277, -0.7200478 51.5234418, -0.7199931 51.5233941)",,,,,
"[1191543905, 4049230]",False,,,West Street,unclassified,"['20 mph', '30 mph']",True,226.84799999999998,"LINESTRING (-0.7200901 51.5236277, -0.7205666 51.5235523, -0.7211658 51.5234576, -0.721358 51.5234243, -0.721493 51.5234009, -0.722067 51.5232807, -0.7227093 51.523175, -0.7227489 51.5231685, -0.7228017 51.5231611, -0.7228616 51.5231526, -0.7229732 51.5231369, -0.7230739 51.5231228, -0.7232545 51.5230975)",,,,,
3996517,False,,,Saint Lukes Road,residential,,False,195.448,"LINESTRING (-0.7245266 51.5254179, -0.7242274 51.5254356, -0.7239184 51.525478, -0.7236533 51.5255291, -0.7235834 51.5255474, -0.7234574 51.5255805, -0.7233007 51.5256158, -0.7231643 51.5256738, -0.7230498 51.5257271, -0.7229228 51.5258182, -0.7227829 51.5259523, -0.7226402 51.5261442, -0.7225761 51.5264229)",,,,,
3996517,False,,,Saint Lukes Road,residential,,True,122.18600000000002,"LINESTRING (-0.7245266 51.5254179, -0.725169 51.5253803, -0.725358 51.5253623, -0.7257678 51.5252599, -0.7261565 51.5251185, -0.7261902 51.5251078)",,,,,
4250730,False,2,,Fairford Road,residential,30 mph,True,161.534,"LINESTRING (-0.7245266 51.5254179, -0.7245934 51.5254874, -0.7255954 51.5263828, -0.7257055 51.5265075, -0.7257384 51.5266069, -0.7257406 51.5266438)",,,,,
3533557,False,2,,Norfolk Road,residential,30 mph,False,4.468,"LINESTRING (-0.7257406 51.5266438, -0.7256763 51.52664)",,,,,
4250730,False,2,,Fairford Road,residential,30 mph,False,161.534,"LINESTRING (-0.7257406 51.5266438, -0.7257384 51.5266069, -0.7257055 51.5265075, -0.7255954 51.5263828, -0.7245934 51.5254874, -0.7245266 51.5254179)",,,,,
4250729,False,2,,Risborough Road,residential,30 mph,True,19.071,"LINESTRING (-0.7257062 51.5268105, -0.7256763 51.52664)",,,,,
52517063,False,,A308,Marlow Road,primary,30 mph,False,86.796,"LINESTRING (-0.7255185 51.5240245, -0.7252274 51.5235855, -0.7250394 51.5233368, -0.7250179 51.523309)",,,,,
52517063,False,,A308,Marlow Road,primary,30 mph,True,126.976,"LINESTRING (-0.7255185 51.5240245, -0.725783 51.524433, -0.7257982 51.5244538, -0.7258184 51.524489, -0.7260928 51.5249666, -0.7261756 51.5250904)",,,,,
33132353,False,,,Park Street,residential,20 mph,False,109.238,"LINESTRING (-0.7197172 51.5225929, -0.7195455 51.5223632, -0.7193367 51.5220841, -0.7190876 51.5217481, -0.719055 51.5217011)",,,,,
"[715125506, 715125507, 42950962, 5203661]",True,1,,"['Queen Street', 'High Street']",unclassified,20 mph,False,284.6839999999999,"LINESTRING (-0.7201303 51.52145, -0.7200872 51.5215578, -0.7200791 51.521916, -0.7201355 51.5223289, -0.7202161 51.5226246, -0.7202313 51.5227316, -0.7202136 51.5227742, -0.7201532 51.5228151, -0.7200361 51.5228193, -0.7199556 51.5228234, -0.7197728 51.5228293, -0.7192203 51.522886, -0.7185421 51.5229444, -0.7184133 51.5229568, -0.7183748 51.5229558, -0.7183389 51.52295, -0.7183002 51.5229322)",,,,,
33104727,True,1,,Broadway,unclassified,20 mph,False,79.53699999999999,"LINESTRING (-0.7201303 51.52145, -0.7200605 51.5214644, -0.7199202 51.5215082, -0.7195683 51.5215867, -0.7195203 51.5215974, -0.7190996 51.5216912, -0.719055 51.5217011)",,,,,
"[4001994, 1023330758]",False,"['4', '3']",,Forlease Road,tertiary,30 mph,True,52.94499999999999,"LINESTRING (-0.7152259 51.5233525, -0.7152351 51.523468, -0.7152353 51.5235064, -0.7152355 51.5235578, -0.7152366 51.5238285)",,,,,
"[48802928, 48804022, 376231663]",False,2,,Moorbridge Road,unclassified,"['20 mph', '30 mph']",True,176.889,"LINESTRING (-0.7152259 51.5233525, -0.7149507 51.5233652, -0.7148931 51.5233704, -0.7143851 51.5234161, -0.7139552 51.5234569, -0.7137963 51.5234707, -0.7136043 51.5234851, -0.7135767 51.5234872, -0.7134245 51.5234835, -0.7132421 51.5234936, -0.7131059 51.5235047, -0.7126939 51.5235555)",,yes,7.5,,
224772146,False,2,,Forlease Road,tertiary,30 mph,False,200.13700000000003,"LINESTRING (-0.7152259 51.5233525, -0.7152125 51.5232068, -0.7151705 51.5229688, -0.7151529 51.5228676, -0.7151243 51.5227362, -0.7150432 51.5223631, -0.7148919 51.5216667, -0.7148491 51.5215694)",,,,,
