osmid,oneway,lanes,ref,highway,maxspeed,reversed,length,name,bridge,geometry,junction,width
120418654,False,2,B9096,secondary,30 mph,False,11.949,Mar Place,,"LINESTRING (-3.7960719 56.1178838, -3.7959663 56.1177939)",,
120418654,False,2,B9096,secondary,30 mph,True,127.594,Mar Place,,"LINESTRING (-3.7960719 56.1178838, -3.7965999 56.118308, -3.7966679 56.1183654, -3.7972031 56.1188421)",,
120418654,False,2,B9096,secondary,30 mph,True,11.949,Mar Place,,"LINESTRING (-3.7959663 56.1177939, -3.7960719 56.1178838)",,
"[81225740, 81225469]",False,2,B908,secondary,30 mph,True,473.086,"['Parkway', 'Sunnyside Road']",,"LINESTRING (-3.7959663 56.1177939, -3.7954335 56.117928, -3.7951195 56.1179898, -3.7946411 56.1180839, -3.7943905 56.1181152, -3.7937784 56.1181917, -3.7928782 56.1182924, -3.792554 56.1183474, -3.7923494 56.1183763, -3.7921803 56.1184093, -3.7920354 56.1184445, -3.7917807 56.1185018, -3.7916504 56.1185446, -3.7909335 56.1187802, -3.7901098 56.1190657, -3.7899167 56.1192332, -3.7897473 56.1194292, -3.7897033 56.1194879, -3.7895383 56.119708)",,
"[87388586, 87388597, 120418654]",False,2,B9096,secondary,30 mph,False,124.235,Mar Place,yes,"LINESTRING (-3.7959663 56.1177939, -3.7957825 56.1176329, -3.7953148 56.1172714, -3.79505 56.1170501, -3.7948964 56.1169217, -3.7948363 56.1168715)",,
4441949,True,,A907,primary,30 mph,False,5.955,,,"LINESTRING (-3.794446 56.1166507, -3.794398 56.116652, -3.7943504 56.1166485)",roundabout,
43586263,True,,B9096,secondary,30 mph,False,34.47,Mar Place,,"LINESTRING (-3.7948363 56.1168715, -3.794446 56.1166507)",,
"[87388586, 87388597, 120418654]",False,2,B9096,secondary,30 mph,True,124.235,Mar Place,yes,"LINESTRING (-3.7948363 56.1168715, -3.7948964 56.1169217, -3.79505 56.1170501, -3.7953148 56.1172714, -3.7957825 56.1176329, -3.7959663 56.1177939)",,
1128312335,True,2,A907,primary,30 mph,False,11.881,,,"LINESTRING (-3.7875073 56.1166734, -3.7873636 56.1166027)",roundabout,
"[1205724675, 44530614]",True,1,,unclassified,20 mph,False,58.726,Primrose Street,,"LINESTRING (-3.7923192 56.1166737, -3.792306 56.1166356, -3.79214 56.1161551)",,"['5.4', '7.9']"
81230122,False,1,,unclassified,,True,88.654,Primrose Street,,"LINESTRING (-3.7923192 56.1166737, -3.7913915 56.1167722, -3.7913406 56.1167776, -3.7911649 56.1168039, -3.7909175 56.1168306)",,4.1
44530640,False,,,residential,,False,20.096,Erskine Street,,"LINESTRING (-3.7923589 56.1192849, -3.7923837 56.1194651)",,
43586261,True,,B9096,secondary,30 mph,False,39.964,Mar Place,,"LINESTRING (-3.7946697 56.1165243, -3.7948363 56.1168715)",,
4441949,True,,A907,primary,30 mph,False,21.107,,,"LINESTRING (-3.7946697 56.1165243, -3.7946452 56.1165697, -3.7945959 56.1166085, -3.7945272 56.1166364, -3.794446 56.1166507)",roundabout,
81231597,True,1,,unclassified,,False,92.045,Mill Street,,"LINESTRING (-3.7901053 56.1154087, -3.7912563 56.1148858)",,4.6
49195344,True,2,,unclassified,,False,169.087,Shillinghill,,"LINESTRING (-3.7901053 56.1154087, -3.7900037 56.115453, -3.7891197 56.1158385, -3.7880033 56.116377)",,
81230039,True,1,,unclassified,20 mph,False,26.438,Drysdale Street,,"LINESTRING (-3.79214 56.1161551, -3.7917746 56.1160325)",,6.4
81225226,False,,,residential,,False,74.785,Kings Court,,"LINESTRING (-3.7970299 56.1194186, -3.7972645 56.1196899, -3.7973396 56.1199232, -3.7974683 56.1200368)",,
81226076,False,,,residential,,False,59.889,Sunnyside Court,,"LINESTRING (-3.7913436 56.1190956, -3.7905068 56.1193648)",,
87130643,False,,,residential,,False,22.361,Sunnyside Court,,"LINESTRING (-3.7913436 56.1190956, -3.7916548 56.1189939)",,
81226076,False,,,residential,,True,89.829,Sunnyside Court,,"LINESTRING (-3.7913436 56.1190956, -3.7914211 56.1191669, -3.7917805 56.1194976, -3.7923837 56.1194651)",,
81226076,False,,,residential,,True,59.889,Sunnyside Court,,"LINESTRING (-3.7905068 56.1193648, -3.7913436 56.1190956)",,
81227707,False,2,,residential,20 mph,False,25.5,Claremont,,"LINESTRING (-3.8000662 56.1180669, -3.7997342 56.1179315)",,
81227787,False,,,residential,20 mph,True,173.67899999999997,North Street,,"LINESTRING (-3.8000662 56.1180669, -3.7991834 56.1192059, -3.7996958 56.1193527)",,
87197319,True,1,A907,primary,30 mph,False,14.771,,,"LINESTRING (-3.7910824 56.1173036, -3.7910386 56.1173318, -3.7909954 56.1173592, -3.7909476 56.1173712, -3.7908978 56.1173821)",roundabout,
81231544,True,2,A907,primary,30 mph,False,182.80499999999998,King Street,,"LINESTRING (-3.7906179 56.1172916, -3.7903868 56.1172573, -3.7901207 56.1172101, -3.7894356 56.1170231, -3.7893558 56.1170013, -3.7882073 56.1166879, -3.7879198 56.1166399)",,
87197319,True,1,A907,primary,30 mph,False,18.166999999999998,,,"LINESTRING (-3.7906179 56.1172916, -3.7905877 56.117241, -3.7905906 56.1171883, -3.7906302 56.1171354)",roundabout,
81251886,False,2,,unclassified,,False,27.724000000000004,,,"LINESTRING (-3.7908578 56.1170677, -3.7909397 56.1169847, -3.7909175 56.1168306)",,7.4
1128312332,True,1,A907,primary,30 mph,False,21.128999999999998,,,"LINESTRING (-3.7908578 56.1170677, -3.7909482 56.1170765, -3.7910283 56.1171017, -3.791089 56.1171406, -3.7911157 56.1171734)",roundabout,
1232931048,True,1,,unclassified,,False,80.213,Mar Street,,"LINESTRING (-3.7917825 56.1146453, -3.7926129 56.1151985)",,7.3
81231610,False,2,,unclassified,,True,74.07,East Vennel,,"LINESTRING (-3.7912209 56.1141824, -3.7902968 56.1144836, -3.7901764 56.1145009)",,
81231600,False,,,unclassified,,False,100.09100000000001,Kirkgate,,"LINESTRING (-3.7922101 56.1131493, -3.7936617 56.1131668, -3.7938106 56.1132031)",,
81231602,True,1,,unclassified,,False,53.996,Coalgate,,"LINESTRING (-3.7926388 56.1137823, -3.792572 56.113972, -3.7925083 56.1141233, -3.7924791 56.1142592)",,3.3
849664983,False,2,,unclassified,,False,56.712999999999994,Coalgate,,"LINESTRING (-3.7926388 56.1137823, -3.7928274 56.1137291, -3.7930129 56.1136438, -3.7931766 56.1135524, -3.7933524 56.1134686)",,
81231616,False,2,,unclassified,,True,45.334,Union Street,,"LINESTRING (-3.7933524 56.1134686, -3.7936581 56.1136347, -3.793876 56.1137532)",,
81231626,False,2,,unclassified,,False,211.93599999999998,Greenside Street,,"LINESTRING (-3.7933524 56.1134686, -3.7931202 56.1133895, -3.7930572 56.113368, -3.792853 56.1133395, -3.7926734 56.1133406, -3.7919552 56.1134214, -3.7917241 56.1134519, -3.7905283 56.1136115, -3.7902646 56.1136411, -3.7900687 56.1136887)",,
849664983,False,2,,unclassified,,False,41.379,Coalgate,,"LINESTRING (-3.7933524 56.1134686, -3.7934918 56.1134188, -3.7935932 56.1133578, -3.7937058 56.1132832, -3.7938106 56.1132031)",,
849664983,False,2,,unclassified,,True,56.712999999999994,Coalgate,,"LINESTRING (-3.7933524 56.1134686, -3.7931766 56.1135524, -3.7930129 56.1136438, -3.7928274 56.1137291, -3.7926388 56.1137823)",,
81231600,False,,,unclassified,,True,100.09100000000001,Kirkgate,,"LINESTRING (-3.7938106 56.1132031, -3.7936617 56.1131668, -3.7922101 56.1131493)",,
81254209,False,,,residential,,False,50.587,Broad Street,,"LINESTRING (-3.7938106 56.1132031, -3.7939087 56.1129444, -3.793925 56.1129015, -3.7939794 56.112758)",,
124529662,True,,,unclassified,,False,64.441,Stripehead,,"LINESTRING (-3.7938106 56.1132031, -3.7944968 56.1132839, -3.7946472 56.1133232, -3.7947728 56.1133887)",,
849664983,False,2,,unclassified,,True,41.379000000000005,Coalgate,,"LINESTRING (-3.7938106 56.1132031, -3.7937058 56.1132832, -3.7935932 56.1133578, -3.7934918 56.1134188, -3.7933524 56.1134686)",,
81231610,False,2,,unclassified,,False,33.247,East Vennel,,"LINESTRING (-3.7897366 56.1146711, -3.7898463 56.1146323, -3.7900375 56.1145647, -3.7901764 56.1145009)",,
81251990,True,1,,unclassified,,False,146.64000000000001,Mill Road,,"LINESTRING (-3.7897366 56.1146711, -3.7894707 56.1147759, -3.7893792 56.1148658, -3.7893594 56.1150025, -3.7894546 56.1150989, -3.7896309 56.1152774, -3.7896371 56.1153279, -3.7896422 56.1153701, -3.7895966 56.1154456, -3.789512 56.1154959, -3.7891805 56.1156114, -3.7889592 56.1156085)",,3.4
"[81231601, 334300358]",True,1,,unclassified,,False,41.32899999999999,"['Mill Street', 'Bank Street']",,"LINESTRING (-3.7930298 56.11405, -3.7927491 56.114163, -3.7924791 56.1142592)",,"['7.1', '4.9']"
81251979,True,,,unclassified,,False,57.192,,,"LINESTRING (-3.7930298 56.11405, -3.7935823 56.1143967, -3.7936097 56.1144449)",,
81231601,True,1,,unclassified,,False,62.002,Bank Street,,"LINESTRING (-3.793876 56.1137532, -3.7935977 56.1138594, -3.7930298 56.11405)",,4.9
81231616,False,2,,unclassified,,False,45.334,Union Street,,"LINESTRING (-3.793876 56.1137532, -3.7936581 56.1136347, -3.7933524 56.1134686)",,
82509940,False,,,unclassified,,False,68.82000000000001,Bank Street,,"LINESTRING (-3.793876 56.1137532, -3.7940401 56.113693, -3.7947728 56.1133887)",,
81231626,False,2,,unclassified,,False,67.332,Greenside Street,,"LINESTRING (-3.7900687 56.1136887, -3.7899356 56.1137351, -3.7898048 56.1138445, -3.7897218 56.1139311, -3.7894997 56.1141915)",,
81231626,False,2,,unclassified,,True,211.936,Greenside Street,,"LINESTRING (-3.7900687 56.1136887, -3.7902646 56.1136411, -3.7905283 56.1136115, -3.7917241 56.1134519, -3.7919552 56.1134214, -3.7926734 56.1133406, -3.792853 56.1133395, -3.7930572 56.113368, -3.7931202 56.1133895, -3.7933524 56.1134686)",,
"[1220281299, 192903877]",False,1,,unclassified,,True,123.41,,,"LINESTRING (-3.7900687 56.1136887, -3.7899723 56.1136078, -3.7898489 56.11356, -3.7896336 56.1135117, -3.789567 56.1134446, -3.788939 56.1128122)",,
81231653,True,1,,unclassified,,False,16.834,Tesco Road,,"LINESTRING (-3.7892392 56.1143387, -3.7889818 56.1143869)",,
87133156,True,1,,unclassified,20 mph,False,6.55,,,"LINESTRING (-3.7892392 56.1143387, -3.7892195 56.1143182, -3.7892065 56.1142833)",roundabout,
81231626,False,2,,unclassified,,True,67.332,Greenside Street,,"LINESTRING (-3.7894997 56.1141915, -3.7897218 56.1139311, -3.7898048 56.1138445, -3.7899356 56.1137351, -3.7900687 56.1136887)",,
87133156,True,1,,unclassified,20 mph,False,13.814,,,"LINESTRING (-3.7894997 56.1141915, -3.7895368 56.1142185, -3.789566 56.1142501, -3.7895739 56.1142854, -3.7895662 56.114304)",roundabout,
87147914,True,1,,unclassified,,False,18.077,Tesco Road,,"LINESTRING (-3.7889818 56.1143869, -3.7892065 56.1142833)",,
"[317840849, 237358766]",False,2,,unclassified,,False,154.73899999999998,Tesco Road,,"LINESTRING (-3.7889818 56.1143869, -3.7888905 56.1144649, -3.788845 56.1145297, -3.7887767 56.1145973, -3.7887111 56.1146517, -3.788526 56.1147113, -3.7884014 56.1147493, -3.7882785 56.1147644, -3.7880564 56.1147829, -3.787876 56.114783, -3.7878033 56.1147512, -3.7877602 56.1146985, -3.7876983 56.1145914, -3.7875243 56.1142349)",,
"[317840849, 237358766]",False,2,,unclassified,,True,154.739,Tesco Road,,"LINESTRING (-3.7875243 56.1142349, -3.7876983 56.1145914, -3.7877602 56.1146985, -3.7878033 56.1147512, -3.787876 56.114783, -3.7880564 56.1147829, -3.7882785 56.1147644, -3.7884014 56.1147493, -3.788526 56.1147113, -3.7887111 56.1146517, -3.7887767 56.1145973, -3.788845 56.1145297, -3.7888905 56.1144649, -3.7889818 56.1143869)",,
849663987,True,,,unclassified,,False,95.55900000000001,Tesco Road,,"LINESTRING (-3.7875243 56.1142349, -3.7874042 56.114131, -3.7872187 56.1139372, -3.7872237 56.1139039, -3.7873346 56.1138652, -3.7873949 56.1138722, -3.7874472 56.1139104, -3.7875243 56.1142349)",,
81231680,False,,,residential,,False,81.374,Bedford Court,,"LINESTRING (-3.7980408 56.1141926, -3.7985557 56.1142524, -3.7987022 56.1138215)",,
81251561,False,,,residential,,True,7.994,Ludgate,,"LINESTRING (-3.7968867 56.1148813, -3.7969229 56.1149503)",,
81251561,False,,,residential,,False,36.242,Ludgate,,"LINESTRING (-3.7968867 56.1148813, -3.7967672 56.1146344, -3.7967672 56.1145642)",,
81251595,False,,,residential,,False,117.825,Coningsby Place,,"LINESTRING (-3.7968867 56.1148813, -3.7971797 56.114891, -3.7977233 56.1149717, -3.798744 56.1150954)",,
81251595,False,,,residential,,True,117.82499999999999,Coningsby Place,,"LINESTRING (-3.798744 56.1150954, -3.7977233 56.1149717, -3.7971797 56.114891, -3.7968867 56.1148813)",,
334300359,True,1,,unclassified,,False,42.182,Mill Street,,"LINESTRING (-3.7912563 56.1148858, -3.7917825 56.1146453)",,2.8
81230122,False,1,,unclassified,,False,88.654,Primrose Street,,"LINESTRING (-3.7909175 56.1168306, -3.7911649 56.1168039, -3.7913406 56.1167776, -3.7913915 56.1167722, -3.7923192 56.1166737)",,4.1
81251886,False,2,,unclassified,,False,142.83,,,"LINESTRING (-3.7909175 56.1168306, -3.7907743 56.1167394, -3.7907376 56.116716, -3.790564 56.1166208, -3.7905272 56.1166006, -3.7904149 56.1163866, -3.7904056 56.116373, -3.7903291 56.1162603, -3.7902498 56.1162841, -3.7898191 56.1165443, -3.7897283 56.1166083, -3.7895906 56.1167054)",,7.4
81251886,False,2,,unclassified,,True,27.724000000000004,,,"LINESTRING (-3.7909175 56.1168306, -3.7909397 56.1169847, -3.7908578 56.1170677)",,7.4
81251886,False,2,,unclassified,,True,142.82999999999998,,,"LINESTRING (-3.7895906 56.1167054, -3.7897283 56.1166083, -3.7898191 56.1165443, -3.7902498 56.1162841, -3.7903291 56.1162603, -3.7904056 56.116373, -3.7904149 56.1163866, -3.7905272 56.1166006, -3.790564 56.1166208, -3.7907376 56.116716, -3.7907743 56.1167394, -3.7909175 56.1168306)",,7.4
81251932,False,,,residential,,True,65.024,Earl of Mar Court,,"LINESTRING (-3.7942622 56.1157525, -3.7944796 56.1158066, -3.7948497 56.1162088)",,
81251979,True,,,unclassified,,False,106.418,,,"LINESTRING (-3.7936097 56.1144449, -3.7934156 56.1147428, -3.793324 56.1148138, -3.7931832 56.1148987, -3.7926129 56.1151985)",,
93887905,False,,,residential,,True,38.525999999999996,Burgh Mews,,"LINESTRING (-3.7936097 56.1144449, -3.7938806 56.1145313, -3.7940926 56.1144057)",,
81251984,False,,,residential,,True,36.374,St Mungo's Wynd,,"LINESTRING (-3.7967856 56.1132493, -3.7966373 56.1135658)",,
87496292,False,,,residential,,True,33.283,St Mungo's Wynd,,"LINESTRING (-3.7967856 56.1132493, -3.7962604 56.1131873)",,
81251984,False,,,residential,,False,29.243,St Mungo's Wynd,,"LINESTRING (-3.7967856 56.1132493, -3.796853 56.1131031, -3.7968753 56.1130648, -3.7969501 56.1130064)",,
81251984,False,,,residential,,False,27.756,St Mungo's Wynd,,"LINESTRING (-3.7969501 56.1130064, -3.797351 56.1128953)",,
81251984,False,,,residential,,True,29.243000000000002,St Mungo's Wynd,,"LINESTRING (-3.7969501 56.1130064, -3.7968753 56.1130648, -3.796853 56.1131031, -3.7967856 56.1132493)",,
87348846,False,,,residential,,True,50.668,St Mungo's Wynd,,"LINESTRING (-3.7969501 56.1130064, -3.7967861 56.1129316, -3.7965395 56.1128698, -3.7962125 56.1128292)",,
81251984,False,,,residential,,True,27.756,St Mungo's Wynd,,"LINESTRING (-3.797351 56.1128953, -3.7969501 56.1130064)",,
81251987,False,2,,unclassified,30 mph,True,70.322,Auldbrig Road,,"LINESTRING (-3.7877138 56.1156749, -3.7875596 56.1158601, -3.7874975 56.1160341, -3.7875906 56.1162795)",,
81251995,False,,,residential,20 mph,False,144.541,Devon Road,,"LINESTRING (-3.7877138 56.1156749, -3.7875014 56.1155435, -3.7873699 56.115351, -3.7872384 56.1152288, -3.7870861 56.1150934, -3.7868865 56.1149476, -3.7867035 56.1148139, -3.78659 56.1147324, -3.7864141 56.1146061)",,
754053908,False,2,,unclassified,20 mph,False,62.489,Auldbrig Road,,"LINESTRING (-3.7877138 56.1156749, -3.7881537 56.1154678, -3.7885273 56.1153466)",,
754053908,False,2,,unclassified,20 mph,False,125.096,Auldbrig Road,,"LINESTRING (-3.7885273 56.1153466, -3.7888626 56.1152295, -3.7889366 56.1151766, -3.7890066 56.1150977, -3.7891375 56.1149319, -3.7892129 56.114806, -3.7892944 56.1146552, -3.7893686 56.1144876, -3.789387 56.1143828)",,
754053908,False,2,,unclassified,20 mph,True,62.489,Auldbrig Road,,"LINESTRING (-3.7885273 56.1153466, -3.7881537 56.1154678, -3.7877138 56.1156749)",,
1205894519,False,1,,unclassified,,True,39.823,Mill Road,,"LINESTRING (-3.7885273 56.1153466, -3.7888064 56.1155436, -3.7889592 56.1156085)",,
81251995,False,,,residential,20 mph,False,68.675,Devon Road,,"LINESTRING (-3.7864141 56.1146061, -3.7863167 56.1145365, -3.7860479 56.1143441, -3.7856931 56.1141383)",,
81251995,False,,,residential,20 mph,True,144.541,Devon Road,,"LINESTRING (-3.7864141 56.1146061, -3.78659 56.1147324, -3.7867035 56.1148139, -3.7868865 56.1149476, -3.7870861 56.1150934, -3.7872384 56.1152288, -3.7873699 56.115351, -3.7875014 56.1155435, -3.7877138 56.1156749)",,
88218098,False,,,residential,,True,34.881,,,"LINESTRING (-3.7864141 56.1146061, -3.7860666 56.1147529, -3.7859699 56.1147985)",,
81251995,False,,,residential,20 mph,False,47.806,Devon Road,,"LINESTRING (-3.7856931 56.1141383, -3.7850369 56.1139125)",,
81251995,False,,,residential,20 mph,True,68.675,Devon Road,,"LINESTRING (-3.7856931 56.1141383, -3.7860479 56.1143441, -3.7863167 56.1145365, -3.7864141 56.1146061)",,
81252008,False,,,residential,,True,149.79000000000002,Dunvegan Court,,"LINESTRING (-3.7856931 56.1141383, -3.7860383 56.1139764, -3.78621 56.1139286, -3.7863817 56.1140123, -3.7865568 56.1141388, -3.7870809 56.1145174, -3.7873258 56.1146942)",,
81251995,False,,,residential,20 mph,True,47.806,Devon Road,,"LINESTRING (-3.7850369 56.1139125, -3.7856931 56.1141383)",,
81252061,False,,,residential,,True,39.782,Earn Court,,"LINESTRING (-3.7850369 56.1139125, -3.7853181 56.1137287, -3.7854613 56.1136443)",,
81252008,False,,,residential,,False,149.79,Dunvegan Court,,"LINESTRING (-3.7873258 56.1146942, -3.7870809 56.1145174, -3.7865568 56.1141388, -3.7863817 56.1140123, -3.78621 56.1139286, -3.7860383 56.1139764, -3.7856931 56.1141383)",,
"[193368674, 81254163]",False,,,residential,,False,212.599,"['Glasshouse Loan', 'Castle Street']",,"LINESTRING (-3.8002736 56.1119911, -3.8003429 56.1117007, -3.8004405 56.1114494, -3.8004468 56.111421, -3.8004277 56.1113772, -3.8003853 56.1113429, -3.8003363 56.111325, -3.8002687 56.1113097, -3.7992594 56.111213, -3.7981891 56.1111327)",,
193368674,False,,,residential,,True,96.945,Glasshouse Loan,,"LINESTRING (-3.8002736 56.1119911, -3.8002015 56.1122166, -3.8000993 56.1124406, -3.8000009 56.1126126, -3.799875 56.1128328)",,
93888463,False,,,residential,,False,39.176,Delaney Court,,"LINESTRING (-3.7997096 56.1135936, -3.7995841 56.1139389)",,
93888463,False,,,residential,,True,27.777,Delaney Court,,"LINESTRING (-3.7997096 56.1135936, -3.799832 56.1133533)",,
81254209,False,,,residential,,True,50.587,Broad Street,,"LINESTRING (-3.7939794 56.112758, -3.793925 56.1129015, -3.7939087 56.1129444, -3.7938106 56.1132031)",,
"[193368674, 81254163]",False,,,residential,,True,212.599,"['Glasshouse Loan', 'Castle Street']",,"LINESTRING (-3.7981891 56.1111327, -3.7992594 56.111213, -3.8002687 56.1113097, -3.8003363 56.111325, -3.8003853 56.1113429, -3.8004277 56.1113772, -3.8004468 56.111421, -3.8004405 56.1114494, -3.8003429 56.1117007, -3.8002736 56.1119911)",,
81254325,False,,,residential,,True,251.30599999999998,Ward Street,,"LINESTRING (-3.7981891 56.1111327, -3.7978867 56.1118821, -3.7976285 56.1125219, -3.7976354 56.1125687, -3.7976411 56.1126065, -3.7977454 56.1126956, -3.7988737 56.1128372)",,
82509940,False,,,unclassified,,True,68.82000000000001,Bank Street,,"LINESTRING (-3.7947728 56.1133887, -3.7940401 56.113693, -3.793876 56.1137532)",,
"[81251659, 124529661]",False,,,unclassified,,False,37.368,"['Bedford Place', 'Kirkgate']",,"LINESTRING (-3.7947728 56.1133887, -3.7949646 56.1133811, -3.795212 56.1133964, -3.7953722 56.113408)",,
87133156,True,1,,unclassified,20 mph,False,10.741999999999999,,,"LINESTRING (-3.789387 56.1143828, -3.7893438 56.1143795, -3.7892842 56.114364, -3.7892392 56.1143387)",roundabout,
754053908,False,2,,unclassified,20 mph,True,125.096,Auldbrig Road,,"LINESTRING (-3.789387 56.1143828, -3.7893686 56.1144876, -3.7892944 56.1146552, -3.7892129 56.114806, -3.7891375 56.1149319, -3.7890066 56.1150977, -3.7889366 56.1151766, -3.7888626 56.1152295, -3.7885273 56.1153466)",,
237358767,False,,,residential,,True,52.264,Ward Street,,"LINESTRING (-3.79906 56.1123788, -3.7988737 56.1128372)",,
87130643,False,,,residential,,True,22.361,Sunnyside Court,,"LINESTRING (-3.7916548 56.1189939, -3.7913436 56.1190956)",,
81227048,False,,,residential,20 mph,False,191.816,Ochil Street,,"LINESTRING (-3.7979119 56.1194932, -3.7991506 56.1179124)",,
520016713,False,,B9096,secondary,30 mph,True,36.95,Tullibody Road,,"LINESTRING (-3.7979119 56.1194932, -3.7982208 56.1197774)",,
"[520016713, 120418654]",False,2,B9096,secondary,30 mph,False,84.694,"['Mar Place', 'Tullibody Road']",,"LINESTRING (-3.7979119 56.1194932, -3.7974503 56.1190686, -3.7972336 56.1188736, -3.7972031 56.1188421)",,
81226781,True,2,,residential,20 mph,False,15.677,Kellie Place,,"LINESTRING (-3.7974586 56.1178506, -3.7976642 56.1177685)",,
81226948,True,1,,residential,20 mph,False,113.14200000000001,Ludgate,,"LINESTRING (-3.7974586 56.1178506, -3.7973476 56.1187177, -3.7972031 56.1188421)",,
120418654,False,2,B9096,secondary,30 mph,False,127.594,Mar Place,,"LINESTRING (-3.7972031 56.1188421, -3.7966679 56.1183654, -3.7965999 56.118308, -3.7960719 56.1178838)",,
"[520016713, 120418654]",False,2,B9096,secondary,30 mph,True,84.694,"['Mar Place', 'Tullibody Road']",,"LINESTRING (-3.7972031 56.1188421, -3.7972336 56.1188736, -3.7974503 56.1190686, -3.7979119 56.1194932)",,
81227048,False,,,residential,20 mph,True,191.816,Ochil Street,,"LINESTRING (-3.7991506 56.1179124, -3.7979119 56.1194932)",,
4441953,True,1,A907,primary,30 mph,False,94.49,,,"LINESTRING (-3.7991506 56.1179124, -3.7979168 56.1178406, -3.7976642 56.1177685)",,
120418655,False,,,residential,,False,54.843,Hill Street,,"LINESTRING (-3.7974683 56.1200368, -3.7982208 56.1197774)",,
