osmid,ref,name,highway,maxspeed,oneway,reversed,length,geometry,lanes,junction,bridge,tunnel
48568096,A123,Cranbrook Road,primary,,False,False,185.49800000000002,"LINESTRING (0.0690247 51.5615166, 0.0691133 51.5613834, 0.0691464 51.5613362, 0.0692266 51.5611993, 0.0695466 51.5606284, 0.0697626 51.5602218, 0.0697794 51.5601901, 0.0698 51.5601513, 0.0699109 51.5599425)",,,,
48568096,A123,Cranbrook Road,primary,,False,True,89.04000000000002,"LINESTRING (0.0690247 51.5615166, 0.0689779 51.5615743, 0.0689087 51.561648, 0.0688589 51.5616863, 0.0686994 51.5617943, 0.0686065 51.5618346, 0.0683964 51.5619482, 0.0682863 51.5620128, 0.0682124 51.5620699, 0.0681781 51.5621084)",,,,
112517341,,Ley Street,tertiary,,False,True,51.553,"LINESTRING (0.0764921 51.5615423, 0.0763062 51.5614606, 0.0761734 51.5614022, 0.0760634 51.5613122, 0.0760053 51.5612105)",,,,
217416743,,Ley Street,tertiary,,False,False,69.104,"LINESTRING (0.0764921 51.5615423, 0.0766528 51.5616198, 0.0768248 51.5616857, 0.077021 51.5617291, 0.0772138 51.5617537, 0.0773983 51.5617797)",,,,
1135388168,,Sylvan Road,unclassified,,False,False,15.177,"LINESTRING (0.0764921 51.5615423, 0.0765603 51.5614936, 0.0766236 51.5614334)",,,,
"[4357464, 4357463]",,"['Ley Street', 'Myrtle Road']",residential,,False,True,269.82599999999996,"LINESTRING (0.0760053 51.5612105, 0.075959 51.5612229, 0.0758708 51.5612327, 0.075824 51.5612328, 0.0757793 51.5612223, 0.0757345 51.5612065, 0.0751033 51.5609609, 0.0748247 51.5608636, 0.0745276 51.5607726, 0.0743137 51.5607166, 0.0736287 51.5605783, 0.073538 51.5605735, 0.0734443 51.5605798, 0.073396 51.5605923, 0.0733673 51.5606135, 0.0732789 51.5607218, 0.0729689 51.5610877, 0.0729292 51.5611165, 0.0728753 51.5611399)",,,,
"[23651529, 4263332, 23651525]",,Hainault Street,tertiary,,False,True,126.829,"LINESTRING (0.0760053 51.5612105, 0.0759677 51.5609877, 0.0759578 51.5608559, 0.0759557 51.5607995, 0.0759945 51.5606148, 0.0761619 51.5602371, 0.0762254 51.5600922)",,,yes,
112517341,,Ley Street,tertiary,,False,False,51.553,"LINESTRING (0.0760053 51.5612105, 0.0760634 51.5613122, 0.0761734 51.5614022, 0.0763062 51.5614606, 0.0764921 51.5615423)",,,,
"[23651529, 4263332, 23651525]",,Hainault Street,tertiary,,False,False,126.82900000000001,"LINESTRING (0.0762254 51.5600922, 0.0761619 51.5602371, 0.0759945 51.5606148, 0.0759557 51.5607995, 0.0759578 51.5608559, 0.0759677 51.5609877, 0.0760053 51.5612105)",,,yes,
4263332,,Hainault Street,tertiary,,False,True,54.412,"LINESTRING (0.0762254 51.5600922, 0.0763937 51.5597282, 0.0764428 51.5596219)",,,,
8394063,,Grange Road,residential,20 mph,False,True,152.88299999999998,"LINESTRING (0.0782966 51.5543114, 0.0779855 51.554241, 0.0768367 51.553993, 0.076218 51.5538429)",,,,
8394067,,Woodlands Road,residential,20 mph,True,False,79.29499999999999,"LINESTRING (0.0782966 51.5543114, 0.0782481 51.5543473, 0.0782371 51.5543685, 0.0781537 51.5545818, 0.0779515 51.5549872)",,,,
54676530,,Grosvenor Road,residential,,False,True,147.217,"LINESTRING (0.0778899 51.55717, 0.0774143 51.5580843, 0.0772771 51.5583289, 0.0771753 51.5584114)",,,,
315543937,,Albert Road,residential,20 mph,False,False,71.524,"LINESTRING (0.0778899 51.55717, 0.0771693 51.5570189, 0.0769106 51.5569626)",,,,
54676529,,Woodlands Road,residential,,False,False,123.806,"LINESTRING (0.0769106 51.5569626, 0.0763507 51.5580202)",,,,
315543937,,Albert Road,residential,20 mph,False,False,87.12799999999999,"LINESTRING (0.0769106 51.5569626, 0.0759671 51.5567713, 0.075713 51.5567186)",,,,
315543937,,Albert Road,residential,20 mph,False,True,71.524,"LINESTRING (0.0769106 51.5569626, 0.0771693 51.5570189, 0.0778899 51.55717)",,,,
4357460,,Balfour Road,residential,,False,False,36.528999999999996,"LINESTRING (0.0711563 51.5606874, 0.0712862 51.5608177, 0.0713961 51.5608971, 0.0714651 51.560953)",,,,
4357465,,Thorold Road,residential,,False,True,132.17600000000002,"LINESTRING (0.0711563 51.5606874, 0.0712316 51.560673, 0.0712762 51.5606699, 0.0713476 51.5606732, 0.0722352 51.5609632, 0.072771 51.5611423, 0.0728224 51.5611464, 0.0728753 51.5611399)",,,,
"[8118421, 782067894]",,Balfour Road,residential,,False,True,120.24000000000001,"LINESTRING (0.0711563 51.5606874, 0.0708214 51.5603039, 0.0706514 51.5601034, 0.0703477 51.5597301)",,,,
4357459,,Morland Road,unclassified,20 mph,True,False,130.647,"LINESTRING (0.0714032 51.5610574, 0.0709865 51.5612586, 0.070975 51.5612742, 0.0707512 51.5615773, 0.0703768 51.5620156)",,,,
155097648,,Granville Road,residential,20 mph,False,False,91.393,"LINESTRING (0.0724425 51.5618268, 0.0723651 51.5618745, 0.0720833 51.5622007, 0.0717911 51.5625389)",,,,
535669202,,Balfour Road,residential,20 mph,False,True,93.31,"LINESTRING (0.0724425 51.5618268, 0.0716548 51.5611645, 0.0716418 51.5611513)",,,,
8142351,,Thorold Road,residential,20 mph,False,True,225.93500000000003,"LINESTRING (0.0758555 51.5622227, 0.0752451 51.5619651, 0.0744885 51.56171, 0.0731606 51.5612733, 0.0730312 51.561207)",,,,
96203591,,Adelaide Road,residential,,True,False,87.67699999999999,"LINESTRING (0.0758555 51.5622227, 0.0763626 51.5616481, 0.0764176 51.5616082, 0.0764423 51.5615859, 0.0764921 51.5615423)",,,,
31820895,,Wellesley Road,residential,20 mph,True,False,113.771,"LINESTRING (0.0717911 51.5625389, 0.0704629 51.5620474, 0.0703768 51.5620156)",,,,
155097648,,Granville Road,residential,20 mph,False,True,91.393,"LINESTRING (0.0717911 51.5625389, 0.0720833 51.5622007, 0.0723651 51.5618745, 0.0724425 51.5618268)",,,,
31820895,,Wellesley Road,residential,20 mph,True,False,108.728,"LINESTRING (0.0703768 51.5620156, 0.0695888 51.5617111, 0.0692033 51.5615777, 0.0690247 51.5615166)",,,,
30982108,,Beal Road,residential,,True,False,74.404,"LINESTRING (0.0672039 51.5618022, 0.0664985 51.5615921, 0.0662347 51.5615112)",,,,
155097649,,Mansfield Road,residential,20 mph,False,True,263.638,"LINESTRING (0.0672039 51.5618022, 0.067236 51.5617616, 0.0684568 51.5602268, 0.0688503 51.5597238, 0.0688901 51.5596756)",,,,
155097647,,Argyle Road,residential,,False,True,256.96299999999997,"LINESTRING (0.0662347 51.5615112, 0.0662639 51.5614747, 0.0672589 51.5602314, 0.0678577 51.5594696, 0.0678823 51.5594397)",,,,
575113923,,Beal Road,residential,,False,False,81.01100000000001,"LINESTRING (0.0662347 51.5615112, 0.0652241 51.5612095, 0.0651783 51.5611958)",,,,
155097665,,Belgrave Avenue,residential,,False,False,172.033,"LINESTRING (0.0651783 51.5611958, 0.0640933 51.5624396, 0.0640341 51.5624807, 0.0639347 51.5625267)",,,,
155097665,,Belgrave Avenue,residential,,False,True,250.751,"LINESTRING (0.0651783 51.5611958, 0.0656294 51.5606535, 0.0660196 51.5602091, 0.0668439 51.5592314, 0.06687 51.5592011)",,,,
575113923,,Beal Road,residential,,False,True,81.01100000000001,"LINESTRING (0.0651783 51.5611958, 0.0652241 51.5612095, 0.0662347 51.5615112)",,,,
155097652,,York Road,residential,,False,False,74.017,"LINESTRING (0.06687 51.5592011, 0.0658693 51.5589644)",,,,
155097652,,York Road,residential,,False,True,74.84100000000001,"LINESTRING (0.06687 51.5592011, 0.0678294 51.5594267, 0.0678823 51.5594397)",,,,
155097665,,Belgrave Avenue,residential,,False,False,250.751,"LINESTRING (0.06687 51.5592011, 0.0668439 51.5592314, 0.0660196 51.5602091, 0.0656294 51.5606535, 0.0651783 51.5611958)",,,,
155097652,,York Road,residential,,False,True,46.618,"LINESTRING (0.0678823 51.5594397, 0.0685158 51.5595834)",,,,
155097647,,Argyle Road,residential,,False,False,256.96299999999997,"LINESTRING (0.0678823 51.5594397, 0.0678577 51.5594696, 0.0672589 51.5602314, 0.0662639 51.5614747, 0.0662347 51.5615112)",,,,
155097652,,York Road,residential,,False,False,74.84100000000001,"LINESTRING (0.0678823 51.5594397, 0.0678294 51.5594267, 0.06687 51.5592011)",,,,
155097652,,York Road,residential,,False,False,27.832,"LINESTRING (0.0688901 51.5596756, 0.0685158 51.5595834)",,,,
575113924,,York Road,residential,,False,False,35.5,"LINESTRING (0.0688901 51.5596756, 0.0693694 51.5597902)",,,,
155097649,,Mansfield Road,residential,20 mph,False,False,263.638,"LINESTRING (0.0688901 51.5596756, 0.0688503 51.5597238, 0.0684568 51.5602268, 0.067236 51.5617616, 0.0672039 51.5618022)",,,,
155097652,,York Road,residential,,False,False,85.112,"LINESTRING (0.0658693 51.5589644, 0.0647141 51.5586997)",,,,
155097652,,York Road,residential,,False,True,74.017,"LINESTRING (0.0658693 51.5589644, 0.06687 51.5592011)",,,,
155097652,,York Road,residential,,False,True,85.112,"LINESTRING (0.0647141 51.5586997, 0.0658693 51.5589644)",,,,
"[1069283139, 535447151, 535447152, 535672337, 1098009241, 535672339, 1056478904, 1056478905, 1098009242, 4357372]",,Mill Road,unclassified,,False,False,231.182,"LINESTRING (0.0647141 51.5586997, 0.0651574 51.5584526, 0.0652291 51.5584073, 0.0653015 51.5583351, 0.0653416 51.5582902, 0.0654918 51.558028, 0.065505 51.5579959, 0.0655317 51.557848, 0.0655524 51.5577539, 0.0655743 51.5577062, 0.065611 51.5576631, 0.0656989 51.5575713, 0.0659204 51.5573927, 0.0662637 51.5571242, 0.0662897 51.5571059, 0.0663475 51.5570667, 0.0664639 51.5569944)",1,,,
"[4357464, 4357463]",,"['Ley Street', 'Myrtle Road']",residential,,False,False,269.8260000000001,"LINESTRING (0.0728753 51.5611399, 0.0729292 51.5611165, 0.0729689 51.5610877, 0.0732789 51.5607218, 0.0733673 51.5606135, 0.073396 51.5605923, 0.0734443 51.5605798, 0.073538 51.5605735, 0.0736287 51.5605783, 0.0743137 51.5607166, 0.0745276 51.5607726, 0.0748247 51.5608636, 0.0751033 51.5609609, 0.0757345 51.5612065, 0.0757793 51.5612223, 0.075824 51.5612328, 0.0758708 51.5612327, 0.075959 51.5612229, 0.0760053 51.5612105)",,,,
4357465,,Thorold Road,residential,,False,False,132.17600000000002,"LINESTRING (0.0728753 51.5611399, 0.0728224 51.5611464, 0.072771 51.5611423, 0.0722352 51.5609632, 0.0713476 51.5606732, 0.0712762 51.5606699, 0.0712316 51.560673, 0.0711563 51.5606874)",,,,
155097665,,Belgrave Avenue,residential,,False,True,172.033,"LINESTRING (0.0639347 51.5625267, 0.0640341 51.5624807, 0.0640933 51.5624396, 0.0651783 51.5611958)",,,,
48568096,A123,Cranbrook Road,primary,,False,False,69.482,"LINESTRING (0.0678461 51.5626963, 0.0678994 51.5626125, 0.0679088 51.5625954, 0.068008 51.5624161, 0.0680713 51.5622601, 0.0680891 51.562225, 0.068113 51.5621835, 0.0681781 51.5621084)",,,,
54676527,,Cleveland Road,residential,,False,False,66.497,"LINESTRING (0.0743101 51.5564196, 0.0740422 51.5567775, 0.0738999 51.5569605)",,,,
585995962,,Albert Road,residential,20 mph,False,False,186.82000000000002,"LINESTRING (0.0743101 51.5564196, 0.0725195 51.5558974, 0.0719222 51.5557232, 0.0718623 51.555708)",,,,
585995962,,Albert Road,residential,20 mph,False,True,102.577,"LINESTRING (0.0743101 51.5564196, 0.074594 51.5564917, 0.0749127 51.5565538, 0.0751213 51.5565974, 0.075713 51.5567186)",,,,
613593605,,Cleveland Road,residential,,True,False,87.012,"LINESTRING (0.0743101 51.5564196, 0.0747303 51.5558559, 0.0748346 51.5557083)",,,,
155112384,,Bedford Road,residential,20 mph,False,True,179.9,"LINESTRING (0.0748346 51.5557083, 0.0750083 51.5557533, 0.0759166 51.555989, 0.0771301 51.5562915, 0.0772447 51.5563181)",,,,
613593606,,Bedford Road,residential,20 mph,False,False,208.50099999999998,"LINESTRING (0.0748346 51.5557083, 0.0746772 51.555667, 0.0740735 51.5554862, 0.0730546 51.5551902, 0.0726252 51.5550646, 0.0721052 51.554911)",,,,
679624897,,Cleveland Road,residential,,False,True,76.328,"LINESTRING (0.0748346 51.5557083, 0.0750946 51.5553134, 0.0752669 51.5550768)",,,,
8398106,,Rutland Road,residential,20 mph,False,True,172.958,"LINESTRING (0.0752669 51.5550768, 0.0754452 51.5551276, 0.0764871 51.5553865, 0.0774891 51.5556272, 0.0775931 51.5556482)",,,,
679624896,,Rutland Road,residential,20 mph,True,False,201.638,"LINESTRING (0.0752669 51.5550768, 0.0751141 51.555025, 0.0749951 51.5550057, 0.0744575 51.5548534, 0.073547 51.5545867, 0.0728921 51.5543941, 0.0727642 51.5543391, 0.072636 51.5543008)",,,,
679624897,,Cleveland Road,residential,,False,False,76.328,"LINESTRING (0.0752669 51.5550768, 0.0750946 51.5553134, 0.0748346 51.5557083)",,,,
679624898,,Cleveland Road,residential,,False,True,76.171,"LINESTRING (0.0752669 51.5550768, 0.0754393 51.5548525, 0.0755644 51.554688, 0.0757445 51.5544595)",,,,
8398138,,Cleveland Road,residential,,False,True,75.977,"LINESTRING (0.0757445 51.5544595, 0.0758382 51.5543375, 0.076218 51.5538429)",,,,
25863624,,Dudley Road,residential,20 mph,False,True,163.49699999999999,"LINESTRING (0.0757445 51.5544595, 0.0758848 51.5544963, 0.0766801 51.5546889, 0.0778313 51.5549626, 0.0779515 51.5549872)",,,,
679624898,,Cleveland Road,residential,,False,False,76.171,"LINESTRING (0.0757445 51.5544595, 0.0755644 51.554688, 0.0754393 51.5548525, 0.0752669 51.5550768)",,,,
8394063,,Grange Road,residential,20 mph,False,False,152.883,"LINESTRING (0.076218 51.5538429, 0.0768367 51.553993, 0.0779855 51.554241, 0.0782966 51.5543114)",,,,
8398138,,Cleveland Road,residential,,False,False,75.977,"LINESTRING (0.076218 51.5538429, 0.0758382 51.5543375, 0.0757445 51.5544595)",,,,
8398131,,Bengal Road,residential,,False,False,182.21,"LINESTRING (0.0696225 51.5543333, 0.0719494 51.5551027)",,,,
31315838,,Riverdene Road,residential,,False,False,3.147,"LINESTRING (0.0696225 51.5543333, 0.0696031 51.5543589)",,,,
31315838,,Riverdene Road,residential,,False,True,45.742,"LINESTRING (0.0696225 51.5543333, 0.0699039 51.553961)",,,,
155112489,,Britannia Road,residential,,False,False,180.00099999999998,"LINESTRING (0.0692862 51.5548656, 0.0693095 51.5548736, 0.0706872 51.5553689, 0.0708465 51.5554768, 0.0710428 51.5555841, 0.0713696 51.5556857, 0.0714244 51.5557, 0.0714817 51.5557174)",,,,
"[1046623450, 31315838]",,Riverdene Road,residential,,False,True,61.852000000000004,"LINESTRING (0.0692862 51.5548656, 0.0692755 51.5548576, 0.0692663 51.5548469, 0.0692621 51.5548314, 0.0692732 51.5548172, 0.06939 51.5546439, 0.0696031 51.5543589)",,,,
155112491,,Audrey Road,residential,,False,False,168.128,"LINESTRING (0.0688744 51.5553462, 0.0703429 51.5558803, 0.0706808 51.5559922, 0.0709989 51.5560795)",,,,
535802100,,Riverdene Road,residential,,False,True,149.87900000000002,"LINESTRING (0.0688744 51.5553462, 0.0686529 51.5556425, 0.0681907 51.5561295, 0.0677648 51.5564613, 0.067733 51.5564854)",,,,
813645868,,Riverdene Road,residential,,False,False,48.796,"LINESTRING (0.0688744 51.5553462, 0.0689037 51.5553111, 0.0691705 51.5549479)",,,,
8398146,,Agnes Avenue,residential,,False,False,31.655,"LINESTRING (0.0685478 51.5542339, 0.0684499 51.554512)",,,,
"[8398144, 8398146, 1175120045, 667957109, 31315838]",,"['Riverdene Road', 'Kenneth Avenue', 'Agnes Avenue']",residential,,False,"[False, True]",171.342,"LINESTRING (0.0685478 51.5542339, 0.068774 51.553608, 0.0697964 51.5537891, 0.0699291 51.5538215, 0.0699579 51.5538534, 0.0699559 51.553869, 0.069943 51.5538912, 0.0699039 51.553961)",,,,
14012291,,Fallaize Avenue,residential,,False,False,74.372,"LINESTRING (0.0685478 51.5542339, 0.0694691 51.5543325, 0.0695412 51.5543438, 0.0696031 51.5543589)",,,,
8398146,,Agnes Avenue,residential,,False,True,31.655,"LINESTRING (0.0684499 51.554512, 0.0685478 51.5542339)",,,,
155097652,,York Road,residential,,False,False,46.618,"LINESTRING (0.0685158 51.5595834, 0.0678823 51.5594397)",,,,
155097652,,York Road,residential,,False,True,27.832,"LINESTRING (0.0685158 51.5595834, 0.0688901 51.5596756)",,,,
173871174,,York Place,residential,,False,True,120.667,"LINESTRING (0.0685158 51.5595834, 0.0685379 51.5595462, 0.0686538 51.559351, 0.0686829 51.5593292, 0.0687128 51.5593313, 0.0694705 51.5595235, 0.0694898 51.5595476, 0.0694899 51.5595648, 0.0693924 51.5597471, 0.0693694 51.5597902)",,,,
"[94416432, 1069283143, 1069283142, 1175383815]",,High Road,unclassified,,True,False,110.13600000000001,"LINESTRING (0.0716131 51.5586268, 0.0715262 51.5586332, 0.0712177 51.5585602, 0.0705834 51.5584122, 0.0704364 51.5583707, 0.0703701 51.5583519, 0.0703146 51.5583346, 0.0701343 51.5582785)",,,,
474079185,,Havelock Street,unclassified,,False,False,23.117,"LINESTRING (0.0757881 51.5600037, 0.0754711 51.5599375)",,,,
25355794,,Havelock Street,unclassified,,True,False,31.792,"LINESTRING (0.0757881 51.5600037, 0.0761195 51.5600708, 0.0762254 51.5600922)",,,,
43177844,,Riches Road,tertiary,30 mph,False,False,30.353,"LINESTRING (0.0782675 51.5593924, 0.0780279 51.5593451, 0.0779694 51.5593368, 0.0779161 51.5593292, 0.0778433 51.5593325)",,,,
4950263,A123,Ilford Lane,primary,30 mph,True,False,54.138,"LINESTRING (0.0714081 51.5558644, 0.0713488 51.5559286, 0.0712608 51.5563378)",,,,
1246996817,A123,Ilford Lane,primary,30 mph,False,False,17.134,"LINESTRING (0.0714081 51.5558644, 0.0714358 51.5557984, 0.0714817 51.5557174)",,,,
"[509455883, 4950319]",,Roden Street,unclassified,,True,False,46.336,"LINESTRING (0.0690437 51.5571517, 0.0689705 51.5570935, 0.0687416 51.5570074, 0.0687025 51.5569927, 0.0686265 51.5569641, 0.0684881 51.5569292)",,,,
"[667955947, 1069283140, 1069283141]",A118,,primary,30 mph,True,False,36.227000000000004,"LINESTRING (0.0690437 51.5571517, 0.0688764 51.557133, 0.0687226 51.5571314, 0.068612 51.5571421, 0.0685275 51.557158)",,,,
"[48776696, 4950271]",A118,Ilford Hill,primary,30 mph,True,False,56.644000000000005,"LINESTRING (0.0695829 51.5583051, 0.0696796 51.558379, 0.0698528 51.5584498, 0.069902 51.5584761, 0.0700052 51.5585557, 0.0701366 51.5586727)",,,,
48373655,A118,,primary,30 mph,True,False,40.23,"LINESTRING (0.0695829 51.5583051, 0.0697397 51.5583392, 0.0698472 51.5583446, 0.0699152 51.5583365, 0.0699425 51.5583329, 0.0700194 51.5583115, 0.0701343 51.5582785)",,,,
4950311,A118,Chapel Road,primary,30 mph,True,False,66.674,"LINESTRING (0.0701558 51.5576967, 0.0700451 51.5575487, 0.0699121 51.5574748, 0.0698624 51.5574495, 0.0694673 51.5573039)",,,,
48714704,A118,,primary,30 mph,True,False,27.314,"LINESTRING (0.0701558 51.5576967, 0.0701866 51.5575415, 0.0701945 51.5575015, 0.0702041 51.5574529)",,,,
4950300,A123,Cranbrook Road,primary,30 mph,False,False,25.606,"LINESTRING (0.0701366 51.5586727, 0.0701716 51.5588097, 0.0702034 51.5588991)",,,,
4950301,A123,Cranbrook Road,primary,30 mph,False,False,43.897,"LINESTRING (0.0701366 51.5586727, 0.0701231 51.5584911, 0.0701199 51.5584481, 0.0701219 51.558372, 0.0701343 51.5582785)",,,,
4950305,A118,Chapel Road,primary,30 mph,True,False,29.665,"LINESTRING (0.0678018 51.5574336, 0.0677672 51.5574766, 0.0677218 51.5575256, 0.0677162 51.5575662, 0.0677234 51.5575999, 0.0677872 51.5576778)",,,,
"[535802112, 48373652]",A118,Chapel Road,primary,30 mph,True,False,29.487000000000002,"LINESTRING (0.0678018 51.5574336, 0.0677205 51.5574524, 0.0676498 51.5574687, 0.067612 51.5574743, 0.0675505 51.5574797, 0.0674828 51.5574784, 0.0673894 51.5574913)",,,,
"[4950412, 509455869]",A118,Ilford Hill,primary,30 mph,True,False,35.191,"LINESTRING (0.0673894 51.5574913, 0.0674259 51.5575354, 0.0674652 51.5575557, 0.0675265 51.5575795, 0.067676 51.5576447, 0.0677872 51.5576778)",,,,
31323415,A118,Ilford Hill,primary,30 mph,False,True,84.60600000000001,"LINESTRING (0.0673894 51.5574913, 0.0673011 51.557447, 0.067155 51.5573731, 0.0669402 51.5572635, 0.0665927 51.5570761, 0.066542 51.5570468, 0.0664639 51.5569944)",,,,
48373654,A118,Ilford Hill,primary,30 mph,True,False,6.17,"LINESTRING (0.0677872 51.5576778, 0.0678657 51.5577042)",,,,
48373653,A118,,primary,30 mph,True,False,33.824,"LINESTRING (0.0694673 51.5573039, 0.0690437 51.5571517)",,,,
4950324,,Reads Close,residential,,False,False,41.836,"LINESTRING (0.0694673 51.5573039, 0.0693655 51.5573464, 0.0693372 51.5573622, 0.0692562 51.5574461, 0.0692379 51.5574937, 0.0692246 51.5575282, 0.0692393 51.557571, 0.0692816 51.5576139)",,,,
"[4950320, 509455874]",,Roden Street,unclassified,,True,False,26.880000000000003,"LINESTRING (0.0684881 51.5569292, 0.0685385 51.5569794, 0.0685619 51.5570351, 0.06856 51.5570585, 0.0685478 51.5570896, 0.0685275 51.557158)",,,,
"[31318816, 217415987, 139907101]",,Roden Street,unclassified,,False,False,72.141,"LINESTRING (0.0684881 51.5569292, 0.068403 51.5568885, 0.0683096 51.5568489, 0.068193 51.5567944, 0.0681415 51.5567598, 0.0680729 51.5567137, 0.0680099 51.5566714, 0.067733 51.5564854)",,,,
4950324,,Reads Close,residential,,False,True,41.836,"LINESTRING (0.0692816 51.5576139, 0.0692393 51.557571, 0.0692246 51.5575282, 0.0692379 51.5574937, 0.0692562 51.5574461, 0.0693372 51.5573622, 0.0693655 51.5573464, 0.0694673 51.5573039)",,,,
"[4950408, 535802104, 101791284, 101791285]",A118,Ilford Hill,primary,30 mph,True,False,123.56200000000001,"LINESTRING (0.0650223 51.556352, 0.0652168 51.5564288, 0.0654764 51.5565343, 0.0656997 51.5566333, 0.0660743 51.5568147, 0.0662302 51.5569138, 0.0662909 51.5569492, 0.0663289 51.5569704, 0.0664639 51.5569944)",2,,yes,
