osmid,name,highway,maxspeed,oneway,reversed,length,geometry,width,lanes,est_width,bridge
3993063,Free School Lane,unclassified,20 mph,False,False,14.44,"LINESTRING (0.1194365 52.2024566, 0.1193276 52.2025308, 0.1192841 52.2025447)",,,2,
3993065,Pembroke Street,residential,20 mph,True,False,92.32400000000001,"LINESTRING (0.1194365 52.2024566, 0.1195775 52.2025594, 0.1196037 52.2025724, 0.1197369 52.2026383, 0.1199456 52.2026867, 0.1204075 52.2027835, 0.1205333 52.2028144, 0.1206122 52.2028319)",,,,
3993048,King's Parade,living_street,20 mph,False,True,146.02200000000002,"LINESTRING (0.1177971 52.2050995, 0.1176627 52.2045699, 0.1176368 52.2044024, 0.1176307 52.2043654, 0.1176132 52.2042588, 0.1175971 52.2041212, 0.1175592 52.2038803, 0.1175459 52.203796)",,2,,
"[908373409, 55216749]",Peas Hill,living_street,20 mph,False,False,38.717,"LINESTRING (0.1188337 52.2045819, 0.1189256 52.204381, 0.1189897 52.2042471)",14.4,,,
3993048,King's Parade,living_street,20 mph,False,False,146.02200000000002,"LINESTRING (0.1175459 52.203796, 0.1175592 52.2038803, 0.1175971 52.2041212, 0.1176132 52.2042588, 0.1176307 52.2043654, 0.1176368 52.2044024, 0.1176627 52.2045699, 0.1177971 52.2050995)",,2,,
3993069,Trumpington Street,living_street,20 mph,False,False,156.786,"LINESTRING (0.1175459 52.203796, 0.1175361 52.2035403, 0.1175278 52.2033377, 0.1175433 52.2032378, 0.1175928 52.2030566, 0.1176083 52.202999, 0.1176232 52.2029438, 0.1176407 52.2028792, 0.1176615 52.2028028, 0.1177909 52.2024003)",,2,,
24448524,Trumpington Street,residential,20 mph,False,False,16.911,"LINESTRING (0.117852 52.2022529, 0.1177909 52.2024003)",7.9,,,
24448524,Trumpington Street,residential,20 mph,False,True,39.736999999999995,"LINESTRING (0.117852 52.2022529, 0.1179223 52.2021222, 0.1180646 52.2019205)",7.9,,,
40801389,Botolph Lane,unclassified,20 mph,False,True,103.103,"LINESTRING (0.117852 52.2022529, 0.1189066 52.2024371, 0.1192841 52.2025447)",2.27,1,,
365877271,Free School Lane,unclassified,20 mph,False,True,154.313,"LINESTRING (0.1184586 52.2038147, 0.118542 52.2037522, 0.1185872 52.2035714, 0.1186517 52.2034538, 0.1187102 52.2033414, 0.1189874 52.2030665, 0.1190851 52.2029103, 0.1191528 52.2026791, 0.1191935 52.2026376, 0.119221 52.2026083, 0.1192666 52.2025597, 0.1192841 52.2025447)",,,,
"[762083761, 13488289, 143724342, 143469263]",Silver Street,"['living_street', 'residential']",20 mph,False,"[False, True]",199.85300000000004,"LINESTRING (0.1164591 52.2021947, 0.1162917 52.2021706, 0.1158118 52.2021, 0.115748 52.2020837, 0.1155271 52.2019779, 0.1154988 52.2019621, 0.1152649 52.2018496, 0.1151286 52.201781, 0.1149835 52.2016898, 0.1148984 52.2016182, 0.1147512 52.2014353, 0.1146345 52.2013276, 0.1145338 52.2012832, 0.1144601 52.2012513, 0.1143025 52.2011633, 0.1142357 52.2011341)",5.9,2,,yes
143724342,Silver Street,living_street,20 mph,False,True,93.61500000000001,"LINESTRING (0.1164591 52.2021947, 0.1171278 52.2022895, 0.1174635 52.2023439, 0.117684 52.2023819, 0.1177909 52.2024003)",5.9,2,,
"[148215570, 148215554]","['Queens Lane', 'Kings Lane']",residential,20 mph,False,False,159.97899999999998,"LINESTRING (0.1164591 52.2021947, 0.1164461 52.2022341, 0.1164076 52.2023506, 0.1163907 52.202405, 0.1163604 52.2025024, 0.1163401 52.2025695, 0.1162431 52.2028912, 0.1162394 52.2029278, 0.1162303 52.2030153, 0.116191 52.2033938, 0.1162181 52.2034398, 0.1165008 52.2034771)",,2,,
"[13488289, 762083761, 143724342, 143469263]",Silver Street,"['residential', 'living_street']",20 mph,False,"[False, True]",199.853,"LINESTRING (0.1142357 52.2011341, 0.1143025 52.2011633, 0.1144601 52.2012513, 0.1145338 52.2012832, 0.1146345 52.2013276, 0.1147512 52.2014353, 0.1148984 52.2016182, 0.1149835 52.2016898, 0.1151286 52.201781, 0.1152649 52.2018496, 0.1154988 52.2019621, 0.1155271 52.2019779, 0.115748 52.2020837, 0.1158118 52.2021, 0.1162917 52.2021706, 0.1164591 52.2021947)",5.9,2,,yes
3993082,Little St Mary's Lane,residential,20 mph,False,True,123.18699999999998,"LINESTRING (0.1185281 52.2014215, 0.1184986 52.2014139, 0.1180025 52.2012858, 0.1179792 52.2012798, 0.1175777 52.2012016, 0.1172793 52.2011356, 0.1168387 52.2010294)",,,,
3993100,Trumpington Street,residential,20 mph,False,False,63.847,"LINESTRING (0.1185281 52.2014215, 0.1181756 52.2018004, 0.1180646 52.2019205)",11.1,,,
157556181,Tennis Court Terrace,residential,,False,True,65.937,"LINESTRING (0.1213005 52.2014503, 0.1204036 52.2012279)",,,,
3993098,Tennis Court Road,residential,20 mph,False,True,161.67000000000002,"LINESTRING (0.1213005 52.2014503, 0.121269 52.2014887, 0.121203 52.2016684, 0.1211749 52.2017819, 0.1210816 52.2021245, 0.1210669 52.2021586, 0.121044 52.2022116, 0.1208564 52.202498, 0.1206122 52.2028319)",,,,
157556181,Tennis Court Terrace,residential,,False,False,65.937,"LINESTRING (0.1204036 52.2012279, 0.1213005 52.2014503)",,,,
3993063,Free School Lane,unclassified,20 mph,False,True,14.44,"LINESTRING (0.1192841 52.2025447, 0.1193276 52.2025308, 0.1194365 52.2024566)",,,2,
40801389,Botolph Lane,unclassified,20 mph,False,False,103.103,"LINESTRING (0.1192841 52.2025447, 0.1189066 52.2024371, 0.117852 52.2022529)",2.27,1,,
365877271,Free School Lane,unclassified,20 mph,False,False,154.313,"LINESTRING (0.1192841 52.2025447, 0.1192666 52.2025597, 0.119221 52.2026083, 0.1191935 52.2026376, 0.1191528 52.2026791, 0.1190851 52.2029103, 0.1189874 52.2030665, 0.1187102 52.2033414, 0.1186517 52.2034538, 0.1185872 52.2035714, 0.118542 52.2037522, 0.1184586 52.2038147)",,,,
3993059,Wheeler Street,living_street,20 mph,True,False,54.809000000000005,"LINESTRING (0.1196756 52.2045013, 0.1196102 52.2044738, 0.1194558 52.2043989, 0.119235 52.2043216, 0.1189897 52.2042471)",4.8,,,
147493262,Guildhall Street,living_street,20 mph,False,True,52.521,"LINESTRING (0.1196756 52.2045013, 0.1197728 52.2045671, 0.1198128 52.204611, 0.1198196 52.2046591, 0.1196604 52.2048915, 0.1196396 52.2049219)",4,,,
143722827,Little St Mary's Lane,unclassified,20 mph,False,False,28.302,"LINESTRING (0.1164 52.2009288, 0.1167887 52.2010184)",,,,
"[762083762, 143476477, 3993079]","['Mill Lane', 'Granta Place']",residential,20 mph,False,True,222.657,"LINESTRING (0.1164 52.2009288, 0.1163595 52.2009434, 0.1162951 52.2010315, 0.1160063 52.2014793, 0.1159988 52.2015066, 0.116005 52.2015306, 0.1160198 52.201552, 0.1160408 52.2015691, 0.1160743 52.2015789, 0.1164612 52.2016048, 0.1166467 52.2016155, 0.1169417 52.2016567, 0.1171804 52.2017038, 0.1173228 52.201732, 0.1173917 52.2017456, 0.1174847 52.201765, 0.1177899 52.2018455, 0.1178285 52.2018544, 0.1180646 52.2019205)",,,,
143722827,Little St Mary's Lane,unclassified,20 mph,False,True,28.302,"LINESTRING (0.1167887 52.2010184, 0.1164 52.2009288)",,,,
3993082,Little St Mary's Lane,residential,20 mph,False,False,123.18699999999998,"LINESTRING (0.1168387 52.2010294, 0.1172793 52.2011356, 0.1175777 52.2012016, 0.1179792 52.2012798, 0.1180025 52.2012858, 0.1184986 52.2014139, 0.1185281 52.2014215)",,,,
147493262,Guildhall Street,living_street,20 mph,False,False,52.521,"LINESTRING (0.1196396 52.2049219, 0.1196604 52.2048915, 0.1198196 52.2046591, 0.1198128 52.204611, 0.1197728 52.2045671, 0.1196756 52.2045013)",4,,,
"[148215554, 148215570]","['Queens Lane', 'Kings Lane']",residential,20 mph,False,True,159.97899999999998,"LINESTRING (0.1165008 52.2034771, 0.1162181 52.2034398, 0.116191 52.2033938, 0.1162303 52.2030153, 0.1162394 52.2029278, 0.1162431 52.2028912, 0.1163401 52.2025695, 0.1163604 52.2025024, 0.1163907 52.202405, 0.1164076 52.2023506, 0.1164461 52.2022341, 0.1164591 52.2021947)",,2,,
