osmid,ref,highway,junction,oneway,reversed,length,geometry,lanes,maxspeed,name,bridge
252379972,,residential,roundabout,True,False,16.873,"LINESTRING (-6.3889946 54.453265, -6.3889657 54.4532639, -6.388939 54.4532573, -6.3889177 54.4532459, -6.3889041 54.453231, -6.3888999 54.4532143, -6.3889055 54.4531977, -6.3889202 54.4531832, -6.3889425 54.4531724, -6.3889696 54.4531665)",1,30 mph,,
252379974,,residential,,False,False,11.064,"LINESTRING (-6.3874984 54.4543664, -6.3875904 54.4542825)",,30 mph,,
252379971,,residential,,False,False,23.519,"LINESTRING (-6.3889696 54.4531665, -6.3889489 54.4531013, -6.3889141 54.4529575)",,30 mph,,
252379972,,residential,roundabout,True,False,17.772000000000002,"LINESTRING (-6.3889696 54.4531665, -6.3889971 54.4531661, -6.3890234 54.4531708, -6.3890458 54.45318, -6.389062 54.4531929, -6.3890703 54.4532082, -6.3890699 54.4532241, -6.3890608 54.4532392, -6.389044 54.4532519, -6.3890211 54.4532607, -6.3889946 54.453265)",1,30 mph,,
252379973,,residential,,False,False,48.519,"LINESTRING (-6.3888496 54.4539741, -6.3889611 54.4535426)",,30 mph,,
252379973,,residential,,False,True,16.057,"LINESTRING (-6.3888496 54.4539741, -6.3888127 54.4541169)",,30 mph,,
252379977,,residential,,False,False,61.815,"LINESTRING (-6.3888496 54.4539741, -6.3884425 54.4539422, -6.3879102 54.453873)",,30 mph,,
1036095851,,residential,,False,False,7.646,"LINESTRING (-6.3898641 54.4529068, -6.3897563 54.4528785)",,30 mph,,
1036095851,,residential,,False,True,6.566,"LINESTRING (-6.3898641 54.4529068, -6.3899454 54.4528714)",,30 mph,,
252379976,,residential,,False,False,130.913,"LINESTRING (-6.3898641 54.4529068, -6.3899247 54.4532389, -6.3898037 54.4534583, -6.3897691 54.4535718, -6.3897147 54.4536151, -6.3889611 54.4535426)",,30 mph,,
252379969,,residential,,False,True,70.29400000000001,"LINESTRING (-6.3885132 54.4523656, -6.3883908 54.4524029, -6.3882684 54.4524564, -6.3881311 54.4524956, -6.3879031 54.4525524, -6.3875545 54.4526604)",,30 mph,,
252379971,,residential,,False,False,59.602000000000004,"LINESTRING (-6.3885132 54.4523656, -6.388371 54.452239, -6.3882662 54.4521572, -6.3881918 54.4520904, -6.3881317 54.4519974, -6.3880833 54.4518974)",,30 mph,,
252379971,,residential,,False,True,17.073,"LINESTRING (-6.3885132 54.4523656, -6.3886003 54.4524384, -6.3886626 54.4524922)",,30 mph,,
252379971,,residential,,False,False,54.684,"LINESTRING (-6.3889141 54.4529575, -6.3888972 54.452859, -6.3887215 54.4525482, -6.3886626 54.4524922)",,30 mph,,
252379971,,residential,,False,True,23.519,"LINESTRING (-6.3889141 54.4529575, -6.3889489 54.4531013, -6.3889696 54.4531665)",,30 mph,,
252379974,,residential,,False,True,144.787,"LINESTRING (-6.3889141 54.4529575, -6.3884614 54.4530107, -6.3881636 54.4530846, -6.3880079 54.4531397, -6.3880402 54.4532655, -6.3879102 54.453873)",,30 mph,,
252379975,,residential,,False,True,99.743,"LINESTRING (-6.3866785 54.4522616, -6.3868401 54.45221, -6.3870671 54.4521556, -6.3873482 54.4520659, -6.3875436 54.4520156, -6.3877765 54.4519789, -6.3880833 54.4518974)",,30 mph,,
252379969,,residential,,False,False,70.294,"LINESTRING (-6.3875545 54.4526604, -6.3879031 54.4525524, -6.3881311 54.4524956, -6.3882684 54.4524564, -6.3883908 54.4524029, -6.3885132 54.4523656)",,30 mph,,
1036095853,,residential,,False,False,6.745,"LINESTRING (-6.3891689 54.4515723, -6.3891561 54.4515121)",,30 mph,,
1036095853,,residential,,False,True,7.079,"LINESTRING (-6.3891689 54.4515723, -6.3892714 54.4515947)",,30 mph,,
252379975,,residential,,False,False,78.985,"LINESTRING (-6.3891689 54.4515723, -6.3890298 54.4516112, -6.3888645 54.451657, -6.3885293 54.4517514, -6.3882978 54.4518262, -6.3880833 54.4518974)",,30 mph,,
252379973,,residential,,False,False,16.057,"LINESTRING (-6.3888127 54.4541169, -6.3888496 54.4539741)",,30 mph,,
252379968,,residential,,False,False,5.161,"LINESTRING (-6.3875949 54.4548403, -6.3876596 54.4548131)",,30 mph,,
252379971,,residential,,False,True,59.602000000000004,"LINESTRING (-6.3880833 54.4518974, -6.3881317 54.4519974, -6.3881918 54.4520904, -6.3882662 54.4521572, -6.388371 54.452239, -6.3885132 54.4523656)",,30 mph,,
252379975,,residential,,False,False,99.743,"LINESTRING (-6.3880833 54.4518974, -6.3877765 54.4519789, -6.3875436 54.4520156, -6.3873482 54.4520659, -6.3870671 54.4521556, -6.3868401 54.45221, -6.3866785 54.4522616)",,30 mph,,
252379975,,residential,,False,True,78.985,"LINESTRING (-6.3880833 54.4518974, -6.3882978 54.4518262, -6.3885293 54.4517514, -6.3888645 54.451657, -6.3890298 54.4516112, -6.3891689 54.4515723)",,30 mph,,
252379974,,residential,,False,False,144.787,"LINESTRING (-6.3879102 54.453873, -6.3880402 54.4532655, -6.3880079 54.4531397, -6.3881636 54.4530846, -6.3884614 54.4530107, -6.3889141 54.4529575)",,30 mph,,
252379974,,residential,,False,True,50.256,"LINESTRING (-6.3879102 54.453873, -6.3879007 54.4539173, -6.3875904 54.4542825)",,30 mph,,
252379977,,residential,,False,True,61.815,"LINESTRING (-6.3879102 54.453873, -6.3884425 54.4539422, -6.3888496 54.4539741)",,30 mph,,
252379984,,tertiary,roundabout,True,False,9.746,"LINESTRING (-6.3985921 54.4513219, -6.3985789 54.4513384, -6.3985396 54.4513646, -6.3984887 54.4513827)",1,40 mph,,
252379983,,tertiary,,True,False,33.647,"LINESTRING (-6.398317 54.4513775, -6.3980258 54.4514042, -6.3978043 54.4514293)",1,40 mph,Balteagh Road,
252379984,,tertiary,roundabout,True,False,19.793999999999997,"LINESTRING (-6.398317 54.4513775, -6.3982686 54.4513557, -6.3982339 54.4513264, -6.3982164 54.4512923, -6.3982176 54.4512567, -6.3982376 54.451223)",1,40 mph,,
129809510,,tertiary,,True,False,26.51,"LINESTRING (-6.3982796 54.4511917, -6.3982146 54.4509563)",,40 mph,Highfield Road,
252379984,,tertiary,roundabout,True,False,10.228,"LINESTRING (-6.3982796 54.4511917, -6.3983231 54.4511743, -6.3983729 54.4511643, -6.3984255 54.4511622)",1,40 mph,,
252379984,,tertiary,roundabout,True,False,6.948,"LINESTRING (-6.3984255 54.4511622, -6.3984883 54.4511709, -6.3985261 54.4511827)",1,40 mph,,
291299088,,tertiary,,True,False,34.067,"LINESTRING (-6.3990178 54.4511415, -6.3987503 54.45125, -6.3985921 54.4513219)",1,40 mph,,
24866070,A3,primary,,True,False,52.94799999999999,"LINESTRING (-6.3906927 54.447472, -6.3910093 54.447713, -6.3911871 54.4478516)",2,70 mph,Central Way,
"[1100607532, 866351807]",,unclassified,,True,False,60.5,"LINESTRING (-6.3906927 54.447472, -6.3908822 54.447513, -6.3910896 54.4475288, -6.3912423 54.4475105, -6.3915523 54.4473947)",1,"['40 mph', '70 mph']",,
252380442,,unclassified,,False,True,77.00699999999999,"LINESTRING (-6.3924261 54.4469266, -6.3922281 54.447061, -6.3920125 54.4471718, -6.3918352 54.4472577, -6.3915523 54.4473947)",,40 mph,,
866351808,,unclassified,,True,False,22.386,"LINESTRING (-6.3924261 54.4469266, -6.3924507 54.4468239, -6.3924391 54.4467265)",2,40 mph,,
252380444,,unclassified,roundabout,True,False,14.462,"LINESTRING (-6.3926348 54.446776, -6.392555 54.4467737, -6.3924831 54.4467534, -6.3924391 54.4467265)",1,40 mph,,
252380448,,unclassified,,True,False,21.512,"LINESTRING (-6.3926348 54.446776, -6.3925377 54.4468496, -6.3924261 54.4469266)",1,40 mph,,
252380449,,unclassified,,True,False,15.435,"LINESTRING (-6.392606 54.4465436, -6.3927309 54.4464253)",1,40 mph,,
252380444,,unclassified,roundabout,True,False,12.025,"LINESTRING (-6.392606 54.4465436, -6.3926641 54.4465488, -6.3927172 54.4465636, -6.3927665 54.4465911)",1,40 mph,,
252380644,,residential,,False,False,118.424,"LINESTRING (-6.3998921 54.4512378, -6.3997949 54.4513095, -6.3994362 54.4514477, -6.3988336 54.4516252, -6.398769 54.4516219, -6.3986349 54.451547, -6.3984887 54.4513827)",,30 mph,Avonlea Crescent,
252380642,,residential,,False,False,9.578,"LINESTRING (-6.3976752 54.4505459, -6.3976203 54.4504659)",2,,,
252380646,,residential,,False,False,72.189,"LINESTRING (-6.3962585 54.4516593, -6.3959474 54.4511728, -6.3957918 54.4510792)",,,,
252379408,,tertiary,,False,True,24.641,"LINESTRING (-6.397467 54.4515325, -6.3978043 54.4514293)",2,40 mph,Balteagh Road,
252380640,,residential,,False,True,33.844,"LINESTRING (-6.397467 54.4515325, -6.3976888 54.4518082)",,30 mph,Avonlea Manor,
252379408,,tertiary,,False,False,64.259,"LINESTRING (-6.397467 54.4515325, -6.3971359 54.4516227, -6.3965666 54.4517773)",2,40 mph,Balteagh Road,
252380638,,residential,,False,False,59.013000000000005,"LINESTRING (-6.3957438 54.4505903, -6.3959382 54.4508679, -6.395883 54.4509981, -6.3957918 54.4510792)",,,,
252380638,,residential,,False,True,82.09,"LINESTRING (-6.3957438 54.4505903, -6.3950032 54.4507049, -6.3945215 54.4507899)",,,,
252380642,,residential,,False,True,178.392,"LINESTRING (-6.3957438 54.4505903, -6.3958265 54.4505542, -6.3959545 54.450508, -6.3962156 54.450497, -6.3965273 54.450518, -6.3965982 54.4505074, -6.3966374 54.4504736, -6.3966786 54.4502915, -6.396746 54.4502347, -6.3972348 54.4500903, -6.3973367 54.4500945, -6.3974065 54.4501539, -6.3976203 54.4504659)",2,,,
252380638,,residential,,False,True,59.013000000000005,"LINESTRING (-6.3957918 54.4510792, -6.395883 54.4509981, -6.3959382 54.4508679, -6.3957438 54.4505903)",,,,
252380646,,residential,,False,True,72.189,"LINESTRING (-6.3957918 54.4510792, -6.3959474 54.4511728, -6.3962585 54.4516593)",,,,
253257940,,residential,,False,False,153.05800000000002,"LINESTRING (-6.3957918 54.4510792, -6.3955933 54.4511478, -6.3950783 54.4512196, -6.3950201 54.4512573, -6.3949925 54.4513287, -6.395122 54.4515442, -6.3953895 54.4518121, -6.3955986 54.4520559)",,,Avondale Manor,
252380640,,residential,,False,False,33.844,"LINESTRING (-6.3976888 54.4518082, -6.397467 54.4515325)",,30 mph,Avonlea Manor,
252379984,,tertiary,roundabout,True,False,11.456999999999999,"LINESTRING (-6.3984887 54.4513827, -6.3984314 54.4513911, -6.3983724 54.4513894, -6.398317 54.4513775)",1,40 mph,,
252380644,,residential,,False,True,118.424,"LINESTRING (-6.3984887 54.4513827, -6.3986349 54.451547, -6.398769 54.4516219, -6.3988336 54.4516252, -6.3994362 54.4514477, -6.3997949 54.4513095, -6.3998921 54.4512378)",,30 mph,Avonlea Crescent,
252380638,,residential,,False,False,14.155,"LINESTRING (-6.394312 54.4508269, -6.3945215 54.4507899)",,,,
252380639,,residential,,False,False,69.28399999999999,"LINESTRING (-6.3960931 54.4521329, -6.3962255 54.4521409, -6.3963048 54.4521324, -6.3965898 54.4520557, -6.396652 54.4520272, -6.3966842 54.4519936, -6.3966919 54.4519552, -6.3966789 54.4519182, -6.3965666 54.4517773)",,,Avonlea Grove,
252380638,,residential,,False,True,14.155,"LINESTRING (-6.3945215 54.4507899, -6.394312 54.4508269)",,,,
