osmid,tunnel,oneway,lanes,ref,name,highway,maxspeed,reversed,length,bridge,geometry
75064256,,False,,,Ivy Street,unclassified,,False,43.531000000000006,,"LINESTRING (-3.7254506 53.2948455, -3.7255294 53.2948534, -3.7255964 53.2948574, -3.7259545 53.2948622, -3.726047 53.2948727, -3.7260926 53.2948915)"
419414653,,False,2,A547,Conway Road,primary,20 mph,True,59.34,,"LINESTRING (-3.7277227 53.2951974, -3.7285267 53.2954295)"
419414653,,False,2,A547,Conway Road,primary,20 mph,False,72.193,,"LINESTRING (-3.7277227 53.2951974, -3.7275357 53.2951215, -3.7273659 53.295036, -3.7270883 53.2948584, -3.7269302 53.2947573)"
41014164,,False,,,Rhiw Road,residential,,False,158.61399999999998,,"LINESTRING (-3.7258427 53.2940642, -3.7260825 53.2937957, -3.7262684 53.2935875, -3.7262993 53.293547, -3.7263281 53.2935094, -3.72646 53.2933369, -3.7265826 53.2931492, -3.7266148 53.2930889, -3.7267906 53.2927595)"
153178060,,False,2,A547,,primary,20 mph,False,74.613,,"LINESTRING (-3.7258427 53.2940642, -3.7253234 53.2938585, -3.7249133 53.2936879)"
153178060,,False,2,A547,,primary,20 mph,True,42.131,,"LINESTRING (-3.7258427 53.2940642, -3.7261056 53.2942207, -3.7262366 53.2943062, -3.7262831 53.2943366)"
419414653,,False,2,A547,Conway Road,primary,20 mph,False,59.34,,"LINESTRING (-3.7285267 53.2954295, -3.7277227 53.2951974)"
419414653,,False,2,A547,Conway Road,primary,20 mph,True,32.365,,"LINESTRING (-3.7285267 53.2954295, -3.728969 53.2955513)"
153178060,,False,2,A547,,primary,20 mph,True,28.831,,"LINESTRING (-3.7212301 53.2910367, -3.7214631 53.2912554)"
39653603,,False,,,The Dingle,residential,,False,86.43,,"LINESTRING (-3.7212301 53.2910367, -3.7209021 53.2911597, -3.7201287 53.2914499)"
153178060,,False,2,A547,,primary,20 mph,False,26.035,,"LINESTRING (-3.7222272 53.2919097, -3.7220079 53.2917157)"
153178060,,False,2,A547,,primary,20 mph,True,28.544,,"LINESTRING (-3.7222272 53.2919097, -3.7224621 53.2921246)"
39935029,,False,,,Grove Park,residential,,False,167.764,,"LINESTRING (-3.7222272 53.2919097, -3.7228844 53.2916525, -3.7234962 53.291413, -3.7236421 53.2913587, -3.7237298 53.2913413, -3.7238339 53.2913528, -3.7244285 53.2914895)"
39935029,,False,,,Grove Park,residential,,True,100.426,,"LINESTRING (-3.7270445 53.2922183, -3.7267247 53.2921253, -3.7265276 53.292068, -3.7258749 53.2918781, -3.7256859 53.2918231)"
41014164,,False,,,Rhiw Road,residential,,False,59.989,,"LINESTRING (-3.7270445 53.2922183, -3.7270804 53.2921231, -3.7271009 53.2920124, -3.7270805 53.2918563, -3.7270415 53.2916839)"
41014164,,False,,,Rhiw Road,residential,,True,49.007999999999996,,"LINESTRING (-3.7270445 53.2922183, -3.7269396 53.2924716, -3.7268472 53.2926427)"
54112035,,False,,,Grove Park West,residential,,True,93.453,,"LINESTRING (-3.7270445 53.2922183, -3.7274856 53.2923592, -3.7279168 53.2924968, -3.7282847 53.2926143)"
75066696,,False,,,Hillside Road,residential,,False,112.098,,"LINESTRING (-3.7311821 53.2926865, -3.7295752 53.2923803)"
41014161,,False,,,Coed Pella Road,residential,,False,88.02199999999999,,"LINESTRING (-3.7311821 53.2926865, -3.7313508 53.2923106, -3.7314189 53.2921495, -3.7315646 53.2919299)"
41014161,,False,,,Coed Pella Road,residential,,True,83.443,,"LINESTRING (-3.7311821 53.2926865, -3.7310879 53.292847, -3.7310421 53.2929703, -3.731007 53.293155, -3.7309466 53.2934207)"
45086858,,False,,,Queen's Avenue,residential,,True,85.455,,"LINESTRING (-3.7311821 53.2926865, -3.7315325 53.2926737, -3.7316456 53.2926765, -3.7320251 53.2927243, -3.7324494 53.2927778)"
41014162,,False,,,Woodhill Road,residential,,False,107.938,,"LINESTRING (-3.7315646 53.2919299, -3.7300288 53.2916144)"
41014161,,False,,,Coed Pella Road,residential,,False,88.759,,"LINESTRING (-3.7315646 53.2919299, -3.7316802 53.2917899, -3.7320557 53.2914402, -3.7322604 53.2912495)"
41014161,,False,,,Coed Pella Road,residential,,True,88.02199999999999,,"LINESTRING (-3.7315646 53.2919299, -3.7314189 53.2921495, -3.7313508 53.2923106, -3.7311821 53.2926865)"
41014162,,False,,,Woodhill Road,residential,,False,73.284,,"LINESTRING (-3.7300288 53.2916144, -3.7289828 53.291406)"
41014162,,False,,,Woodhill Road,residential,,True,107.938,,"LINESTRING (-3.7300288 53.2916144, -3.7315646 53.2919299)"
41990186,,False,,,Woodland Park,residential,,False,82.751,,"LINESTRING (-3.7300288 53.2916144, -3.7301739 53.291296, -3.7301775 53.2912637, -3.7301837 53.2912071, -3.7301443 53.2911, -3.7300761 53.290988, -3.7299771 53.2909121)"
41990186,,False,,,Woodland Park,residential,,True,90.382,,"LINESTRING (-3.7300288 53.2916144, -3.7298601 53.2918763, -3.7297474 53.2920976, -3.7295752 53.2923803)"
41014163,,False,,,Ael Y Bryn Road,residential,,True,156.805,,"LINESTRING (-3.7299771 53.2909121, -3.7302216 53.2909146, -3.7303979 53.2909383, -3.7322604 53.2912495)"
41990186,,False,,,Woodland Park,residential,,True,82.751,,"LINESTRING (-3.7299771 53.2909121, -3.7300761 53.290988, -3.7301443 53.2911, -3.7301837 53.2912071, -3.7301775 53.2912637, -3.7301739 53.291296, -3.7300288 53.2916144)"
41990187,,False,,,York Road,residential,,False,92.523,,"LINESTRING (-3.7299771 53.2909121, -3.7298503 53.2909196, -3.7295661 53.2909812, -3.729375 53.2910467, -3.7292312 53.2911071, -3.7291185 53.2911846, -3.7289828 53.291406)"
41014162,,False,,,Woodhill Road,residential,,True,73.284,,"LINESTRING (-3.7289828 53.291406, -3.7300288 53.2916144)"
41990187,,False,,,York Road,residential,,False,86.787,,"LINESTRING (-3.7289828 53.291406, -3.728532 53.2921385)"
41014162,,False,,,Woodhill Road,residential,,False,134.635,,"LINESTRING (-3.7289828 53.291406, -3.7284843 53.2913538, -3.7269759 53.2912441)"
41990187,,False,,,York Road,residential,,True,92.523,,"LINESTRING (-3.7289828 53.291406, -3.7291185 53.2911846, -3.7292312 53.2911071, -3.729375 53.2910467, -3.7295661 53.2909812, -3.7298503 53.2909196, -3.7299771 53.2909121)"
41014164,,False,,,Rhiw Road,residential,,False,18.558,,"LINESTRING (-3.7269759 53.2912441, -3.7269566 53.2910776)"
41014164,,False,,,Rhiw Road,residential,,True,49.098,,"LINESTRING (-3.7269759 53.2912441, -3.7270415 53.2916839)"
41014162,,False,,,Woodhill Road,residential,,True,134.635,,"LINESTRING (-3.7269759 53.2912441, -3.7284843 53.2913538, -3.7289828 53.291406)"
45086853,,False,,,Woodland Park West,residential,,False,135.346,,"LINESTRING (-3.7309466 53.2934207, -3.7290483 53.2929801)"
41014161,,False,,,Coed Pella Road,residential,,False,83.443,,"LINESTRING (-3.7309466 53.2934207, -3.731007 53.293155, -3.7310421 53.2929703, -3.7310879 53.292847, -3.7311821 53.2926865)"
41014161,,False,,,Coed Pella Road,residential,,True,34.049,,"LINESTRING (-3.7309466 53.2934207, -3.7309291 53.2935333, -3.7308992 53.2937256)"
41014161,,False,,,Coed Pella Road,residential,,True,19.806,,"LINESTRING (-3.7306102 53.2946354, -3.7304789 53.2947953)"
41014161,,False,,,Coed Pella Road,residential,,False,63.503,,"LINESTRING (-3.7306102 53.2946354, -3.7306812 53.2945266, -3.7307504 53.294443, -3.7308251 53.2941962, -3.7308449 53.2940866)"
41014164,,False,,,Rhiw Road,residential,,False,49.098,,"LINESTRING (-3.7270415 53.2916839, -3.7269759 53.2912441)"
41014164,,False,,,Rhiw Road,residential,,True,59.989000000000004,,"LINESTRING (-3.7270415 53.2916839, -3.7270805 53.2918563, -3.7271009 53.2920124, -3.7270804 53.2921231, -3.7270445 53.2922183)"
75066696,,False,,,Hillside Road,residential,,True,111.21799999999999,,"LINESTRING (-3.7270415 53.2916839, -3.7275881 53.2918506, -3.7280707 53.2919978, -3.728532 53.2921385)"
45086853,,False,,,Woodland Park West,residential,,True,135.346,,"LINESTRING (-3.7290483 53.2929801, -3.7309466 53.2934207)"
41990186,,False,,,Woodland Park,residential,,False,75.334,,"LINESTRING (-3.7290483 53.2929801, -3.7294416 53.2925258, -3.7295752 53.2923803)"
41990186,,False,,,Woodland Park,residential,,True,62.821,,"LINESTRING (-3.7290483 53.2929801, -3.7287231 53.2933934, -3.7287112 53.2935014)"
75066696,,False,,,Hillside Road,residential,,False,74.367,,"LINESTRING (-3.7295752 53.2923803, -3.728532 53.2921385)"
75066696,,False,,,Hillside Road,residential,,True,112.098,,"LINESTRING (-3.7295752 53.2923803, -3.7311821 53.2926865)"
41990186,,False,,,Woodland Park,residential,,False,90.382,,"LINESTRING (-3.7295752 53.2923803, -3.7297474 53.2920976, -3.7298601 53.2918763, -3.7300288 53.2916144)"
41990186,,False,,,Woodland Park,residential,,True,75.334,,"LINESTRING (-3.7295752 53.2923803, -3.7294416 53.2925258, -3.7290483 53.2929801)"
41990187,,False,,,York Road,residential,,False,55.401,,"LINESTRING (-3.728532 53.2921385, -3.7282847 53.2926143)"
41990187,,False,,,York Road,residential,,True,86.787,,"LINESTRING (-3.728532 53.2921385, -3.7289828 53.291406)"
75066696,,False,,,Hillside Road,residential,,True,74.367,,"LINESTRING (-3.728532 53.2921385, -3.7295752 53.2923803)"
75066696,,False,,,Hillside Road,residential,,False,111.218,,"LINESTRING (-3.728532 53.2921385, -3.7280707 53.2919978, -3.7275881 53.2918506, -3.7270415 53.2916839)"
41990186,,False,,,Woodland Park,residential,,False,62.821,,"LINESTRING (-3.7287112 53.2935014, -3.7287231 53.2933934, -3.7290483 53.2929801)"
45086861,,True,,,Woodland Road East,residential,,False,23.497,,"LINESTRING (-3.7287112 53.2935014, -3.7288243 53.2934889, -3.7289256 53.293499, -3.7290374 53.2935451)"
75066340,,True,,,Riviere's Avenue,residential,,False,134.376,,"LINESTRING (-3.7290374 53.2935451, -3.7308449 53.2940866)"
110682020,,True,,,Woodland Road West,residential,,False,213.899,,"LINESTRING (-3.7290374 53.2935451, -3.7290942 53.2935941, -3.7291424 53.2937305, -3.7291614 53.2938404, -3.7291365 53.2939022, -3.729093 53.2939558, -3.7286422 53.2944458, -3.7286027 53.2944887, -3.7285095 53.2945682, -3.7283965 53.2946647, -3.7282186 53.2948165, -3.7277227 53.2951974)"
41990187,,False,,,York Road,residential,,True,73.50500000000001,,"LINESTRING (-3.7282176 53.2936147, -3.7278302 53.2934788, -3.7277821 53.2934497, -3.7277712 53.2934206, -3.7277866 53.2933858, -3.7279917 53.2931276)"
45086861,,True,,,Woodland Road East,residential,,False,35.26,,"LINESTRING (-3.7282176 53.2936147, -3.7283372 53.2935778, -3.7284809 53.2935412, -3.7287112 53.2935014)"
419414653,,False,2,A547,Conway Road,primary,20 mph,False,32.365,,"LINESTRING (-3.728969 53.2955513, -3.7285267 53.2954295)"
45086854,,True,,,Llewelyn Road,residential,,False,190.586,,"LINESTRING (-3.728969 53.2955513, -3.7292193 53.2952359, -3.7293732 53.295042, -3.7298279 53.294469, -3.7298868 53.294445, -3.7299682 53.2944559, -3.7306102 53.2946354)"
419414653,,False,2,A547,Conway Road,primary,20 mph,True,38.519000000000005,,"LINESTRING (-3.728969 53.2955513, -3.7292144 53.2956217, -3.7294868 53.2957068)"
45086861,,True,,,Woodland Road East,residential,,False,155.64000000000001,,"LINESTRING (-3.7269302 53.2947573, -3.7271538 53.2946139, -3.7273222 53.2944626, -3.7273747 53.2943443, -3.7273975 53.294293, -3.7274097 53.2942655, -3.7277755 53.2938868, -3.7280021 53.2937237, -3.7282176 53.2936147)"
"[153178060, 419414653]",,False,2,A547,Conway Road,primary,20 mph,False,63.547,,"LINESTRING (-3.7269302 53.2947573, -3.7268913 53.2947332, -3.7267671 53.2946518, -3.7262831 53.2943366)"
419414653,,False,2,A547,Conway Road,primary,20 mph,True,72.193,,"LINESTRING (-3.7269302 53.2947573, -3.7270883 53.2948584, -3.7273659 53.295036, -3.7275357 53.2951215, -3.7277227 53.2951974)"
41990187,,False,,,York Road,residential,,False,60.307,,"LINESTRING (-3.7282847 53.2926143, -3.7279917 53.2931276)"
41990187,,False,,,York Road,residential,,True,55.401,,"LINESTRING (-3.7282847 53.2926143, -3.728532 53.2921385)"
54112035,,False,,,Grove Park West,residential,,False,93.453,,"LINESTRING (-3.7282847 53.2926143, -3.7279168 53.2924968, -3.7274856 53.2923592, -3.7270445 53.2922183)"
54112034,,False,,,Douglas Road,residential,,False,103.79500000000002,,"LINESTRING (-3.725709 53.2928847, -3.7251597 53.2934392, -3.7249133 53.2936879)"
54112033,,False,,,Rhiw Bank Avenue,residential,,False,79.62100000000001,,"LINESTRING (-3.7244484 53.2926791, -3.7240626 53.2929883, -3.7237322 53.2932531)"
153178060,,False,2,A547,,primary,20 mph,False,88.759,,"LINESTRING (-3.7249133 53.2936879, -3.7237762 53.2932693)"
54112034,,False,,,Douglas Road,residential,,True,103.79500000000002,,"LINESTRING (-3.7249133 53.2936879, -3.7251597 53.2934392, -3.725709 53.2928847)"
153178060,,False,2,A547,,primary,20 mph,True,74.613,,"LINESTRING (-3.7249133 53.2936879, -3.7253234 53.2938585, -3.7258427 53.2940642)"
153178060,,False,2,A547,,primary,20 mph,False,28.544,,"LINESTRING (-3.7224621 53.2921246, -3.7222272 53.2919097)"
75064251,,True,,,Belgrave Road,residential,,False,137.641,,"LINESTRING (-3.7224621 53.2921246, -3.7221104 53.2922887, -3.7212168 53.2927055, -3.7211696 53.2927136, -3.7211435 53.2927139, -3.7211075 53.2927073, -3.7207483 53.2926362)"
153178060,,False,2,A547,,primary,20 mph,True,38.522,,"LINESTRING (-3.7224621 53.2921246, -3.7226969 53.292336, -3.7227799 53.2924143)"
75064223,,True,,,Trevor Road,residential,,False,319.41799999999995,,"LINESTRING (-3.7191163 53.2937555, -3.7189394 53.2940265, -3.7189171 53.2940606, -3.7187015 53.2943912, -3.7186665 53.2944048, -3.7186185 53.2944105, -3.7176747 53.2942599, -3.7176291 53.2942441, -3.7175955 53.2942239, -3.7175733 53.2941917, -3.7175699 53.2941578, -3.717627 53.2940685, -3.7177854 53.2938205, -3.7179696 53.2935321, -3.7180355 53.2935133, -3.7181217 53.2935007, -3.7182219 53.2934983, -3.7183023 53.2935046, -3.7183925 53.2935204, -3.7187421 53.293634, -3.7191163 53.2937555)"
75064250,,False,,,Greenfield Road,residential,,True,59.516000000000005,,"LINESTRING (-3.7191163 53.2937555, -3.7196206 53.293858, -3.7199722 53.2939115)"
219052228,,True,,,Lawson Road,residential,,False,157.057,,"LINESTRING (-3.7191163 53.2937555, -3.7198661 53.2925216, -3.7199029 53.2925004, -3.719941 53.2924831, -3.7200062 53.292472)"
419414653,,False,2,A547,Conway Road,primary,20 mph,False,51.148,,"LINESTRING (-3.7303786 53.2960118, -3.729717 53.2957768)"
419414653,,False,2,A547,Conway Road,primary,20 mph,True,73.943,,"LINESTRING (-3.7303786 53.2960118, -3.7308345 53.2961684, -3.7313433 53.2963431)"
75064241,,False,,,Erw Wen Road,residential,,True,99.404,,"LINESTRING (-3.7218779 53.2932726, -3.7230855 53.2927452)"
75064233,,False,,,Pendorlan Avenue,residential,,False,132.683,,"LINESTRING (-3.7215815 53.2947321, -3.7196738 53.2943804)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,False,72.376,,"LINESTRING (-3.7284724 53.2970679, -3.7287129 53.2971945, -3.7287228 53.2971997, -3.7289646 53.2973058, -3.7293479 53.2974528)"
75064225,,False,,B5113,Prince's Drive,secondary,20 mph,True,83.179,,"LINESTRING (-3.7284724 53.2970679, -3.7282778 53.296944, -3.7281289 53.2968305, -3.7278933 53.2966334, -3.7277673 53.2965612, -3.7276521 53.2965075)"
75064233,,False,,,Pendorlan Avenue,residential,,True,132.683,,"LINESTRING (-3.7196738 53.2943804, -3.7215815 53.2947321)"
75064244,,False,,,Canning Road,residential,,True,27.623,,"LINESTRING (-3.7196738 53.2943804, -3.7195151 53.29461)"
75064244,,False,,,Canning Road,residential,,False,55.784,,"LINESTRING (-3.7196738 53.2943804, -3.7197878 53.2942013, -3.719814 53.2941601, -3.7199722 53.2939115)"
153178060,,False,2,A547,,primary,20 mph,True,26.035,,"LINESTRING (-3.7220079 53.2917157, -3.7222272 53.2919097)"
153178060,,False,2,A547,,primary,20 mph,False,53.307,,"LINESTRING (-3.7220079 53.2917157, -3.7217324 53.2914744, -3.7215453 53.2913242)"
75064247,,False,,,Grove Road,residential,,False,109.998,,"LINESTRING (-3.7212654 53.294089, -3.7214772 53.2931079)"
75064250,,False,,,Greenfield Road,residential,,False,88.186,,"LINESTRING (-3.7212654 53.294089, -3.7199722 53.2939115)"
75064250,,False,,,Greenfield Road,residential,,True,41.705,,"LINESTRING (-3.7212654 53.294089, -3.7214575 53.2941162, -3.7215697 53.2941295, -3.7218825 53.294155)"
75064244,,False,,,Canning Road,residential,,False,27.623,,"LINESTRING (-3.7195151 53.29461, -3.7196738 53.2943804)"
153178060,,False,2,A547,,primary,20 mph,False,9.401,,"LINESTRING (-3.7215453 53.2913242, -3.7214631 53.2912554)"
75064237,,True,,,Lawson Road,residential,,False,177.772,,"LINESTRING (-3.7215453 53.2913242, -3.7211653 53.29147, -3.7203349 53.2917885, -3.7203137 53.2918064, -3.7202964 53.291821, -3.7199508 53.2923794, -3.7199473 53.2924078, -3.7199649 53.2924456, -3.7200062 53.292472)"
153178060,,False,2,A547,,primary,20 mph,True,53.307,,"LINESTRING (-3.7215453 53.2913242, -3.7217324 53.2914744, -3.7220079 53.2917157)"
75064250,,False,,,Greenfield Road,residential,,True,88.186,,"LINESTRING (-3.7199722 53.2939115, -3.7212654 53.294089)"
219052226,,False,,,Erskine Road,residential,,True,150.897,,"LINESTRING (-3.7199722 53.2939115, -3.7207483 53.2926362)"
75064244,,False,,,Canning Road,residential,,True,55.784,,"LINESTRING (-3.7199722 53.2939115, -3.719814 53.2941601, -3.7197878 53.2942013, -3.7196738 53.2943804)"
75064250,,False,,,Greenfield Road,residential,,False,59.516000000000005,,"LINESTRING (-3.7199722 53.2939115, -3.7196206 53.293858, -3.7191163 53.2937555)"
75064241,,False,,,Erw Wen Road,residential,,False,99.404,,"LINESTRING (-3.7230855 53.2927452, -3.7218779 53.2932726)"
153178060,,False,2,A547,,primary,20 mph,False,42.028,,"LINESTRING (-3.7230855 53.2927452, -3.7227799 53.2924143)"
153178060,,False,2,A547,,primary,20 mph,True,71.881,,"LINESTRING (-3.7230855 53.2927452, -3.7233236 53.2929952, -3.723464 53.2931171, -3.7235138 53.2931472, -3.7235641 53.2931777, -3.7237322 53.2932531)"
419414653,,False,2,A547,Conway Road,primary,20 mph,True,17.165,,"LINESTRING (-3.7294868 53.2957068, -3.729717 53.2957768)"
75064231,,True,,,Hawarden Road,residential,,False,165.684,,"LINESTRING (-3.7294868 53.2957068, -3.7287847 53.2966488, -3.7284724 53.2970679)"
419414653,,False,2,A547,Conway Road,primary,20 mph,False,38.519000000000005,,"LINESTRING (-3.7294868 53.2957068, -3.7292144 53.2956217, -3.728969 53.2955513)"
75064247,,False,,,Grove Road,residential,,True,109.998,,"LINESTRING (-3.7214772 53.2931079, -3.7212654 53.294089)"
39935029,,False,,,Grove Park,residential,,False,40.094,,"LINESTRING (-3.7251385 53.2916716, -3.7256859 53.2918231)"
75066353,,False,,,Gladys Grove,residential,,False,69.475,,"LINESTRING (-3.7251385 53.2916716, -3.7247045 53.29224)"
39935029,,False,,,Grove Park,residential,,True,51.363,,"LINESTRING (-3.7251385 53.2916716, -3.7247998 53.2915795, -3.7244285 53.2914895)"
75066353,,False,,,Gladys Grove,residential,,True,69.475,,"LINESTRING (-3.7247045 53.29224, -3.7251385 53.2916716)"
39935029,,False,,,Grove Park,residential,,True,40.094,,"LINESTRING (-3.7256859 53.2918231, -3.7251385 53.2916716)"
75066356,,False,,,Agnes Grove,residential,,False,71.487,,"LINESTRING (-3.7256859 53.2918231, -3.7252439 53.2924092)"
39935029,,False,,,Grove Park,residential,,False,100.426,,"LINESTRING (-3.7256859 53.2918231, -3.7258749 53.2918781, -3.7265276 53.292068, -3.7267247 53.2921253, -3.7270445 53.2922183)"
39935029,,False,,,Grove Park,residential,,False,51.363,,"LINESTRING (-3.7244285 53.2914895, -3.7247998 53.2915795, -3.7251385 53.2916716)"
39935029,,False,,,Grove Park,residential,,True,167.764,,"LINESTRING (-3.7244285 53.2914895, -3.7238339 53.2913528, -3.7237298 53.2913413, -3.7236421 53.2913587, -3.7234962 53.291413, -3.7228844 53.2916525, -3.7222272 53.2919097)"
75066354,,False,,,Beech Mount,residential,,False,51.108000000000004,,"LINESTRING (-3.7244285 53.2914895, -3.7242817 53.2916976, -3.7241297 53.291913)"
41014164,,False,,,Rhiw Road,residential,,True,13.521,,"LINESTRING (-3.7268472 53.2926427, -3.7267906 53.2927595)"
41014164,,False,,,Rhiw Road,residential,,False,49.007999999999996,,"LINESTRING (-3.7268472 53.2926427, -3.7269396 53.2924716, -3.7270445 53.2922183)"
75066347,,False,,,Victor Road,residential,,False,86.359,,"LINESTRING (-3.7268472 53.2926427, -3.7264122 53.2925132, -3.7256842 53.2922964)"
153178060,,False,2,A547,,primary,20 mph,False,28.831,,"LINESTRING (-3.7214631 53.2912554, -3.7212301 53.2910367)"
153178060,,False,2,A547,,primary,20 mph,True,9.401,,"LINESTRING (-3.7214631 53.2912554, -3.7215453 53.2913242)"
75066356,,False,,,Agnes Grove,residential,,True,71.487,,"LINESTRING (-3.7252439 53.2924092, -3.7256859 53.2918231)"
41014164,,False,,,Rhiw Road,residential,,False,13.521,,"LINESTRING (-3.7267906 53.2927595, -3.7268472 53.2926427)"
41014164,,False,,,Rhiw Road,residential,,True,158.614,,"LINESTRING (-3.7267906 53.2927595, -3.7266148 53.2930889, -3.7265826 53.2931492, -3.72646 53.2933369, -3.7263281 53.2935094, -3.7262993 53.293547, -3.7262684 53.2935875, -3.7260825 53.2937957, -3.7258427 53.2940642)"
75066325,,False,,,Claughton Road,residential,,False,89.712,,"LINESTRING (-3.7267906 53.2927595, -3.7276352 53.2930183, -3.7279917 53.2931276)"
75066347,,False,,,Victor Road,residential,,True,86.359,,"LINESTRING (-3.7256842 53.2922964, -3.7264122 53.2925132, -3.7268472 53.2926427)"
41014161,,False,,,Coed Pella Road,residential,,False,40.303,,"LINESTRING (-3.7308449 53.2940866, -3.7308992 53.2937256)"
41014161,,False,,,Coed Pella Road,residential,,True,63.503,,"LINESTRING (-3.7308449 53.2940866, -3.7308251 53.2941962, -3.7307504 53.294443, -3.7306812 53.2945266, -3.7306102 53.2946354)"
75066354,,False,,,Beech Mount,residential,,True,51.108000000000004,,"LINESTRING (-3.7241297 53.291913, -3.7242817 53.2916976, -3.7244285 53.2914895)"
41990187,,False,,,York Road,residential,,True,60.307,,"LINESTRING (-3.7279917 53.2931276, -3.7282847 53.2926143)"
41990187,,False,,,York Road,residential,,False,73.505,,"LINESTRING (-3.7279917 53.2931276, -3.7277866 53.2933858, -3.7277712 53.2934206, -3.7277821 53.2934497, -3.7278302 53.2934788, -3.7282176 53.2936147)"
75066325,,False,,,Claughton Road,residential,,True,89.712,,"LINESTRING (-3.7279917 53.2931276, -3.7276352 53.2930183, -3.7267906 53.2927595)"
75066693,,False,,,Queen's Park,residential,,True,70.956,,"LINESTRING (-3.7319728 53.2933488, -3.7324494 53.2927778)"
75066697,,False,,,Queen's Drive,residential,,False,192.70000000000002,,"LINESTRING (-3.7320387 53.2953416, -3.732122 53.295223, -3.7322981 53.2949842, -3.7325091 53.2947224, -3.7333698 53.2938537, -3.7334074 53.2938168)"
75066697,,False,,,Queen's Drive,residential,,True,120.57100000000001,,"LINESTRING (-3.7320387 53.2953416, -3.7319471 53.2954736, -3.7313724 53.2963013, -3.7313433 53.2963431)"
153578020,,False,,,Lansdowne Road,residential,,False,133.914,,"LINESTRING (-3.7320387 53.2953416, -3.7328414 53.2956377, -3.732906 53.2956615, -3.7337507 53.2959767)"
