osmid,oneway,highway,maxspeed,reversed,length,geometry,ref,name,bridge
204037537,False,unclassified,,True,33.827,"LINESTRING (-4.5091565 55.8361719, -4.5089884 55.8364611)",,Walkinshaw Street,
106343399,False,residential,,False,109.09299999999999,"LINESTRING (-4.5091565 55.8361719, -4.5093797 55.8357744, -4.5094588 55.8356335, -4.5096818 55.8352362)",,Dimity Street,
204809794,False,secondary,,True,128.722,"LINESTRING (-4.5091565 55.8361719, -4.5097562 55.8362807, -4.5105698 55.8364312, -4.511116 55.8365314)",B789,High Street,
60105343,False,secondary,,True,115.175,"LINESTRING (-4.507404 55.8358489, -4.5091565 55.8361719)",B789,High Street,
418606352,False,secondary,,False,63.24,"LINESTRING (-4.507404 55.8358489, -4.506438 55.8356781)",B789,High Street,
75603516,False,unclassified,,False,79.273,"LINESTRING (-4.507404 55.8358489, -4.5071394 55.8363237, -4.5070238 55.8365291)",,Laighcartside Street,
197079170,False,residential,,True,86.18,"LINESTRING (-4.507404 55.8358489, -4.5076502 55.8354048, -4.5076794 55.8353522, -4.5078143 55.8351089)",,Canal Street,
45049548,False,secondary,,True,119.732,"LINESTRING (-4.5130991 55.8368748, -4.513297 55.8369112, -4.5149129 55.8372241)",B789,High Street,
75604225,True,unclassified,,False,49.731,"LINESTRING (-4.5130991 55.8368748, -4.5131514 55.8367849, -4.5133466 55.8364497)",,Church Street,
204037536,False,secondary,,False,129.582,"LINESTRING (-4.5130991 55.8368748, -4.5129761 55.8368535, -4.511116 55.8365314)",B789,High Street,
204037538,False,residential,,True,113.77200000000002,"LINESTRING (-4.5130991 55.8368748, -4.513052 55.8369538, -4.512804 55.8373695, -4.5125694 55.8377628, -4.5125261 55.837846)",,Collier Street,
4901427,False,secondary,,False,33.428,"LINESTRING (-4.5193768 55.8400225, -4.5195947 55.8402971)",B789,Barrochan Road,
"[4901427, 4901420, 385277926]",False,secondary,,True,101.10499999999999,"LINESTRING (-4.5193768 55.8400225, -4.5192212 55.8398416, -4.5188377 55.8393731, -4.5186938 55.8391981)",B789,Barrochan Road,yes
72787433,True,trunk_link,70 mph,False,25.758,"LINESTRING (-4.5193768 55.8400225, -4.51923 55.8400597, -4.5189933 55.8401074)",,,
75603501,False,residential,,False,59.708999999999996,"LINESTRING (-4.5115403 55.8390629, -4.5118818 55.8388673, -4.5119683 55.8388128, -4.5119997 55.8387767, -4.5120198 55.8387335, -4.5120011 55.8386288)",,Collier Street,
75603501,False,residential,,True,59.708999999999996,"LINESTRING (-4.5120011 55.8386288, -4.5120198 55.8387335, -4.5119997 55.8387767, -4.5119683 55.8388128, -4.5118818 55.8388673, -4.5115403 55.8390629)",,Collier Street,
75603503,False,residential,,True,64.42699999999999,"LINESTRING (-4.5120011 55.8386288, -4.5119559 55.838634, -4.5118888 55.8386249, -4.5110202 55.8384604)",,Clark Street,
204037538,False,residential,,False,93.71000000000001,"LINESTRING (-4.5120011 55.8386288, -4.5120298 55.8386133, -4.5120708 55.8385862, -4.512118 55.8385411, -4.5121641 55.8384886, -4.5125261 55.837846)",,Collier Street,
75603508,False,residential,,True,68.799,"LINESTRING (-4.5125261 55.837846, -4.5114745 55.8376613)",,,
204037538,False,residential,,False,113.772,"LINESTRING (-4.5125261 55.837846, -4.5125694 55.8377628, -4.512804 55.8373695, -4.513052 55.8369538, -4.5130991 55.8368748)",,Collier Street,
204037538,False,residential,,True,93.71000000000001,"LINESTRING (-4.5125261 55.837846, -4.5121641 55.8384886, -4.512118 55.8385411, -4.5120708 55.8385862, -4.5120298 55.8386133, -4.5120011 55.8386288)",,Collier Street,
75603503,False,residential,,False,60.399,"LINESTRING (-4.5101006 55.8382919, -4.5110202 55.8384604)",,Clark Street,
75603504,False,residential,,True,128.754,"LINESTRING (-4.5101006 55.8382919, -4.5081454 55.837924)",,Brewery Street,
75603507,False,unclassified,,False,44.369,"LINESTRING (-4.5101006 55.8382919, -4.5098816 55.8386715)",,Rankine Street,
75603507,False,unclassified,,True,61.843,"LINESTRING (-4.5101006 55.8382919, -4.5104058 55.8377628)",,Rankine Street,
75603503,False,residential,,True,60.399,"LINESTRING (-4.5110202 55.8384604, -4.5101006 55.8382919)",,Clark Street,
75603509,False,residential,,True,93.274,"LINESTRING (-4.5110202 55.8384604, -4.5114745 55.8376613)",,Rankine Place,
75603503,False,residential,,False,64.42699999999999,"LINESTRING (-4.5110202 55.8384604, -4.5118888 55.8386249, -4.5119559 55.838634, -4.5120011 55.8386288)",,Clark Street,
75603504,False,residential,,False,128.754,"LINESTRING (-4.5081454 55.837924, -4.5101006 55.8382919)",,Brewery Street,
204037537,False,unclassified,,False,100.18,"LINESTRING (-4.5081454 55.837924, -4.5086292 55.837065)",,Walkinshaw Street,
75603505,False,residential,,True,116.394,"LINESTRING (-4.5081454 55.837924, -4.507114 55.8377344, -4.5063738 55.8375984)",,Russell Street,
"[75603518, 75603519]",False,unclassified,,True,245.77,"LINESTRING (-4.5081454 55.837924, -4.5075213 55.8390144, -4.5058057 55.8386991, -4.5057189 55.8386831)",,"['Gas Street', 'Walkinshaw Street']",
75603505,False,residential,,False,86.747,"LINESTRING (-4.505048 55.8373653, -4.5063738 55.8375984)",,Russell Street,
75603517,False,unclassified,,False,127.467,"LINESTRING (-4.505048 55.8373653, -4.504404 55.8384531)",,Mary Street,
75603517,False,unclassified,,True,37.999,"LINESTRING (-4.505048 55.8373653, -4.5052113 55.8370361)",,Mary Street,
459614878,False,residential,,True,45.394,"LINESTRING (-4.505048 55.8373653, -4.5043549 55.8372421)",,Ellerslie Street,
75603505,False,residential,,True,86.747,"LINESTRING (-4.5063738 55.8375984, -4.505048 55.8373653)",,Russell Street,
75603516,False,unclassified,,False,127.357,"LINESTRING (-4.5063738 55.8375984, -4.5057189 55.8386831)",,Laighcartside Street,
75603505,False,residential,,False,116.394,"LINESTRING (-4.5063738 55.8375984, -4.507114 55.8377344, -4.5081454 55.837924)",,Russell Street,
75603516,False,unclassified,,True,125.643,"LINESTRING (-4.5063738 55.8375984, -4.5067258 55.8370059, -4.5068805 55.8367532, -4.5070238 55.8365291)",,Laighcartside Street,
75603506,False,residential,,True,91.075,"LINESTRING (-4.5144494 55.8380007, -4.5149129 55.8372241)",,George Street,
75603506,False,residential,,False,28.491,"LINESTRING (-4.5144494 55.8380007, -4.5142926 55.838092, -4.5142 55.8381176, -4.514131 55.8381149, -4.5140874 55.8380934)",,George Street,
486659590,False,residential,,False,207.68899999999996,"LINESTRING (-4.5144494 55.8380007, -4.5145617 55.8380306, -4.5147289 55.8380416, -4.5148997 55.8380136, -4.5150517 55.8379622, -4.515217 55.8379252, -4.5154168 55.8379193, -4.5156679 55.8379486, -4.5160058 55.8380229, -4.5162654 55.8380596, -4.5164589 55.8380679, -4.5166157 55.8380452, -4.5166599 55.8379987, -4.5166464 55.8379457, -4.5165792 55.8378635, -4.5164537 55.8378034, -4.516214 55.8377437, -4.5160535 55.8377319, -4.515936 55.8377372)",,Millview Crescent,
75603506,False,residential,,True,28.491,"LINESTRING (-4.5140874 55.8380934, -4.514131 55.8381149, -4.5142 55.8381176, -4.5142926 55.838092, -4.5144494 55.8380007)",,George Street,
75603507,False,unclassified,,False,112.219,"LINESTRING (-4.511116 55.8365314, -4.5105622 55.8374915)",,Rankine Street,
204037536,False,secondary,,True,129.582,"LINESTRING (-4.511116 55.8365314, -4.5129761 55.8368535, -4.5130991 55.8368748)",B789,High Street,
204809794,False,secondary,,False,128.722,"LINESTRING (-4.511116 55.8365314, -4.5105698 55.8364312, -4.5097562 55.8362807, -4.5091565 55.8361719)",B789,High Street,
75603507,False,unclassified,,False,31.709,"LINESTRING (-4.5105622 55.8374915, -4.5104058 55.8377628)",,Rankine Street,
75603507,False,unclassified,,True,112.219,"LINESTRING (-4.5105622 55.8374915, -4.511116 55.8365314)",,Rankine Street,
75603508,False,residential,,False,60.012,"LINESTRING (-4.5105622 55.8374915, -4.5114745 55.8376613)",,,
75603507,False,unclassified,,False,61.843,"LINESTRING (-4.5104058 55.8377628, -4.5101006 55.8382919)",,Rankine Street,
75603507,False,unclassified,,True,31.709,"LINESTRING (-4.5104058 55.8377628, -4.5105622 55.8374915)",,Rankine Street,
75603510,False,unclassified,,True,59.916999999999994,"LINESTRING (-4.5104058 55.8377628, -4.5101206 55.8377125, -4.5100365 55.8376928, -4.5099768 55.8376634, -4.5098998 55.8376212, -4.5098326 55.8375972, -4.5097392 55.8375758, -4.509548 55.8375392)",,Cassidy Drive,
75603507,False,unclassified,,True,47.828,"LINESTRING (-4.5096456 55.8390807, -4.5098816 55.8386715)",,Rankine Street,
75603508,False,residential,,False,68.799,"LINESTRING (-4.5114745 55.8376613, -4.5125261 55.837846)",,,
75603508,False,residential,,True,60.012,"LINESTRING (-4.5114745 55.8376613, -4.5105622 55.8374915)",,,
75603509,False,residential,,False,93.274,"LINESTRING (-4.5114745 55.8376613, -4.5110202 55.8384604)",,Rankine Place,
75603509,False,residential,,True,44.481,"LINESTRING (-4.5114745 55.8376613, -4.5115725 55.8374514, -4.5115805 55.8373878, -4.5116452 55.8372742)",,Rankine Place,
75603509,False,residential,,False,44.481,"LINESTRING (-4.5116452 55.8372742, -4.5115805 55.8373878, -4.5115725 55.8374514, -4.5114745 55.8376613)",,Rankine Place,
75603510,False,unclassified,,False,59.917,"LINESTRING (-4.509548 55.8375392, -4.5097392 55.8375758, -4.5098326 55.8375972, -4.5098998 55.8376212, -4.5099768 55.8376634, -4.5100365 55.8376928, -4.5101206 55.8377125, -4.5104058 55.8377628)",,Cassidy Drive,
75603512,False,residential,,False,35.983999999999995,"LINESTRING (-4.5100984 55.8366366, -4.5098132 55.8366085, -4.509537 55.8365653)",,Farrier Court,
75603512,False,residential,,False,36.162,"LINESTRING (-4.509537 55.8365653, -4.5089884 55.8364611)",,Farrier Court,
75603513,False,residential,,True,38.106,"LINESTRING (-4.509537 55.8365653, -4.5093602 55.8368933)",,Farrier Court,
75603512,False,residential,,True,35.983999999999995,"LINESTRING (-4.509537 55.8365653, -4.5098132 55.8366085, -4.5100984 55.8366366)",,Farrier Court,
75603512,False,residential,,True,36.162,"LINESTRING (-4.5089884 55.8364611, -4.509537 55.8365653)",,Farrier Court,
204037537,False,unclassified,,False,33.827,"LINESTRING (-4.5089884 55.8364611, -4.5091565 55.8361719)",,Walkinshaw Street,
204037537,False,unclassified,,True,70.797,"LINESTRING (-4.5089884 55.8364611, -4.5086292 55.837065)",,Walkinshaw Street,
75603513,False,residential,,False,38.106,"LINESTRING (-4.5093602 55.8368933, -4.509537 55.8365653)",,Farrier Court,
75603514,False,unclassified,,False,74.254,"LINESTRING (-4.50603 55.8366889, -4.5060865 55.836603, -4.506611 55.8364508, -4.5070238 55.8365291)",,Gordon McMaster Gardens,
75603514,False,unclassified,,True,74.254,"LINESTRING (-4.5070238 55.8365291, -4.506611 55.8364508, -4.5060865 55.836603, -4.50603 55.8366889)",,Gordon McMaster Gardens,
75603516,False,unclassified,,False,125.643,"LINESTRING (-4.5070238 55.8365291, -4.5068805 55.8367532, -4.5067258 55.8370059, -4.5063738 55.8375984)",,Laighcartside Street,
75603516,False,unclassified,,True,79.273,"LINESTRING (-4.5070238 55.8365291, -4.5071394 55.8363237, -4.507404 55.8358489)",,Laighcartside Street,
459614878,False,residential,,False,45.394,"LINESTRING (-4.5043549 55.8372421, -4.505048 55.8373653)",,Ellerslie Street,
75603516,False,unclassified,,True,127.357,"LINESTRING (-4.5057189 55.8386831, -4.5063738 55.8375984)",,Laighcartside Street,
75603518,False,unclassified,,True,85.992,"LINESTRING (-4.5057189 55.8386831, -4.504404 55.8384531)",,Gas Street,
"[75603518, 75603519]",False,unclassified,,False,245.76999999999998,"LINESTRING (-4.5057189 55.8386831, -4.5058057 55.8386991, -4.5075213 55.8390144, -4.5081454 55.837924)",,"['Gas Street', 'Walkinshaw Street']",
75603517,False,unclassified,,False,32.035,"LINESTRING (-4.5053648 55.8367612, -4.5052113 55.8370361)",,Mary Street,
75603517,False,unclassified,,True,127.467,"LINESTRING (-4.504404 55.8384531, -4.505048 55.8373653)",,Mary Street,
75603518,False,unclassified,,False,85.992,"LINESTRING (-4.504404 55.8384531, -4.5057189 55.8386831)",,Gas Street,
75604220,False,residential,,False,12.432,"LINESTRING (-4.5145058 55.8362491, -4.5144505 55.8361417)",,Kirkland Grove,
75604220,False,residential,,True,12.432,"LINESTRING (-4.5144505 55.8361417, -4.5145058 55.8362491)",,Kirkland Grove,
75604221,False,residential,,True,9.085,"LINESTRING (-4.5144505 55.8361417, -4.5145556 55.8360852)",,Kirkland Grove,
75604220,False,residential,,False,55.479,"LINESTRING (-4.5144505 55.8361417, -4.5140165 55.8360621, -4.5135982 55.8360017)",,Kirkland Grove,
75604220,False,residential,,True,55.479,"LINESTRING (-4.5135982 55.8360017, -4.5140165 55.8360621, -4.5144505 55.8361417)",,Kirkland Grove,
204813029,True,unclassified,,False,104.82499999999999,"LINESTRING (-4.5135982 55.8360017, -4.5138924 55.8354906, -4.5139862 55.8353277, -4.5141146 55.8351047)",,Church Street,
75604221,False,residential,,False,9.085,"LINESTRING (-4.5145556 55.8360852, -4.5144505 55.8361417)",,Kirkland Grove,
27228956,False,secondary,,False,114.872,"LINESTRING (-4.5156461 55.8360017, -4.5160104 55.8354038, -4.5161205 55.8352498, -4.5162012 55.83515, -4.516278 55.8350784, -4.5163159 55.8350422)",B787,Macdowall Street,
27228956,False,secondary,,True,143.429,"LINESTRING (-4.5156461 55.8360017, -4.5154515 55.8363321, -4.5149129 55.8372241)",B787,Macdowall Street,
75604222,False,unclassified,,True,56.766999999999996,"LINESTRING (-4.5156461 55.8360017, -4.516201 55.8360999, -4.5162102 55.8361157, -4.5161233 55.8362756)",,Lang Place,
75604223,False,residential,,False,103.18599999999999,"LINESTRING (-4.5109009 55.8342548, -4.5112871 55.8345802, -4.5115449 55.8346891, -4.5121426 55.834807)",,Craigdonald Place,
204813029,True,unclassified,,False,50.723,"LINESTRING (-4.5141146 55.8351047, -4.5143597 55.8346698)",,Church Street,
75604228,False,unclassified,,False,127.38,"LINESTRING (-4.5141146 55.8351047, -4.5140705 55.8350976, -4.5140064 55.8350864, -4.5139178 55.8350698, -4.5136832 55.835026, -4.5135285 55.8349971, -4.5128526 55.8348848, -4.5121654 55.8347673)",,Carden's Knowe,
75604227,True,unclassified,,False,129.134,"LINESTRING (-4.5133466 55.8364497, -4.511383 55.8360853)",,Houstoun Square,
204813029,True,unclassified,,False,52.234,"LINESTRING (-4.5133466 55.8364497, -4.5133968 55.8363605, -4.5135982 55.8360017)",,Church Street,
75604229,False,unclassified,,True,31.127,"LINESTRING (-4.5117202 55.8355128, -4.5112442 55.8354297)",,,
75604226,False,unclassified,,False,67.051,"LINESTRING (-4.5117202 55.8355128, -4.5114861 55.8359103, -4.511383 55.8360853)",,William Street,
75604226,False,unclassified,,True,82.79599999999999,"LINESTRING (-4.5117202 55.8355128, -4.5118115 55.8353602, -4.5121426 55.834807)",,William Street,
84484410,True,unclassified,,False,52.331,"LINESTRING (-4.511383 55.8360853, -4.511116 55.8365314)",,William Street,
75604226,False,unclassified,,True,67.051,"LINESTRING (-4.511383 55.8360853, -4.5114861 55.8359103, -4.5117202 55.8355128)",,William Street,
75604229,False,unclassified,,False,31.127,"LINESTRING (-4.5112442 55.8354297, -4.5117202 55.8355128)",,,
75604370,False,unclassified,,False,55.95499999999999,"LINESTRING (-4.5056545 55.8358936, -4.5058387 55.8358963, -4.5060622 55.8358996, -4.5061968 55.8357084, -4.5062368 55.8356436)",,Peockland Place,
84483331,False,unclassified,,False,123.77,"LINESTRING (-4.510937 55.8331811, -4.5103185 55.8328449, -4.509732 55.8325054, -4.5095377 55.832393)",,Campbell Street,
106343399,False,residential,,True,64.344,"LINESTRING (-4.510937 55.8331811, -4.5108698 55.8332352, -4.5108248 55.8332832, -4.5107744 55.8333667, -4.5107368 55.8334338, -4.5105765 55.8337199)",,Dimity Street,
204809795,False,unclassified,,True,66.186,"LINESTRING (-4.510937 55.8331811, -4.5110892 55.8332736, -4.5112327 55.8333637, -4.5114091 55.8334942, -4.511597 55.8336456)",,Quarry Street,
84483331,False,unclassified,,False,30.162,"LINESTRING (-4.5095377 55.832393, -4.5091759 55.8322133)",,Campbell Street,
84483331,False,unclassified,,True,123.77,"LINESTRING (-4.5095377 55.832393, -4.509732 55.8325054, -4.5103185 55.8328449, -4.510937 55.8331811)",,Campbell Street,
197079167,False,unclassified,,False,429.84000000000003,"LINESTRING (-4.5095377 55.832393, -4.5086569 55.8329913, -4.5085858 55.833036, -4.508514 55.8330704, -4.5084392 55.8330966, -4.5083589 55.8331203, -4.5082879 55.8331464, -4.5082296 55.8331746, -4.5081686 55.8332238, -4.5081445 55.8332498, -4.5080695 55.8333949, -4.5080574 55.8334126, -4.5080427 55.8334243, -4.5076405 55.8337182, -4.5074569 55.8338531, -4.5073306 55.8339612, -4.5072505 55.8340372, -4.5066876 55.8346686, -4.5064172 55.8350013, -4.5063774 55.8351158, -4.5063598 55.8352365, -4.506438 55.8356781)",,Canal Road,
84483331,False,unclassified,,True,30.162,"LINESTRING (-4.5091759 55.8322133, -4.5095377 55.832393)",,Campbell Street,
106343398,False,unclassified,,True,81.394,"LINESTRING (-4.5178603 55.8343105, -4.5171016 55.8337153)",,Floors Street,
106343455,False,residential,,False,101.381,"LINESTRING (-4.5178603 55.8343105, -4.5188207 55.8350456)",,Hagg Crescent,
204809796,False,secondary,,True,126.563,"LINESTRING (-4.5178603 55.8343105, -4.5173584 55.8345112, -4.5172815 55.8345419, -4.5166077 55.834862, -4.5165853 55.8348767, -4.516466 55.8349489, -4.5163159 55.8350422)",B787,Graham Street,
"[260848712, 35468979]",False,secondary,,False,89.21000000000001,"LINESTRING (-4.5178603 55.8343105, -4.5185484 55.8340209, -4.5190167 55.8338397)",B787,Graham Street,
106343398,False,unclassified,,False,103.07900000000001,"LINESTRING (-4.5161278 55.8329669, -4.5163528 55.8331336, -4.5164996 55.8332526, -4.5171016 55.8337153)",,Floors Street,
"[106343398, 84483334]",False,unclassified,,"[False, True]",309.898,"LINESTRING (-4.5161278 55.8329669, -4.5142973 55.8332846, -4.5129349 55.8334312, -4.5129237 55.8334507, -4.5124258 55.8343182)",,"['South William Street', 'Floors Street']",
106343399,False,residential,,False,6.66,"LINESTRING (-4.5098984 55.8348867, -4.5099333 55.8348301)",,Dimity Street,
106343399,False,residential,,True,33.212,"LINESTRING (-4.5098984 55.8348867, -4.5097201 55.8351681)",,Dimity Street,
197079159,False,residential,,False,115.674,"LINESTRING (-4.5098984 55.8348867, -4.5081376 55.8345636)",,Bankside Avenue,
106343399,False,residential,,True,79.099,"LINESTRING (-4.510332 55.8341549, -4.5099333 55.8348301)",,Dimity Street,
106343399,False,residential,,False,50.723,"LINESTRING (-4.510332 55.8341549, -4.5104363 55.8339694, -4.5105765 55.8337199)",,Dimity Street,
"[197079164, 197079181]",False,residential,,False,152.505,"LINESTRING (-4.510332 55.8341549, -4.50907 55.833915, -4.5089689 55.8339048, -4.5088765 55.8339078, -4.5088088 55.8339202, -4.5087443 55.8339399, -4.5086992 55.833967, -4.5086531 55.8340089, -4.5086101 55.8340658, -4.5085705 55.8341048, -4.5085216 55.8341429, -4.508331 55.8342559, -4.5082968 55.8342872)",,"['Woodbank Crescent', 'Canal Avenue']",
106343455,False,residential,,True,101.381,"LINESTRING (-4.5188207 55.8350456, -4.5178603 55.8343105)",,Hagg Crescent,
118152261,False,residential,,True,50.242,"LINESTRING (-4.5178445 55.8357086, -4.5185406 55.8359352)",,Ferguson Street,
116947601,False,residential,,True,219.407,"LINESTRING (-4.5178445 55.8357086, -4.5177844 55.8358041, -4.516731 55.837536, -4.5166913 55.8375713)",,Thomson Avenue,
118152261,False,residential,,False,104.07400000000001,"LINESTRING (-4.5178445 55.8357086, -4.5165459 55.8352654, -4.5164196 55.8352231)",,Ferguson Street,
"[260848712, 35468979]",False,secondary,,True,89.21000000000001,"LINESTRING (-4.5190167 55.8338397, -4.5185484 55.8340209, -4.5178603 55.8343105)",B787,Graham Street,
117219265,False,residential,,False,104.12100000000001,"LINESTRING (-4.5190167 55.8338397, -4.5184406 55.8334008, -4.5180273 55.833086)",,Thomson Street,
117219271,False,residential,,False,82.716,"LINESTRING (-4.5176713 55.8328279, -4.5187066 55.8323639)",,Buchanan Way,
117219265,False,residential,,False,102.51100000000001,"LINESTRING (-4.5176713 55.8328279, -4.5173977 55.8327164, -4.5171188 55.8326441, -4.5168935 55.832629, -4.516577 55.832638, -4.5161286 55.8326722)",,Thomson Street,
117219265,False,residential,,True,36.309,"LINESTRING (-4.5176713 55.8328279, -4.5177518 55.8328821, -4.5180273 55.833086)",,Thomson Street,
117219265,False,residential,,False,36.309,"LINESTRING (-4.5180273 55.833086, -4.5177518 55.8328821, -4.5176713 55.8328279)",,Thomson Street,
117219265,False,residential,,True,104.12100000000001,"LINESTRING (-4.5180273 55.833086, -4.5184406 55.8334008, -4.5190167 55.8338397)",,Thomson Street,
117219285,False,residential,,True,180.51299999999998,"LINESTRING (-4.5180273 55.833086, -4.5197735 55.832302, -4.5202862 55.8320731)",,Buchanan Street,
117219271,False,residential,,True,82.716,"LINESTRING (-4.5187066 55.8323639, -4.5176713 55.8328279)",,Buchanan Way,
117219265,False,residential,,True,102.51100000000001,"LINESTRING (-4.5161286 55.8326722, -4.516577 55.832638, -4.5168935 55.832629, -4.5171188 55.8326441, -4.5173977 55.8327164, -4.5176713 55.8328279)",,Thomson Street,
118152261,False,residential,,False,50.242,"LINESTRING (-4.5185406 55.8359352, -4.5178445 55.8357086)",,Ferguson Street,
118152261,False,residential,,True,104.07400000000001,"LINESTRING (-4.5164196 55.8352231, -4.5165459 55.8352654, -4.5178445 55.8357086)",,Ferguson Street,
197079174,False,unclassified,,False,65.45100000000001,"LINESTRING (-4.511597 55.8336456, -4.5115511 55.8336677, -4.5115096 55.8336835, -4.5114487 55.8336903, -4.5106835 55.8337261, -4.5105765 55.8337199)",,Mavisbank Terrace,
204809795,False,unclassified,,False,66.186,"LINESTRING (-4.511597 55.8336456, -4.5114091 55.8334942, -4.5112327 55.8333637, -4.5110892 55.8332736, -4.510937 55.8331811)",,Quarry Street,
204809795,False,unclassified,,True,90.96000000000001,"LINESTRING (-4.511597 55.8336456, -4.5118974 55.83388, -4.5124258 55.8343182)",,Quarry Street,
106343399,False,residential,,False,64.344,"LINESTRING (-4.5105765 55.8337199, -4.5107368 55.8334338, -4.5107744 55.8333667, -4.5108248 55.8332832, -4.5108698 55.8332352, -4.510937 55.8331811)",,Dimity Street,
106343399,False,residential,,True,50.723,"LINESTRING (-4.5105765 55.8337199, -4.5104363 55.8339694, -4.510332 55.8341549)",,Dimity Street,
197079174,False,unclassified,,True,65.45100000000001,"LINESTRING (-4.5105765 55.8337199, -4.5106835 55.8337261, -4.5114487 55.8336903, -4.5115096 55.8336835, -4.5115511 55.8336677, -4.511597 55.8336456)",,Mavisbank Terrace,
197079179,False,residential,,False,15.373,"LINESTRING (-4.5079329 55.8337166, -4.5080973 55.8338195)",,Rosebank Gardens,
197079177,False,residential,,False,13.207,"LINESTRING (-4.5083049 55.8337968, -4.5080973 55.8338195)",,Rosebank Gardens,
197079177,False,residential,,True,13.207,"LINESTRING (-4.5080973 55.8338195, -4.5083049 55.8337968)",,Rosebank Gardens,
197079179,False,residential,,True,15.373,"LINESTRING (-4.5080973 55.8338195, -4.5079329 55.8337166)",,Rosebank Gardens,
197079179,False,residential,,False,62.217,"LINESTRING (-4.5080973 55.8338195, -4.5080919 55.8338725, -4.507968 55.8340299, -4.5079626 55.8340829, -4.5079778 55.834106, -4.5079895 55.8341238, -4.5082968 55.8342872)",,Rosebank Gardens,
197079164,False,residential,,False,32.302,"LINESTRING (-4.5082968 55.8342872, -4.5081376 55.8345636)",,Canal Avenue,
"[197079164, 197079181]",False,residential,,True,152.505,"LINESTRING (-4.5082968 55.8342872, -4.508331 55.8342559, -4.5085216 55.8341429, -4.5085705 55.8341048, -4.5086101 55.8340658, -4.5086531 55.8340089, -4.5086992 55.833967, -4.5087443 55.8339399, -4.5088088 55.8339202, -4.5088765 55.8339078, -4.5089689 55.8339048, -4.50907 55.833915, -4.510332 55.8341549)",,"['Woodbank Crescent', 'Canal Avenue']",
