osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,junction,bridge,access
"[62332692, 203901716]",True,A134,Magdalen Street,primary,30 mph,False,127.78100000000002,"LINESTRING (0.9046759 51.8861009, 0.9048679 51.8860759, 0.905319 51.8859829, 0.9054792 51.8859502, 0.9056804 51.8859164, 0.9058132 51.8858919, 0.9059458 51.8858764, 0.9060834 51.8858657, 0.9061749 51.8858601, 0.9064777 51.8858236)",1,,,
"[871531778, 33119119]",True,,Magdalen Street,primary_link,30 mph,False,60.709,"LINESTRING (0.9046759 51.8861009, 0.9049268 51.8860184, 0.905272 51.8859464, 0.9053584 51.8859248, 0.9053983 51.8859034, 0.9054155 51.8858949, 0.9054252 51.8858856, 0.9054299 51.8858737, 0.9054363 51.8858556)",1,,,
4445725,True,A134,Magdalen Street,primary,30 mph,False,71.569,"LINESTRING (0.9064777 51.8858236, 0.9057659 51.8858416, 0.9057002 51.8858449, 0.9054363 51.8858556)",,,,
663282324,True,B1026,Butt Road,secondary,30 mph,False,10.066,"LINESTRING (0.8952623 51.8868094, 0.89531 51.886895)",2,,,
663282325,True,A134,Southway,primary,40 mph,False,34.511,"LINESTRING (0.8952623 51.8868094, 0.8947652 51.8868562)",3,,,
"[870279452, 871531774]",True,A134,Southway,primary,40 mph,False,75.718,"LINESTRING (0.8947652 51.8868562, 0.8943038 51.8869077, 0.8939795 51.8868732, 0.893715 51.8867791)",3,,,
"[240751319, 100160579, 193463119]",True,A134,Southway,primary,"['40 mph', '30 mph']",False,126.08300000000001,"LINESTRING (0.9015336 51.8865568, 0.9017723 51.8865239, 0.9020976 51.8864791, 0.9022447 51.8864526, 0.9024416 51.8864106, 0.9025755 51.8863792, 0.9028063 51.8863199, 0.9028171 51.8863171, 0.9029848 51.8862795, 0.9030616 51.8862691, 0.9031202 51.8862692, 0.9031691 51.8862724, 0.9032948 51.8862869)",3,,,
28623781,True,,Headgate,tertiary,30 mph,False,13.633,"LINESTRING (0.89531 51.886895, 0.8953863 51.8870082)",2,,,
373062681,True,A134,Southway,primary,40 mph,False,429.0560000000001,"LINESTRING (0.89531 51.886895, 0.8960341 51.8868354, 0.8971584 51.8867603, 0.8982092 51.8867183, 0.8991655 51.8866915, 0.9000002 51.8866631, 0.900384 51.8866421, 0.9009596 51.8866125, 0.901176 51.886592, 0.9011956 51.8865901, 0.9015336 51.8865568)",2,,,
55293146,True,,Headgate,tertiary,30 mph,False,53.053999999999995,"LINESTRING (0.8953863 51.8870082, 0.8955492 51.8871753, 0.8956128 51.8872344, 0.8956917 51.8873077, 0.8958104 51.8874067)",2,,,
"[33264511, 4437289, 463099559]",True,,Crouch Street,residential,,False,182.014,"LINESTRING (0.8962113 51.8877451, 0.8961425 51.8877271, 0.8960533 51.8877113, 0.8958036 51.8877018, 0.8953981 51.8876822, 0.8950269 51.8876656, 0.8945551 51.8876656, 0.8944319 51.8876656, 0.8943161 51.887666, 0.8940819 51.8876689, 0.8938746 51.887681, 0.8935729 51.8876919)",,,,
4437783,True,,Head Street,tertiary,20 mph,False,18.398,"LINESTRING (0.8962113 51.8877451, 0.8962729 51.8878305, 0.8963026 51.8879001)",,,,
373425144,False,,St. John's St.,tertiary,20 mph,True,68.608,"LINESTRING (0.8962113 51.8877451, 0.8963579 51.8877362, 0.8966032 51.8876987, 0.8969426 51.8876594, 0.8971944 51.8876373)",,,,
4436788,False,,Culver Street West,unclassified,20 mph,False,203.464,"LINESTRING (0.8962541 51.8890849, 0.8964395 51.8890911, 0.8966208 51.8890963, 0.8968283 51.8891035, 0.8969973 51.8891084, 0.8972106 51.8890999, 0.8975102 51.8890904, 0.8976677 51.8890881, 0.897719 51.8890874, 0.8982533 51.8890902, 0.898627 51.8891017, 0.8988981 51.8891101, 0.8992158 51.8891193)",,,,
303324521,True,,Head Street,tertiary,20 mph,False,64.099,"LINESTRING (0.8962541 51.8890849, 0.896288 51.8894589, 0.8963061 51.8895967, 0.8963215 51.8896596)",1,,,
"[664825834, 4436787, 463020404, 303029622, 662919738]",True,,High Street,tertiary,20 mph,False,209.60800000000003,"LINESTRING (0.8963215 51.8896596, 0.8964062 51.8896563, 0.8965575 51.889653, 0.8968052 51.8896504, 0.8970229 51.8896454, 0.8970841 51.8896429, 0.8973385 51.889635, 0.8974831 51.8896295, 0.8977894 51.8896226, 0.898131 51.8896269, 0.8984032 51.8896434, 0.8987608 51.8896667, 0.8991966 51.8896888, 0.8993684 51.8897014)",1,,,
4436902,True,,North Hill,tertiary,20 mph,False,30.433,"LINESTRING (0.8963215 51.8896596, 0.8963298 51.8897653, 0.8963558 51.8899324)",,,,
307683076,False,,West Stockwell Street,residential,,True,144.129,"LINESTRING (0.8993684 51.8897014, 0.8993162 51.8898109, 0.8992899 51.8898875, 0.8992122 51.8900709, 0.8990936 51.8903271, 0.8990685 51.8904112, 0.8990654 51.8907761, 0.8990289 51.8909721)",,,,
"[303047486, 303185889, 467979622]",True,,High Street,tertiary,20 mph,False,57.983,"LINESTRING (0.8993684 51.8897014, 0.8996906 51.8897438, 0.8998062 51.8897533, 0.90001 51.8897664, 0.9002037 51.8897723)",1,,,
28622543,False,,East Stockwell Street,residential,,False,93.083,"LINESTRING (0.9002037 51.8897723, 0.9001992 51.8898569, 0.9001615 51.890193, 0.9000758 51.8903673, 0.9000377 51.8905416, 0.9000536 51.8905983)",,,,
"[303324522, 303047486, 660704607]",True,,High Street,tertiary,20 mph,False,76.757,"LINESTRING (0.9002037 51.8897723, 0.9003033 51.8897786, 0.9003979 51.8897816, 0.9006239 51.8897831, 0.9008013 51.8897827, 0.9009857 51.8897723, 0.9013178 51.8897451)",1,,,
33264627,True,,High Street,tertiary,20 mph,False,43.042,"LINESTRING (0.9013178 51.8897451, 0.9015982 51.889714, 0.9019335 51.8896715)",1,,,
729877312,True,,High Street,tertiary,20 mph,False,15.691,"LINESTRING (0.9020211 51.8896615, 0.902246 51.8896361)",1,,,
4437409,False,,Museum Street,residential,,False,57.401,"LINESTRING (0.9020211 51.8896615, 0.9021043 51.8897401, 0.902283 51.8898375, 0.9024955 51.8899376, 0.9026183 51.8900176)",,,,
4437324,False,,Saint Nicholas Street,unclassified,20 mph,False,46.126999999999995,"LINESTRING (0.902246 51.8896361, 0.902233 51.8894386, 0.9022209 51.8893868, 0.902206 51.8893229, 0.9021739 51.8892246)",,,,
"[729881929, 33264637]",True,,High Street,tertiary,"['20 mph', '30 mph']",False,145.324,"LINESTRING (0.902246 51.8896361, 0.9025195 51.8896016, 0.9027346 51.8895869, 0.9030565 51.8895818, 0.9034235 51.8895949, 0.9037307 51.8896615, 0.9038268 51.8896849, 0.9038843 51.88971, 0.9039449 51.8897312, 0.9040501 51.8897625, 0.9042793 51.8898187)","['1', '2']",,,
4436788,False,,Culver Street West,unclassified,20 mph,False,22.858,"LINESTRING (0.8992158 51.8891193, 0.8995486 51.8891275)",,,,
4436788,False,,Culver Street West,unclassified,20 mph,True,203.46399999999997,"LINESTRING (0.8992158 51.8891193, 0.8988981 51.8891101, 0.898627 51.8891017, 0.8982533 51.8890902, 0.897719 51.8890874, 0.8976677 51.8890881, 0.8975102 51.8890904, 0.8972106 51.8890999, 0.8969973 51.8891084, 0.8968283 51.8891035, 0.8966208 51.8890963, 0.8964395 51.8890911, 0.8962541 51.8890849)",,,,
"[4436789, 43071671]",True,,"['Trinity Street', ""Sir Isaac's Walk""]",unclassified,20 mph,False,336.70500000000004,"LINESTRING (0.8992158 51.8891193, 0.8992332 51.8886755, 0.8992392 51.8885765, 0.8992547 51.8883586, 0.8992941 51.8879409, 0.8991021 51.8879351, 0.8988591 51.8879303, 0.8987141 51.88793, 0.8985581 51.8879272, 0.8975944 51.8878963, 0.8973956 51.8878914, 0.8970924 51.8878823, 0.8967591 51.8878793, 0.8963026 51.8879001)",,,,
4436788,False,,Culver Street West,unclassified,20 mph,True,22.858,"LINESTRING (0.8995486 51.8891275, 0.8992158 51.8891193)",,,,
"[42440640, 303137315]",True,,Osborne Street,tertiary,20 mph,False,45.925,"LINESTRING (0.9031282 51.8868462, 0.903032 51.8868438, 0.9028803 51.8868401, 0.9027332 51.8868362, 0.9026609 51.8868407, 0.9025909 51.886848, 0.9025235 51.8868616, 0.9024662 51.8868709)",,,,
107903755,False,,Arthur Street,unclassified,,True,68.438,"LINESTRING (0.9024662 51.8868709, 0.9024675 51.8869082, 0.9024899 51.8874862)",,,,
"[303137315, 101516228, 661472111, 660696307, 663660372, 463282931, 303029626]",True,,Osborne Street,tertiary,20 mph,False,123.79299999999999,"LINESTRING (0.9024662 51.8868709, 0.9023567 51.8869013, 0.9022911 51.8869314, 0.9022036 51.8869745, 0.9020686 51.8870427, 0.9019613 51.8870888, 0.901854 51.8871381, 0.9016533 51.8872102, 0.9014338 51.8872712, 0.9012967 51.8872993, 0.9011723 51.8873222, 0.9009715 51.8873814, 0.9008914 51.8873899)",2,,,
96924991,False,,Whitewell Road,residential,,False,96.098,"LINESTRING (0.9005574 51.887467, 0.9005726 51.8873228, 0.900542 51.8870647, 0.9003193 51.8870755, 0.9003026 51.8867526)",,,,
101516232,False,,Osborne Street,tertiary,20 mph,True,26.268,"LINESTRING (0.9005574 51.887467, 0.900677 51.8874296, 0.9008922 51.8873527)",,,,
470215139,False,,Osborne Street,tertiary,20 mph,False,77.211,"LINESTRING (0.9005574 51.887467, 0.9004095 51.8874918, 0.9001511 51.8875263, 0.8997856 51.8875728, 0.899578 51.8876059, 0.8994599 51.8876183)",,,,
4436791,True,,St Botolphs Street,tertiary,30 mph,False,67.73599999999999,"LINESTRING (0.9033891 51.886347, 0.9034311 51.8864469, 0.9034543 51.8865091, 0.9034597 51.8865697, 0.9034483 51.8866316, 0.9034354 51.8866875, 0.9034155 51.8867243, 0.9033672 51.8867728, 0.903357 51.8867791, 0.9033358 51.8867922, 0.9032806 51.8868122, 0.9031282 51.8868462)",2,,,
"[871531776, 4436926]",True,A134,St Botolph's Circus,primary,30 mph,False,25.354,"LINESTRING (0.9033891 51.886347, 0.9034515 51.8863712, 0.9035092 51.8863866, 0.9035262 51.8863901, 0.9035604 51.8863971, 0.9036034 51.8864029, 0.9036123 51.8864041, 0.9036531 51.886407, 0.9037378 51.8864063)","['2', '3']",circular,,
"[303000705, 303000706]",True,A134,Southway,primary,40 mph,False,28.3,"LINESTRING (0.893715 51.8867791, 0.8935411 51.8867179, 0.8933297 51.8867068)",3,roundabout,,
4436753,True,A134,Southway,primary,40 mph,False,90.19500000000001,"LINESTRING (0.8938326 51.8871819, 0.8940357 51.8870573, 0.8941419 51.8870156, 0.8943149 51.8869689, 0.8947946 51.886936, 0.8950232 51.8869178)",3,,,
303000710,True,A134,Southway,primary,40 mph,False,49.143,"LINESTRING (0.8938326 51.8871819, 0.893898 51.8870548, 0.8938923 51.8869675, 0.8938371 51.8868712, 0.8938363 51.8868699, 0.893715 51.8867791)",2,roundabout,,
55295243,True,A134,Balkerne Hill,primary,40 mph,False,49.664,"LINESTRING (0.8935729 51.8876919, 0.8935539 51.8875577, 0.8935686 51.8874525, 0.893717 51.8872676)",3,,,
4436897,True,A134,Balkerne Hill,primary,40 mph,False,177.647,"LINESTRING (0.8936168 51.8884688, 0.8936376 51.8888651, 0.8935546 51.8892764, 0.8934986 51.8897243, 0.8935252 51.8900613)",2,,,
28623037,True,,,unclassified,,False,92.037,"LINESTRING (0.8936168 51.8884688, 0.8934933 51.8888669, 0.8933918 51.8892846)",,,,
4436897,True,A134,Balkerne Hill,primary,40 mph,False,126.376,"LINESTRING (0.8932252 51.8873762, 0.8933899 51.8875228, 0.8934729 51.8877633, 0.8935466 51.8880522, 0.8935892 51.888217, 0.8936112 51.8883044, 0.8936168 51.8884688)",2,,,
303000695,True,A134,Middleborough Roundabout,primary,30 mph,False,6.204,"LINESTRING (0.8935076 51.892288, 0.8934232 51.892308)",2,roundabout,,
"[4436898, 240751787]",True,A134,Balkerne Hill,primary,"['40 mph', '30 mph']",False,519.934,"LINESTRING (0.8939382 51.8923466, 0.8939134 51.8920974, 0.8938952 51.8919153, 0.8938635 51.8916803, 0.893819 51.8913564, 0.8936922 51.890315, 0.8936322 51.8897747, 0.8936946 51.8892962, 0.8937748 51.888799, 0.8937694 51.8884104, 0.8936478 51.8879551, 0.8936132 51.8878334, 0.8935729 51.8876919)",2,,,
303000700,True,A134,Middleborough Roundabout,primary,30 mph,False,31.352,"LINESTRING (0.8939382 51.8923466, 0.8938171 51.8923013, 0.8937284 51.8922843, 0.8936189 51.8922782, 0.8935076 51.892288)",2,roundabout,,
4436922,True,A134,Middleborough Roundabout,primary,30 mph,False,15.889,"LINESTRING (0.8940752 51.8924606, 0.8939976 51.8923827, 0.8939382 51.8923466)",2,roundabout,,
467979620,True,,Middleborough,tertiary,30 mph,False,31.657,"LINESTRING (0.8936164 51.8928731, 0.8940098 51.8930218)",1,,,
303000698,True,A134,Middleborough Roundabout,primary,30 mph,False,18.268,"LINESTRING (0.8936164 51.8928731, 0.8937097 51.8928692, 0.8937616 51.8928613, 0.8937816 51.8928582, 0.8938716 51.8928333)",2,roundabout,,
303000699,True,A134,Middleborough Roundabout,primary,30 mph,False,29.509999999999998,"LINESTRING (0.8931681 51.8926596, 0.8932123 51.8927236, 0.8932787 51.892779, 0.8933407 51.8928134, 0.8934469 51.8928508)",2,roundabout,,
303000696,True,A134,Middleborough Roundabout,primary,30 mph,False,8.456,"LINESTRING (0.8931487 51.8925845, 0.8931681 51.8926596)",2,roundabout,,
612364653,True,,Sheepen Road,tertiary,30 mph,False,43.535,"LINESTRING (0.8928204 51.8922744, 0.8929944 51.8923438, 0.8931036 51.8924462, 0.8931487 51.8925845)",1,,,
730254840,False,,Middleborough,tertiary,30 mph,True,29.624,"LINESTRING (0.8940098 51.8930218, 0.8943858 51.8931527)",2,,,
28622587,True,,Middleborough,tertiary,30 mph,False,23.024,"LINESTRING (0.8940098 51.8930218, 0.8939326 51.8929265, 0.8938716 51.8928333)",1,,,
303000694,True,A134,Middleborough Roundabout,primary,30 mph,False,11.893,"LINESTRING (0.8934469 51.8928508, 0.8936164 51.8928731)",2,roundabout,,
730254840,False,,Middleborough,tertiary,30 mph,False,29.624,"LINESTRING (0.8943858 51.8931527, 0.8940098 51.8930218)",2,,,
4436921,False,,Middleborough,tertiary,30 mph,True,124.39299999999999,"LINESTRING (0.8943858 51.8931527, 0.894469 51.8931775, 0.8946004 51.893204, 0.8946996 51.8932156, 0.8954309 51.8931944, 0.8959008 51.893194, 0.8960296 51.893203, 0.8961761 51.8932215)",2,,,
4436921,False,,Middleborough,tertiary,30 mph,False,124.393,"LINESTRING (0.8961761 51.8932215, 0.8960296 51.893203, 0.8959008 51.893194, 0.8954309 51.8931944, 0.8946996 51.8932156, 0.8946004 51.893204, 0.894469 51.8931775, 0.8943858 51.8931527)",2,,,
"[28622656, 730254841, 4436901, 28622655]",False,,North Station Road,tertiary,30 mph,True,107.97900000000001,"LINESTRING (0.8961761 51.8932215, 0.8961181 51.8933104, 0.8960771 51.8934002, 0.8960293 51.8936351, 0.8959921 51.8938483, 0.8959858 51.8938801, 0.8959322 51.894177)",2,,yes,
"[28622656, 730254841, 4436901, 28622655]",False,,North Station Road,tertiary,30 mph,False,107.979,"LINESTRING (0.8959322 51.894177, 0.8959858 51.8938801, 0.8959921 51.8938483, 0.8960293 51.8936351, 0.8960771 51.8934002, 0.8961181 51.8933104, 0.8961761 51.8932215)",2,,yes,
43075272,False,,Middleborough,tertiary,30 mph,True,21.323999999999998,"LINESTRING (0.8963192 51.8927487, 0.8963151 51.8926531, 0.8963109 51.892557)",2,,,
"[375126352, 666031201]",True,,Middleborough,tertiary,30 mph,False,54.184,"LINESTRING (0.8963192 51.8927487, 0.8963182 51.892865, 0.8962977 51.8929927, 0.8962903 51.893017, 0.8962612 51.8930979, 0.8962324 51.8931581, 0.8961761 51.8932215)",2,,,yes
4437324,False,,Saint Nicholas Street,unclassified,20 mph,True,46.126999999999995,"LINESTRING (0.9021739 51.8892246, 0.902206 51.8893229, 0.9022209 51.8893868, 0.902233 51.8894386, 0.902246 51.8896361)",,,,
"[28622536, 1107402284, 43071672]",False,,"['Short Wyre Street', 'Long Wyre Street']",unclassified,20 mph,False,210.59600000000006,"LINESTRING (0.9021739 51.8892246, 0.9021325 51.8891517, 0.9021732 51.8890157, 0.9022509 51.888732, 0.9023073 51.8884918, 0.9023439 51.8883, 0.9023877 51.8881193, 0.9024009 51.8879642, 0.9027653 51.8879836, 0.9030077 51.8879909, 0.9032169 51.8879951, 0.9033982 51.887989)",,,,
463073262,False,,Culver Street East,unclassified,20 mph,False,34.749,"LINESTRING (0.9021739 51.8892246, 0.901765 51.8892005, 0.9016695 51.8891983)",,,,
32296956,False,,Abbey Gate Street,residential,,False,44.706,"LINESTRING (0.8994599 51.8876183, 0.8994406 51.8872735, 0.8994341 51.8872166)",,,,
470215139,False,,Osborne Street,tertiary,20 mph,True,77.21099999999998,"LINESTRING (0.8994599 51.8876183, 0.899578 51.8876059, 0.8997856 51.8875728, 0.9001511 51.8875263, 0.9004095 51.8874918, 0.9005574 51.887467)",,,,
"[373425144, 729885141]",False,,"[""St. John's St."", 'Osborne Street']",tertiary,20 mph,False,117.54899999999999,"LINESTRING (0.8994599 51.8876183, 0.8993961 51.8876294, 0.8993099 51.8876364, 0.8991411 51.8876371, 0.8989557 51.8876334, 0.8985944 51.8876189, 0.8983332 51.8876135, 0.8981736 51.8876137, 0.8980405 51.8876123, 0.8978342 51.8876102, 0.8977515 51.8876075)",,,,
463073262,False,,Culver Street East,unclassified,20 mph,True,34.749,"LINESTRING (0.9016695 51.8891983, 0.901765 51.8892005, 0.9021739 51.8892246)",,,,
4437409,False,,Museum Street,residential,,False,5.46,"LINESTRING (0.9026183 51.8900176, 0.902649 51.8900629)",,,,
4437409,False,,Museum Street,residential,,True,57.400999999999996,"LINESTRING (0.9026183 51.8900176, 0.9024955 51.8899376, 0.902283 51.8898375, 0.9021043 51.8897401, 0.9020211 51.8896615)",,,,
28622521,False,,Ryegate Road,residential,,False,298.89500000000004,"LINESTRING (0.9026183 51.8900176, 0.9025748 51.8902478, 0.9024414 51.8904021, 0.9023137 51.8905723, 0.9022097 51.8907729, 0.9019693 51.8909742, 0.9019714 51.8913547, 0.9019608 51.891774, 0.901832 51.8923779, 0.9017854 51.8926002)",,,,
4437413,False,,Church Street,unclassified,,False,70.526,"LINESTRING (0.8951338 51.8889348, 0.8950617 51.8889213, 0.8947624 51.8888652, 0.8947379 51.8888021, 0.8946606 51.8887863, 0.8942143 51.8887386)",,,,
4437413,False,,Church Street,unclassified,,True,76.94,"LINESTRING (0.8951338 51.8889348, 0.8955658 51.8889683, 0.8960218 51.8890027, 0.8962474 51.8890139)",,,,
"[377728981, 33264413, 112548070]",False,,"['Balkerne Passage', 'Balkerne Gardens']",unclassified,,False,205.90699999999998,"LINESTRING (0.8951338 51.8889348, 0.8951201 51.8891076, 0.8951098 51.889186, 0.895053 51.8892428, 0.8949677 51.889282, 0.8948909 51.8893206, 0.8948483 51.8893794, 0.8948113 51.8896494, 0.8953027 51.8896674, 0.8953921 51.8896922, 0.8954629 51.8897397, 0.8955153 51.8898072, 0.8955677 51.8898585, 0.8957018 51.8899182, 0.8958265 51.8899318, 0.8963558 51.8899324)",,,,
28621453,False,,Vineyard Gate,unclassified,,False,4.137,"LINESTRING (0.9008922 51.8873527, 0.9008914 51.8873899)",,,,
"[302898244, 33491398, 743455540, 662628278, 393586490]",True,,Stanwell Street,tertiary,"['20 mph', '30 mph']",False,102.91199999999999,"LINESTRING (0.9008922 51.8873527, 0.9009195 51.8872555, 0.9009796 51.8871301, 0.9010807 51.8869216, 0.9011424 51.8868137, 0.9012066 51.8867138, 0.9013208 51.886646, 0.9015336 51.8865568)",,,,
101516232,False,,Osborne Street,tertiary,20 mph,False,26.268,"LINESTRING (0.9008922 51.8873527, 0.900677 51.8874296, 0.9005574 51.887467)",,,,
4437413,False,,Church Street,unclassified,,True,70.52600000000001,"LINESTRING (0.8942143 51.8887386, 0.8946606 51.8887863, 0.8947379 51.8888021, 0.8947624 51.8888652, 0.8950617 51.8889213, 0.8951338 51.8889348)",,,,
4437409,False,,Museum Street,residential,,True,5.46,"LINESTRING (0.902649 51.8900629, 0.9026183 51.8900176)",,,,
28623415,False,,Burlington Road,residential,,True,98.75800000000001,"LINESTRING (0.8924936 51.8866736, 0.8925773 51.8866029, 0.8926171 51.8865693, 0.8930202 51.8863662, 0.8936376 51.8861507)",,,,
25554641,True,B1025,Mersea Road,secondary,30 mph,False,49.119,"LINESTRING (0.9039889 51.8858556, 0.9038054 51.885744, 0.9037422 51.8857008, 0.9036756 51.8856517, 0.903629 51.8856105, 0.9035472 51.8855125)",,,,
302898237,True,A134,St Botolph's Circus,primary,30 mph,False,41.066,"LINESTRING (0.9039889 51.8858556, 0.9039082 51.8858252, 0.9038291 51.8858065, 0.9037429 51.8857961, 0.9036795 51.8857945, 0.9035863 51.8858049, 0.9035192 51.8858247, 0.9034378 51.8858592)",2,circular,,
25554640,True,B1025,Mersea Road,secondary,30 mph,False,39.63,"LINESTRING (0.9035472 51.8855125, 0.9035334 51.8856219, 0.9035242 51.8856883, 0.9035101 51.8857457, 0.903475 51.8857997, 0.9034378 51.8858592)",,,,
28622562,False,,St. Peters Street,residential,,False,188.365,"LINESTRING (0.9009768 51.892772, 0.9005001 51.8928062, 0.9004158 51.8928122, 0.8991099 51.8927409, 0.8982434 51.8926988)",,,,
32876798,False,,Middle Mill,residential,,False,69.40899999999999,"LINESTRING (0.9009768 51.892772, 0.9009768 51.8928938, 0.9010712 51.893058, 0.9012448 51.8933682)",,,,
666289821,False,,Maidenburgh Street,residential,,True,19.454,"LINESTRING (0.9009768 51.892772, 0.9010728 51.8926878, 0.9011399 51.8926289)",,,,
28621790,True,,Priory Street,residential,,False,178.679,"LINESTRING (0.903411 51.8877541, 0.9034273 51.8877638, 0.9034445 51.8877729, 0.9040631 51.8877697, 0.9041588 51.8877738, 0.9042707 51.8877756, 0.9047611 51.8878203, 0.9048879 51.8878377, 0.9059724 51.887972)",,,,
42730501,True,,St Botolphs Street,tertiary,20 mph,False,88.83800000000001,"LINESTRING (0.903411 51.8877541, 0.9034326 51.8873309, 0.9034526 51.8871656, 0.9034627 51.8870443, 0.903482 51.8869568)",1,,,
"[1059666458, 28621789]",False,,Vineyard Street,"['unclassified', 'tertiary']",,"[False, True]",97.319,"LINESTRING (0.903411 51.8877541, 0.903388 51.8877427, 0.903365 51.8877107, 0.9031505 51.8876997, 0.9027527 51.8876781, 0.9023975 51.8876712, 0.9020891 51.8876733, 0.9020653 51.8876735, 0.9020357 51.8876737)",,,,
28621791,False,,St Julian Grove,residential,,True,127.271,"LINESTRING (0.9059724 51.887972, 0.9060357 51.8878043, 0.9061832 51.8873995, 0.9061398 51.8873716, 0.9053142 51.8872742)",,,,
28621791,False,,St Julian Grove,residential,,False,127.27099999999999,"LINESTRING (0.9053142 51.8872742, 0.9061398 51.8873716, 0.9061832 51.8873995, 0.9060357 51.8878043, 0.9059724 51.887972)",,,,
"[33270208, 32876541]",False,,Maidenburgh Street,residential,,True,152.453,"LINESTRING (0.9011399 51.8926289, 0.9013228 51.8925876, 0.9013974 51.8925707, 0.9015089 51.8925071, 0.9015776 51.8923376, 0.9016106 51.8920597, 0.9016178 51.892007, 0.9017039 51.8914075)",,,,
666289821,False,,Maidenburgh Street,residential,,False,19.454,"LINESTRING (0.9011399 51.8926289, 0.9010728 51.8926878, 0.9009768 51.892772)",,,,
