osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,bridge,width,junction,tunnel
28557518,False,Salmon Parade,tertiary,False,199.07999999999996,"LINESTRING (-3.0008066 51.1289627, -3.0005836 51.1287307, -3.0001102 51.1283514, -2.9997669 51.1280945, -2.9995749 51.1279269, -2.9994916 51.1278177, -2.999436 51.1277022, -2.9993286 51.1274571)",2,,30 mph,,,,
365838699,False,Eastover,tertiary,False,197.551,"LINESTRING (-3.0008066 51.1289627, -3.0006206 51.1289878, -3.0003884 51.1290011, -3.000032 51.129013, -2.9997343 51.1290129, -2.9996019 51.1290133, -2.9993994 51.1290117, -2.9991988 51.1290224, -2.9987184 51.1290506, -2.9985116 51.1290621, -2.9982954 51.1290797, -2.9979903 51.1291087)",2,,30 mph,,,,
1220031839,False,East Quay,tertiary,True,84.265,"LINESTRING (-3.0008066 51.1289627, -3.0008599 51.1290464, -3.0008921 51.1291961, -3.0009561 51.1294231, -3.0009617 51.1294889, -3.0009632 51.1296306, -3.0009507 51.1297087)",2,,30 mph,,,,
1105464568,True,North Street,primary,False,8.004,"LINESTRING (-3.0089704 51.127277, -3.0088838 51.1272298)",2,A39,30 mph,,,,
4905444,True,Penel Orlieu,tertiary,False,78.447,"LINESTRING (-3.0089704 51.127277, -3.0085459 51.1275174, -3.008303 51.1276387, -3.0082116 51.1276797, -3.0080957 51.1277161)",,,30 mph,,,,
7997124,True,North Street,primary,False,69.61600000000001,"LINESTRING (-3.0097624 51.1276562, -3.0095024 51.1275468, -3.0094613 51.1275295, -3.0092122 51.1274097, -3.0090354 51.1273127, -3.0089704 51.127277)",2,A39,30 mph,,,,
"[700359721, 700359722]",False,North Street,primary,True,88.775,"LINESTRING (-3.0097624 51.1276562, -3.0102567 51.1279033, -3.0105108 51.1280303, -3.0107562 51.1281546)",2,A39,30 mph,,,,
700187996,False,,secondary,False,10.303,"LINESTRING (-2.9971868 51.1291831, -2.9970483 51.129151)",,,30 mph,,,,
365838699,False,Eastover,tertiary,True,56.684,"LINESTRING (-2.9971868 51.1291831, -2.9973249 51.1291732, -2.9979903 51.1291087)",2,,30 mph,,,,
700187996,False,,secondary,True,10.303,"LINESTRING (-2.9970483 51.129151, -2.9971868 51.1291831)",,,30 mph,,,,
"[134709184, 846909180]",True,Broadway,primary,False,266.953,"LINESTRING (-2.9970483 51.129151, -2.9971035 51.1290619, -2.9972162 51.1289084, -2.9974386 51.128603, -2.9976181 51.1283553, -2.9977101 51.1282363, -2.9978057 51.1281126, -2.9980189 51.1278464, -2.9981526 51.1277002, -2.9982768 51.1275787, -2.9984313 51.1274408, -2.9987401 51.1272009, -2.9989246 51.1270755)",2,A38,30 mph,,,,
750656159,True,Broadway,primary,False,10.395,"LINESTRING (-2.9989246 51.1270755, -2.9990312 51.1270102)",2,A38,30 mph,,,,
750656160,True,Salmon Parade,unclassified,False,13.619,"LINESTRING (-2.9989246 51.1270755, -2.9988621 51.1270234, -2.9988313 51.1269695)",,,,,,,
150575515,False,West Street,residential,False,75.348,"LINESTRING (-3.0093237 51.1269847, -3.0094866 51.1268764, -3.0100646 51.1264918)",2,,30 mph,,,,
1032713383,True,West Street,residential,False,31.159,"LINESTRING (-3.0093237 51.1269847, -3.0091255 51.1271513, -3.0090565 51.1272092)",2,,30 mph,,,,
162381386,True,The Leggar,unclassified,False,19.695,"LINESTRING (-2.9975493 51.1319509, -2.9975165 51.1318686, -2.997397 51.1318148)",1,,,,,,
162381388,True,The Leggar,unclassified,False,13.657,"LINESTRING (-2.9975493 51.1319509, -2.9975818 51.1318601, -2.9976003 51.1318327)",1,,,,,,
26644738,False,Mount Street,tertiary,True,10.262,"LINESTRING (-3.0080068 51.1278597, -3.0079952 51.1277677)",,,30 mph,,,,
26644738,False,Mount Street,tertiary,False,55.72399999999999,"LINESTRING (-3.0080068 51.1278597, -3.0082217 51.1280202, -3.008437 51.1281609, -3.0084685 51.1282024, -3.0084952 51.12825)",,,30 mph,,,,
28592711,True,Market Street,residential,False,96.907,"LINESTRING (-3.0080068 51.1278597, -3.0078881 51.1279085, -3.0077312 51.1280169, -3.0075072 51.1281889, -3.0072663 51.1283499, -3.007129 51.1284501, -3.0070565 51.1284905)",,,,,,,
26644738,False,Mount Street,tertiary,False,72.59299999999999,"LINESTRING (-3.0084952 51.12825, -3.0085002 51.1283233, -3.0084827 51.1283783, -3.0084218 51.1284611, -3.0083192 51.1285431, -3.0079771 51.128791)",,,30 mph,,,,
26644738,False,Mount Street,tertiary,True,55.724,"LINESTRING (-3.0084952 51.12825, -3.0084685 51.1282024, -3.008437 51.1281609, -3.0082217 51.1280202, -3.0080068 51.1278597)",,,30 mph,,,,
154602414,False,Mount Street,residential,False,36.834,"LINESTRING (-3.0084952 51.12825, -3.0086744 51.1281838, -3.0087655 51.1281388, -3.0088463 51.128069, -3.0088886 51.1280368)",,,,,,,
26644738,False,Mount Street,tertiary,True,182.862,"LINESTRING (-3.005667 51.1297357, -3.0060187 51.1296228, -3.0064216 51.1295357, -3.0069301 51.1294272, -3.0070769 51.1293899, -3.0071894 51.1293456, -3.0072632 51.1293083, -3.0073253 51.1292629, -3.0078324 51.1288902)",,,30 mph,,,,
28557212,False,Castle Moat,residential,False,96.82399999999997,"LINESTRING (-3.005667 51.1297357, -3.0054731 51.1295392, -3.0053811 51.1294649, -3.005139 51.1293519, -3.0050788 51.1293209, -3.0049961 51.1292551, -3.004896 51.129164, -3.0048456 51.1291264, -3.0047556 51.1290969)",,,,,,,
28560091,False,Northgate,tertiary,True,181.00400000000002,"LINESTRING (-3.005667 51.1297357, -3.0053201 51.1298675, -3.0052013 51.1299151, -3.0050438 51.1299649, -3.0049375 51.1299921, -3.0047428 51.1300433, -3.0044602 51.1301234, -3.0043783 51.1301551, -3.004293 51.1301972, -3.004227 51.1302361, -3.004182 51.1302692, -3.0041113 51.1303408, -3.0040842 51.1303786, -3.0040642 51.1304213, -3.0040446 51.1304885, -3.0040266 51.13061, -3.0040348 51.1306966, -3.0040464 51.1307953)",,,30 mph,,,,
28560091,False,Northgate,tertiary,False,181.004,"LINESTRING (-3.0040464 51.1307953, -3.0040348 51.1306966, -3.0040266 51.13061, -3.0040446 51.1304885, -3.0040642 51.1304213, -3.0040842 51.1303786, -3.0041113 51.1303408, -3.004182 51.1302692, -3.004227 51.1302361, -3.004293 51.1301972, -3.0043783 51.1301551, -3.0044602 51.1301234, -3.0047428 51.1300433, -3.0049375 51.1299921, -3.0050438 51.1299649, -3.0052013 51.1299151, -3.0053201 51.1298675, -3.005667 51.1297357)",,,30 mph,,,,
28560091,False,Northgate,tertiary,True,36.011,"LINESTRING (-3.0040464 51.1307953, -3.0040406 51.1309141, -3.0040379 51.1309494, -3.0040135 51.131006, -3.0039816 51.1310672, -3.003949 51.1311091)",,,30 mph,,,,
563740131,True,Northgate,residential,False,90.9,"LINESTRING (-3.0040464 51.1307953, -3.0040852 51.1309208, -3.0041187 51.1311255, -3.0041553 51.1312466, -3.004199 51.1314285, -3.0042567 51.1316014)",1,,,,,,
26644738,False,Mount Street,tertiary,False,14.954,"LINESTRING (-3.0079771 51.128791, -3.0078324 51.1288902)",,,30 mph,,,,
26644738,False,Mount Street,tertiary,True,72.593,"LINESTRING (-3.0079771 51.128791, -3.0083192 51.1285431, -3.0084218 51.1284611, -3.0084827 51.1283783, -3.0085002 51.1283233, -3.0084952 51.12825)",,,30 mph,,,,
1246099645,False,Library Close,residential,False,116.664,"LINESTRING (-3.0079771 51.128791, -3.0080611 51.12883, -3.008415 51.1289948, -3.0086327 51.1288326, -3.0089403 51.1289675, -3.0087928 51.1292099)",,,,,,,
28606810,True,Broadway,unclassified,False,10.93,"LINESTRING (-3.0045617 51.1256921, -3.0044563 51.1256194)",1,,30 mph,,,,
496483843,True,Broadway,primary,False,203.63600000000002,"LINESTRING (-3.0045617 51.1256921, -3.0042597 51.1257385, -3.0040898 51.1257594, -3.0025921 51.1258673, -3.0019288 51.1259121, -3.0016733 51.1259396)",3,A39,30 mph,,,,
28592918,True,Broadway,unclassified,False,13.123999999999999,"LINESTRING (-3.0043665 51.1246757, -3.0043328 51.1246862, -3.0042956 51.1246899, -3.0042584 51.1246864, -3.0042246 51.1246761, -3.0041973 51.1246599)",,,30 mph,,,roundabout,
708741129,False,Broadway,unclassified,True,32.657000000000004,"LINESTRING (-3.0043665 51.1246757, -3.0043983 51.124724, -3.004453 51.124802, -3.0044628 51.1248737, -3.0044356 51.1249562)",1,,30 mph,,,,
28592918,True,Broadway,unclassified,False,41.068999999999996,"LINESTRING (-3.0041973 51.1246599, -3.0041787 51.124639, -3.0041711 51.1246155, -3.0041753 51.1245917, -3.0041908 51.1245698, -3.0042162 51.1245519, -3.004249 51.1245397, -3.0042862 51.1245343, -3.0043279 51.1245369, -3.0043659 51.124548, -3.0043958 51.1245664, -3.0044142 51.1245902, -3.004419 51.1246164, -3.0044096 51.1246421, -3.0043918 51.1246608, -3.0043665 51.1246757)",,,30 mph,,,roundabout,
30738616,False,,unclassified,False,139.442,"LINESTRING (-3.0041973 51.1246599, -3.0041449 51.1246933, -3.0041393 51.1247413, -3.0041533 51.1247858, -3.0041894 51.1248727, -3.0042305 51.1249353, -3.00425 51.1249945, -3.0042395 51.1250674, -3.0042206 51.1251358, -3.00418 51.1252496, -3.0041287 51.1253728, -3.0040742 51.125483, -3.0040309 51.1255371, -3.0039928 51.1255619, -3.0039412 51.1255839, -3.0038881 51.1255926, -3.0038329 51.1255946, -3.0037562 51.1255837, -3.0036281 51.1255639, -3.0035374 51.1255513)",,,,,,,
496483839,True,Broadway,unclassified,False,11.844,"LINESTRING (-3.0046332 51.1255955, -3.0045617 51.1256921)",1,,30 mph,,,,
496483840,True,Broadway,primary,False,247.22200000000004,"LINESTRING (-3.0046332 51.1255955, -3.0049658 51.1255515, -3.0051062 51.1255387, -3.0052388 51.1255356, -3.0054527 51.1255335, -3.0056882 51.1255479, -3.0059519 51.125585, -3.006138 51.1256315, -3.0063423 51.1256917, -3.006492 51.1257526, -3.0067438 51.1258942, -3.0069905 51.1260614, -3.007211 51.1261996, -3.0073252 51.1262711, -3.0076456 51.1264499)",2,A39,30 mph,,,,
"[28383304, 28383303]",True,Broadway,primary,False,151.003,"LINESTRING (-2.9991447 51.1269406, -2.9992994 51.1268572, -2.9996255 51.1266856, -2.9999702 51.1265198, -3.0002069 51.1264215, -3.0005208 51.1262937, -3.000883 51.1261347)",2,A38,30 mph,yes,6,,
750658465,True,Broadway,primary,False,12.628,"LINESTRING (-3.0044563 51.1256194, -3.0046332 51.1255955)",2,A39,30 mph,,,,
496483842,True,Broadway,unclassified,False,74.914,"LINESTRING (-3.0044563 51.1256194, -3.0044305 51.1255227, -3.0044035 51.1253672, -3.0043863 51.1252883, -3.0043753 51.1252035, -3.0043659 51.1251377, -3.004383 51.1250382, -3.0044033 51.1250066, -3.0044143 51.1249893, -3.0044356 51.1249562)",1,,30 mph,,,,
1219379166,True,Penel Orlieu,tertiary,False,9.676,"LINESTRING (-3.0080957 51.1277161, -3.0080821 51.1277361, -3.0080592 51.1277524, -3.0080292 51.1277633, -3.0079952 51.1277677)",1,,30 mph,,,roundabout,
28557212,False,Castle Moat,residential,False,38.739,"LINESTRING (-3.0047556 51.1290969, -3.0046915 51.1290894, -3.004598 51.129099, -3.0045156 51.1291122, -3.0043563 51.1291376, -3.0042105 51.1291374)",,,,,,,
28557212,False,Castle Moat,residential,True,96.824,"LINESTRING (-3.0047556 51.1290969, -3.0048456 51.1291264, -3.004896 51.129164, -3.0049961 51.1292551, -3.0050788 51.1293209, -3.005139 51.1293519, -3.0053811 51.1294649, -3.0054731 51.1295392, -3.005667 51.1297357)",,,,,,,
"[30738536, 30738537]",False,Castle Moat,residential,False,17.107,"LINESTRING (-3.0047556 51.1290969, -3.0047226 51.1290359, -3.0046764 51.1289513)",,,,,,,
28557212,False,Castle Moat,residential,True,38.739,"LINESTRING (-3.0042105 51.1291374, -3.0043563 51.1291376, -3.0045156 51.1291122, -3.004598 51.129099, -3.0046915 51.1290894, -3.0047556 51.1290969)",,,,,,,
30738525,False,King Square,residential,True,21.453,"LINESTRING (-3.0042105 51.1291374, -3.0041608 51.1292133, -3.0041575 51.1292743, -3.0041701 51.1293235)",,,,,,,
132763463,False,King's Place,residential,True,73.142,"LINESTRING (-3.0042105 51.1291374, -3.004064 51.1290544, -3.0039812 51.1290541, -3.0036117 51.1291387, -3.003462 51.1291589, -3.0032406 51.1291638)",,,,,,,
28557297,True,Queen Street,residential,False,41.447,"LINESTRING (-3.0032406 51.1291638, -3.00321 51.129248, -3.0032166 51.1293734, -3.0032204 51.1295343)",,,,,,,
"[131558536, 925476315]",True,Queen Street,residential,False,139.64200000000002,"LINESTRING (-3.0032406 51.1291638, -3.0029387 51.129064, -3.0027849 51.1290457, -3.0023648 51.1290625, -3.0022411 51.1290879, -3.002152 51.1291238, -3.002118 51.1291654, -3.00211 51.1292208, -3.0020932 51.1293295, -3.0020955 51.1294723, -3.0021156 51.1296486)",,,,,,,
132763463,False,King's Place,residential,False,73.142,"LINESTRING (-3.0032406 51.1291638, -3.003462 51.1291589, -3.0036117 51.1291387, -3.0039812 51.1290541, -3.004064 51.1290544, -3.0042105 51.1291374)",,,,,,,
28557290,False,Castle Street,residential,False,78.135,"LINESTRING (-3.0021156 51.1296486, -3.0032204 51.1295343)",,,,,,,
28592095,True,Bond Street,residential,False,57.432,"LINESTRING (-3.0021156 51.1296486, -3.0022298 51.1301601)",,,,,,,
"[78273964, 28557300]",False,"['Castle Street', 'West Quay']",residential,False,90.49799999999999,"LINESTRING (-3.0021156 51.1296486, -3.0017091 51.1296807, -3.0017808 51.130001, -3.0018134 51.1302334)",,,,,,,
28557290,False,Castle Street,residential,True,78.135,"LINESTRING (-3.0032204 51.1295343, -3.0021156 51.1296486)",,,,,,,
28592116,True,Crowpill Road,residential,False,50.297,"LINESTRING (-3.0032204 51.1295343, -3.0033276 51.1299816)",,,,,,,
30738533,False,King Square,residential,False,24.546,"LINESTRING (-3.0032204 51.1295343, -3.003292 51.129522, -3.0035539 51.1294644)",,,,,,,
30738524,True,King Square,residential,False,45.765,"LINESTRING (-3.0035539 51.1294644, -3.0041701 51.1293235)",,,,,,,
30738533,False,King Square,residential,True,24.546,"LINESTRING (-3.0035539 51.1294644, -3.003292 51.129522, -3.0032204 51.1295343)",,,,,,,
30738524,True,King Square,residential,False,45.713,"LINESTRING (-3.0041701 51.1293235, -3.0044576 51.1296929)",,,,,,,
30738525,False,King Square,residential,False,21.453,"LINESTRING (-3.0041701 51.1293235, -3.0041575 51.1292743, -3.0041608 51.1292133, -3.0042105 51.1291374)",,,,,,,
30738524,True,King Square,residential,False,45.379,"LINESTRING (-3.0037584 51.1298518, -3.0035539 51.1294644)",,,,,,,
30738524,True,King Square,residential,False,51.892,"LINESTRING (-3.0044576 51.1296929, -3.0037584 51.1298518)",,,,,,,
157179089,False,King Square,residential,False,34.427,"LINESTRING (-3.0044576 51.1296929, -3.0045271 51.1297127, -3.0045711 51.1297741, -3.0046896 51.1299537)",,,,,,,
78273964,False,West Quay,residential,True,24.471,"LINESTRING (-3.0018844 51.1312455, -3.0018705 51.1310256)",,,,,,,
135342007,False,King Street,residential,False,11.161,"LINESTRING (-3.0013454 51.1278667, -3.0013057 51.1278, -3.0012881 51.127773)",,,,,,,
135342007,False,King Street,residential,True,76.564,"LINESTRING (-3.0013454 51.1278667, -3.0014464 51.1279616, -3.0017296 51.1283053, -3.0018747 51.1284692)",,,,,,,
28557461,True,Dampiet Street,residential,False,65.28800000000001,"LINESTRING (-3.0012881 51.127773, -3.0019068 51.1275778, -3.0021205 51.1275051)",,,,,,,
135342007,False,King Street,residential,True,11.161,"LINESTRING (-3.0012881 51.127773, -3.0013057 51.1278, -3.0013454 51.1278667)",,,,,,,
78273966,False,Dampiet Street,residential,True,2.557,"LINESTRING (-3.0021553 51.1274979, -3.0021205 51.1275051)",,,,,,,
78273966,False,Dampiet Street,residential,False,66.475,"LINESTRING (-3.0021553 51.1274979, -3.0027955 51.1272967, -3.0029195 51.1272281, -3.0029306 51.1271839)",,,,,,,
135342006,False,George Street,residential,True,73.891,"LINESTRING (-3.0021553 51.1274979, -3.0024751 51.1278444, -3.0026904 51.1280713)",,,,,,,
28557475,True,Friarn Street,residential,False,202.0,"LINESTRING (-3.0029306 51.1271839, -3.0029577 51.12712, -3.0031476 51.1270217, -3.0033739 51.126915, -3.0034523 51.1268791, -3.003576 51.1268483, -3.0040456 51.1267609, -3.0047158 51.1266332, -3.0050451 51.126567, -3.0052731 51.1265317, -3.0055298 51.12651)",,,,,,,
78272398,True,St Mary Street,tertiary,False,87.076,"LINESTRING (-3.0029306 51.1271839, -3.0030321 51.1272208, -3.0036987 51.1274306, -3.004044 51.1275371)",,,30 mph,,,,
78273966,False,Dampiet Street,residential,True,66.475,"LINESTRING (-3.0029306 51.1271839, -3.0029195 51.1272281, -3.0027955 51.1272967, -3.0021553 51.1274979)",,,,,,,
"[4905443, 156124765]",False,"['St Mary Street', 'Taunton Road']",tertiary,True,77.31400000000001,"LINESTRING (-3.0029306 51.1271839, -3.0027651 51.1271012, -3.0025796 51.1270135, -3.0025162 51.1269775, -3.0024482 51.126935, -3.0023945 51.1268903, -3.0023414 51.1268267, -3.0022422 51.1267063, -3.0022179 51.1266698)",,,,,,,
28557472,False,Friarn Street,residential,False,9.017,"LINESTRING (-3.006896 51.1265009, -3.0069614 51.1264908, -3.0070079 51.1264652)",,,,,,,
28557472,False,Friarn Street,residential,True,19.161,"LINESTRING (-3.0071925 51.1262945, -3.0070412 51.1264383)",,,,,,,
"[496483843, 28568341]",True,Broadway,primary,False,211.609,"LINESTRING (-3.0071925 51.1262945, -3.0069371 51.1261299, -3.0064766 51.1258437, -3.0061657 51.1257169, -3.006001 51.125672, -3.0057584 51.1256227, -3.0054727 51.1256068, -3.0052992 51.1256046, -3.0050451 51.1256194, -3.0047453 51.1256662, -3.0045617 51.1256921)","['2', '3']",A39,30 mph,,,,
28557475,True,Friarn Street,residential,False,9.4,"LINESTRING (-3.0067613 51.126501, -3.006896 51.1265009)",,,,,,,
28592845,False,Priory Court,residential,False,48.12700000000001,"LINESTRING (-3.0067613 51.126501, -3.0067338 51.1265891, -3.0067159 51.1267167, -3.0066269 51.1268263, -3.0065561 51.1269068)",,,,,,,
28592052,True,Chandos Street,residential,False,30.618000000000002,"LINESTRING (-3.0018134 51.1302334, -3.0021937 51.1301814, -3.0022298 51.1301601)",,,,,,,
78273964,False,West Quay,residential,False,88.17899999999999,"LINESTRING (-3.0018134 51.1302334, -3.0018253 51.1303857, -3.0018581 51.1308297, -3.0018705 51.1310256)",,,,,,,
"[28557300, 78273964]",False,"['Castle Street', 'West Quay']",residential,True,90.498,"LINESTRING (-3.0018134 51.1302334, -3.0017808 51.130001, -3.0017091 51.1296807, -3.0021156 51.1296486)",,,,,,,
365838699,False,Eastover,tertiary,False,56.684,"LINESTRING (-2.9979903 51.1291087, -2.9973249 51.1291732, -2.9971868 51.1291831)",2,,30 mph,,,,
365838699,False,Eastover,tertiary,True,197.55100000000004,"LINESTRING (-2.9979903 51.1291087, -2.9982954 51.1290797, -2.9985116 51.1290621, -2.9987184 51.1290506, -2.9991988 51.1290224, -2.9993994 51.1290117, -2.9996019 51.1290133, -2.9997343 51.1290129, -3.000032 51.129013, -3.0003884 51.1290011, -3.0006206 51.1289878, -3.0008066 51.1289627)",2,,30 mph,,,,
563940874,False,Church Street,residential,True,188.434,"LINESTRING (-2.9979903 51.1291087, -2.9980065 51.1291587, -2.9980907 51.1295055, -2.9980821 51.1296946, -2.9980257 51.1299538, -2.9980129 51.1300268, -2.997976 51.1303056, -2.9979212 51.1307932)",2,,,,,,
157179089,False,King Square,residential,True,34.427,"LINESTRING (-3.0046896 51.1299537, -3.0045711 51.1297741, -3.0045271 51.1297127, -3.0044576 51.1296929)",,,,,,,
"[162381370, 4905445]",True,East Quay,tertiary,False,91.137,"LINESTRING (-3.0006254 51.130721, -3.0006444 51.1308522, -3.0006691 51.1310146, -3.0006795 51.1311135, -3.0007006 51.1312546, -3.0007386 51.1314243, -3.0007764 51.1315343)","['1', '2']",,30 mph,,,,
1220130853,True,Carvers Road,tertiary,False,12.068999999999999,"LINESTRING (-3.0006254 51.130721, -3.0006095 51.1307403, -3.0005854 51.1307558, -3.000555 51.1307662, -3.0005212 51.1307707, -3.0004867 51.1307687)",,,30 mph,,,roundabout,
1219373920,True,Carvers Road,tertiary,False,1.57,"LINESTRING (-3.0004023 51.1306766, -3.0004107 51.1306635)",,,30 mph,,,roundabout,
152125976,False,Eastover,unclassified,False,8.071,"LINESTRING (-3.0009175 51.1289421, -3.0008066 51.1289627)",1,,30 mph,,,,
"[4905448, 152125974, 365838695]",True,"['Town Bridge', 'Binford Place', 'Chapel Street']","['unclassified', 'residential']",False,175.25900000000001,"LINESTRING (-3.0009175 51.1289421, -3.0013271 51.1288593, -3.0013506 51.1288497, -3.0013679 51.1288427, -3.0013877 51.1288232, -3.0013873 51.128795, -3.0013272 51.128707, -3.0012414 51.1286194, -3.0011628 51.1285567, -3.0008599 51.1282447, -3.0007953 51.1281746, -3.0007843 51.1281294, -3.0008105 51.1281135, -3.0008658 51.1280912, -3.0011244 51.1280094, -3.0012248 51.1279782, -3.001285 51.1279432, -3.0013216 51.12791, -3.0013454 51.1278667)",,,,yes,5,,
28560210,False,New Road,residential,True,26.513,"LINESTRING (-2.9996708 51.129491, -2.9997206 51.1296108, -2.999748 51.1296766, -2.9997619 51.1297224)",,,,,,,
162381363,True,East Quay,tertiary,False,15.92,"LINESTRING (-3.0005594 51.1306295, -3.0007547 51.1305555)",1,,30 mph,,,,
28560193,True,Carvers Road,tertiary,False,9.732,"LINESTRING (-3.0005594 51.1306295, -3.0005892 51.1306408, -3.0006125 51.1306571, -3.000627 51.130677, -3.0006316 51.1306987)",,,30 mph,,,roundabout,
563940874,False,Church Street,residential,False,188.43400000000003,"LINESTRING (-2.9979212 51.1307932, -2.997976 51.1303056, -2.9980129 51.1300268, -2.9980257 51.1299538, -2.9980821 51.1296946, -2.9980907 51.1295055, -2.9980065 51.1291587, -2.9979903 51.1291087)",2,,,,,,
563940874,False,Church Street,residential,True,82.201,"LINESTRING (-2.9979212 51.1307932, -2.9978947 51.1311496, -2.9978747 51.1313969, -2.9978625 51.1314848, -2.9978163 51.1315213)",2,,,,,,
28383303,True,Broadway,primary,False,52.647999999999996,"LINESTRING (-3.000883 51.1261347, -3.0014209 51.1259191, -3.0015097 51.1258721)",2,A38,30 mph,,,,
"[365838697, 28560452]",False,Old Taunton Road,residential,False,275.125,"LINESTRING (-3.000883 51.1261347, -3.0007924 51.1260523, -3.0005751 51.1259604, -3.0003669 51.1258906, -3.0001762 51.125843, -2.9999899 51.1258047, -2.9996437 51.1257503, -2.9994765 51.1257257, -2.9993582 51.125699, -2.9992593 51.1256639, -2.9991821 51.125626, -2.9990434 51.1255523, -2.9989362 51.1254814, -2.9988698 51.1254178, -2.9988296 51.125369, -2.9988055 51.1253114, -2.9987974 51.1252529, -2.9988052 51.1251941, -2.9988764 51.1247199, -2.9989075 51.1246266, -2.9989227 51.124581, -2.9989822 51.1244586)",,,,,,,
28560714,False,Albert Street,residential,True,7.664,"LINESTRING (-3.0076456 51.1264499, -3.0075752 51.1265028)",,,,,,,
28560714,False,Albert Street,residential,False,165.534,"LINESTRING (-3.0076456 51.1264499, -3.0084867 51.1258856, -3.0092757 51.1253685)",,,,,,,
496483840,True,Broadway,primary,False,121.605,"LINESTRING (-3.0076456 51.1264499, -3.008908 51.1271275, -3.0089699 51.1271607)",2,A39,30 mph,,,,
"[28560714, 30903315, 30903316]",False,Albert Street,residential,False,76.7,"LINESTRING (-3.0092757 51.1253685, -3.0097983 51.1250486, -3.0098516 51.1250166, -3.0099573 51.1249539, -3.0100574 51.1248964, -3.0100678 51.1248904)",,,,yes,,,
28560714,False,Albert Street,residential,True,165.534,"LINESTRING (-3.0092757 51.1253685, -3.0084867 51.1258856, -3.0076456 51.1264499)",,,,,,,
28600423,False,Friarn Avenue,residential,False,48.004000000000005,"LINESTRING (-3.0092757 51.1253685, -3.0090141 51.1252127, -3.0089605 51.1251791, -3.0088933 51.1251425, -3.0088245 51.1251123, -3.0087478 51.1251017)",,,,,,,
30857351,False,Westfield Close,residential,True,202.477,"LINESTRING (-3.0092757 51.1253685, -3.0095101 51.1255017, -3.0096325 51.1255713, -3.0097692 51.125649, -3.0098659 51.1257039, -3.0098877 51.125752, -3.0098645 51.1257928, -3.0095077 51.1260077, -3.0094279 51.1260599, -3.0090406 51.126299, -3.0088078 51.1264427, -3.0086534 51.126538, -3.0084685 51.126653)",,,,,,,
