osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,width,bridge,geometry
"[102969283, 103530662]",2,,"['Robertson Drive', 'Robertson Court']",residential,30 mph,False,False,92.45200000000001,5.5,,"LINESTRING (-4.2477184 57.6943895, -4.2474241 57.6943613, -4.2473321 57.6945615, -4.2470263 57.694644, -4.246826 57.6946482, -4.2466433 57.6946155, -4.2465183 57.6945878)"
102969311,,,Shillinghill,residential,30 mph,False,False,36.174,,,"LINESTRING (-4.250422 57.6973825, -4.2508083 57.6975659, -4.2508995 57.6975725)"
102969320,,,Shillinghill,residential,30 mph,False,False,58.946000000000005,,,"LINESTRING (-4.2515204 57.697801, -4.2508579 57.6977423, -4.2508995 57.6975725)"
102969266,,,Shillinghill,residential,30 mph,False,False,61.721000000000004,,,"LINESTRING (-4.2512235 57.6981212, -4.2517851 57.6980759, -4.2518563 57.6980533, -4.251906 57.6980308, -4.2519551 57.6979941, -4.2520149 57.6978708)"
102969266,,,Shillinghill,residential,30 mph,False,True,95.068,,,"LINESTRING (-4.2512235 57.6981212, -4.2504596 57.698117, -4.2504399 57.6981169, -4.2501698 57.6980966, -4.2496316 57.6980561)"
102969297,,,Shillinghill,residential,30 mph,False,True,115.04499999999999,,,"LINESTRING (-4.2512235 57.6981212, -4.2512231 57.6983125, -4.2511313 57.6985481, -4.2510741 57.6986947, -4.2509514 57.6990095, -4.2509012 57.6991381)"
102969266,,,Shillinghill,residential,30 mph,False,False,95.068,,,"LINESTRING (-4.2496316 57.6980561, -4.2501698 57.6980966, -4.2504399 57.6981169, -4.2504596 57.698117, -4.2512235 57.6981212)"
102969266,,,Shillinghill,residential,30 mph,False,True,132.10399999999998,,,"LINESTRING (-4.2496316 57.6980561, -4.2494787 57.6985236, -4.2493272 57.6989869, -4.2492398 57.6992255)"
102969290,,,Shillinghill,residential,30 mph,False,True,57.03699999999999,,,"LINESTRING (-4.2496316 57.6980561, -4.2495093 57.6980383, -4.2489218 57.6979529, -4.2487054 57.6979214)"
103530662,2,,Robertson Drive,residential,30 mph,False,True,12.295,5.5,,"LINESTRING (-4.2458307 57.6941845, -4.2459701 57.6942662)"
102969266,,,Shillinghill,residential,30 mph,False,False,21.856,,,"LINESTRING (-4.2520149 57.6978708, -4.2520752 57.6976769)"
102969266,,,Shillinghill,residential,30 mph,False,True,61.721000000000004,,,"LINESTRING (-4.2520149 57.6978708, -4.2519551 57.6979941, -4.251906 57.6980308, -4.2518563 57.6980533, -4.2517851 57.6980759, -4.2512235 57.6981212)"
102969360,,,Shillinghill,residential,30 mph,False,True,34.574,,,"LINESTRING (-4.2520149 57.6978708, -4.2521933 57.6978884, -4.2525861 57.69793)"
102969299,,,River Lane,residential,,False,False,146.60500000000002,,,"LINESTRING (-4.2592319 57.6975774, -4.2593694 57.6974082, -4.2594118 57.6972211, -4.259517 57.6969696, -4.2594047 57.6963761, -4.2593915 57.6962851)"
102969292,2,,Caplich Hill,residential,30 mph,False,False,61.093,,,"LINESTRING (-4.246618 57.6979809, -4.2476119 57.6978403)"
102969318,2,,Caplich Hill,residential,30 mph,False,True,64.817,,,"LINESTRING (-4.246618 57.6979809, -4.2469888 57.6985291)"
102969311,,,Shillinghill,residential,30 mph,False,False,70.82,,,"LINESTRING (-4.2508995 57.6975725, -4.2520752 57.6976769)"
102969311,,,Shillinghill,residential,30 mph,False,True,36.174,,,"LINESTRING (-4.2508995 57.6975725, -4.2508083 57.6975659, -4.250422 57.6973825)"
102969320,,,Shillinghill,residential,30 mph,False,True,58.946000000000005,,,"LINESTRING (-4.2508995 57.6975725, -4.2508579 57.6977423, -4.2515204 57.697801)"
102969290,,,Shillinghill,residential,30 mph,False,False,24.089,,,"LINESTRING (-4.2483981 57.6977801, -4.2487054 57.6979214)"
102969339,,,Shillinghill,residential,30 mph,False,True,43.682,,,"LINESTRING (-4.2483981 57.6977801, -4.248287 57.6978641, -4.2483943 57.6979558, -4.2485874 57.6979673, -4.2487054 57.6979214)"
102969290,,,Shillinghill,residential,30 mph,False,True,78.922,,,"LINESTRING (-4.2483981 57.6977801, -4.2485075 57.6973828, -4.2490756 57.6974358)"
102969337,,,Invercarron,residential,,False,False,37.601,,,"LINESTRING (-4.2506714 57.6997503, -4.2506959 57.6994124)"
102969337,,,Invercarron,residential,,False,True,201.022,,,"LINESTRING (-4.2506714 57.6997503, -4.2504811 57.6997517, -4.2502073 57.6997304, -4.2498765 57.6996968, -4.2495596 57.6996504, -4.2484909 57.6994579, -4.247792 57.6993322, -4.2476231 57.6993293, -4.2474145 57.6993606)"
102969338,,,Invercarron,residential,,False,True,71.85300000000001,,,"LINESTRING (-4.2506714 57.6997503, -4.2508271 57.6999696, -4.2508482 57.6999977, -4.2508978 57.7000189, -4.2509851 57.7000256, -4.2511434 57.7000246, -4.2515459 57.7000082)"
102969266,,,Shillinghill,residential,30 mph,False,True,86.52,,,"LINESTRING (-4.2523568 57.6969135, -4.2520752 57.6976769)"
42932015,,,Perrins Road,residential,20 mph,True,False,232.707,3,,"LINESTRING (-4.2523568 57.6969135, -4.2531743 57.6969866, -4.2541362 57.6970727, -4.254909 57.6971418, -4.2562247 57.69724)"
42932014,2,,Caplich Road,residential,30 mph,False,False,104.10300000000001,3,,"LINESTRING (-4.2524397 57.6995025, -4.2521658 57.699492, -4.25107 57.6994327, -4.2506959 57.6994124)"
42932014,2,,Caplich Road,residential,30 mph,False,True,230.531,3,,"LINESTRING (-4.2524397 57.6995025, -4.2527364 57.6995155, -4.2530254 57.6995169, -4.2532709 57.6995125, -4.2538077 57.6994837, -4.2538787 57.6994777, -4.2562852 57.6992755)"
102969360,,,Shillinghill,residential,30 mph,False,False,192.03099999999998,,,"LINESTRING (-4.2524397 57.6995025, -4.2524774 57.6993992, -4.2525167 57.6992915, -4.2526023 57.6990573, -4.2527766 57.6985801, -4.2528016 57.6985117, -4.252952 57.6980998, -4.2529616 57.6980735, -4.2529682 57.6980555, -4.2529376 57.6980251, -4.2528854 57.6979885, -4.2528151 57.6979639, -4.2527342 57.697948, -4.2525861 57.69793)"
42932016,,,Ardross Place,residential,30 mph,False,False,47.111,5.6,,"LINESTRING (-4.2571751 57.6966788, -4.2563937 57.6966072)"
102970160,,,,residential,20 mph,False,False,49.319,,,"LINESTRING (-4.2571383 57.6977494, -4.2563097 57.6977751)"
510526529,,,Station Court,residential,,False,True,30.961,,,"LINESTRING (-4.2526554 57.6949637, -4.2524803 57.6949227, -4.2522939 57.6949199, -4.2521541 57.6949029)"
103530662,2,,Robertson Drive,residential,30 mph,False,False,12.295,5.5,,"LINESTRING (-4.2459701 57.6942662, -4.2458307 57.6941845)"
117871368,2,,Robertson Drive,residential,30 mph,False,True,6.776,5.5,,"LINESTRING (-4.2459701 57.6942662, -4.2460625 57.6942305)"
103530662,2,,Robertson Drive,residential,30 mph,False,True,48.534,5.5,,"LINESTRING (-4.2459701 57.6942662, -4.2461117 57.6943697, -4.2463083 57.6944861, -4.2465183 57.6945878)"
117871368,2,,Robertson Drive,residential,30 mph,False,False,6.776,5.5,,"LINESTRING (-4.2460625 57.6942305, -4.2459701 57.6942662)"
510526527,,,Station Court,residential,,False,True,20.963,,,"LINESTRING (-4.2521541 57.6949029, -4.2521517 57.6949936, -4.2522532 57.695075)"
510526529,,,Station Court,residential,,False,False,30.961,,,"LINESTRING (-4.2521541 57.6949029, -4.2522939 57.6949199, -4.2524803 57.6949227, -4.2526554 57.6949637)"
510526529,,,Station Court,residential,,False,True,93.345,,,"LINESTRING (-4.2521541 57.6949029, -4.2510842 57.6947815, -4.2509447 57.6947987, -4.2507087 57.6946725)"
125921853,,,Garden Square,unclassified,,False,True,27.91,,,"LINESTRING (-4.2609039 57.6954779, -4.2611877 57.6956779)"
103530661,2,B817,Novar Road,secondary,30 mph,False,False,33.162,,,"LINESTRING (-4.2611877 57.6956779, -4.261656 57.6955157)"
125921853,,,Garden Square,unclassified,,False,False,27.91,,,"LINESTRING (-4.2611877 57.6956779, -4.2609039 57.6954779)"
103530661,2,B817,Novar Road,secondary,30 mph,False,True,53.958,,,"LINESTRING (-4.2611877 57.6956779, -4.2607129 57.6958326, -4.2604198 57.6959367)"
125921883,,,Wright's Lane,unclassified,30 mph,False,True,32.719,,,"LINESTRING (-4.2526906 57.6959492, -4.252589 57.6962384)"
125921883,,,Wright's Lane,unclassified,30 mph,False,False,32.719,,,"LINESTRING (-4.252589 57.6962384, -4.2526906 57.6959492)"
125921835,,,Averon Road,residential,20 mph,True,False,147.441,3,,"LINESTRING (-4.252589 57.6962384, -4.2517667 57.6961499, -4.2509724 57.6960683, -4.2508589 57.696057, -4.2505186 57.6960249, -4.2502984 57.6960196, -4.2501535 57.6960443)"
190082972,,,Riverside Road,residential,,False,False,41.769,,,"LINESTRING (-4.2597264 57.6955194, -4.2590641 57.6956452)"
221906857,,,Bank Lane,residential,30 mph,False,False,57.344,,,"LINESTRING (-4.2543204 57.6964069, -4.2545222 57.6959026)"
125921835,,,Averon Road,residential,20 mph,True,False,104.582,3,,"LINESTRING (-4.2543204 57.6964069, -4.2533756 57.6963108, -4.252589 57.6962384)"
221906857,,,Bank Lane,residential,30 mph,False,True,57.344,,,"LINESTRING (-4.2545222 57.6959026, -4.2543204 57.6964069)"
103530652,2,B817,High Street,secondary,20 mph,False,False,77.819,,,"LINESTRING (-4.2545222 57.6959026, -4.255287 57.6959841, -4.2558065 57.6960394)"
103530652,2,B817,High Street,secondary,20 mph,False,True,151.37199999999999,,,"LINESTRING (-4.2545222 57.6959026, -4.2535744 57.6957952, -4.2527795 57.6957067, -4.2523578 57.6956603, -4.2520299 57.6956213)"
246190076,,,Muirden Square,residential,30 mph,False,True,29.963,,,"LINESTRING (-4.2501861 57.6963132, -4.2501535 57.6960443)"
430213144,,,,residential,,False,True,9.415,,,"LINESTRING (-4.2473709 57.6992792, -4.2474145 57.6993606)"
430213144,,,,residential,,False,False,9.415,,,"LINESTRING (-4.2474145 57.6993606, -4.2473709 57.6992792)"
430213144,,,,residential,,False,True,13.784,,,"LINESTRING (-4.2474145 57.6993606, -4.2474782 57.6994798)"
102969337,,,Invercarron,residential,,False,False,201.022,,,"LINESTRING (-4.2474145 57.6993606, -4.2476231 57.6993293, -4.247792 57.6993322, -4.2484909 57.6994579, -4.2495596 57.6996504, -4.2498765 57.6996968, -4.2502073 57.6997304, -4.2504811 57.6997517, -4.2506714 57.6997503)"
430213144,,,,residential,,False,False,13.784,,,"LINESTRING (-4.2474782 57.6994798, -4.2474145 57.6993606)"
510526529,,,Station Court,residential,,False,False,93.345,,,"LINESTRING (-4.2507087 57.6946725, -4.2509447 57.6947987, -4.2510842 57.6947815, -4.2521541 57.6949029)"
102969360,,,Shillinghill,residential,30 mph,False,False,34.574,,,"LINESTRING (-4.2525861 57.69793, -4.2521933 57.6978884, -4.2520149 57.6978708)"
102969360,,,Shillinghill,residential,30 mph,False,True,192.03099999999998,,,"LINESTRING (-4.2525861 57.69793, -4.2527342 57.697948, -4.2528151 57.6979639, -4.2528854 57.6979885, -4.2529376 57.6980251, -4.2529682 57.6980555, -4.2529616 57.6980735, -4.252952 57.6980998, -4.2528016 57.6985117, -4.2527766 57.6985801, -4.2526023 57.6990573, -4.2525167 57.6992915, -4.2524774 57.6993992, -4.2524397 57.6995025)"
796789176,,,,residential,,False,False,46.263999999999996,,,"LINESTRING (-4.2525861 57.69793, -4.252623 57.6978087, -4.2528786 57.6978398, -4.2530197 57.697857, -4.2531579 57.6978738)"
796789176,,,,residential,,False,True,46.263999999999996,,,"LINESTRING (-4.2531579 57.6978738, -4.2530197 57.697857, -4.2528786 57.6978398, -4.252623 57.6978087, -4.2525861 57.69793)"
248722404,2,,River Lane,residential,,False,True,46.882,6,,"LINESTRING (-4.2588422 57.6952406, -4.2590641 57.6956452)"
