osmid,lanes,ref,highway,maxspeed,junction,oneway,reversed,length,geometry,name,width,access,bridge
37284880,,,residential,,,False,False,99.25,"LINESTRING (-5.0509434 50.2652655, -5.0509626 50.2652306, -5.0509751 50.2652056, -5.0509892 50.2651855, -5.0510039 50.2651666, -5.0510214 50.2651501, -5.0510368 50.2651424, -5.0511092 50.2651182, -5.0511343 50.2651098, -5.0511602 50.2651002, -5.0511843 50.2650905, -5.0512084 50.2650792, -5.0517864 50.2647811, -5.0519843 50.2646964)",Union Place,,,
48648541,2,B3284,secondary,30 mph,,False,True,42.775999999999996,"LINESTRING (-5.0509434 50.2652655, -5.050661 50.2651752, -5.0504017 50.265098)",St Clement Street,,,
37284879,2,B3284,secondary,30 mph,,False,True,126.213,"LINESTRING (-5.0526017 50.265642, -5.0525108 50.2656416, -5.0524201 50.2656393, -5.0523223 50.265626, -5.0522262 50.2656091, -5.0520323 50.2655726, -5.0520039 50.2655662, -5.051804 50.2655211, -5.0517635 50.2655113, -5.0517074 50.2654977, -5.0514165 50.2654213, -5.0511114 50.2653247, -5.0509434 50.2652655)",St Clement Street,,,
164913812,,,unclassified,,,False,True,35.831,"LINESTRING (-5.0526017 50.265642, -5.0527 50.2658649, -5.0526686 50.2659533)",Moresk Road,,,
"[184877600, 114327761]",2,B3284,secondary,30 mph,,False,False,161.39399999999998,"LINESTRING (-5.0526017 50.265642, -5.0526928 50.2656333, -5.0527908 50.2656179, -5.0529166 50.2655919, -5.0530462 50.2655586, -5.0531962 50.2655062, -5.0534365 50.2653603, -5.0536609 50.2652185, -5.0538259 50.265119, -5.0538552 50.2651051, -5.0538893 50.2650943, -5.0539354 50.2650876, -5.0539841 50.2650858, -5.0540206 50.265089, -5.0540519 50.2650952, -5.054085 50.2651062, -5.054113 50.2651236, -5.0542124 50.265207, -5.0542372 50.2652293, -5.0542656 50.2652507, -5.0542944 50.2652695, -5.0543273 50.2652876, -5.0544237 50.2653203)","['Pydar Street', 'St Clement Street']",,,
"[164913274, 164913269, 31669877, 1259147770]",,,unclassified,,,True,False,110.942,"LINESTRING (-5.0493584 50.2635964, -5.0492176 50.2636465, -5.0490493 50.2637125, -5.0490129 50.2637291, -5.0488145 50.2638105, -5.0487438 50.2638434, -5.0486939 50.2638678, -5.0485801 50.2639295, -5.0484706 50.2639779, -5.0482951 50.2640943, -5.0482122 50.264163, -5.0481465 50.2642116)",New Bridge Street,,,yes
48648541,2,B3284,secondary,30 mph,,False,False,71.14699999999999,"LINESTRING (-5.0481465 50.2642116, -5.0483729 50.2642703, -5.0485977 50.2643364, -5.049042 50.2644954)",St Clement Street,,,
55065880,,,tertiary,20 mph,,False,False,87.982,"LINESTRING (-5.0481465 50.2642116, -5.0480614 50.2642979, -5.0477967 50.2646068, -5.0476652 50.2647654, -5.047646 50.2647908, -5.0475579 50.2649072)",Mitchell Hill,,,
767555755,2,B3284,secondary,30 mph,,False,True,64.274,"LINESTRING (-5.0481465 50.2642116, -5.0479995 50.26418, -5.047913 50.2641537, -5.047323 50.2639743)",St Austell Street,,,
37284878,,,unclassified,,,False,False,25.080000000000002,"LINESTRING (-5.0520136 50.267122, -5.0520552 50.2669352, -5.0520633 50.2668987)",Moresk Road,,,
37284878,,,unclassified,,,False,False,20.457,"LINESTRING (-5.0520633 50.2668987, -5.0521094 50.2667171)",Moresk Road,,,
188390967,,,residential,,,False,True,72.754,"LINESTRING (-5.0520633 50.2668987, -5.0530568 50.2670562)",Daubuz Court,,,
37284878,,,unclassified,,,False,True,25.080000000000002,"LINESTRING (-5.0520633 50.2668987, -5.0520552 50.2669352, -5.0520136 50.267122)",Moresk Road,,,
37284878,,,unclassified,,,False,True,20.457,"LINESTRING (-5.0521094 50.2667171, -5.0520633 50.2668987)",Moresk Road,,,
"[164913811, 164913812, 37284878]",,,unclassified,,,False,False,93.913,"LINESTRING (-5.0521094 50.2667171, -5.0522391 50.266524, -5.0525191 50.2661477, -5.0526588 50.2659833, -5.0526686 50.2659533)",Moresk Road,,,yes
55065885,,,residential,20 mph,,False,True,62.00000000000001,"LINESTRING (-5.0521094 50.2667171, -5.0513857 50.2667504, -5.0513253 50.2667459, -5.0512428 50.2667306)",Paul's Terrace,,,
59591254,,,unclassified,,,False,True,107.93299999999999,"LINESTRING (-5.0526686 50.2659533, -5.0529086 50.2660189, -5.0529276 50.2661346, -5.0534302 50.2665324, -5.0534991 50.2665988, -5.0536494 50.2665902)",Oak Way,,,
164913812,,,unclassified,,,False,False,35.831,"LINESTRING (-5.0526686 50.2659533, -5.0527 50.2658649, -5.0526017 50.265642)",Moresk Road,,,
"[164913811, 164913812, 37284878]",,,unclassified,,,False,True,93.91300000000001,"LINESTRING (-5.0526686 50.2659533, -5.0526588 50.2659833, -5.0525191 50.2661477, -5.0522391 50.266524, -5.0521094 50.2667171)",Moresk Road,,,yes
37284880,,,residential,,,False,True,99.25,"LINESTRING (-5.0519843 50.2646964, -5.0517864 50.2647811, -5.0512084 50.2650792, -5.0511843 50.2650905, -5.0511602 50.2651002, -5.0511343 50.2651098, -5.0511092 50.2651182, -5.0510368 50.2651424, -5.0510214 50.2651501, -5.0510039 50.2651666, -5.0509892 50.2651855, -5.0509751 50.2652056, -5.0509626 50.2652306, -5.0509434 50.2652655)",Union Place,,,
56474725,2,B3284,secondary,30 mph,,False,True,14.715,"LINESTRING (-5.047323 50.2639743, -5.0471407 50.2639116)",St Austell Street,,,
188039298,,,residential,,,False,True,32.906,"LINESTRING (-5.047323 50.2639743, -5.0472684 50.2640347, -5.0470913 50.2642305)",St Pirans Close,,,
767555755,2,B3284,secondary,30 mph,,False,False,64.274,"LINESTRING (-5.047323 50.2639743, -5.047913 50.2641537, -5.0479995 50.26418, -5.0481465 50.2642116)",St Austell Street,,,
1036996496,,,tertiary,,,False,False,14.191,"LINESTRING (-5.0549858 50.2618304, -5.0548091 50.261771)",Charles Street,,,
"[1044592192, 188040577]",,,tertiary,,,False,True,103.5,"LINESTRING (-5.0549858 50.2618304, -5.0551872 50.2618934, -5.0553985 50.2619607, -5.0555157 50.2620023, -5.0556428 50.262049, -5.0557638 50.262094, -5.0558822 50.2621408, -5.0560641 50.2622092, -5.0561902 50.2622566, -5.0562579 50.2622821)",City Road,,,
"[1044592193, 39839532]",,,unclassified,,,False,False,74.45599999999999,"LINESTRING (-5.0549858 50.2618304, -5.0548535 50.261998, -5.0547774 50.2620995, -5.0546926 50.2622051, -5.0546289 50.2622796, -5.0546004 50.2623083, -5.0545585 50.2623504, -5.0544833 50.2624166)",Calenick Street,,,
39839533,,,unclassified,,,False,False,34.329,"LINESTRING (-5.0544833 50.2624166, -5.0540932 50.2622346)",,,,
39839532,,,unclassified,,,False,False,81.16500000000002,"LINESTRING (-5.0544833 50.2624166, -5.0543841 50.2625114, -5.0543408 50.2625541, -5.0542997 50.2625947, -5.0542836 50.2626226, -5.0542609 50.2626503, -5.0541425 50.2627517, -5.0539583 50.2629093, -5.0539468 50.2629212, -5.0539409 50.2629273, -5.0539329 50.2629458, -5.0539255 50.2629799, -5.0539228 50.2630137, -5.0539203 50.2630374)",Calenick Street,,,
"[1044592193, 39839532]",,,unclassified,,,False,True,74.45599999999999,"LINESTRING (-5.0544833 50.2624166, -5.0545585 50.2623504, -5.0546004 50.2623083, -5.0546289 50.2622796, -5.0546926 50.2622051, -5.0547774 50.2620995, -5.0548535 50.261998, -5.0549858 50.2618304)",Calenick Street,,,
31669872,,,unclassified,,,True,False,105.51600000000002,"LINESTRING (-5.0539203 50.2630374, -5.0540293 50.2630474, -5.054289 50.2630667, -5.0544163 50.2630748, -5.0544499 50.2630761, -5.0545029 50.2630761, -5.0545606 50.2630735, -5.0545788 50.2630727, -5.0548269 50.2630645, -5.054993 50.2630589, -5.0550823 50.2630554, -5.0553996 50.2630427)",Kenwyn Street,,,
39839532,,,unclassified,,,False,True,81.165,"LINESTRING (-5.0539203 50.2630374, -5.0539228 50.2630137, -5.0539255 50.2629799, -5.0539329 50.2629458, -5.0539409 50.2629273, -5.0539468 50.2629212, -5.0539583 50.2629093, -5.0541425 50.2627517, -5.0542609 50.2626503, -5.0542836 50.2626226, -5.0542997 50.2625947, -5.0543408 50.2625541, -5.0543841 50.2625114, -5.0544833 50.2624166)",Calenick Street,,,
39839533,,,unclassified,,,False,True,34.329,"LINESTRING (-5.0540932 50.2622346, -5.0544833 50.2624166)",,,,
"[39839592, 1173638147]",,,unclassified,,,False,False,115.42000000000003,"LINESTRING (-5.0533706 50.2613612, -5.0532927 50.261459, -5.0532197 50.2615507, -5.0530652 50.2617288, -5.0528245 50.2619858, -5.0526073 50.2622177, -5.0525935 50.2622318, -5.0525925 50.2622411, -5.0525925 50.2622513, -5.0525965 50.2622595, -5.0525998 50.2622663)",Lemon Mews Road,,destination,
188040581,,,tertiary,,,False,False,45.816,"LINESTRING (-5.0533706 50.2613612, -5.052856 50.261206, -5.0527856 50.2611885)",Charles Street,,,
"[1036996496, 1044592191, 188040581, 1036996495]",,,tertiary,,,False,True,111.95400000000001,"LINESTRING (-5.0533706 50.2613612, -5.0534141 50.2613736, -5.0537404 50.261467, -5.054195 50.2615985, -5.0542675 50.2616195, -5.0543008 50.2616284, -5.054318 50.261633, -5.0545276 50.2616931, -5.0548091 50.261771)",Charles Street,,,
54684383,,,unclassified,,,False,True,155.24599999999998,"LINESTRING (-5.0504758 50.2622751, -5.0504899 50.2622506, -5.0505164 50.2622063, -5.05053 50.2621823, -5.0506743 50.2620117, -5.0506781 50.2620079, -5.0507442 50.2619412, -5.0507991 50.2618859, -5.0511935 50.2615421, -5.0512347 50.2615062, -5.0513608 50.2613938, -5.0515295 50.2612435, -5.0515685 50.261196, -5.0515893 50.2611672, -5.0515994 50.2611467, -5.0516061 50.2611175, -5.05161 50.261094)",Tabernacle Street,,,
164930599,,,unclassified,,,True,False,57.391999999999996,"LINESTRING (-5.0504758 50.2622751, -5.0511127 50.2624708, -5.0511948 50.2625081)",Lemon Quay,,,
37345470,,,tertiary,30 mph,,False,True,21.346,"LINESTRING (-5.0549439 50.2594421, -5.0548755 50.2595048, -5.0547566 50.2595918)",Lemon Street,,,
"[183484158, 40993799]",,,residential,,,False,False,186.59799999999998,"LINESTRING (-5.0549439 50.2594421, -5.054991 50.2594636, -5.0550189 50.2594757, -5.055039 50.2594825, -5.0550618 50.2594896, -5.0550913 50.2594964, -5.0551239 50.2595015, -5.055449 50.2595254, -5.0560592 50.2595674, -5.0565273 50.2596008, -5.0568109 50.2596193, -5.0569901 50.2596287, -5.0572018 50.2596351, -5.0572957 50.2596351, -5.057344 50.2596334, -5.0573886 50.2596295, -5.0574351 50.2596237, -5.0574826 50.259615, -5.0575277 50.2596057)","['Daniell Street', 'Albert Place']",,,
47156742,,,tertiary,30 mph,,False,False,14.309000000000001,"LINESTRING (-5.0549439 50.2594421, -5.0549718 50.2594183, -5.0550165 50.2593818, -5.055058 50.2593364)",Falmouth Road,,,
40993801,,,unclassified,,,False,False,126.22299999999998,"LINESTRING (-5.0506626 50.2638753, -5.0506525 50.2639073, -5.0506452 50.2639223, -5.0506324 50.2639377, -5.0506157 50.2639518, -5.0505976 50.2639664, -5.0503753 50.2641167, -5.0502161 50.2641949, -5.0500391 50.2642868, -5.0499263 50.2643389, -5.0498237 50.2643899, -5.0497661 50.2643985, -5.0497189 50.2644248, -5.0496799 50.2644474, -5.0493684 50.2646276)",Old Bridge Street,,,
54683706,,,unclassified,,,True,False,100.251,"LINESTRING (-5.0506626 50.2638753, -5.0506029 50.2638661, -5.0505372 50.263855, -5.0504742 50.2638391, -5.0504105 50.2638194, -5.0501798 50.2637402, -5.0500395 50.2636943, -5.0499581 50.2636725, -5.0496385 50.2635838, -5.0496078 50.2635772, -5.0495709 50.2635738, -5.0495368 50.2635725, -5.0495008 50.263575, -5.0494388 50.2635836, -5.0493584 50.2635964)",St Mary's Street,,,
37345468,,,tertiary,,,False,False,22.502,"LINESTRING (-5.0527856 50.2611885, -5.052592 50.2613486)",Lemon Street,,,
37345470,,,tertiary,30 mph,,False,False,27.257,"LINESTRING (-5.0527856 50.2611885, -5.0530206 50.2609948)",Lemon Street,,,
188040581,,,tertiary,,,False,True,45.816,"LINESTRING (-5.0527856 50.2611885, -5.052856 50.261206, -5.0533706 50.2613612)",Charles Street,,,
114327740,2,B3284,secondary,30 mph,,False,False,64.193,"LINESTRING (-5.058652 50.2676799, -5.0579632 50.2673065)",Kenwyn Road,,,
44114493,,,residential,,,False,False,49.840999999999994,"LINESTRING (-5.0573093 50.2637309, -5.0573641 50.2637452, -5.0573822 50.2637508, -5.0575492 50.263807, -5.0579143 50.263956)",St George's Road,,,
"[1056410666, 48648535]",2,,tertiary,30 mph,,False,False,68.756,"LINESTRING (-5.0573093 50.2637309, -5.0572747 50.2637452, -5.057234 50.2637529, -5.0571938 50.2637555, -5.0571421 50.2637534, -5.0569172 50.2637325, -5.0563584 50.2636829)","['Ferris Town', 'Frances Street']",,,
54682816,,,tertiary,30 mph,,False,True,59.811,"LINESTRING (-5.0573093 50.2637309, -5.0575863 50.2636099, -5.0580042 50.2634276)",Ferris Town,6.2,,
44114493,,,residential,,,False,True,49.841,"LINESTRING (-5.0579143 50.263956, -5.0575492 50.263807, -5.0573822 50.2637508, -5.0573641 50.2637452, -5.0573093 50.2637309)",St George's Road,,,
26386071,3,A39,trunk,30 mph,roundabout,True,False,17.317,"LINESTRING (-5.0487431 50.260497, -5.0488109 50.2604685, -5.0488885 50.2604531, -5.0489697 50.2604521)",,,,
54689840,,B3284,secondary,30 mph,,True,False,54.996,"LINESTRING (-5.0467516 50.2635009, -5.0467787 50.2635984, -5.0467991 50.2636465, -5.0468244 50.2636816, -5.0468588 50.2637165, -5.0469046 50.2637521, -5.0470052 50.2638143, -5.047061 50.2638554, -5.0471407 50.2639116)",St Austell Street,,,
1191549364,2,,trunk,30 mph,roundabout,True,False,38.482,"LINESTRING (-5.0467516 50.2635009, -5.0467116 50.2635634, -5.0466602 50.2636165, -5.0466094 50.2636581, -5.0465584 50.2636997, -5.0464397 50.26378)",Trafalgar Roundabout,,,
26386068,2,,trunk,30 mph,roundabout,True,False,10.289000000000001,"LINESTRING (-5.0458222 50.2637045, -5.0458065 50.2636612, -5.0458021 50.2636132)",Trafalgar Roundabout,,,
46831519,2,A39,trunk,30 mph,,True,False,33.442,"LINESTRING (-5.0453179 50.2641963, -5.0452345 50.2642528, -5.0451587 50.2643102, -5.045087 50.2643659, -5.0450192 50.2644281)",Tregolls Road,,,
76712755,,,residential,20 mph,,False,True,59.95099999999999,"LINESTRING (-5.0453179 50.2641963, -5.0453548 50.2642205, -5.045382 50.2642356, -5.0454135 50.2642485, -5.045435 50.2642575, -5.0454665 50.2642665, -5.0454973 50.2642738, -5.0455334 50.264281, -5.0457233 50.264302, -5.0459195 50.264319, -5.046019 50.2643278, -5.046068 50.2643321, -5.0461123 50.264339)",James Place,,,
47156742,,,tertiary,30 mph,,False,True,14.309000000000001,"LINESTRING (-5.055058 50.2593364, -5.0550165 50.2593818, -5.0549718 50.2594183, -5.0549439 50.2594421)",Falmouth Road,,,
1049412868,,,residential,20 mph,,True,False,71.94800000000001,"LINESTRING (-5.055058 50.2593364, -5.0550132 50.2593196, -5.0548857 50.2592763, -5.0548436 50.2592667, -5.0546363 50.259245, -5.0543104 50.2592176, -5.0542296 50.2592144, -5.0541857 50.2592132, -5.0540784 50.2592101)",Barrack Lane,,,
37345470,,,tertiary,30 mph,,False,False,35.86,"LINESTRING (-5.0544424 50.2598441, -5.0545931 50.2597231, -5.0547566 50.2595918)",Lemon Street,,,
37345470,,,tertiary,30 mph,,False,True,163.066,"LINESTRING (-5.0544424 50.2598441, -5.0540637 50.2601432, -5.0537919 50.2603686, -5.0534167 50.2606799, -5.0530206 50.2609948)",Lemon Street,,,
