osmid,ref,name,highway,maxspeed,oneway,reversed,length,bridge,lanes,geometry,width,tunnel
300112407,A989,Atholl Street,primary,30 mph,False,False,63.065,,4,"LINESTRING (-3.4327282 56.3994594, -3.4328878 56.3994516, -3.4329369 56.399449, -3.4337502 56.3994173)",,
622366353,,Kinnoull Street,residential,30 mph,False,True,46.211,,2,"LINESTRING (-3.4327282 56.3994594, -3.4326846 56.399342, -3.4326824 56.3993173, -3.4326823 56.3990463)",,
22937530,,Princes Street,unclassified,30 mph,True,False,94.186,,,"LINESTRING (-3.4282626 56.3942752, -3.4282497 56.3943569, -3.4281837 56.3950202, -3.4281775 56.3950438, -3.4281555 56.3951197)",,
25003327,,Canal Street,unclassified,30 mph,True,False,187.01000000000002,,2,"LINESTRING (-3.4282626 56.3942752, -3.4283704 56.394279, -3.4289454 56.3942896, -3.4292675 56.3942914, -3.4299009 56.3943006, -3.4303103 56.3943033, -3.4309074 56.3943071, -3.4311123 56.3943041, -3.4313003 56.3943019)",,
859605024,,South Street,unclassified,30 mph,True,False,86.86,,2,"LINESTRING (-3.4281555 56.3951197, -3.4280808 56.395117, -3.4275773 56.3950997, -3.4267471 56.3950689)",,
1078444828,,Canal Street,unclassified,30 mph,True,False,86.33899999999998,,2,"LINESTRING (-3.4268612 56.3942398, -3.4280653 56.3942722, -3.4281339 56.3942728, -3.4282626 56.3942752)",,
615944125,,Scott Street,residential,30 mph,False,True,106.678,,,"LINESTRING (-3.4323247 56.3942953, -3.4323302 56.3942391, -3.4323304 56.3942222, -3.4323338 56.393336)",,
862778226,,Canal Street,unclassified,30 mph,True,False,40.228,,2,"LINESTRING (-3.4323247 56.3942953, -3.4324722 56.394297, -3.4327009 56.3943002, -3.4329782 56.3942981)",,
862778227,,Scott Street,residential,30 mph,False,False,105.873,,,"LINESTRING (-3.4323247 56.3942953, -3.4323276 56.3943834, -3.4323264 56.3944243, -3.4323062 56.39511, -3.4323045 56.3951666, -3.4323021 56.3952473)",,
22973718,,High Street,unclassified,30 mph,True,False,73.316,,2,"LINESTRING (-3.4258139 56.3969739, -3.4269724 56.3968201)",,
24933116,A989,Tay Street,primary,30 mph,False,True,112.115,,2,"LINESTRING (-3.4258139 56.3969739, -3.4258843 56.3971148, -3.4261133 56.3975371, -3.4264471 56.3979156)",,
"[859605025, 463911166]",A989,Tay Street,primary,30 mph,False,False,221.32999999999998,,2,"LINESTRING (-3.4258139 56.3969739, -3.4257632 56.3968316, -3.4256892 56.396654, -3.4256288 56.3964003, -3.4255927 56.3960422, -3.4256457 56.3956185, -3.4256786 56.3953964, -3.4257097 56.3951799, -3.4257061 56.3951426, -3.4256839 56.3949966)",,
22973704,,County Place,unclassified,30 mph,False,True,110.051,,3,"LINESTRING (-3.4344064 56.395316, -3.4347636 56.3953304, -3.4348557 56.3953327, -3.4361919 56.3953698)",,
22973707,,South Street,unclassified,30 mph,True,False,129.739,,2,"LINESTRING (-3.4344064 56.395316, -3.4341391 56.3953023, -3.434074 56.3953004, -3.4325295 56.3952546, -3.4324887 56.3952533, -3.4323021 56.3952473)",,
24505874,,South Methven Street,residential,30 mph,False,False,119.81099999999999,,2,"LINESTRING (-3.4344064 56.395316, -3.4344196 56.3954463, -3.4344229 56.3954883, -3.4344254 56.3956574, -3.4344525 56.3959413, -3.4344638 56.3963928)",,
24505877,,Pamelia Court,residential,30 mph,False,True,86.975,,,"LINESTRING (-3.4364099 56.3977194, -3.4359912 56.3977921, -3.4356162 56.3978077, -3.4354912 56.3976986, -3.4354504 56.3976629, -3.4353825 56.3975076)",,
"[24421322, 24421339]",,"['Bridge Lane', 'Mill Street']",unclassified,30 mph,False,True,314.181,,2,"LINESTRING (-3.4279403 56.3981815, -3.4280052 56.3981757, -3.4284349 56.3978425, -3.4285054 56.3977878, -3.4287798 56.3976291, -3.4290515 56.3975669, -3.4296564 56.3975613, -3.4298321 56.397562, -3.4304505 56.3975639, -3.4308847 56.3975559, -3.4310052 56.3975555, -3.4319628 56.3975486, -3.4322948 56.3975465, -3.4323596 56.3975461, -3.4325345 56.3975675)",,
862156632,,George Street,unclassified,30 mph,True,False,53.63100000000001,,,"LINESTRING (-3.4279403 56.3981815, -3.4279173 56.3983109, -3.4278016 56.3984772, -3.4277805 56.3984891, -3.4277148 56.3985262, -3.4275378 56.3985653)",,
24421329,,Victoria Street,residential,30 mph,False,False,123.73599999999999,,2,"LINESTRING (-3.428384 56.3932791, -3.4284552 56.3932801, -3.4289318 56.3932869, -3.4303938 56.3933085)",,
300112385,,Princes Street,unclassified,30 mph,True,False,111.184,,,"LINESTRING (-3.428384 56.3932791, -3.4283381 56.3939279, -3.4283329 56.3939538, -3.4283195 56.3939876, -3.4283139 56.3940053, -3.4283032 56.3940408, -3.4282972 56.3940594, -3.4282927 56.3940945, -3.428288 56.3941128, -3.428284 56.3941894, -3.4282829 56.3942099, -3.4282626 56.3942752)",,
615944125,,Scott Street,residential,30 mph,False,True,51.873,,,"LINESTRING (-3.4323338 56.393336, -3.4323314 56.3928695)",,
24421329,,Victoria Street,residential,30 mph,False,False,62.373000000000005,,2,"LINESTRING (-3.4323338 56.393336, -3.4324025 56.393337, -3.4333469 56.3933506)",,
24421329,,Victoria Street,residential,30 mph,False,True,59.378,,2,"LINESTRING (-3.4323338 56.393336, -3.4322349 56.3933346, -3.4313693 56.393323)",,
615944125,,Scott Street,residential,30 mph,False,False,106.678,,,"LINESTRING (-3.4323338 56.393336, -3.4323304 56.3942222, -3.4323302 56.3942391, -3.4323247 56.3942953)",,
24421329,,Victoria Street,residential,30 mph,False,True,60.059,,2,"LINESTRING (-3.4313693 56.393323, -3.4303938 56.3933085)",,
24421329,,Victoria Street,residential,30 mph,False,False,59.378,,2,"LINESTRING (-3.4313693 56.393323, -3.4322349 56.3933346, -3.4323338 56.393336)",,
24421330,,Charles Street,unclassified,30 mph,False,False,108.93100000000001,,2,"LINESTRING (-3.4313693 56.393323, -3.4313671 56.3933538, -3.43135 56.3935975, -3.4313223 56.3939901, -3.4313126 56.3941272, -3.4313035 56.3942564, -3.4313003 56.3943019)",,
24421330,,Charles Street,unclassified,30 mph,False,True,108.93100000000001,,2,"LINESTRING (-3.4313003 56.3943019, -3.4313035 56.3942564, -3.4313126 56.3941272, -3.4313223 56.3939901, -3.43135 56.3935975, -3.4313671 56.3933538, -3.4313693 56.393323)",,
25003327,,Canal Street,unclassified,30 mph,True,False,63.05200000000001,,2,"LINESTRING (-3.4313003 56.3943019, -3.4314028 56.3943005, -3.4320858 56.394297, -3.4321726 56.3942954, -3.4323247 56.3942953)",,
"[24421331, 863237324, 863237325]",,Scott Street,residential,30 mph,False,False,91.47300000000001,,2,"LINESTRING (-3.4323424 56.3920469, -3.4323405 56.3920886, -3.4323386 56.3925383, -3.4323361 56.3926599, -3.4323314 56.3928695)",,
"[22973701, 125401095]",A989,King James Place,primary,30 mph,False,False,62.593,,2,"LINESTRING (-3.4323424 56.3920469, -3.4330807 56.3920574, -3.4333589 56.3920639)",,
856819878,A989,Marshall Place,primary,30 mph,False,True,118.264,,2,"LINESTRING (-3.4323424 56.3920469, -3.4320356 56.3920416, -3.4304218 56.392014)",,
"[22973701, 22973709]",A989,"['King James Place', ""King's Place""]",primary,30 mph,False,True,65.126,,2,"LINESTRING (-3.4344153 56.3920786, -3.433976 56.3920874, -3.4333589 56.3920639)",,
24610818,,King Street,residential,30 mph,False,False,143.167,,,"LINESTRING (-3.4344153 56.3920786, -3.4344068 56.3921156, -3.4344109 56.3922452, -3.43441 56.3928418, -3.434403 56.3933658)",,
24505874,,South Methven Street,residential,30 mph,False,True,31.799,,2,"LINESTRING (-3.4344736 56.3966787, -3.4344667 56.3965678, -3.4344651 56.3965273, -3.4344638 56.3963928)",,
861209888,,South Methven Street,residential,30 mph,False,False,95.545,,3,"LINESTRING (-3.4344736 56.3966787, -3.4344655 56.3967754, -3.434462 56.3968376, -3.4344835 56.397138, -3.4345202 56.3973716, -3.4345257 56.3974149, -3.434541 56.3975363)",,
340638854,,South Methven Street,residential,30 mph,False,True,15.326,,,"LINESTRING (-3.4345607 56.3976737, -3.434541 56.3975363)",,
22973715,,West Mill Street,unclassified,30 mph,True,False,54.479,,,"LINESTRING (-3.4345607 56.3976737, -3.434684 56.3976185, -3.4348032 56.3975983, -3.4353825 56.3975076)",6,
24760243,,North Methven Street,residential,30 mph,False,False,69.77,,3,"LINESTRING (-3.4345607 56.3976737, -3.4345961 56.3977878, -3.4346035 56.3979612, -3.4346488 56.3982985)",,
340638854,,South Methven Street,residential,30 mph,False,False,15.326,,,"LINESTRING (-3.434541 56.3975363, -3.4345607 56.3976737)",,
24505875,,Mill Street,unclassified,30 mph,False,False,123.71000000000001,,3,"LINESTRING (-3.434541 56.3975363, -3.4343702 56.3975485, -3.4343299 56.3975498, -3.4328782 56.3975819, -3.4327805 56.3975804, -3.4325345 56.3975675)",,
861209888,,South Methven Street,residential,30 mph,False,True,95.545,,3,"LINESTRING (-3.434541 56.3975363, -3.4345257 56.3974149, -3.4345202 56.3973716, -3.4344835 56.397138, -3.434462 56.3968376, -3.4344655 56.3967754, -3.4344736 56.3966787)",,
"[24421322, 24421339]",,"['Bridge Lane', 'Mill Street']",unclassified,30 mph,False,False,314.181,,2,"LINESTRING (-3.4325345 56.3975675, -3.4323596 56.3975461, -3.4322948 56.3975465, -3.4319628 56.3975486, -3.4310052 56.3975555, -3.4308847 56.3975559, -3.4304505 56.3975639, -3.4298321 56.397562, -3.4296564 56.3975613, -3.4290515 56.3975669, -3.4287798 56.3976291, -3.4285054 56.3977878, -3.4284349 56.3978425, -3.4280052 56.3981757, -3.4279403 56.3981815)",,
24505875,,Mill Street,unclassified,30 mph,False,True,123.71,,3,"LINESTRING (-3.4325345 56.3975675, -3.4327805 56.3975804, -3.4328782 56.3975819, -3.4343299 56.3975498, -3.4343702 56.3975485, -3.434541 56.3975363)",,
"[622366353, 340638855]",,Kinnoull Street,residential,30 mph,False,False,92.15899999999999,,2,"LINESTRING (-3.4325345 56.3975675, -3.4325937 56.3976574, -3.4326043 56.3977477, -3.4326048 56.3977732, -3.4326084 56.3979587, -3.4326171 56.3980334, -3.4326383 56.3981404, -3.4326608 56.3983892)",,
"[863083313, 22973708]",,Kinnoull Street,residential,30 mph,False,True,101.699,,2,"LINESTRING (-3.4325345 56.3975675, -3.4325264 56.3974664, -3.4325214 56.3974036, -3.4325157 56.3972327, -3.4324692 56.3968357, -3.4324601 56.3967587, -3.4324479 56.3966543)",,
22973715,,West Mill Street,unclassified,30 mph,True,False,51.68300000000001,,,"LINESTRING (-3.4353825 56.3975076, -3.4354828 56.3975028, -3.4355567 56.397509, -3.4357777 56.3974776, -3.4358923 56.3974276, -3.4359604 56.3973796, -3.4359952 56.3973125, -3.4359882 56.3972829)",6,
24505877,,Pamelia Court,residential,30 mph,False,False,86.97500000000001,,,"LINESTRING (-3.4353825 56.3975076, -3.4354504 56.3976629, -3.4354912 56.3976986, -3.4356162 56.3978077, -3.4359912 56.3977921, -3.4364099 56.3977194)",,
"[579388064, 857722794]",,King Edward Street,unclassified,30 mph,False,False,57.014,,2,"LINESTRING (-3.4299966 56.3956806, -3.4300012 56.3955064, -3.4300025 56.3954451, -3.4300069 56.3952311, -3.4300082 56.3951679)",,
"[579388064, 857722794]",,King Edward Street,unclassified,30 mph,False,True,57.013999999999996,,2,"LINESTRING (-3.4300082 56.3951679, -3.4300069 56.3952311, -3.4300025 56.3954451, -3.4300012 56.3955064, -3.4299966 56.3956806)",,
859605024,,South Street,unclassified,30 mph,True,False,114.14999999999999,,2,"LINESTRING (-3.4300082 56.3951679, -3.4288968 56.3951418, -3.4288414 56.3951405, -3.4283054 56.3951254, -3.4282509 56.3951239, -3.4281555 56.3951197)",,
615944125,,Scott Street,residential,30 mph,False,False,51.873,,,"LINESTRING (-3.4323314 56.3928695, -3.4323338 56.393336)",,
24610816,,South William Street,residential,30 mph,False,False,118.68499999999999,,,"LINESTRING (-3.4323314 56.3928695, -3.432251 56.3928679, -3.4304766 56.3928376, -3.4304049 56.3928309)",,
"[24421331, 863237324, 863237325]",,Scott Street,residential,30 mph,False,True,91.47300000000001,,2,"LINESTRING (-3.4323314 56.3928695, -3.4323361 56.3926599, -3.4323386 56.3925383, -3.4323405 56.3920886, -3.4323424 56.3920469)",,
300112385,,Princes Street,unclassified,30 mph,True,False,54.32,,,"LINESTRING (-3.4284408 56.3927916, -3.428384 56.3932791)",,
24610816,,South William Street,residential,30 mph,False,True,120.961,,,"LINESTRING (-3.4284408 56.3927916, -3.4285003 56.3927928, -3.4303354 56.3928291, -3.4304049 56.3928309)",,
24421329,,Victoria Street,residential,30 mph,False,False,60.059,,2,"LINESTRING (-3.4303938 56.3933085, -3.4313693 56.393323)",,
24421329,,Victoria Street,residential,30 mph,False,True,123.73599999999999,,2,"LINESTRING (-3.4303938 56.3933085, -3.4289318 56.3932869, -3.4284552 56.3932801, -3.428384 56.3932791)",,
24610817,,Nelson Street,residential,30 mph,False,False,53.111999999999995,,,"LINESTRING (-3.4303938 56.3933085, -3.4303946 56.3932697, -3.4304049 56.3928309)",,
"[741776936, 741776937, 24610817]",,Nelson Street,residential,30 mph,False,True,90.842,,,"LINESTRING (-3.4304218 56.392014, -3.4304209 56.392058, -3.4304128 56.3924329, -3.4304107 56.3925268, -3.4304079 56.3926595, -3.4304049 56.3928309)",,
856819878,A989,Marshall Place,primary,30 mph,False,False,118.264,,2,"LINESTRING (-3.4304218 56.392014, -3.4320356 56.3920416, -3.4323424 56.3920469)",,
856819878,A989,Marshall Place,primary,30 mph,False,True,116.71099999999998,,2,"LINESTRING (-3.4304218 56.392014, -3.4289385 56.3919875, -3.4288781 56.3919864, -3.4285265 56.3919803)",,
24421329,,Victoria Street,residential,30 mph,False,True,65.02,,2,"LINESTRING (-3.434403 56.3933658, -3.4343065 56.3933644, -3.4333469 56.3933506)",,
24610818,,King Street,residential,30 mph,False,True,143.167,,,"LINESTRING (-3.434403 56.3933658, -3.43441 56.3928418, -3.4344109 56.3922452, -3.4344068 56.3921156, -3.4344153 56.3920786)",,
24760242,,King Street,residential,30 mph,False,False,94.102,,2,"LINESTRING (-3.434403 56.3933658, -3.434426 56.393687, -3.4344173 56.3942118)",,
24421329,,Victoria Street,residential,30 mph,False,False,65.02,,2,"LINESTRING (-3.4333469 56.3933506, -3.4343065 56.3933644, -3.434403 56.3933658)",,
24421329,,Victoria Street,residential,30 mph,False,True,62.373000000000005,,2,"LINESTRING (-3.4333469 56.3933506, -3.4324025 56.393337, -3.4323338 56.393336)",,
"[863237322, 24610819, 24610820, 863237323]",,"['James Street', 'King James Place']",residential,30 mph,False,False,143.07500000000002,,2,"LINESTRING (-3.4333469 56.3933506, -3.4333473 56.3933113, -3.4333537 56.3926232, -3.4333545 56.3925328, -3.4333556 56.392424, -3.4333586 56.3920994, -3.4333589 56.3920639)",,
24610819,,James Street,residential,30 mph,False,True,104.04799999999999,,2,"LINESTRING (-3.4333469 56.3933506, -3.4333462 56.393425, -3.4333435 56.3937126, -3.4333384 56.3942614, -3.4333371 56.3942863)",,
"[22973709, 22973701]",A989,"['King James Place', ""King's Place""]",primary,30 mph,False,False,65.126,,2,"LINESTRING (-3.4333589 56.3920639, -3.433976 56.3920874, -3.4344153 56.3920786)",,
"[22973701, 125401095]",A989,King James Place,primary,30 mph,False,True,62.593,,2,"LINESTRING (-3.4333589 56.3920639, -3.4330807 56.3920574, -3.4323424 56.3920469)",,
"[24610819, 863237322, 863237323, 24610820]",,"['James Street', 'King James Place']",residential,30 mph,False,True,143.075,,2,"LINESTRING (-3.4333589 56.3920639, -3.4333586 56.3920994, -3.4333556 56.392424, -3.4333545 56.3925328, -3.4333537 56.3926232, -3.4333473 56.3933113, -3.4333469 56.3933506)",,
24760243,,North Methven Street,residential,30 mph,False,False,43.022,,3,"LINESTRING (-3.4346488 56.3982985, -3.4347104 56.3986839)",,
24760243,,North Methven Street,residential,30 mph,False,True,69.77,,3,"LINESTRING (-3.4346488 56.3982985, -3.4346035 56.3979612, -3.4345961 56.3977878, -3.4345607 56.3976737)",,
24871652,,Foundry Lane,unclassified,30 mph,True,False,64.064,,,"LINESTRING (-3.4346488 56.3982985, -3.4341449 56.3983204, -3.4339454 56.3983287, -3.4336108 56.3983427)",,
24760243,,North Methven Street,residential,30 mph,False,True,15.406,,3,"LINESTRING (-3.4347255 56.3988222, -3.4347104 56.3986839)",,
24760243,,North Methven Street,residential,30 mph,False,False,60.534,,3,"LINESTRING (-3.4347255 56.3988222, -3.4347616 56.3992392, -3.4347761 56.3992863, -3.4348002 56.3993643)",,
300112406,,Union Lane,residential,30 mph,True,False,63.71,,1,"LINESTRING (-3.4347255 56.3988222, -3.4337719 56.3988654, -3.4336938 56.39887)",,
