osmid,oneway,name,highway,reversed,length,ref,geometry,bridge,maxspeed,lanes,width
100135150,False,Carrer Estanys de Pallars,residential,False,121.84800000000001,,"LINESTRING (1.1326567 42.4081618, 1.1322698 42.4079883, 1.132828 42.4073479)",,,,
1087872458,False,Carretera de la Pobla de Segur,primary,True,12.438,N-260,"LINESTRING (1.1282306 42.4100061, 1.1281119 42.4099366)",,50,,
140691045,True,,primary_link,False,14.626000000000001,,"LINESTRING (1.1282306 42.4100061, 1.1281786 42.4100196, 1.1281399 42.4100234, 1.1280563 42.4100294)",,,,
727513508,False,Carretera de la Pobla de Segur,primary,False,48.637,N-260,"LINESTRING (1.1282306 42.4100061, 1.1283617 42.4100826, 1.1286954 42.4102773)",,50,,
1087872458,False,Carretera de la Pobla de Segur,primary,False,12.438,N-260,"LINESTRING (1.1281119 42.4099366, 1.1282306 42.4100061)",,50,,
1087872459,False,Carretera de la Pobla de Segur,primary,True,9.644,N-260,"LINESTRING (1.1281119 42.4099366, 1.1280754 42.409914, 1.1280189 42.4098837)",,50,,
1087872465,True,Carrer de Joaquim Sostres,residential,False,12.188000000000002,,"LINESTRING (1.1281119 42.4099366, 1.1281119 42.4099721, 1.1281041 42.4099961, 1.1280846 42.4100162, 1.1280563 42.4100294)",,,,
100135143,False,Carrer de Joaquim Sostres,residential,False,7.833,,"LINESTRING (1.1279813 42.4100252, 1.1279565 42.4100494, 1.12792 42.4100791)",,,,
1087872464,True,Carrer de Joaquim Sostres,residential,False,8.149000000000001,,"LINESTRING (1.1279813 42.4100252, 1.1279637 42.4100154, 1.1279482 42.4100002, 1.1279394 42.4099824, 1.127938 42.4099634)",,,,
"[570327890, 570327893]",False,Carrer de Joaquim Sostres,residential,False,323.2749999999999,,"LINESTRING (1.1280841 42.4113524, 1.128217 42.4114378, 1.1285212 42.4116118, 1.1288127 42.4117859, 1.128868 42.4118328, 1.1289284 42.411884, 1.1290827 42.4120738, 1.1292964 42.4124137, 1.1293179 42.4124602, 1.1293247 42.4124989, 1.1293266 42.4125258, 1.1293114 42.4125973, 1.1292919 42.4126594, 1.129237 42.4129186, 1.1291898 42.4130737, 1.1291255 42.4131844, 1.1290527 42.4133268, 1.1290912 42.4134945, 1.1292627 42.413659, 1.1293741 42.4138046)",,,,
"[570327896, 100135169]",False,Carrer de Sant Ot,residential,False,132.40699999999998,,"LINESTRING (1.1280841 42.4113524, 1.128427 42.4114853, 1.1288888 42.4116491, 1.1290253 42.4116889, 1.1291503 42.4117225, 1.1292007 42.4117386, 1.129417 42.4117574, 1.1295733 42.4117298)",,,,
"[765265674, 100135143]",False,Carrer de Joaquim Sostres,residential,True,280.28100000000006,,"LINESTRING (1.1280841 42.4113524, 1.1279684 42.4112828, 1.1278141 42.41121, 1.1276641 42.4111783, 1.1275012 42.4111688, 1.1273298 42.4111562, 1.1272055 42.4111467, 1.1270812 42.4111024, 1.1269912 42.4110391, 1.1269484 42.4109663, 1.1269055 42.4108334, 1.1269098 42.4106214, 1.1268798 42.4104474, 1.126897 42.4103588, 1.1269612 42.4103271, 1.1270855 42.4103366, 1.1272441 42.4104063, 1.1273382 42.4104472, 1.127557 42.4103113, 1.1276984 42.4102006, 1.1278332 42.4101224, 1.12792 42.4100791)",,,,
27883162,False,Camí del Pont Vell,unclassified,True,9.499,,"LINESTRING (1.1305762 42.4092723, 1.1306429 42.4093421)",,,,
370004781,True,Camí del Pont Vell,unclassified,False,138.204,,"LINESTRING (1.1305762 42.4092723, 1.1304042 42.4088579, 1.1303693 42.4084653, 1.1304314 42.4080518)",,,,
1087872460,False,Carretera de la Pobla de Segur,primary,False,30.415,N-260,"LINESTRING (1.1277351 42.4097079, 1.1278738 42.4097924, 1.1280189 42.4098837)",,50,,
100135173,False,Carrer de la Constitució,residential,False,62.742000000000004,,"LINESTRING (1.131394 42.413045, 1.1312412 42.4131401, 1.1311784 42.4132287, 1.131037 42.4135277)",,,,
100152868,True,Carrer del Doctor Carles Pol i Aleu,tertiary,False,180.263,C-147a,"LINESTRING (1.131394 42.413045, 1.131787 42.4134043, 1.1319324 42.413574, 1.1319913 42.4136631, 1.1320203 42.4137439, 1.1320305 42.4139165, 1.1319805 42.4141293, 1.1318673 42.4145072)",,,,
100135150,False,Carrer Estanys de Pallars,residential,True,121.84800000000001,,"LINESTRING (1.132828 42.4073479, 1.1322698 42.4079883, 1.1326567 42.4081618)",,,,
100135169,False,Carrer de Sant Ot,residential,False,38.672,,"LINESTRING (1.1304583 42.4133208, 1.1303872 42.4136646)",,,,
136788784,False,Carrer de les Escoles,residential,False,52.786,,"LINESTRING (1.1304583 42.4133208, 1.131037 42.4135277)",,,,
100135169,False,Carrer de Sant Ot,residential,True,209.067,,"LINESTRING (1.1304583 42.4133208, 1.1303712 42.4125065, 1.130381 42.4124257, 1.1303556 42.412369, 1.1302127 42.4121764, 1.1300212 42.4119029, 1.1299398 42.4118207, 1.1298584 42.4117807, 1.1297384 42.4117449, 1.1296141 42.4117226, 1.1295733 42.4117298)",,,,
100135173,False,Carrer de la Constitució,residential,True,46.32900000000001,,"LINESTRING (1.1307455 42.4138805, 1.1308784 42.4137666, 1.1309898 42.4136116, 1.131037 42.4135277)",,,,
136663408,False,Carrer de la Constitució,residential,False,72.61,,"LINESTRING (1.1307455 42.4138805, 1.1301106 42.4142079, 1.1300543 42.4142777)",,,,
136663409,False,Camí dels Horts,residential,False,73.384,,"LINESTRING (1.1307455 42.4138805, 1.1308355 42.4139976, 1.1309976 42.4142325, 1.1309638 42.414493)",,,,
136663412,False,Carrer Major,residential,False,5.922,,"LINESTRING (1.1310439 42.412597, 1.1310676 42.4126473)",,,,
1087872461,True,Carrer de Joaquim Sostres,residential,False,11.387999999999998,,"LINESTRING (1.127938 42.4099634, 1.1279474 42.4099397, 1.1279667 42.4099172, 1.127988 42.4099025, 1.1280189 42.4098837)",,,,
1087872466,True,,primary_link,False,33.124,,"LINESTRING (1.127938 42.4099634, 1.1279136 42.4099397, 1.1278752 42.409877, 1.1277775 42.4097784, 1.1277351 42.4097079)",,,,
136788784,False,Carrer de les Escoles,residential,True,52.786,,"LINESTRING (1.131037 42.4135277, 1.1304583 42.4133208)",,,,
100135173,False,Carrer de la Constitució,residential,False,46.329,,"LINESTRING (1.131037 42.4135277, 1.1309898 42.4136116, 1.1308784 42.4137666, 1.1307455 42.4138805)",,,,
100135173,False,Carrer de la Constitució,residential,True,62.742000000000004,,"LINESTRING (1.131037 42.4135277, 1.1311784 42.4132287, 1.1312412 42.4131401, 1.131394 42.413045)",,,,
"[732468185, 765265675]",False,Camí del Pont Vell,residential,True,132.098,,"LINESTRING (1.1311294 42.4070407, 1.1309641 42.4071292, 1.1307108 42.4073067, 1.1307008 42.4073137, 1.1305438 42.4075842, 1.1304314 42.4080518)",,,,
"[570327890, 570327893]",False,Carrer de Joaquim Sostres,residential,True,323.275,,"LINESTRING (1.1293741 42.4138046, 1.1292627 42.413659, 1.1290912 42.4134945, 1.1290527 42.4133268, 1.1291255 42.4131844, 1.1291898 42.4130737, 1.129237 42.4129186, 1.1292919 42.4126594, 1.1293114 42.4125973, 1.1293266 42.4125258, 1.1293247 42.4124989, 1.1293179 42.4124602, 1.1292964 42.4124137, 1.1290827 42.4120738, 1.1289284 42.411884, 1.128868 42.4118328, 1.1288127 42.4117859, 1.1285212 42.4116118, 1.128217 42.4114378, 1.1280841 42.4113524)",,,,
1087872463,True,Carrer de Joaquim Sostres,residential,False,6.361,,"LINESTRING (1.1280563 42.4100294, 1.1280234 42.4100338, 1.1280016 42.4100315, 1.1279813 42.4100252)",,,,
100152832,False,Carrer de les Neroses,residential,False,27.395,,"LINESTRING (1.1309697 42.4153299, 1.1310118 42.4155743)",,,,
100152832,False,Carrer de les Neroses,residential,True,106.91,,"LINESTRING (1.1309697 42.4153299, 1.1307479 42.4152902, 1.1307636 42.4151125, 1.1308297 42.4148683, 1.1308538 42.4146686, 1.1308638 42.4145034)",,,,
136788776,False,,residential,False,37.905,,"LINESTRING (1.1309697 42.4153299, 1.1310101 42.4151657, 1.1310341 42.4149926)",,,,
136788776,False,,residential,True,37.905,,"LINESTRING (1.1310341 42.4149926, 1.1310101 42.4151657, 1.1309697 42.4153299)",,,,
239710033,False,Carrer del Doctor Carles Pol i Aleu,tertiary,True,78.017,C-147a,"LINESTRING (1.1317322 42.4152017, 1.1318673 42.4145072)",,,,
100152831,False,Carrer de Lluís Companys,residential,False,76.43299999999999,,"LINESTRING (1.1317322 42.4152017, 1.1316233 42.4152146, 1.131491 42.41533, 1.131346 42.415489, 1.1311844 42.4155475, 1.1310118 42.4155743)",,,,
133476003,False,Camí de la Cabanera,residential,False,29.386,,"LINESTRING (1.1281704 42.4081813, 1.1284732 42.4080404)",,,,
140227546,False,Camí de la Cabanera,unclassified,False,35.199,,"LINESTRING (1.1281704 42.4081813, 1.1283104 42.4078821)",,,,
"[133475648, 140227548]",False,Camí de la Cabanera,residential,True,254.824,,"LINESTRING (1.1281704 42.4081813, 1.1279976 42.40832, 1.1277455 42.4086805, 1.127783 42.408926, 1.1280905 42.4093807, 1.1280979 42.4093916, 1.1281611 42.4094459, 1.1291289 42.4099216)",,,,
133476003,False,Camí de la Cabanera,residential,True,57.944,,"LINESTRING (1.1295088 42.4081371, 1.1288133 42.4080486)",,,,
25347803,False,Avinguda Pelai Fonsaré,residential,True,159.255,,"LINESTRING (1.1295088 42.4081371, 1.1295278 42.4083802, 1.1295886 42.4088129, 1.1298385 42.4094774, 1.1298666 42.409538)",,,,
133476003,False,Camí de la Cabanera,residential,False,27.938,,"LINESTRING (1.1284732 42.4080404, 1.1288133 42.4080486)",,,,
133476003,False,Camí de la Cabanera,residential,True,29.386,,"LINESTRING (1.1284732 42.4080404, 1.1281704 42.4081813)",,,,
227464213,False,Camí de la Cabanera,unclassified,True,22.181,,"LINESTRING (1.1284732 42.4080404, 1.1283807 42.4079644, 1.1283104 42.4078821)",,,,
133493765,False,Carrer del Raval,residential,True,46.027,,"LINESTRING (1.1275674 42.4097578, 1.1276701 42.4098484, 1.1277693 42.4099495, 1.1278469 42.4100214, 1.12792 42.4100791)",,,,
"[133644500, 479533382]",True,"['Plaça de Santa Anna', 'Passatge de la Carruga']",residential,False,78.119,,"LINESTRING (1.1299952 42.4105526, 1.1300844 42.4104668, 1.1302432 42.4098841)",,,,
"[479533384, 479533381]",False,"['Avinguda de la Diputació', 'Plaça de Santa Anna']",residential,False,99.946,,"LINESTRING (1.1299952 42.4105526, 1.1299207 42.4105079, 1.129225 42.4099928, 1.1291289 42.4099216)",,,,
136663408,False,Carrer de la Constitució,residential,True,22.568,,"LINESTRING (1.1301469 42.4144688, 1.1300543 42.4142777)",,,,
136788778,False,Carrer Torrent de la Pietat,residential,False,59.108999999999995,,"LINESTRING (1.1301469 42.4144688, 1.1305586 42.4144712, 1.1308638 42.4145034)",,,,
136788778,False,Carrer Torrent de la Pietat,residential,True,103.437,,"LINESTRING (1.1301469 42.4144688, 1.1300849 42.4144819, 1.1291193 42.4150023)",,,,
136663408,False,Carrer de la Constitució,residential,False,22.568,,"LINESTRING (1.1300543 42.4142777, 1.1301469 42.4144688)",,,,
136788785,False,Carrer de la Constitució,residential,False,25.922,,"LINESTRING (1.1300543 42.4142777, 1.1298326 42.4141117)",,,,
136663408,False,Carrer de la Constitució,residential,True,72.61,,"LINESTRING (1.1300543 42.4142777, 1.1301106 42.4142079, 1.1307455 42.4138805)",,,,
100135169,False,Carrer de Sant Ot,residential,True,38.672,,"LINESTRING (1.1303872 42.4136646, 1.1304583 42.4133208)",,,,
136788785,False,Carrer de la Constitució,residential,True,25.922,,"LINESTRING (1.1298326 42.4141117, 1.1300543 42.4142777)",,,,
136788777,False,Carrer del Castell,residential,True,30.426000000000002,,"LINESTRING (1.1294316 42.4114789, 1.1294739 42.4115346, 1.1295203 42.411597, 1.1295482 42.411656, 1.1295733 42.4117298)",,,,
100152832,False,Carrer de les Neroses,residential,True,27.395,,"LINESTRING (1.1310118 42.4155743, 1.1309697 42.4153299)",,,,
100152831,False,Carrer de Lluís Companys,residential,True,76.43299999999999,,"LINESTRING (1.1310118 42.4155743, 1.1311844 42.4155475, 1.131346 42.415489, 1.131491 42.41533, 1.1316233 42.4152146, 1.1317322 42.4152017)",,,,
100135169,False,Carrer de Sant Ot,residential,False,209.067,,"LINESTRING (1.1295733 42.4117298, 1.1296141 42.4117226, 1.1297384 42.4117449, 1.1298584 42.4117807, 1.1299398 42.4118207, 1.1300212 42.4119029, 1.1302127 42.4121764, 1.1303556 42.412369, 1.130381 42.4124257, 1.1303712 42.4125065, 1.1304583 42.4133208)",,,,
"[570327896, 100135169]",False,Carrer de Sant Ot,residential,True,132.407,,"LINESTRING (1.1295733 42.4117298, 1.129417 42.4117574, 1.1292007 42.4117386, 1.1291503 42.4117225, 1.1290253 42.4116889, 1.1288888 42.4116491, 1.128427 42.4114853, 1.1280841 42.4113524)",,,,
136788777,False,Carrer del Castell,residential,False,30.426,,"LINESTRING (1.1295733 42.4117298, 1.1295482 42.411656, 1.1295203 42.411597, 1.1294739 42.4115346, 1.1294316 42.4114789)",,,,
239710033,False,Carrer del Doctor Carles Pol i Aleu,tertiary,False,78.017,C-147a,"LINESTRING (1.1318673 42.4145072, 1.1317322 42.4152017)",,,,
136788778,False,Carrer Torrent de la Pietat,residential,True,74.209,,"LINESTRING (1.1318673 42.4145072, 1.1312043 42.4144898, 1.1309638 42.414493)",,,,
239710034,False,Carrer Torrent de la Pietat,residential,False,59.65,,"LINESTRING (1.1318673 42.4145072, 1.1319671 42.4145231, 1.1325868 42.4145802)",,,,
133476003,False,Camí de la Cabanera,residential,False,57.944,,"LINESTRING (1.1288133 42.4080486, 1.1295088 42.4081371)",,,,
133476003,False,Camí de la Cabanera,residential,True,27.938,,"LINESTRING (1.1288133 42.4080486, 1.1284732 42.4080404)",,,,
