osmid,name,highway,oneway,reversed,length,lanes,ref,maxspeed,geometry,tunnel
181659460,Calle Calvo Sotelo,residential,False,False,64.566,,,,"LINESTRING (-3.0735648 39.5256771, -3.0735407 39.5257197, -3.0733186 39.5259159, -3.0730769 39.5261163)",
181659460,Calle Calvo Sotelo,residential,False,True,174.14600000000002,,,,"LINESTRING (-3.0735648 39.5256771, -3.0739234 39.5255472, -3.0742801 39.5253628, -3.0747378 39.5251484, -3.0749926 39.5250613, -3.0753376 39.52492)",
181659461,Calle Valencia,residential,False,False,46.812,,,,"LINESTRING (-3.0735648 39.5256771, -3.0732742 39.5255034, -3.0731118 39.5254469)",
181659461,Calle Valencia,residential,False,True,42.924,,,,"LINESTRING (-3.0735648 39.5256771, -3.0738655 39.5258902, -3.0739396 39.5259324)",
181659461,Calle Valencia,residential,False,False,10.991,,,,"LINESTRING (-3.0740427 39.5259911, -3.0739396 39.5259324)",
181659461,Calle Valencia,residential,False,True,12.022,,,,"LINESTRING (-3.0740427 39.5259911, -3.0741384 39.5260701)",
199362985,Calle Cruz Verde,residential,False,False,144.57,,,,"LINESTRING (-3.0740427 39.5259911, -3.0747186 39.5259597, -3.0752485 39.5259412, -3.0756883 39.5259151, -3.0757251 39.5259129)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,False,114.138,,,,"LINESTRING (-3.0730769 39.5261163, -3.0722993 39.5269493)",
270410184,Calle Vía Crucis,residential,False,True,72.658,,,,"LINESTRING (-3.0730769 39.5261163, -3.0738856 39.5263109)",
181659460,Calle Calvo Sotelo,residential,False,True,64.566,,,,"LINESTRING (-3.0730769 39.5261163, -3.0733186 39.5259159, -3.0735407 39.5257197, -3.0735648 39.5256771)",
270410184,Calle Vía Crucis,residential,False,False,50.932,,,,"LINESTRING (-3.0730769 39.5261163, -3.0728416 39.5259823, -3.0726312 39.5258159)",
181659459,Calle El Toboso,residential,False,True,2.229,,,,"LINESTRING (-3.0708532 39.5261601, -3.0708744 39.5261717)",
181659459,Calle El Toboso,residential,False,False,44.473,,,,"LINESTRING (-3.0712977 39.5264027, -3.0708744 39.5261717)",
271075205,Calle Galatea,residential,False,False,132.599,,,,"LINESTRING (-3.0712977 39.5264027, -3.0704221 39.5273855)",
181659459,Calle El Toboso,residential,False,True,54.513000000000005,,,,"LINESTRING (-3.0712977 39.5264027, -3.0718023 39.5266781, -3.0718166 39.5266858)",
181659459,Calle El Toboso,residential,False,False,50.719,,,,"LINESTRING (-3.0722993 39.5269493, -3.0718166 39.5266858)",
181659459,Calle El Toboso,residential,False,True,70.682,,,,"LINESTRING (-3.0722993 39.5269493, -3.072972 39.5273165)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,False,133.24,,,,"LINESTRING (-3.0722993 39.5269493, -3.0713995 39.5279261)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,True,114.138,,,,"LINESTRING (-3.0722993 39.5269493, -3.0730769 39.5261163)",
181659459,Calle El Toboso,residential,False,False,70.682,,,,"LINESTRING (-3.072972 39.5273165, -3.0722993 39.5269493)",
181659459,Calle El Toboso,residential,False,True,56.0,,,,"LINESTRING (-3.072972 39.5273165, -3.073505 39.5276074)",
271075213,Calle Sancho Panza,residential,False,False,133.67,,,,"LINESTRING (-3.072972 39.5273165, -3.0720808 39.5283027)",
271075213,Calle Sancho Panza,residential,False,True,136.54,,,,"LINESTRING (-3.072972 39.5273165, -3.0738856 39.5263109)",
181659459,Calle El Toboso,residential,False,False,56.0,,,,"LINESTRING (-3.073505 39.5276074, -3.072972 39.5273165)",
181659459,Calle El Toboso,residential,False,True,59.528,,,,"LINESTRING (-3.073505 39.5276074, -3.0740716 39.5279166)",
271075210,Calle Maese Nicolás,residential,False,False,134.01,,,,"LINESTRING (-3.073505 39.5276074, -3.0726012 39.5285905)",
271075210,Calle Maese Nicolás,residential,False,True,128.182,,,,"LINESTRING (-3.073505 39.5276074, -3.0743781 39.5266718)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,False,86.096,,,,"LINESTRING (-3.0713995 39.5279261, -3.0708227 39.5285598)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,True,133.24,,,,"LINESTRING (-3.0713995 39.5279261, -3.0722993 39.5269493)",
271075199,Calle Camilo José Cela,residential,False,False,51.774,,,,"LINESTRING (-3.0713995 39.5279261, -3.0709089 39.5276548)",
271075199,Calle Camilo José Cela,residential,False,True,71.889,,,,"LINESTRING (-3.0713995 39.5279261, -3.0720808 39.5283027)",
173086104,,tertiary,False,True,3.933,2,CM-3162,50,"LINESTRING (-3.0707734 39.5286139, -3.0708184 39.5286207)",
270410156,Calle Bachiller Sansón Carrasco,residential,False,True,7.353,,,,"LINESTRING (-3.0707734 39.5286139, -3.0708227 39.5285598)",
181659459,Calle El Toboso,residential,False,False,82.161,,,,"LINESTRING (-3.0761654 39.5290593, -3.0753834 39.5286325)",
271075208,Calle Hontanilla,residential,False,False,51.087,,,,"LINESTRING (-3.0728874 39.5293764, -3.0731531 39.5289652)",
271075208,Calle Hontanilla,residential,False,True,71.872,,,,"LINESTRING (-3.0728874 39.5293764, -3.0728612 39.5295227, -3.0727767 39.5300171)",
315428610,Carretera de Quintanar,primary,False,False,55.145,2,CM-310,,"LINESTRING (-3.0768984 39.5295492, -3.0772987 39.5291611)",
315428610,Carretera de Quintanar,primary,False,True,8.827,2,CM-310,,"LINESTRING (-3.0768984 39.5295492, -3.0768363 39.5296125)",
173086104,,tertiary,False,False,79.453,2,CM-3162,50,"LINESTRING (-3.0768984 39.5295492, -3.0767721 39.5295101, -3.0765569 39.5294718, -3.0759982 39.5293868)",
271075192,Calle Aldonza,residential,False,True,182.218,,,,"LINESTRING (-3.0707366 39.5299649, -3.0722716 39.5288319)",
"[271075194, 270410155]","['Calle Bachiller Sansón Carrasco', 'Calle Amadís de Gaula']",residential,False,True,206.784,,,,"LINESTRING (-3.0707366 39.5299649, -3.0699455 39.5292788, -3.0708184 39.5286207)",
199362986,Calle Comandante Franco,residential,False,True,21.626,,,,"LINESTRING (-3.0779495 39.5228768, -3.0780095 39.5226879)",
270410165,Calle Los Molinos,residential,False,False,47.049,,,,"LINESTRING (-3.0779495 39.5228768, -3.0776167 39.5231972, -3.0776065 39.523207)",
270410165,Calle Los Molinos,residential,False,True,52.697,,,,"LINESTRING (-3.0779495 39.5228768, -3.0781058 39.5228475, -3.0785471 39.5227668)",
270410170,Calle Santa Ana,residential,False,False,10.694,,,,"LINESTRING (-3.0753166 39.5248252, -3.0753376 39.52492)",
270410170,Calle Santa Ana,residential,False,True,52.744,,,,"LINESTRING (-3.0753166 39.5248252, -3.0751468 39.5243693)",
199362983,Calle Remigio Cantos,residential,False,True,69.125,,,,"LINESTRING (-3.0753166 39.5248252, -3.0759286 39.5246151, -3.0760487 39.5245658)",
270410178,,residential,False,True,47.559,,,,"LINESTRING (-3.074468 39.5230595, -3.074121 39.5227259)",
270410179,,residential,False,False,58.795,,,,"LINESTRING (-3.074468 39.5230595, -3.0748558 39.5234955)",
199362972,Calle General Moscardó,residential,False,False,51.343,,,,"LINESTRING (-3.074468 39.5230595, -3.0744116 39.5230917, -3.0739812 39.5233282)",
270410180,,residential,False,True,26.119999999999997,,,,"LINESTRING (-3.074468 39.5230595, -3.0746399 39.5230465, -3.0747702 39.5230312)",
199362969,Calle del Charco,residential,False,False,128.891,,,,"LINESTRING (-3.0767479 39.5218608, -3.0782471 39.5219397)",
199362969,Calle del Charco,residential,False,True,102.016,,,,"LINESTRING (-3.0767479 39.5218608, -3.0755612 39.5217995)",
199362973,Calle Padre Joaquín,residential,False,False,38.016,,,,"LINESTRING (-3.0767479 39.5218608, -3.0767298 39.5222024)",
199362969,Calle del Charco,residential,False,False,78.284,,,,"LINESTRING (-3.0803128 39.5220315, -3.0812238 39.5220742)",
199362969,Calle del Charco,residential,False,True,48.304,,,,"LINESTRING (-3.0803128 39.5220315, -3.07975 39.522016)",
199362976,Calle Vía Férrea,residential,False,False,80.101,,,,"LINESTRING (-3.0803128 39.5220315, -3.0801173 39.5227359)",
199362976,Calle Vía Férrea,residential,False,True,19.203,,,,"LINESTRING (-3.0803128 39.5220315, -3.0803607 39.5218628)",
199362972,Calle General Moscardó,residential,False,False,44.23,,,,"LINESTRING (-3.0726748 39.5240367, -3.0722537 39.5242663)",
199362972,Calle General Moscardó,residential,False,True,94.465,,,,"LINESTRING (-3.0726748 39.5240367, -3.0735775 39.52355)",
199362979,Calle Carlos V,residential,False,False,70.29,,,,"LINESTRING (-3.0726748 39.5240367, -3.0730697 39.5245906)",
199362979,Calle Carlos V,residential,False,True,72.672,,,,"LINESTRING (-3.0726748 39.5240367, -3.0723377 39.5234371)",
199362973,Calle Padre Joaquín,residential,False,False,58.946,,,,"LINESTRING (-3.0766965 39.5237795, -3.0766769 39.5243094)",
199362973,Calle Padre Joaquín,residential,False,True,57.866,,,,"LINESTRING (-3.0766965 39.5237795, -3.0766735 39.5232594)",
270410171,Calle Victoria,residential,False,False,148.508,,,,"LINESTRING (-3.0766965 39.5237795, -3.0759653 39.5241005, -3.0758627 39.5241427, -3.0756038 39.5242231, -3.0751468 39.5243693)",
270410171,Calle Victoria,residential,False,True,82.285,,,,"LINESTRING (-3.0766965 39.5237795, -3.0773722 39.523444, -3.0774584 39.5233874, -3.0774908 39.5233661)",
199362977,Calle Cantarranas,residential,False,True,116.498,,,,"LINESTRING (-3.0787031 39.5269795, -3.0773518 39.5270857)",
270410183,Calle Finisterre,residential,False,False,22.015,,,,"LINESTRING (-3.0787031 39.5269795, -3.0787896 39.5271659)",
270410183,Calle Finisterre,residential,False,True,43.818,,,,"LINESTRING (-3.0787031 39.5269795, -3.0786317 39.5265893)",
199362988,Calle General Sanjurjo,residential,False,False,29.97,,,,"LINESTRING (-3.0786317 39.5265893, -3.0789591 39.5266835)",
270410183,Calle Finisterre,residential,False,False,43.818,,,,"LINESTRING (-3.0786317 39.5265893, -3.0787031 39.5269795)",
199362988,Calle General Sanjurjo,residential,False,True,15.126000000000001,,,,"LINESTRING (-3.0786317 39.5265893, -3.0785614 39.5265509, -3.0784727 39.5265382)",
270410183,Calle Finisterre,residential,False,False,42.155,,,,"LINESTRING (-3.0787896 39.5271659, -3.0789413 39.5275265)",
270410183,Calle Finisterre,residential,False,True,22.015,,,,"LINESTRING (-3.0787896 39.5271659, -3.0787031 39.5269795)",
271112787,Calle La Vega,residential,False,False,49.577,,,,"LINESTRING (-3.0787896 39.5271659, -3.078308 39.5273766, -3.0782869 39.527386)",
199362988,Calle General Sanjurjo,residential,False,False,15.126000000000001,,,,"LINESTRING (-3.0784727 39.5265382, -3.0785614 39.5265509, -3.0786317 39.5265893)",
199362988,Calle General Sanjurjo,residential,False,True,106.359,,,,"LINESTRING (-3.0784727 39.5265382, -3.0779283 39.5265174, -3.0772935 39.5264319, -3.0772453 39.52642)",
270410163,Calle La Médica,residential,False,True,92.687,,,,"LINESTRING (-3.0784727 39.5265382, -3.078357 39.5263977, -3.0779515 39.5260634, -3.0777595 39.5259155)",
270410159,Calle Costeras,residential,False,True,127.967,,,,"LINESTRING (-3.0723224 39.5255888, -3.0718113 39.5245076)",
270410184,Calle Vía Crucis,residential,False,False,60.415,,,,"LINESTRING (-3.0723224 39.5255888, -3.0716799 39.5253661)",
181659461,Calle Valencia,residential,False,False,140.143,,,,"LINESTRING (-3.0723224 39.5255888, -3.072096 39.5256943, -3.0708744 39.5261717)",
181659461,Calle Valencia,residential,False,True,69.807,,,,"LINESTRING (-3.0723224 39.5255888, -3.0725034 39.5255607, -3.0727333 39.5255273, -3.0730047 39.5254866, -3.0731118 39.5254469)",
270410184,Calle Vía Crucis,residential,False,True,36.607,,,,"LINESTRING (-3.0723224 39.5255888, -3.0725324 39.5257377, -3.0726312 39.5258159)",
270410184,Calle Vía Crucis,residential,False,True,60.415,,,,"LINESTRING (-3.0716799 39.5253661, -3.0723224 39.5255888)",
270410184,Calle Vía Crucis,residential,False,False,72.553,,,,"LINESTRING (-3.0716799 39.5253661, -3.0715686 39.525164, -3.0713439 39.5247673)",
199362988,Calle General Sanjurjo,residential,False,False,24.497,,,,"LINESTRING (-3.0792394 39.5267518, -3.0795035 39.5268357)",
199362988,Calle General Sanjurjo,residential,False,True,25.212,,,,"LINESTRING (-3.0792394 39.5267518, -3.0789591 39.5266835)",
199362980,Calle Alcázar,residential,False,False,89.819,,,,"LINESTRING (-3.0792394 39.5267518, -3.0795869 39.5260555, -3.0796121 39.525997)",
270410183,Calle Finisterre,residential,False,True,9.206,,,,"LINESTRING (-3.0789708 39.5276061, -3.0789413 39.5275265)",
270598718,Carretera de Alcázar,primary,False,False,81.482,2,CM-310,50,"LINESTRING (-3.0789708 39.5276061, -3.0795467 39.5270233)",
270598718,Carretera de Alcázar,primary,False,True,31.647,2,CM-310,50,"LINESTRING (-3.0789708 39.5276061, -3.0787496 39.5278339)",
270892123,Camino del Cementerio,residential,False,True,7.851,,,,"LINESTRING (-3.0789708 39.5276061, -3.0789989 39.5276733)",
199362979,Calle Carlos V,residential,False,False,31.483,,,,"LINESTRING (-3.0732096 39.5251435, -3.0731057 39.5253338, -3.0730893 39.5254094)",
199362979,Calle Carlos V,residential,False,True,62.82,,,,"LINESTRING (-3.0732096 39.5251435, -3.0731972 39.5250373, -3.0730833 39.5246097, -3.0730697 39.5245906)",
270410164,Calle La Paz,residential,False,True,111.63900000000001,,,,"LINESTRING (-3.0732096 39.5251435, -3.0732992 39.5251397, -3.0741523 39.5247849, -3.0743592 39.5246871)",
199362972,Calle General Moscardó,residential,False,False,49.407,,,,"LINESTRING (-3.0718113 39.5245076, -3.0713439 39.5247673)",
199362972,Calle General Moscardó,residential,False,True,46.473,,,,"LINESTRING (-3.0718113 39.5245076, -3.0722537 39.5242663)",
270410159,Calle Costeras,residential,False,False,127.967,,,,"LINESTRING (-3.0718113 39.5245076, -3.0723224 39.5255888)",
270410159,Calle Costeras,residential,False,True,102.131,,,,"LINESTRING (-3.0718113 39.5245076, -3.0714091 39.5236431)",
199362987,Avenida García Morato,residential,False,True,7.739,,,,"LINESTRING (-3.0775734 39.5233381, -3.0774908 39.5233661)",
199362987,Avenida García Morato,residential,False,False,201.40200000000002,,,,"LINESTRING (-3.0775734 39.5233381, -3.077744 39.5233743, -3.0781666 39.5233407, -3.0798925 39.5235462)",
270410165,Calle Los Molinos,residential,False,True,15.452,,,,"LINESTRING (-3.0775734 39.5233381, -3.0775776 39.5232349, -3.0776065 39.523207)",
199362985,Calle Cruz Verde,residential,False,True,144.57,,,,"LINESTRING (-3.0757251 39.5259129, -3.0756883 39.5259151, -3.0752485 39.5259412, -3.0747186 39.5259597, -3.0740427 39.5259911)",
199362988,Calle General Sanjurjo,residential,False,False,88.64699999999999,,,,"LINESTRING (-3.0757251 39.5259129, -3.0761515 39.5259514, -3.0762041 39.5259562, -3.0764808 39.526034, -3.0766985 39.526139)",
270410161,Calle José Antonio,residential,False,False,101.893,,,,"LINESTRING (-3.0757251 39.5259129, -3.0758194 39.5261963, -3.0758347 39.5262423, -3.075902 39.5265302, -3.0760022 39.5267716, -3.0760142 39.5268004)",
270410170,Calle Santa Ana,residential,False,True,38.856,,,,"LINESTRING (-3.0757251 39.5259129, -3.0757072 39.525867, -3.0755945 39.5255783)",
199362969,Calle del Charco,residential,False,False,46.977,,,,"LINESTRING (-3.0782471 39.5219397, -3.0787929 39.5219747)",
199362969,Calle del Charco,residential,False,True,128.891,,,,"LINESTRING (-3.0782471 39.5219397, -3.0767479 39.5218608)",
199362986,Calle Comandante Franco,residential,False,False,30.602,,,,"LINESTRING (-3.0782471 39.5219397, -3.0781622 39.522207)",
199362973,Calle Padre Joaquín,residential,False,True,58.946,,,,"LINESTRING (-3.0766769 39.5243094, -3.0766965 39.5237795)",
199362973,Calle Padre Joaquín,residential,False,False,23.764000000000003,,,,"LINESTRING (-3.0766769 39.5243094, -3.0766814 39.5244588, -3.0766951 39.5245222)",
199362983,Calle Remigio Cantos,residential,False,False,60.96,,,,"LINESTRING (-3.0766769 39.5243094, -3.0764761 39.5243904, -3.0760487 39.5245658)",
199362983,Calle Remigio Cantos,residential,False,True,97.73,,,,"LINESTRING (-3.0766769 39.5243094, -3.0769176 39.524236, -3.0777546 39.5240249)",
199362980,Calle Alcázar,residential,False,False,33.017,,,,"LINESTRING (-3.0807414 39.5236227, -3.0808635 39.5233411)",
199362987,Avenida García Morato,residential,False,False,85.735,,,,"LINESTRING (-3.0807414 39.5236227, -3.0817359 39.5237003)",
199362987,Avenida García Morato,residential,False,True,73.307,,,,"LINESTRING (-3.0807414 39.5236227, -3.0798925 39.5235462)",
199362980,Calle Alcázar,residential,False,True,123.098,,,,"LINESTRING (-3.0807414 39.5236227, -3.0807146 39.5236777, -3.0802741 39.5246694)",
199362973,Calle Padre Joaquín,residential,False,True,84.886,,,,"LINESTRING (-3.0766985 39.526139, -3.0768516 39.5258489, -3.0768702 39.5257699, -3.0768348 39.5255444, -3.0768125 39.5254027)",
199362988,Calle General Sanjurjo,residential,False,False,31.512,,,,"LINESTRING (-3.0766985 39.526139, -3.0768672 39.5262607, -3.076975 39.5263252)",
199362988,Calle General Sanjurjo,residential,False,True,88.64699999999999,,,,"LINESTRING (-3.0766985 39.526139, -3.0764808 39.526034, -3.0762041 39.5259562, -3.0761515 39.5259514, -3.0757251 39.5259129)",
270410164,Calle La Paz,residential,False,True,76.237,,,,"LINESTRING (-3.0743592 39.5246871, -3.0751468 39.5243693)",
199362981,Calle del Jardín,residential,False,True,94.721,,,,"LINESTRING (-3.0743592 39.5246871, -3.0741281 39.5243509, -3.0739039 39.5240042, -3.0738542 39.5239296)",
270410164,Calle La Paz,residential,False,False,111.63900000000001,,,,"LINESTRING (-3.0743592 39.5246871, -3.0741523 39.5247849, -3.0732992 39.5251397, -3.0732096 39.5251435)",
199362976,Calle Vía Férrea,residential,False,True,81.856,,,,"LINESTRING (-3.0789591 39.5266835, -3.079168 39.5259652)",
199362988,Calle General Sanjurjo,residential,False,False,25.212,,,,"LINESTRING (-3.0789591 39.5266835, -3.0792394 39.5267518)",
199362988,Calle General Sanjurjo,residential,False,True,29.97,,,,"LINESTRING (-3.0789591 39.5266835, -3.0786317 39.5265893)",
199362972,Calle General Moscardó,residential,False,False,94.465,,,,"LINESTRING (-3.0735775 39.52355, -3.0726748 39.5240367)",
199362972,Calle General Moscardó,residential,False,True,42.512,,,,"LINESTRING (-3.0735775 39.52355, -3.0739812 39.5233282)",
199362981,Calle del Jardín,residential,False,False,48.474000000000004,,,,"LINESTRING (-3.0735775 39.52355, -3.0737001 39.5236984, -3.0738542 39.5239296)",
199362981,Calle del Jardín,residential,False,True,71.721,,,,"LINESTRING (-3.0735775 39.52355, -3.0733165 39.5232279, -3.073169 39.5229884)",
270410164,Calle La Paz,residential,False,False,76.237,,,,"LINESTRING (-3.0751468 39.5243693, -3.0743592 39.5246871)",
270410170,Calle Santa Ana,residential,False,False,52.744,,,,"LINESTRING (-3.0751468 39.5243693, -3.0753166 39.5248252)",
270410170,Calle Santa Ana,residential,False,True,75.335,,,,"LINESTRING (-3.0751468 39.5243693, -3.0749283 39.5237131)",
270410171,Calle Victoria,residential,False,True,148.508,,,,"LINESTRING (-3.0751468 39.5243693, -3.0756038 39.5242231, -3.0758627 39.5241427, -3.0759653 39.5241005, -3.0766965 39.5237795)",
199362988,Calle General Sanjurjo,residential,False,True,16.486,,,,"LINESTRING (-3.0796878 39.5268778, -3.0795035 39.5268357)",
270598718,Carretera de Alcázar,primary,False,False,115.037,2,CM-310,50,"LINESTRING (-3.0796878 39.5268778, -3.0805098 39.5260603)",
270598718,Carretera de Alcázar,primary,False,True,15.244,2,CM-310,50,"LINESTRING (-3.0796878 39.5268778, -3.0795812 39.5269875)",
199362987,Avenida García Morato,residential,False,False,73.307,,,,"LINESTRING (-3.0798925 39.5235462, -3.0807414 39.5236227)",
199362976,Calle Vía Férrea,residential,False,False,111.526,,,,"LINESTRING (-3.0798925 39.5235462, -3.0798777 39.5235949, -3.0795946 39.5245225)",
199362976,Calle Vía Férrea,residential,False,True,55.55,,,,"LINESTRING (-3.0798925 39.5235462, -3.079916 39.5234617, -3.0800281 39.5230577)",
199362987,Avenida García Morato,residential,False,True,201.402,,,,"LINESTRING (-3.0798925 39.5235462, -3.0781666 39.5233407, -3.077744 39.5233743, -3.0775734 39.5233381)",
270410157,Calle Capitán Cortés,residential,False,True,5.805,,,,"LINESTRING (-3.0777595 39.5259155, -3.0777522 39.5258636)",
270410163,Calle La Médica,residential,False,True,9.425,,,,"LINESTRING (-3.0777595 39.5259155, -3.0776784 39.5258583)",
270410163,Calle La Médica,residential,False,False,92.687,,,,"LINESTRING (-3.0777595 39.5259155, -3.0779515 39.5260634, -3.078357 39.5263977, -3.0784727 39.5265382)",
199362987,Avenida García Morato,residential,False,False,7.739,,,,"LINESTRING (-3.0774908 39.5233661, -3.0775734 39.5233381)",
"[199362978, 270410157]",Calle Capitán Cortés,residential,False,False,76.67,,,,"LINESTRING (-3.0774908 39.5233661, -3.0775532 39.5235219, -3.0777546 39.5240249)",
270410171,Calle Victoria,residential,False,False,82.285,,,,"LINESTRING (-3.0774908 39.5233661, -3.0774584 39.5233874, -3.0773722 39.523444, -3.0766965 39.5237795)",
199362983,Calle Remigio Cantos,residential,False,False,97.73,,,,"LINESTRING (-3.0777546 39.5240249, -3.0769176 39.524236, -3.0766769 39.5243094)",
199362983,Calle Remigio Cantos,residential,False,True,97.431,,,,"LINESTRING (-3.0777546 39.5240249, -3.0781561 39.5239177, -3.0783412 39.5238952, -3.0788632 39.5239276)",
270410157,Calle Capitán Cortés,residential,False,False,49.846999999999994,,,,"LINESTRING (-3.0777546 39.5240249, -3.0777389 39.5242268, -3.077714 39.5244397, -3.0777116 39.5244719)",
"[199362978, 270410157]",Calle Capitán Cortés,residential,False,True,76.67,,,,"LINESTRING (-3.0777546 39.5240249, -3.0775532 39.5235219, -3.0774908 39.5233661)",
270410159,Calle Costeras,residential,False,False,49.182,,,,"LINESTRING (-3.0704757 39.5216366, -3.0706694 39.5220529)",
271138344,Calle San José,residential,False,True,42.747,,,,"LINESTRING (-3.0730572 39.5217082, -3.0735341 39.5215966)",
173086098,Calle San Antón,residential,False,False,63.375,,,,"LINESTRING (-3.0730572 39.5217082, -3.0735095 39.5221381, -3.0735227 39.5221508)",
199362969,Calle del Charco,residential,False,False,56.299,,,,"LINESTRING (-3.0749063 39.5217657, -3.0755612 39.5217995)",
