osmid,oneway,ref,highway,reversed,length,geometry,lanes,name,maxspeed,bridge,access,junction
59135396,True,,residential,False,165.031,"LINESTRING (-0.1292552 38.5449115, -0.1294548 38.5448816, -0.1298132 38.5448644, -0.1299786 38.5448534, -0.1300865 38.5448297, -0.1301702 38.5447948, -0.1302353 38.5447317, -0.1304949 38.5440915)",,carrer d’Àustria,,,,
83193226,True,,residential,False,231.856,"LINESTRING (-0.1292552 38.5449115, -0.1287426 38.5442935, -0.1271901 38.543707)",,Avinguda de França - Avenida de Francia,,,,
21233703,True,,residential,False,37.685,"LINESTRING (-0.1233614 38.5395791, -0.1233632 38.5393136, -0.1233637 38.5392402)",,Avenida del Doctor Orts Llorca,,,,
514965801,False,,living_street,False,20.939,"LINESTRING (-0.132109 38.5364564, -0.1318739 38.5364159)",,Passeig de la Carretera,,,,
525116827,False,,living_street,True,12.989,"LINESTRING (-0.132109 38.5364564, -0.1320821 38.5363415)",,Carrer de Sant Vicent,,,,
"[83124656, 514965801]",False,,living_street,True,24.205000000000002,"LINESTRING (-0.132109 38.5364564, -0.1323141 38.5364953, -0.1323791 38.5365088)",,Passeig de la Carretera,,,,
514965801,False,,living_street,True,20.939,"LINESTRING (-0.1318739 38.5364159, -0.132109 38.5364564)",,Passeig de la Carretera,,,,
688552839,False,,living_street,False,22.773,"LINESTRING (-0.1318739 38.5364159, -0.131621 38.5363629)",,Passeig de la Carretera,,,,
688552839,False,,living_street,True,22.773,"LINESTRING (-0.131621 38.5363629, -0.1318739 38.5364159)",,Passeig de la Carretera,,,,
378641226,True,,residential,False,55.841,"LINESTRING (-0.1315876 38.5431333, -0.1313755 38.5426593)",,Calle de Santa Cristina,,,,
"[80440112, 80440116]",True,,residential,False,100.606,"LINESTRING (-0.1315876 38.5431333, -0.1311651 38.5432678, -0.1311155 38.5432298, -0.1310846 38.5427367)",,"['Calle de San Marcos', 'Calle de Santo Tomás']",,,,
80440111,False,,residential,True,57.905,"LINESTRING (-0.1310782 38.5435682, -0.1317066 38.5433961)",,Calle de San Ramón,,,,
83174711,True,CV-7671,residential,False,106.808,"LINESTRING (-0.1319729 38.5421575, -0.1321652 38.5429428, -0.1321877 38.5431028)",,Carrer de Tomás Ortuño,,,,
80440110,True,,residential,False,76.283,"LINESTRING (-0.1313755 38.5426593, -0.1316537 38.5424415, -0.131864 38.5422519, -0.1319729 38.5421575)",,Calle Ondulada,,,,
80440111,False,,residential,False,57.905,"LINESTRING (-0.1317066 38.5433961, -0.1310782 38.5435682)",,Calle de San Ramón,,,,
378641226,True,,residential,False,31.001,"LINESTRING (-0.1317066 38.5433961, -0.1315876 38.5431333)",,Calle de Santa Cristina,,,,
80440110,True,,residential,False,14.64,"LINESTRING (-0.130977 38.5426569, -0.131009 38.5427234, -0.1310846 38.5427367)",,Calle Ondulada,,,,
82210972,True,,residential,False,259.813,"LINESTRING (-0.130977 38.5426569, -0.1309648 38.5426802, -0.1308323 38.543018, -0.1308455 38.543263, -0.1308634 38.5433282, -0.1309772 38.5438101, -0.131167 38.5444735, -0.1312786 38.5449417)",,Avinguda de l'Aigüera,,,,
80440110,True,,residential,False,26.727,"LINESTRING (-0.1310846 38.5427367, -0.1311738 38.542711, -0.1313755 38.5426593)",,Calle Ondulada,,,,
80442093,True,,residential,False,111.163,"LINESTRING (-0.1327651 38.5406318, -0.1314895 38.5406947)",,Calle del Buen Pastor,,,,
83124667,True,,residential,False,28.719,"LINESTRING (-0.1327651 38.5406318, -0.1327498 38.5403738)",,Avenida de los Almendros,,,,
"[80442089, 59077596]",True,,residential,False,123.41,"LINESTRING (-0.1315835 38.5409664, -0.131472 38.5409896, -0.1306895 38.5411527, -0.1305972 38.5407733)",,"['Calle Venus', 'Avenida de Ruzafa - Avinguda de Russafa']",,,,
83174711,True,CV-7671,residential,False,136.70600000000002,"LINESTRING (-0.1315835 38.5409664, -0.1318779 38.5418671, -0.1319729 38.5421575)",,Carrer de Tomás Ortuño,,,,
1200022609,True,,residential,False,12.214,"LINESTRING (-0.1315835 38.5409664, -0.131637 38.5409625, -0.1317236 38.5409591)",,Calle de Marte/Carrer de Mart,,,,
80442097,True,,residential,False,91.777,"LINESTRING (-0.1327498 38.5403738, -0.1338017 38.5403083)",,Carrer de Júpiter,,,,
83124667,True,,residential,False,53.733000000000004,"LINESTRING (-0.1327498 38.5403738, -0.132688 38.5399639, -0.1326774 38.5398939)",,Avenida de los Almendros,,,,
82210972,True,,residential,False,210.50400000000002,"LINESTRING (-0.1284434 38.5384282, -0.1286016 38.5384766, -0.1290107 38.5386059, -0.1292681 38.5386882, -0.1294251 38.5387681, -0.1295006 38.5388728, -0.1295485 38.5392219, -0.1295794 38.5394152, -0.1295801 38.5397498, -0.1295748 38.5398)",,Avinguda de l'Aigüera,,,,
27363293,True,CV-7671,secondary,False,98.482,"LINESTRING (-0.1324165 38.5438297, -0.1326366 38.5446408, -0.1326495 38.5446964)",2,Avinguda de Beniardà,30,,,
83193240,True,CV-7671,residential,False,15.403,"LINESTRING (-0.1324606 38.5430819, -0.1323328 38.542986)",,Carrer de Tomàs Ortuño,,,,
96259035,True,N-332a,secondary,False,42.266,"LINESTRING (-0.1324606 38.5430819, -0.132163 38.5433824)",2,Avinguda del Rei Jaume I,,,,
80640104,True,,secondary,False,25.519,"LINESTRING (-0.1324606 38.5430819, -0.1323802 38.5430565, -0.1322943 38.5430584, -0.1321877 38.5431028)",,,,,,
21233720,True,N-332a,secondary,False,45.82,"LINESTRING (-0.1322488 38.5434982, -0.1325509 38.5431606)",2,Avinguda del Rei Jaume I,,,,
891538022,True,CV-7671,secondary,False,12.068,"LINESTRING (-0.1322488 38.5434982, -0.1323252 38.5435888)",,,,,,
27363293,True,CV-7671,secondary,False,27.985,"LINESTRING (-0.1323252 38.5435888, -0.1323663 38.543673, -0.1324165 38.5438297)",2,Avinguda de Beniardà,30,,,
891538023,True,,secondary,False,23.945,"LINESTRING (-0.1323252 38.5435888, -0.1324133 38.5435416, -0.1325519 38.5434666)",,,,,,
80638987,False,,residential,False,49.903,"LINESTRING (-0.1312786 38.5449417, -0.1318379 38.5448414)",,Carrer Orxeta,,,,
80642370,True,,secondary,False,54.693,"LINESTRING (-0.1326091 38.5433575, -0.132692 38.543175, -0.1327344 38.5430451, -0.1327764 38.5428843)",,,,,,
359821517,True,CV-7671,secondary,False,22.515,"LINESTRING (-0.1326091 38.5433575, -0.132582 38.5432447, -0.1325705 38.5432041, -0.1325509 38.5431606)",,,,,,
359821516,True,,secondary,False,10.874,"LINESTRING (-0.1318623 38.5437793, -0.131979 38.5437442)",,,,,,
20268904,True,,secondary,False,46.010999999999996,"LINESTRING (-0.1318623 38.5437793, -0.131979 38.5437088, -0.1321775 38.5435628, -0.1322488 38.5434982)",2,Avinguda d'Alfonso Puchades,,,,
80638987,False,,residential,True,49.903,"LINESTRING (-0.1318379 38.5448414, -0.1312786 38.5449417)",,Carrer Orxeta,,,,
80638987,False,,residential,False,72.401,"LINESTRING (-0.1318379 38.5448414, -0.1319156 38.5448274, -0.1326495 38.5446964)",,Carrer Orxeta,,,,
96259027,True,CV-7671,secondary,False,14.916,"LINESTRING (-0.132163 38.5433824, -0.1321912 38.5434292, -0.1322488 38.5434982)",,,,,,
891538024,True,,secondary,False,28.352,"LINESTRING (-0.132163 38.5433824, -0.132071 38.543453, -0.1319286 38.5435596)",2,Avinguda d'Alfonso Puchades,,,,
80725107,True,,living_street,False,81.569,"LINESTRING (-0.1286211 38.5373064, -0.1280805 38.5367379, -0.1280614 38.5367178)",,Calle del Sol,,,,
"[96366883, 87049845, 87049839]",True,,residential,False,179.133,"LINESTRING (-0.1286211 38.5373064, -0.1283491 38.537493, -0.1282705 38.5375469, -0.1280694 38.5377052, -0.1280351 38.5377313, -0.1271908 38.538372, -0.1271307 38.5384176)",,Vía Emilio Ortuño,20,yes,,
80873951,True,,residential,False,100.518,"LINESTRING (-0.1347311 38.5394144, -0.1336054 38.5392097)",,Carrer de Sant Andreu,,,,
551010265,True,,residential,False,100.13799999999999,"LINESTRING (-0.1347311 38.5394144, -0.1345215 38.5396251, -0.1340473 38.5400723, -0.1340044 38.5401128)",,Carrer Maravall,,,,
80873947,True,,residential,False,31.299,"LINESTRING (-0.1336054 38.5392097, -0.1336839 38.538935)",,Calle del Jazmin,,,,
83124667,True,,residential,False,35.365,"LINESTRING (-0.1324752 38.5375496, -0.1324536 38.537232)",,Avenida de los Almendros,,,,
115084382,True,,residential,False,84.432,"LINESTRING (-0.1324752 38.5375496, -0.1334259 38.5377031)",,Carrer Marqués de Comillas,,,,
377899196,True,,residential,False,44.863,"LINESTRING (-0.1333165 38.5407849, -0.1329945 38.5411001)",,Plaça Neptú - Plaza neptuno,,,,
21233721,True,,residential,False,59.408,"LINESTRING (-0.1338537 38.5383268, -0.1339145 38.5380738, -0.1339747 38.537801)",,Calle del Rosal,,,,
83126654,True,,residential,False,119.75900000000001,"LINESTRING (-0.1338537 38.5383268, -0.1335164 38.5382671, -0.1325108 38.5380889)",,Carrer Roldán,,,,
82210974,True,,residential,False,20.003999999999998,"LINESTRING (-0.1283241 38.5382744, -0.1283843 38.5383512, -0.1284434 38.5384282)",1,Plaza Doctor Fleming,,,,
571341841,True,,residential,False,33.435,"LINESTRING (-0.1283241 38.5382744, -0.1282918 38.5383599, -0.1282149 38.5385627)",1,Plaza Doctor Fleming,,,,
82210972,True,,residential,False,400.50799999999987,"LINESTRING (-0.1295748 38.5398, -0.1295234 38.5401711, -0.1295104 38.5404117, -0.1295376 38.5406775, -0.1295944 38.5408538, -0.1297104 38.5409802, -0.1300527 38.5413452, -0.1301658 38.5414463, -0.1303007 38.5415031, -0.1304113 38.5415424, -0.1305803 38.5415714, -0.1307671 38.5416107, -0.1309328 38.5416711, -0.1310438 38.5417455, -0.1311452 38.5418388, -0.1312393 38.5419695, -0.1312664 38.5420764, -0.1312832 38.5422069, -0.1311616 38.5425167, -0.130977 38.5426569)",,Avinguda de l'Aigüera,,,,
82210976,True,,residential,False,62.109,"LINESTRING (-0.1295748 38.5398, -0.1296211 38.539816, -0.1296671 38.5398114, -0.1297134 38.5397913, -0.1299168 38.5396846, -0.1300955 38.5396322, -0.1302199 38.5396073)",,Calle Hondo,,,,
82210975,True,,residential,False,219.191,"LINESTRING (-0.126367 38.5401537, -0.1263976 38.5402323, -0.1268206 38.5413309, -0.1268374 38.5413672, -0.1270904 38.5420419)",,Carrer del Mirador - Calle Mirador,,,,
83197836,True,,residential,False,203.06400000000002,"LINESTRING (-0.126367 38.5401537, -0.1262858 38.5403972, -0.126253 38.5404563, -0.1262059 38.5405082, -0.1261465 38.5405366, -0.1260756 38.5405527, -0.1259988 38.5405525, -0.1258553 38.5405481, -0.1257953 38.5405526, -0.125753 38.5405658, -0.1257076 38.540594, -0.1256748 38.5406417, -0.1253175 38.5415806)",,Carrer de la Pipa,,,,
679193335,False,,residential,False,179.459,"LINESTRING (-0.1256773 38.5395601, -0.1242095 38.5406944)",,Vía Emilio Ortuño,,,,
82210975,True,,residential,False,90.082,"LINESTRING (-0.1256773 38.5395601, -0.1262495 38.5399881, -0.1263022 38.5400401, -0.1263372 38.540095, -0.126367 38.5401537)",,Carrer del Mirador - Calle Mirador,,,,
679193335,False,,residential,True,55.742999999999995,"LINESTRING (-0.1256773 38.5395601, -0.1260608 38.539271, -0.1261396 38.5392129)",,Vía Emilio Ortuño,,,,
82210975,True,,residential,False,74.623,"LINESTRING (-0.1270904 38.5420419, -0.1271291 38.5421386, -0.1271055 38.5424107, -0.1270582 38.5425035, -0.1269142 38.5426653)",,Carrer del Mirador - Calle Mirador,,,,
82210981,True,,residential,False,201.805,"LINESTRING (-0.1270904 38.5420419, -0.127188 38.5420711, -0.1275567 38.5421672, -0.1276226 38.5421844, -0.1278274 38.5421885, -0.1279659 38.5421778, -0.1280898 38.5421581, -0.1283116 38.5420768, -0.1285837 38.5419215, -0.1291251 38.5415677)",,Carrer Hivern - Calle Invierno,,,,
21233693,True,,residential,False,204.672,"LINESTRING (-0.1291251 38.5415677, -0.1287664 38.5410386, -0.1287094 38.540855, -0.1286845 38.540829, -0.1283283 38.540457, -0.1280782 38.539937)",,Carrer Primavera,30,,,
82210983,False,,residential,False,78.229,"LINESTRING (-0.1275347 38.539023, -0.1275984 38.5389802, -0.1282149 38.5385627)",2,Calle Otoño,,,,
190920281,False,,residential,False,75.936,"LINESTRING (-0.1275347 38.539023, -0.127192 38.5385094, -0.1271307 38.5384176)",,Carrer Primavera,,,,
82210979,True,,residential,False,24.924999999999997,"LINESTRING (-0.1282149 38.5385627, -0.128329 38.5384865, -0.1283918 38.5384546, -0.1284434 38.5384282)",1,Calle de las Herrerías,,,,
82210983,False,,residential,True,78.229,"LINESTRING (-0.1282149 38.5385627, -0.1275984 38.5389802, -0.1275347 38.539023)",2,Calle Otoño,,,,
83180242,True,,living_street,False,50.107,"LINESTRING (-0.1318236 38.5387583, -0.1312475 38.5387597)",,Carrer de la Garita,,,,
83124608,True,,residential,False,21.996,"LINESTRING (-0.1318236 38.5387583, -0.1318953 38.5387607, -0.1320764 38.5387579)",,Carrer de la Garita,,,,
83124667,True,,residential,False,60.049,"LINESTRING (-0.1325108 38.5380889, -0.132488 38.5377079, -0.1324752 38.5375496)",,Avenida de los Almendros,,,,
83124667,True,,residential,False,23.854,"LINESTRING (-0.1326774 38.5398939, -0.1326602 38.5396798)",,Avenida de los Almendros,,,,
"[372090704, 372090703]",True,,"['residential', 'living_street']",False,201.57600000000002,"LINESTRING (-0.1326774 38.5398939, -0.1326214 38.5398944, -0.1322337 38.5398977, -0.1317929 38.5399025, -0.131337 38.5399322, -0.1303727 38.540048)",,"['Calle Carrasco', 'Avenida de Los Limones']",,,,
377899195,True,,residential,False,24.997,"LINESTRING (-0.1325885 38.541516, -0.1324123 38.5416936)",,Calle Urano,,,,
83280330,True,,residential,False,31.59,"LINESTRING (-0.1329945 38.5411001, -0.1332785 38.5412772)",,Calle del Estornino,,,,
550595163,True,,residential,False,58.185,"LINESTRING (-0.1329945 38.5411001, -0.1325885 38.541516)",,,,,,
80442093,True,,residential,False,66.173,"LINESTRING (-0.1335227 38.5405769, -0.1327651 38.5406318)",,Calle del Buen Pastor,,,,
551010265,True,,residential,False,29.267,"LINESTRING (-0.1335227 38.5405769, -0.1333165 38.5407849)",,Carrer Maravall,,,,
551010265,True,,residential,False,38.482,"LINESTRING (-0.1338017 38.5403083, -0.1335227 38.5405769)",,Carrer Maravall,,,,
83198562,False,,residential,False,31.616,"LINESTRING (-0.1263162 38.5447184, -0.1264616 38.544979)",,Avinguda d'Andalusia,20,,,
83198562,False,,residential,True,36.453,"LINESTRING (-0.1263162 38.5447184, -0.1261432 38.5444198)",,Avinguda d'Andalusia,20,,,
83193226,True,,residential,False,144.025,"LINESTRING (-0.1271901 38.543707, -0.1265197 38.5434337, -0.1264488 38.5434124, -0.1263629 38.5434005, -0.1262707 38.5434066, -0.1256679 38.5435846)",,Avinguda de França - Avenida de Francia,,,,
"[20268904, 240854802, 80638971]",True,N-332a,secondary,False,125.521,"LINESTRING (-0.1304949 38.5440915, -0.1305626 38.5440914, -0.1313486 38.5439664, -0.1314159 38.5439541, -0.1316686 38.5438866, -0.1318623 38.5437793)",2,"['Avenida de Alfonso Puchades', ""Avinguda d'Alfonso Puchades""]",30,yes,,
463873926,True,,residential,False,9.987,"LINESTRING (-0.1304949 38.5440915, -0.1304985 38.544047, -0.1305028 38.5440019)",,,,,,
83129280,True,,residential,False,109.463,"LINESTRING (-0.1274807 38.544345, -0.1274182 38.5443679, -0.1263162 38.5447184)",,calle de Escocia,,,,
83198050,True,,residential,False,75.687,"LINESTRING (-0.1274807 38.544345, -0.1274508 38.5442929, -0.1272039 38.5438088, -0.1271901 38.543707)",,Avinguda de Portugal,,,,
199389189,True,,residential,False,50.266999999999996,"LINESTRING (-0.1334745 38.5372527, -0.1334543 38.5374836, -0.1334259 38.5377031)",,Costera del Campo,,,,
83124656,False,,living_street,False,17.526,"LINESTRING (-0.1325738 38.5365494, -0.1324595 38.5365256, -0.1323791 38.5365088)",,Passeig de la Carretera,,,,
83174479,True,,residential,False,58.873999999999995,"LINESTRING (-0.1325738 38.5365494, -0.1327748 38.536611, -0.1327864 38.5366135, -0.1332192 38.5367069)",,Carrer de Sant Pere,,,,
199389189,True,,residential,False,20.431,"LINESTRING (-0.1334865 38.5370692, -0.1334745 38.5372527)",,Costera del Campo,,,,
115084382,True,,residential,False,48.958,"LINESTRING (-0.1334259 38.5377031, -0.1339747 38.537801)",,Carrer Marqués de Comillas,,,,
368659719,False,,residential,True,21.183,"LINESTRING (-0.1339665 38.5370999, -0.133922 38.5372872)",,Carrer de Redes,,,,
83174480,True,,residential,False,41.888999999999996,"LINESTRING (-0.1339665 38.5370999, -0.1338888 38.5370949, -0.1335162 38.5370711, -0.1334865 38.5370692)",,Carrer dels Pescadors,,,,
83124608,True,,residential,False,43.716,"LINESTRING (-0.1320764 38.5387579, -0.1321891 38.5387576, -0.1325781 38.5387366)",,Carrer de la Garita,,,,
83124667,True,,residential,False,60.204,"LINESTRING (-0.1326228 38.5392769, -0.1325781 38.5387366)",,Avenida de los Almendros,,,,
368655163,True,,living_street,False,45.403999999999996,"LINESTRING (-0.1326228 38.5392769, -0.1325862 38.5392787, -0.132102 38.5393049)",,Carrer Apolo XI,,,,
"[80873947, 368655164]",True,,residential,False,108.9,"LINESTRING (-0.1326228 38.5392769, -0.1335374 38.5394477, -0.1336054 38.5392097)",,"['Calle del Jazmin', 'Carrer Apolo XI']",,,,
83180243,True,,residential,False,60.864,"LINESTRING (-0.132102 38.5393049, -0.1320764 38.5387579)",,Calle de San José Artesano / Carrer de Sant Josep Artesà,,,,
368655163,True,,living_street,False,70.74799999999999,"LINESTRING (-0.132102 38.5393049, -0.1319003 38.5393158, -0.1312905 38.5393487)",,Carrer Apolo XI,,,,
83193179,True,,residential,False,44.945,"LINESTRING (-0.1345998 38.5416189, -0.1343418 38.5419081, -0.1343043 38.5419505)",,Carrer d'Atocha,,,,
83193156,False,,residential,False,14.536999999999999,"LINESTRING (-0.1341107 38.5413496, -0.1341697 38.5413785, -0.134249 38.5414229)",,Calle de Arnedo,,,,
96259029,True,N-332a,secondary,False,20.549,"LINESTRING (-0.1341107 38.5413496, -0.1341965 38.5412446, -0.1342359 38.5411929)",2,Avinguda del Rei Jaume I,,,,
378635820,True,N-332a,residential,False,5.467,"LINESTRING (-0.1347785 38.5405721, -0.1348132 38.5405311)",,Avinguda del Rei Jaume I,30,,,
83193179,True,,residential,False,95.235,"LINESTRING (-0.1339737 38.5423246, -0.1338841 38.5424259, -0.133436 38.5429331, -0.1333554 38.5430314)",,Carrer d'Atocha,,,,
83250077,True,,residential,False,49.982,"LINESTRING (-0.1339737 38.5423246, -0.1335583 38.5421044, -0.1334997 38.5420705)",,Passeig de las Acacias,,,,
83193188,True,,residential,False,68.661,"LINESTRING (-0.1333554 38.5430314, -0.1340508 38.5429098, -0.1341266 38.5428996)",,Carrer de Montera,,,,
83250075,False,,residential,False,40.213,"LINESTRING (-0.1333554 38.5430314, -0.1332996 38.5430429, -0.1330497 38.5430818, -0.1329234 38.5430187)",,Carrer de Montera,,,,
83250077,True,,residential,False,65.32,"LINESTRING (-0.1341266 38.5428996, -0.1341142 38.5428507, -0.1340005 38.5424036, -0.1339737 38.5423246)",,Passeig de las Acacias,,,,
83193197,True,,residential,False,58.665,"LINESTRING (-0.1343539 38.5402976, -0.1344006 38.54025, -0.1347621 38.5398776)",,Calle Tordo,,,,
372090703,True,,residential,False,36.691,"LINESTRING (-0.1343539 38.5402976, -0.1340899 38.540158, -0.1340044 38.5401128)",,Avenida de Los Limones,,,,
83193201,True,,residential,False,27.508000000000003,"LINESTRING (-0.1251552 38.5421872, -0.1250994 38.542246, -0.1250353 38.5422913, -0.1249224 38.542351)",,Carrer Islàndia - Calle Islandia,,,,
83193206,True,,secondary,False,16.061,"LINESTRING (-0.1251552 38.5421872, -0.1252071 38.542215, -0.1252649 38.5422411, -0.1253151 38.5422587)",,Avinguda d'Alfonso Puchades,,,,
83193201,True,,residential,False,101.47,"LINESTRING (-0.1249224 38.542351, -0.1239314 38.5428326)",,Carrer Islàndia - Calle Islandia,,,,
208406888,True,,residential,False,21.049,"LINESTRING (-0.1249224 38.542351, -0.125101 38.5422912, -0.1251477 38.5422834)",,Carrer Islàndia - Calle Islandia,,,,
83198562,False,,residential,False,31.941,"LINESTRING (-0.1256679 38.5435846, -0.1258156 38.5438476)",,Avinguda d'Andalusia,20,,,
83198562,False,,residential,True,133.881,"LINESTRING (-0.1256679 38.5435846, -0.1254558 38.5431559, -0.1253915 38.5425223, -0.1253804 38.5424139)",,Avinguda d'Andalusia,20,,,
83198562,False,,residential,False,69.714,"LINESTRING (-0.1258156 38.5438476, -0.1261432 38.5444198)",,Avinguda d'Andalusia,20,,,
83198562,False,,residential,True,31.941,"LINESTRING (-0.1258156 38.5438476, -0.1256679 38.5435846)",,Avinguda d'Andalusia,20,,,
190399393,True,,residential,False,87.318,"LINESTRING (-0.1258156 38.5438476, -0.1249085 38.5441842)",,Carrer de Grecia,,,,
83198562,False,,residential,False,36.453,"LINESTRING (-0.1261432 38.5444198, -0.1263162 38.5447184)",,Avinguda d'Andalusia,20,,,
83198562,False,,residential,True,69.714,"LINESTRING (-0.1261432 38.5444198, -0.1258156 38.5438476)",,Avinguda d'Andalusia,20,,,
83198562,False,,residential,False,16.946,"LINESTRING (-0.1253632 38.5422621, -0.1253804 38.5424139)",,Avinguda d'Andalusia,20,,,
83193206,True,,secondary,False,11.361,"LINESTRING (-0.1253632 38.5422621, -0.1253962 38.542252, -0.125428 38.5422274, -0.1254551 38.5421941)",,Avinguda d'Alfonso Puchades,,,,
240854801,True,,secondary,False,10.475000000000001,"LINESTRING (-0.1254551 38.5421941, -0.1254586 38.542146, -0.1254567 38.5421)",,Avinguda d'Alfonso Puchades,,,,
"[240854802, 470771175]",True,N-332a,secondary,False,407.398,"LINESTRING (-0.1254551 38.5421941, -0.1256259 38.5422563, -0.1268586 38.5427282, -0.1274447 38.5429456, -0.1279579 38.5431464, -0.1283741 38.543311, -0.1285791 38.5433904, -0.1296597 38.543809)",2,Avinguda d'Alfonso Puchades,30,,,
