osmid,oneway,lanes,ref,highway,reversed,length,name,maxspeed,geometry,junction,width,tunnel
146255557,False,,,residential,False,54.185,Calle Andorra,,"LINESTRING (-7.0949387 38.6827359, -7.095148 38.6827566, -7.095558 38.6827971)",,,
146256357,False,,,residential,False,85.498,Calle Lituania,,"LINESTRING (-7.0946354 38.6812573, -7.0945266 38.6820215)",,,
560034725,False,,,residential,False,44.971,Calle Vaticano,,"LINESTRING (-7.0946354 38.6812573, -7.0941211 38.6812085)",,,
560034725,False,,,residential,True,45.657,Calle Vaticano,,"LINESTRING (-7.0946354 38.6812573, -7.0947533 38.6812668, -7.0951586 38.6812995)",,,
560034715,False,,,residential,False,86.046,Calle Montenegro,,"LINESTRING (-7.0941211 38.6812085, -7.0940083 38.6819773)",,,
560034725,False,,,residential,True,44.971,Calle Vaticano,,"LINESTRING (-7.0941211 38.6812085, -7.0946354 38.6812573)",,,
146256357,False,,,residential,True,85.498,Calle Lituania,,"LINESTRING (-7.0945266 38.6820215, -7.0946354 38.6812573)",,,
560034767,False,,,residential,False,44.95,Calle Ucrania,,"LINESTRING (-7.0945266 38.6820215, -7.0950414 38.6820653)",,,
560034767,False,,,residential,True,45.257,Calle Ucrania,,"LINESTRING (-7.0945266 38.6820215, -7.0940083 38.6819773)",,,
560034715,False,,,residential,True,86.046,Calle Montenegro,,"LINESTRING (-7.0940083 38.6819773, -7.0941211 38.6812085)",,,
560034767,False,,,residential,False,45.257,Calle Ucrania,,"LINESTRING (-7.0940083 38.6819773, -7.0945266 38.6820215)",,,
146256935,False,,,residential,False,161.618,Calle Francia,,"LINESTRING (-7.0957679 38.6813529, -7.095558 38.6827971)",,,
560034725,False,,,residential,False,53.221,Calle Vaticano,,"LINESTRING (-7.0957679 38.6813529, -7.0951586 38.6812995)",,,
574005615,False,,,residential,False,9.887,,,"LINESTRING (-7.0952176 38.6857487, -7.095318 38.6857907)",,,
146257486,False,,,residential,False,111.603,,,"LINESTRING (-7.0952176 38.6857487, -7.0951651 38.6861267, -7.0951425 38.6863203, -7.095093 38.6867476)",,,
574005615,False,,,residential,True,179.844,,,"LINESTRING (-7.0952176 38.6857487, -7.0952224 38.6856859, -7.0952326 38.6855639, -7.0952538 38.68526, -7.0952452 38.6851751, -7.0952326 38.6851219, -7.0952094 38.685027, -7.0951618 38.6849257, -7.0950567 38.6847788, -7.0949883 38.6846715, -7.0949136 38.684621, -7.0948322 38.684572, -7.0947556 38.6845271, -7.0947052 38.6844975, -7.0946097 38.6844036, -7.0945656 38.6843154)",,,
828796358,False,,,residential,False,9.92,,,"LINESTRING (-7.095093 38.6867476, -7.0951951 38.6867075)",,,
828796358,False,,,residential,True,77.694,,,"LINESTRING (-7.095093 38.6867476, -7.0942947 38.6870637)",,,
146257486,False,,,residential,False,59.598,,,"LINESTRING (-7.095093 38.6867476, -7.095049 38.6869688, -7.0949373 38.6872685)",,,
146257486,False,,,residential,True,111.60300000000001,,,"LINESTRING (-7.095093 38.6867476, -7.0951425 38.6863203, -7.0951651 38.6861267, -7.0952176 38.6857487)",,,
146254994,False,,,residential,False,5.966,,,"LINESTRING (-7.0949373 38.6872685, -7.095005 38.6872778)",,,
146254994,False,,,residential,True,60.245,,,"LINESTRING (-7.0949373 38.6872685, -7.0942947 38.6870637)",,,
146257486,False,,,residential,True,59.598,,,"LINESTRING (-7.0949373 38.6872685, -7.095049 38.6869688, -7.095093 38.6867476)",,,
733183424,False,1,,residential,True,52.717,,,"LINESTRING (-7.097169 38.6861958, -7.0976577 38.6859143)",,,
733183421,True,1,,residential,False,69.907,Calle General Infante,,"LINESTRING (-7.097169 38.6861958, -7.0979048 38.6862226, -7.0979735 38.6862255)",,,
146400250,False,1,,residential,True,14.251,Plaza de la Diversidad,,"LINESTRING (-7.0980098 38.6857115, -7.0980046 38.6858396)",,,
146258995,False,1,,residential,True,32.370999999999995,Paseo de Hernán Cortés,,"LINESTRING (-7.0980098 38.6857115, -7.0980189 38.6856776, -7.0980859 38.6854787, -7.0981084 38.685431)",,,
733183424,False,1,,residential,False,37.989,,,"LINESTRING (-7.0980098 38.6857115, -7.0978215 38.6858156, -7.0976577 38.6859143)",,,
146258995,False,1,,residential,False,32.371,Paseo de Hernán Cortés,,"LINESTRING (-7.0981084 38.685431, -7.0980859 38.6854787, -7.0980189 38.6856776, -7.0980098 38.6857115)",,,
146258996,False,1,,residential,False,33.415,Paseo de Hernán Cortés,,"LINESTRING (-7.0981084 38.685431, -7.098103 38.6852896, -7.0981198 38.6851311)",,,
1168304335,True,1,,residential,False,26.137999999999998,Paseo de Hernán Cortés,,"LINESTRING (-7.0981084 38.685431, -7.0982216 38.6853277, -7.0983115 38.6852577)",,,
1168304336,True,1,,residential,False,21.795,Paseo de Hernán Cortés,,"LINESTRING (-7.0981198 38.6851311, -7.0983115 38.6852577)",,,
146258994,False,1,,residential,False,68.751,Paseo de Hernán Cortés,,"LINESTRING (-7.0981198 38.6851311, -7.0981158 38.6851006, -7.0980731 38.6846531, -7.098053 38.6845957, -7.098011 38.6845234)",,,
146258996,False,1,,residential,True,33.415,Paseo de Hernán Cortés,,"LINESTRING (-7.0981198 38.6851311, -7.098103 38.6852896, -7.0981084 38.685431)",,,
146400405,True,1,,residential,False,97.415,Plaza Santa María,,"LINESTRING (-7.1001476 38.6852683, -7.0994314 38.6856829, -7.0992873 38.6858235)",,,
"[733183418, 146401157]",True,1,,residential,False,109.321,"['Calle Carmen', 'Calle Duque de Cadaval']",,"LINESTRING (-7.1001476 38.6852683, -7.1000014 38.6851672, -7.0995326 38.684843, -7.0993499 38.6847167, -7.0993306 38.6847049, -7.0992956 38.6846773, -7.0992817 38.6846712, -7.0992332 38.6846407, -7.0992199 38.6846324, -7.0992004 38.6846211)",,,
62307503,True,1,EX-107,primary,False,179.938,Avenida de Villanueva,,"LINESTRING (-7.0948885 38.6875502, -7.0949651 38.6874471, -7.0950784 38.6872505, -7.0951571 38.6870711, -7.0952138 38.6868819, -7.095261 38.6866067, -7.09534 38.6859879)",,,
146400254,False,1,,residential,False,5.024,Avenida de Ramón y Cajal,,"LINESTRING (-7.0984291 38.684115, -7.0983986 38.6841534)",,,
146400254,False,1,,residential,True,38.232,Avenida de Ramón y Cajal,,"LINESTRING (-7.0984291 38.684115, -7.0987044 38.6838466)",,,
146258990,True,1,,residential,False,101.804,Calle Lope de Vega,,"LINESTRING (-7.0983442 38.6852792, -7.0990524 38.685688, -7.0992873 38.6858235)",,,
"[146400410, 146258991]",True,1,,residential,False,118.28600000000002,Paseo General Infante,,"LINESTRING (-7.0983442 38.6852792, -7.0985252 38.6851062, -7.0986515 38.6849771, -7.0986309 38.6849592, -7.0984405 38.6848166, -7.0981631 38.6846055, -7.0980897 38.6845547, -7.098011 38.6845234)",,,
146401350,True,1,,residential,False,36.853,Calle Ruperto Chapí,,"LINESTRING (-7.0992873 38.6858235, -7.0996277 38.6860216)",,,
146400250,False,1,,residential,False,42.997,Plaza de la Diversidad,,"LINESTRING (-7.0979735 38.6862255, -7.0980015 38.6859022, -7.0980046 38.6858396)",,,
146400407,True,1,,residential,False,107.97,Plaza de la Diversidad,,"LINESTRING (-7.0979735 38.6862255, -7.0980294 38.6862358, -7.0982596 38.6862903, -7.0983041 38.6862953, -7.0983338 38.6862926, -7.0983634 38.6862861, -7.0983927 38.6862748, -7.0984179 38.6862592, -7.0984375 38.6862403, -7.0984538 38.686219, -7.0984613 38.6862013, -7.0984637 38.6861957, -7.098467 38.6861712, -7.0984644 38.6861436, -7.0984554 38.6861159, -7.098439 38.686092, -7.0984129 38.6860694, -7.0982444 38.6859748, -7.098067 38.6858815, -7.0980046 38.6858396)",,,
1168304338,False,1,,residential,False,80.497,Calle Concepción,,"LINESTRING (-7.0979735 38.6862255, -7.0979708 38.6862671, -7.0977869 38.6869341)",,,
146399917,True,1,,residential,False,20.811,Calle Muralla,,"LINESTRING (-7.0954692 38.6876136, -7.0956804 38.6877022)",,,
"[828806659, 146258988]",True,1,,residential,False,53.730000000000004,"['Travesía Muralla', 'Avenida de Elvas']",,"LINESTRING (-7.0954692 38.6876136, -7.0954048 38.6878902, -7.0953262 38.6880534, -7.0953564 38.688068)",,,
32653907,False,2,EX-105,primary,False,60.628,Avenida de Elvas,90,"LINESTRING (-7.0969756 38.6888883, -7.0975344 38.6891285, -7.0975875 38.6891513)",,,
32653907,False,2,EX-105,primary,True,167.666,Avenida de Elvas,90,"LINESTRING (-7.0969756 38.6888883, -7.096166 38.6885403, -7.0952834 38.688161)",,,
32653907,False,2,EX-105,primary,False,167.666,Avenida de Elvas,90,"LINESTRING (-7.0952834 38.688161, -7.096166 38.6885403, -7.0969756 38.6888883)",,,
32653907,False,2,EX-105,primary,True,29.309000000000005,Avenida de Elvas,90,"LINESTRING (-7.0952834 38.688161, -7.0952 38.6881207, -7.0950037 38.6880341, -7.0949914 38.6880287)",,,
146399917,True,1,,residential,False,15.389,Calle Muralla,,"LINESTRING (-7.096989 38.6887503, -7.0969756 38.6888883)",,,
733183424,False,1,,residential,False,52.717,,,"LINESTRING (-7.0976577 38.6859143, -7.097169 38.6861958)",,,
733183424,False,1,,residential,True,37.989,,,"LINESTRING (-7.0976577 38.6859143, -7.0978215 38.6858156, -7.0980098 38.6857115)",,,
146400250,False,1,,residential,False,14.251,Plaza de la Diversidad,,"LINESTRING (-7.0980046 38.6858396, -7.0980098 38.6857115)",,,
146400250,False,1,,residential,True,42.997,Plaza de la Diversidad,,"LINESTRING (-7.0980046 38.6858396, -7.0980015 38.6859022, -7.0979735 38.6862255)",,,
574005650,False,1,,residential,False,14.911,Avenida de Badajoz,,"LINESTRING (-7.0977245 38.684575, -7.0975536 38.6845614)",,,
"[574005650, 146400254]",False,1,,residential,True,27.083,"['Avenida de Ramón y Cajal', 'Avenida de Badajoz']",,"LINESTRING (-7.0977245 38.684575, -7.0978114 38.6845801, -7.0978983 38.6845852, -7.098011 38.6845234)",,,
639979352,True,1,,residential,False,149.061,Calle Avelino Palma Brioa,,"LINESTRING (-7.0977245 38.684575, -7.0976558 38.6857451, -7.0976577 38.6859143)",,,
146400251,False,,,residential,False,74.158,Calle Baluarte,,"LINESTRING (-7.0961775 38.6855912, -7.0954471 38.6859372)",,,
"[146400249, 828796357]",False,,,residential,False,162.075,"['Calle Marqués de Vaubán', 'Calle Manuel Godoy']",,"LINESTRING (-7.0961775 38.6855912, -7.0959 38.6852066, -7.0958557 38.6851452, -7.0956763 38.6852238, -7.0955258 38.6852897, -7.0954471 38.6859372)",,,
"[146400252, 828796357]",False,,,residential,True,219.032,"['Calle Marqués de Vaubán', 'Calle Manuel Godoy']",,"LINESTRING (-7.0961775 38.6855912, -7.0964753 38.6860183, -7.0955314 38.6864771, -7.0954826 38.6864808, -7.0954339 38.686465, -7.095406 38.6864335, -7.0954015 38.6863886, -7.0954471 38.6859372)",,,
146400251,False,,,residential,True,10.872,Calle Baluarte,,"LINESTRING (-7.09534 38.6859879, -7.0954471 38.6859372)",,,
62307503,True,1,EX-107,primary,False,124.018,Avenida de Villanueva,,"LINESTRING (-7.09534 38.6859879, -7.0954404 38.6851439, -7.0954721 38.6850446, -7.0955789 38.6849018)",,,
574005650,False,1,,residential,True,14.911,Avenida de Badajoz,,"LINESTRING (-7.0975536 38.6845614, -7.0977245 38.684575)",,,
"[639979353, 574005650]",False,1,,residential,False,138.281,"['Avenida Badajoz', 'Avenida de Badajoz']",,"LINESTRING (-7.0975536 38.6845614, -7.0974972 38.6845575, -7.0969111 38.6845171, -7.0962577 38.6844721, -7.0962 38.6844681, -7.0960567 38.6845179, -7.0959923 38.6845514)",,,
146400251,False,,,residential,False,10.872,Calle Baluarte,,"LINESTRING (-7.0954471 38.6859372, -7.09534 38.6859879)",,,
146400251,False,,,residential,True,74.158,Calle Baluarte,,"LINESTRING (-7.0954471 38.6859372, -7.0961775 38.6855912)",,,
"[146400249, 828796357]",False,,,residential,True,162.075,"['Calle Marqués de Vaubán', 'Calle Manuel Godoy']",,"LINESTRING (-7.0954471 38.6859372, -7.0955258 38.6852897, -7.0956763 38.6852238, -7.0958557 38.6851452, -7.0959 38.6852066, -7.0961775 38.6855912)",,,
"[146400252, 828796357]",False,,,residential,False,219.03199999999998,"['Calle Marqués de Vaubán', 'Calle Manuel Godoy']",,"LINESTRING (-7.0954471 38.6859372, -7.0954015 38.6863886, -7.095406 38.6864335, -7.0954339 38.686465, -7.0954826 38.6864808, -7.0955314 38.6864771, -7.0964753 38.6860183, -7.0961775 38.6855912)",,,
828757081,True,1,,residential,False,89.565,Plaza de la Constitución,,"LINESTRING (-7.0999924 38.6862338, -7.1001578 38.6861557, -7.1004649 38.685941, -7.100588 38.685855, -7.1006334 38.6858186, -7.1007748 38.6857126)",,,
146399919,True,1,,residential,False,118.958,Calle Concepción,,"LINESTRING (-7.0977869 38.6869341, -7.0977584 38.687098, -7.0977574 38.6872224, -7.0977664 38.6873268, -7.0977887 38.6874577, -7.0978177 38.68756, -7.0978512 38.6876304, -7.0978995 38.68771, -7.0979505 38.6877812, -7.0979989 38.6878273, -7.0980587 38.6878762, -7.0981178 38.6879242)",,,
1168304338,False,1,,residential,True,80.497,Calle Concepción,,"LINESTRING (-7.0977869 38.6869341, -7.0979708 38.6862671, -7.0979735 38.6862255)",,,
183313866,True,,,residential,False,112.21900000000001,Paseo de Tolosa,,"LINESTRING (-7.0981178 38.6879242, -7.0982938 38.6880997, -7.0988432 38.6886273, -7.0989059 38.6887218)",,,
189087957,False,1,,residential,False,11.172,Calle Conde de Lages,,"LINESTRING (-7.0981178 38.6879242, -7.0981901 38.6879535, -7.0982312 38.6879717)",,,
146400454,True,1,,residential,False,92.79400000000001,Calle Santa Quiteria,,"LINESTRING (-7.0987712 38.6872598, -7.0983949 38.6871377, -7.0977869 38.6869341)",,,
146400506,True,1,,residential,False,91.995,Calle San Sebastián,,"LINESTRING (-7.0982312 38.6879717, -7.0987712 38.6872598)",,,
189087957,False,1,,residential,False,87.164,Calle Conde de Lages,,"LINESTRING (-7.0982312 38.6879717, -7.0985655 38.6881359, -7.0989869 38.6883251, -7.0990473 38.6883582, -7.0990858 38.6883823)",,,
189087957,False,1,,residential,True,11.172,Calle Conde de Lages,,"LINESTRING (-7.0982312 38.6879717, -7.0981901 38.6879535, -7.0981178 38.6879242)",,,
183313915,True,1,,residential,False,42.644999999999996,Calle Santiago,,"LINESTRING (-7.1007748 38.6857126, -7.100807 38.6857466, -7.1008261 38.6857668, -7.100916 38.6858685, -7.1010773 38.6860142)",,,
"[1031729136, 1168304337, 1031729137]",True,1,,residential,False,73.52799999999999,Plaza de la Constitución,,"LINESTRING (-7.1007748 38.6857126, -7.1007053 38.6856688, -7.1006506 38.6856292, -7.1006123 38.6856018, -7.1004827 38.6855095, -7.1001476 38.6852683)",,,yes
146401350,True,1,,residential,False,39.481,Calle Ruperto Chapí,,"LINESTRING (-7.0996277 38.6860216, -7.0999924 38.6862338)",,,
384139243,True,1,,residential,False,156.553,Calle Luis Zambrano Blanco,,"LINESTRING (-7.0996277 38.6860216, -7.0994718 38.6862276, -7.0994661 38.6862364, -7.0993321 38.6864431, -7.099228 38.6866208, -7.0987712 38.6872598)",,,
183313831,True,1,,residential,False,4.454,Calle Santa Lucía,,"LINESTRING (-7.1009921 38.6876074, -7.100941 38.6876037)",,,
183313886,False,,,residential,True,69.843,Calle Santa Ana,,"LINESTRING (-7.1009921 38.6876074, -7.1008819 38.6880812, -7.1008563 38.6882264)",,,
183313830,False,1,,residential,True,71.317,Paseo de Pizarro,,"LINESTRING (-7.1021537 38.6870655, -7.1017646 38.6876304)",,,
560710226,False,1,,residential,False,34.262,Calle Vasco de Gama,,"LINESTRING (-7.1021537 38.6870655, -7.1021587 38.6867574)",,,
183313830,False,1,,residential,False,71.317,Paseo de Pizarro,,"LINESTRING (-7.1017646 38.6876304, -7.1021537 38.6870655)",,,
183313830,False,1,,residential,True,43.158,Paseo de Pizarro,,"LINESTRING (-7.1017646 38.6876304, -7.1016795 38.6877589, -7.1015358 38.687975)",,,
183313861,True,1,,residential,False,106.615,Calle Badajoz,,"LINESTRING (-7.0990858 38.6883823, -7.0993055 38.6879479, -7.0995825 38.6875062)",,,
189087957,False,1,,residential,False,34.943,Calle Conde de Lages,,"LINESTRING (-7.0990858 38.6883823, -7.099141 38.6884231, -7.0991941 38.6884573, -7.0994104 38.6885667)",,,
189087957,False,1,,residential,True,87.164,Calle Conde de Lages,,"LINESTRING (-7.0990858 38.6883823, -7.0990473 38.6883582, -7.0989869 38.6883251, -7.0985655 38.6881359, -7.0982312 38.6879717)",,,
146400507,True,1,,residential,False,30.785999999999998,Calle Santa Quiteria,,"LINESTRING (-7.0995825 38.6875062, -7.0995341 38.6874861, -7.099252 38.6874067)",,,
559706497,False,,,residential,False,116.515,Calle Santa Bárbara,,"LINESTRING (-7.1023473 38.6851956, -7.102137 38.6851913, -7.1020943 38.6860743)",,,
560710220,False,1,,residential,False,54.785,Calle Reyes Católicos,,"LINESTRING (-7.1023473 38.6851956, -7.1023461 38.6847634, -7.1024067 38.6847257)",,,
560710220,False,1,,residential,True,99.751,Calle Reyes Católicos,,"LINESTRING (-7.1023473 38.6851956, -7.1023379 38.6858947, -7.1023204 38.685949, -7.1022986 38.6859767, -7.1022645 38.6860085, -7.1022362 38.6860375, -7.1022172 38.6860653)",,,
560710226,False,1,,residential,True,34.262,Calle Vasco de Gama,,"LINESTRING (-7.1021587 38.6867574, -7.1021537 38.6870655)",,,
384281062,False,,,residential,False,88.866,Calle Santo Tomás,,"LINESTRING (-7.1021587 38.6867574, -7.1024495 38.6867751, -7.1025027 38.6862051)",,,
560710226,False,1,,residential,False,77.60300000000001,Calle Vasco de Gama,,"LINESTRING (-7.1021587 38.6867574, -7.1021821 38.6861535, -7.1021855 38.6861232, -7.1021937 38.6861, -7.1022172 38.6860653)",,,
146400721,True,1,,residential,False,69.56099999999999,Plaza de España,,"LINESTRING (-7.1022581 38.683979, -7.1018399 38.6837801, -7.10158 38.6836458)",,,
152628163,False,,,residential,True,28.793,Plaza de España,,"LINESTRING (-7.1022581 38.683979, -7.1020805 38.6840811, -7.1019919 38.6841335)",,,
370929905,False,1,,residential,False,56.343,Calle Antonio Silva Núñez,,"LINESTRING (-7.103415 38.6838937, -7.1040341 38.6837414)",,,
560034771,True,1,,residential,False,167.197,Calle Manuel Gómez Castaño,,"LINESTRING (-7.103415 38.6838937, -7.1028708 38.6826897, -7.1028412 38.6826374, -7.1027077 38.6826244, -7.1026301 38.6826471)",,,
560710212,True,1,,residential,False,99.552,Calle Flores,,"LINESTRING (-7.1023037 38.6841151, -7.103415 38.6838937)",,,
748621395,True,1,,residential,False,15.643,Avenida de Portugal,,"LINESTRING (-7.1023037 38.6841151, -7.1022581 38.683979)",,,
560034771,True,1,,residential,False,80.283,Calle Manuel Gómez Castaño,,"LINESTRING (-7.1037641 38.6845623, -7.103415 38.6838937)",,,
