osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,name,tunnel,ref,junction,access
19825729,tertiary,30,False,False,52.091,"LINESTRING (2.0074993 41.3014283, 2.0074447 41.3014914, 2.007185 41.3017913, 2.0071593 41.301821)",2,Avinguda de Bertran i Güell,,,,
"[19825737, 19803923, 1023977470]",tertiary,30,False,True,36.713,"LINESTRING (2.0074993 41.3014283, 2.0075602 41.3013515, 2.0076403 41.3012591, 2.0076523 41.3012437, 2.0076629 41.30123, 2.0077279 41.3011464)",2,Avinguda de Bertran i Güell,yes,,,
19825729,tertiary,30,False,True,52.091,"LINESTRING (2.0071593 41.301821, 2.007185 41.3017913, 2.0074447 41.3014914, 2.0074993 41.3014283)",2,Avinguda de Bertran i Güell,,,,
19826789,tertiary,30,True,False,23.627000000000002,"LINESTRING (2.0071593 41.301821, 2.0070816 41.3019177, 2.0070508 41.3020145)",1,Avinguda de Bertran i Güell,,,,
19826779,tertiary,30,True,False,49.046,"LINESTRING (2.0064887 41.3015674, 2.0065624 41.301559, 2.0066207 41.3015917, 2.0066736 41.3016398, 2.0068936 41.3018508)",1,Carretera de Santa Creu de Calafell,,C-245,circular,
"[906993849, 1021349054]",tertiary,30,False,True,30.952,"LINESTRING (2.0064887 41.3015674, 2.0064442 41.3015215, 2.0064134 41.3014896, 2.0063834 41.3014586, 2.0063025 41.301375, 2.0062695 41.301343)",4,Carretera de Santa Creu de Calafell,,C-245,,
540512674,tertiary,30,True,False,22.445,"LINESTRING (2.0068936 41.3018508, 2.0070508 41.3020145)",1,Carretera de Santa Creu de Calafell,,C-245,circular,
19826817,tertiary,30,True,False,23.161,"LINESTRING (2.0068936 41.3018508, 2.0070219 41.3018624, 2.0071593 41.301821)",1,Avinguda de Bertran i Güell,,,,
540512674,tertiary,30,True,False,9.189,"LINESTRING (2.0070508 41.3020145, 2.0070509 41.302066, 2.0070305 41.3020931)",1,Carretera de Santa Creu de Calafell,,C-245,circular,
148110017,tertiary,30,True,False,8.591000000000001,"LINESTRING (2.0070305 41.3020931, 2.0069878 41.302115, 2.0069369 41.3021187)",1,Carretera de Santa Creu de Calafell,,C-245,circular,
"[20025929, 1019494074]",tertiary,30,False,False,71.078,"LINESTRING (2.0070305 41.3020931, 2.0071003 41.3021639, 2.0071266 41.3021906, 2.007163 41.3022275, 2.0072641 41.3023301, 2.0074388 41.3025073, 2.0075369 41.3026068)",3,Carretera Santa Creu de Calafell,,C-245,,
22817422,living_street,10,True,False,125.176,"LINESTRING (2.0091332 41.3041818, 2.010241 41.3034237)",1,Rambla de Salvador Lluch,,,,destination
20025929,tertiary,30,False,False,13.587,"LINESTRING (2.0091332 41.3041818, 2.0091849 41.3042339, 2.0092307 41.3042796)",3,Carretera Santa Creu de Calafell,,C-245,,
20025929,tertiary,30,False,True,75.71799999999999,"LINESTRING (2.0091332 41.3041818, 2.0090084 41.3040623, 2.0089013 41.3039485, 2.0086808 41.3037314, 2.0086569 41.3037079, 2.0085866 41.3036387)",3,Carretera Santa Creu de Calafell,,C-245,,
1116548342,tertiary,30,False,False,84.177,"LINESTRING (2.0101245 41.3051562, 2.0102224 41.305253, 2.0102499 41.3052802, 2.0107341 41.305759)",3,Carretera Santa Creu de Calafell,,C-245,,
1116548342,tertiary,30,False,True,45.885000000000005,"LINESTRING (2.0101245 41.3051562, 2.0100995 41.3051337, 2.0100506 41.3050833, 2.0097918 41.3048279)",3,Carretera Santa Creu de Calafell,,C-245,,
20026154,tertiary,30,True,False,22.884,"LINESTRING (2.0112789 41.3064461, 2.0112279 41.3062439)",,,,C-245,,
540512636,tertiary,50,True,False,11.41,"LINESTRING (2.0112789 41.3064461, 2.0113419 41.3064355, 2.0114135 41.3064414)",,,,C-245,roundabout,
540512675,tertiary,50,True,False,23.338,"LINESTRING (2.0114135 41.3064414, 2.0114829 41.306483, 2.0115337 41.3065381, 2.0115586 41.3065742, 2.011568 41.306609)",,,,C-245,roundabout,
20026219,tertiary,50,True,False,9.327,"LINESTRING (2.011568 41.306609, 2.0116104 41.3066866)",,,,C-245,,
540512635,tertiary,50,True,False,11.96,"LINESTRING (2.011568 41.306609, 2.0115514 41.3066637, 2.0115088 41.306704)",,,,C-245,roundabout,
20026032,tertiary,50,True,False,25.054000000000002,"LINESTRING (2.0115088 41.306704, 2.0114601 41.3067128, 2.0114126 41.3067142, 2.0113569 41.3067085, 2.0113092 41.3066886, 2.0112383 41.3066451)",,,,C-245,roundabout,
20026032,tertiary,50,True,False,7.057,"LINESTRING (2.0112383 41.3066451, 2.0112073 41.3066102, 2.0111955 41.3065906)",,,,C-245,roundabout,
20026049,tertiary,30,True,False,26.884999999999998,"LINESTRING (2.0112279 41.3062439, 2.0112979 41.3063149, 2.0114135 41.3064414)",,,,C-245,,
1116548345,tertiary,30,False,True,67.886,"LINESTRING (2.0112279 41.3062439, 2.0107985 41.3058223, 2.0107341 41.305759)",3,Carretera Santa Creu de Calafell,,C-245,,
22814120,residential,30,True,False,70.72099999999999,"LINESTRING (2.0013112 41.3011103, 2.0013872 41.3011392, 2.0020029 41.3013734, 2.0020331 41.3013849, 2.0020665 41.3013976)",,Carrer d'Apel·les Mestres,,,,
22814499,residential,30,True,False,62.184,"LINESTRING (2.0013112 41.3011103, 2.0012814 41.3011734, 2.0010923 41.3015742, 2.0010625 41.3016374)",1,Carrer de Montflorit,,,,
22814120,residential,30,True,False,138.164,"LINESTRING (2.0020665 41.3013976, 2.0021396 41.3014415, 2.0032072 41.3020819, 2.003359 41.3021729)",,Carrer d'Apel·les Mestres,,,,
665234679,residential,30,True,False,61.34600000000001,"LINESTRING (2.0020665 41.3013976, 2.002088 41.3013538, 2.0022287 41.3010673, 2.0022916 41.3009392, 2.0023207 41.30088)",1,Carrer de les Colomeres,,,,
22814120,residential,30,True,False,118.743,"LINESTRING (2.003359 41.3021729, 2.0039068 41.3025062, 2.004006 41.302522, 2.0044621 41.3028321)",,Carrer d'Apel·les Mestres,,,,
22817528,residential,,True,False,127.59400000000001,"LINESTRING (2.003359 41.3021729, 2.0036713 41.3015761, 2.0039179 41.301105)",,Riera de les Parets,,,,
22814129,residential,,True,False,67.083,"LINESTRING (2.0044621 41.3028321, 2.0050962 41.3024619)",,Carrer d'Àngela Roca,,,,
148110017,tertiary,30,True,False,13.825,"LINESTRING (2.0064605 41.3016823, 2.0064557 41.3016665, 2.00645 41.301648, 2.0064527 41.301627, 2.0064566 41.3015983, 2.0064887 41.3015674)",1,Carretera de Santa Creu de Calafell,,C-245,circular,
22814129,residential,,True,False,23.211,"LINESTRING (2.0050962 41.3024619, 2.0053162 41.3023344)",,Carrer d'Àngela Roca,,,,
114543025,residential,,True,False,83.786,"LINESTRING (2.0050962 41.3024619, 2.0053599 41.3031889)",,Carrer de Castelldefels,,,,
22814129,residential,,True,False,70.704,"LINESTRING (2.003794 41.3032225, 2.0044621 41.3028321)",,Carrer d'Àngela Roca,,,,
22814328,residential,30,True,False,20.026,"LINESTRING (2.003855 41.3034018, 2.0036359 41.3033287)",,Plaça de l'Església,,,,
114091702,residential,,True,False,15.973,"LINESTRING (2.003855 41.3034018, 2.0036638 41.3034)",,Carrer de la Generalitat de Catalunya,,,,
22814132,residential,,True,False,21.056,"LINESTRING (2.003855 41.3034018, 2.0037984 41.3033164, 2.003794 41.3032225)",,Carrer de la Generalitat de Catalunya,,,,
22814146,residential,,True,False,65.295,"LINESTRING (2.0069369 41.3021187, 2.0068407 41.3022007, 2.0066702 41.302346, 2.006401 41.3025457)",,Carrer de Fortià Casanovas,,,,
148110017,tertiary,30,True,False,63.039,"LINESTRING (2.0069369 41.3021187, 2.0068621 41.3020777, 2.0064605 41.3016823)",1,Carretera de Santa Creu de Calafell,,C-245,circular,
22818156,residential,,True,False,8.264,"LINESTRING (2.0036359 41.3033287, 2.0036638 41.3034)",,Carrer de la Rectoria,,,,
22814328,residential,30,True,False,78.27799999999999,"LINESTRING (2.0036359 41.3033287, 2.0035109 41.3032931, 2.0031946 41.3032021, 2.0029139 41.3031245, 2.0028579 41.3031072, 2.002759 41.3031338)",,Plaça de l'Església,,,,
22817528,residential,,True,False,19.757,"LINESTRING (2.002759 41.3031338, 2.0028375 41.3030412, 2.0028886 41.3029852)",,Riera de les Parets,,,,
114543018,residential,30,True,False,48.751000000000005,"LINESTRING (2.002759 41.3031338, 2.0026613 41.3031082, 2.002616 41.3030963, 2.0022748 41.3030068, 2.002208 41.3029893)",,Passeig de Joan Maragall,,,,
114543018,residential,30,True,False,71.572,"LINESTRING (2.0014159 41.3027888, 2.0011291 41.3027155, 2.0006785 41.3026005, 2.0006047 41.3025816)",,Passeig de Joan Maragall,,,,
114543018,residential,30,True,False,10.587,"LINESTRING (2.0006047 41.3025816, 2.0005422 41.302552, 2.000517 41.3025171)",,Passeig de Joan Maragall,,,,
114543018,residential,30,True,False,21.046000000000003,"LINESTRING (2.000517 41.3025171, 2.0005001 41.3024724, 2.0005087 41.302425, 2.0005485 41.3023807, 2.0005887 41.3023522)",,Passeig de Joan Maragall,,,,
114543018,residential,30,True,False,11.268,"LINESTRING (2.0005887 41.3023522, 2.0006552 41.3023397, 2.0007213 41.302344)",,Passeig de Joan Maragall,,,,
22814499,residential,30,True,False,28.158,"LINESTRING (2.0007213 41.302344, 2.0006047 41.3025816)",1,Carrer de Montflorit,,,,
114543018,residential,30,True,False,70.909,"LINESTRING (2.0007213 41.302344, 2.000801 41.3023651, 2.0015217 41.3025564)",,Passeig de Joan Maragall,,,,
22815081,residential,,True,False,74.974,"LINESTRING (2.0015217 41.3025564, 2.001535 41.3025274, 2.0017899 41.3019711, 2.0018132 41.3019187)",,Carrer de les Colomeres,,,,
114543018,residential,30,True,False,125.12600000000002,"LINESTRING (2.0015217 41.3025564, 2.0015987 41.3025778, 2.001627 41.3025856, 2.0023872 41.3027967, 2.0027634 41.3029011, 2.0028189 41.3029165, 2.0028886 41.3029852)",,Passeig de Joan Maragall,,,,
22817528,residential,,True,False,34.545,"LINESTRING (2.0028886 41.3029852, 2.0030526 41.3027)",,Riera de les Parets,,,,
114543016,residential,30,True,False,66.47,"LINESTRING (2.0028886 41.3029852, 2.0029666 41.3030061, 2.0032548 41.3030834, 2.0036379 41.3031864)",,Plaça de l'Església,,,,
539671998,residential,30,False,False,70.451,"LINESTRING (2.000876 41.3038673, 2.0009922 41.3038912, 2.0016895 41.3040345)",2,Carrer Sant Pere,,,,
539671999,residential,30,True,False,128.124,"LINESTRING (2.000876 41.3038673, 2.0009055 41.3038083, 2.0013967 41.3028271, 2.0014159 41.3027888)",1,Carrer de les Colomeres,,,,
114314383,residential,30,True,False,107.872,"LINESTRING (2.0016895 41.3040345, 2.0012818 41.304955)",1,Carrer de la Mare de Déu de Montserrat,,,,
539671998,residential,30,False,False,45.391,"LINESTRING (2.0016895 41.3040345, 2.0022157 41.3041364)",2,Carrer Sant Pere,,,,
539671998,residential,30,False,True,70.451,"LINESTRING (2.0016895 41.3040345, 2.0009922 41.3038912, 2.000876 41.3038673)",2,Carrer Sant Pere,,,,
114806631,residential,,True,False,70.116,"LINESTRING (2.0022157 41.3041364, 2.0025416 41.3035553)",,Carrer de Sant Josep Oriol,,,,
539671998,residential,30,False,True,45.391,"LINESTRING (2.0022157 41.3041364, 2.0016895 41.3040345)",2,Carrer Sant Pere,,,,
22876866,residential,30,True,False,49.392,"LINESTRING (2.0006311 41.3082258, 2.0006966 41.308193, 2.001143 41.3080037)",1,Carrer de Begues,,,,
26314318,residential,30,False,False,43.212,"LINESTRING (2.0006311 41.3082258, 2.0006924 41.3082682, 2.0009668 41.3084535, 2.0010135 41.3084875)",2,Avinguda Joan XXIII,,,,
26314318,residential,30,False,True,58.55200000000001,"LINESTRING (2.0015316 41.3088422, 2.0014228 41.3087677, 2.0010135 41.3084875)",2,Avinguda Joan XXIII,,,,
539698484,residential,,True,False,22.031,"LINESTRING (2.0015316 41.3088422, 2.0016549 41.3087985, 2.0017701 41.3087576)",,Plaça Catalunya,,,roundabout,
22814869,residential,,True,False,15.337,"LINESTRING (2.0014312 41.3089567, 2.0014629 41.3089072, 2.0015316 41.3088422)",,Plaça Catalunya,,,roundabout,
539698484,residential,,True,False,34.05,"LINESTRING (2.0017701 41.3087576, 2.0019807 41.3087806, 2.0021367 41.3088683)",,Plaça Catalunya,,,roundabout,
22814881,residential,,True,False,27.703,"LINESTRING (2.0021367 41.3088683, 2.0023333 41.3088838, 2.0024673 41.3088838)",,Avinguda d'Eramprunyà,,,,
539698484,residential,,True,False,35.879999999999995,"LINESTRING (2.0021367 41.3088683, 2.0022095 41.3089663, 2.0022314 41.3090616, 2.0022058 41.3091737)",,Plaça Catalunya,,,roundabout,
539698484,residential,,True,False,14.075,"LINESTRING (2.0022058 41.3091737, 2.0021164 41.309281)",,Plaça Catalunya,,,roundabout,
22814869,residential,,True,False,34.477000000000004,"LINESTRING (2.0014875 41.3092525, 2.0014381 41.3091882, 2.0014054 41.3090842, 2.0014312 41.3089567)",,Plaça Catalunya,,,roundabout,
22814876,residential,,True,False,58.117000000000004,"LINESTRING (2.0014875 41.3092525, 2.0012757 41.3091529, 2.0008342 41.3091058)",,Avinguda de l'Eramprunyà,,,,
22814881,residential,,True,False,19.703,"LINESTRING (2.0024673 41.3088838, 2.0027021 41.3088668)",,Avinguda d'Eramprunyà,,,,
22876803,residential,,True,False,147.69,"LINESTRING (2.0024673 41.3088838, 2.0025277 41.3087248, 2.0029526 41.3076066)",,Carrer de Sant Isidre,,,,
22814884,residential,,True,False,54.078,"LINESTRING (2.0027021 41.3088668, 2.0024049 41.3090133, 2.0022058 41.3091737)",,Avinguda d'Eramprunyà,,,,
22814890,residential,,False,False,118.94200000000001,"LINESTRING (2.0027021 41.3088668, 2.0027485 41.3088526, 2.0040201 41.3084618)",,Avinguda Eramprunyà,,,,
22875699,residential,,False,False,61.993,"LINESTRING (2.0040201 41.3084618, 2.0043974 41.3079817)",,Rambla de Pompeu Fabra,,,,
22814890,residential,,False,True,118.94200000000001,"LINESTRING (2.0040201 41.3084618, 2.0027485 41.3088526, 2.0027021 41.3088668)",,Avinguda Eramprunyà,,,,
22814869,residential,,True,False,59.388999999999996,"LINESTRING (2.0021164 41.309281, 2.0020012 41.3093419, 2.0018094 41.3093765, 2.0016688 41.3093556, 2.0015744 41.3093168, 2.0014875 41.3092525)",,Plaça Catalunya,,,roundabout,
148110007,residential,,True,False,41.227,"LINESTRING (2.004119 41.3007575, 2.0038301 41.3010581)",,Carrer Riera de les Parets,,,,
22815131,residential,,False,False,77.88199999999999,"LINESTRING (2.0023207 41.30088, 2.0024018 41.3009257, 2.0030666 41.3013002)",,Carrer Santiago Rusinyol,,,,
22815131,residential,,False,True,70.94200000000001,"LINESTRING (2.0023207 41.30088, 2.0022237 41.3008455, 2.0016284 41.3006336, 2.0015532 41.3006069)",,Carrer Santiago Rusinyol,,,,
22814499,residential,30,True,False,59.515,"LINESTRING (2.0015532 41.3006069, 2.0015277 41.3006599, 2.0013289 41.3010735, 2.0013112 41.3011103)",1,Carrer de Montflorit,,,,
22815131,residential,,False,False,70.94200000000001,"LINESTRING (2.0015532 41.3006069, 2.0016284 41.3006336, 2.0022237 41.3008455, 2.0023207 41.30088)",,Carrer Santiago Rusinyol,,,,
22815131,residential,,False,True,77.88199999999999,"LINESTRING (2.0030666 41.3013002, 2.0024018 41.3009257, 2.0023207 41.30088)",,Carrer Santiago Rusinyol,,,,
22817710,residential,,True,False,70.079,"LINESTRING (2.0018132 41.3019187, 2.0017643 41.3019004, 2.001718 41.3018831, 2.0011324 41.3016636, 2.0010625 41.3016374)",,Angel Guimerà,,,,
665234678,residential,,False,False,135.154,"LINESTRING (2.0018132 41.3019187, 2.0018877 41.3019656, 2.0030526 41.3027)",,Angel Guimerà,,,,
665234679,residential,30,True,False,61.686,"LINESTRING (2.0018132 41.3019187, 2.001853 41.3018368, 2.002037 41.3014583, 2.0020665 41.3013976)",1,Carrer de les Colomeres,,,,
146193297,residential,,False,True,135.536,"LINESTRING (2.010241 41.3034237, 2.0100221 41.3032849, 2.0090781 41.3025746)",,Carrer Salamanca,,,,
1227612903,living_street,10,False,False,25.677,"LINESTRING (2.010241 41.3034237, 2.0102834 41.3034383, 2.0103415 41.3034576, 2.0104336 41.3034883, 2.0103623 41.3035371)",1,Rambla de Salvador Lluch,,,,destination
20025929,tertiary,30,False,True,13.587,"LINESTRING (2.0092307 41.3042796, 2.0091849 41.3042339, 2.0091332 41.3041818)",3,Carretera Santa Creu de Calafell,,C-245,,
839514621,living_street,10,True,False,160.292,"LINESTRING (2.0092307 41.3042796, 2.0091921 41.3043057, 2.0078037 41.3052434)",1,Rambla de Joaquim Vayreda,,,,
1116548342,tertiary,30,False,False,76.902,"LINESTRING (2.0092307 41.3042796, 2.0093118 41.3043588, 2.0093487 41.3043949, 2.0097559 41.3047928, 2.0097918 41.3048279)",3,Carretera Santa Creu de Calafell,,C-245,,
22817504,residential,,True,False,99.44200000000001,"LINESTRING (2.0090781 41.3025746, 2.0082398 41.3019735, 2.008217 41.3019571)",1,Carrer de Salamanca,,,,
146193297,residential,,False,False,135.536,"LINESTRING (2.0090781 41.3025746, 2.0100221 41.3032849, 2.010241 41.3034237)",,Carrer Salamanca,,,,
22817519,residential,,True,False,91.906,"LINESTRING (2.008217 41.3019571, 2.0075369 41.3026068)",,Carrer Rius i Taulet,,,,
22817504,residential,,True,False,83.97999999999999,"LINESTRING (2.008217 41.3019571, 2.0076168 41.3015149, 2.0075833 41.3014882, 2.0074993 41.3014283)",1,Carrer de Salamanca,,,,
20025929,tertiary,30,False,False,51.299,"LINESTRING (2.0075369 41.3026068, 2.0075906 41.3026604, 2.0079062 41.3029754)",3,Carretera Santa Creu de Calafell,,C-245,,
"[20025929, 1019494074]",tertiary,30,False,True,71.078,"LINESTRING (2.0075369 41.3026068, 2.0074388 41.3025073, 2.0072641 41.3023301, 2.007163 41.3022275, 2.0071266 41.3021906, 2.0071003 41.3021639, 2.0070305 41.3020931)",3,Carretera Santa Creu de Calafell,,C-245,,
20025929,tertiary,30,False,True,44.514,"LINESTRING (2.0082264 41.3032954, 2.0079062 41.3029754)",3,Carretera Santa Creu de Calafell,,C-245,,
22817522,residential,,True,False,107.171,"LINESTRING (2.0082264 41.3032954, 2.0090781 41.3025746)",,Carrer de les Moreres,,,,
20025929,tertiary,30,False,False,35.926,"LINESTRING (2.0082264 41.3032954, 2.0083037 41.3033698, 2.008491 41.3035501)",3,Carretera Santa Creu de Calafell,,C-245,,
22886965,residential,,True,False,114.263,"LINESTRING (2.0082264 41.3032954, 2.0081922 41.3033237, 2.0073072 41.3040564)",,Carrer de les Moreres,,,,
795374703,residential,,True,False,8.999,"LINESTRING (2.0039179 41.301105, 2.0038301 41.3010581)",,Carrer de Joaquim Folguera,,,,
114543025,residential,,True,False,86.31200000000001,"LINESTRING (2.0039179 41.301105, 2.0042894 41.3014244, 2.0045778 41.3017019)",,Carrer de Castelldefels,,,,
22814499,residential,30,True,False,83.58,"LINESTRING (2.0010625 41.3016374, 2.0009803 41.3018077, 2.0007338 41.3023182, 2.0007213 41.302344)",1,Carrer de Montflorit,,,,
22817528,residential,,True,False,63.956,"LINESTRING (2.0030526 41.3027, 2.003359 41.3021729)",,Riera de les Parets,,,,
665234678,residential,,False,True,135.154,"LINESTRING (2.0030526 41.3027, 2.0018877 41.3019656, 2.0018132 41.3019187)",,Angel Guimerà,,,,
26314319,residential,30,True,False,56.812999999999995,"LINESTRING (2.0020127 41.3073644, 2.0015517 41.3072394, 2.0014431 41.30721, 2.0013728 41.3071912)",1,Carrer de Santa Teresa,,,,
22875699,residential,,False,True,61.993,"LINESTRING (2.0043974 41.3079817, 2.0040201 41.3084618)",,Rambla de Pompeu Fabra,,,,
539672004,residential,,True,False,127.684,"LINESTRING (2.0043974 41.3079817, 2.0029526 41.3076066)",,Carrer d'Antoni Gaudí,,,,
22817818,residential,,True,False,72.474,"LINESTRING (2.0004638 41.3047377, 2.0005546 41.3047618, 2.0012818 41.304955)",,Carrer del Centre,,,,
107999866,residential,30,True,False,102.726,"LINESTRING (2.0004638 41.3047377, 2.0004819 41.3046995, 2.000838 41.3039474, 2.000876 41.3038673)",1,Carrer de les Colomeres,,,,
22817818,residential,,True,False,56.705,"LINESTRING (2.0012818 41.304955, 2.0019269 41.3051138)",,Carrer del Centre,,,,
114314383,residential,30,True,False,107.455,"LINESTRING (2.0012818 41.304955, 2.0007976 41.3058503)",1,Carrer de la Mare de Déu de Montserrat,,,,
22817818,residential,,True,False,63.28,"LINESTRING (2.0019269 41.3051138, 2.0026424 41.3053008)",,Carrer del Centre,,,,
26330818,residential,30,True,False,111.328,"LINESTRING (2.0019269 41.3051138, 2.0022043 41.3041793, 2.0022157 41.3041364)",1,Carrer de Sant Joan,,,,
22817818,residential,,True,False,88.866,"LINESTRING (2.0038223 41.30561, 2.0048251 41.3058769)",,Carrer del Centre,,,,
22817818,residential,,True,False,115.332,"LINESTRING (2.0048251 41.3058769, 2.0060582 41.3061916, 2.0060969 41.306207, 2.0061242 41.306223)",,Carrer del Centre,,,,
22876818,residential,,True,False,78.807,"LINESTRING (2.0048251 41.3058769, 2.0044922 41.306364, 2.0042862 41.3063189)",,Carrer de Salvador Lluch,,,,
114314383,residential,30,True,False,124.029,"LINESTRING (2.002208 41.3029893, 2.0016895 41.3040345)",1,Carrer de la Mare de Déu de Montserrat,,,,
114543018,residential,30,True,False,69.822,"LINESTRING (2.002208 41.3029893, 2.0016077 41.3028374, 2.0015081 41.3028121, 2.0014159 41.3027888)",,Passeig de Joan Maragall,,,,
22817879,residential,30,True,False,83.2,"LINESTRING (2.000625 41.3062563, 2.0015456 41.306542)",1,Carrer Tresols,,,,
22817879,residential,30,True,False,79.282,"LINESTRING (2.0015456 41.306542, 2.0024216 41.3068165)",1,Carrer Tresols,,,,
26330818,residential,30,True,False,65.282,"LINESTRING (2.0015456 41.306542, 2.0016819 41.3059639)",1,Carrer de Sant Joan,,,,
114543002,residential,,True,False,25.778,"LINESTRING (2.0024216 41.3068165, 2.0023314 41.3070382)",,Carrer de Sant Nicasi,,,,
26314318,residential,30,False,False,58.55200000000001,"LINESTRING (2.0010135 41.3084875, 2.0014228 41.3087677, 2.0015316 41.3088422)",2,Avinguda Joan XXIII,,,,
26314318,residential,30,False,True,43.212,"LINESTRING (2.0010135 41.3084875, 2.0009668 41.3084535, 2.0006924 41.3082682, 2.0006311 41.3082258)",2,Avinguda Joan XXIII,,,,
"[22876866, 1024255439]","['residential', 'living_street']","['20', '30']",True,False,105.61800000000001,"LINESTRING (2.001143 41.3080037, 2.0011735 41.307991, 2.0013597 41.3079132, 2.0015542 41.307826, 2.0015859 41.3078164, 2.0017739 41.3077018, 2.0018971 41.3075789, 2.0019657 41.3074746, 2.0020127 41.3073644)",1,Carrer de Begues,,,,
26330818,residential,30,True,False,73.62400000000001,"LINESTRING (2.0013728 41.3071912, 2.0013817 41.307146, 2.0015456 41.306542)",1,Carrer de Sant Joan,,,,
26356470,residential,,True,False,85.651,"LINESTRING (2.0034997 41.3038297, 2.0025416 41.3035553)",,Carrer del Raval de Molins,,,,
114543012,residential,,False,True,40.649,"LINESTRING (2.0034997 41.3038297, 2.0039775 41.303899)",,Carrer del Raval de Molins,,,,
114543002,residential,,True,False,182.973,"LINESTRING (2.0034997 41.3038297, 2.0035296 41.3044515, 2.0032843 41.3048085, 2.0030495 41.3054045)",,Carrer de Sant Nicasi,,,,
22817818,residential,,True,False,68.477,"LINESTRING (2.0030495 41.3054045, 2.0038223 41.30561)",,Carrer del Centre,,,,
114543002,residential,,True,False,76.064,"LINESTRING (2.0030495 41.3054045, 2.0027558 41.306052)",,Carrer de Sant Nicasi,,,,
114543002,residential,,True,False,35.287,"LINESTRING (2.0025582 41.3065162, 2.0024216 41.3068165)",,Carrer de Sant Nicasi,,,,
117222664,residential,,True,False,14.116,"LINESTRING (2.0021789 41.3073874, 2.0020127 41.3073644)",,Plaça de Magdalena Trias,,,,
114543002,residential,,True,False,161.72299999999998,"LINESTRING (2.0021789 41.3073874, 2.0016707 41.3085609, 2.0016871 41.3086849, 2.0017701 41.3087576)",,Carrer de Sant Nicasi,,,,
22814855,residential,30,False,True,15.200999999999999,"LINESTRING (2.0008342 41.3091058, 2.0006962 41.3091153, 2.0006528 41.3091146)",,Avinguda de l'Eramprunyà,,,,
22814858,residential,,True,False,54.196,"LINESTRING (2.0008342 41.3091058, 2.0012913 41.309048, 2.0014312 41.3089567)",,Avinguda de l'Eramprunyà,,,,
22875604,residential,30,True,False,70.364,"LINESTRING (2.0008342 41.3091058, 2.0009353 41.308757, 2.0009851 41.3085852, 2.0010135 41.3084875)",1,Carrer de Sant Pau,,,,
22876010,residential,,True,False,40.053,"LINESTRING (2.0027558 41.306052, 2.0022792 41.3060124)",,Carrer de l'Angel,,,,
114543002,residential,,True,False,54.191,"LINESTRING (2.0027558 41.306052, 2.0025582 41.3065162)",,Carrer de Sant Nicasi,,,,
22876010,residential,,True,False,74.937,"LINESTRING (2.0016819 41.3059639, 2.0007976 41.3058503)",,Carrer de l'Angel,,,,
26330818,residential,30,True,False,96.717,"LINESTRING (2.0016819 41.3059639, 2.0019269 41.3051138)",1,Carrer de Sant Joan,,,,
114314383,residential,30,True,False,47.391,"LINESTRING (2.0007976 41.3058503, 2.000625 41.3062563)",1,Carrer de la Mare de Déu de Montserrat,,,,
22876803,residential,,True,False,42.733,"LINESTRING (2.0029526 41.3076066, 2.003141 41.3072493)",,Carrer de Sant Isidre,,,,
539672004,residential,,True,False,69.069,"LINESTRING (2.0029526 41.3076066, 2.0021789 41.3073874)",,Carrer d'Antoni Gaudí,,,,
22876803,residential,,True,False,69.774,"LINESTRING (2.003141 41.3072493, 2.0034187 41.3066575)",,Carrer de Sant Isidre,,,,
