osmid,name,highway,maxspeed,width,oneway,reversed,length,lanes,geometry,access
347711258,Tadeusza Kościuszki,tertiary,50,,False,True,13.29,2,"LINESTRING (22.3561794 53.8209242, 22.3559891 53.8208834)",
151766826,Elizy Orzeszkowej,residential,50,,False,True,278.652,,"LINESTRING (22.3561794 53.8209242, 22.356124 53.8210314, 22.3560249 53.8212269, 22.355936 53.8214022, 22.3557464 53.8217707, 22.3554947 53.8222682, 22.3551664 53.8229045, 22.3551468 53.8229468, 22.3550064 53.8232347, 22.3549513 53.8233228)",
347711258,Tadeusza Kościuszki,tertiary,50,,False,False,234.04499999999996,2,"LINESTRING (22.3561794 53.8209242, 22.3563601 53.820961, 22.3573549 53.8211859, 22.3573716 53.82119, 22.3578391 53.8212925, 22.3581792 53.8213802, 22.3583404 53.8214218, 22.3589148 53.8215527, 22.3591903 53.8216155, 22.3595023 53.8216864)",
58880340,Stary Rynek,residential,50,,False,True,140.018,2,"LINESTRING (22.3567096 53.8196982, 22.3563566 53.8202747, 22.3560285 53.8208173, 22.3559891 53.8208834)",
160687817,Szkolna,residential,,,False,False,193.23399999999998,,"LINESTRING (22.3595023 53.8216864, 22.3595443 53.8216261, 22.3600944 53.820762, 22.3601283 53.8207411, 22.360171 53.8207257, 22.3602188 53.8207174, 22.3602585 53.8207162, 22.3602879 53.8207185, 22.3610903 53.8208834, 22.3611268 53.8208838, 22.3611637 53.8208771, 22.3611882 53.8208673, 22.3612101 53.8208495, 22.3612282 53.8208159)",
347711258,Tadeusza Kościuszki,tertiary,50,,False,False,40.405,2,"LINESTRING (22.3595023 53.8216864, 22.3596796 53.8217254, 22.3599462 53.8217848, 22.3600818 53.8218085)",
347711258,Tadeusza Kościuszki,tertiary,50,,False,True,234.04500000000002,2,"LINESTRING (22.3595023 53.8216864, 22.3591903 53.8216155, 22.3589148 53.8215527, 22.3583404 53.8214218, 22.3581792 53.8213802, 22.3578391 53.8212925, 22.3573716 53.82119, 22.3573549 53.8211859, 22.3563601 53.820961, 22.3561794 53.8209242)",
1077930961,Jarosława Dąbrowskiego,tertiary,50,6,False,False,79.44,,"LINESTRING (22.3591048 53.8275184, 22.3596403 53.8268777)",
58880267,Armii Krajowej,tertiary,50,,False,False,90.255,2,"LINESTRING (22.3549513 53.8233228, 22.3550829 53.8233556, 22.3552279 53.8233884, 22.3562321 53.8236181)",
151766826,Elizy Orzeszkowej,residential,50,,False,False,278.652,,"LINESTRING (22.3549513 53.8233228, 22.3550064 53.8232347, 22.3551468 53.8229468, 22.3551664 53.8229045, 22.3554947 53.8222682, 22.3557464 53.8217707, 22.355936 53.8214022, 22.3560249 53.8212269, 22.356124 53.8210314, 22.3561794 53.8209242)",
"[654038339, 173074550]",Garnizonowa,residential,40,,True,False,102.729,,"LINESTRING (22.3600818 53.8218085, 22.3601361 53.8217548, 22.3601832 53.8217186, 22.3606834 53.82144, 22.3608402 53.8213525, 22.3611909 53.8211605)",permissive
"[1125466708, 1125466709, 1125466711, 1125466712, 347711258]","['Jarosława Dąbrowskiego', 'Tadeusza Kościuszki']",tertiary,50,,False,False,476.967,2,"LINESTRING (22.3600818 53.8218085, 22.3603633 53.8218606, 22.3614115 53.8220964, 22.3615873 53.8221384, 22.3623798 53.8223462, 22.3626599 53.8224218, 22.3627303 53.8224418, 22.3628172 53.822484, 22.362863 53.8225277, 22.3628848 53.8225817, 22.3628766 53.8226385, 22.3628406 53.8227056, 22.3621267 53.8236196, 22.3620465 53.8237241, 22.3619534 53.8238451, 22.3618227 53.8240015, 22.3616432 53.8241923, 22.361201 53.8246022, 22.3610647 53.8247497)",
347711258,Tadeusza Kościuszki,tertiary,50,,False,True,40.405,2,"LINESTRING (22.3600818 53.8218085, 22.3599462 53.8217848, 22.3596796 53.8217254, 22.3595023 53.8216864)",
58880267,Armii Krajowej,tertiary,50,,False,True,163.09699999999998,2,"LINESTRING (22.3610647 53.8247497, 22.3608739 53.8246938, 22.3607904 53.8246703, 22.3603104 53.82455, 22.3601767 53.8245196, 22.3601609 53.8245159, 22.3597078 53.8244128, 22.3592914 53.8243167, 22.3587647 53.8241961)",
"[236115347, 1125466710]",Jarosława Dąbrowskiego,tertiary,50,,False,True,255.09400000000002,2,"LINESTRING (22.3610647 53.8247497, 22.3609633 53.8248842, 22.3608779 53.8250235, 22.3606854 53.825375, 22.3606211 53.8254849, 22.3605653 53.825562, 22.3605099 53.8256245, 22.360448 53.825683, 22.360391 53.8257583, 22.3602237 53.8260857, 22.3601551 53.826223, 22.3600797 53.8263395, 22.3597423 53.8267522, 22.3596403 53.8268777)",
"[1125466708, 1125466709, 1125466711, 1125466712, 347711258]","['Jarosława Dąbrowskiego', 'Tadeusza Kościuszki']",tertiary,50,,False,True,476.967,2,"LINESTRING (22.3610647 53.8247497, 22.361201 53.8246022, 22.3616432 53.8241923, 22.3618227 53.8240015, 22.3619534 53.8238451, 22.3620465 53.8237241, 22.3621267 53.8236196, 22.3628406 53.8227056, 22.3628766 53.8226385, 22.3628848 53.8225817, 22.362863 53.8225277, 22.3628172 53.822484, 22.3627303 53.8224418, 22.3626599 53.8224218, 22.3623798 53.8223462, 22.3615873 53.8221384, 22.3614115 53.8220964, 22.3603633 53.8218606, 22.3600818 53.8218085)",
345633833,Garnizonowa,residential,40,,False,False,141.988,,"LINESTRING (22.3611909 53.8211605, 22.3612411 53.8211328, 22.3618179 53.8208097, 22.3621074 53.820649, 22.3622589 53.8205649, 22.3624508 53.8204584, 22.3626484 53.8203487, 22.3627644 53.8202843)",permissive
160687817,Szkolna,residential,,,False,True,193.234,,"LINESTRING (22.3612282 53.8208159, 22.3612101 53.8208495, 22.3611882 53.8208673, 22.3611637 53.8208771, 22.3611268 53.8208838, 22.3610903 53.8208834, 22.3602879 53.8207185, 22.3602585 53.8207162, 22.3602188 53.8207174, 22.360171 53.8207257, 22.3601283 53.8207411, 22.3600944 53.820762, 22.3595443 53.8216261, 22.3595023 53.8216864)",
58880267,Armii Krajowej,tertiary,50,,False,False,71.139,2,"LINESTRING (22.3562321 53.8236181, 22.3569811 53.8237891, 22.3570735 53.8238105, 22.3572429 53.823849)",
58880267,Armii Krajowej,tertiary,50,,False,True,90.255,2,"LINESTRING (22.3562321 53.8236181, 22.3552279 53.8233884, 22.3550829 53.8233556, 22.3549513 53.8233228)",
810503024,,living_street,,,False,False,40.088,,"LINESTRING (22.3562321 53.8236181, 22.3562876 53.8235287, 22.356427 53.8233043, 22.3564423 53.8232796)",
810503024,,living_street,,,False,True,40.088,,"LINESTRING (22.3564423 53.8232796, 22.356427 53.8233043, 22.3562876 53.8235287, 22.3562321 53.8236181)",
