osmid,name,highway,oneway,reversed,length,maxspeed,lanes,ref,geometry,bridge
523014344,Józefa Piłsudskiego,residential,False,True,65.11800000000001,,,,"LINESTRING (22.4112779 50.7056002, 22.4117842 50.7059567, 22.4118443 50.7059996, 22.4118908 50.7060385)",
98524169,Sukiennicza,residential,True,False,53.034,,,,"LINESTRING (22.4101867 50.7062347, 22.410744 50.7059139)",
889548974,Świerdzowa,residential,False,True,52.203,,,,"LINESTRING (22.4101867 50.7062347, 22.4096893 50.7058866)",
688869965,Bialska,tertiary,False,False,3.403,50,2,,"LINESTRING (22.413165 50.7082769, 22.4132 50.708298)",
33035410,Armii Krajowej,residential,False,True,59.502,50,,,"LINESTRING (22.413165 50.7082769, 22.413092 50.7083233, 22.4125739 50.7086593)",
611246090,Bialska,tertiary,False,True,135.834,50,2,,"LINESTRING (22.413165 50.7082769, 22.4124005 50.7078055, 22.4119357 50.7075149, 22.4117836 50.7074243)",
33014535,Poprzeczna,residential,False,True,135.374,50,,,"LINESTRING (22.4136606 50.7079975, 22.4123698 50.7070953)",
525457490,Armii Krajowej,residential,False,False,51.848,50,,,"LINESTRING (22.4136606 50.7079975, 22.4141904 50.7076737)",
33014535,Poprzeczna,residential,False,False,202.36800000000002,50,,,"LINESTRING (22.4136606 50.7079975, 22.4143707 50.7085266, 22.4150339 50.7090723, 22.4151847 50.7092196, 22.4153051 50.7093728, 22.4153291 50.7094047, 22.4153661 50.7094544)",
525457490,Armii Krajowej,residential,False,True,46.567,50,,,"LINESTRING (22.4136606 50.7079975, 22.4132606 50.7082584, 22.4132 50.708298)",
33012722,Wesoła,residential,False,True,51.145,,,,"LINESTRING (22.410744 50.7059139, 22.4102633 50.7055691)",
98524169,Sukiennicza,residential,True,False,51.287,,,,"LINESTRING (22.410744 50.7059139, 22.4112302 50.7056288, 22.4112779 50.7056002)",
98498122,Świerdzowa,residential,False,False,55.779,50,,,"LINESTRING (22.4063594 50.703358, 22.4069024 50.7037232)",
98498122,Świerdzowa,residential,False,True,70.807,50,,,"LINESTRING (22.4063594 50.703358, 22.4056612 50.7028998)",
33019779,Mikołaja Kopernika,living_street,False,True,48.587,,,,"LINESTRING (22.4063594 50.703358, 22.4064212 50.7033206, 22.4068583 50.7030562)",
523014344,Józefa Piłsudskiego,residential,False,False,65.118,,,,"LINESTRING (22.4118908 50.7060385, 22.4118443 50.7059996, 22.4117842 50.7059567, 22.4112779 50.7056002)",
523014344,Józefa Piłsudskiego,residential,False,True,59.79299999999999,,,,"LINESTRING (22.4118908 50.7060385, 22.4119708 50.7060988, 22.412437 50.7064502)",
611246490,Jana Zamoyskiego,primary,False,False,108.74900000000001,50,2,74,"LINESTRING (22.4118908 50.7060385, 22.4113385 50.7063529, 22.4108892 50.7066122, 22.410746 50.7066949)",
611246490,Jana Zamoyskiego,primary,False,True,233.302,50,2,74,"LINESTRING (22.4118908 50.7060385, 22.4126618 50.7055966, 22.4140719 50.7047884, 22.414347 50.7046305)",
33028618,Hugona Kołłątaja,residential,True,False,42.847,,,,"LINESTRING (22.4091308 50.7072594, 22.4091064 50.7071618, 22.40882 50.70694)",
611243543,Jana Zamoyskiego,primary,False,False,55.696,50,3,74,"LINESTRING (22.4091308 50.7072594, 22.4085869 50.7072839, 22.4084782 50.7072892, 22.4083996 50.7072973, 22.4083442 50.7073058)",
"[611243542, 611243543]",Jana Zamoyskiego,primary,False,True,47.09700000000001,50,3,74,"LINESTRING (22.4091308 50.7072594, 22.4094709 50.7072426, 22.4095631 50.7072381, 22.4096616 50.7072289, 22.4097352 50.7072179, 22.409792 50.7072056)",
33012722,Wesoła,residential,False,False,137.094,,,,"LINESTRING (22.4089627 50.7046517, 22.4102633 50.7055691)",
33012722,Wesoła,residential,False,True,88.647,,,,"LINESTRING (22.4089627 50.7046517, 22.4081226 50.704058)",
242856136,Niecała,residential,False,False,50.579,,,,"LINESTRING (22.4089627 50.7046517, 22.4088799 50.7046991, 22.4084597 50.7049339, 22.4084255 50.7049536)",
242856136,Niecała,residential,False,True,53.855999999999995,,,,"LINESTRING (22.4089627 50.7046517, 22.4090418 50.7046048, 22.4092411 50.7044865, 22.4093458 50.70441, 22.4094576 50.7043482, 22.4095123 50.7043157)",
33012722,Wesoła,residential,False,False,88.647,,,,"LINESTRING (22.4081226 50.704058, 22.4089627 50.7046517)",
33022877,Wałowa,tertiary,False,True,53.81,50,2,,"LINESTRING (22.4081226 50.704058, 22.4086951 50.7037375)",
33022877,Wałowa,tertiary,False,False,37.107,50,2,,"LINESTRING (22.4081226 50.704058, 22.4079579 50.7041437, 22.4077154 50.7042698)",
33025594,Hugona Kołłątaja,residential,False,True,148.25,,,,"LINESTRING (22.406466 50.704979, 22.4065059 50.7050098, 22.4077856 50.7060178)",
909128721,Wałowa,tertiary,False,False,136.94799999999998,50,2,,"LINESTRING (22.406466 50.704979, 22.4058814 50.7053056, 22.4056502 50.7054598, 22.4054167 50.7056408, 22.405236 50.7058035, 22.4051856 50.7058455, 22.4051487 50.7058778)",
909128721,Wałowa,tertiary,False,True,106.324,50,2,,"LINESTRING (22.406466 50.704979, 22.4074712 50.7044111, 22.4075927 50.7043425)",
33017667,Świerdzowa,residential,False,False,136.688,,,,"LINESTRING (22.4084255 50.7049536, 22.4094215 50.7056889, 22.4096893 50.7058866)",
33017667,Świerdzowa,residential,False,True,89.76,,,,"LINESTRING (22.4084255 50.7049536, 22.4076273 50.7043679, 22.4075927 50.7043425)",
242856136,Niecała,residential,False,True,50.579,,,,"LINESTRING (22.4084255 50.7049536, 22.4084597 50.7049339, 22.4088799 50.7046991, 22.4089627 50.7046517)",
33022877,Wałowa,tertiary,False,False,61.537,50,2,,"LINESTRING (22.410287 50.7029419, 22.4101505 50.7029598, 22.4100295 50.7029889, 22.4099413 50.7030168, 22.4098524 50.7030578, 22.4095607 50.7032278)",
33022877,Wałowa,tertiary,False,True,186.033,50,2,,"LINESTRING (22.410287 50.7029419, 22.4104882 50.7029505, 22.4106964 50.7029783, 22.4108845 50.7030164, 22.4110766 50.7030635, 22.41131 50.7031324, 22.4115433 50.7032117, 22.4125284 50.7036139, 22.4126371 50.7036583)",
33022877,Wałowa,tertiary,False,False,53.81,50,2,,"LINESTRING (22.4086951 50.7037375, 22.4081226 50.704058)",
33022877,Wałowa,tertiary,False,True,11.565,50,2,,"LINESTRING (22.4086951 50.7037375, 22.4088154 50.7036667)",
523014344,Józefa Piłsudskiego,residential,False,True,86.28899999999999,,,,"LINESTRING (22.4086951 50.7037375, 22.4091294 50.7040485, 22.4095123 50.7043157)",
523014344,Józefa Piłsudskiego,residential,False,True,50.349,,,,"LINESTRING (22.412437 50.7064502, 22.4129182 50.7067851)",
308968916,Jana Kilińskiego,residential,True,False,89.33,,,,"LINESTRING (22.412437 50.7064502, 22.4132304 50.7060005, 22.4133822 50.7059144)",
523014344,Józefa Piłsudskiego,residential,False,False,59.79299999999999,,,,"LINESTRING (22.412437 50.7064502, 22.4119708 50.7060988, 22.4118908 50.7060385)",
523014344,Józefa Piłsudskiego,residential,False,True,139.619,,,,"LINESTRING (22.4095123 50.7043157, 22.4108203 50.7052593)",
242856136,Niecała,residential,False,False,53.855999999999995,,,,"LINESTRING (22.4095123 50.7043157, 22.4094576 50.7043482, 22.4093458 50.70441, 22.4092411 50.7044865, 22.4090418 50.7046048, 22.4089627 50.7046517)",
523014344,Józefa Piłsudskiego,residential,False,False,86.28899999999999,,,,"LINESTRING (22.4095123 50.7043157, 22.4091294 50.7040485, 22.4086951 50.7037375)",
909128720,Wałowa,tertiary,False,True,11.833,50,2,,"LINESTRING (22.4075927 50.7043425, 22.4077154 50.7042698)",
33017667,Świerdzowa,residential,False,False,89.76,,,,"LINESTRING (22.4075927 50.7043425, 22.4076273 50.7043679, 22.4084255 50.7049536)",
909128721,Wałowa,tertiary,False,False,106.324,50,2,,"LINESTRING (22.4075927 50.7043425, 22.4074712 50.7044111, 22.406466 50.704979)",
33014535,Poprzeczna,residential,False,False,135.374,50,,,"LINESTRING (22.4123698 50.7070953, 22.4136606 50.7079975)",
33032244,Prosta,residential,False,False,51.779,,,,"LINESTRING (22.4123698 50.7070953, 22.4129182 50.7067851)",
33032244,Prosta,residential,False,True,55.213,,,,"LINESTRING (22.4123698 50.7070953, 22.4118548 50.7073937, 22.4117836 50.7074243)",
188325993,Jana Kochanowskiego,residential,False,False,18.595,,,,"LINESTRING (22.4176043 50.7062264, 22.4176633 50.7060634)",
188325993,Jana Kochanowskiego,residential,False,True,79.538,,,,"LINESTRING (22.4176043 50.7062264, 22.4175465 50.7062534, 22.4168268 50.7065893, 22.4166951 50.7066508)",
98524156,Bialska,tertiary,False,True,17.788,50,,,"LINESTRING (22.4153774 50.7096492, 22.41533 50.7096219, 22.4151957 50.7095381)",
158905297,,residential,False,True,132.087,,,,"LINESTRING (22.4153774 50.7096492, 22.4153083 50.7096875, 22.4151794 50.7097562, 22.4145391 50.7100216, 22.4137933 50.7102802)",
909128720,Wałowa,tertiary,False,False,11.833,50,2,,"LINESTRING (22.4077154 50.7042698, 22.4075927 50.7043425)",
33022877,Wałowa,tertiary,False,True,37.107,50,2,,"LINESTRING (22.4077154 50.7042698, 22.4079579 50.7041437, 22.4081226 50.704058)",
98498122,Świerdzowa,residential,False,True,83.499,50,,,"LINESTRING (22.4077154 50.7042698, 22.4076784 50.7042449, 22.4075493 50.7041581, 22.4069024 50.7037232)",
98498241,,living_street,False,False,39.08,,,,"LINESTRING (22.4080765 50.7027828, 22.4076973 50.7025262)",
98524160,,living_street,False,False,36.992,,,,"LINESTRING (22.4080765 50.7027828, 22.4077524 50.7030446)",
"[224486736, 98498241]",,living_street,False,True,74.69999999999999,,,,"LINESTRING (22.4080765 50.7027828, 22.4085235 50.7025254, 22.4086472 50.7025971, 22.4088516 50.7027264)",
98498086,14 Czerwca,residential,False,False,87.199,,,,"LINESTRING (22.4068616 50.7075498, 22.4075369 50.7070395, 22.407624 50.7069864, 22.4076716 50.7069574)",
33034189,Księdza Ignacego Skorupki,tertiary,False,False,15.189,,,,"LINESTRING (22.4151957 50.7095381, 22.4152441 50.7095125, 22.4153661 50.7094544)",
98524156,Bialska,tertiary,False,False,17.788,50,,,"LINESTRING (22.4151957 50.7095381, 22.41533 50.7096219, 22.4153774 50.7096492)",
688869965,Bialska,tertiary,False,True,196.885,50,2,,"LINESTRING (22.4151957 50.7095381, 22.4149396 50.7093738, 22.4133406 50.7083849, 22.4132 50.708298)",
33035034,Kardynała Stefana Wyszyńskiego,residential,False,False,69.554,,,,"LINESTRING (22.4132343 50.70326, 22.413541 50.7032333, 22.4136542 50.7032107, 22.4140524 50.7029619)",
33035034,Kardynała Stefana Wyszyńskiego,residential,False,True,62.596,,,,"LINESTRING (22.4132343 50.70326, 22.4130973 50.703288, 22.4130033 50.7033502, 22.4126881 50.7036151, 22.4126646 50.7036337, 22.4126371 50.7036583)",
98498073,Adama Mickiewicza,living_street,False,False,178.17100000000002,20,,,"LINESTRING (22.4132343 50.70326, 22.412957 50.7029495, 22.4127775 50.7028116, 22.4118133 50.7024923, 22.4120749 50.7021528)",
158905297,,residential,False,False,132.08700000000002,,,,"LINESTRING (22.4137933 50.7102802, 22.4145391 50.7100216, 22.4151794 50.7097562, 22.4153083 50.7096875, 22.4153774 50.7096492)",
244706089,Szewska,residential,False,True,59.67700000000001,50,,,"LINESTRING (22.409792 50.7072056, 22.4099099 50.7072784, 22.4101518 50.7074224, 22.4102057 50.7074747, 22.4102562 50.7075384, 22.41031 50.70762)",
522787473,Jana Zamoyskiego,primary,False,True,37.832,50,2,74,"LINESTRING (22.409792 50.7072056, 22.4099065 50.7071661, 22.4099577 50.7071442, 22.4100012 50.7071223, 22.4102153 50.7069989)",
"[611243542, 611243543]",Jana Zamoyskiego,primary,False,False,47.096999999999994,50,3,74,"LINESTRING (22.409792 50.7072056, 22.4097352 50.7072179, 22.4096616 50.7072289, 22.4095631 50.7072381, 22.4094709 50.7072426, 22.4091308 50.7072594)",
33019779,Mikołaja Kopernika,living_street,False,True,167.927,,,,"LINESTRING (22.4120749 50.7021528, 22.4135318 50.7026165, 22.4140524 50.7029619)",
98498073,Adama Mickiewicza,living_street,False,True,178.171,20,,,"LINESTRING (22.4120749 50.7021528, 22.4118133 50.7024923, 22.4127775 50.7028116, 22.412957 50.7029495, 22.4132343 50.70326)",
98498122,Świerdzowa,residential,False,False,62.987,50,,,"LINESTRING (22.4050557 50.7024829, 22.4052089 50.7025871, 22.4056612 50.7028998)",
98498122,Świerdzowa,residential,False,True,55.779,50,,,"LINESTRING (22.4069024 50.7037232, 22.4063594 50.703358)",
98498122,Świerdzowa,residential,False,False,83.49900000000001,50,,,"LINESTRING (22.4069024 50.7037232, 22.4075493 50.7041581, 22.4076784 50.7042449, 22.4077154 50.7042698)",
98524160,,living_street,False,True,50.52,,,,"LINESTRING (22.4069024 50.7037232, 22.4069579 50.7036792, 22.4073503 50.7033683)",
33019779,Mikołaja Kopernika,living_street,False,False,43.759,,,,"LINESTRING (22.4073006 50.7027798, 22.4068583 50.7030562)",
