osmid,lanes,name,highway,maxspeed,junction,oneway,reversed,length,geometry,ref,bridge,access
"[224242347, 674329934]",2,Maurycego Mochnackiego,secondary,50,,False,False,38.696,"LINESTRING (16.4633982 53.0423427, 16.4631069 53.0422024, 16.4630215 53.0421613, 16.4629649 53.04214, 16.46294 53.0421306)",178;180,,
224242340,,Marii Konopnickiej,residential,,,False,True,335.16700000000003,"LINESTRING (16.4585308 53.0429455, 16.45898 53.0442066, 16.4591388 53.0444451, 16.4597855 53.0458603)",,,
396356341,,Marii Konopnickiej,residential,,,False,False,51.96,"LINESTRING (16.4585308 53.0429455, 16.4584651 53.0427699, 16.4583603 53.0424896)",,,
438149008,,Boczna,residential,,,False,True,124.208,"LINESTRING (16.4585308 53.0429455, 16.4574343 53.0430915, 16.4573125 53.0431064, 16.4567045 53.0431402)",,,
326733234,,Rondo Niepodległości,secondary,50,roundabout,True,False,27.658999999999995,"LINESTRING (16.4634977 53.0373614, 16.4635298 53.0373315, 16.4635755 53.037309, 16.4636305 53.037296, 16.4636895 53.0372938, 16.4637468 53.0373025, 16.4637969 53.0373213, 16.4638349 53.0373485)",,,
236861722,1,Władysława Broniewskiego,residential,,,True,False,244.255,"LINESTRING (16.4608557 53.0377655, 16.4607644 53.0379392, 16.4606392 53.0382017, 16.4601212 53.0391309, 16.4599612 53.039179, 16.458988 53.0390902, 16.4588861 53.0390809)",,,
1271107329,,Władysława Broniewskiego,residential,,,False,True,111.78099999999999,"LINESTRING (16.4608557 53.0377655, 16.460802 53.0377909, 16.4606397 53.0378421, 16.4603714 53.0378885, 16.4601128 53.0379242, 16.459246 53.0379993)",,,
229828854,,Władysława Broniewskiego,residential,,,False,False,77.875,"LINESTRING (16.4551204 53.0383761, 16.4552758 53.0383606, 16.4560071 53.0382878, 16.4562697 53.0382624)",,,
229828854,,Władysława Broniewskiego,residential,,,False,True,70.39099999999999,"LINESTRING (16.4551204 53.0383761, 16.4549915 53.0383887, 16.4540812 53.0384776)",,,
439689658,,rondo im. Żołnierzy Wyklętych,residential,,roundabout,True,False,12.621,"LINESTRING (16.458728 53.039681, 16.4587179 53.0396989, 16.4586996 53.0397143, 16.4586747 53.0397259, 16.4586454 53.0397327, 16.458614 53.0397341, 16.4585833 53.03973)",,,
137702652,2,Stefana Żeromskiego,secondary,50,,False,False,187.55700000000002,"LINESTRING (16.4581177 53.0415436, 16.4592863 53.0416135, 16.4602549 53.0416714, 16.4608003 53.0417193, 16.4609057 53.0417286)",180,,
137702652,2,Stefana Żeromskiego,secondary,50,,False,True,270.93800000000005,"LINESTRING (16.4581177 53.0415436, 16.457978 53.041542, 16.4568296 53.0415301, 16.4565078 53.0415287, 16.4560515 53.0415191, 16.455813 53.0415118, 16.4554181 53.0415205, 16.4548373 53.0415643, 16.4540766 53.0416217)",180,,
241931168,,Prosta,residential,,,False,True,91.489,"LINESTRING (16.4581177 53.0415436, 16.458122 53.0414438, 16.4581351 53.0411366, 16.4581565 53.0409366, 16.4581948 53.0407226)",,,
137702652,2,Stefana Żeromskiego,secondary,50,,False,True,187.557,"LINESTRING (16.4609057 53.0417286, 16.4608003 53.0417193, 16.4602549 53.0416714, 16.4592863 53.0416135, 16.4581177 53.0415436)",180,,
234084054,,Plac Pocztowy,residential,,,True,False,91.938,"LINESTRING (16.4609057 53.0417286, 16.4608763 53.0419595, 16.4608006 53.042553)",,,
576462817,1,Stefana Żeromskiego,secondary,50,,True,False,27.246999999999996,"LINESTRING (16.4609057 53.0417286, 16.4610241 53.0417147, 16.4612333 53.0417025, 16.4613074 53.0416905)",180,,
"[236861702, 234084047]",,Wita Stwosza,residential,,,False,"[False, True]",84.265,"LINESTRING (16.4608006 53.042553, 16.4607286 53.0425525, 16.4601401 53.0425486, 16.4595406 53.0425353)",,,
234084054,,Plac Pocztowy,residential,,,True,False,150.64499999999998,"LINESTRING (16.4608006 53.042553, 16.4608178 53.0426751, 16.4608294 53.0427369, 16.4608515 53.0428554, 16.4609047 53.0430171, 16.4609893 53.0431835, 16.4610207 53.0432328, 16.4610266 53.043242, 16.4610909 53.0432823, 16.4611256 53.0432934, 16.4611796 53.0432963, 16.4612403 53.0432905, 16.4616693 53.0432348, 16.4620062 53.0431911, 16.4620537 53.0431849)",,,
236861705,,,residential,,,False,False,19.73,"LINESTRING (16.4620537 53.0431849, 16.4619554 53.0430176)",,,
236861714,,Fryderyka Chopina,residential,,,False,True,193.778,"LINESTRING (16.4620537 53.0431849, 16.4621802 53.0434477, 16.4624335 53.0439737, 16.462622 53.0443869, 16.46284 53.0448622)",,,
236861739,,Osiedle Słowackiego,living_street,,,False,True,113.081,"LINESTRING (16.4540621 53.0374607, 16.4540812 53.0384776)",,,
236861706,,,residential,,,False,True,86.452,"LINESTRING (16.4564734 53.0374681, 16.4564489 53.0377247, 16.4564365 53.0382451)",,,
229828854,,Władysława Broniewskiego,residential,,,False,False,121.01500000000001,"LINESTRING (16.4572401 53.0381745, 16.458543 53.0380615, 16.4590313 53.0380181)",,,
229828854,,Władysława Broniewskiego,residential,,,False,True,54.299,"LINESTRING (16.4572401 53.0381745, 16.456705 53.0382215, 16.4564365 53.0382451)",,,
229828854,,Władysława Broniewskiego,residential,,,False,True,11.317,"LINESTRING (16.4564365 53.0382451, 16.4562697 53.0382624)",,,
229828854,,Władysława Broniewskiego,residential,,,False,False,54.299,"LINESTRING (16.4564365 53.0382451, 16.456705 53.0382215, 16.4572401 53.0381745)",,,
236861706,,,residential,,,False,False,86.452,"LINESTRING (16.4564365 53.0382451, 16.4564489 53.0377247, 16.4564734 53.0374681)",,,
229828854,,Władysława Broniewskiego,residential,,,False,False,11.317,"LINESTRING (16.4562697 53.0382624, 16.4564365 53.0382451)",,,
229828854,,Władysława Broniewskiego,residential,,,False,True,77.875,"LINESTRING (16.4562697 53.0382624, 16.4560071 53.0382878, 16.4552758 53.0383606, 16.4551204 53.0383761)",,,
236861731,,Strażacka,residential,,,False,True,45.771,"LINESTRING (16.4562697 53.0382624, 16.456282 53.0383206, 16.4563453 53.0386715)",,,
236861739,,Osiedle Słowackiego,living_street,,,False,False,113.081,"LINESTRING (16.4540812 53.0384776, 16.4540621 53.0374607)",,,
229828854,,Władysława Broniewskiego,residential,,,False,False,70.39099999999999,"LINESTRING (16.4540812 53.0384776, 16.4549915 53.0383887, 16.4551204 53.0383761)",,,
236861701,,,living_street,,,False,False,38.229,"LINESTRING (16.4540812 53.0384776, 16.4540846 53.0385075, 16.4541204 53.0388206)",,,
23526250,2,Generała Władysława Sikorskiego,secondary,50,,False,False,136.718,"LINESTRING (16.4628696 53.0386549, 16.4631523 53.0380747, 16.4633169 53.0377831, 16.463407 53.0376878, 16.4635774 53.0375075)",178,,
23526250,2,Generała Władysława Sikorskiego,secondary,50,,False,True,76.04700000000001,"LINESTRING (16.4628696 53.0386549, 16.4627835 53.0388226, 16.462569 53.0392407, 16.4625342 53.0393084)",178,,
236861750,,Józefa Chełmońskiego,residential,,,False,False,311.602,"LINESTRING (16.4628696 53.0386549, 16.4629799 53.0386741, 16.4634389 53.0387541, 16.4643222 53.038908, 16.4647236 53.038978, 16.4651768 53.0390481, 16.4653293 53.0390579, 16.4653634 53.0390601, 16.4654784 53.0390535, 16.4662298 53.03901, 16.4666097 53.039002, 16.4667596 53.0390201, 16.4673568 53.0392044)",,,
236861709,,Osiedle Juliusza Słowackiego,living_street,,,False,False,51.379,"LINESTRING (16.4563453 53.0386715, 16.45586 53.0386977, 16.4555798 53.0387121)",,,
236861731,,Strażacka,residential,,,False,False,45.771,"LINESTRING (16.4563453 53.0386715, 16.456282 53.0383206, 16.4562697 53.0382624)",,,
236861731,,Strażacka,residential,,,False,True,58.438,"LINESTRING (16.4563453 53.0386715, 16.4564019 53.0389756, 16.4564067 53.0390649, 16.4563814 53.0391942)",,,
236861686,,,living_street,,,False,True,55.911,"LINESTRING (16.4555798 53.0387121, 16.4556404 53.0392136)",,,
236861709,,Osiedle Juliusza Słowackiego,living_street,,,False,False,98.31899999999999,"LINESTRING (16.4555798 53.0387121, 16.4550834 53.0387461, 16.4541204 53.0388206)",,,
236861709,,Osiedle Juliusza Słowackiego,living_street,,,False,True,51.379,"LINESTRING (16.4555798 53.0387121, 16.45586 53.0386977, 16.4563453 53.0386715)",,,
236861701,,,living_street,,,False,False,70.77,"LINESTRING (16.4541204 53.0388206, 16.4541718 53.0394563)",,,
236861701,,,living_street,,,False,True,38.229,"LINESTRING (16.4541204 53.0388206, 16.4540846 53.0385075, 16.4540812 53.0384776)",,,
236861709,,Osiedle Juliusza Słowackiego,living_street,,,False,True,98.31899999999999,"LINESTRING (16.4541204 53.0388206, 16.4550834 53.0387461, 16.4555798 53.0387121)",,,
1271107331,,Adama Mickiewicza,residential,,,False,False,61.269,"LINESTRING (16.4588861 53.0390809, 16.4588491 53.0392452, 16.4588125 53.0394075, 16.4587385 53.039532, 16.4586677 53.0396104)",,,
1271107331,,Adama Mickiewicza,residential,,,False,True,110.919,"LINESTRING (16.4588861 53.0390809, 16.4589319 53.0388952, 16.4591297 53.0380942)",,,
236861749,,Osiedle Słowackiego,living_street,,,False,True,49.589,"LINESTRING (16.4563814 53.0391942, 16.4556404 53.0392136)",,,
236861731,,Strażacka,residential,,,False,False,58.438,"LINESTRING (16.4563814 53.0391942, 16.4564067 53.0390649, 16.4564019 53.0389756, 16.4563453 53.0386715)",,,
236861731,,Strażacka,residential,,,False,True,47.593999999999994,"LINESTRING (16.4563814 53.0391942, 16.4563055 53.0395423, 16.4562889 53.0396186)",,,
236861696,,Mikołaja Kopernika,residential,,,False,True,106.17699999999999,"LINESTRING (16.4673568 53.0392044, 16.4667803 53.0396392, 16.4664904 53.0399979)",,,
236861750,,Józefa Chełmońskiego,residential,,,False,True,311.60200000000003,"LINESTRING (16.4673568 53.0392044, 16.4667596 53.0390201, 16.4666097 53.039002, 16.4662298 53.03901, 16.4654784 53.0390535, 16.4653634 53.0390601, 16.4653293 53.0390579, 16.4651768 53.0390481, 16.4647236 53.038978, 16.4643222 53.038908, 16.4634389 53.0387541, 16.4629799 53.0386741, 16.4628696 53.0386549)",,,
236861686,,,living_street,,,False,False,55.911,"LINESTRING (16.4556404 53.0392136, 16.4555798 53.0387121)",,,
236861749,,Osiedle Słowackiego,living_street,,,False,False,49.589,"LINESTRING (16.4556404 53.0392136, 16.4563814 53.0391942)",,,
236861749,,Osiedle Słowackiego,living_street,,,False,True,103.432,"LINESTRING (16.4556404 53.0392136, 16.4553272 53.0392857, 16.4544075 53.0393618, 16.4541718 53.0394563)",,,
236861701,,,living_street,,,False,True,70.77,"LINESTRING (16.4541718 53.0394563, 16.4541204 53.0388206)",,,
236861749,,Osiedle Słowackiego,living_street,,,False,False,103.432,"LINESTRING (16.4541718 53.0394563, 16.4544075 53.0393618, 16.4553272 53.0392857, 16.4556404 53.0392136)",,,
236861731,,Strażacka,residential,,,False,False,47.593999999999994,"LINESTRING (16.4562889 53.0396186, 16.4563055 53.0395423, 16.4563814 53.0391942)",,,
236861747,,Generała Henryka Dąbrowskiego,residential,,,False,False,149.099,"LINESTRING (16.4562889 53.0396186, 16.4579545 53.0396218, 16.4583775 53.0396418, 16.4585156 53.0396563)",,,
229828807,,Generała Henryka Dąbrowskiego,residential,,,True,False,130.85899999999998,"LINESTRING (16.4606326 53.0399522, 16.4604371 53.0399239, 16.4598169 53.0398361, 16.4588633 53.0397012, 16.458728 53.039681)",,,
236861751,,Osiedle XXV-lecia,residential,,,False,True,45.344,"LINESTRING (16.4606326 53.0399522, 16.4606046 53.0400221, 16.4605152 53.0402454, 16.4603719 53.0403075)",,,
236861696,,Mikołaja Kopernika,residential,,,False,False,106.17699999999999,"LINESTRING (16.4664904 53.0399979, 16.4667803 53.0396392, 16.4673568 53.0392044)",,,
236861696,,Mikołaja Kopernika,residential,,,False,True,112.646,"LINESTRING (16.4664904 53.0399979, 16.4663484 53.0401146, 16.4661239 53.0401802, 16.4652827 53.0403227, 16.4651147 53.0403732, 16.4650418 53.0404401)",,,
605914624,,,residential,,,False,False,102.216,"LINESTRING (16.4664904 53.0399979, 16.4666397 53.0400644, 16.4667011 53.040144, 16.4669043 53.0405532, 16.4670436 53.0408337)",,,
835897332,3,Generała Władysława Sikorskiego,secondary,50,,False,True,19.885,"LINESTRING (16.4621952 53.039945, 16.4621087 53.0401161)",178,,
236861748,,Wiosny Ludów,unclassified,,,True,False,19.188000000000002,"LINESTRING (16.4621952 53.039945, 16.4622672 53.0400141, 16.4623898 53.0400675)",,,
"[23526250, 835897331]","['2', '3']",Generała Władysława Sikorskiego,secondary,50,,False,False,31.974,"LINESTRING (16.4621952 53.039945, 16.4622657 53.0397946, 16.4623345 53.03967)",178,,
236861708,,Osiedle XXV-lecia,residential,,,False,True,146.089,"LINESTRING (16.4603719 53.0403075, 16.459029 53.0401192, 16.4588031 53.0405845)",,,
236861751,,Osiedle XXV-lecia,residential,,,False,True,133.21800000000002,"LINESTRING (16.4603719 53.0403075, 16.4602586 53.0406101, 16.4600986 53.0406501, 16.4597088 53.0406562, 16.4588031 53.0405845)",,,
236861751,,Osiedle XXV-lecia,residential,,,False,False,45.344,"LINESTRING (16.4603719 53.0403075, 16.4605152 53.0402454, 16.4606046 53.0400221, 16.4606326 53.0399522)",,,
236861696,,Mikołaja Kopernika,residential,,,False,False,112.64600000000002,"LINESTRING (16.4650418 53.0404401, 16.4651147 53.0403732, 16.4652827 53.0403227, 16.4661239 53.0401802, 16.4663484 53.0401146, 16.4664904 53.0399979)",,,
241931166,,Mikołaja Kopernika,unclassified,,,False,False,76.005,"LINESTRING (16.4650418 53.0404401, 16.4650921 53.0404781, 16.465184 53.0406156, 16.4652229 53.0407888, 16.4652439 53.0408825, 16.4652923 53.041098)",,,
"[830305264, 830305265, 371875739]",,Wiosny Ludów,unclassified,,,False,True,176.663,"LINESTRING (16.4650418 53.0404401, 16.4649047 53.0403713, 16.4646912 53.0403296, 16.4642172 53.0402614, 16.4639887 53.0402285, 16.4632272 53.0401175, 16.4630028 53.0400973, 16.4624992 53.0400645)",,yes,
241931168,,Prosta,residential,,,False,False,21.166,"LINESTRING (16.45824 53.0405342, 16.4581948 53.0407226)",,,
236861751,,Osiedle XXV-lecia,residential,,,False,False,38.059,"LINESTRING (16.45824 53.0405342, 16.45832 53.0405413, 16.4588031 53.0405845)",,,
241931168,,Prosta,residential,,,False,True,92.345,"LINESTRING (16.45824 53.0405342, 16.4582631 53.0404738, 16.4583775 53.0401749, 16.4585502 53.0398039, 16.4585833 53.03973)",,,
236861708,,Osiedle XXV-lecia,residential,,,False,False,146.089,"LINESTRING (16.4588031 53.0405845, 16.459029 53.0401192, 16.4603719 53.0403075)",,,
236861751,,Osiedle XXV-lecia,residential,,,False,False,133.21800000000002,"LINESTRING (16.4588031 53.0405845, 16.4597088 53.0406562, 16.4600986 53.0406501, 16.4602586 53.0406101, 16.4603719 53.0403075)",,,
236861751,,Osiedle XXV-lecia,residential,,,False,True,38.059,"LINESTRING (16.4588031 53.0405845, 16.45832 53.0405413, 16.45824 53.0405342)",,,
241931166,,Mikołaja Kopernika,unclassified,,,False,False,99.945,"LINESTRING (16.4652923 53.041098, 16.4653497 53.0413412, 16.4653602 53.0413856, 16.4654114 53.0416028, 16.4654447 53.0417439, 16.4655023 53.0419879)",,,
241931166,,Mikołaja Kopernika,unclassified,,,False,True,76.005,"LINESTRING (16.4652923 53.041098, 16.4652439 53.0408825, 16.4652229 53.0407888, 16.465184 53.0406156, 16.4650921 53.0404781, 16.4650418 53.0404401)",,,
605914627,,,residential,,,False,False,120.97,"LINESTRING (16.4652923 53.041098, 16.4658514 53.0410473, 16.4668209 53.0408736, 16.4670436 53.0408337)",,,
137702652,2,Stefana Żeromskiego,secondary,50,,False,False,270.938,"LINESTRING (16.4540766 53.0416217, 16.4548373 53.0415643, 16.4554181 53.0415205, 16.455813 53.0415118, 16.4560515 53.0415191, 16.4565078 53.0415287, 16.4568296 53.0415301, 16.457978 53.041542, 16.4581177 53.0415436)",180,,
236861699,,,residential,,,False,True,89.336,"LINESTRING (16.4540766 53.0416217, 16.4541912 53.0420834, 16.4543424 53.0424075)",,,
89354684,,Tadeusza Kościuszki,residential,,,False,True,19.226,"LINESTRING (16.4630529 53.0419724, 16.4630107 53.0420361, 16.4630048 53.0420543, 16.4629696 53.0421006, 16.46294 53.0421306)",,,
236861685,,,residential,,,False,False,60.522,"LINESTRING (16.4630529 53.0419724, 16.4633287 53.0420507, 16.4639114 53.0421374)",,,
830160866,,Tadeusza Kościuszki,living_street,,,False,False,136.219,"LINESTRING (16.4630529 53.0419724, 16.4625813 53.0412527, 16.4622805 53.040839)",,,
241931166,,Mikołaja Kopernika,unclassified,,,False,True,99.945,"LINESTRING (16.4655023 53.0419879, 16.4654447 53.0417439, 16.4654114 53.0416028, 16.4653602 53.0413856, 16.4653497 53.0413412, 16.4652923 53.041098)",,,
"[304544896, 830305262, 830305263]",2,Grunwaldzka,secondary,50,,False,False,98.48700000000001,"LINESTRING (16.4655023 53.0419879, 16.4654153 53.0419978, 16.4653343 53.0420134, 16.4652824 53.042027, 16.4651914 53.0420587, 16.4648893 53.0421771, 16.4642419 53.0424356)",180,yes,
396352513,,Marii Konopnickiej,residential,,,False,True,25.563000000000002,"LINESTRING (16.4581597 53.0422975, 16.4582246 53.0423457, 16.4583159 53.0424135, 16.4583603 53.0424896)",,,
236861674,,Osiedle Joachima Lelewela,residential,,,False,False,174.961,"LINESTRING (16.4543424 53.0424075, 16.4542058 53.0424075, 16.4531361 53.0424977, 16.4529187 53.0425185, 16.4528566 53.0425326, 16.4528201 53.0425524, 16.4527985 53.0425739, 16.4527884 53.0425939, 16.452786 53.0426162, 16.4527933 53.0426397, 16.4528136 53.0426643, 16.452844 53.0426839, 16.4528884 53.0426989, 16.4529485 53.0427043, 16.4536577 53.0427016)",,,
236861674,,Osiedle Joachima Lelewela,residential,,,False,True,66.301,"LINESTRING (16.4543424 53.0424075, 16.4544322 53.0424188, 16.4544827 53.0424279, 16.4545236 53.0424448, 16.454554 53.0424682, 16.4545656 53.0424833, 16.454573 53.0424999, 16.4545754 53.0425182, 16.4545722 53.0425365, 16.4545503 53.0425695, 16.4545162 53.042593, 16.4544631 53.0426108, 16.4540258 53.0426949)",,,
236861699,,,residential,,,False,False,89.336,"LINESTRING (16.4543424 53.0424075, 16.4541912 53.0420834, 16.4540766 53.0416217)",,,
236861702,,Wita Stwosza,residential,,,False,False,79.07,"LINESTRING (16.4583603 53.0424896, 16.4595406 53.0425353)",,,
396352513,,Marii Konopnickiej,residential,,,False,False,25.563000000000002,"LINESTRING (16.4583603 53.0424896, 16.4583159 53.0424135, 16.4582246 53.0423457, 16.4581597 53.0422975)",,,
396356341,,Marii Konopnickiej,residential,,,False,True,51.96,"LINESTRING (16.4583603 53.0424896, 16.4584651 53.0427699, 16.4585308 53.0429455)",,,
236861702,,Wita Stwosza,residential,,,False,True,79.07,"LINESTRING (16.4595406 53.0425353, 16.4583603 53.0424896)",,,
236861668,,Elizy Orzeszkowej,residential,,,False,False,204.746,"LINESTRING (16.4595406 53.0425353, 16.4596194 53.0429904, 16.4596753 53.0431263, 16.4597661 53.0432867, 16.459965 53.043607, 16.4601107 53.0438673, 16.4602846 53.044313)",,,
"[236861702, 234084047]",,Wita Stwosza,residential,,,False,"[False, True]",84.26499999999999,"LINESTRING (16.4595406 53.0425353, 16.4601401 53.0425486, 16.4607286 53.0425525, 16.4608006 53.042553)",,,
319028396,,Osiedle Joachima Lelewela,residential,,,False,True,24.62,"LINESTRING (16.4540258 53.0426949, 16.4536577 53.0427016)",,,
236861674,,Osiedle Joachima Lelewela,residential,,,False,False,66.30099999999999,"LINESTRING (16.4540258 53.0426949, 16.4544631 53.0426108, 16.4545162 53.042593, 16.4545503 53.0425695, 16.4545722 53.0425365, 16.4545754 53.0425182, 16.454573 53.0424999, 16.4545656 53.0424833, 16.454554 53.0424682, 16.4545236 53.0424448, 16.4544827 53.0424279, 16.4544322 53.0424188, 16.4543424 53.0424075)",,,
236861721,,,residential,,,False,True,28.765,"LINESTRING (16.4540258 53.0426949, 16.4539759 53.0427361, 16.4539074 53.0428274, 16.4538693 53.0429325)",,,
236861675,,,residential,,,False,True,29.314,"LINESTRING (16.4536577 53.0427016, 16.4538693 53.0429325)",,,
319028396,,Osiedle Joachima Lelewela,residential,,,False,False,24.62,"LINESTRING (16.4536577 53.0427016, 16.4540258 53.0426949)",,,
236861674,,Osiedle Joachima Lelewela,residential,,,False,True,174.961,"LINESTRING (16.4536577 53.0427016, 16.4529485 53.0427043, 16.4528884 53.0426989, 16.452844 53.0426839, 16.4528136 53.0426643, 16.4527933 53.0426397, 16.452786 53.0426162, 16.4527884 53.0425939, 16.4527985 53.0425739, 16.4528201 53.0425524, 16.4528566 53.0425326, 16.4529187 53.0425185, 16.4531361 53.0424977, 16.4542058 53.0424075, 16.4543424 53.0424075)",,,
"[236861723, 236861692]",,"['Kozia', 'Krótka']",residential,,,False,True,215.81199999999998,"LINESTRING (16.4630273 53.0428419, 16.4633257 53.0434803, 16.4636323 53.0441419, 16.4636479 53.0441755, 16.4643574 53.0440541, 16.4645361 53.0440206)",,,
236861727,,Spokojna,residential,,,False,True,74.275,"LINESTRING (16.4630273 53.0428419, 16.4626843 53.0428981, 16.4620592 53.0430006, 16.4619554 53.0430176)",,,
630620186,,Spokojna,residential,,,True,False,47.719,"LINESTRING (16.4630273 53.0428419, 16.4633909 53.0427842, 16.4636451 53.0427183, 16.4636859 53.0426911)",,,
236861675,,,residential,,,False,False,29.314,"LINESTRING (16.4538693 53.0429325, 16.4536577 53.0427016)",,,
236861700,,,residential,,,False,True,43.010999999999996,"LINESTRING (16.4538693 53.0429325, 16.4539059 53.0430952, 16.4539415 53.0433168)",,,
236861721,,,residential,,,False,False,28.765,"LINESTRING (16.4538693 53.0429325, 16.4539074 53.0428274, 16.4539759 53.0427361, 16.4540258 53.0426949)",,,
236861705,,,residential,,,False,True,19.73,"LINESTRING (16.4619554 53.0430176, 16.4620537 53.0431849)",,,
236861705,,,residential,,,False,False,109.511,"LINESTRING (16.4619554 53.0430176, 16.4616422 53.0424189, 16.4616364 53.0424026, 16.4615867 53.0422391, 16.4615362 53.0420674)",,,
236861727,,Spokojna,residential,,,False,False,74.275,"LINESTRING (16.4619554 53.0430176, 16.4620592 53.0430006, 16.4626843 53.0428981, 16.4630273 53.0428419)",,,
