osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,bridge,ref,junction
230089252,,Rynek,tertiary,50,True,False,11.33,"LINESTRING (15.2658377 54.062966, 15.2657164 54.0628931)",,,,
662140644,,Głęboka,residential,,False,True,86.663,"LINESTRING (15.2658377 54.062966, 15.2657333 54.0630372, 15.2653668 54.063296, 15.2650759 54.0635009, 15.2649921 54.0635668)",,,,
207756134,2,Parkowa,tertiary,50,False,True,5.446,"LINESTRING (15.260235 54.0631447, 15.2603178 54.0631386)",,,,
332320459,1,Parkowa,tertiary,50,True,False,22.224,"LINESTRING (15.260235 54.0631447, 15.2599736 54.0631975, 15.2599202 54.0632183)",,,,
233714016,1,Juliusza Słowackiego,tertiary,50,True,False,21.59,"LINESTRING (15.2677007 54.0639531, 15.26745 54.0638264)",,,,
"[207756292, 366873638]",,Łukowa,living_street,,False,False,165.64099999999996,"LINESTRING (15.2688005 54.0643423, 15.2687466 54.0643982, 15.2687133 54.0644312, 15.2686373 54.064487, 15.2685144 54.0645772, 15.2681166 54.0648439, 15.268037 54.0648719, 15.2679322 54.0648724, 15.2676794 54.0648481, 15.2675209 54.0648275, 15.2674038 54.06479, 15.2673399 54.0647596, 15.2671353 54.0646622, 15.2669247 54.064562, 15.2668667 54.0645344)",,,,
341843878,2,Juliusza Słowackiego,tertiary,50,True,False,84.72300000000001,"LINESTRING (15.2688005 54.0643423, 15.2687327 54.0643335, 15.268639 54.0643141, 15.268449 54.0642699, 15.2682714 54.0642143, 15.2678371 54.0640185, 15.2677683 54.0639855, 15.2677007 54.0639531)",,,,
23521872,1,Juliusza Słowackiego,tertiary,50,True,False,40.724000000000004,"LINESTRING (15.2698873 54.0645044, 15.269828 54.0644932, 15.2697135 54.0644777, 15.2692839 54.0644113)",,,,
"[172963200, 236899747, 236899748]",2,Mostowa,tertiary,50,False,False,62.304,"LINESTRING (15.2698873 54.0645044, 15.2699588 54.0645171, 15.2702584 54.064585, 15.270506 54.0646339, 15.2707228 54.064673, 15.2707915 54.0646831)",,yes,,
341838531,1,Rondo Niepodległości,secondary,50,True,False,12.136999999999999,"LINESTRING (15.2732428 54.0650266, 15.2732159 54.0650631, 15.2731666 54.0650904, 15.2731232 54.0651055)",,,102,roundabout
173015054,2,Półwiejska,secondary,50,False,False,18.404,"LINESTRING (15.2624158 54.0651584, 15.2625258 54.065006)",,,109,
"[486642003, 244540607]",2,Morska,unclassified,,False,True,109.51899999999999,"LINESTRING (15.2624158 54.0651584, 15.2623009 54.0651316, 15.262134 54.0650934, 15.2619683 54.0650567, 15.2619007 54.0650472, 15.2618148 54.0650413, 15.2617328 54.0650426, 15.261658 54.0650433, 15.2613889 54.0650781, 15.2611659 54.0651034, 15.26079 54.0651461)",,,,
332316542,2,Podmiejska,secondary,50,False,True,607.3729999999999,"LINESTRING (15.27284 54.0652811, 15.2727537 54.0653746, 15.2726394 54.065482, 15.2724163 54.065686, 15.2721823 54.0658785, 15.2720075 54.0660151, 15.271828 54.0661442, 15.2711103 54.0666121, 15.2708455 54.0667825, 15.2706316 54.0669059, 15.2703638 54.0670337, 15.270083 54.0671305, 15.269795 54.0671903, 15.2695901 54.0672165, 15.2693954 54.0672313, 15.2691634 54.06723, 15.2689598 54.067214, 15.2687695 54.0671884, 15.2685855 54.0671493, 15.2683919 54.0670956, 15.2681349 54.0670085, 15.267719 54.0668291, 15.2674262 54.0667042, 15.2657114 54.0659389)",,,102,
332327453,1,Podmiejska,secondary,50,True,False,24.462,"LINESTRING (15.27284 54.0652811, 15.2729026 54.0651582, 15.2729516 54.0650711)",,,102,
207756306,1,Podmiejska,secondary,50,True,False,32.391000000000005,"LINESTRING (15.2633808 54.0649067, 15.2631935 54.0648425, 15.2630884 54.0648051, 15.2630004 54.0647819, 15.2629416 54.0647747)",,,102,
332316542,2,Podmiejska,secondary,50,False,False,190.536,"LINESTRING (15.2633808 54.0649067, 15.2636616 54.06503, 15.2643016 54.0653109, 15.2646464 54.0654645, 15.2657114 54.0659389)",,,102,
233714017,2,Rynek,tertiary,50,False,True,9.124,"LINESTRING (15.2659511 54.0619096, 15.2658409 54.0618591)",,,,
368492073,2,Rynek,tertiary,50,True,False,50.796,"LINESTRING (15.2659511 54.0619096, 15.2665342 54.0622122)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,False,13.781,"LINESTRING (15.2611817 54.0584186, 15.2612955 54.058523)",,,,
207756059,,Cicha,residential,,False,False,55.592,"LINESTRING (15.2611817 54.0584186, 15.2610805 54.0584496, 15.2608253 54.0585303, 15.2606554 54.0585888, 15.2605491 54.0585766, 15.2604475 54.058518)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,True,13.781,"LINESTRING (15.2612955 54.058523, 15.2611817 54.0584186)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,False,56.831,"LINESTRING (15.2612955 54.058523, 15.2616071 54.0588264, 15.2617487 54.0589594)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,False,126.89899999999999,"LINESTRING (15.2617487 54.0589594, 15.2618317 54.0590488, 15.2618929 54.0591148, 15.2622537 54.0594897, 15.2623541 54.0595814, 15.2626543 54.0598557, 15.2627491 54.0599372)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,True,56.831,"LINESTRING (15.2617487 54.0589594, 15.2616071 54.0588264, 15.2612955 54.058523)",,,,
372678025,,Muzealna,residential,,False,True,37.149,"LINESTRING (15.2617487 54.0589594, 15.2616513 54.0589948, 15.2613368 54.0591044, 15.2612617 54.0591323)",,,,
207756114,,plac Muzealny,residential,,False,True,77.097,"LINESTRING (15.2612617 54.0591323, 15.2612827 54.0591542, 15.2618704 54.0597265)",,,,
372678025,,Muzealna,residential,,False,False,37.149,"LINESTRING (15.2612617 54.0591323, 15.2613368 54.0591044, 15.2616513 54.0589948, 15.2617487 54.0589594)",,,,
372678025,,Muzealna,residential,,False,True,95.97500000000001,"LINESTRING (15.2612617 54.0591323, 15.2603899 54.0594307, 15.2599914 54.0595671)",,,,
207756057,,Adama Mickiewicza,residential,,False,True,125.73400000000001,"LINESTRING (15.2599914 54.0595671, 15.2603766 54.0599761, 15.2605597 54.0601705, 15.2608611 54.0604606, 15.2609699 54.0605395)",,,,
372678020,1,Muzealna,residential,,True,False,53.06,"LINESTRING (15.2599914 54.0595671, 15.2593692 54.0598069, 15.2593118 54.059829)",,,,
372678025,,Muzealna,residential,,False,False,95.97500000000001,"LINESTRING (15.2599914 54.0595671, 15.2603899 54.0594307, 15.2612617 54.0591323)",,,,
"[356232990, 299734927]",,"['Zielona', 'plac Lipowy']",residential,,False,False,151.60599999999997,"LINESTRING (15.2664508 54.0595651, 15.2663975 54.0594728, 15.2663076 54.0594886, 15.2657436 54.059588, 15.2650007 54.0597261, 15.2646075 54.0598352, 15.2644721 54.0598853, 15.2643875 54.0599165)",,,,
207756114,,plac Muzealny,residential,,False,False,77.097,"LINESTRING (15.2618704 54.0597265, 15.2612827 54.0591542, 15.2612617 54.0591323)",,,,
372678022,,Muzealna,residential,,False,False,5.458,"LINESTRING (15.2592413 54.0598554, 15.2593118 54.059829)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,False,67.467,"LINESTRING (15.2627491 54.0599372, 15.2628718 54.0600364, 15.2632093 54.0603306, 15.2633515 54.0604296)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,True,126.899,"LINESTRING (15.2627491 54.0599372, 15.2626543 54.0598557, 15.2623541 54.0595814, 15.2622537 54.0594897, 15.2618929 54.0591148, 15.2618317 54.0590488, 15.2617487 54.0589594)",,,,
207756110,,Mleczna,residential,,False,True,134.49900000000002,"LINESTRING (15.2627491 54.0599372, 15.2626003 54.0599825, 15.2615581 54.0602972, 15.2613899 54.060348, 15.2611936 54.0604326, 15.2609699 54.0605395)",,,,
"[356232990, 299734927]",,"['Zielona', 'plac Lipowy']",residential,,False,True,151.606,"LINESTRING (15.2643875 54.0599165, 15.2644721 54.0598853, 15.2646075 54.0598352, 15.2650007 54.0597261, 15.2657436 54.059588, 15.2663076 54.0594886, 15.2663975 54.0594728, 15.2664508 54.0595651)",,,,
356235590,,plac Lipowy,residential,,False,False,88.46900000000001,"LINESTRING (15.2643875 54.0599165, 15.2637317 54.0602413, 15.2634446 54.0603835, 15.2633515 54.0604296)",,,,
194603224,,Ludwika Waryńskiego,residential,,False,False,176.82000000000002,"LINESTRING (15.2585732 54.0600736, 15.25855 54.0601467, 15.2585218 54.0602957, 15.2585191 54.060392, 15.2586418 54.0605515, 15.2588303 54.0606972, 15.2592526 54.0610309, 15.2597038 54.0612921, 15.2598764 54.0613636)",,,,
173492824,2,II Pułku Ułanów,tertiary,50,False,True,67.467,"LINESTRING (15.2633515 54.0604296, 15.2632093 54.0603306, 15.2628718 54.0600364, 15.2627491 54.0599372)",,,,
207756258,2,Wojska Polskiego,tertiary,50,False,False,93.572,"LINESTRING (15.2633515 54.0604296, 15.2635394 54.0605481, 15.2640018 54.0608593, 15.2643233 54.0610478)",,,,
207756298,,Żółwia,residential,,False,False,209.62,"LINESTRING (15.2633515 54.0604296, 15.2632328 54.0604953, 15.2631805 54.0605242, 15.2629584 54.0606083, 15.2625098 54.0608473, 15.2620477 54.061095, 15.2618605 54.0612021, 15.261232 54.0616204, 15.261016 54.0617148)",,,,
356235590,,plac Lipowy,residential,,False,True,88.469,"LINESTRING (15.2633515 54.0604296, 15.2634446 54.0603835, 15.2637317 54.0602413, 15.2643875 54.0599165)",,,,
207756075,,Ignacego Daszyńskiego,living_street,,False,True,131.225,"LINESTRING (15.2662335 54.0604726, 15.2661581 54.0605182, 15.2659653 54.060635, 15.265306 54.0610342, 15.2652544 54.0610654, 15.265196 54.0611008, 15.2649363 54.0612589, 15.2649115 54.061274, 15.2648938 54.0612844, 15.2648747 54.0612983, 15.2648364 54.0613212)",,,,
299707935,,Wąska,living_street,,True,False,87.55699999999999,"LINESTRING (15.2662335 54.0604726, 15.2662706 54.0604848, 15.2663873 54.0605242, 15.2664659 54.060575, 15.2665777 54.0606775, 15.266604 54.0607016, 15.2666972 54.0607918, 15.2669183 54.060956, 15.2670537 54.0610829)",,,,
299707937,,Wąska,living_street,,True,False,154.23,"LINESTRING (15.2662335 54.0604726, 15.2661258 54.0604339, 15.265997 54.0603954, 15.2658326 54.0603649, 15.2657304 54.0603834, 15.2654076 54.060497, 15.265278 54.0605496, 15.2648807 54.0607366, 15.2647092 54.0608223, 15.2643866 54.0610109, 15.2643581 54.0610275, 15.2643233 54.0610478)",,,,
207756057,,Adama Mickiewicza,residential,,False,False,125.734,"LINESTRING (15.2609699 54.0605395, 15.2608611 54.0604606, 15.2605597 54.0601705, 15.2603766 54.0599761, 15.2599914 54.0595671)",,,,
207756110,,Mleczna,residential,,False,False,134.49900000000002,"LINESTRING (15.2609699 54.0605395, 15.2611936 54.0604326, 15.2613899 54.060348, 15.2615581 54.0602972, 15.2626003 54.0599825, 15.2627491 54.0599372)",,,,
207756110,,Mleczna,residential,,False,True,52.384,"LINESTRING (15.2609699 54.0605395, 15.2605328 54.0607767, 15.2604178 54.060839, 15.2603691 54.0608476)",,,,
207756110,,Mleczna,residential,,False,False,52.384,"LINESTRING (15.2603691 54.0608476, 15.2604178 54.060839, 15.2605328 54.0607767, 15.2609699 54.0605395)",,,,
372678017,1,Józefa Poniatowskiego,residential,,False,True,135.512,"LINESTRING (15.2603691 54.0608476, 15.260316 54.0608424, 15.2602728 54.0608226, 15.2599707 54.0606369, 15.2598525 54.0605418, 15.2597728 54.0604515, 15.2593295 54.0598529, 15.2593118 54.059829)",,,,
372678019,,Mleczna,residential,,False,True,22.282,"LINESTRING (15.2603691 54.0608476, 15.2604069 54.0609354, 15.2604271 54.0610216, 15.2604324 54.0610442)",,,,
207756109,,Mleczna,residential,,False,True,50.774,"LINESTRING (15.2604324 54.0610442, 15.2603744 54.061077, 15.2598764 54.0613636)",,,,
366873637,,Pietruszkowa,residential,,False,True,83.751,"LINESTRING (15.2604324 54.0610442, 15.260487 54.0611022, 15.2609625 54.0616615, 15.261016 54.0617148)",,,,
372678019,,Mleczna,residential,,False,False,22.282,"LINESTRING (15.2604324 54.0610442, 15.2604271 54.0610216, 15.2604069 54.0609354, 15.2603691 54.0608476)",,,,
207756065,,Dworcowa,unclassified,,False,False,85.01100000000001,"LINESTRING (15.2728901 54.0610677, 15.2725586 54.0611335, 15.2723414 54.0612014, 15.2721846 54.0612711, 15.2720158 54.0613533, 15.2718128 54.0614753)",,,,
207756294,,Śluzowa,residential,,False,True,100.432,"LINESTRING (15.2728901 54.0610677, 15.2729 54.0611062, 15.2729321 54.0612308, 15.2729513 54.061439, 15.272969 54.061632, 15.2729833 54.0618926, 15.2729875 54.0619683)",,,,
207756263,,Zajazdowa,living_street,,True,False,117.269,"LINESTRING (15.2670537 54.0610829, 15.2669904 54.0611433, 15.2669707 54.061156, 15.2666074 54.0613891, 15.2665519 54.061423, 15.2665099 54.0614486, 15.2663573 54.0615417, 15.2659341 54.0617998, 15.2658916 54.061827, 15.2658409 54.0618591)",,,,
194603224,,Ludwika Waryńskiego,residential,,False,False,96.15100000000001,"LINESTRING (15.2598764 54.0613636, 15.2599965 54.0614305, 15.260513 54.0617182, 15.2605789 54.0617581, 15.2607043 54.0618052, 15.2607969 54.0617944, 15.261016 54.0617148)",,,,
194603224,,Ludwika Waryńskiego,residential,,False,True,176.82000000000002,"LINESTRING (15.2598764 54.0613636, 15.2597038 54.0612921, 15.2592526 54.0610309, 15.2588303 54.0606972, 15.2586418 54.0605515, 15.2585191 54.060392, 15.2585218 54.0602957, 15.25855 54.0601467, 15.2585732 54.0600736)",,,,
207756109,,Mleczna,residential,,False,False,50.774,"LINESTRING (15.2598764 54.0613636, 15.2603744 54.061077, 15.2604324 54.0610442)",,,,
207756065,,Dworcowa,unclassified,,False,False,125.985,"LINESTRING (15.2718128 54.0614753, 15.271714 54.0615362, 15.2712251 54.0618425, 15.270492 54.0623016)",,,,
207756065,,Dworcowa,unclassified,,False,True,85.011,"LINESTRING (15.2718128 54.0614753, 15.2720158 54.0613533, 15.2721846 54.0612711, 15.2723414 54.0612014, 15.2725586 54.0611335, 15.2728901 54.0610677)",,,,
207756217,,Spacerowa,living_street,,False,True,128.93099999999998,"LINESTRING (15.2718128 54.0614753, 15.271871 54.0615099, 15.2719708 54.0615691, 15.2721187 54.0616796, 15.2721768 54.0617493, 15.2721955 54.0618043, 15.2722197 54.0618968, 15.2721999 54.0619518, 15.2721578 54.0620349, 15.2720881 54.0621253, 15.2718137 54.0625107)",,,,
207756254,,Wincentego Witosa,living_street,,False,False,46.284000000000006,"LINESTRING (15.2633578 54.0616319, 15.2636498 54.0617822, 15.2638083 54.0618697, 15.2638232 54.0618767, 15.2638877 54.0619084)",,,,
207756261,,Wąska,living_street,,False,True,82.751,"LINESTRING (15.2633578 54.0616319, 15.2628988 54.0618927, 15.2624765 54.0621664)",,,,
299707936,,Wąska,living_street,,True,False,73.729,"LINESTRING (15.2633578 54.0616319, 15.2634173 54.0615958, 15.2641427 54.061155)",,,,
299734925,,Wąska,living_street,,True,False,88.792,"LINESTRING (15.2679674 54.0616735, 15.2675558 54.0613899, 15.2675396 54.0613787, 15.2673166 54.0612299, 15.2670537 54.0610829)",,,,
299734926,,Wąska,living_street,,True,False,87.031,"LINESTRING (15.2679674 54.0616735, 15.268102 54.0617756, 15.2688447 54.0622626)",,,,
194603224,,Ludwika Waryńskiego,residential,,False,True,96.151,"LINESTRING (15.261016 54.0617148, 15.2607969 54.0617944, 15.2607043 54.0618052, 15.2605789 54.0617581, 15.260513 54.0617182, 15.2599965 54.0614305, 15.2598764 54.0613636)",,,,
207756298,,Żółwia,residential,,False,True,209.62,"LINESTRING (15.261016 54.0617148, 15.261232 54.0616204, 15.2618605 54.0612021, 15.2620477 54.061095, 15.2625098 54.0608473, 15.2629584 54.0606083, 15.2631805 54.0605242, 15.2632328 54.0604953, 15.2633515 54.0604296)",,,,
366873637,,Pietruszkowa,residential,,False,False,83.751,"LINESTRING (15.261016 54.0617148, 15.2609625 54.0616615, 15.260487 54.0611022, 15.2604324 54.0610442)",,,,
366873637,,Pietruszkowa,residential,,False,True,118.648,"LINESTRING (15.261016 54.0617148, 15.2612181 54.0618559, 15.2613841 54.0619979, 15.2614131 54.0620227, 15.2614512 54.0620755, 15.2614988 54.0621579, 15.2615622 54.0622677, 15.2615728 54.0622859, 15.2617146 54.0624682, 15.2618878 54.062641)",,,,
233714017,2,Rynek,tertiary,50,False,False,9.124,"LINESTRING (15.2658409 54.0618591, 15.2659511 54.0619096)",,,,
"[172963201, 299734924]",2,Wojska Polskiego,tertiary,50,False,True,88.747,"LINESTRING (15.2658409 54.0618591, 15.2657894 54.0618337, 15.2657201 54.0617961, 15.2656773 54.061773, 15.2656248 54.0617445, 15.2650934 54.0614566, 15.2650414 54.0614289, 15.2648866 54.0613474, 15.2648364 54.0613212)",,,,
207756294,,Śluzowa,residential,,False,False,100.432,"LINESTRING (15.2729875 54.0619683, 15.2729833 54.0618926, 15.272969 54.061632, 15.2729513 54.061439, 15.2729321 54.0612308, 15.2729 54.0611062, 15.2728901 54.0610677)",,,,
207756294,,Śluzowa,residential,,False,True,86.12400000000001,"LINESTRING (15.2729875 54.0619683, 15.2729884 54.062102, 15.2729766 54.0621828, 15.2729394 54.0622497, 15.2728337 54.0623853, 15.2727168 54.0625353, 15.2726116 54.062658, 15.2725826 54.0626919)",,,,
207756097,,Lipowa,residential,,False,False,47.934,"LINESTRING (15.2624765 54.0621664, 15.2629309 54.0624084, 15.2629507 54.0624189, 15.2630168 54.0624583)",,,,
207756261,,Wąska,living_street,,False,False,82.751,"LINESTRING (15.2624765 54.0621664, 15.2628988 54.0618927, 15.2633578 54.0616319)",,,,
207756261,,Wąska,living_street,,False,True,65.277,"LINESTRING (15.2624765 54.0621664, 15.262337 54.0622784, 15.2621747 54.0624087, 15.2620856 54.0624818, 15.2620048 54.0625481, 15.261945 54.0625956, 15.2618878 54.062641)",,,,
965148282,,Wąska,residential,,False,False,27.06,"LINESTRING (15.2688447 54.0622626, 15.2691732 54.0624111)",,,,
229642272,,Mikołaja Kopernika,residential,,False,True,98.88000000000001,"LINESTRING (15.2688447 54.0622626, 15.2688124 54.0622814, 15.2683834 54.0625175, 15.2678155 54.0628443, 15.2677556 54.0628807)",,,,
207756065,,Dworcowa,unclassified,,False,True,125.985,"LINESTRING (15.270492 54.0623016, 15.2712251 54.0618425, 15.271714 54.0615362, 15.2718128 54.0614753)",,,,
207756115,,Nadbrzeżna,residential,,False,True,192.761,"LINESTRING (15.270492 54.0623016, 15.2704097 54.062252, 15.2703073 54.0621578, 15.2702159 54.0620217, 15.2700724 54.0617573, 15.2698822 54.0613869, 15.2697485 54.0611002, 15.2695196 54.0606763)",,,,
538174607,,Nadbrzeżna,residential,,True,False,7.944000000000001,"LINESTRING (15.270492 54.0623016, 15.2705664 54.0623464, 15.2705769 54.0623528)",,,,
"[965816532, 965816533, 207756071]",,Henryka Sienkiewicza,unclassified,,False,True,54.718,"LINESTRING (15.270492 54.0623016, 15.2704135 54.0623528, 15.2701059 54.0625518, 15.2699293 54.0626664)",,yes,,
368492071,2,Rynek,tertiary,50,True,False,26.44,"LINESTRING (15.2665342 54.0622122, 15.2668401 54.0623681)",,,,
"[1021663657, 207756198]",2,Rynek,residential,50,True,False,97.51400000000001,"LINESTRING (15.2665342 54.0622122, 15.26656 54.0622731, 15.2665696 54.0623151, 15.2665535 54.0623582, 15.2665056 54.0624067, 15.2664511 54.0624405, 15.2662002 54.062596, 15.265919 54.0627697, 15.265788 54.0628495, 15.2657164 54.0628931)",,,,
207756195,1,Rybia,living_street,,True,False,83.388,"LINESTRING (15.2705769 54.0623528, 15.2706734 54.0623504, 15.2709087 54.0623651, 15.2712588 54.0623907, 15.2715957 54.062457, 15.2718137 54.0625107)",,,,
538174608,,Nadbrzeżna,residential,,True,False,143.096,"LINESTRING (15.2705769 54.0623528, 15.2708628 54.0626079, 15.2710006 54.0627601, 15.2712232 54.0630134, 15.2714689 54.0633003, 15.2715614 54.0633733, 15.2717192 54.0634365)",,,,
207756257,,Wodna,living_street,,True,False,106.67399999999999,"LINESTRING (15.2668401 54.0623681, 15.2668911 54.0623362, 15.26713 54.0621824, 15.2673441 54.0620523, 15.267357 54.0620444, 15.2676074 54.0618923, 15.2679118 54.0617073, 15.2679674 54.0616735)",,,,
"[976617484, 976617485, 297617204]",2,Wojska Polskiego,tertiary,50,True,False,82.57900000000001,"LINESTRING (15.2668401 54.0623681, 15.2669204 54.0624106, 15.2676759 54.0628376, 15.2677556 54.0628807)",,,,
207756155,,Pocztowa,living_street,,False,True,86.243,"LINESTRING (15.2648776 54.0624417, 15.2648151 54.0624804, 15.2647918 54.0624969, 15.2645843 54.0626432, 15.2640474 54.0629861, 15.2639898 54.0630155)",,,,
"[1021663656, 297617203]","['1', '2']",Wincentego Witosa,tertiary,50,True,False,87.755,"LINESTRING (15.2648776 54.0624417, 15.2647736 54.062378, 15.2645666 54.0622616, 15.2640106 54.0619646, 15.263945 54.0619363, 15.2638877 54.0619084)",,,,
173492823,2,Tadeusza Kościuszki,tertiary,50,False,True,83.482,"LINESTRING (15.2630168 54.0624583, 15.2638877 54.0619084)",,,,
173492823,2,Tadeusza Kościuszki,tertiary,50,False,False,70.085,"LINESTRING (15.2630168 54.0624583, 15.2628834 54.062537, 15.2622666 54.0629093)",,,,
207756097,,Lipowa,residential,,False,False,88.74199999999999,"LINESTRING (15.2630168 54.0624583, 15.2630873 54.0625056, 15.2631202 54.0625241, 15.263349 54.0626531, 15.2639475 54.0629906, 15.2639898 54.0630155)",,,,
207756097,,Lipowa,residential,,False,True,47.934,"LINESTRING (15.2630168 54.0624583, 15.2629507 54.0624189, 15.2629309 54.0624084, 15.2624765 54.0621664)",,,,
207756195,1,Rybia,living_street,,True,False,54.073,"LINESTRING (15.2718137 54.0625107, 15.2725149 54.062676, 15.2725826 54.0626919)",,,,
207756217,,Spacerowa,living_street,,False,False,128.931,"LINESTRING (15.2718137 54.0625107, 15.2720881 54.0621253, 15.2721578 54.0620349, 15.2721999 54.0619518, 15.2722197 54.0618968, 15.2721955 54.0618043, 15.2721768 54.0617493, 15.2721187 54.0616796, 15.2719708 54.0615691, 15.271871 54.0615099, 15.2718128 54.0614753)",,,,
368492070,1,Rynek,tertiary,50,True,False,9.645,"LINESTRING (15.2649853 54.0625011, 15.2648776 54.0624417)",,,,
"[299707933, 207756197]",2,Rynek,residential,50,True,False,91.10300000000001,"LINESTRING (15.2649853 54.0625011, 15.2651966 54.0623687, 15.2656327 54.0620986, 15.2658168 54.0619884, 15.2659511 54.0619096)",,,,
"[965816532, 965816533, 207756071]",,Henryka Sienkiewicza,unclassified,,False,False,54.717999999999996,"LINESTRING (15.2699293 54.0626664, 15.2701059 54.0625518, 15.2704135 54.0623528, 15.270492 54.0623016)",,yes,,
207756265,1,Zielona,residential,,True,False,427.19700000000006,"LINESTRING (15.2699293 54.0626664, 15.2698468 54.0626273, 15.2697935 54.0626021, 15.2689715 54.062258, 15.2685457 54.06199, 15.2682529 54.0617648, 15.2680827 54.0615894, 15.2680127 54.0615195, 15.2676271 54.0612778, 15.2673775 54.0611224, 15.2672394 54.061021, 15.267164 54.0609494, 15.2671252 54.0608622, 15.2670901 54.0606988, 15.267049 54.0605568, 15.2669971 54.0604254, 15.2667233 54.0601087, 15.2666815 54.0600345, 15.2664508 54.0595651)",destination,,,
"[229642270, 366873631]",,Henryka Sienkiewicza,unclassified,,False,True,68.21400000000001,"LINESTRING (15.2699293 54.0626664, 15.2698835 54.062695, 15.2697952 54.0627494, 15.2694164 54.0629827, 15.2693649 54.0630138, 15.2692057 54.0631091)",,,,
207756261,,Wąska,living_street,,False,False,65.27699999999999,"LINESTRING (15.2618878 54.062641, 15.261945 54.0625956, 15.2620048 54.0625481, 15.2620856 54.0624818, 15.2621747 54.0624087, 15.262337 54.0622784, 15.2624765 54.0621664)",,,,
366873637,,Pietruszkowa,residential,,False,False,118.64800000000001,"LINESTRING (15.2618878 54.062641, 15.2617146 54.0624682, 15.2615728 54.0622859, 15.2615622 54.0622677, 15.2614988 54.0621579, 15.2614512 54.0620755, 15.2614131 54.0620227, 15.2613841 54.0619979, 15.2612181 54.0618559, 15.261016 54.0617148)",,,,
964528920,,Pietruszkowa,residential,,True,False,38.745000000000005,"LINESTRING (15.2618878 54.062641, 15.2622372 54.0628884, 15.2622666 54.0629093)",,,,
207756294,,Śluzowa,residential,,False,False,86.12400000000001,"LINESTRING (15.2725826 54.0626919, 15.2726116 54.062658, 15.2727168 54.0625353, 15.2728337 54.0623853, 15.2729394 54.0622497, 15.2729766 54.0621828, 15.2729884 54.062102, 15.2729875 54.0619683)",,,,
207756294,,Śluzowa,residential,,False,True,100.39499999999998,"LINESTRING (15.2725826 54.0626919, 15.2722909 54.0629897, 15.2722718 54.0630092, 15.2719691 54.0632552, 15.2718729 54.0633333, 15.2717192 54.0634365)",,,,
