osmid,oneway,highway,reversed,length,geometry,lanes,ref,maxspeed,name,junction,bridge
1008737763,False,primary,True,48.949,"LINESTRING (18.0936135 42.9501813, 18.0937174 42.9500857, 18.0938175 42.9499939, 18.0938987 42.9499074, 18.0939627 42.949824)",3,M-I 118,,,,
1222447549,False,residential,True,185.193,"LINESTRING (18.0936135 42.9501813, 18.093722 42.9502288, 18.0938239 42.9502838, 18.0943993 42.950752, 18.0949062 42.9511182, 18.0951861 42.9513759)",,,,,,
130172455,True,primary_link,False,44.219,"LINESTRING (18.0941408 42.9494003, 18.0942635 42.9495766, 18.094327 42.9496239, 18.094391 42.9496586, 18.0944892 42.9496807)",1,,,,,
996969499,False,primary,True,211.98700000000002,"LINESTRING (18.0941408 42.9494003, 18.0941566 42.9492523, 18.0941639 42.9490832, 18.0941446 42.9489892, 18.0941254 42.9488953, 18.0940574 42.9487353, 18.0939503 42.9485236, 18.0938033 42.9482062, 18.0937214 42.9480197, 18.0936439 42.9478186, 18.0935611 42.9475601)",2,M-I 118,,,,
1008737764,False,primary,False,37.805,"LINESTRING (18.0941408 42.9494003, 18.094104 42.9495442, 18.0940665 42.949632, 18.0940173 42.949727)",3,M-I 118,,,,
160537620,False,secondary,True,17.424,"LINESTRING (18.0947515 42.9496565, 18.0949449 42.9495893)",,R-431,,,,
130172404,True,secondary,False,67.858,"LINESTRING (18.0947515 42.9496565, 18.0946443 42.9497054, 18.094522 42.9497432, 18.0943212 42.9497917, 18.0942135 42.9498116, 18.0942004 42.9498141, 18.0940894 42.9498244, 18.0939627 42.949824)",1,R-431,,,,
130172405,True,secondary,False,38.872,"LINESTRING (18.0940173 42.949727, 18.0941185 42.9497269, 18.0942373 42.9497175, 18.0943654 42.9497006, 18.0944892 42.9496807)",1,R-431,,,,
1008737764,False,primary,False,11.666,"LINESTRING (18.0940173 42.949727, 18.0939885 42.9497799, 18.0939627 42.949824)",3,M-I 118,,,,
1008737764,False,primary,True,37.805,"LINESTRING (18.0940173 42.949727, 18.0940665 42.949632, 18.094104 42.9495442, 18.0941408 42.9494003)",3,M-I 118,,,,
130172405,True,secondary,False,21.55,"LINESTRING (18.0944892 42.9496807, 18.0946113 42.9496641, 18.0947515 42.9496565)",1,R-431,,,,
130172467,False,residential,True,164.184,"LINESTRING (18.0933309 42.9497025, 18.0932123 42.9496644, 18.0931368 42.9496322, 18.0930504 42.9495894, 18.0917774 42.9487691)",,,,,,
249025622,True,residential,False,55.93599999999999,"LINESTRING (18.0933309 42.9497025, 18.0935631 42.9497081, 18.0938004 42.9497175, 18.0940173 42.949727)",,,,,,
130172467,False,residential,False,164.18399999999997,"LINESTRING (18.0917774 42.9487691, 18.0930504 42.9495894, 18.0931368 42.9496322, 18.0932123 42.9496644, 18.0933309 42.9497025)",,,,,,
130172687,False,residential,False,43.387,"LINESTRING (18.0917774 42.9487691, 18.0917184 42.9488251, 18.0914781 42.9490918)",,,40,,,
130172687,False,residential,True,211.69899999999998,"LINESTRING (18.0917774 42.9487691, 18.091919 42.9486142, 18.0921596 42.948351, 18.0925874 42.9479701, 18.0927591 42.947815, 18.0929643 42.947652, 18.0930568 42.9475823, 18.0930997 42.9475519, 18.0932111 42.9475234, 18.0933787 42.9475342, 18.0935611 42.9475601)",,,40,,,
130172687,False,residential,False,148.155,"LINESTRING (18.0914781 42.9490918, 18.0913285 42.9492415, 18.091182 42.9493559, 18.0910564 42.9494467, 18.0909894 42.9494808, 18.090844 42.9495748, 18.0906886 42.9496639, 18.0904081 42.9498197, 18.0901084 42.9499535)",,,40,,,
130172687,False,residential,True,43.387,"LINESTRING (18.0914781 42.9490918, 18.0917184 42.9488251, 18.0917774 42.9487691)",,,40,,,
754646931,False,residential,False,204.776,"LINESTRING (18.0914781 42.9490918, 18.0917119 42.9492985, 18.0920994 42.9496242, 18.0923068 42.9497929, 18.0923966 42.9498687, 18.0926561 42.9500564, 18.0929885 42.9503109, 18.0931522 42.9504647)",,,,,,
130173106,False,residential,True,23.342,"LINESTRING (18.0882972 42.9508423, 18.0883225 42.9510514)",,,,,,
130174110,False,residential,False,103.16400000000002,"LINESTRING (18.0882972 42.9508423, 18.0880438 42.9509395, 18.0877005 42.951071, 18.0874524 42.9511545, 18.0871667 42.9512615)",,,40,Svetosavska,,
130174110,False,residential,True,33.761,"LINESTRING (18.0882972 42.9508423, 18.0885045 42.9507585, 18.088662 42.9506978)",,,40,Svetosavska,,
130173493,False,residential,True,150.29,"LINESTRING (18.0871667 42.9512615, 18.0866717 42.9508427, 18.0859586 42.9502393)",,,,,,
130174110,False,residential,False,102.54599999999999,"LINESTRING (18.0871667 42.9512615, 18.086936 42.9513655, 18.0866598 42.9514912, 18.086354 42.9516217, 18.0860866 42.9517362)",,,40,Svetosavska,,
130174110,False,residential,True,103.16399999999999,"LINESTRING (18.0871667 42.9512615, 18.0874524 42.9511545, 18.0877005 42.951071, 18.0880438 42.9509395, 18.0882972 42.9508423)",,,40,Svetosavska,,
130173184,False,residential,False,98.98400000000001,"LINESTRING (18.0860866 42.9517362, 18.0863018 42.9519538, 18.0867647 42.9524749)",,,,,,
130173184,False,residential,True,125.60900000000001,"LINESTRING (18.0860866 42.9517362, 18.0859264 42.9515287, 18.0857551 42.9512734, 18.0856614 42.9511254, 18.0855805 42.9509836, 18.0854911 42.9508683, 18.0853327 42.9507617)",,,,,,
130174110,False,residential,False,84.811,"LINESTRING (18.0860866 42.9517362, 18.085987 42.9517694, 18.0854599 42.9519453, 18.0851485 42.9520675)",,,40,Svetosavska,,
130174110,False,residential,True,102.54599999999999,"LINESTRING (18.0860866 42.9517362, 18.086354 42.9516217, 18.0866598 42.9514912, 18.086936 42.9513655, 18.0871667 42.9512615)",,,40,Svetosavska,,
130172861,True,residential,False,21.173000000000002,"LINESTRING (18.084571 42.9522844, 18.0845962 42.952301, 18.0846063 42.9523126, 18.0846162 42.9523362, 18.0846145 42.952361, 18.0846056 42.9523784, 18.0845848 42.952398, 18.0845436 42.9524141, 18.0845099 42.952416)",,,40,,roundabout,
130174110,False,residential,True,52.871,"LINESTRING (18.084571 42.9522844, 18.0847268 42.9522161, 18.0851485 42.9520675)",,,40,Svetosavska,,
130172863,False,residential,False,8.266,"LINESTRING (18.0844247 42.9523284, 18.0843234 42.952323)",,,,,,
130172861,True,residential,False,14.927000000000001,"LINESTRING (18.0844247 42.9523284, 18.0844382 42.9523056, 18.0844631 42.9522867, 18.0844937 42.9522761, 18.0845396 42.9522752, 18.084571 42.9522844)",,,40,,roundabout,
130172861,True,residential,False,13.474,"LINESTRING (18.0845099 42.952416, 18.0844736 42.952408, 18.084447 42.9523927, 18.0844271 42.9523679, 18.084422 42.9523434, 18.0844247 42.9523284)",,,40,,roundabout,
130173326,False,residential,True,161.40300000000002,"LINESTRING (18.0845099 42.952416, 18.0845109 42.9525352, 18.0845326 42.9528837, 18.0846076 42.9533767, 18.0846383 42.953505, 18.0847433 42.9538538)",,,,,,
130172863,False,residential,True,8.266,"LINESTRING (18.0843234 42.952323, 18.0844247 42.9523284)",,,,,,
130173542,False,residential,False,64.574,"LINESTRING (18.0843234 42.952323, 18.0840221 42.951863, 18.0839715 42.9518029)",,,,,,
130173106,False,residential,False,42.184,"LINESTRING (18.0879321 42.9512983, 18.0880706 42.9511928, 18.088257 42.9510985, 18.0883225 42.9510514)",,,,,,
130173106,False,residential,True,128.567,"LINESTRING (18.0879321 42.9512983, 18.0877541 42.9513999, 18.0875422 42.9515707, 18.0873115 42.9517366, 18.087156 42.9518514, 18.0870768 42.9519378, 18.0870004 42.9520929, 18.0869722 42.9521836)",,,,,,
754646932,False,residential,False,142.754,"LINESTRING (18.0879321 42.9512983, 18.0883855 42.9517279, 18.0889335 42.9522167, 18.0890412 42.9522915)",,,,,,
130173106,False,residential,False,23.342,"LINESTRING (18.0883225 42.9510514, 18.0882972 42.9508423)",,,,,,
130173109,False,residential,True,160.336,"LINESTRING (18.0883225 42.9510514, 18.0895332 42.9521889)",,,,,,
130173106,False,residential,True,42.184,"LINESTRING (18.0883225 42.9510514, 18.088257 42.9510985, 18.0880706 42.9511928, 18.0879321 42.9512983)",,,,,,
130173542,False,residential,False,70.368,"LINESTRING (18.0853327 42.9507617, 18.0859029 42.950286)",,,,,,
130173184,False,residential,False,125.609,"LINESTRING (18.0853327 42.9507617, 18.0854911 42.9508683, 18.0855805 42.9509836, 18.0856614 42.9511254, 18.0857551 42.9512734, 18.0859264 42.9515287, 18.0860866 42.9517362)",,,,,,
130173542,False,residential,True,163.03099999999998,"LINESTRING (18.0853327 42.9507617, 18.0852144 42.9508574, 18.0850973 42.9509618, 18.0849493 42.9510942, 18.0847896 42.9512594, 18.0846704 42.9514113, 18.0845663 42.9515157, 18.0844939 42.9515726, 18.0844712 42.9515825, 18.0843315 42.9516433, 18.0842324 42.9516865, 18.084117 42.9517405, 18.0839715 42.9518029)",,,,,,
130173935,False,residential,False,7.611,"LINESTRING (18.0867647 42.9524749, 18.0867319 42.952539)",,,,,,
130173106,False,residential,False,36.94,"LINESTRING (18.0867647 42.9524749, 18.0869468 42.9522656, 18.0869722 42.9521836)",,,,,,
130173184,False,residential,True,98.98400000000001,"LINESTRING (18.0867647 42.9524749, 18.0863018 42.9519538, 18.0860866 42.9517362)",,,,,,
130173935,False,residential,False,36.167,"LINESTRING (18.0847433 42.9538538, 18.0843617 42.9540205)",,,,,,
130173326,False,residential,False,161.40300000000002,"LINESTRING (18.0847433 42.9538538, 18.0846383 42.953505, 18.0846076 42.9533767, 18.0845326 42.9528837, 18.0845109 42.9525352, 18.0845099 42.952416)",,,,,,
"[130173364, 130173326, 130173327]",False,residential,True,152.109,"LINESTRING (18.0847433 42.9538538, 18.0849099 42.954237, 18.0850164 42.9544521, 18.0850852 42.9545921, 18.0852356 42.9548961, 18.085375 42.9551406)",,,,,,yes
130173935,False,residential,True,143.281,"LINESTRING (18.0847433 42.9538538, 18.0857599 42.9533738, 18.085949 42.9532777, 18.0860649 42.9532158, 18.086129 42.9531719, 18.086189 42.9531235)",,,,,,
1210850945,False,primary,False,11.736,"LINESTRING (18.0859191 42.9553958, 18.085844 42.9554859)",2,M-I 118,40,,,
1210850945,False,primary,True,131.19500000000002,"LINESTRING (18.0859191 42.9553958, 18.086365 42.9548766, 18.0865917 42.9546289, 18.0866971 42.9545222, 18.0868264 42.9544234)",2,M-I 118,40,,,
130173228,True,residential,False,53.144,"LINESTRING (18.085375 42.9551406, 18.0855332 42.9552525, 18.0856968 42.9553193, 18.0858336 42.9553654, 18.0859191 42.9553958)",,,,,,
"[130173364, 130173326, 130173327]",False,residential,False,152.10899999999998,"LINESTRING (18.085375 42.9551406, 18.0852356 42.9548961, 18.0850852 42.9545921, 18.0850164 42.9544521, 18.0849099 42.954237, 18.0847433 42.9538538)",,,,,,yes
1210850945,False,primary,False,47.425,"LINESTRING (18.085844 42.9554859, 18.0855539 42.9558558)",2,M-I 118,40,,,
1210850945,False,primary,True,11.736,"LINESTRING (18.085844 42.9554859, 18.0859191 42.9553958)",2,M-I 118,40,,,
130173365,True,residential,False,55.840999999999994,"LINESTRING (18.085844 42.9554859, 18.0856606 42.9554047, 18.0855373 42.9553369, 18.0854541 42.9552712, 18.085375 42.9551406)",,,,,,
1210850945,False,primary,True,13.695,"LINESTRING (18.0854701 42.9559626, 18.0855539 42.9558558)",2,M-I 118,40,,,
130173368,True,primary_link,False,93.30499999999999,"LINESTRING (18.0854701 42.9559626, 18.0855279 42.9555676, 18.0854662 42.9553566, 18.085375 42.9551406)",,,,,,
130173542,False,residential,False,54.99,"LINESTRING (18.0859586 42.9502393, 18.0863835 42.9498548)",,,,,,
130173542,False,residential,True,6.893,"LINESTRING (18.0859586 42.9502393, 18.0859029 42.950286)",,,,,,
130173493,False,residential,False,150.29,"LINESTRING (18.0859586 42.9502393, 18.0866717 42.9508427, 18.0871667 42.9512615)",,,,,,
130173542,False,residential,True,54.99,"LINESTRING (18.0863835 42.9498548, 18.0859586 42.9502393)",,,,,,
130173542,False,residential,False,251.842,"LINESTRING (18.0863835 42.9498548, 18.0866437 42.9496271, 18.0870125 42.9493159, 18.0872592 42.9490862, 18.0874336 42.9489213, 18.0875813 42.94874, 18.087686 42.9486027, 18.0879107 42.9483257, 18.0881524 42.9480066)",,,,,,
754105685,False,residential,False,120.0,"LINESTRING (18.0863835 42.9498548, 18.0870192 42.9503545, 18.0871989 42.9504919, 18.0873974 42.9506382)",,,,,,
130173542,False,residential,False,163.031,"LINESTRING (18.0839715 42.9518029, 18.084117 42.9517405, 18.0842324 42.9516865, 18.0843315 42.9516433, 18.0844712 42.9515825, 18.0844939 42.9515726, 18.0845663 42.9515157, 18.0846704 42.9514113, 18.0847896 42.9512594, 18.0849493 42.9510942, 18.0850973 42.9509618, 18.0852144 42.9508574, 18.0853327 42.9507617)",,,,,,
130173542,False,residential,True,64.574,"LINESTRING (18.0839715 42.9518029, 18.0840221 42.951863, 18.0843234 42.952323)",,,,,,
130173935,False,residential,True,36.167,"LINESTRING (18.0843617 42.9540205, 18.0847433 42.9538538)",,,,,,
130177463,False,residential,False,18.522000000000002,"LINESTRING (18.0843617 42.9540205, 18.0842095 42.9541038, 18.0841785 42.9541193)",,,,,,
130173935,False,residential,True,7.611,"LINESTRING (18.0867319 42.952539, 18.0867647 42.9524749)",,,,,,
130174442,False,residential,True,112.168,"LINESTRING (18.0867319 42.952539, 18.0875478 42.953352)",,,,,,
130173935,False,residential,False,32.644,"LINESTRING (18.0867319 42.952539, 18.0865605 42.9527162, 18.0865055 42.9527812)",,,,,,
130173935,False,residential,False,143.281,"LINESTRING (18.086189 42.9531235, 18.086129 42.9531719, 18.0860649 42.9532158, 18.085949 42.9532777, 18.0857599 42.9533738, 18.0847433 42.9538538)",,,,,,
130173935,False,residential,True,45.98,"LINESTRING (18.086189 42.9531235, 18.0862856 42.9530185, 18.086417 42.952886, 18.0865055 42.9527812)",,,,,,
130284924,False,residential,False,153.352,"LINESTRING (18.086189 42.9531235, 18.0859164 42.9528592, 18.085871 42.9528328, 18.0858225 42.9528177, 18.0857533 42.952801, 18.085648 42.9527942, 18.0856006 42.9527897, 18.0855779 42.9527822, 18.0855541 42.952767, 18.0855306 42.9527312, 18.0851485 42.9520675)",,,,,,
130174442,False,residential,False,112.168,"LINESTRING (18.0875478 42.953352, 18.0867319 42.952539)",,,,,,
130174447,False,residential,False,19.31,"LINESTRING (18.0875478 42.953352, 18.0874348 42.9535047)",,,,,,
130174447,False,residential,True,143.9,"LINESTRING (18.0875478 42.953352, 18.0878094 42.9531744, 18.0879627 42.9530435, 18.0881181 42.9529064, 18.0882757 42.9527568, 18.0883672 42.9526072, 18.0884098 42.9524686, 18.0884673 42.9523891, 18.0885716 42.9523283)",,,,,,
130174447,False,residential,True,19.31,"LINESTRING (18.0874348 42.9535047, 18.0875478 42.953352)",,,,,,
824076999,False,residential,False,68.246,"LINESTRING (18.0885716 42.9523283, 18.0891208 42.9527921)",,,,,,
130174447,False,residential,False,143.89999999999998,"LINESTRING (18.0885716 42.9523283, 18.0884673 42.9523891, 18.0884098 42.9524686, 18.0883672 42.9526072, 18.0882757 42.9527568, 18.0881181 42.9529064, 18.0879627 42.9530435, 18.0878094 42.9531744, 18.0875478 42.953352)",,,,,,
130174447,False,residential,True,38.569,"LINESTRING (18.0885716 42.9523283, 18.0888483 42.9522925, 18.0890412 42.9522915)",,,,,,
130176361,False,residential,True,84.151,"LINESTRING (18.0919217 42.9512063, 18.0912538 42.9506286)",,,,,,
1210850945,False,primary,False,41.142,"LINESTRING (18.0919217 42.9512063, 18.0915706 42.9514725)",2,M-I 118,40,,,
1210850945,False,primary,True,25.21,"LINESTRING (18.0919217 42.9512063, 18.0921548 42.951057)",2,M-I 118,40,,,
130176361,False,residential,False,84.151,"LINESTRING (18.0912538 42.9506286, 18.0919217 42.9512063)",,,,,,
130176385,False,residential,True,126.741,"LINESTRING (18.0922285 42.9510121, 18.0912168 42.9501456)",,,,,,
1210850945,False,primary,False,7.804,"LINESTRING (18.0922285 42.9510121, 18.0921548 42.951057)",2,M-I 118,40,,,
1210850945,False,primary,True,96.73899999999999,"LINESTRING (18.0922285 42.9510121, 18.0923707 42.9509229, 18.0929384 42.9505877, 18.0931522 42.9504647)",2,M-I 118,40,,,
130176385,False,residential,False,126.741,"LINESTRING (18.0912168 42.9501456, 18.0922285 42.9510121)",,,,,,
130176598,False,residential,True,67.194,"LINESTRING (18.0938365 42.9523278, 18.0932338 42.9527408)",,,,,,
130176406,False,residential,False,148.61599999999999,"LINESTRING (18.0938365 42.9523278, 18.0934529 42.9520434, 18.0925692 42.9513656)",,,,,,
130176598,False,residential,False,52.841,"LINESTRING (18.0938365 42.9523278, 18.0942859 42.9520273, 18.0943143 42.9520061)",,,,,,
130176406,False,residential,False,48.115,"LINESTRING (18.0925692 42.9513656, 18.0921548 42.951057)",,,,,,
130176406,False,residential,True,148.61599999999999,"LINESTRING (18.0925692 42.9513656, 18.0934529 42.9520434, 18.0938365 42.9523278)",,,,,,
130176415,False,residential,False,53.358999999999995,"LINESTRING (18.0925692 42.9513656, 18.0929646 42.9511035, 18.0930521 42.9510411)",,,,,,
130176406,False,residential,True,48.115,"LINESTRING (18.0921548 42.951057, 18.0925692 42.9513656)",,,,,,
1210850945,False,primary,False,25.21,"LINESTRING (18.0921548 42.951057, 18.0919217 42.9512063)",2,M-I 118,40,,,
1210850945,False,primary,True,7.804,"LINESTRING (18.0921548 42.951057, 18.0922285 42.9510121)",2,M-I 118,40,,,
130176416,False,residential,False,42.16,"LINESTRING (18.0935121 42.9507374, 18.0931522 42.9504647)",,,,,,
130176416,False,residential,True,145.401,"LINESTRING (18.0935121 42.9507374, 18.0947489 42.951681)",,,,,,
130176415,False,residential,True,50.704,"LINESTRING (18.0935121 42.9507374, 18.0934039 42.950824, 18.0932147 42.9509179, 18.0930981 42.9510082, 18.0930521 42.9510411)",,,,,,
130176416,False,residential,False,145.401,"LINESTRING (18.0947489 42.951681, 18.0935121 42.9507374)",,,,,,
130176598,False,residential,False,49.164,"LINESTRING (18.0947489 42.951681, 18.0951861 42.9513759)",,,,,,
130176598,False,residential,True,50.575,"LINESTRING (18.0947489 42.951681, 18.0943143 42.9520061)",,,,,,
130176471,False,residential,True,192.208,"LINESTRING (18.0911506 42.9518212, 18.09181 42.9522941, 18.0928091 42.9530516)",,,,,,
1210850945,False,primary,False,28.256,"LINESTRING (18.0911506 42.9518212, 18.0910368 42.9519201, 18.0909357 42.9520206)",2,M-I 118,40,,,
1210850945,False,primary,True,51.691,"LINESTRING (18.0911506 42.9518212, 18.0913625 42.9516435, 18.0915706 42.9514725)",2,M-I 118,40,,,
130176472,False,residential,False,195.479,"LINESTRING (18.0932338 42.9527408, 18.0915706 42.9514725)",,,,,,
130176598,False,residential,False,67.194,"LINESTRING (18.0932338 42.9527408, 18.0938365 42.9523278)",,,,,,
130176598,False,residential,True,48.878,"LINESTRING (18.0932338 42.9527408, 18.0928091 42.9530516)",,,,,,
130176472,False,residential,True,195.479,"LINESTRING (18.0915706 42.9514725, 18.0932338 42.9527408)",,,,,,
1210850945,False,primary,True,41.142,"LINESTRING (18.0915706 42.9514725, 18.0919217 42.9512063)",2,M-I 118,40,,,
1210850945,False,primary,False,51.691,"LINESTRING (18.0915706 42.9514725, 18.0913625 42.9516435, 18.0911506 42.9518212)",2,M-I 118,40,,,
130176598,False,residential,False,48.878,"LINESTRING (18.0928091 42.9530516, 18.0932338 42.9527408)",,,,,,
130176598,False,residential,True,50.924,"LINESTRING (18.0928091 42.9530516, 18.0923643 42.9533737)",,,,,,
130176471,False,residential,False,192.208,"LINESTRING (18.0928091 42.9530516, 18.09181 42.9522941, 18.0911506 42.9518212)",,,,,,
1210850945,False,primary,True,21.21,"LINESTRING (18.0907797 42.9521734, 18.0909357 42.9520206)",2,M-I 118,40,,,
130176515,False,residential,True,185.601,"LINESTRING (18.0907797 42.9521734, 18.0910996 42.952411, 18.0916761 42.9528422, 18.0923643 42.9533737)",,,,,,
1210850945,False,primary,False,48.829,"LINESTRING (18.0907797 42.9521734, 18.0906355 42.9523057, 18.0903908 42.9525076)",2,M-I 118,40,,,
130176598,False,residential,False,50.924,"LINESTRING (18.0923643 42.9533737, 18.0928091 42.9530516)",,,,,,
130176598,False,residential,True,49.831,"LINESTRING (18.0923643 42.9533737, 18.0919133 42.9536768)",,,,,,
130176515,False,residential,False,185.601,"LINESTRING (18.0923643 42.9533737, 18.0916761 42.9528422, 18.0910996 42.952411, 18.0907797 42.9521734)",,,,,,
130176558,False,residential,True,179.599,"LINESTRING (18.0903908 42.9525076, 18.0919133 42.9536768)",,,,,,
1210850945,False,primary,False,49.67,"LINESTRING (18.0903908 42.9525076, 18.090181 42.9526992, 18.0900065 42.9528546)",2,M-I 118,40,,,
1210850945,False,primary,True,48.829,"LINESTRING (18.0903908 42.9525076, 18.0906355 42.9523057, 18.0907797 42.9521734)",2,M-I 118,40,,,
130176558,False,residential,False,179.599,"LINESTRING (18.0919133 42.9536768, 18.0903908 42.9525076)",,,,,,
130176598,False,residential,False,49.831,"LINESTRING (18.0919133 42.9536768, 18.0923643 42.9533737)",,,,,,
130176598,False,residential,True,50.562,"LINESTRING (18.0919133 42.9536768, 18.091454 42.953983)",,,,,,
130176578,False,residential,False,172.108,"LINESTRING (18.091454 42.953983, 18.0900065 42.9528546)",,,,,,
130176598,False,residential,False,50.562,"LINESTRING (18.091454 42.953983, 18.0919133 42.9536768)",,,,,,
130176598,False,residential,True,141.775,"LINESTRING (18.091454 42.953983, 18.0913689 42.9540719, 18.0912071 42.9541576, 18.0910326 42.9542386, 18.0908729 42.9543033, 18.0907249 42.9543851, 18.0905642 42.9544918, 18.0904503 42.9545728, 18.0902789 42.9547162, 18.0901736 42.954826)",,,,,,
130176578,False,residential,True,172.108,"LINESTRING (18.0900065 42.9528546, 18.091454 42.953983)",,,,,,
1210850945,False,primary,False,315.419,"LINESTRING (18.0900065 42.9528546, 18.0898915 42.9529524, 18.0897084 42.9530879, 18.0894646 42.9532453, 18.0892464 42.9533629, 18.0890431 42.9534455, 18.0887813 42.953546, 18.0885652 42.9536247, 18.0881767 42.9537462, 18.087885 42.9538444, 18.0876615 42.9539309, 18.0874465 42.9540251, 18.0871772 42.9541778, 18.0869675 42.9543157, 18.0868264 42.9544234)",2,M-I 118,40,,,
1210850945,False,primary,True,49.67,"LINESTRING (18.0900065 42.9528546, 18.090181 42.9526992, 18.0903908 42.9525076)",2,M-I 118,40,,,
130176598,False,residential,True,49.164,"LINESTRING (18.0951861 42.9513759, 18.0947489 42.951681)",,,,,,
130176598,False,residential,False,33.888,"LINESTRING (18.0951861 42.9513759, 18.0954265 42.9512284, 18.0954997 42.9511757)",,,,,,
1222447549,False,residential,False,185.193,"LINESTRING (18.0951861 42.9513759, 18.0949062 42.9511182, 18.0943993 42.950752, 18.0938239 42.9502838, 18.093722 42.9502288, 18.0936135 42.9501813)",,,,,,
130176598,False,residential,True,54.504,"LINESTRING (18.0959901 42.9508419, 18.0954997 42.9511757)",,,,,,
130176598,False,residential,False,141.775,"LINESTRING (18.0901736 42.954826, 18.0902789 42.9547162, 18.0904503 42.9545728, 18.0905642 42.9544918, 18.0907249 42.9543851, 18.0908729 42.9543033, 18.0910326 42.9542386, 18.0912071 42.9541576, 18.0913689 42.9540719, 18.091454 42.953983)",,,,,,
130176657,False,residential,True,14.008,"LINESTRING (18.0855539 42.9558558, 18.0856551 42.9559577)",,,,,,
1210850945,False,primary,False,13.695,"LINESTRING (18.0855539 42.9558558, 18.0854701 42.9559626)",2,M-I 118,40,,,
1210850945,False,primary,True,47.425,"LINESTRING (18.0855539 42.9558558, 18.085844 42.9554859)",2,M-I 118,40,,,
1210850945,False,primary,False,131.195,"LINESTRING (18.0868264 42.9544234, 18.0866971 42.9545222, 18.0865917 42.9546289, 18.086365 42.9548766, 18.0859191 42.9553958)",2,M-I 118,40,,,
1210850945,False,primary,True,315.419,"LINESTRING (18.0868264 42.9544234, 18.0869675 42.9543157, 18.0871772 42.9541778, 18.0874465 42.9540251, 18.0876615 42.9539309, 18.087885 42.9538444, 18.0881767 42.9537462, 18.0885652 42.9536247, 18.0887813 42.953546, 18.0890431 42.9534455, 18.0892464 42.9533629, 18.0894646 42.9532453, 18.0897084 42.9530879, 18.0898915 42.9529524, 18.0900065 42.9528546)",2,M-I 118,40,,,
130173542,False,residential,True,251.842,"LINESTRING (18.0881524 42.9480066, 18.0879107 42.9483257, 18.087686 42.9486027, 18.0875813 42.94874, 18.0874336 42.9489213, 18.0872592 42.9490862, 18.0870125 42.9493159, 18.0866437 42.9496271, 18.0863835 42.9498548)",,,,,,
867994370,False,residential,False,100.55199999999999,"LINESTRING (18.0881524 42.9480066, 18.0878314 42.9478857, 18.0875909 42.9477644, 18.0874368 42.9476909, 18.0873901 42.9476208, 18.0873854 42.9475217, 18.0874041 42.9474345, 18.0874111 42.9474088)",,,,,,
130174110,False,residential,False,52.871,"LINESTRING (18.0851485 42.9520675, 18.0847268 42.9522161, 18.084571 42.9522844)",,,40,Svetosavska,,
