osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,bridge,lanes,tunnel,junction
107530166,Via Dante,unclassified,True,False,8.148,,,"LINESTRING (11.2176344 44.4871112, 11.2176716 44.4871795)",,,,
"[129289913, 129289911]","['Via Colle Verde', 'Via Dante']",residential,False,True,201.36399999999998,,,"LINESTRING (11.2176344 44.4871112, 11.2179035 44.486897, 11.2179401 44.4868706, 11.2181935 44.4866877, 11.2188108 44.4862653, 11.2189921 44.4861413, 11.2190349 44.4861067, 11.2190693 44.4860752, 11.2190944 44.486047, 11.2191184 44.4860041, 11.2191295 44.485931, 11.2191267 44.4858585, 11.2191086 44.4857313)",,,,
107530166,Via Dante,unclassified,True,False,86.652,,,"LINESTRING (11.2184961 44.488789, 11.2188654 44.4895224)",,,,
219000873,Via Ottorino Respighi,residential,True,False,100.436,,,"LINESTRING (11.2184961 44.488789, 11.2172697 44.4890135)",,,,
129289916,Via Ottorino Respighi,residential,False,False,58.123,,,"LINESTRING (11.2184961 44.488789, 11.2191629 44.4886683, 11.2192063 44.4886604)",,,,
107531250,Via Giacomo Matteotti,residential,True,False,194.309,,,"LINESTRING (11.2120988 44.4879645, 11.2123395 44.4897035)",,,,
107190625,Via Predosa,unclassified,True,False,7.645,,,"LINESTRING (11.2168948 44.4872576, 11.2168806 44.4871896)",,,,
679852307,Viale della Pace,residential,True,False,62.23,,,"LINESTRING (11.2168948 44.4872576, 11.2176716 44.4871795)",,,,
679852308,Viale della Pace,residential,True,False,104.012,,,"LINESTRING (11.2168948 44.4872576, 11.2155841 44.4872829)",,,,
285151019,,tertiary,False,False,7.326,,,"LINESTRING (11.2125546 44.4872756, 11.2125615 44.4873413)",,,,
107531032,Viale della Pace,residential,True,False,129.371,,,"LINESTRING (11.2125546 44.4872756, 11.2140522 44.4872462, 11.2141848 44.4872428)",,,,
128885475,Via del Rinascimento,residential,True,False,129.615,,,"LINESTRING (11.2124882 44.4906369, 11.2138555 44.4901435, 11.2139533 44.4901235)",,,,
129289056,Via Giacomo Matteotti,residential,True,False,95.001,,,"LINESTRING (11.2128211 44.4914576, 11.2124882 44.4906369)",,,,
129289054,Via Giacomo Matteotti,residential,True,False,157.14600000000002,,,"LINESTRING (11.2128211 44.4914576, 11.213052 44.4919695, 11.213428 44.4928029)",,,,
107530166,Via Dante,unclassified,True,False,145.709,,,"LINESTRING (11.2189448 44.4896647, 11.2192041 44.4901297, 11.2194539 44.4905777, 11.2196237 44.4908823)",,,,
35028723,Via Risorgimento,secondary,False,False,36.507999999999996,SP569R,50,"LINESTRING (11.2202844 44.4907816, 11.2199542 44.4908203, 11.2199282 44.4908252, 11.2198327 44.4908431)",,,,
"[107202425, 1122798874, 35028723]",Via Risorgimento,secondary,False,True,119.12700000000001,SP569R,50,"LINESTRING (11.2202844 44.4907816, 11.220696 44.4907445, 11.2208561 44.4907239, 11.2213505 44.4906601, 11.2215714 44.4906228, 11.2217583 44.4905836)",yes,2,,
"[217913179, 217913180, 112982604]",Vicolo Giuseppe Marchi,residential,False,True,290.82399999999996,,,"LINESTRING (11.2202844 44.4907816, 11.220279 44.4907474, 11.2202723 44.4906762, 11.2202692 44.4906679, 11.2202632 44.4906301, 11.2202564 44.4905871, 11.2202523 44.4902992, 11.2203831 44.4901659, 11.220426 44.4897067, 11.2202291 44.4892398, 11.21984 44.4892604, 11.21896 44.489497, 11.2188654 44.4895224)",,,yes,
219000857,Via degli Albergati,residential,False,True,99.596,,,"LINESTRING (11.2155909 44.4898974, 11.2158285 44.4907769)",,,,
219000865,Via degli Albergati,residential,True,False,71.409,,,"LINESTRING (11.2155909 44.4898974, 11.2154484 44.4892633)",,,,
112984029,Via Fratelli Bandiera,residential,False,True,80.333,,,"LINESTRING (11.2143178 44.4885805, 11.2145741 44.4886336, 11.2147914 44.4886786, 11.2151763 44.488672, 11.2153108 44.4886697)",,,,
112984029,Via Fratelli Bandiera,residential,False,True,88.288,,,"LINESTRING (11.2153108 44.4886697, 11.2164078 44.4885356)",,,,
219000868,Via degli Albergati,residential,False,True,66.902,,,"LINESTRING (11.2153108 44.4886697, 11.2154484 44.4892633)",,,,
112984029,Via Fratelli Bandiera,residential,False,False,80.333,,,"LINESTRING (11.2153108 44.4886697, 11.2151763 44.488672, 11.2147914 44.4886786, 11.2145741 44.4886336, 11.2143178 44.4885805)",,,,
107530166,Via Dante,unclassified,True,False,190.545,,,"LINESTRING (11.2176716 44.4871795, 11.2184961 44.488789)",,,,
107531032,Viale della Pace,residential,True,False,102.87,,,"LINESTRING (11.2155843 44.4872146, 11.2168806 44.4871896)",,,,
285150521,,residential,False,True,7.595,,,"LINESTRING (11.2155843 44.4872146, 11.2155841 44.4872829)",,,,
107531362,Via Belvedere,residential,False,False,219.11599999999999,,,"LINESTRING (11.2155843 44.4872146, 11.2155696 44.4869034, 11.2155439 44.4868288, 11.2154782 44.4867671, 11.2153886 44.4867059, 11.2152881 44.4866487, 11.2145998 44.4862618, 11.2143271 44.4861085, 11.2141384 44.4860024, 11.2140099 44.4859302, 11.2139564 44.4859028, 11.2139001 44.4858739, 11.2138169 44.4858423)",,,,
107190625,Via Predosa,unclassified,True,False,133.576,,,"LINESTRING (11.2171426 44.4884458, 11.2168948 44.4872576)",,,,
112984029,Via Fratelli Bandiera,residential,False,False,59.138,,,"LINESTRING (11.2171426 44.4884458, 11.2164078 44.4885356)",,,,
107530166,Via Dante,unclassified,True,False,17.031,,,"LINESTRING (11.2188654 44.4895224, 11.2189448 44.4896647)",,,,
"[217913179, 112982604, 217913180]",Vicolo Giuseppe Marchi,residential,False,False,290.824,,,"LINESTRING (11.2188654 44.4895224, 11.21896 44.489497, 11.21984 44.4892604, 11.2202291 44.4892398, 11.220426 44.4897067, 11.2203831 44.4901659, 11.2202523 44.4902992, 11.2202564 44.4905871, 11.2202632 44.4906301, 11.2202692 44.4906679, 11.2202723 44.4906762, 11.220279 44.4907474, 11.2202844 44.4907816)",,,yes,
112982602,Via Papa Giovanni Ventitreesimo,residential,True,False,101.903,,,"LINESTRING (11.2177472 44.4899963, 11.2189448 44.4896647)",,,,
107190625,Via Predosa,unclassified,True,False,45.162000000000006,,,"LINESTRING (11.2177472 44.4899963, 11.2176056 44.4898316, 11.2175242 44.4897285, 11.2174731 44.4896412)",,,,
128885475,Via del Rinascimento,residential,True,False,132.311,,,"LINESTRING (11.2139533 44.4901235, 11.2155909 44.4898974)",,,,
219000863,Via del Calcagno,residential,True,False,116.765,,,"LINESTRING (11.2139533 44.4901235, 11.2141528 44.4911639)",,,,
107190625,Via Predosa,unclassified,True,False,58.79,,,"LINESTRING (11.2182107 44.4905476, 11.217829 44.4900944)",,,,
35028723,Via Risorgimento,secondary,False,True,9.182,SP569R,50,"LINESTRING (11.212373 44.4931473, 11.2124769 44.4931109)",,,,
129289916,Via Ottorino Respighi,residential,False,True,58.123,,,"LINESTRING (11.2192063 44.4886604, 11.2191629 44.4886683, 11.2184961 44.488789)",,,,
129290287,Via Ottorino Respighi,residential,False,False,76.305,,,"LINESTRING (11.2214395 44.4882474, 11.2209018 44.4883661, 11.2208724 44.4883726, 11.2205206 44.4884503)",,,,
739609298,Via Vittorio Alfieri,residential,False,False,99.674,,,"LINESTRING (11.2214395 44.4882474, 11.2212893 44.4881525, 11.2207851 44.4879413, 11.2203381 44.487835)",,,,
739609298,Via Vittorio Alfieri,residential,False,True,116.578,,,"LINESTRING (11.2214395 44.4882474, 11.2216434 44.4884082, 11.2219009 44.4886271, 11.2220569 44.4888295, 11.2222695 44.4891054)",,,,
129290287,Via Ottorino Respighi,residential,False,True,76.305,,,"LINESTRING (11.2205206 44.4884503, 11.2208724 44.4883726, 11.2209018 44.4883661, 11.2214395 44.4882474)",,,,
79982521,Via Risorgimento,secondary,False,False,102.64800000000001,SP569R,50,"LINESTRING (11.2228019 44.4900424, 11.2226107 44.4901453, 11.2225291 44.4901921, 11.2223918 44.4902721, 11.2223826 44.4902774, 11.2220599 44.4904653, 11.2219852 44.490494, 11.2219253 44.490517, 11.2217583 44.4905836)",,,,
79982521,Via Risorgimento,secondary,False,True,123.07,SP569R,50,"LINESTRING (11.2228019 44.4900424, 11.2233233 44.4897374, 11.2234954 44.4896367, 11.2240038 44.4893425)",,,,
129290526,Via Vittorio Alfieri,residential,True,False,112.529,,,"LINESTRING (11.2228019 44.4900424, 11.2225958 44.4896658, 11.2223515 44.4892118, 11.2222695 44.4891054)",,,,
129291055,Viale Vittorio Solmi,residential,True,False,153.84199999999998,,,"LINESTRING (11.2228019 44.4900424, 11.2233022 44.4904684, 11.2234286 44.4905767, 11.2235738 44.490701, 11.2237124 44.4908198, 11.2232886 44.491034)",,,,
129291054,Via Roma,unclassified,True,False,121.301,,,"LINESTRING (11.2230763 44.4911161, 11.2228185 44.4910368, 11.222509 44.4909388, 11.2224543 44.4909161, 11.2221325 44.4907908, 11.2219535 44.4907261, 11.2217583 44.4905836)",,,,
148004658,Via Torquato Tasso,residential,False,False,78.622,,40,"LINESTRING (11.2224175 44.485984, 11.2225018 44.4861389, 11.2227686 44.4866452)",,2,,
148004662,Via Torquato Tasso,residential,False,True,106.82199999999999,,30,"LINESTRING (11.2224175 44.485984, 11.2223725 44.4860071, 11.2221533 44.4861196, 11.2220969 44.4861541, 11.2220621 44.4862076, 11.2220594 44.4862593, 11.2220487 44.4863301, 11.2220272 44.486378, 11.222013 44.4863833, 11.2219199 44.4864181, 11.2216817 44.4864867, 11.2216275 44.4865023, 11.2215524 44.4863818)",,2,,
148004662,Via Torquato Tasso,residential,False,False,106.82199999999997,,30,"LINESTRING (11.2215524 44.4863818, 11.2216275 44.4865023, 11.2216817 44.4864867, 11.2219199 44.4864181, 11.222013 44.4863833, 11.2220272 44.486378, 11.2220487 44.4863301, 11.2220594 44.4862593, 11.2220621 44.4862076, 11.2220969 44.4861541, 11.2221533 44.4861196, 11.2223725 44.4860071, 11.2224175 44.485984)",,2,,
148004658,Via Torquato Tasso,residential,False,True,18.884,,40,"LINESTRING (11.2237678 44.4885384, 11.2236838 44.4883795)",,2,,
732301483,Via Torquato Tasso,residential,True,False,85.506,,40,"LINESTRING (11.2237678 44.4885384, 11.2240092 44.4890053, 11.2241526 44.4892566)",,2,,
35028723,Via Risorgimento,secondary,False,False,101.381,SP569R,50,"LINESTRING (11.2177538 44.4915669, 11.21757 44.4916581, 11.2171274 44.4918776, 11.2167565 44.4920539, 11.2166987 44.4920814)",,,,
35028723,Via Risorgimento,secondary,False,True,87.649,SP569R,50,"LINESTRING (11.2177538 44.4915669, 11.2178681 44.4915101, 11.2180963 44.4913967, 11.2184326 44.4912295, 11.2185384 44.4911803, 11.2186756 44.4911347)",,,,
740141878,Piazza della Repubblica,residential,False,True,118.111,,30,"LINESTRING (11.2177538 44.4915669, 11.21805 44.4918943, 11.2181099 44.49192, 11.2181747 44.49192, 11.2182563 44.4919109, 11.2183883 44.4918772, 11.2184728 44.4918528, 11.2185299 44.4918363, 11.2187328 44.4917753, 11.2188183 44.4917636, 11.2188591 44.4917675, 11.2188789 44.4917808, 11.2189186 44.4918099)",,,,
205755314,Via Goffredo Mameli,residential,False,False,8.18,,20,"LINESTRING (11.2198523 44.491347, 11.2199163 44.4913363, 11.2199527 44.4913302)",,,,
204031717,Via A. Masini,unclassified,True,False,14.709,,50,"LINESTRING (11.2129316 44.4938753, 11.2129599 44.4938582, 11.2129944 44.4938485, 11.2130315 44.4938475, 11.213067 44.4938552, 11.213097 44.4938707)",,,,roundabout
204031717,Via A. Masini,unclassified,True,False,8.692,,50,"LINESTRING (11.213097 44.4938707, 11.2131137 44.4938862, 11.2131245 44.4939042, 11.213129 44.4939234, 11.2131267 44.4939429)",,,,roundabout
204031717,Via A. Masini,unclassified,True,False,32.14,,50,"LINESTRING (11.2131267 44.4939429, 11.213116 44.493964, 11.2130976 44.4939821, 11.2130728 44.4939959, 11.2130437 44.4940041, 11.2130136 44.4940064, 11.2129838 44.4940028, 11.2129564 44.4939936, 11.2129335 44.4939795, 11.2129166 44.4939615, 11.2129072 44.4939409, 11.2129059 44.4939192, 11.2129128 44.4938981, 11.2129316 44.4938753)",,,,roundabout
35028723,Via Risorgimento,secondary,False,False,17.142,SP569R,50,"LINESTRING (11.2198327 44.4908431, 11.2196237 44.4908823)",,,,
35028723,Via Risorgimento,secondary,False,True,36.507999999999996,SP569R,50,"LINESTRING (11.2198327 44.4908431, 11.2199282 44.4908252, 11.2199542 44.4908203, 11.2202844 44.4907816)",,,,
205755310,Via Mameli,residential,True,False,54.993,,30,"LINESTRING (11.2198327 44.4908431, 11.2199124 44.4911665, 11.2199527 44.4913302)",,,,
26814687,Via Roma,unclassified,False,False,16.36,,,"LINESTRING (11.2234636 44.491201, 11.2233158 44.4911598, 11.2232712 44.491148)",,,,
26814687,Via Roma,unclassified,False,True,58.611999999999995,,,"LINESTRING (11.2234636 44.491201, 11.2235306 44.4912203, 11.2239798 44.4913157, 11.224171 44.4913523)",,,,
205755312,Via Filippo Turati,residential,False,False,140.881,,,"LINESTRING (11.2234636 44.491201, 11.2221719 44.4918519, 11.2222788 44.4919679)",,,,
205755314,Via Goffredo Mameli,residential,False,True,8.18,,20,"LINESTRING (11.2199527 44.4913302, 11.2199163 44.4913363, 11.2198523 44.491347)",,,,
26814687,Via Roma,unclassified,False,False,58.611999999999995,,,"LINESTRING (11.224171 44.4913523, 11.2239798 44.4913157, 11.2235306 44.4912203, 11.2234636 44.491201)",,,,
26814687,Via Roma,unclassified,False,True,22.528,,,"LINESTRING (11.224171 44.4913523, 11.2242382 44.4913652, 11.2244475 44.4913984)",,,,
26814687,Via Roma,unclassified,False,True,2.462,,,"LINESTRING (11.2244475 44.4913984, 11.2244778 44.4914032)",,,,
205755313,Vicolo Marzabotto,residential,True,False,27.072,,,"LINESTRING (11.2244475 44.4913984, 11.224131 44.4914895)",,,,
26814687,Via Roma,unclassified,False,False,22.528,,,"LINESTRING (11.2244475 44.4913984, 11.2242382 44.4913652, 11.224171 44.4913523)",,,,
205755311,Vicolo Marzabotto,residential,False,False,46.132,,,"LINESTRING (11.224131 44.4914895, 11.2236632 44.491736)",,,,
205755313,Vicolo Marzabotto,residential,True,False,15.582,,,"LINESTRING (11.224131 44.4914895, 11.224171 44.4913523)",,,,
205755312,Via Filippo Turati,residential,False,True,140.881,,,"LINESTRING (11.2222788 44.4919679, 11.2221719 44.4918519, 11.2234636 44.491201)",,,,
205755311,Vicolo Marzabotto,residential,False,True,88.221,,,"LINESTRING (11.2227687 44.4922075, 11.2236632 44.491736)",,,,
219000860,Via degli Albergati,residential,False,False,57.487,,,"LINESTRING (11.2161397 44.4912438, 11.2158285 44.4907769)",,,,
219000866,Via dei Braschi,residential,True,False,181.603,,,"LINESTRING (11.2161397 44.4912438, 11.2182107 44.4905476)",,,,
219000869,Via dei Braschi,residential,True,False,159.889,,,"LINESTRING (11.2161397 44.4912438, 11.2149919 44.4916494, 11.2142653 44.4917275)",,,,
35028723,Via Risorgimento,secondary,False,False,86.802,SP569R,50,"LINESTRING (11.2144606 44.4925447, 11.2143499 44.4925692, 11.2139001 44.4926798, 11.2136222 44.4927523, 11.213428 44.4928029)",,,,
35028723,Via Risorgimento,secondary,False,True,187.12900000000002,SP569R,50,"LINESTRING (11.2144606 44.4925447, 11.2145775 44.4925246, 11.2147489 44.4924951, 11.2148988 44.4924717, 11.2150505 44.4924542, 11.2153918 44.4924226, 11.2156557 44.4923982, 11.2157997 44.4923811, 11.2158821 44.4923654, 11.215938 44.4923548, 11.2159558 44.4923509, 11.2160863 44.4923223, 11.2161815 44.4922947, 11.2162038 44.4922882, 11.2164147 44.4922103, 11.2165114 44.4921664, 11.2166987 44.4920814)",,,,
219000872,Via dei Theodoli,residential,True,False,110.566,,,"LINESTRING (11.2141528 44.4911639, 11.2128211 44.4914576)",,,,
219000862,Via del Calcagno,residential,True,False,92.18,,,"LINESTRING (11.2142653 44.4917275, 11.2144606 44.4925447)",,,,
219000864,Via del Calcagno,residential,True,False,63.30200000000001,,,"LINESTRING (11.2142653 44.4917275, 11.2142237 44.4915191, 11.2141528 44.4911639)",,,,
107190625,Via Predosa,unclassified,True,False,63.925,,,"LINESTRING (11.2172697 44.4890135, 11.2171911 44.4886613, 11.2171426 44.4884458)",,,,
219000858,Via dell'Indipendenza,residential,True,False,251.422,,,"LINESTRING (11.2154484 44.4892633, 11.2123395 44.4897035)",,,,
219000861,Via dell'Indipendenza,residential,True,False,147.12,,,"LINESTRING (11.2154484 44.4892633, 11.2172697 44.4890135)",,,,
219000868,Via degli Albergati,residential,False,False,66.902,,,"LINESTRING (11.2154484 44.4892633, 11.2153108 44.4886697)",,,,
129289051,Via dei Theodoli,residential,True,False,175.899,,,"LINESTRING (11.2158285 44.4907769, 11.217829 44.4900944)",,,,
219000857,Via degli Albergati,residential,False,False,99.596,,,"LINESTRING (11.2158285 44.4907769, 11.2155909 44.4898974)",,,,
219000860,Via degli Albergati,residential,False,True,57.487,,,"LINESTRING (11.2158285 44.4907769, 11.2161397 44.4912438)",,,,
219000874,Via dei Theodoli,residential,True,False,141.214,,,"LINESTRING (11.2158285 44.4907769, 11.2148095 44.491106, 11.2141528 44.4911639)",,,,
35028723,Via Risorgimento,secondary,False,False,187.129,SP569R,50,"LINESTRING (11.2166987 44.4920814, 11.2165114 44.4921664, 11.2164147 44.4922103, 11.2162038 44.4922882, 11.2161815 44.4922947, 11.2160863 44.4923223, 11.2159558 44.4923509, 11.215938 44.4923548, 11.2158821 44.4923654, 11.2157997 44.4923811, 11.2156557 44.4923982, 11.2153918 44.4924226, 11.2150505 44.4924542, 11.2148988 44.4924717, 11.2147489 44.4924951, 11.2145775 44.4925246, 11.2144606 44.4925447)",,,,
35028723,Via Risorgimento,secondary,False,True,101.38100000000001,SP569R,50,"LINESTRING (11.2166987 44.4920814, 11.2167565 44.4920539, 11.2171274 44.4918776, 11.21757 44.4916581, 11.2177538 44.4915669)",,,,
219000870,Via degli Albergati,residential,True,False,103.153,,,"LINESTRING (11.2166987 44.4920814, 11.2165668 44.4918837, 11.2161397 44.4912438)",,,,
107531250,Via Giacomo Matteotti,residential,True,False,104.458,,,"LINESTRING (11.2123395 44.4897035, 11.2124882 44.4906369)",,,,
285151019,,tertiary,False,True,7.326,,,"LINESTRING (11.2125615 44.4873413, 11.2125546 44.4872756)",,,,
679852308,Viale della Pace,residential,True,False,86.431,,,"LINESTRING (11.2125615 44.4873413, 11.2122166 44.4874947, 11.2121021 44.4876763, 11.2120988 44.4879645)",,,,
107531032,Viale della Pace,residential,True,False,39.648,,,"LINESTRING (11.2148157 44.4872301, 11.2153153 44.48722)",,,,
285151420,,residential,False,False,7.524,,,"LINESTRING (11.2148157 44.4872301, 11.2148199 44.4872977)",,,,
107531032,Viale della Pace,residential,True,False,50.068,,,"LINESTRING (11.2141848 44.4872428, 11.2148157 44.4872301)",,,,
285151421,,residential,False,True,7.464,,,"LINESTRING (11.2141848 44.4872428, 11.2141906 44.4873098)",,,,
541010591,Piazza 2 Agosto 1980,residential,False,False,178.462,,,"LINESTRING (11.2141848 44.4872428, 11.2141742 44.4871279, 11.214161 44.4869851, 11.2141481 44.4868447, 11.2152987 44.4868351, 11.2153038 44.4869537, 11.2153103 44.487103, 11.2153153 44.48722)",,,,
285151420,,residential,False,True,7.524,,,"LINESTRING (11.2148199 44.4872977, 11.2148157 44.4872301)",,,,
679852308,Viale della Pace,residential,True,False,49.939,,,"LINESTRING (11.2148199 44.4872977, 11.2141906 44.4873098)",,,,
285151421,,residential,False,False,7.464,,,"LINESTRING (11.2141906 44.4873098, 11.2141848 44.4872428)",,,,
679852308,Viale della Pace,residential,True,False,129.28,,,"LINESTRING (11.2141906 44.4873098, 11.2140565 44.4873121, 11.2125615 44.4873413)",,,,
285150521,,residential,False,False,7.595,,,"LINESTRING (11.2155841 44.4872829, 11.2155843 44.4872146)",,,,
679852308,Viale della Pace,residential,True,False,60.644,,,"LINESTRING (11.2155841 44.4872829, 11.2148199 44.4872977)",,,,
79982521,Via Risorgimento,secondary,False,True,15.184,SP569R,50,"LINESTRING (11.2240038 44.4893425, 11.2241526 44.4892566)",,,,
79982521,Via Risorgimento,secondary,False,False,123.07,SP569R,50,"LINESTRING (11.2240038 44.4893425, 11.2234954 44.4896367, 11.2233233 44.4897374, 11.2228019 44.4900424)",,,,
107531032,Viale della Pace,residential,True,False,21.347,,,"LINESTRING (11.2153153 44.48722, 11.2155843 44.4872146)",,,,
541010591,Piazza 2 Agosto 1980,residential,False,True,178.46200000000005,,,"LINESTRING (11.2153153 44.48722, 11.2153103 44.487103, 11.2153038 44.4869537, 11.2152987 44.4868351, 11.2141481 44.4868447, 11.214161 44.4869851, 11.2141742 44.4871279, 11.2141848 44.4872428)",,,,
541013834,Via Benvenuto Cellini,residential,False,True,122.227,,30,"LINESTRING (11.2222695 44.4891054, 11.2216159 44.4892291, 11.2215111 44.4892445, 11.221468 44.4892643, 11.221428 44.4893346, 11.2213343 44.4897574)",,1,,
739609297,Via Benvenuto Cellini,residential,True,False,134.54,,,"LINESTRING (11.2222695 44.4891054, 11.2229929 44.4888316, 11.2237678 44.4885384)",,,,
739609298,Via Vittorio Alfieri,residential,False,False,116.578,,,"LINESTRING (11.2222695 44.4891054, 11.2220569 44.4888295, 11.2219009 44.4886271, 11.2216434 44.4884082, 11.2214395 44.4882474)",,,,
541013837,Via Isonzo,residential,False,True,70.59299999999999,,30,"LINESTRING (11.2211138 44.4902885, 11.2211046 44.4902203, 11.2210736 44.4899918, 11.2210952 44.4898534, 11.2212647 44.489772, 11.2213343 44.4897574)",,2,,
541013834,Via Benvenuto Cellini,residential,False,False,122.227,,30,"LINESTRING (11.2213343 44.4897574, 11.221428 44.4893346, 11.221468 44.4892643, 11.2215111 44.4892445, 11.2216159 44.4892291, 11.2222695 44.4891054)",,1,,
541013835,Via Risorgimento,residential,False,True,95.58699999999999,,30,"LINESTRING (11.2213343 44.4897574, 11.2213756 44.4897523, 11.2214742 44.489772, 11.221772 44.490203, 11.2218661 44.4903391, 11.2219432 44.4904507)",,1,,
541013837,Via Isonzo,residential,False,False,70.59299999999999,,30,"LINESTRING (11.2213343 44.4897574, 11.2212647 44.489772, 11.2210952 44.4898534, 11.2210736 44.4899918, 11.2211046 44.4902203, 11.2211138 44.4902885)",,2,,
148004658,Via Torquato Tasso,residential,False,False,68.946,,40,"LINESTRING (11.2227686 44.4866452, 11.2230744 44.4872256)",,2,,
