osmid,oneway,highway,reversed,length,geometry,ref,junction,name,lanes,maxspeed,access
901386775,True,primary,False,6.521,"LINESTRING (14.2958497 42.1177056, 14.2958308 42.1177013, 14.2958149 42.1176927, 14.2958036 42.1176806, 14.2957982 42.1176665)",SS84,roundabout,,,,
901386779,True,primary,False,19.073,"LINESTRING (14.2958497 42.1177056, 14.2957919 42.1177288, 14.2957386 42.1177588, 14.2956654 42.1178078)",SS84,,Strada Statale 84 Frentana,,,
901386775,True,primary,False,1.611,"LINESTRING (14.2958931 42.1176259, 14.2959067 42.1176363)",SS84,roundabout,,,,
901386775,True,primary,False,3.25,"LINESTRING (14.2958878 42.1176999, 14.2958695 42.1177051, 14.2958497 42.1177056)",SS84,roundabout,,,,
901386775,True,primary,False,8.116,"LINESTRING (14.2958067 42.1176383, 14.2958197 42.1176273, 14.2958369 42.11762, 14.2958562 42.1176173, 14.2958756 42.1176193, 14.2958931 42.1176259)",SS84,roundabout,,,,
901386777,True,unclassified,False,14.568000000000001,"LINESTRING (14.2958067 42.1176383, 14.2957964 42.1175987, 14.2957822 42.1175626, 14.2957681 42.117542, 14.2957422 42.117519)",,,,,,
607920521,False,residential,False,6.44,"LINESTRING (14.295176 42.1189746, 14.2952459 42.1190004)",,,via G. Consalvi,,,
607920521,False,residential,True,240.25599999999997,"LINESTRING (14.295176 42.1189746, 14.295144 42.1189538, 14.2951269 42.118927, 14.2951243 42.118894, 14.2951816 42.1186553, 14.295262 42.1184293, 14.2953122 42.1182679, 14.2953122 42.1181437, 14.2951649 42.1180742, 14.2949874 42.118017, 14.29481 42.118017, 14.2946325 42.1180692, 14.2945086 42.1181512, 14.2943713 42.1182679, 14.2943345 42.1183697, 14.2943613 42.1184989, 14.2943981 42.1185982, 14.2944115 42.1187348)",,,via G. Consalvi,,,
901386782,True,primary,False,77.79899999999999,"LINESTRING (14.295176 42.1189746, 14.2952722 42.1188385, 14.2954079 42.1186635, 14.2954628 42.1186001, 14.2955362 42.118523, 14.295629 42.1184406, 14.2956767 42.1183837)",SS84,,Strada Statale 84 Frentana,,,
607920521,False,residential,True,6.44,"LINESTRING (14.2952459 42.1190004, 14.295176 42.1189746)",,,via G. Consalvi,,,
190106223,True,unclassified,False,0.793,"LINESTRING (14.2923081 42.1151932, 14.2923177 42.1151928)",,roundabout,,,,
190106223,True,unclassified,False,5.883,"LINESTRING (14.2923177 42.1151928, 14.2923293 42.1151923, 14.2923592 42.1151983, 14.2923833 42.1152099)",,roundabout,,,,
901386790,True,unclassified,False,16.195,"LINESTRING (14.2923177 42.1151928, 14.2923202 42.1151541, 14.2923202 42.1151072, 14.2923226 42.1150712, 14.2923273 42.1150475)",,,,,,
901386790,True,unclassified,False,2.993,"LINESTRING (14.2923273 42.1150475, 14.2923393 42.1150221)",,,,,,
190106244,False,unclassified,True,4.338,"LINESTRING (14.2922045 42.1150366, 14.2922158 42.1150747)",,,,,,
190106244,False,unclassified,False,103.604,"LINESTRING (14.2922045 42.1150366, 14.292194 42.1150012, 14.2921626 42.1149187, 14.2920836 42.1147857, 14.2918906 42.1145618, 14.2916224 42.1143668, 14.2914776 42.1143131)",,,,,,
901386791,True,unclassified,False,12.173,"LINESTRING (14.2922045 42.1150366, 14.2922218 42.115055, 14.2922388 42.115064, 14.2922619 42.1150667, 14.292285 42.1150658, 14.2923093 42.1150595, 14.2923273 42.1150475)",,,,,,
901386795,True,unclassified,False,11.109,"LINESTRING (14.2913026 42.1105428, 14.2913748 42.1105798, 14.2914141 42.1105988)",,,,,,
190106241,False,unclassified,False,412.77500000000003,"LINESTRING (14.2914027 42.1108037, 14.2913983 42.1111602, 14.2914225 42.1112478, 14.2914788 42.1113791, 14.2918167 42.1119064, 14.2920367 42.1121511, 14.2921213 42.1122537, 14.2921467 42.1123382, 14.2921454 42.1124427, 14.2919389 42.1128666, 14.2918263 42.1130974, 14.2915968 42.113914, 14.2914776 42.1143131)",,,,,,
901386800,True,unclassified,False,14.68,"LINESTRING (14.2914027 42.1108037, 14.2913915 42.1107469, 14.2913713 42.1106738)",,,,,,
901386793,True,unclassified,False,3.4480000000000004,"LINESTRING (14.2914141 42.1105988, 14.2914348 42.110601, 14.2914533 42.1106082)",,roundabout,,,,
901386793,True,unclassified,False,4.591,"LINESTRING (14.2913713 42.1106738, 14.2913611 42.1106623, 14.2913561 42.1106491, 14.2913567 42.1106353)",,roundabout,,,,
901386793,True,unclassified,False,6.699999999999999,"LINESTRING (14.2913567 42.1106353, 14.2913629 42.1106224, 14.2913759 42.1106102, 14.2913937 42.110602, 14.2914141 42.1105988)",,roundabout,,,,
901386794,True,unclassified,False,11.26,"LINESTRING (14.2913567 42.1106353, 14.2913488 42.1106142, 14.2913292 42.1105781, 14.2913026 42.1105428)",,,,,,
901386796,True,unclassified,False,20.467,"LINESTRING (14.2914533 42.1106082, 14.2916954 42.1106485)",,,,,,
901386793,True,unclassified,False,6.398,"LINESTRING (14.2914533 42.1106082, 14.2914674 42.1106197, 14.2914753 42.1106341, 14.2914762 42.1106496, 14.2914717 42.11066)",,roundabout,,,,
901386793,True,unclassified,False,1.728,"LINESTRING (14.2914699 42.1106644, 14.2914571 42.1106767)",,roundabout,,,,
901386798,False,unclassified,False,69.357,"LINESTRING (14.2914699 42.1106644, 14.291528 42.1106947, 14.2915618 42.1107151, 14.2915932 42.1107501, 14.2916895 42.1108791, 14.2917238 42.1109077, 14.2917582 42.1109199, 14.2918146 42.110922, 14.2920112 42.1109189, 14.292139 42.110923)",,,,,,
901386793,True,unclassified,False,7.848,"LINESTRING (14.2914571 42.1106767, 14.2914395 42.1106851, 14.2914215 42.1106884, 14.291403 42.1106875, 14.2913857 42.1106825, 14.2913713 42.1106738)",,roundabout,,,,
901386799,True,unclassified,False,14.859,"LINESTRING (14.2914571 42.1106767, 14.2914342 42.110718, 14.2914151 42.1107605, 14.2914027 42.1108037)",,,,,,
901386793,True,unclassified,False,0.511,"LINESTRING (14.2914717 42.11066, 14.2914699 42.1106644)",,roundabout,,,,
901386798,False,unclassified,True,69.357,"LINESTRING (14.292139 42.110923, 14.2920112 42.1109189, 14.2918146 42.110922, 14.2917582 42.1109199, 14.2917238 42.1109077, 14.2916895 42.1108791, 14.2915932 42.1107501, 14.2915618 42.1107151, 14.291528 42.1106947, 14.2914699 42.1106644)",,,,,,
