osmid,name,highway,oneway,reversed,length,geometry,junction,lanes,ref,maxspeed,tunnel,bridge,width
689807548,,residential,False,True,151.412,"LINESTRING (12.2984706 45.6522861, 12.2985281 45.6524325, 12.2979638 45.6525825, 12.2977683 45.652638, 12.2976507 45.6527119, 12.2976875 45.6528054, 12.2977727 45.6529421, 12.2978565 45.6531044, 12.2978894 45.6532132)",,,,,,,
129209507,Via Lanzaghe,residential,False,False,127.48400000000001,"LINESTRING (12.2950124 45.6578444, 12.2949957 45.6578696, 12.2948968 45.6580964, 12.2948774 45.658119, 12.2948665 45.6581248, 12.2948543 45.6581313, 12.2948201 45.6581365, 12.2947628 45.658132, 12.2946882 45.6581178, 12.2945981 45.6580992, 12.2937752 45.6577953)",,,,,,,
129209523,Via Lanzaghe,residential,False,False,109.303,"LINESTRING (12.2950124 45.6578444, 12.2950503 45.657741, 12.2950677 45.6576919, 12.2950645 45.6576621, 12.295038 45.657645, 12.2950101 45.6576378, 12.2939969 45.6573915)",,,,,,,
19372774,Via Roma,tertiary,False,False,41.4,"LINESTRING (12.3023729 45.6535772, 12.3018406 45.6535906)",,,,,,,
129209522,Viale della Libertà,tertiary,False,False,62.38,"LINESTRING (12.2973007 45.6570333, 12.2980803 45.6571667)",,2,,,,,
129209522,Viale della Libertà,tertiary,False,True,57.876,"LINESTRING (12.2973007 45.6570333, 12.2965774 45.6569095)",,2,,,,,
133377380,Via del Porto,unclassified,False,False,318.351,"LINESTRING (12.2912985 45.6529788, 12.2914307 45.6526775, 12.2916854 45.652294, 12.2918541 45.6521203, 12.2920037 45.6519545, 12.2935679 45.650628)",,,,,,,
133377381,,unclassified,True,False,25.833000000000002,"LINESTRING (12.2912985 45.6529788, 12.2913006 45.6530979, 12.291327 45.6531765, 12.2913554 45.6532022)",,,,,,,
163124786,Via Ernesto Calzavara,residential,False,False,12.331,"LINESTRING (12.2912143 45.6532529, 12.2913554 45.6532022)",,,,,,,4
18457717,Via del Porto,unclassified,True,False,31.192999999999998,"LINESTRING (12.2912143 45.6532529, 12.2912452 45.6531739, 12.2912985 45.6529788)",,1,,,,,
163124786,Via Ernesto Calzavara,residential,False,True,12.331,"LINESTRING (12.2913554 45.6532022, 12.2912143 45.6532529)",,,,,,,4
133377381,,unclassified,True,False,19.677,"LINESTRING (12.2913554 45.6532022, 12.2913816 45.653226, 12.2914322 45.6532532, 12.291503 45.6532748, 12.2915688 45.6532896)",,,,,,,
"[133290305, 73469860, 73469870, 131611662, 27755774]",Treviso Mare,primary,False,False,414.04200000000003,"LINESTRING (12.2928667 45.6528931, 12.2941818 45.6524554, 12.2950854 45.6521583, 12.2952566 45.6521063, 12.2963626 45.6517549, 12.297701 45.6513296)",,2,SR89,70,yes,,
136834621,Treviso Mare,trunk,True,False,110.125,"LINESTRING (12.2915688 45.6532896, 12.2922428 45.6530708, 12.2928667 45.6528931)",,1,SR89,70,,,
18457717,Via del Porto,unclassified,True,False,17.662,"LINESTRING (12.291178 45.6534097, 12.2912143 45.6532529)",,1,,,,,
136834621,Treviso Mare,trunk,True,False,33.184,"LINESTRING (12.291178 45.6534097, 12.291465 45.6533233, 12.2915688 45.6532896)",,1,SR89,70,,,
