osmid,highway,junction,oneway,reversed,length,geometry,name,lanes,maxspeed,access,tunnel
480740772,tertiary,,True,False,17.0,"LINESTRING (9.3944884 44.2748738, 9.3944813 44.274721)",Lungomare Giovanni Descalzo,,,,
27925530,residential,,False,True,39.493,"LINESTRING (9.3949453 44.2750121, 9.3944884 44.2748738)",,,,,
27925674,residential,,False,True,114.521,"LINESTRING (9.3944477 44.2735001, 9.395131 44.273465, 9.3958824 44.2734263)",Via Martiri della Libertà,,,,
1012864554,tertiary,,False,False,95.73599999999999,"LINESTRING (9.3944477 44.2735001, 9.3943305 44.2727079, 9.3943228 44.2726438)",Via Vittorio Veneto,2,,,
1012864555,tertiary,,True,False,130.612,"LINESTRING (9.3944477 44.2735001, 9.3944893 44.2736759, 9.3945418 44.2739296, 9.3945455 44.2745759, 9.3945457 44.2746061, 9.3945828 44.2746636)",Viale Vittorio Veneto,,,,
480740772,tertiary,,True,False,61.524,"LINESTRING (9.3941535 44.2759276, 9.3941731 44.2758961, 9.394421 44.2754086)",Lungomare Giovanni Descalzo,,,,
480740772,tertiary,,True,False,59.709,"LINESTRING (9.394421 44.2754086, 9.3944884 44.2748738)",Lungomare Giovanni Descalzo,,,,
24554008,unclassified,,False,True,171.53799999999998,"LINESTRING (9.395887 44.2744295, 9.3959679 44.2744727, 9.3960833 44.2745965, 9.3964421 44.2749938, 9.396473 44.2750265, 9.3965383 44.2750985, 9.3970694 44.2756842, 9.3970883 44.275705)",Viale Roma,2,,,
33992726,primary,,False,True,38.429,"LINESTRING (9.395887 44.2744295, 9.3958052 44.2745426, 9.3956575 44.2747335)",Viale Giuseppe Mazzini,2,50,,
645174696,primary,,False,False,54.919000000000004,"LINESTRING (9.395887 44.2744295, 9.3961704 44.2740556, 9.396216 44.2739954)",Viale Giuseppe Mazzini,2,50,,
27925625,residential,,True,False,131.555,"LINESTRING (9.4002185 44.2729393, 9.4013437 44.2737008, 9.4014193 44.273752)",Via Costantino Raffo,,30,,
235964755,residential,,True,False,41.404,"LINESTRING (9.4014193 44.273752, 9.4013948 44.2739776, 9.4013882 44.2740538, 9.4013821 44.2741234)",Viale Dante,,30,,
27925628,unclassified,,False,False,224.3,"LINESTRING (9.4007828 44.2744689, 9.3997183 44.2744606, 9.3994887 44.2744506, 9.3989263 44.2743875, 9.3980772 44.2742745, 9.3979895 44.2742608)",Largo Giovanni Masi,,,,
24554295,unclassified,,False,False,34.02,"LINESTRING (9.3979895 44.2742608, 9.3980904 44.2739635)",Via Eraldo Fico,,,,
24554295,unclassified,,False,True,143.869,"LINESTRING (9.3979895 44.2742608, 9.3979674 44.2743318, 9.3978078 44.2747913, 9.3977983 44.2748187, 9.3977843 44.2748576, 9.3975609 44.2755177)",Via Eraldo Fico,,,,
27925628,unclassified,,False,True,224.3,"LINESTRING (9.3979895 44.2742608, 9.3980772 44.2742745, 9.3989263 44.2743875, 9.3994887 44.2744506, 9.3997183 44.2744606, 9.4007828 44.2744689)",Largo Giovanni Masi,,,,
546981115,unclassified,,False,False,144.252,"LINESTRING (9.3979895 44.2742608, 9.3978972 44.2742472, 9.3969727 44.2741093, 9.3962958 44.2740083, 9.396216 44.2739954)",Largo Rosa Oberti,,,,
521216050,primary,,False,False,44.267,"LINESTRING (9.396216 44.2739954, 9.3962552 44.2739427, 9.3964773 44.273644)",Viale Giuseppe Mazzini,2,50,,
546981115,unclassified,,False,True,144.252,"LINESTRING (9.396216 44.2739954, 9.3962958 44.2740083, 9.3969727 44.2741093, 9.3978972 44.2742472, 9.3979895 44.2742608)",Largo Rosa Oberti,,,,
645174696,primary,,False,True,54.919000000000004,"LINESTRING (9.396216 44.2739954, 9.3961704 44.2740556, 9.395887 44.2744295)",Viale Giuseppe Mazzini,2,50,,
"[537903099, 27925629, 537903102]",residential,,True,False,133.255,"LINESTRING (9.3964773 44.273644, 9.3965608 44.2736617, 9.397862 44.2739193, 9.3980365 44.2739531, 9.3980904 44.2739635)",Via privata Sertorio,,,,building_passage
521216050,primary,,False,False,64.131,"LINESTRING (9.3964773 44.273644, 9.3967637 44.2732587, 9.3968558 44.2731349)",Viale Giuseppe Mazzini,2,50,,
521216050,primary,,False,True,44.267,"LINESTRING (9.3964773 44.273644, 9.3962552 44.2739427, 9.396216 44.2739954)",Viale Giuseppe Mazzini,2,50,,
27925633,primary,roundabout,True,False,12.544,"LINESTRING (9.3967883 44.273011, 9.3968091 44.2729871, 9.3968389 44.2729686, 9.3968749 44.2729573, 9.3969141 44.272954)",,2,50,,
"[1209479981, 27925645]",tertiary,,False,True,200.55200000000002,"LINESTRING (9.3967883 44.273011, 9.3966387 44.2729809, 9.3957214 44.2728484, 9.3944712 44.2726594, 9.3943228 44.2726438)",Via Venti Settembre,,,,
"[24554168, 27925683]",residential,,True,False,212.75399999999996,"LINESTRING (9.3969141 44.272954, 9.3969126 44.2728519, 9.3968938 44.272785, 9.3962785 44.2723296, 9.3957929 44.2718058, 9.3957386 44.2717187, 9.3957783 44.271701, 9.3960359 44.2716597, 9.3962592 44.2716901)","['Largo Colombo', 'Viale Dante']",,,,
27925633,primary,roundabout,True,False,7.04,"LINESTRING (9.3969141 44.272954, 9.3969574 44.2729604, 9.3969953 44.2729767)",,2,50,,
27925633,primary,roundabout,True,False,10.195,"LINESTRING (9.3969953 44.2729767, 9.3970228 44.273, 9.3970385 44.2730285, 9.3970407 44.273059)",,2,50,,
235964753,primary,,False,True,93.042,"LINESTRING (9.3969953 44.2729767, 9.3971419 44.2728499, 9.3974669 44.2726614, 9.3975165 44.2726326, 9.3979021 44.2724575)",Via Vincenzo Fascie,2,50,,
27925633,primary,roundabout,True,False,16.336000000000002,"LINESTRING (9.3968558 44.2731349, 9.3968213 44.2731189, 9.3967954 44.2730961, 9.3967805 44.2730688, 9.3967781 44.2730394, 9.3967883 44.273011)",,2,50,,
521216050,primary,,False,True,64.131,"LINESTRING (9.3968558 44.2731349, 9.3967637 44.2732587, 9.3964773 44.273644)",Viale Giuseppe Mazzini,2,50,,
27925633,primary,roundabout,True,False,19.660999999999998,"LINESTRING (9.3970407 44.273059, 9.3970298 44.2730874, 9.3970072 44.2731121, 9.3969751 44.2731305, 9.3969366 44.273141, 9.3968955 44.2731425, 9.3968558 44.2731349)",,2,50,,
27925649,tertiary,roundabout,True,False,15.829,"LINESTRING (9.3920404 44.2696737, 9.3920179 44.2696861, 9.3919915 44.2696936, 9.3919632 44.2696955, 9.3919352 44.2696919, 9.3919098 44.2696828, 9.3918888 44.2696691, 9.391874 44.2696518)",Piazza Giacomo Matteotti,,,,
193294978,tertiary,,False,False,122.559,"LINESTRING (9.3920404 44.2696737, 9.3921297 44.2697319, 9.3922068 44.2697921, 9.3927588 44.2703053, 9.3930114 44.2705272)",Viale Rimembranza,2,,,
27925649,tertiary,roundabout,True,False,21.29,"LINESTRING (9.391874 44.2696518, 9.3918658 44.2696286, 9.3918685 44.2696047, 9.3918819 44.2695828, 9.3919044 44.2695651, 9.3919337 44.2695536, 9.3919666 44.2695494, 9.3919997 44.2695532, 9.3920292 44.2695643)",Piazza Giacomo Matteotti,,,,
27925649,tertiary,roundabout,True,False,13.727,"LINESTRING (9.3920292 44.2695643, 9.3920528 44.2695824, 9.3920666 44.269605, 9.3920691 44.2696296, 9.39206 44.2696534, 9.3920404 44.2696737)",Piazza Giacomo Matteotti,,,,
27925656,residential,,False,True,21.554000000000002,"LINESTRING (9.3920292 44.2695643, 9.3920618 44.2695315, 9.3920733 44.2695217, 9.3921865 44.2694066)",Piazza Giacomo Matteotti,,,,
27925656,residential,,False,False,21.554,"LINESTRING (9.3921865 44.2694066, 9.3920733 44.2695217, 9.3920618 44.2695315, 9.3920292 44.2695643)",Piazza Giacomo Matteotti,,,,
59283062,residential,,False,False,51.321,"LINESTRING (9.3921865 44.2694066, 9.3924128 44.2695421, 9.3926674 44.2696778, 9.3926923 44.2696924)",Piazza Giacomo Matteotti,,,,
235964757,residential,,False,False,154.445,"LINESTRING (9.3997874 44.2705485, 9.3998768 44.2704725, 9.4010048 44.2694672)",Via Val di Canepa,,,,
235964758,residential,,False,False,169.207,"LINESTRING (9.3997874 44.2705485, 9.3999039 44.2705601, 9.4001552 44.270585, 9.4003858 44.2705896, 9.4010626 44.2705488, 9.401523 44.2705338, 9.4019057 44.2705219)",,,,,
360576965,residential,,False,True,209.34799999999998,"LINESTRING (9.3997874 44.2705485, 9.3997082 44.270532, 9.3995599 44.2704854, 9.3989173 44.2704279, 9.398035 44.2703373, 9.3973726 44.2702377, 9.3972107 44.2702726)",Via della Chiusa,,,,
27925672,residential,,False,False,68.165,"LINESTRING (9.3972107 44.2702726, 9.3972108 44.2703515, 9.3972044 44.2708215, 9.3972045 44.2708856)",Via Unione Sovietica,,,,
360576965,residential,,False,False,209.34799999999998,"LINESTRING (9.3972107 44.2702726, 9.3973726 44.2702377, 9.398035 44.2703373, 9.3989173 44.2704279, 9.3995599 44.2704854, 9.3997082 44.270532, 9.3997874 44.2705485)",Via della Chiusa,,,,
360576965,residential,,False,True,77.903,"LINESTRING (9.3972107 44.2702726, 9.3970967 44.2702895, 9.3962648 44.2704512)",Via della Chiusa,,,,
27925672,residential,,False,False,33.458999999999996,"LINESTRING (9.3972045 44.2708856, 9.397204 44.2709425, 9.3972025 44.271122, 9.397202 44.2711865)",Via Unione Sovietica,,,,
27925672,residential,,False,True,68.165,"LINESTRING (9.3972045 44.2708856, 9.3972044 44.2708215, 9.3972108 44.2703515, 9.3972107 44.2702726)",Via Unione Sovietica,,,,
188728887,residential,,False,False,193.868,"LINESTRING (9.4010048 44.2694672, 9.400747 44.2693542, 9.4001436 44.2688214, 9.4002356 44.2687555, 9.400389 44.2687372, 9.400476 44.2686767, 9.400522 44.2685486, 9.4004555 44.2685046, 9.4004044 44.2685138, 9.4002714 44.2685834, 9.4002024 44.2685614, 9.4000515 44.268468)",,,,,
235964757,residential,,False,True,154.445,"LINESTRING (9.4010048 44.2694672, 9.3998768 44.2704725, 9.3997874 44.2705485)",Via Val di Canepa,,,,
27925674,residential,,False,False,114.521,"LINESTRING (9.3958824 44.2734263, 9.395131 44.273465, 9.3944477 44.2735001)",Via Martiri della Libertà,,,,
188389116,unclassified,,True,False,75.3,"LINESTRING (9.3979021 44.2724575, 9.3980011 44.2725356, 9.3984062 44.2729581, 9.3984799 44.272985)",Via Caduti Partigiani,,,,
235964753,primary,,False,False,93.042,"LINESTRING (9.3979021 44.2724575, 9.3975165 44.2726326, 9.3974669 44.2726614, 9.3971419 44.2728499, 9.3969953 44.2729767)",Via Vincenzo Fascie,2,50,,
235964753,primary,,False,True,61.632,"LINESTRING (9.3979021 44.2724575, 9.3979234 44.2724503, 9.3983055 44.2723202, 9.3984491 44.2722789, 9.3986039 44.2722241)",Via Vincenzo Fascie,2,50,,
27925685,residential,,True,False,54.85699999999999,"LINESTRING (9.399244 44.2720682, 9.3991707 44.2720038, 9.3991472 44.2719879, 9.3990246 44.2719089, 9.3988189 44.2717763, 9.3987454 44.2717289)",Piazza della Repubblica,,,,
235964753,primary,,False,False,53.857,"LINESTRING (9.399244 44.2720682, 9.3991218 44.2720918, 9.3986039 44.2722241)",Via Vincenzo Fascie,2,50,,
235964754,residential,,True,False,19.094,"LINESTRING (9.399244 44.2720682, 9.3993233 44.2721315, 9.3994076 44.2721937)",PIazza della Repubblica,,,,
235964753,primary,,False,False,61.632,"LINESTRING (9.3986039 44.2722241, 9.3984491 44.2722789, 9.3983055 44.2723202, 9.3979234 44.2724503, 9.3979021 44.2724575)",Via Vincenzo Fascie,2,50,,
235964753,primary,,False,True,53.857,"LINESTRING (9.3986039 44.2722241, 9.3991218 44.2720918, 9.399244 44.2720682)",Via Vincenzo Fascie,2,50,,
27925668,residential,,True,False,157.34,"LINESTRING (9.3987454 44.2717289, 9.3987558 44.2716124, 9.3987877 44.2715441, 9.3994762 44.2708617, 9.3996919 44.2706446, 9.3997874 44.2705485)",Via Val di Canepa,,,,
235964756,residential,,True,False,41.358000000000004,"LINESTRING (9.3987454 44.2717289, 9.3986579 44.2720541, 9.3986515 44.2720946)",Piazza della Repubblica,,,,
235964756,residential,,True,False,14.89,"LINESTRING (9.3986515 44.2720946, 9.3986039 44.2722241)",Piazza della Repubblica,,,,
235964755,residential,,True,False,12.612,"LINESTRING (9.3994076 44.2721937, 9.3995634 44.2722142)",Viale Dante,,30,,
24554295,unclassified,,False,False,35.191,"LINESTRING (9.3983259 44.2732815, 9.3983472 44.2732304, 9.3984799 44.272985)",Via Eraldo Fico,,,,
24554295,unclassified,,False,True,78.125,"LINESTRING (9.3983259 44.2732815, 9.3983021 44.2733397, 9.3980904 44.2739635)",Via Eraldo Fico,,,,
213501269,tertiary,,True,False,105.34899999999999,"LINESTRING (9.3983259 44.2732815, 9.3982268 44.2732622, 9.3974056 44.2731056, 9.3970407 44.273059)",Via Nazionale,,30,,
118205499,residential,,True,False,34.044,"LINESTRING (9.4013303 44.2724957, 9.4017496 44.2725557)",,,,,
235964755,residential,,True,False,28.742,"LINESTRING (9.4013303 44.2724957, 9.4014531 44.2726111, 9.4014835 44.2727224)",Viale Dante,,30,,
213501269,tertiary,,True,False,52.597,"LINESTRING (9.4013821 44.2741234, 9.4012094 44.2740778, 9.4007657 44.2739533)",Via Nazionale,,30,,
213501269,tertiary,,True,False,89.498,"LINESTRING (9.4007657 44.2739533, 9.3997095 44.2736778)",Via Nazionale,,30,,
"[188389112, 118205492, 118205502]",residential,,True,False,57.646,"LINESTRING (9.4007657 44.2739533, 9.4007428 44.2740232, 9.4007541 44.2741567, 9.4007828 44.2744689)",,,,,yes
24554295,unclassified,,False,False,5.532,"LINESTRING (9.3984799 44.272985, 9.3985046 44.2729385)",Via Eraldo Fico,,,,
24554295,unclassified,,False,True,35.191,"LINESTRING (9.3984799 44.272985, 9.3983472 44.2732304, 9.3983259 44.2732815)",Via Eraldo Fico,,,,
188389114,unclassified,,False,True,120.474,"LINESTRING (9.3999161 44.2733274, 9.3998653 44.2733081, 9.3986044 44.2729718, 9.3985046 44.2729385)",Via Unità d'Italia,,30,,
196697895,residential,,True,False,49.885000000000005,"LINESTRING (9.3999161 44.2733274, 9.3999645 44.2732653, 9.400131 44.2730028, 9.4002185 44.2729393)",Via Traversaro,,30,,
"[559700656, 188389117, 559805502]",residential,,False,"[False, True]",154.09500000000003,"LINESTRING (9.396462 44.2743263, 9.3965211 44.274417, 9.3965419 44.2745173, 9.3965492 44.2746607, 9.3968605 44.2747113, 9.3973204 44.2747536, 9.3977769 44.274821, 9.397805 44.274825, 9.3977642 44.2749476)","['Via Urso de Segestro', 'Via Bologna']",,,,
1012864553,tertiary,,True,False,5.192,"LINESTRING (9.3944813 44.274721, 9.3944761 44.2747064, 9.3944775 44.2746914, 9.3944868 44.2746762)",Viale Vittorio Veneto,,,,
33992726,primary,,False,False,38.429,"LINESTRING (9.3956575 44.2747335, 9.3958052 44.2745426, 9.395887 44.2744295)",Viale Giuseppe Mazzini,2,50,,
33992726,primary,,False,True,111.78,"LINESTRING (9.3956575 44.2747335, 9.3950429 44.2755677, 9.3950026 44.2756227)",Viale Giuseppe Mazzini,2,50,,
531930523,unclassified,,True,False,10.954,"LINESTRING (9.3975609 44.2755177, 9.3975469 44.2756157)",Via Eraldo Fico,,,,
24554295,unclassified,,False,False,143.869,"LINESTRING (9.3975609 44.2755177, 9.3977843 44.2748576, 9.3977983 44.2748187, 9.3978078 44.2747913, 9.3979674 44.2743318, 9.3979895 44.2742608)",Via Eraldo Fico,,,,
33992726,primary,,False,False,111.78,"LINESTRING (9.3950026 44.2756227, 9.3950429 44.2755677, 9.3956575 44.2747335)",Viale Giuseppe Mazzini,2,50,,
188389115,unclassified,,True,False,52.065999999999995,"LINESTRING (9.3950026 44.2756227, 9.3949165 44.275591, 9.394471 44.275427, 9.394421 44.2754086)",Via Milano,,,,
188389120,unclassified,,True,False,33.006,"LINESTRING (9.3950026 44.2756227, 9.3950911 44.2756328, 9.395416 44.2756285)",Via olive di stanghe,,,,
188728887,residential,,False,True,193.868,"LINESTRING (9.4000515 44.268468, 9.4002024 44.2685614, 9.4002714 44.2685834, 9.4004044 44.2685138, 9.4004555 44.2685046, 9.400522 44.2685486, 9.400476 44.2686767, 9.400389 44.2687372, 9.4002356 44.2687555, 9.4001436 44.2688214, 9.400747 44.2693542, 9.4010048 44.2694672)",,,,,
188728905,residential,,False,False,48.803000000000004,"LINESTRING (9.3962648 44.2704512, 9.3962646 44.27049, 9.396263 44.2708331, 9.3962628 44.2708901)",Via Stati Uniti,,,,
360576965,residential,,False,False,77.903,"LINESTRING (9.3962648 44.2704512, 9.3970967 44.2702895, 9.3972107 44.2702726)",Via della Chiusa,,,,
360576965,residential,,False,True,30.69,"LINESTRING (9.3962648 44.2704512, 9.396172 44.2704692, 9.3958948 44.2705285)",Via della Chiusa,,,,
235964758,residential,,False,True,169.207,"LINESTRING (9.4019057 44.2705219, 9.401523 44.2705338, 9.4010626 44.2705488, 9.4003858 44.2705896, 9.4001552 44.270585, 9.3999039 44.2705601, 9.3997874 44.2705485)",,,,,
188728901,residential,,True,False,74.98199999999999,"LINESTRING (9.3962628 44.2708901, 9.3963486 44.2708898, 9.3971045 44.2708859, 9.3971733 44.270886, 9.3972045 44.2708856)",Piazza Aldo Moro,,,,
188728905,residential,,False,False,32.825,"LINESTRING (9.3962628 44.2708901, 9.3962625 44.2709444, 9.3962617 44.2711182, 9.3962614 44.2711853)",Via Stati Uniti,,,,
188728905,residential,,False,True,48.803000000000004,"LINESTRING (9.3962628 44.2708901, 9.396263 44.2708331, 9.3962646 44.27049, 9.3962648 44.2704512)",Via Stati Uniti,,,,
188728905,residential,,False,False,56.131,"LINESTRING (9.3962614 44.2711853, 9.396261 44.2712733, 9.3962593 44.2716601, 9.3962592 44.2716901)",Via Stati Uniti,,,,
188728905,residential,,False,True,32.825,"LINESTRING (9.3962614 44.2711853, 9.3962617 44.2711182, 9.3962625 44.2709444, 9.3962628 44.2708901)",Via Stati Uniti,,,,
27925672,residential,,False,False,70.678,"LINESTRING (9.397202 44.2711865, 9.3972005 44.2712268, 9.3971798 44.2717953, 9.3971788 44.2718219)",Via Unione Sovietica,,,,
27925672,residential,,False,True,33.459,"LINESTRING (9.397202 44.2711865, 9.3972025 44.271122, 9.397204 44.2709425, 9.3972045 44.2708856)",Via Unione Sovietica,,,,
188728900,residential,,True,False,74.89099999999999,"LINESTRING (9.397202 44.2711865, 9.3971738 44.2711865, 9.3970985 44.2711864, 9.396349 44.2711854, 9.3962614 44.2711853)",Piazza Aldo Moro,,,,
27925683,residential,,True,False,74.671,"LINESTRING (9.3962592 44.2716901, 9.3963589 44.2717044, 9.3970728 44.2718067, 9.3971788 44.2718219)",Viale Dante,,,,
188728905,residential,,False,True,56.131,"LINESTRING (9.3962592 44.2716901, 9.3962593 44.2716601, 9.396261 44.2712733, 9.3962614 44.2711853)",Via Stati Uniti,,,,
27925672,residential,,False,True,70.678,"LINESTRING (9.3971788 44.2718219, 9.3971798 44.2717953, 9.3972005 44.2712268, 9.397202 44.2711865)",Via Unione Sovietica,,,,
27925683,residential,,True,False,121.655,"LINESTRING (9.3971788 44.2718219, 9.3976557 44.2718902, 9.3982468 44.2719748, 9.3984879 44.2720567, 9.3986515 44.2720946)",Viale Dante,,,,
196697896,residential,,False,False,68.263,"LINESTRING (9.3995205 44.2742766, 9.3997095 44.2736778)",Vico Gromolo,,,,
27925625,residential,,True,False,107.345,"LINESTRING (9.3995634 44.2722142, 9.3995369 44.2722792, 9.3994824 44.272413, 9.3994884 44.2724568, 9.3995173 44.2724968, 9.4001755 44.2729118, 9.4002185 44.2729393)",Via Costantino Raffo,,30,,
235964755,residential,,True,False,144.12,"LINESTRING (9.3995634 44.2722142, 9.3996365 44.2722255, 9.3997914 44.2722496, 9.4000533 44.2722903, 9.4012357 44.2724805, 9.4013303 44.2724957)",Viale Dante,,30,,
245334815,residential,,True,False,29.310000000000002,"LINESTRING (9.4017496 44.2725557, 9.4016237 44.2725894, 9.4015433 44.2726528, 9.4014835 44.2727224)",,,,,
235964755,residential,,True,False,114.60600000000001,"LINESTRING (9.4014835 44.2727224, 9.4014638 44.27314, 9.4014193 44.273752)",Viale Dante,,30,,
360576965,residential,,False,False,30.69,"LINESTRING (9.3958948 44.2705285, 9.396172 44.2704692, 9.3962648 44.2704512)",Via della Chiusa,,,,
559809228,residential,,False,False,75.435,"LINESTRING (9.3984718 44.2753547, 9.3982019 44.2754686, 9.3976682 44.2757139)",,,,,
27925630,unclassified,,True,False,4.548,"LINESTRING (9.3976682 44.2757139, 9.397698 44.2757488)",,,,,
559809228,residential,,False,True,75.435,"LINESTRING (9.3976682 44.2757139, 9.3982019 44.2754686, 9.3984718 44.2753547)",,,,,
559715698,residential,,False,False,52.034,"LINESTRING (9.397698 44.2757488, 9.3982584 44.275508)",Via Bologna,,,,
27925630,unclassified,,True,False,25.188000000000002,"LINESTRING (9.3968537 44.2759434, 9.3970597 44.2758448, 9.3971167 44.2758175)",,,,,
531930529,unclassified,,True,False,31.103,"LINESTRING (9.3968537 44.2759434, 9.3968267 44.2758659, 9.397002 44.2757797, 9.3970568 44.2757528)",,,,psv,
531930525,unclassified,roundabout,True,False,9.168,"LINESTRING (9.3971167 44.2758175, 9.3970918 44.2758072, 9.3970723 44.275792, 9.3970603 44.2757733, 9.3970568 44.2757528)",,,,,
531930525,unclassified,roundabout,True,False,8.722999999999999,"LINESTRING (9.397188 44.275694, 9.3972111 44.2757045, 9.397229 44.2757194, 9.39724 44.2757373, 9.3972434 44.2757568)",,,,,
531930527,unclassified,,True,False,35.577,"LINESTRING (9.397188 44.275694, 9.3972292 44.2756745, 9.3975609 44.2755177)",,,,,
531930525,unclassified,roundabout,True,False,6.024000000000001,"LINESTRING (9.3970568 44.2757528, 9.3970611 44.275735, 9.3970718 44.2757187, 9.3970883 44.275705)",,,,,
24554008,unclassified,,False,False,171.538,"LINESTRING (9.3970883 44.275705, 9.3970694 44.2756842, 9.3965383 44.2750985, 9.396473 44.2750265, 9.3964421 44.2749938, 9.3960833 44.2745965, 9.3959679 44.2744727, 9.395887 44.2744295)",Viale Roma,2,,,
531930525,unclassified,roundabout,True,False,8.456999999999999,"LINESTRING (9.3970883 44.275705, 9.3971105 44.2756946, 9.3971359 44.275689, 9.3971624 44.2756888, 9.397188 44.275694)",,,,,
24554295,unclassified,,False,True,34.02,"LINESTRING (9.3980904 44.2739635, 9.3979895 44.2742608)",Via Eraldo Fico,,,,
24554295,unclassified,,False,False,78.125,"LINESTRING (9.3980904 44.2739635, 9.3983021 44.2733397, 9.3983259 44.2732815)",Via Eraldo Fico,,,,
559715698,residential,,False,True,28.204,"LINESTRING (9.3991547 44.2751698, 9.3988286 44.2752689)",Via Bologna,,,,
559715698,residential,,False,False,26.277,"LINESTRING (9.3982584 44.275508, 9.3985414 44.2753864)",Via Bologna,,,,
559715698,residential,,False,True,52.034,"LINESTRING (9.3982584 44.275508, 9.397698 44.2757488)",Via Bologna,,,,
559805499,residential,,False,True,23.286,"LINESTRING (9.3982584 44.275508, 9.3982818 44.2754826, 9.3982933 44.2754556, 9.3982933 44.2754172, 9.3982893 44.2753855, 9.3982691 44.2753511, 9.3982188 44.2753272)",,,,,
559805500,residential,,False,False,26.514,"LINESTRING (9.3982188 44.2753272, 9.3985414 44.2753864)",,,,,
559805500,residential,,False,True,3.573,"LINESTRING (9.3982188 44.2753272, 9.3981753 44.2753193)",,,,,
559805499,residential,,False,False,23.285999999999998,"LINESTRING (9.3982188 44.2753272, 9.3982691 44.2753511, 9.3982893 44.2753855, 9.3982933 44.2754172, 9.3982933 44.2754556, 9.3982818 44.2754826, 9.3982584 44.275508)",,,,,
559715698,residential,,False,True,26.277,"LINESTRING (9.3985414 44.2753864, 9.3982584 44.275508)",Via Bologna,,,,
