osmid,name,highway,oneway,reversed,length,lanes,maxspeed,access,geometry,junction
160898414,,unclassified,True,False,38.92,,,,"LINESTRING (10.7697483 43.8818111, 10.769814 43.8817844, 10.7698836 43.8817589, 10.7699604 43.8817352, 10.7700063 43.8817149, 10.7700285 43.8817025, 10.7700457 43.8816866, 10.770052 43.8816744, 10.7700531 43.8816558, 10.7700511 43.8816327, 10.7700444 43.8816107, 10.7700334 43.8815895)",
"[342751882, 342751884]",Via Daniele Manin,secondary,False,True,28.229,2,50,yes,"LINESTRING (10.7697483 43.8818111, 10.7700262 43.8817583, 10.7700889 43.8817464)",
342751884,,secondary,False,True,4.946,2,50,yes,"LINESTRING (10.7704672 43.8816766, 10.770527 43.8816656)",
342751884,,secondary,False,False,31.297000000000004,2,50,yes,"LINESTRING (10.7704672 43.8816766, 10.7703372 43.8817006, 10.7700889 43.8817464)",
1161277842,Piazza Antonio Gramsci,unclassified,True,False,37.157000000000004,,,,"LINESTRING (10.7704672 43.8816766, 10.7703412 43.8816617, 10.7702018 43.881654, 10.7701468 43.8816454, 10.7700945 43.8816308, 10.7700334 43.8815895)",
"[1161277842, 160898410]","['Piazza Antonio Gramsci', 'Via Marruota']",unclassified,True,False,81.42099999999999,,,,"LINESTRING (10.7700334 43.8815895, 10.7700046 43.8815701, 10.7699877 43.8815358, 10.769909 43.8813858, 10.7697957 43.8811497, 10.769679 43.8809066)",
"[160915376, 136538687]","['Via Milazzo', 'Via Col di Lana']",residential,False,"[False, True]",127.17399999999999,,,,"LINESTRING (10.7731918 43.8806927, 10.7721493 43.8808805, 10.7720371 43.8805203)",
184758464,Via del Salsero,unclassified,True,False,52.382999999999996,,,,"LINESTRING (10.7731918 43.8806927, 10.7732309 43.88084, 10.7733242 43.881154)",
160934297,Via dell'Oleandro,residential,False,False,49.944,,,,"LINESTRING (10.7743674 43.8816036, 10.7748802 43.8813484)",
160934294,Via Curtatone e Montanara,residential,False,False,63.158,,,,"LINESTRING (10.7756047 43.8837435, 10.7755298 43.8835221, 10.7754274 43.8831901)",
40713463,Viale Alessandro Bicchierai,residential,True,False,9.304,1,50,yes,"LINESTRING (10.7752993 43.8811399, 10.7753273 43.8812211)",
160934297,Via dell'Oleandro,residential,False,True,40.814,,,,"LINESTRING (10.7752993 43.8811399, 10.7752338 43.8811725, 10.7748802 43.8813484)",
160934297,Via dell'Oleandro,residential,False,True,49.944,,,,"LINESTRING (10.7748802 43.8813484, 10.7743674 43.8816036)",
160934298,Vicolo Imperia,residential,False,False,41.446,,,,"LINESTRING (10.7748802 43.8813484, 10.7746007 43.8810348)",
160934297,Via dell'Oleandro,residential,False,False,40.814,,,,"LINESTRING (10.7748802 43.8813484, 10.7752338 43.8811725, 10.7752993 43.8811399)",
37574006,Corso Roma,residential,True,False,58.335,,,yes,"LINESTRING (10.7661823 43.8851333, 10.7668567 43.8849359)",
198044519,Via Ezio Cosimini,unclassified,True,False,113.927,,,yes,"LINESTRING (10.7661823 43.8851333, 10.7657266 43.8841628)",
46135494,Via Carlo Rosselli,unclassified,True,False,59.527,,,yes,"LINESTRING (10.7715616 43.8859819, 10.7708574 43.8861522)",
161683568,Via Pacinotti,residential,True,False,76.029,,,yes,"LINESTRING (10.7715616 43.8859819, 10.771256 43.8853346)",
184984043,Viale Giovanni Amendola,unclassified,True,False,61.071,,,yes,"LINESTRING (10.771256 43.8853346, 10.7716267 43.8852452, 10.7718476 43.885192, 10.7719477 43.8851233)",
186597877,Largo John Fitzgerald Kennedy,residential,False,True,37.844,,,,"LINESTRING (10.7756117 43.8808144, 10.775667 43.8811524)",
294696712,Corso Giacomo Matteotti,secondary,False,False,8.874,2,50,yes,"LINESTRING (10.7756117 43.8808144, 10.775502 43.8808252)",
294696712,Corso Giacomo Matteotti,secondary,False,True,52.399,2,50,yes,"LINESTRING (10.7756117 43.8808144, 10.7762598 43.8807524)",
186597877,Largo John Fitzgerald Kennedy,residential,False,False,37.844,,,,"LINESTRING (10.775667 43.8811524, 10.7756117 43.8808144)",
41731672,Via Gorizia,residential,True,False,28.278,,,,"LINESTRING (10.775667 43.8811524, 10.7755886 43.8811682, 10.7753273 43.8812211)",
40713516,,unclassified,False,True,39.235,,,,"LINESTRING (10.7677044 43.8872009, 10.7678556 43.8875365)",
198044523,,residential,True,False,30.469,,,,"LINESTRING (10.7677044 43.8872009, 10.7676348 43.8870298, 10.7675663 43.8869478)",
242357387,,residential,False,True,38.553,,,,"LINESTRING (10.7676102 43.8818619, 10.7677689 43.8821892)",
160470453,Via Isonzo,residential,False,True,47.291,,,,"LINESTRING (10.7759364 43.8794683, 10.7759364 43.8798936)",
160470453,Via Isonzo,residential,False,False,52.125,,,,"LINESTRING (10.7759364 43.8794683, 10.7759343 43.879193, 10.7762025 43.8792007)",
243967554,Via Isonzo,living_street,False,False,41.522,,,,"LINESTRING (10.7759364 43.8794683, 10.7761102 43.8794761, 10.7761155 43.8795728, 10.7761853 43.8795767, 10.7761933 43.8796772)",
243967554,Via Isonzo,living_street,False,True,41.522,,,,"LINESTRING (10.7761933 43.8796772, 10.7761853 43.8795767, 10.7761155 43.8795728, 10.7761102 43.8794761, 10.7759364 43.8794683)",
329719375,Via Napoleone Melani,residential,True,False,111.571,,,yes,"LINESTRING (10.7649464 43.8843801, 10.7653977 43.8853293)",
40713501,Via Giuseppe Mazzini,residential,True,False,2.312,,,yes,"LINESTRING (10.7671407 43.8837689, 10.7671138 43.8837764)",
40740342,Via San Martino,residential,True,False,25.206,,,yes,"LINESTRING (10.7723876 43.8835046, 10.7721581 43.8836596)",
485525441,Piazza Massimo D'Azeglio,residential,True,False,40.916,,,,"LINESTRING (10.7723876 43.8835046, 10.772383 43.8835689, 10.7723954 43.8836314, 10.772429 43.8837028, 10.7725901 43.8838201)",
143448151,Via Magenta,residential,False,False,95.752,,,yes,"LINESTRING (10.7725901 43.8838201, 10.7726742 43.883803, 10.7737719 43.8836977)",
485525441,Piazza Massimo D'Azeglio,residential,True,False,49.966,,,,"LINESTRING (10.7725901 43.8838201, 10.7724874 43.8839018, 10.7721581 43.8836596)",
"[40739984, 816583894, 40740342]","['Viale Giuseppe Verdi', 'Via San Martino']",residential,True,False,38.03,,,yes,"LINESTRING (10.7721581 43.8836596, 10.772134 43.8836753, 10.7720178 43.8837654, 10.7719118 43.8838375, 10.7720032 43.8838996)",
