osmid,ref,name,highway,width,oneway,reversed,length,geometry,tunnel,lanes,maxspeed,access
"[37027008, 100711290]",,"['Via Galeazzo Alessi', ""Via San Gabriele dell'Addolorata""]",residential,,True,False,303.063,"LINESTRING (12.6175919 43.0698264, 12.6180521 43.0695132, 12.6183104 43.0693356, 12.618454 43.0692369, 12.6185128 43.0691965, 12.6185588 43.0691639, 12.6186008 43.0691343, 12.6186405 43.0691047, 12.6186763 43.069078, 12.618745 43.0690246, 12.6188124 43.0689723, 12.6188731 43.0689228, 12.6189383 43.0688661, 12.6190868 43.0687297, 12.6191045 43.0687111, 12.6191196 43.0686924, 12.6191326 43.0686672, 12.619143 43.0686419, 12.619211 43.0684322, 12.6192674 43.0682327, 12.619328 43.0680182, 12.6193515 43.0679349, 12.6193594 43.0679147, 12.6193681 43.0678979, 12.6193835 43.0678822, 12.6193997 43.0678699, 12.619424 43.0678589, 12.6194578 43.0678488, 12.6194942 43.0678429, 12.6195383 43.0678399, 12.6195792 43.0678409, 12.6196175 43.0678449, 12.619655 43.067852, 12.6196898 43.0678621, 12.6197607 43.0678891)",,,,
100711276,,Via Sermei,residential,,True,False,123.73,"LINESTRING (12.6175919 43.0698264, 12.6175942 43.0698054, 12.6176018 43.0697824, 12.6176108 43.0697674, 12.6176251 43.0697505, 12.6177396 43.0696466, 12.617756 43.0696278, 12.6177677 43.0696063, 12.6177739 43.0695858, 12.6177732 43.0695583, 12.6177684 43.0695327, 12.6177597 43.069505, 12.6177469 43.0694792, 12.6176568 43.0693484, 12.6175972 43.0692308, 12.6175404 43.0691577, 12.6174925 43.0690385, 12.617489 43.0689542, 12.6175258 43.0688699, 12.6175311 43.0688002)",,,,
"[240436297, 500774180, 100711253]",,Via Comune Vecchio,residential,,True,False,145.01999999999998,"LINESTRING (12.6185035 43.0716039, 12.6187369 43.0713487, 12.6189561 43.0710858, 12.6191339 43.0709149, 12.6193176 43.0707907, 12.6194476 43.0707012, 12.6196247 43.0706046)",,,,
"[468494424, 500774181]",,Via Porta Perlici,residential,,True,False,120.484,"LINESTRING (12.6185035 43.0716039, 12.6184831 43.0715918, 12.6184424 43.0715691, 12.6182097 43.0714295, 12.6180238 43.0713192, 12.6178922 43.0712827, 12.6177062 43.0712662, 12.6175773 43.0712189, 12.6173812 43.0711626, 12.6172406 43.0711205, 12.6172211 43.0711037)",,,,
523355478,,Piazza San Rufino,residential,,False,True,7.647,"LINESTRING (12.6172211 43.0711037, 12.6171751 43.0710437)",,,,
43054578,,Via delle Fonti di Mojano,residential,4,False,True,377.3640000000001,"LINESTRING (12.6153396 43.0694813, 12.6153578 43.0694853, 12.6153794 43.0694856, 12.615396 43.0694835, 12.6154229 43.0694753, 12.6154741 43.0694515, 12.6155004 43.0694374, 12.6155345 43.069418, 12.6155571 43.0694045, 12.6155808 43.0693858, 12.6155969 43.0693686, 12.6156128 43.0693493, 12.6156286 43.0693276, 12.6156441 43.0693032, 12.6156587 43.0692739, 12.615671 43.069242, 12.6156769 43.0692228, 12.6156806 43.0692028, 12.6156807 43.0691794, 12.6156787 43.0691553, 12.615672 43.0691194, 12.6156571 43.0690551, 12.615639 43.0689812, 12.6156346 43.0689358, 12.6156493 43.068748, 12.6156701 43.0685746, 12.6157938 43.0682118, 12.6158144 43.0681687, 12.6158491 43.0681125, 12.6161992 43.0677753, 12.6163046 43.0676979, 12.6164175 43.0676541, 12.6167923 43.0675271, 12.6173186 43.0673558, 12.6177604 43.0672136, 12.6179765 43.0671487)",,1,,
43062525,,Piazza del Vescovado,residential,,False,False,25.217000000000002,"LINESTRING (12.6143279 43.0698828, 12.6142202 43.0696876, 12.6142128 43.0696722)",,,,
297347413,,Piazza del Vescovado,residential,,True,False,14.949,"LINESTRING (12.6143279 43.0698828, 12.6143751 43.069902, 12.6144331 43.069987)",,,,
297347416,,Via Santa Agnese,residential,,False,False,4.558,"LINESTRING (12.6144331 43.069987, 12.6143789 43.0699976)",,,,
297347414,,Via Antonio Cristofani,residential,,False,True,4.039,"LINESTRING (12.6143313 43.0700081, 12.6143789 43.0699976)",,,,
43062526,,Piazza del Vescovado,residential,,True,False,14.614,"LINESTRING (12.6143313 43.0700081, 12.6143038 43.0699213, 12.6143279 43.0698828)",,,,
"[1075546984, 34357315, 302473787]",,Via degli Episcopi,"['residential', 'tertiary']",,False,True,22.582,"LINESTRING (12.6091734 43.0744969, 12.6090653 43.0744926, 12.6089998 43.0744817, 12.608929 43.0744646, 12.6089024 43.0744582)",building_passage,,30,
71760026,,Via Nicolini,residential,,True,False,90.864,"LINESTRING (12.6093509 43.0719854, 12.609415 43.0719782, 12.6096699 43.0719308, 12.6101394 43.0718073, 12.6104195 43.0717477)",,,,
71760021,,Via degli Ancajani,residential,,True,False,29.676,"LINESTRING (12.6090357 43.0715476, 12.6092136 43.0717807)",,,,
297347415,,Via Borgo San Pietro,residential,,False,True,73.84599999999999,"LINESTRING (12.6090357 43.0715476, 12.6091257 43.0715085, 12.6097748 43.0712261, 12.6098172 43.0712083)",,,,
619859157,,Via Borgo San Pietro,residential,,False,True,71.724,"LINESTRING (12.6105756 43.0708453, 12.6113257 43.070505)",,,,
297347415,,Via Borgo San Pietro,residential,,False,False,73.64999999999999,"LINESTRING (12.6105756 43.0708453, 12.6098928 43.0711727, 12.6098172 43.0712083)",,,,
545684092,,Via Giuseppe Placido Nicolini,residential,,False,False,59.132,"LINESTRING (12.6110675 43.0715179, 12.6107904 43.0716588, 12.6104195 43.0717477)",,,,
619859157,,Via Borgo San Pietro,residential,,False,False,71.724,"LINESTRING (12.6113257 43.070505, 12.6105756 43.0708453)",,,,
619853816,,Via degli Acquedotti,residential,,False,False,223.555,"LINESTRING (12.6181193 43.0689617, 12.618645 43.068588, 12.6186804 43.0685629, 12.6186952 43.0685489, 12.6187051 43.0685359, 12.6187133 43.0685199, 12.6187186 43.0684998, 12.6187459 43.0681363, 12.6187487 43.0681033, 12.6187547 43.0680664, 12.6187647 43.0680314, 12.6187771 43.0680008, 12.6187935 43.0679721, 12.6188064 43.0679534, 12.618887 43.0678491, 12.6190073 43.0677004, 12.6191493 43.067525, 12.6193747 43.0672527)",,,,
619853814,,Via della Selva,residential,,False,False,20.742,"LINESTRING (12.6193747 43.0672527, 12.6193594 43.0672288, 12.6193468 43.0672059, 12.6193315 43.0671824, 12.6193136 43.0671599, 12.6192921 43.0671391, 12.6192679 43.0671192, 12.6192377 43.0670978)",,,,
619853814,,Via della Selva,residential,,False,True,130.02,"LINESTRING (12.6193747 43.0672527, 12.619392 43.0672723, 12.619412 43.0672929, 12.61949 43.0673668, 12.6195037 43.0673873, 12.6195108 43.0674067, 12.6195091 43.0674271, 12.6195009 43.0674465, 12.6193643 43.0676208, 12.6193326 43.0676635, 12.6193076 43.0677003, 12.6192816 43.0677412, 12.619244 43.0678091, 12.6191778 43.0679362, 12.6191641 43.0679665, 12.619153 43.0679957, 12.6191431 43.0680262, 12.619136 43.0680558, 12.6191314 43.0680843, 12.6191293 43.0681136, 12.6191289 43.0681407, 12.6191309 43.0681685, 12.6191389 43.0682213, 12.6191475 43.0682619, 12.6191666 43.0683286)",,,,
619853816,,Via degli Acquedotti,residential,,False,True,223.55500000000004,"LINESTRING (12.6193747 43.0672527, 12.6191493 43.067525, 12.6190073 43.0677004, 12.618887 43.0678491, 12.6188064 43.0679534, 12.6187935 43.0679721, 12.6187771 43.0680008, 12.6187647 43.0680314, 12.6187547 43.0680664, 12.6187487 43.0681033, 12.6187459 43.0681363, 12.6187186 43.0684998, 12.6187133 43.0685199, 12.6187051 43.0685359, 12.6186952 43.0685489, 12.6186804 43.0685629, 12.618645 43.068588, 12.6181193 43.0689617)",,,,
"[37031856, 1152451697, 297345151]",,"['Via Santa Chiara', 'Via Borgo Aretino']",residential,,True,False,234.63500000000002,"LINESTRING (12.6192377 43.0670978, 12.618764 43.0675673, 12.6181684 43.0681618, 12.6176324 43.0686968, 12.6175805 43.0687486, 12.6175311 43.0688002)",building_passage,,30,
43054578,,Via delle Fonti di Mojano,residential,4,False,False,116.795,"LINESTRING (12.6192377 43.0670978, 12.6189215 43.0669039, 12.618834 43.0668819, 12.6186604 43.0669442, 12.618071 43.0671203, 12.6179765 43.0671487)",,1,,
619853814,,Via della Selva,residential,,False,True,20.742,"LINESTRING (12.6192377 43.0670978, 12.6192679 43.0671192, 12.6192921 43.0671391, 12.6193136 43.0671599, 12.6193315 43.0671824, 12.6193468 43.0672059, 12.6193594 43.0672288, 12.6193747 43.0672527)",,,,
297345151,,Via Santa Chiara,residential,,True,False,108.11999999999999,"LINESTRING (12.6175311 43.0688002, 12.6174495 43.0688841, 12.6173644 43.0689718, 12.6170561 43.0693267, 12.6170016 43.0693894, 12.6169351 43.0694659, 12.6168066 43.0696156)",,,,
100998560,,Via Aromatari,residential,,True,False,33.859,"LINESTRING (12.6104195 43.0717477, 12.6101626 43.0715079)",,,,
545684092,,Via Giuseppe Placido Nicolini,residential,,False,True,59.132,"LINESTRING (12.6104195 43.0717477, 12.6107904 43.0716588, 12.6110675 43.0715179)",,,,
297347415,,Via Borgo San Pietro,residential,,False,False,73.846,"LINESTRING (12.6098172 43.0712083, 12.6097748 43.0712261, 12.6091257 43.0715085, 12.6090357 43.0715476)",,,,
297347415,,Via Borgo San Pietro,residential,,False,True,73.64999999999999,"LINESTRING (12.6098172 43.0712083, 12.6098928 43.0711727, 12.6105756 43.0708453)",,,,
100711227,,Via degli Ancajani,residential,,True,False,70.849,"LINESTRING (12.6101626 43.0715079, 12.6108966 43.0711637)",,,,
100998560,,Via Aromatari,residential,,True,False,43.555,"LINESTRING (12.6101626 43.0715079, 12.6098612 43.0712464, 12.6098172 43.0712083)",,,,
100711230,,Via Louis Le Cardonelle,residential,,True,False,43.97,"LINESTRING (12.6108966 43.0711637, 12.6105756 43.0708453)",,,,
"[100711248, 1113384657, 1113384658, 700651474, 621096606, 621096607]",,"['Via Massera Capodacqua', 'Via Francesco Pennacchi']",residential,,True,False,98.168,"LINESTRING (12.6108966 43.0711637, 12.6109446 43.0711388, 12.6110367 43.0710909, 12.6110609 43.0710806, 12.6111089 43.0710588, 12.6113418 43.0709481, 12.6113944 43.070923, 12.6114433 43.0708998, 12.6113257 43.070505)",building_passage,,,
71760021,,Via degli Ancajani,residential,,True,False,9.443,"LINESTRING (12.6093093 43.0719061, 12.6093509 43.0719854)",,,,
100711227,,Via degli Ancajani,residential,,True,False,82.247,"LINESTRING (12.6093093 43.0719061, 12.6101031 43.0715357, 12.6101626 43.0715079)",,,,
37031856,,Via Borgo Aretino,residential,,True,False,4.357,"LINESTRING (12.6192712 43.0670672, 12.6192377 43.0670978)",,,30,
896952907,,Via Giotto,residential,,True,False,34.326,"LINESTRING (12.6127202 43.0713105, 12.6128053 43.071327, 12.6129485 43.071352, 12.6130443 43.0713836, 12.6131142 43.0714152)",,,,
