osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes,bridge,tunnel
44705349,Via Giuseppe Mazzini,residential,False,True,28.536,30,"LINESTRING (17.2243734 40.9924941, 17.2243147 40.9924267, 17.224189 40.9922785)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,52.436,30,"LINESTRING (17.2243734 40.9924941, 17.2244413 40.9924574, 17.2248815 40.9922197)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,True,33.466,30,"LINESTRING (17.2243734 40.9924941, 17.2243081 40.9925293, 17.2240491 40.9926692)",2,,
44705349,Via Giuseppe Mazzini,residential,False,True,28.211,30,"LINESTRING (17.2247412 40.9931123, 17.2246459 40.992869)",2,,
44705349,Via Giuseppe Mazzini,residential,False,False,19.535,30,"LINESTRING (17.2247412 40.9931123, 17.2247608 40.9932108, 17.2248167 40.9932741)",2,,
174743445,Via Don Luigi Sturzo,unclassified,False,True,29.657,30,"LINESTRING (17.2247412 40.9931123, 17.2248016 40.993091, 17.2248299 40.9930819, 17.225058 40.9929943)",,,
79872030,Via Martiri di Dogali,tertiary,False,False,31.251,,"LINESTRING (17.2166707 40.9916603, 17.2167967 40.9917563, 17.2169339 40.9918591)",2,,
79872050,Via Vito Lepore,tertiary,False,False,125.28800000000001,30,"LINESTRING (17.2166707 40.9916603, 17.2164379 40.9916932, 17.2160058 40.9917536, 17.2159232 40.991764, 17.2158349 40.9917772, 17.2153336 40.991852, 17.2152111 40.9918885)",,,
"[166490386, 166918022]","['Via Martiri di Dogali', 'Via Alexander Fleming']",residential,False,True,98.214,30,"LINESTRING (17.2166707 40.9916603, 17.2166623 40.9917807, 17.2168364 40.9919575, 17.2162955 40.9923146)",,,
79872050,Via Vito Lepore,tertiary,False,False,8.265,30,"LINESTRING (17.2138226 40.9925085, 17.2137489 40.9925578)",,,
79872050,Via Vito Lepore,tertiary,False,True,135.917,30,"LINESTRING (17.2138226 40.9925085, 17.213975 40.9924329, 17.2146345 40.9920929, 17.2150097 40.9919435, 17.2152111 40.9918885)",,,
65847829,Via Bartolomeo Vivarini,residential,False,True,24.387,30,"LINESTRING (17.2253109 40.9944347, 17.225245 40.9942211)",,,
65847829,Via Bartolomeo Vivarini,residential,False,False,48.82,30,"LINESTRING (17.2253109 40.9944347, 17.2254149 40.9947494, 17.2254506 40.9948609)",,,
28684491,Via San Vito,tertiary,False,False,45.392999999999994,,"LINESTRING (17.2168885 40.9964882, 17.2168415 40.9965404, 17.2165957 40.9967523, 17.2165185 40.9967775)",,,
44733170,Via San Vito,tertiary,False,False,40.049,,"LINESTRING (17.2168885 40.9964882, 17.2169402 40.9964345, 17.2171632 40.9961937)",,,
"[62061118, 1233982302]",Via Conversano,residential,True,False,42.105,30,"LINESTRING (17.2168885 40.9964882, 17.216947 40.9965133, 17.2173166 40.9966856)",,,
163965248,Via Aia,residential,False,True,8.51,30,"LINESTRING (17.217467 40.9924476, 17.217554 40.9924083)",,,
164887777,Via Martiri di Dogali,tertiary,False,False,25.348,30,"LINESTRING (17.217467 40.9924476, 17.2174738 40.9925353, 17.2175393 40.9926664)",2,,
164887777,Via Martiri di Dogali,tertiary,False,True,21.361,30,"LINESTRING (17.217467 40.9924476, 17.2173567 40.9924139, 17.2172883 40.9923256)",2,,
44705340,Via Gelsomino,residential,False,False,33.473,30,"LINESTRING (17.2215976 40.996121, 17.2216377 40.9958215)",,,
234106321,Via Pompeo Sarnelli,tertiary,False,True,18.169,30,"LINESTRING (17.2218737 40.9938222, 17.2216971 40.9939167)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,9.249,30,"LINESTRING (17.2218737 40.9938222, 17.2219292 40.993795, 17.2219655 40.9937762)",2,,
109570494,Via Cardinale Ciasca,residential,False,False,34.787,30,"LINESTRING (17.2219946 40.9961647, 17.2219976 40.9961279, 17.2220313 40.9958531)",,,
580965300,Via Francesco Antonio Pace,residential,True,False,24.624,30,"LINESTRING (17.2230086 40.9941122, 17.2231508 40.9943059)",,,
140256554,Via Giulio Recupero,residential,True,False,81.74000000000001,30,"LINESTRING (17.2230086 40.9941122, 17.2234307 40.9939316, 17.2238549 40.9937484)",,,
44808007,Via Domenico Benedetti,residential,True,False,52.286,30,"LINESTRING (17.2238549 40.9937484, 17.2235302 40.9933471)",,,
140256554,Via Giulio Recupero,residential,True,False,57.439,30,"LINESTRING (17.2238549 40.9937484, 17.2243846 40.9935143, 17.2244455 40.9934874)",,,
44705343,Via Francesco Antonio Pace,residential,True,False,30.884,30,"LINESTRING (17.2225544 40.9934762, 17.2223435 40.9932486)",,,
103292231,Via Francesco Antonio Pace,residential,True,False,27.951,30,"LINESTRING (17.2225544 40.9934762, 17.2227167 40.9936957)",,,
234106321,Via Pompeo Sarnelli,tertiary,False,True,23.145,30,"LINESTRING (17.2225544 40.9934762, 17.2223301 40.9935973)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,95.658,30,"LINESTRING (17.2225544 40.9934762, 17.2225959 40.9934538, 17.2230972 40.9931831, 17.2231507 40.9931542, 17.2233685 40.9930367, 17.2234814 40.9929757)",2,,
44705344,Via De Rossi,residential,True,False,29.22,30,"LINESTRING (17.2210416 40.9942734, 17.220847 40.9940555)",,,
234106321,Via Pompeo Sarnelli,tertiary,False,True,8.752,30,"LINESTRING (17.2210416 40.9942734, 17.2209602 40.9943226)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,43.028999999999996,30,"LINESTRING (17.2210416 40.9942734, 17.2210981 40.9942479, 17.2214587 40.9940487)",2,,
44829454,Via Renato Imbriani,residential,True,False,38.646,30,"LINESTRING (17.2196801 40.9928305, 17.2200563 40.9926301)",,,
548518377,Via Renato Imbriani,residential,False,False,23.116,30,"LINESTRING (17.2196801 40.9928305, 17.2194806 40.9928693, 17.2194134 40.9928824)",,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,38.797,30,"LINESTRING (17.2205803 40.9945214, 17.2209602 40.9943226)",2,,
62072163,Piazza Aldo Moro,tertiary,False,True,35.246,30,"LINESTRING (17.2205803 40.9945214, 17.2205058 40.9945592, 17.2202382 40.9947052)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,8.752,30,"LINESTRING (17.2209602 40.9943226, 17.2210416 40.9942734)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,True,38.797,30,"LINESTRING (17.2209602 40.9943226, 17.2205803 40.9945214)",2,,
37579724,Via Giacomo Matteotti,residential,True,False,34.939,30,"LINESTRING (17.2209349 40.9949744, 17.2213492 40.9950052)",,,
548377091,Via Anemone,residential,True,False,20.124,30,"LINESTRING (17.2209349 40.9949744, 17.2209541 40.994794)",,,
44811313,Via Rocco Giuliani,residential,False,False,24.166,30,"LINESTRING (17.2253111 40.9952948, 17.2252234 40.9955018)",,,
44811313,Via Rocco Giuliani,residential,False,True,49.648,30,"LINESTRING (17.2253111 40.9952948, 17.2254506 40.9948609)",,,
44811313,Via Rocco Giuliani,residential,False,True,25.415,30,"LINESTRING (17.2250638 40.9961166, 17.225098 40.9958895)",,,
110047027,Lungomare Grotta Ardito,residential,False,False,28.35,30,"LINESTRING (17.2250638 40.9961166, 17.2254016 40.9961157)",,,
44730968,Lungomare Grotta Ardito,residential,False,True,36.287,30,"LINESTRING (17.2250638 40.9961166, 17.2249404 40.9961101, 17.2246389 40.99616)",,,
93921648,Via Sant'Antonio,residential,False,False,74.602,30,"LINESTRING (17.2239364 40.993992, 17.2231508 40.9943059)",,,
93921648,Via Sant'Antonio,residential,False,True,8.171,30,"LINESTRING (17.2239364 40.993992, 17.2240162 40.9939499)",,,
44730967,Via Arcivescovo Pellegrini,residential,True,False,17.253,30,"LINESTRING (17.2231508 40.9943059, 17.2233558 40.9943174)",,,
73437225,Via Sant'Antonio,residential,True,False,6.86,30,"LINESTRING (17.2231508 40.9943059, 17.2230851 40.9943426)",,,
93921648,Via Sant'Antonio,residential,False,True,74.602,30,"LINESTRING (17.2231508 40.9943059, 17.2239364 40.993992)",,,
172542185,Via Don Giovanni Minzoni,residential,True,False,29.081,30,"LINESTRING (17.224189 40.9922785, 17.2239823 40.9920686)",,,
44705349,Via Giuseppe Mazzini,residential,False,False,28.536,30,"LINESTRING (17.224189 40.9922785, 17.2243147 40.9924267, 17.2243734 40.9924941)",2,,
44705349,Via Giuseppe Mazzini,residential,False,True,33.038,30,"LINESTRING (17.224189 40.9922785, 17.2241611 40.9920708, 17.2241493 40.9919829)",2,,
44705354,Via Salvatore Callia,residential,False,True,16.949,30,"LINESTRING (17.2241493 40.9919829, 17.2239823 40.9920686)",1,,
44705349,Via Giuseppe Mazzini,residential,False,False,33.038,30,"LINESTRING (17.2241493 40.9919829, 17.2241611 40.9920708, 17.224189 40.9922785)",2,,
44732476,Via Alcide De Gasperi,residential,False,False,30.821,30,"LINESTRING (17.2234814 40.9929757, 17.2232686 40.9927498)",,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,30.617,30,"LINESTRING (17.2234814 40.9929757, 17.2236358 40.9928923, 17.2237781 40.9928155)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,True,95.658,30,"LINESTRING (17.2234814 40.9929757, 17.2233685 40.9930367, 17.2231507 40.9931542, 17.2230972 40.9931831, 17.2225959 40.9934538, 17.2225544 40.9934762)",2,,
44705354,Via Salvatore Callia,residential,False,False,26.765,30,"LINESTRING (17.2229484 40.99241, 17.2232461 40.9923237)",1,,
44732476,Via Alcide De Gasperi,residential,False,False,13.438,30,"LINESTRING (17.2229484 40.99241, 17.2228481 40.9923158)",,,
44732476,Via Alcide De Gasperi,residential,False,True,19.245,30,"LINESTRING (17.2229484 40.99241, 17.2230764 40.9925536)",,,
38353112,Via Aia,unclassified,True,False,16.784,30,"LINESTRING (17.2199214 40.9919986, 17.2197266 40.9920327)",,,
44730963,Via Dante Alighieri,residential,True,False,63.897,30,"LINESTRING (17.2199214 40.9919986, 17.2203541 40.9924714)",,,
38353112,Via Aia,unclassified,True,False,27.322,30,"LINESTRING (17.2191928 40.9921262, 17.2188759 40.9921824)",,,
44705403,Via De Cristoforis,residential,False,False,13.284,30,"LINESTRING (17.2157946 40.9976995, 17.2158808 40.9975993)",,,
28684491,Via San Vito,tertiary,False,True,31.263,,"LINESTRING (17.2150403 40.9971375, 17.2153947 40.9970509)",,,
95475043,Via Martiri della resistenza,residential,True,False,40.315,30,"LINESTRING (17.2150403 40.9971375, 17.2149806 40.9971003, 17.2148507 40.9968124)",,,
28684491,Via San Vito,tertiary,False,False,31.263,,"LINESTRING (17.2153947 40.9970509, 17.2150403 40.9971375)",,,
28684491,Via San Vito,tertiary,False,True,26.855,,"LINESTRING (17.2153947 40.9970509, 17.2156962 40.99697)",,,
44705405,Via Arimondi,residential,True,False,23.581,30,"LINESTRING (17.2153947 40.9970509, 17.2156212 40.9971764)",,,
28684491,Via San Vito,tertiary,False,False,26.855,,"LINESTRING (17.2156962 40.99697, 17.2153947 40.9970509)",,,
28684491,Via San Vito,tertiary,False,True,39.826,,"LINESTRING (17.2156962 40.99697, 17.2158033 40.9969489, 17.2161513 40.9968687)",,,
548522699,Via De Cristoforis,residential,True,False,33.103,30,"LINESTRING (17.2164302 40.9969969, 17.2162106 40.9972442)",,,
44705407,Largo Gelso,residential,True,False,21.486,30,"LINESTRING (17.2164302 40.9969969, 17.2163841 40.9969557, 17.2162875 40.996837)",,,
44705408,Via Don Lorenzo Milani,residential,False,False,20.747,30,"LINESTRING (17.215316 40.9975066, 17.2154603 40.9973551)",,,
28684491,Via San Vito,tertiary,False,True,11.962,,"LINESTRING (17.2161513 40.9968687, 17.2162875 40.996837)",,,
44705409,Via Adua,residential,False,False,64.797,30,"LINESTRING (17.2161513 40.9968687, 17.215528 40.9965248)",,,
28684491,Via San Vito,tertiary,False,False,39.826,,"LINESTRING (17.2161513 40.9968687, 17.2158033 40.9969489, 17.2156962 40.99697)",,,
44755054,Via Principe di Napoli,residential,True,False,7.171,30,"LINESTRING (17.2194684 40.9937423, 17.2195167 40.9937955)",,,
62228156,Vico Rosa,residential,True,False,52.838,30,"LINESTRING (17.2194684 40.9937423, 17.2193651 40.993792, 17.2189375 40.9939977)",,,
44730963,Via Dante Alighieri,residential,True,False,30.188,30,"LINESTRING (17.2208867 40.9930491, 17.2210958 40.99327)",,,
44755845,Via Porto Mariano,residential,True,False,31.452,30,"LINESTRING (17.2208867 40.9930491, 17.220581 40.9932127)",,,
234106321,Via Pompeo Sarnelli,tertiary,False,False,18.169,30,"LINESTRING (17.2216971 40.9939167, 17.2218737 40.9938222)",2,,
234106321,Via Pompeo Sarnelli,tertiary,False,True,24.816,30,"LINESTRING (17.2216971 40.9939167, 17.2216631 40.9939366, 17.2214587 40.9940487)",2,,
44732476,Via Alcide De Gasperi,residential,False,False,22.857,30,"LINESTRING (17.222654 40.9921047, 17.2225007 40.9919348)",,,
44732476,Via Alcide De Gasperi,residential,False,True,28.572,30,"LINESTRING (17.222654 40.9921047, 17.2228481 40.9923158)",,,
44755845,Via Porto Mariano,residential,True,False,60.528,30,"LINESTRING (17.222654 40.9921047, 17.2220624 40.992416)",,,
62061210,Via Michele Rodolovich,residential,True,False,22.914,30,"LINESTRING (17.224394 40.9943805, 17.2243776 40.9945862)",,,
44730967,Via Arcivescovo Pellegrini,residential,True,False,77.229,30,"LINESTRING (17.224394 40.9943805, 17.2252505 40.9944367, 17.2253109 40.9944347)",,,
44730968,Lungomare Grotta Ardito,residential,False,False,25.958,30,"LINESTRING (17.222851 40.9963359, 17.2231435 40.9964118)",,,
"[73999067, 48389964]","['Lungomare Grotta Ardito', 'Via Garofalo']",residential,True,False,73.79400000000001,30,"LINESTRING (17.222851 40.9963359, 17.2227259 40.9963039, 17.2227027 40.9962895, 17.2226012 40.9962043, 17.2224122 40.9961601, 17.2224472 40.995884)",,,
44730968,Lungomare Grotta Ardito,residential,False,True,23.66,30,"LINESTRING (17.2236226 40.9964252, 17.223341 40.9964353)",,,
58516988,Via Girasole,residential,True,False,19.828,30,"LINESTRING (17.2236226 40.9964252, 17.2236196 40.9962469)",,,
44730968,Lungomare Grotta Ardito,residential,False,False,54.486999999999995,30,"LINESTRING (17.2236226 40.9964252, 17.2241111 40.996329, 17.2242426 40.996284)",,,
44828723,Via Nicola D'Aprile,residential,True,False,78.512,30,"LINESTRING (17.2235302 40.9933471, 17.2227167 40.9936957)",,,
44828723,Via Nicola D'Aprile,residential,True,False,42.022,30,"LINESTRING (17.2227167 40.9936957, 17.2222813 40.9938823)",,,
103292231,Via Francesco Antonio Pace,residential,True,False,20.631,30,"LINESTRING (17.2227167 40.9936957, 17.2228299 40.9938604)",,,
44828723,Via Nicola D'Aprile,residential,True,False,41.779,30,"LINESTRING (17.2222813 40.9938823, 17.2218484 40.9940678)",,,
166622040,Via Cardinale Ciasca,residential,True,False,31.954,30,"LINESTRING (17.2222813 40.9938823, 17.2223301 40.9935973)",,,
44828723,Via Nicola D'Aprile,residential,True,False,39.597,30,"LINESTRING (17.2218484 40.9940678, 17.2214381 40.9942436)",,,
73999063,Via Gelsomino,residential,True,False,27.392,30,"LINESTRING (17.2218484 40.9940678, 17.2218737 40.9938222)",,,
37579678,Via Narciso,residential,True,False,17.704,30,"LINESTRING (17.2214381 40.9942436, 17.2214196 40.9944022)",,,
44730968,Lungomare Grotta Ardito,residential,False,False,36.004,30,"LINESTRING (17.2242426 40.996284, 17.2246389 40.99616)",,,
44730968,Lungomare Grotta Ardito,residential,False,True,54.486999999999995,30,"LINESTRING (17.2242426 40.996284, 17.2241111 40.996329, 17.2236226 40.9964252)",,,
37579724,Via Giacomo Matteotti,residential,True,False,33.822,30,"LINESTRING (17.224327 40.9952226, 17.2247281 40.9952521)",,,
62061210,Via Michele Rodolovich,residential,True,False,23.749,30,"LINESTRING (17.224327 40.9952226, 17.2243101 40.9954358)",,,
93921648,Via Sant'Antonio,residential,False,False,36.283,30,"LINESTRING (17.2243926 40.9937894, 17.2240162 40.9939499)",,,
93921648,Via Sant'Antonio,residential,False,True,24.208,30,"LINESTRING (17.2243926 40.9937894, 17.2246361 40.9936727)",,,
62061210,Via Michele Rodolovich,residential,True,False,66.739,30,"LINESTRING (17.2243926 40.9937894, 17.224433 40.9938413, 17.224394 40.9943805)",,,
44730968,Lungomare Grotta Ardito,residential,False,True,36.004,30,"LINESTRING (17.2246389 40.99616, 17.2242426 40.996284)",,,
44811312,Via Michele Rodolovich I,residential,True,False,12.61,30,"LINESTRING (17.2246389 40.99616, 17.2246407 40.9960466)",,,
44730968,Lungomare Grotta Ardito,residential,False,False,36.287,30,"LINESTRING (17.2246389 40.99616, 17.2249404 40.9961101, 17.2250638 40.9961166)",,,
37579724,Via Giacomo Matteotti,residential,True,False,49.159,30,"LINESTRING (17.2247281 40.9952521, 17.2253111 40.9952948)",,,
44734268,Via Atropo,residential,True,False,44.448,30,"LINESTRING (17.2243437 40.9950129, 17.2238161 40.9949781)",,,
62061210,Via Michele Rodolovich,residential,True,False,23.36,30,"LINESTRING (17.2243437 40.9950129, 17.224327 40.9952226)",,,
44734268,Via Atropo,residential,True,False,44.096,30,"LINESTRING (17.2238161 40.9949781, 17.2232931 40.9949401)",,,
58516988,Via Girasole,residential,True,False,23.837,30,"LINESTRING (17.2238161 40.9949781, 17.2238493 40.9947652)",,,
44734268,Via Atropo,residential,True,False,38.207,30,"LINESTRING (17.2230241 40.9949225, 17.2225709 40.99489)",,,
44808008,Via Viola,residential,True,False,22.77,30,"LINESTRING (17.2230241 40.9949225, 17.2229991 40.9951264)",,,
548377091,Via Anemone,residential,True,False,8.297,30,"LINESTRING (17.2209541 40.994794, 17.2209657 40.9947199)",,,
44734268,Via Atropo,residential,True,False,62.544000000000004,30,"LINESTRING (17.2209541 40.994794, 17.2205082 40.9947689, 17.2202865 40.9947482, 17.2202689 40.9947325, 17.2202382 40.9947052)",,,
44730971,Via Cerere,residential,True,False,44.292,30,"LINESTRING (17.2252234 40.9955018, 17.2246984 40.9954612)",,,
44811313,Via Rocco Giuliani,residential,False,False,21.838,30,"LINESTRING (17.2252234 40.9955018, 17.2251596 40.9956922)",,,
44811313,Via Rocco Giuliani,residential,False,True,24.166,30,"LINESTRING (17.2252234 40.9955018, 17.2253111 40.9952948)",,,
44811313,Via Rocco Giuliani,residential,False,True,21.838,30,"LINESTRING (17.2251596 40.9956922, 17.2252234 40.9955018)",,,
44811313,Via Rocco Giuliani,residential,False,False,22.541,30,"LINESTRING (17.2251596 40.9956922, 17.2251047 40.995865, 17.225098 40.9958895)",,,
62072163,Piazza Aldo Moro,tertiary,False,False,35.246,30,"LINESTRING (17.2202382 40.9947052, 17.2205058 40.9945592, 17.2205803 40.9945214)",2,,
62072163,Piazza Aldo Moro,tertiary,False,True,30.045,30,"LINESTRING (17.2202382 40.9947052, 17.2201436 40.9947567, 17.2199461 40.9948614)",2,,
44730963,Via Dante Alighieri,residential,True,False,27.083,30,"LINESTRING (17.2203541 40.9924714, 17.2205375 40.9926718)",,,
44829454,Via Renato Imbriani,residential,True,False,29.544,30,"LINESTRING (17.2203541 40.9924714, 17.2206417 40.9923182)",,,
44705344,Via De Rossi,residential,True,False,26.333,30,"LINESTRING (17.2198621 40.9930234, 17.2196801 40.9928305)",,,
44730963,Via Dante Alighieri,residential,True,False,26.638,30,"LINESTRING (17.2205375 40.9926718, 17.2207179 40.9928689)",,,
44730974,Via Romanelli,residential,True,False,30.575,30,"LINESTRING (17.2205375 40.9926718, 17.2202376 40.9928279)",,,
44705344,Via De Rossi,residential,True,False,26.332,30,"LINESTRING (17.2200368 40.9932201, 17.2198621 40.9930234)",,,
