osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,access,junction,ref,width
884310071,2,Via Roma,tertiary,,True,False,12.835,,"LINESTRING (12.033445 45.4555938, 12.0334258 45.455599, 12.0333834 45.4555955, 12.0333482 45.4555786, 12.0333281 45.4555522, 12.0333281 45.455541)",,roundabout,SP28,
40547817,2,Via Roma,tertiary,,False,True,228.949,,"LINESTRING (12.0333281 45.455541, 12.0332037 45.4555626, 12.0331303 45.4555743, 12.0317308 45.4558327, 12.0304884 45.456062)",,,SP28,
884310071,2,Via Roma,tertiary,,True,False,8.751000000000001,,"LINESTRING (12.0333281 45.455541, 12.0333279 45.4555222, 12.0333476 45.4554956, 12.0333826 45.4554785)",,roundabout,SP28,
884310071,2,Via Roma,tertiary,,True,False,11.714,,"LINESTRING (12.0334935 45.4555076, 12.0335039 45.4555366, 12.0334939 45.4555657, 12.0334657 45.4555882, 12.033445 45.4555938)",,roundabout,SP28,
884310072,2,Via Roma,tertiary,,False,False,164.064,,"LINESTRING (12.0334935 45.4555076, 12.0335323 45.4554968, 12.0355262 45.4551291)",,,SP28,
884310071,2,Via Roma,tertiary,,True,False,10.003,,"LINESTRING (12.0333826 45.4554785, 12.033425 45.4554747, 12.033465 45.4554852, 12.0334935 45.4555076)",,roundabout,SP28,
884310073,,Quartiere Alcide De Gasperi,residential,,False,False,77.727,,"LINESTRING (12.0333826 45.4554785, 12.0333693 45.4554384, 12.0333414 45.4553767, 12.0332774 45.4552352, 12.0330957 45.4548092)",,,,
1081315554,,,residential,,False,False,133.829,,"LINESTRING (12.0251408 45.4590921, 12.0250969 45.4592994, 12.0254788 45.4602566)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,False,122.651,,"LINESTRING (12.0254788 45.4602566, 12.0269998 45.4599764)",,,,
1081315554,,,residential,,False,True,133.829,,"LINESTRING (12.0254788 45.4602566, 12.0250969 45.4592994, 12.0251408 45.4590921)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,False,118.819,,"LINESTRING (12.0344169 45.4586049, 12.035891 45.4583352)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,True,84.514,,"LINESTRING (12.0344169 45.4586049, 12.0333705 45.4588023)",,,,
"[1081315225, 1081315226, 1081315227]",,,residential,,False,False,175.027,yes,"LINESTRING (12.0344169 45.4586049, 12.0344318 45.4586392, 12.0344561 45.4586951, 12.0346623 45.4592622, 12.0346156 45.4593232, 12.0342283 45.4594015, 12.0344162 45.4599278)",,,,
"[1081315225, 1081315226, 1081315227]",,,residential,,False,True,175.027,yes,"LINESTRING (12.0344162 45.4599278, 12.0342283 45.4594015, 12.0346156 45.4593232, 12.0346623 45.4592622, 12.0344561 45.4586951, 12.0344318 45.4586392, 12.0344169 45.4586049)",,,,
1081315324,,,residential,,False,False,47.479,,"LINESTRING (12.0261431 45.4594467, 12.0267286 45.4593298)",,,,
38331584,,Don Corrado Ballin,residential,,False,True,43.396,,"LINESTRING (12.0267286 45.4593298, 12.0268995 45.4597012)",,,,
1081315324,,,residential,,False,True,47.479,,"LINESTRING (12.0267286 45.4593298, 12.0261431 45.4594467)",,,,
38331584,,Don Corrado Ballin,residential,,False,False,136.50799999999998,,"LINESTRING (12.0267286 45.4593298, 12.0264915 45.4587648, 12.0264807 45.4586914, 12.0265105 45.4586338, 12.0272033 45.4585016)",,,,
1081315130,,,residential,,False,False,93.911,,"LINESTRING (12.035608 45.4575143, 12.035891 45.4583352)",,,,
34894793,2,Via Cavin Maggiore,tertiary,70,False,True,118.819,,"LINESTRING (12.035891 45.4583352, 12.0344169 45.4586049)",,,,
1081315130,,,residential,,False,True,93.911,,"LINESTRING (12.035891 45.4583352, 12.035608 45.4575143)",,,,
40547817,2,Via Roma,tertiary,,False,False,45.001,,"LINESTRING (12.0258593 45.4569255, 12.0264151 45.4568169)",,,SP28,
1082631461,,Vicolo Cardinale Oscar Romero,residential,,False,False,62.429,,"LINESTRING (12.0258593 45.4569255, 12.0260308 45.4574739)",,,,
1082631461,,Vicolo Cardinale Oscar Romero,residential,,False,True,62.429,,"LINESTRING (12.0260308 45.4574739, 12.0258593 45.4569255)",,,,
