osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,bridge,width,tunnel,access,junction
855866472,False,2,Via Arrigo Boito,primary,True,109.206,"LINESTRING (13.5351676 45.8043001, 13.5354968 45.8041757, 13.5357703 45.8040774, 13.5364162 45.8038453)",,,,,,
41503498,True,,Via Nino Bixio,tertiary,False,48.194,"LINESTRING (13.5315302 45.8068997, 13.5321175 45.8067574)",,,,,,
41503498,True,,Via Nino Bixio,tertiary,False,8.22,"LINESTRING (13.5326912 45.806616, 13.5327912 45.8065914)",,,,,,
26730396,True,,Via Daniele Barbarigo,residential,False,79.676,"LINESTRING (13.5326912 45.806616, 13.5323822 45.8061938, 13.5322264 45.8059769)",,,,,,
9345932,False,2,Viale Giuseppe Verdi,primary,False,115.38799999999999,"LINESTRING (13.5317199 45.8052688, 13.5314449 45.8053314, 13.531181 45.8054147, 13.5307658 45.8055512, 13.5305032 45.8056437, 13.5303636 45.8056928)",,,,,,
9345932,False,2,Viale Giuseppe Verdi,primary,True,95.4,"LINESTRING (13.5317199 45.8052688, 13.5319963 45.8052134, 13.5325984 45.8050912, 13.5327568 45.8050584, 13.5328966 45.805019)",,,,,,
778331627,False,,Viale San Marco,tertiary,False,39.169,"LINESTRING (13.5335777 45.8054573, 13.5333396 45.8051466)",,,,,,
778331627,False,,Viale San Marco,tertiary,True,99.573,"LINESTRING (13.5335777 45.8054573, 13.5341736 45.8062506)",,,,,,
26730412,True,,Via Gaetano Donizetti,residential,False,70.694,"LINESTRING (13.5335777 45.8054573, 13.5334592 45.8055044, 13.5327846 45.8057712)",,,,,,
26730419,True,,Via Ezio Giacich,residential,False,87.139,"LINESTRING (13.5333146 45.8064623, 13.5329629 45.8060019, 13.5327846 45.8057712)",,,,,,
41503498,True,,Via Nino Bixio,tertiary,False,70.622,"LINESTRING (13.5333146 45.8064623, 13.5339912 45.8062955, 13.5340373 45.8062842, 13.5341736 45.8062506)",,,,,,
1228084425,True,,Via Daniele Barbarigo,residential,False,87.983,"LINESTRING (13.5322264 45.8059769, 13.5317199 45.8052688)",,,,,,
26730412,True,,Via Gaetano Donizetti,residential,False,102.625,"LINESTRING (13.5322264 45.8059769, 13.5311669 45.8063832, 13.5310664 45.8064218)",,,,,,
26730389,True,,Via Amilcare Ponchielli,residential,False,64.179,"LINESTRING (13.5310664 45.8064218, 13.5314884 45.8068488, 13.5315302 45.8068997)",,,,,,
26730412,True,,Via Gaetano Donizetti,residential,False,48.942,"LINESTRING (13.5327846 45.8057712, 13.5322264 45.8059769)",,,,,,
26730419,True,,Via Ezio Giacich,residential,False,138.555,"LINESTRING (13.5341451 45.8075657, 13.5333146 45.8064623)",,,,,,
1073445490,True,2,Via Fratelli Rosselli,tertiary,False,54.563,"LINESTRING (13.5341451 45.8075657, 13.5337062 45.8076853, 13.5335061 45.8077681)",50,,,,,
26730428,True,,Via Daniele Barbarigo,residential,False,145.108,"LINESTRING (13.5327912 45.8065914, 13.5331017 45.8068673, 13.5333263 45.8072945, 13.53341 45.8075386, 13.5334156 45.8076717, 13.5335061 45.8077681)",,,,,,
41503498,True,,Via Nino Bixio,tertiary,False,43.035,"LINESTRING (13.5327912 45.8065914, 13.5329205 45.8065595, 13.5333146 45.8064623)",,,,,,
41503496,True,,Vicolo Marco Desenibus,residential,False,94.72999999999999,"LINESTRING (13.5327782 45.807443, 13.5324822 45.8072809, 13.5322607 45.80707, 13.5321175 45.8067574)",,,,,,
41503498,True,,Via Nino Bixio,tertiary,False,47.166,"LINESTRING (13.5321175 45.8067574, 13.5326912 45.806616)",,,,,,
9345932,False,2,Viale Giuseppe Verdi,primary,False,88.961,"LINESTRING (13.5277116 45.8070441, 13.5267869 45.807518)",,,,,,
9345932,False,2,Viale Giuseppe Verdi,primary,True,129.13,"LINESTRING (13.5277116 45.8070441, 13.529052 45.8063545)",,,,,,
"[149523450, 801048380, 28128005]",True,,Via Raffaello Sanzio,residential,False,31.945,"LINESTRING (13.5277116 45.8070441, 13.5276463 45.806983, 13.5275593 45.8069015, 13.5275258 45.8068701, 13.5274656 45.8068136)",,yes,,,,
9345932,False,2,Viale Giuseppe Verdi,primary,True,88.961,"LINESTRING (13.5267869 45.807518, 13.5277116 45.8070441)",,,,,,
26730442,True,,Via San Giovanni Bosco,residential,False,134.024,"LINESTRING (13.5267869 45.807518, 13.5279706 45.8083966)",,,,,,
26730442,True,,Via San Giovanni Bosco,residential,False,41.979,"LINESTRING (13.5279706 45.8083966, 13.5283415 45.8086717)",,,,,,
205061418,True,,Via Giuseppe Garibaldi,tertiary,False,73.782,"LINESTRING (13.5279706 45.8083966, 13.5285063 45.808121, 13.5287334 45.8079997)",,,,,,
205061418,True,,Via Giuseppe Garibaldi,tertiary,False,62.787,"LINESTRING (13.5267052 45.8090454, 13.5273557 45.8087089)",,,,,,
26730498,True,,Via Emilio Ceriani,residential,False,99.47200000000001,"LINESTRING (13.5328461 45.8084601, 13.5327639 45.8084245, 13.532661 45.808321, 13.532621 45.8082613, 13.5325632 45.8081317, 13.532379 45.8076489)",,,,,,
40096436,True,2,Via Fratelli Rosselli,tertiary,False,108.48599999999999,"LINESTRING (13.5328461 45.8084601, 13.5326393 45.8087062, 13.5324324 45.8089523, 13.5323938 45.8089984, 13.5322926 45.8091066, 13.5322347 45.8091575, 13.5321689 45.8092019, 13.5321113 45.8092304, 13.5320553 45.809252)",50,,,,,
26730501,True,,Via Emilio Ceriani,residential,False,38.492,"LINESTRING (13.532379 45.8076489, 13.5327782 45.807443)",,,,,,
149393370,False,,Via Pucino,residential,False,52.29,"LINESTRING (13.5364162 45.8038453, 13.536457 45.8038992, 13.5367313 45.8042611)",,,,,,
855866472,False,2,Via Arrigo Boito,primary,False,109.206,"LINESTRING (13.5364162 45.8038453, 13.5357703 45.8040774, 13.5354968 45.8041757, 13.5351676 45.8043001)",,,,,,
855866472,False,2,Via Arrigo Boito,primary,True,83.456,"LINESTRING (13.5364162 45.8038453, 13.5364365 45.8038377, 13.5373647 45.8034902)",,,,,,
149393356,False,,Via Giosuè Carducci,residential,False,66.567,"LINESTRING (13.537555 45.8053499, 13.5383572 45.8051362)",,,,,,
149393356,False,,Via Giosuè Carducci,residential,True,53.745,"LINESTRING (13.537555 45.8053499, 13.5369073 45.8055224)",,,,,,
149393370,False,,Via Pucino,residential,False,59.848,"LINESTRING (13.537555 45.8053499, 13.537898 45.8058321)",,,,,,
149393370,False,,Via Pucino,residential,True,136.874,"LINESTRING (13.537555 45.8053499, 13.5367313 45.8042611)",,,,,,
806814715,True,,Via Marzio Moro,residential,False,99.85,"LINESTRING (13.53885 45.8070315, 13.538435 45.8073322, 13.5380626 45.8077368)",,,,,,
149393370,False,,Via Pucino,residential,True,73.522,"LINESTRING (13.5383599 45.8064096, 13.537898 45.8058321)",,,,,,
806814713,False,2,Via Giacomo Matteotti,tertiary,True,63.551,"LINESTRING (13.5383599 45.8064096, 13.5391218 45.8061985)",50,,,,,
149393369,True,,Via Pucino,residential,False,78.94900000000001,"LINESTRING (13.5383599 45.8064096, 13.5387512 45.8069259, 13.53885 45.8070315)",,,,,,
806814713,False,2,Via Giacomo Matteotti,tertiary,False,106.775,"LINESTRING (13.5383599 45.8064096, 13.5378581 45.8065487, 13.5377825 45.8065696, 13.5370798 45.8067643)",50,,,,,
27114661,False,,Via Vincenzo Bellini,residential,False,75.432,"LINESTRING (13.5355141 45.80473, 13.5346542 45.8050476)",,,,,,
27114661,False,,Via Vincenzo Bellini,residential,True,55.915,"LINESTRING (13.5355141 45.80473, 13.5361446 45.8044857)",,,,,,
149393360,False,,Via Marziale,residential,False,54.832,"LINESTRING (13.5355141 45.80473, 13.5351676 45.8043001)",,,,,,
149393360,False,,Via Marziale,residential,True,122.082,"LINESTRING (13.5355141 45.80473, 13.5362783 45.80569)",,,,,,
27114661,False,,Via Vincenzo Bellini,residential,True,75.432,"LINESTRING (13.5346542 45.8050476, 13.5355141 45.80473)",,,,,,
149393355,True,,Via fratelli Fontanot,residential,False,55.515,"LINESTRING (13.5346542 45.8050476, 13.5343452 45.8045972)",,,,,,
41503500,True,,Via Vincenzo Bellini,residential,False,95.07,"LINESTRING (13.5346542 45.8050476, 13.5336843 45.8054158, 13.5335777 45.8054573)",,,,,,
149393356,False,,Via Giosuè Carducci,residential,False,53.745,"LINESTRING (13.5369073 45.8055224, 13.537555 45.8053499)",,,,,,
149393356,False,,Via Giosuè Carducci,residential,True,52.196,"LINESTRING (13.5369073 45.8055224, 13.5362783 45.80569)",,,,,,
149393359,False,,Via Giovanni Pascoli,residential,False,129.552,"LINESTRING (13.5369073 45.8055224, 13.5361446 45.8044857)",,,,,,
27114661,False,,Via Vincenzo Bellini,residential,False,55.915,"LINESTRING (13.5361446 45.8044857, 13.5355141 45.80473)",,,,,,
27114661,False,,Via Vincenzo Bellini,residential,True,51.884,"LINESTRING (13.5361446 45.8044857, 13.5367313 45.8042611)",,,,,,
149393359,False,,Via Giovanni Pascoli,residential,True,129.552,"LINESTRING (13.5361446 45.8044857, 13.5369073 45.8055224)",,,,,,
27114661,False,,Via Vincenzo Bellini,residential,False,51.884,"LINESTRING (13.5367313 45.8042611, 13.5361446 45.8044857)",,,,,,
149393370,False,,Via Pucino,residential,False,136.874,"LINESTRING (13.5367313 45.8042611, 13.537555 45.8053499)",,,,,,
149393370,False,,Via Pucino,residential,True,52.29,"LINESTRING (13.5367313 45.8042611, 13.536457 45.8038992, 13.5364162 45.8038453)",,,,,,
149393348,False,,Via Francesco Nani,residential,False,104.822,"LINESTRING (13.537898 45.8058321, 13.536708 45.8062799)",,,,,,
149393370,False,,Via Pucino,residential,False,73.522,"LINESTRING (13.537898 45.8058321, 13.5383599 45.8064096)",,,,,,
149393370,False,,Via Pucino,residential,True,59.848,"LINESTRING (13.537898 45.8058321, 13.537555 45.8053499)",,,,,,
149393348,False,,Via Francesco Nani,residential,True,104.822,"LINESTRING (13.536708 45.8062799, 13.537898 45.8058321)",,,,,,
149393365,True,,Via Marziale,residential,False,73.566,"LINESTRING (13.536708 45.8062799, 13.5362783 45.80569)",,,,,,
149393391,False,,Via delle Portanzie,residential,False,85.268,"LINESTRING (13.5373647 45.8034902, 13.5377498 45.8042085)",,,,,,
855866472,False,2,Via Arrigo Boito,primary,True,84.83,"LINESTRING (13.5373647 45.8034902, 13.5383335 45.8031354)",,,,,,
855866472,False,2,Via Arrigo Boito,primary,False,83.456,"LINESTRING (13.5373647 45.8034902, 13.5364365 45.8038377, 13.5364162 45.8038453)",,,,,,
149393356,False,,Via Giosuè Carducci,residential,True,66.567,"LINESTRING (13.5383572 45.8051362, 13.537555 45.8053499)",,,,,,
149393391,False,,Via delle Portanzie,residential,True,113.392,"LINESTRING (13.5383572 45.8051362, 13.5377498 45.8042085)",,,,,,
149393390,False,,Via Ugo Foscolo,residential,False,84.18,"LINESTRING (13.5383572 45.8051362, 13.5389605 45.8049793, 13.5393747 45.8048716)",,,,,,
149393391,False,,Via delle Portanzie,residential,False,132.378,"LINESTRING (13.5383572 45.8051362, 13.5385373 45.8054432, 13.5386123 45.8055629, 13.5387076 45.8056896, 13.5389398 45.8059813, 13.5391218 45.8061985)",,,,,,
855866472,False,2,Via Arrigo Boito,primary,False,84.83,"LINESTRING (13.5383335 45.8031354, 13.5373647 45.8034902)",,,,,,
149393343,False,,Via della Dogana Veneta,residential,False,99.604,"LINESTRING (13.5383335 45.8031354, 13.5386039 45.8035798, 13.5388271 45.8039624)",,,,,,
855866472,False,2,Via Arrigo Boito,primary,True,100.197,"LINESTRING (13.5383335 45.8031354, 13.5383908 45.8031159, 13.5394947 45.8027396)",,,,,,
149393343,False,,Via della Dogana Veneta,residential,True,109.648,"LINESTRING (13.5393747 45.8048716, 13.5388271 45.8039624)",,,,,,
149393390,False,,Via Ugo Foscolo,residential,True,84.18,"LINESTRING (13.5393747 45.8048716, 13.5389605 45.8049793, 13.5383572 45.8051362)",,,,,,
41503504,False,,Via San Giacomo,residential,False,87.877,"LINESTRING (13.5388271 45.8039624, 13.5377498 45.8042085)",,,,,,
149393343,False,,Via della Dogana Veneta,residential,False,109.648,"LINESTRING (13.5388271 45.8039624, 13.5393747 45.8048716)",,,,,,
149393343,False,,Via della Dogana Veneta,residential,True,99.604,"LINESTRING (13.5388271 45.8039624, 13.5386039 45.8035798, 13.5383335 45.8031354)",,,,,,
41503504,False,,Via San Giacomo,residential,True,87.877,"LINESTRING (13.5377498 45.8042085, 13.5388271 45.8039624)",,,,,,
149393391,False,,Via delle Portanzie,residential,False,113.392,"LINESTRING (13.5377498 45.8042085, 13.5383572 45.8051362)",,,,,,
149393391,False,,Via delle Portanzie,residential,True,85.268,"LINESTRING (13.5377498 45.8042085, 13.5373647 45.8034902)",,,,,,
27991761,False,,Via del Pozzo,residential,True,31.333,"LINESTRING (13.5392336 45.8073665, 13.5394385 45.8076094)",,,,,,
217589871,False,,Via Giovanni Randaccio,tertiary,True,103.339,"LINESTRING (13.5392336 45.8073665, 13.538113 45.80787)",,,,,,
27991761,False,,Via del Pozzo,residential,False,31.333,"LINESTRING (13.5394385 45.8076094, 13.5392336 45.8073665)",,,,,,
27991601,True,,Via Enrico Toti,tertiary,False,69.664,"LINESTRING (13.5362546 45.8087837, 13.5364 45.808785, 13.536838 45.808641, 13.537053 45.8085282)",,,3.2,,,
"[27991904, 27991897]",False,2,"['Salita Tommaso Mocenigo', 'Salita del Patriarcato']",residential,False,138.164,"LINESTRING (13.5362546 45.8087837, 13.5363782 45.8090429, 13.5377541 45.8089018)",,,,,,
"[27991904, 27991929, 204041088]",False,,Salita Tommaso Mocenigo,residential,False,95.134,"LINESTRING (13.5377541 45.8089018, 13.5384482 45.8088481, 13.5385179 45.8088584, 13.5385514 45.8088902, 13.5386047 45.8089896, 13.5386691 45.8090741, 13.5387337 45.8091376)",,,,yes,,
"[27991904, 27991897]",False,2,"['Salita Tommaso Mocenigo', 'Salita del Patriarcato']",residential,True,138.164,"LINESTRING (13.5377541 45.8089018, 13.5363782 45.8090429, 13.5362546 45.8087837)",,,,,,
28013920,False,,Via Aquileia,residential,False,75.195,"LINESTRING (13.5277605 45.8037052, 13.5268476 45.8039339)",,,,,,
