osmid,bridge,oneway,lanes,ref,highway,maxspeed,reversed,length,geometry,name,access
17205881,,True,,,residential,,False,120.03100000000002,"LINESTRING (-73.0410821 41.5507531, -73.0403105 41.5508262, -73.040273 41.5508298, -73.0401691 41.550839, -73.0400949 41.5508451, -73.0400005 41.5508521, -73.039911 41.550858, -73.039826 41.5508629, -73.0397649 41.550866, -73.0397058 41.5508686, -73.0396487 41.550871)",Market Square,
17206355,,False,,,residential,,False,147.376,"LINESTRING (-73.0410821 41.5507531, -73.0410319 41.5505724, -73.040984 41.5503743, -73.0408442 41.5497965, -73.0407904 41.5494465)",Benedict Street,
656588475,,False,,,primary,,True,31.259999999999998,"LINESTRING (-73.0383602 41.5496044, -73.0385325 41.5496603, -73.0387048 41.5497163)",East Clay Street,
17206355,,False,,,residential,,True,147.376,"LINESTRING (-73.0407904 41.5494465, -73.0408442 41.5497965, -73.040984 41.5503743, -73.0410319 41.5505724, -73.0410821 41.5507531)",Benedict Street,
17210416,,False,,,secondary,,False,142.623,"LINESTRING (-73.039709 41.5527224, -73.0397709 41.5529074, -73.0398234 41.5530644, -73.0398963 41.5532699, -73.0400383 41.5536704, -73.0400801 41.5537883, -73.0401295 41.5539304, -73.040141 41.5539636)",South Main Street,
93836322,,False,,,primary,,True,210.949,"LINESTRING (-73.039709 41.5527224, -73.0396278 41.5525015, -73.0395466 41.5522805, -73.0395165 41.5521987, -73.0394302 41.5519637, -73.0394163 41.5519258, -73.0393496 41.5517444, -73.0393313 41.5516947, -73.0392646 41.5514924, -73.0390887 41.5509582, -73.0390654 41.5508876)",South Main Street,
657403396,,False,,,primary,,True,151.736,"LINESTRING (-73.039709 41.5527224, -73.0399476 41.552839, -73.0401067 41.5529167, -73.040145 41.5529399, -73.0407418 41.5533021, -73.0411035 41.5534873, -73.0411795 41.5535269)",Grand Street,
17219389,,True,,,secondary,,False,133.33599999999998,"LINESTRING (-73.0411795 41.5535269, -73.0412219 41.5534214, -73.0414756 41.5530263, -73.0416868 41.5527105, -73.0418647 41.5524445)",Bank Street,
656588472,,False,,,primary,,True,50.224,"LINESTRING (-73.0411795 41.5535269, -73.0412499 41.5535542, -73.0417145 41.553736)",Grand Street,
657403396,,False,,,primary,,False,151.736,"LINESTRING (-73.0411795 41.5535269, -73.0411035 41.5534873, -73.0407418 41.5533021, -73.040145 41.5529399, -73.0401067 41.5529167, -73.0399476 41.552839, -73.039709 41.5527224)",Grand Street,
17220030,,False,,,residential,,False,130.067,"LINESTRING (-73.0417145 41.553736, -73.0420867 41.5532776, -73.0423918 41.5528607, -73.0424932 41.5527221)",Cottage Place,
656588472,,False,,,primary,,False,50.224,"LINESTRING (-73.0417145 41.553736, -73.0412499 41.5535542, -73.0411795 41.5535269)",Grand Street,
656588472,,False,,,primary,,True,111.20400000000001,"LINESTRING (-73.0417145 41.553736, -73.0419399 41.5538223, -73.0424463 41.5540202, -73.0426971 41.5541161, -73.0428276 41.5541633, -73.0429035 41.5541925)",Grand Street,
1019874222,,False,,,primary,,False,13.486,"LINESTRING (-73.0429035 41.5541925, -73.0430476 41.554248)",Grand Street,
656588472,,False,,,primary,,False,111.204,"LINESTRING (-73.0429035 41.5541925, -73.0428276 41.5541633, -73.0426971 41.5541161, -73.0424463 41.5540202, -73.0419399 41.5538223, -73.0417145 41.553736)",Grand Street,
"[1019874224, 17211262]",,False,,,residential,,True,47.981,"LINESTRING (-73.0429035 41.5541925, -73.0428577 41.5542678, -73.0427703 41.5544877, -73.0427369 41.5546044)",Leavenworth Street,
17206567,,False,2,,primary,,False,141.96800000000002,"LINESTRING (-73.0440407 41.5546171, -73.0441019 41.5546375, -73.0446008 41.5548035, -73.044932 41.5549079, -73.0454675 41.5550772, -73.0456073 41.5551227)",Grand Street,
17206567,,False,2,,primary,,True,92.269,"LINESTRING (-73.0440407 41.5546171, -73.043896 41.5545647, -73.0436513 41.5544739, -73.0434562 41.5544011, -73.0432838 41.5543354, -73.0430923 41.5542652, -73.0430476 41.554248)",Grand Street,
17208720,,False,,,residential,,True,13.698,"LINESTRING (-73.0450074 41.5572946, -73.0449982 41.5574176)",Holmes Avenue,
610289216,,True,,,secondary,,False,81.29799999999999,"LINESTRING (-73.0450074 41.5572946, -73.0449276 41.5572726, -73.044246 41.5571047, -73.0440804 41.5570637)",West Main Street,
17208735,,True,,,residential,,False,119.821,"LINESTRING (-73.0424557 41.5553593, -73.0425239 41.5553728, -73.0431971 41.5555078, -73.0433279 41.555534, -73.043797 41.5556328, -73.0438449 41.5556429)",Kendrick Avenue,
17211262,,False,,,residential,,False,46.468,"LINESTRING (-73.0424557 41.5553593, -73.0425786 41.5550006, -73.0425944 41.5549545)",Leavenworth Street,
17211262,,False,,,residential,,True,99.47200000000001,"LINESTRING (-73.0424557 41.5553593, -73.0423685 41.5556026, -73.0421627 41.5561374, -73.0421296 41.5562199)",Leavenworth Street,
17210909,,True,,,residential,,False,115.41900000000001,"LINESTRING (-73.0438449 41.5556429, -73.0438515 41.5555943, -73.0439013 41.5552301, -73.0440027 41.5547027, -73.0440407 41.5546171)",Church Street,
17209579,,False,,,residential,,False,16.985,"LINESTRING (-73.040141 41.5539636, -73.0400615 41.5539516, -73.0399409 41.5539334)",Scovill Street,
17210416,,False,,,secondary,,True,142.623,"LINESTRING (-73.040141 41.5539636, -73.0401295 41.5539304, -73.0400801 41.5537883, -73.0400383 41.5536704, -73.0398963 41.5532699, -73.0398234 41.5530644, -73.0397709 41.5529074, -73.039709 41.5527224)",South Main Street,
179220962,,True,,,secondary,,False,136.81900000000002,"LINESTRING (-73.040141 41.5539636, -73.0401975 41.5541083, -73.0402213 41.5541692, -73.0405397 41.5549851, -73.040602 41.5551447)",South Main Street,
17209579,,False,,,residential,,False,125.809,"LINESTRING (-73.0399409 41.5539334, -73.0399036 41.5539269, -73.0392302 41.5538219, -73.0391595 41.5538108, -73.0390253 41.5537899, -73.0389656 41.5537818, -73.03892 41.5537736, -73.0388215 41.5537559, -73.0387296 41.5537422, -73.0385063 41.5537046, -73.038462 41.5536987)",Scovill Street,
17209579,,False,,,residential,,True,16.985,"LINESTRING (-73.0399409 41.5539334, -73.0400615 41.5539516, -73.040141 41.5539636)",Scovill Street,
17211110,,True,,,residential,,False,181.508,"LINESTRING (-73.0399409 41.5539334, -73.0399285 41.5539987, -73.0399086 41.5541184, -73.0397924 41.5547821, -73.0396756 41.5554576, -73.0396711 41.5554839, -73.0396576 41.5555519)",Brook Street,
17209579,,False,,,residential,,True,125.809,"LINESTRING (-73.038462 41.5536987, -73.0385063 41.5537046, -73.0387296 41.5537422, -73.0388215 41.5537559, -73.03892 41.5537736, -73.0389656 41.5537818, -73.0390253 41.5537899, -73.0391595 41.5538108, -73.0392302 41.5538219, -73.0399036 41.5539269, -73.0399409 41.5539334)",Scovill Street,
17210366,,False,,,residential,,False,73.76,"LINESTRING (-73.0495171 41.5582713, -73.0495436 41.5581976, -73.0497439 41.5576585, -73.0497629 41.557635)",Crane Street,no
93836301,,False,,,primary,,True,21.614,"LINESTRING (-73.0495171 41.5582713, -73.0493196 41.5582384, -73.0492635 41.5582292)",West Main Street,
17210366,,False,,,residential,,True,73.75999999999999,"LINESTRING (-73.0497629 41.557635, -73.0497439 41.5576585, -73.0495436 41.5581976, -73.0495171 41.5582713)",Crane Street,no
17212868,,True,,,residential,,False,176.131,"LINESTRING (-73.0387048 41.5497163, -73.0388046 41.5497034, -73.039066 41.5496696, -73.0391839 41.5496543, -73.039246 41.5496463, -73.0393397 41.5496342, -73.0394207 41.5496237, -73.0395477 41.5496073, -73.039644 41.5495948, -73.0397097 41.5495863, -73.0398224 41.5495717, -73.0407904 41.5494465)",West Clay Street,
93836322,,False,,,primary,,False,133.67600000000002,"LINESTRING (-73.0387048 41.5497163, -73.0387227 41.5497832, -73.0387906 41.5500375, -73.0389855 41.5506406, -73.0390359 41.5507965, -73.0390654 41.5508876)",South Main Street,
656588475,,False,,,primary,,False,31.259999999999998,"LINESTRING (-73.0387048 41.5497163, -73.0385325 41.5496603, -73.0383602 41.5496044)",East Clay Street,
657116335,,True,,,secondary,,False,30.74,"LINESTRING (-73.0436727 41.5568831, -73.0435281 41.5566287)",West Main Street,
125004824,,True,,,secondary_link,,False,14.315,"LINESTRING (-73.0436727 41.5568831, -73.0435924 41.5568599, -73.0435068 41.556854)",West Main Street,
17221364,,True,,,residential,,False,15.98,"LINESTRING (-73.0440804 41.5570637, -73.0440359 41.5572035)",Central Avenue,
610289216,,True,,,secondary,,False,40.458,"LINESTRING (-73.0440804 41.5570637, -73.043839 41.5570018, -73.0438114 41.5569875, -73.0437319 41.5569368, -73.0436727 41.5568831)",West Main Street,
17223395,,True,,,residential,,False,115.681,"LINESTRING (-73.0481652 41.5580607, -73.0481845 41.5579801, -73.0483008 41.5572347, -73.0482579 41.5570292)",Judd Street,
93836301,,False,,,primary,,False,18.042,"LINESTRING (-73.0481652 41.5580607, -73.0482163 41.558067, -73.0483782 41.558091)",West Main Street,
93836301,,False,,,primary,,True,132.081,"LINESTRING (-73.0481652 41.5580607, -73.0480037 41.5580407, -73.0475402 41.5579796, -73.0469134 41.5578839, -73.0467739 41.5578577, -73.0466212 41.5578026)",West Main Street,
93836301,,False,,,primary,,False,75.248,"LINESTRING (-73.0483782 41.558091, -73.0492635 41.5582292)",West Main Street,
93836301,,False,,,primary,,True,18.042,"LINESTRING (-73.0483782 41.558091, -73.0482163 41.558067, -73.0481652 41.5580607)",West Main Street,
93836301,,False,,,primary,,True,75.248,"LINESTRING (-73.0492635 41.5582292, -73.0483782 41.558091)",West Main Street,
93836301,,False,,,primary,,False,21.614,"LINESTRING (-73.0492635 41.5582292, -73.0493196 41.5582384, -73.0495171 41.5582713)",West Main Street,
17211262,,False,,,residential,,False,99.47200000000001,"LINESTRING (-73.0421296 41.5562199, -73.0421627 41.5561374, -73.0423685 41.5556026, -73.0424557 41.5553593)",Leavenworth Street,
611262993,,False,,,secondary,,True,37.727,"LINESTRING (-73.0421296 41.5562199, -73.0422128 41.5562398, -73.0425614 41.5563234)",West Main Street,
"[17210677, 657116359]",,False,,,secondary,,"[False, True]",115.18900000000001,"LINESTRING (-73.0421296 41.5562199, -73.0421085 41.5562146, -73.0420672 41.5562043, -73.0418273 41.5561445, -73.0416373 41.5560971, -73.0409847 41.5559343, -73.0408163 41.5558923)",West Main Street,
1238730102,,False,,,secondary,,True,101.05499999999999,"LINESTRING (-73.047743 41.5562843, -73.047643 41.5563145, -73.0475274 41.5563425, -73.0474285 41.5563601, -73.04729 41.5563757, -73.0469795 41.556377, -73.0467042 41.5563724, -73.0465469 41.5563657)",Freight Street,
17211262,,False,,,residential,,False,40.695,"LINESTRING (-73.0425944 41.5549545, -73.0427369 41.5546044)",Leavenworth Street,
17211262,,False,,,residential,,True,46.468,"LINESTRING (-73.0425944 41.5549545, -73.0425786 41.5550006, -73.0424557 41.5553593)",Leavenworth Street,
610274102,,False,,,secondary,,True,117.097,"LINESTRING (-73.0386832 41.5582429, -73.0387614 41.5581815, -73.0387885 41.5581602, -73.0390237 41.5580052, -73.0391037 41.5579525, -73.0393033 41.557821, -73.0395732 41.5576472, -73.0396818 41.5575773, -73.0397344 41.5575434)",North Main Street,
17218445,,True,,,residential,,False,45.07,"LINESTRING (-73.0409221 41.5547536, -73.041018 41.5547651, -73.0414074 41.5548114, -73.0414569 41.5548178)",Center Street,
657403397,,True,,,secondary,,False,138.257,"LINESTRING (-73.0409221 41.5547536, -73.0409314 41.5546842, -73.0410358 41.5540531, -73.0411406 41.5536197, -73.0411795 41.5535269)",Bank Street,
30326441,,True,,,motorway_link,,False,16.175,"LINESTRING (-73.0418647 41.5524445, -73.0420017 41.5523413)",,
17219389,,True,,,secondary,,False,114.852,"LINESTRING (-73.0418647 41.5524445, -73.0418926 41.5523864, -73.0419222 41.5523246, -73.0419796 41.5522244, -73.0420676 41.5521006, -73.0421436 41.5520038, -73.0422878 41.5518475, -73.0423691 41.5517491, -73.0425142 41.5515369)",Bank Street,
17220030,,False,,,residential,,True,130.067,"LINESTRING (-73.0424932 41.5527221, -73.0423918 41.5528607, -73.0420867 41.5532776, -73.0417145 41.553736)",Cottage Place,
17221211,,False,,,residential,,False,141.89000000000001,"LINESTRING (-73.0482579 41.5570292, -73.0476086 41.5569901, -73.0466681 41.5569498, -73.0465565 41.5569444)",Brown Place,
882712787,,True,,,residential,,False,93.254,"LINESTRING (-73.0482579 41.5570292, -73.0478039 41.556373, -73.047743 41.5562843)",Judd Street,
"[96905278, 96905280, 17201614]",yes,True,1,,motorway_link,,False,417.84299999999996,"LINESTRING (-73.039289 41.5512857, -73.0401562 41.5515191, -73.0404196 41.5515975, -73.0406757 41.5516853, -73.0414591 41.5519672, -73.0416333 41.5520275, -73.0417984 41.5520764, -73.0419533 41.5521163, -73.0419732 41.5521202, -73.0421299 41.5521511, -73.0423005 41.5521732, -73.0424806 41.5521899, -73.0426539 41.5521972, -73.0426659 41.5521972, -73.042813 41.5521969, -73.0434043 41.5521727, -73.0435381 41.5521711, -73.0436564 41.5521759, -73.0437713 41.5521932, -73.0438782 41.5522224, -73.0439745 41.552259, -73.0440394 41.5522922)",,
"[993381384, 993381385, 1103096906, 125004912, 96895606]",yes,True,3,I 84,motorway,45 mph,False,522.932,"LINESTRING (-73.039289 41.5512857, -73.0395286 41.5513146, -73.039762 41.5513541, -73.0399565 41.5513998, -73.0401168 41.5514425, -73.040822 41.5516462, -73.0409416 41.5516803, -73.0410383 41.551707, -73.0411185 41.5517285, -73.0412043 41.5517508, -73.0412952 41.5517736, -73.0413903 41.5517964, -73.0414889 41.551819, -73.0415563 41.5518336, -73.0415904 41.5518408, -73.0416593 41.5518547, -73.041694 41.5518615, -73.0417638 41.5518746, -73.0417988 41.5518808, -73.0418691 41.5518927, -73.0419395 41.5519036, -73.0419746 41.5519087, -73.0420097 41.5519135, -73.0420447 41.5519181, -73.0420795 41.5519223, -73.0421115 41.5519259, -73.0421142 41.5519262, -73.0421488 41.5519298, -73.0422521 41.5519395, -73.0422867 41.5519425, -73.0423564 41.5519479, -73.0423914 41.5519503, -73.0424614 41.5519546, -73.0424964 41.5519565, -73.0425662 41.5519598, -73.0425721 41.5519601, -73.0426009 41.5519613, -73.0426701 41.5519637, -73.0427724 41.5519663, -73.0428725 41.5519679, -73.0429376 41.5519684, -73.0430012 41.5519686, -73.0430932 41.5519682, -73.0432087 41.5519667, -73.0433143 41.5519645, -73.0434083 41.5519619, -73.0434702 41.5519598, -73.0435551 41.5519566, -73.044132 41.5519347, -73.0446986 41.5519112, -73.0454332 41.5518847)",,
"[17202205, 235418303]",yes,True,1,,motorway_link,,False,386.391,"LINESTRING (-73.0474533 41.549695, -73.0476831 41.5498266, -73.0487672 41.5504062, -73.0489225 41.5504961, -73.0490469 41.5505768, -73.0491444 41.5506492, -73.0492209 41.5507225, -73.0492863 41.5508044, -73.0493361 41.5508982, -73.0493649 41.5509953, -73.0493711 41.5510915, -73.0493597 41.5511775, -73.0493297 41.5512583, -73.0492808 41.5513362, -73.0492107 41.5514095, -73.0491179 41.5514835, -73.0490023 41.5515452, -73.0488763 41.5515918, -73.0487214 41.5516318, -73.0485626 41.551663, -73.0479164 41.5517832)",,
1138782511,yes,True,1,CT 8,motorway,,False,100.979,"LINESTRING (-73.0474533 41.549695, -73.0479945 41.5499151, -73.0485307 41.5501124)",,
28102695,,True,,,secondary,,False,88.923,"LINESTRING (-73.0442285 41.552382, -73.04437 41.5524244, -73.0445166 41.5524523, -73.0446625 41.5524717, -73.0447989 41.552479, -73.0449624 41.5524737, -73.0451325 41.5524561, -73.04527 41.5524225)",Field Street,
618820853,,False,,,residential,,False,15.527999999999999,"LINESTRING (-73.0442285 41.552382, -73.0441773 41.552438, -73.0441301 41.5525005)",Field Street,
"[17212946, 1019874223]",,False,,,residential,,False,214.20100000000002,"LINESTRING (-73.0441301 41.5525005, -73.0436468 41.5532815, -73.0436002 41.5533485, -73.0435456 41.5534358, -73.0433971 41.5536735, -73.0432804 41.5538795, -73.0430995 41.5541667, -73.0430476 41.554248)",Field Street,
618820853,,False,,,residential,,True,15.527999999999999,"LINESTRING (-73.0441301 41.5525005, -73.0441773 41.552438, -73.0442285 41.552382)",Field Street,
"[30326441, 96895604]",yes,True,,,motorway_link,,False,295.59,"LINESTRING (-73.0420017 41.5523413, -73.0420963 41.5522733, -73.0422022 41.5522079, -73.0423052 41.552163, -73.0424246 41.5521272, -73.0425517 41.5521099, -73.0426833 41.5521008, -73.044514 41.5520289, -73.0447188 41.5520143, -73.0448742 41.5519943, -73.0450157 41.5519694, -73.0451834 41.5519345, -73.0454332 41.5518847)",,
"[96896112, 96896111]",yes,True,,,motorway_link,,False,370.76099999999997,"LINESTRING (-73.0420017 41.5523413, -73.0423484 41.5520015, -73.0424392 41.5519221, -73.0425372 41.5518513, -73.0426308 41.5517987, -73.0427348 41.5517532, -73.0428702 41.551719, -73.0430131 41.5517001, -73.043147 41.5516959, -73.0432801 41.5517082, -73.0436491 41.5517599, -73.0438197 41.5517764, -73.0439859 41.5517845, -73.0441423 41.5517804, -73.0446249 41.551767, -73.0450578 41.5517485, -73.0452204 41.5517478, -73.0453694 41.5517547, -73.045528 41.5517689, -73.0456789 41.5517874, -73.04607 41.5518606)",,no
30326541,,False,,,secondary,,True,85.571,"LINESTRING (-73.04336 41.5500768, -73.0434803 41.5501016, -73.0438035 41.5501839, -73.04401 41.5502411, -73.0441508 41.5502903, -73.0443071 41.5503665)",Meadow Street,
1222116979,,False,,,secondary,,True,177.49999999999997,"LINESTRING (-73.04336 41.5500768, -73.0433249 41.5501801, -73.0433123 41.5502105, -73.043279 41.5502906, -73.0432247 41.5504038, -73.0431063 41.5506506, -73.0430742 41.550709, -73.0430424 41.5507669, -73.0429789 41.5508713, -73.0429001 41.5509889, -73.0428214 41.5511052, -73.0427987 41.5511372, -73.0427945 41.551143, -73.0426375 41.5513636, -73.0426135 41.5513974, -73.0425142 41.5515369)",Bank Street,
17480450,,True,,,residential,,False,153.11600000000004,"LINESTRING (-73.0425142 41.5515369, -73.0421393 41.5513777, -73.0419144 41.5512822, -73.0414052 41.551066, -73.0412167 41.550986, -73.0411729 41.5509575, -73.0411389 41.5509153, -73.0411174 41.5508693, -73.0410821 41.5507531)",Market Square,
1222116979,,False,,,secondary,,False,177.5,"LINESTRING (-73.0425142 41.5515369, -73.0426135 41.5513974, -73.0426375 41.5513636, -73.0427945 41.551143, -73.0427987 41.5511372, -73.0428214 41.5511052, -73.0429001 41.5509889, -73.0429789 41.5508713, -73.0430424 41.5507669, -73.0430742 41.550709, -73.0431063 41.5506506, -73.0432247 41.5504038, -73.043279 41.5502906, -73.0433123 41.5502105, -73.0433249 41.5501801, -73.04336 41.5500768)",Bank Street,
657403707,,False,,,secondary,,True,12.992,"LINESTRING (-73.0398035 41.5555935, -73.0396576 41.5555519)",East Main Street,
