osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,width,tunnel
10497533,,,Dunblane Road,residential,20 mph,False,False,193.961,"LINESTRING (0.0502521 51.4662118, 0.0508185 51.4665867, 0.0509152 51.4666421, 0.0510224 51.4666876, 0.051209 51.4667538, 0.0515779 51.4668858, 0.0518258 51.4669758, 0.0518948 51.4669918, 0.0519776 51.4669963, 0.0520483 51.4669844, 0.0524607 51.4668761, 0.0524804 51.4668709, 0.0525605 51.4668505)",,
10497533,,,Dunblane Road,residential,20 mph,False,True,261.195,"LINESTRING (0.0502521 51.4662118, 0.0477484 51.4645266, 0.0477141 51.4644784)",,
10497498,,,Arbroath Road,residential,20 mph,False,True,43.864,"LINESTRING (0.0471243 51.4646219, 0.0472873 51.4645815, 0.0477141 51.4644784)",,
10499162,,,Mayday Gardens,residential,20 mph,False,False,101.888,"LINESTRING (0.0445071 51.4682508, 0.0445263 51.4682166, 0.0445978 51.4680895, 0.0446024 51.4680814, 0.0446037 51.4680791, 0.0448775 51.4675988, 0.0449498 51.4674747, 0.0450214 51.4673935)",,
245503220,2,,Broad Walk,tertiary,20 mph,False,False,45.677,"LINESTRING (0.0445071 51.4682508, 0.044706 51.4682838, 0.0449432 51.4683231, 0.0451443 51.4683565)",,
"[10499156, 245503222]",,,Mayday Gardens,residential,20 mph,False,False,135.905,"LINESTRING (0.0450214 51.4673935, 0.0449581 51.4673443, 0.0449153 51.4669027, 0.0449167 51.4668515, 0.044985 51.4668027, 0.0450782 51.4668174, 0.0452957 51.4670365, 0.0455025 51.4672285, 0.0455025 51.4672806)",,
245503221,,,Mayday Gardens,residential,20 mph,False,False,37.169000000000004,"LINESTRING (0.0450214 51.4673935, 0.0451107 51.4673395, 0.045217 51.4673012, 0.0453552 51.4672808, 0.0455025 51.4672806)",,
10499162,,,Mayday Gardens,residential,20 mph,False,True,101.88799999999999,"LINESTRING (0.0450214 51.4673935, 0.0449498 51.4674747, 0.0448775 51.4675988, 0.0446037 51.4680791, 0.0446024 51.4680814, 0.0445978 51.4680895, 0.0445263 51.4682166, 0.0445071 51.4682508)",,
10499158,,,Mayday Gardens,residential,20 mph,False,False,129.856,"LINESTRING (0.0455025 51.4672806, 0.045695 51.4673071, 0.045879 51.4673606, 0.0467802 51.4676228, 0.0472166 51.467747)",,
245503221,,,Mayday Gardens,residential,20 mph,False,True,37.169000000000004,"LINESTRING (0.0455025 51.4672806, 0.0453552 51.4672808, 0.045217 51.4673012, 0.0451107 51.4673395, 0.0450214 51.4673935)",,
"[10499156, 245503222]",,,Mayday Gardens,residential,20 mph,False,True,135.905,"LINESTRING (0.0455025 51.4672806, 0.0455025 51.4672285, 0.0452957 51.4670365, 0.0450782 51.4668174, 0.044985 51.4668027, 0.0449167 51.4668515, 0.0449153 51.4669027, 0.0449581 51.4673443, 0.0450214 51.4673935)",,
10499183,2,,Broad Walk,tertiary,20 mph,False,False,125.93299999999999,"LINESTRING (0.0451443 51.4683565, 0.0455802 51.4684302, 0.0465091 51.468594, 0.0468945 51.4686629)",,
22723767,,,Corelli Road,residential,20 mph,False,True,213.78099999999998,"LINESTRING (0.0451443 51.4683565, 0.0451304 51.4683891, 0.0450069 51.4686786, 0.0446324 51.4695513, 0.0444563 51.4699447, 0.0444188 51.4700575, 0.0444069 51.4701431, 0.0444106 51.4702195)",9,
245503220,2,,Broad Walk,tertiary,20 mph,False,True,45.67699999999999,"LINESTRING (0.0451443 51.4683565, 0.0449432 51.4683231, 0.044706 51.4682838, 0.0445071 51.4682508)",,
10499158,,,Mayday Gardens,residential,20 mph,False,True,129.856,"LINESTRING (0.0472166 51.467747, 0.0467802 51.4676228, 0.045879 51.4673606, 0.045695 51.4673071, 0.0455025 51.4672806)",,
10499170,,,Mayday Gardens,residential,20 mph,True,False,74.15,"LINESTRING (0.0472166 51.467747, 0.0473108 51.4678372, 0.0479805 51.4680327, 0.0481368 51.4680178)",,
171575393,,,Mayday Gardens,residential,20 mph,True,False,73.751,"LINESTRING (0.0472166 51.467747, 0.0473815 51.4677379, 0.0480528 51.4679353, 0.0481368 51.4680178)",,
171575392,,,Mayday Gardens,residential,20 mph,False,False,187.89800000000002,"LINESTRING (0.0481368 51.4680178, 0.0484143 51.468098, 0.0492084 51.468328, 0.0494588 51.4684023, 0.0495651 51.4684533, 0.049621 51.468511, 0.0496428 51.4685724, 0.0496331 51.4686428, 0.0495471 51.4688205, 0.0494229 51.4690849, 0.049407 51.4691188)",,
10499183,2,,Broad Walk,tertiary,20 mph,False,True,181.27100000000002,"LINESTRING (0.049407 51.4691188, 0.0490392 51.4690527, 0.0485155 51.4689548, 0.0476289 51.4687952, 0.0468945 51.4686629)",,
171575392,,,Mayday Gardens,residential,20 mph,False,True,187.89800000000002,"LINESTRING (0.049407 51.4691188, 0.0494229 51.4690849, 0.0495471 51.4688205, 0.0496331 51.4686428, 0.0496428 51.4685724, 0.049621 51.468511, 0.0495651 51.4684533, 0.0494588 51.4684023, 0.0492084 51.468328, 0.0484143 51.468098, 0.0481368 51.4680178)",,
587069807,2,,Broad Walk,tertiary,20 mph,False,False,71.225,"LINESTRING (0.049407 51.4691188, 0.0496719 51.469168, 0.0503934 51.4692997)",,
10499187,,,Broad Walk,residential,20 mph,False,False,134.13,"LINESTRING (0.0503934 51.4692997, 0.0505864 51.4688771, 0.0506991 51.4688323, 0.0509415 51.4688768, 0.0510015 51.4689296, 0.0507972 51.4693732)",,
587069807,2,,Broad Walk,tertiary,20 mph,False,False,29.14,"LINESTRING (0.0503934 51.4692997, 0.050591 51.4693352, 0.0507972 51.4693732)",,
587069807,2,,Broad Walk,tertiary,20 mph,False,True,71.225,"LINESTRING (0.0503934 51.4692997, 0.0496719 51.469168, 0.049407 51.4691188)",,
10499187,,,Broad Walk,residential,20 mph,False,True,134.13,"LINESTRING (0.0507972 51.4693732, 0.0510015 51.4689296, 0.0509415 51.4688768, 0.0506991 51.4688323, 0.0505864 51.4688771, 0.0503934 51.4692997)",,
587069807,2,,Broad Walk,tertiary,20 mph,False,True,29.14,"LINESTRING (0.0507972 51.4693732, 0.050591 51.4693352, 0.0503934 51.4692997)",,
"[695631662, 587069807]",2,,Broad Walk,tertiary,20 mph,False,False,249.951,"LINESTRING (0.0507972 51.4693732, 0.051266 51.4694595, 0.0515826 51.4695178, 0.0518912 51.4695737, 0.0519619 51.469579, 0.0520412 51.4695712, 0.05264 51.4694643, 0.0536244 51.4692885, 0.0539013 51.4692386, 0.0541092 51.4692012, 0.0541803 51.4691892, 0.0542681 51.4691734)",,
10499183,2,,Broad Walk,tertiary,20 mph,False,False,181.271,"LINESTRING (0.0468945 51.4686629, 0.0476289 51.4687952, 0.0485155 51.4689548, 0.0490392 51.4690527, 0.049407 51.4691188)",,
10499183,2,,Broad Walk,tertiary,20 mph,False,True,125.93299999999999,"LINESTRING (0.0468945 51.4686629, 0.0465091 51.468594, 0.0455802 51.4684302, 0.0451443 51.4683565)",,
10499399,,,Crosier Close,residential,20 mph,False,True,39.4,"LINESTRING (0.0468945 51.4686629, 0.0468154 51.4688346, 0.0467423 51.4690043)",,
22723767,,,Corelli Road,residential,20 mph,False,False,213.781,"LINESTRING (0.0444106 51.4702195, 0.0444069 51.4701431, 0.0444188 51.4700575, 0.0444563 51.4699447, 0.0446324 51.4695513, 0.0450069 51.4686786, 0.0451304 51.4683891, 0.0451443 51.4683565)",9,
22724478,,,Corelli Road,residential,20 mph,False,False,81.41499999999999,"LINESTRING (0.0444106 51.4702195, 0.0444949 51.4704445, 0.0445522 51.4705865, 0.0446846 51.4709315)",,
22724478,,,Corelli Road,residential,20 mph,False,True,22.584,"LINESTRING (0.044762 51.4711288, 0.0446846 51.4709315)",,
22724478,,,Corelli Road,residential,20 mph,False,False,103.41399999999999,"LINESTRING (0.044762 51.4711288, 0.0448812 51.4714475, 0.0449935 51.4717371, 0.0450594 51.471907, 0.045108 51.4720335)",,
"[882595594, 22724478]",,,Corelli Road,residential,20 mph,False,False,113.60400000000001,"LINESTRING (0.045108 51.4720335, 0.0452316 51.4723209, 0.0454768 51.4727943, 0.0455612 51.4729521, 0.0455676 51.4729641, 0.0455917 51.4730094)",,
22724478,,,Corelli Road,residential,20 mph,False,True,103.414,"LINESTRING (0.045108 51.4720335, 0.0450594 51.471907, 0.0449935 51.4717371, 0.0448812 51.4714475, 0.044762 51.4711288)",,
"[1004434296, 245502980, 551183093, 1004434295]",2,A207,Shooters Hill Road,primary,30 mph,False,False,121.69300000000001,"LINESTRING (0.0455917 51.4730094, 0.0458249 51.4729601, 0.0459339 51.4729353, 0.0459978 51.4729214, 0.046056 51.4729088, 0.0461466 51.4728899, 0.0472515 51.4726505)",,
"[882595594, 22724478]",,,Corelli Road,residential,20 mph,False,True,113.604,"LINESTRING (0.0455917 51.4730094, 0.0455676 51.4729641, 0.0455612 51.4729521, 0.0454768 51.4727943, 0.0452316 51.4723209, 0.045108 51.4720335)",,
10499406,,,Crosier Close,residential,20 mph,False,False,8.851,"LINESTRING (0.0455679 51.4704808, 0.0455294 51.4704049)",,
10499406,,,Crosier Close,residential,20 mph,False,True,12.036,"LINESTRING (0.0455679 51.4704808, 0.0456203 51.470584)",,
10499399,,,Crosier Close,residential,20 mph,False,False,74.771,"LINESTRING (0.0455679 51.4704808, 0.0458617 51.4704233, 0.0459621 51.4704032, 0.046047 51.4703759, 0.0461266 51.4703331, 0.0461765 51.4702855, 0.0462122 51.4702262, 0.0462817 51.4700621)",,
10499406,,,Crosier Close,residential,20 mph,False,True,8.851,"LINESTRING (0.0455294 51.4704049, 0.0455679 51.4704808)",,
10499399,,,Crosier Close,residential,20 mph,False,False,39.4,"LINESTRING (0.0467423 51.4690043, 0.0468154 51.4688346, 0.0468945 51.4686629)",,
10499399,,,Crosier Close,residential,20 mph,False,True,58.757999999999996,"LINESTRING (0.0467423 51.4690043, 0.0466328 51.4692577, 0.0465512 51.4694429, 0.0465215 51.4695145)",,
22724777,,,Crosier Close,residential,20 mph,False,False,48.747,"LINESTRING (0.0467423 51.4690043, 0.0462494 51.4689226, 0.0461746 51.4688948, 0.0460949 51.4688507)",,
10499390,,,Crosier Close,residential,20 mph,False,False,9.705,"LINESTRING (0.0460949 51.4688507, 0.045993 51.4689106)",,
22724777,,,Crosier Close,residential,20 mph,False,False,8.814,"LINESTRING (0.0460949 51.4688507, 0.0460223 51.4687856)",,
22724777,,,Crosier Close,residential,20 mph,False,True,48.747,"LINESTRING (0.0460949 51.4688507, 0.0461746 51.4688948, 0.0462494 51.4689226, 0.0467423 51.4690043)",,
10499390,,,Crosier Close,residential,20 mph,False,True,9.705,"LINESTRING (0.045993 51.4689106, 0.0460949 51.4688507)",,
10499398,,,Crosier Close,residential,20 mph,False,False,43.799,"LINESTRING (0.0465215 51.4695145, 0.0459101 51.469414)",,
10499399,,,Crosier Close,residential,20 mph,False,False,58.758,"LINESTRING (0.0465215 51.4695145, 0.0465512 51.4694429, 0.0466328 51.4692577, 0.0467423 51.4690043)",,
10499399,,,Crosier Close,residential,20 mph,False,True,63.117,"LINESTRING (0.0465215 51.4695145, 0.0465086 51.469547, 0.0463765 51.46985, 0.0463281 51.4699594, 0.0462817 51.4700621)",,
22724777,,,Crosier Close,residential,20 mph,False,True,8.814,"LINESTRING (0.0460223 51.4687856, 0.0460949 51.4688507)",,
10499396,,,Crosier Close,residential,20 mph,False,False,10.056,"LINESTRING (0.0459101 51.469414, 0.0458722 51.4695013)",,
10499398,,,Crosier Close,residential,20 mph,False,False,9.643,"LINESTRING (0.0459101 51.469414, 0.0459453 51.4693301)",,
10499398,,,Crosier Close,residential,20 mph,False,True,43.799,"LINESTRING (0.0459101 51.469414, 0.0465215 51.4695145)",,
10499396,,,Crosier Close,residential,20 mph,False,True,10.056,"LINESTRING (0.0458722 51.4695013, 0.0459101 51.469414)",,
10499398,,,Crosier Close,residential,20 mph,False,True,9.643,"LINESTRING (0.0459453 51.4693301, 0.0459101 51.469414)",,
10499399,,,Crosier Close,residential,20 mph,False,False,63.117,"LINESTRING (0.0462817 51.4700621, 0.0463281 51.4699594, 0.0463765 51.46985, 0.0465086 51.469547, 0.0465215 51.4695145)",,
10499399,,,Crosier Close,residential,20 mph,False,True,74.771,"LINESTRING (0.0462817 51.4700621, 0.0462122 51.4702262, 0.0461765 51.4702855, 0.0461266 51.4703331, 0.046047 51.4703759, 0.0459621 51.4704032, 0.0458617 51.4704233, 0.0455679 51.4704808)",,
22724776,,,Crosier Close,residential,20 mph,False,False,42.786,"LINESTRING (0.0462817 51.4700621, 0.0458021 51.4699796, 0.0456914 51.4699505)",,
10499403,,,Crosier Close,residential,20 mph,False,False,7.806,"LINESTRING (0.0456914 51.4699505, 0.0456022 51.4699934)",,
22724776,,,Crosier Close,residential,20 mph,False,False,11.579,"LINESTRING (0.0456914 51.4699505, 0.0455892 51.4698681)",,
22724776,,,Crosier Close,residential,20 mph,False,True,42.786,"LINESTRING (0.0456914 51.4699505, 0.0458021 51.4699796, 0.0462817 51.4700621)",,
10499403,,,Crosier Close,residential,20 mph,False,True,7.806,"LINESTRING (0.0456022 51.4699934, 0.0456914 51.4699505)",,
10499406,,,Crosier Close,residential,20 mph,False,False,12.036,"LINESTRING (0.0456203 51.470584, 0.0455679 51.4704808)",,
22724776,,,Crosier Close,residential,20 mph,False,True,11.579,"LINESTRING (0.0455892 51.4698681, 0.0456914 51.4699505)",,
10499485,,,Edith Cavell Way,residential,20 mph,False,False,115.40999999999998,"LINESTRING (0.0473428 51.4720777, 0.0473888 51.4720684, 0.0476923 51.4720072, 0.0478856 51.4719679, 0.0480069 51.4719618, 0.04812 51.4719686, 0.0482091 51.4719663, 0.0483035 51.4719492, 0.0483849 51.4719237, 0.0484421 51.4718993, 0.0484998 51.4718685, 0.0485902 51.471831, 0.0486812 51.4718093, 0.0487855 51.4717844, 0.0488551 51.4717594, 0.048888 51.4717473)",,
10499487,,,Bell Street,residential,20 mph,False,False,41.314,"LINESTRING (0.0473428 51.4720777, 0.0474083 51.4722079, 0.0474523 51.4722892, 0.0475356 51.4724292)",,
10499487,,,Bell Street,residential,20 mph,False,True,41.317,"LINESTRING (0.0473428 51.4720777, 0.0472633 51.471933, 0.0471494 51.4717262)",,
10499434,,,Bell Street,residential,20 mph,False,False,26.021,"LINESTRING (0.0464655 51.4718632, 0.0465804 51.472086)",,
10499443,,,Bell Street,residential,20 mph,False,False,49.759,"LINESTRING (0.0464655 51.4718632, 0.0471494 51.4717262)",,
10499443,,,Bell Street,residential,20 mph,False,True,73.60400000000001,"LINESTRING (0.0464655 51.4718632, 0.046368 51.4716844, 0.0462581 51.4715207, 0.0461061 51.4712406)",,
10499434,,,Bell Street,residential,20 mph,False,True,26.021,"LINESTRING (0.0465804 51.472086, 0.0464655 51.4718632)",,
10499436,,,Bell Street,residential,20 mph,False,False,27.418,"LINESTRING (0.0461061 51.4712406, 0.04573 51.4713175)",,
10499443,,,Bell Street,residential,20 mph,False,True,10.952,"LINESTRING (0.0461061 51.4712406, 0.0462564 51.47121)",,
10499443,,,Bell Street,residential,20 mph,False,False,73.604,"LINESTRING (0.0461061 51.4712406, 0.0462581 51.4715207, 0.046368 51.4716844, 0.0464655 51.4718632)",,
10499436,,,Bell Street,residential,20 mph,False,True,27.418,"LINESTRING (0.04573 51.4713175, 0.0461061 51.4712406)",,
10499443,,,Bell Street,residential,20 mph,False,True,49.759,"LINESTRING (0.0471494 51.4717262, 0.0464655 51.4718632)",,
10499487,,,Bell Street,residential,20 mph,False,True,5.469,"LINESTRING (0.0471494 51.4717262, 0.0471179 51.4716811)",,
10499487,,,Bell Street,residential,20 mph,False,False,41.317,"LINESTRING (0.0471494 51.4717262, 0.0472633 51.471933, 0.0473428 51.4720777)",,
10499443,,,Bell Street,residential,20 mph,False,False,10.952,"LINESTRING (0.0462564 51.47121, 0.0461061 51.4712406)",,
22724775,,,Barlow Drive,residential,20 mph,False,False,101.29700000000001,"LINESTRING (0.0470579 51.4707384, 0.046868 51.4703993, 0.0468573 51.4703498, 0.0468563 51.4703076, 0.0468678 51.4702671, 0.0468944 51.4702286, 0.0469344 51.4701835, 0.0469898 51.4701442, 0.0470527 51.4701102, 0.0471562 51.4700875, 0.0473889 51.4700398)",,
35976519,,,Barlow Drive,residential,20 mph,False,False,73.59,"LINESTRING (0.0470579 51.4707384, 0.0470796 51.4707341, 0.04807 51.4705371)",,
35976519,,,Barlow Drive,residential,20 mph,False,True,74.91499999999999,"LINESTRING (0.0470579 51.4707384, 0.0461562 51.4709195, 0.0460295 51.470947)",,
5784161,,,Elizabeth Fry Place,residential,20 mph,False,False,32.721000000000004,"LINESTRING (0.0501861 51.4714916, 0.0498225 51.4715615, 0.0497347 51.4715784)",,
22724782,,,Kendall Road,residential,20 mph,False,False,53.735,"LINESTRING (0.0474281 51.4712825, 0.0471874 51.4708231)",,
10499452,,,Kendall Road,residential,20 mph,False,False,67.768,"LINESTRING (0.0474281 51.4712825, 0.0477253 51.4712233, 0.0478446 51.4711812, 0.0483456 51.4710749)",,
"[22724782, 10499487]",,,"['Bell Street', 'Kendall Road']",residential,20 mph,False,"[False, True]",69.07900000000001,"LINESTRING (0.0474281 51.4712825, 0.0472446 51.4713186, 0.0470607 51.4713563, 0.0470139 51.4713672, 0.0469897 51.4713812, 0.0469701 51.471402, 0.0469525 51.4714288, 0.0469495 51.4714527, 0.0469579 51.4714763, 0.0469883 51.4715208, 0.0471179 51.4716811)",,
22724775,,,Barlow Drive,residential,20 mph,False,True,101.297,"LINESTRING (0.0473889 51.4700398, 0.0471562 51.4700875, 0.0470527 51.4701102, 0.0469898 51.4701442, 0.0469344 51.4701835, 0.0468944 51.4702286, 0.0468678 51.4702671, 0.0468563 51.4703076, 0.0468573 51.4703498, 0.046868 51.4703993, 0.0470579 51.4707384)",,
10499477,,,Kendall Road,residential,20 mph,False,True,62.774,"LINESTRING (0.04807 51.4705371, 0.0483456 51.4710749)",,
35976519,,,Barlow Drive,residential,20 mph,False,False,23.445999999999998,"LINESTRING (0.04807 51.4705371, 0.0481919 51.4704999, 0.0483569 51.4704265)",,
35976519,,,Barlow Drive,residential,20 mph,False,True,73.59,"LINESTRING (0.04807 51.4705371, 0.0470796 51.4707341, 0.0470579 51.4707384)",,
10499470,,,Howerd Way,residential,20 mph,False,False,9.467,"LINESTRING (0.0493704 51.4706336, 0.0492388 51.4706566)",,
10499471,,,Howerd Way,residential,20 mph,False,False,12.306,"LINESTRING (0.0493704 51.4706336, 0.0495415 51.4706038)",,
10499471,,,Howerd Way,residential,20 mph,False,True,49.86,"LINESTRING (0.0493704 51.4706336, 0.0491882 51.4701998)",,
10499470,,,Howerd Way,residential,20 mph,False,True,9.467,"LINESTRING (0.0492388 51.4706566, 0.0493704 51.4706336)",,
10499471,,,Howerd Way,residential,20 mph,False,False,49.86,"LINESTRING (0.0491882 51.4701998, 0.0493704 51.4706336)",,
