osmid,oneway,name,highway,reversed,length,maxspeed,geometry,lanes,ref,bridge
163903770,False,Wharf Street,residential,True,149.122,,"LINESTRING (-75.7917457 41.3217607, -75.7915536 41.322046, -75.791489 41.3221452, -75.791455 41.322199, -75.79127 41.322571, -75.791191 41.32272, -75.791178 41.322739, -75.791041 41.322953, -75.791037 41.322988)",,,
532534999,False,Blackman Street,residential,False,38.448,,"LINESTRING (-75.794982 41.3263475, -75.7946806 41.3266089)",,,
532535000,False,Luzerne Avenue,tertiary,False,78.885,,"LINESTRING (-75.794982 41.3263475, -75.7943814 41.3257999)",,,
10665658,False,Morgan Lane,residential,True,31.485,,"LINESTRING (-75.7869912 41.3281794, -75.7873604 41.3282369)",,,
349316406,False,Morgan Lane,residential,True,104.17500000000001,,"LINESTRING (-75.7879593 41.3274249, -75.7876527 41.3277131, -75.7875574 41.3278735, -75.7873604 41.3282369)",,,
163903431,False,Broad Street,residential,True,125.82399999999998,,"LINESTRING (-75.787527 41.32153, -75.7879253 41.3216788, -75.7885323 41.3219056, -75.7887442 41.3219847, -75.788876 41.322034)",,,
163903513,False,Foundry Street,residential,False,98.03999999999999,,"LINESTRING (-75.787527 41.32153, -75.7872715 41.3219261, -75.7870562 41.3222601, -75.7870446 41.322278, -75.7870152 41.3223235)",,,
"[902620918, 163903535]",False,"['Gazette Street', 'Charles Street']",residential,False,142.36599999999996,,"LINESTRING (-75.7900955 41.3216908, -75.789917 41.321647, -75.789875 41.321637, -75.7897691 41.3216065, -75.78943 41.321509, -75.789343 41.321485, -75.78931 41.321482, -75.789266 41.321492, -75.789245 41.321504, -75.789214 41.32153, -75.789172 41.321585, -75.789162 41.3215986, -75.789153 41.321611, -75.7890679 41.3217431, -75.788952 41.321923, -75.788929 41.32196, -75.788876 41.322034)",,,
163903457,True,Charles Street,residential,False,30.348,,"LINESTRING (-75.7904301 41.3217973, -75.7900955 41.3216908)",,,
163903832,False,,unclassified,False,80.851,,"LINESTRING (-75.7904301 41.3217973, -75.7902324 41.3221169, -75.790023 41.322457)",,,
163903457,True,Charles Street,residential,False,6.751,,"LINESTRING (-75.7905047 41.3218207, -75.7904301 41.3217973)",,,
163903431,False,Broad Street,residential,True,24.194,,"LINESTRING (-75.788876 41.322034, -75.789136 41.32213)",,,
163903431,False,Broad Street,residential,False,125.82400000000001,,"LINESTRING (-75.788876 41.322034, -75.7887442 41.3219847, -75.7885323 41.3219056, -75.7879253 41.3216788, -75.787527 41.32153)",,,
"[902620918, 163903535]",False,"['Gazette Street', 'Charles Street']",residential,True,142.36599999999999,,"LINESTRING (-75.788876 41.322034, -75.788929 41.32196, -75.788952 41.321923, -75.7890679 41.3217431, -75.789153 41.321611, -75.789162 41.3215986, -75.789172 41.321585, -75.789214 41.32153, -75.789245 41.321504, -75.789266 41.321492, -75.78931 41.321482, -75.789343 41.321485, -75.78943 41.321509, -75.7897691 41.3216065, -75.789875 41.321637, -75.789917 41.321647, -75.7900955 41.3216908)",,,
163903431,False,Broad Street,residential,False,24.194,,"LINESTRING (-75.789136 41.32213, -75.788876 41.322034)",,,
163903463,False,Church Street,residential,False,98.54899999999999,,"LINESTRING (-75.789136 41.32213, -75.788882 41.322529, -75.7886667 41.3228614, -75.7886552 41.3228792, -75.7886234 41.3229283)",,,
163903513,False,Foundry Street,residential,True,98.03999999999999,,"LINESTRING (-75.7870152 41.3223235, -75.7870446 41.322278, -75.7870562 41.3222601, -75.7872715 41.3219261, -75.787527 41.32153)",,,
481067969,False,William Street,primary,False,124.624,35 mph,"LINESTRING (-75.7870152 41.3223235, -75.7864171 41.3221047, -75.7857454 41.3218591, -75.7856735 41.3218328)",2,US 11,
481067969,False,William Street,primary,True,150.194,35 mph,"LINESTRING (-75.7870152 41.3223235, -75.7871041 41.3223569, -75.7885643 41.3229061, -75.7886234 41.3229283)",2,US 11,
163903832,False,,unclassified,True,80.851,,"LINESTRING (-75.790023 41.322457, -75.7902324 41.3221169, -75.7904301 41.3217973)",,,
628031481,True,Broad Street,residential,False,82.515,,"LINESTRING (-75.790023 41.322457, -75.789938 41.322425, -75.789136 41.32213)",,,
163903444,False,Butler Street,residential,True,37.466,,"LINESTRING (-75.784698 41.322639, -75.785006 41.322884)",,,
163903683,False,Radcliffe Street,residential,False,126.07499999999999,,"LINESTRING (-75.784698 41.322639, -75.784595 41.322742, -75.784184 41.323158, -75.783816 41.323559)",,,
628031481,True,Broad Street,residential,False,47.417,,"LINESTRING (-75.790532 41.322646, -75.790023 41.322457)",,,
876239557,True,North Main Street,primary,False,15.927999999999999,25 mph,"LINESTRING (-75.790532 41.322646, -75.790515 41.32267, -75.790466 41.322745, -75.7904496 41.3227751)",2,,
163903444,False,Butler Street,residential,False,37.466,,"LINESTRING (-75.785006 41.322884, -75.784698 41.322639)",,,
163903444,False,Butler Street,residential,True,192.61200000000002,,"LINESTRING (-75.785006 41.322884, -75.785535 41.323277, -75.786257 41.323585, -75.786915 41.323826)",,,
163903476,False,Defoe Street,residential,True,129.499,,"LINESTRING (-75.785006 41.322884, -75.7854015 41.3222611, -75.7856176 41.3219209, -75.785631 41.3218998, -75.7856735 41.3218328)",,,
163903679,False,Prospect Place,residential,True,97.38300000000001,,"LINESTRING (-75.787431 41.323041, -75.787328 41.323198, -75.787039 41.323647, -75.787023 41.323672, -75.786986 41.323735, -75.786915 41.323826)",,,
163903683,False,Radcliffe Street,residential,True,126.07499999999999,,"LINESTRING (-75.783816 41.323559, -75.784184 41.323158, -75.784595 41.322742, -75.784698 41.322639)",,,
754137191,True,Carroll Street,residential,False,275.047,,"LINESTRING (-75.783816 41.323559, -75.784757 41.324069, -75.7861681 41.3248233, -75.786495 41.324998)",,,
163903444,False,Butler Street,residential,True,52.121,,"LINESTRING (-75.786915 41.323826, -75.787464 41.324049)",,,
163903444,False,Butler Street,residential,False,192.612,,"LINESTRING (-75.786915 41.323826, -75.786257 41.323585, -75.785535 41.323277, -75.785006 41.322884)",,,
163903679,False,Prospect Place,residential,False,97.38300000000001,,"LINESTRING (-75.786915 41.323826, -75.786986 41.323735, -75.787023 41.323672, -75.787039 41.323647, -75.787328 41.323198, -75.787431 41.323041)",,,
163903444,False,Butler Street,residential,False,52.121,,"LINESTRING (-75.787464 41.324049, -75.786915 41.323826)",,,
163903463,False,Church Street,residential,False,133.017,,"LINESTRING (-75.787464 41.324049, -75.7872348 41.3242642, -75.7871877 41.3243085, -75.7871114 41.3243802, -75.7870269 41.3244596, -75.786871 41.324606, -75.7866895 41.3247953, -75.786495 41.324998)",,,
163903463,False,Church Street,residential,True,159.423,,"LINESTRING (-75.787464 41.324049, -75.7883554 41.3233421, -75.7885765 41.3230007, -75.7885867 41.3229849, -75.7886234 41.3229283)",,,
628031124,True,Butler Street,residential,False,130.53900000000002,,"LINESTRING (-75.787464 41.324049, -75.7883199 41.3244077, -75.788421 41.32445, -75.788541 41.3245, -75.788822 41.3246301)",,,
163903475,False,Davis Alley,residential,True,91.394,,"LINESTRING (-75.784665 41.324154, -75.784537 41.324287, -75.784395 41.324437, -75.784149 41.324686, -75.78402 41.324818)",,,
628031124,True,Butler Street,residential,False,51.25099999999999,,"LINESTRING (-75.788822 41.3246301, -75.7892359 41.3247992, -75.7892831 41.324813, -75.7893718 41.3248311)",,,
481067979,False,Mill Street,residential,True,18.705,,"LINESTRING (-75.783837 41.324721, -75.78402 41.324818)",,,
163903539,False,George Street,residential,False,51.497,,"LINESTRING (-75.788063 41.324759, -75.788077 41.325222)",,,
481067979,False,Mill Street,residential,False,18.705,,"LINESTRING (-75.78402 41.324818, -75.783837 41.324721)",,,
481067979,False,Mill Street,residential,True,180.456,,"LINESTRING (-75.78402 41.324818, -75.785774 41.325766)",,,
163903475,False,Davis Alley,residential,False,91.394,,"LINESTRING (-75.78402 41.324818, -75.784149 41.324686, -75.784395 41.324437, -75.784537 41.324287, -75.784665 41.324154)",,,
163903439,False,Butler Alley,residential,False,139.78199999999998,,"LINESTRING (-75.788716 41.324894, -75.788737 41.32543, -75.788758 41.325828, -75.788771 41.326075, -75.7887793 41.3261501)",,,
1136416458,True,Butler Alley,residential,False,31.874000000000002,,"LINESTRING (-75.788716 41.324894, -75.788715 41.324844, -75.788709 41.324796, -75.788716 41.324764, -75.788744 41.324721, -75.788822 41.3246301)",,,
163903449,False,Carroll Street,residential,True,140.02100000000002,,"LINESTRING (-75.786495 41.324998, -75.786961 41.325232, -75.787749 41.325231, -75.788077 41.325222)",,,
163903463,False,Church Street,residential,True,133.017,,"LINESTRING (-75.786495 41.324998, -75.7866895 41.3247953, -75.786871 41.324606, -75.7870269 41.3244596, -75.7871114 41.3243802, -75.7871877 41.3243085, -75.7872348 41.3242642, -75.787464 41.324049)",,,
754137192,False,Church Street,residential,False,104.49000000000001,,"LINESTRING (-75.786495 41.324998, -75.786137 41.325385, -75.785774 41.325766)",,,
163903539,False,George Street,residential,False,105.057,,"LINESTRING (-75.788077 41.325222, -75.7881254 41.3261661)",,,
163903539,False,George Street,residential,True,51.497,,"LINESTRING (-75.788077 41.325222, -75.788063 41.324759)",,,
163903449,False,Carroll Street,residential,False,140.02100000000002,,"LINESTRING (-75.788077 41.325222, -75.787749 41.325231, -75.786961 41.325232, -75.786495 41.324998)",,,
481067979,False,Mill Street,residential,False,180.456,,"LINESTRING (-75.785774 41.325766, -75.78402 41.324818)",,,
754137192,False,Church Street,residential,False,51.349,,"LINESTRING (-75.785774 41.325766, -75.785417 41.326142)",,,
754137192,False,Church Street,residential,True,104.49000000000001,,"LINESTRING (-75.785774 41.325766, -75.786137 41.325385, -75.786495 41.324998)",,,
163903628,True,Mill Street,residential,False,54.632,,"LINESTRING (-75.7887793 41.3261501, -75.7881254 41.3261661)",,,
163903439,False,Butler Alley,residential,True,139.782,,"LINESTRING (-75.7887793 41.3261501, -75.788771 41.326075, -75.788758 41.325828, -75.788737 41.32543, -75.788716 41.324894)",,,
1188014690,False,Hillpark Avenue,residential,False,116.67600000000002,,"LINESTRING (-75.7887793 41.3261501, -75.78879 41.326297, -75.7888 41.326375, -75.788811 41.326455, -75.78882 41.326666, -75.788816 41.326711, -75.788808 41.326731, -75.788777 41.326763, -75.788724 41.326792, -75.788526 41.326866, -75.788492 41.326876, -75.788378 41.326912, -75.788269 41.326952)",,,
163903782,False,Wood Street,residential,True,153.002,,"LINESTRING (-75.785417 41.326142, -75.786903 41.326947)",,,
754137192,False,Church Street,residential,False,54.267,,"LINESTRING (-75.785417 41.326142, -75.7850649 41.3265522)",,,
754137192,False,Church Street,residential,True,51.349,,"LINESTRING (-75.785417 41.326142, -75.785774 41.325766)",,,
163903539,False,George Street,residential,True,105.057,,"LINESTRING (-75.7881254 41.3261661, -75.788077 41.325222)",,,
163903628,True,Mill Street,residential,False,134.759,,"LINESTRING (-75.7881254 41.3261661, -75.786671 41.326197, -75.78652 41.32616)",,,
163903628,True,Mill Street,residential,False,76.157,,"LINESTRING (-75.78652 41.32616, -75.785774 41.325766)",,,
163903627,False,Mill Hill Street,residential,True,172.067,,"LINESTRING (-75.78652 41.32616, -75.786683 41.326256, -75.786854 41.326353, -75.787017 41.326446, -75.787154 41.326511, -75.787415 41.32665, -75.787767 41.326823, -75.787881 41.326864, -75.787892 41.326866, -75.788269 41.326952)",,,
754137192,False,Church Street,residential,False,56.854,,"LINESTRING (-75.7850649 41.3265522, -75.7846549 41.3269604)",,,
754137192,False,Church Street,residential,True,54.267,,"LINESTRING (-75.7850649 41.3265522, -75.785417 41.326142)",,,
163903454,False,Center Street,residential,True,202.61900000000003,,"LINESTRING (-75.7850649 41.3265522, -75.786519 41.327331, -75.786599 41.327268, -75.786903 41.326947)",,,
754137192,False,Church Street,residential,False,22.662,,"LINESTRING (-75.7846549 41.3269604, -75.7844956 41.3271254)",,,
754137192,False,Church Street,residential,True,56.854,,"LINESTRING (-75.7846549 41.3269604, -75.7850649 41.3265522)",,,
163903782,False,Wood Street,residential,False,153.002,,"LINESTRING (-75.786903 41.326947, -75.785417 41.326142)",,,
163903454,False,Center Street,residential,False,202.619,,"LINESTRING (-75.786903 41.326947, -75.786599 41.327268, -75.786519 41.327331, -75.7850649 41.3265522)",,,
163903782,False,Wood Street,residential,True,70.524,,"LINESTRING (-75.786903 41.326947, -75.7870364 41.3270222, -75.78745 41.327244, -75.787587 41.327319)",,,
163903627,False,Mill Hill Street,residential,False,172.067,,"LINESTRING (-75.788269 41.326952, -75.787892 41.326866, -75.787881 41.326864, -75.787767 41.326823, -75.787415 41.32665, -75.787154 41.326511, -75.787017 41.326446, -75.786854 41.326353, -75.786683 41.326256, -75.78652 41.32616)",,,
1188014690,False,Hillpark Avenue,residential,False,70.128,,"LINESTRING (-75.788269 41.326952, -75.788203 41.32698, -75.788128 41.327017, -75.787956 41.327106, -75.787721 41.327241, -75.787587 41.327319)",,,
1188014690,False,Hillpark Avenue,residential,True,116.67599999999999,,"LINESTRING (-75.788269 41.326952, -75.788378 41.326912, -75.788492 41.326876, -75.788526 41.326866, -75.788724 41.326792, -75.788777 41.326763, -75.788808 41.326731, -75.788816 41.326711, -75.78882 41.326666, -75.788811 41.326455, -75.7888 41.326375, -75.78879 41.326297, -75.7887793 41.3261501)",,,
754137192,False,Church Street,residential,True,22.662,,"LINESTRING (-75.7844956 41.3271254, -75.7846549 41.3269604)",,,
163903559,True,Hillpark Avenue,residential,False,279.927,,"LINESTRING (-75.787587 41.327319, -75.787316 41.327477, -75.787201 41.327559, -75.787121 41.327609, -75.787037 41.327646, -75.787028 41.327648, -75.787003 41.327654, -75.786947 41.327657, -75.786897 41.327649, -75.786763 41.327597, -75.786562 41.327537, -75.786379 41.327495, -75.786143 41.327456, -75.7859377 41.3274196, -75.785606 41.327352, -75.7852051 41.327285, -75.7850641 41.3272484, -75.7849995 41.3272354, -75.7844956 41.3271254)",,,
163903782,False,Wood Street,residential,False,70.524,,"LINESTRING (-75.787587 41.327319, -75.78745 41.327244, -75.7870364 41.3270222, -75.786903 41.326947)",,,
1188014690,False,Hillpark Avenue,residential,True,70.128,,"LINESTRING (-75.787587 41.327319, -75.787721 41.327241, -75.787956 41.327106, -75.788128 41.327017, -75.788203 41.32698, -75.788269 41.326952)",,,
163903587,False,Lambert Street,residential,False,145.249,,"LINESTRING (-75.785484 41.3288, -75.785137 41.328827, -75.784188 41.328904, -75.784099 41.328904, -75.784 41.328904, -75.783752 41.32891)",,,
163903587,False,Lambert Street,residential,True,229.031,,"LINESTRING (-75.785484 41.3288, -75.786032 41.328759, -75.786169 41.328749, -75.7874728 41.3286497, -75.7882127 41.3285909)",,,
163903617,False,Lyons Alley,residential,False,113.703,,"LINESTRING (-75.785484 41.3288, -75.785539 41.329001, -75.785543 41.329016, -75.785739 41.329596, -75.785788 41.329738, -75.785799 41.329773, -75.785787 41.329792)",,,
163903540,False,Gidding Street,residential,False,150.76999999999998,,"LINESTRING (-75.783752 41.32891, -75.78375 41.329181, -75.78375 41.329186, -75.783764 41.329893, -75.783773 41.329994, -75.783797 41.330265)",,,
163903587,False,Lambert Street,residential,True,145.249,,"LINESTRING (-75.783752 41.32891, -75.784 41.328904, -75.784099 41.328904, -75.784188 41.328904, -75.785137 41.328827, -75.785484 41.3288)",,,
163903617,False,Lyons Alley,residential,True,113.703,,"LINESTRING (-75.785787 41.329792, -75.785799 41.329773, -75.785788 41.329738, -75.785739 41.329596, -75.785543 41.329016, -75.785539 41.329001, -75.785484 41.3288)",,,
163903671,False,Parsonage Street,tertiary,False,174.288,,"LINESTRING (-75.785787 41.329792, -75.785449 41.329872, -75.7844719 41.330104, -75.784434 41.330113, -75.784097 41.330194, -75.784037 41.330208, -75.783856 41.33025, -75.783797 41.330265)",,,
163903671,False,Parsonage Street,tertiary,True,173.14000000000001,,"LINESTRING (-75.785787 41.329792, -75.785812 41.329787, -75.786185 41.329699, -75.786394 41.329651, -75.787124 41.329489, -75.787381 41.329434, -75.787649 41.329378, -75.7877788 41.329362)",,,
163903540,False,Gidding Street,residential,True,150.76999999999998,,"LINESTRING (-75.783797 41.330265, -75.783773 41.329994, -75.783764 41.329893, -75.78375 41.329186, -75.78375 41.329181, -75.783752 41.32891)",,,
163903671,False,Parsonage Street,tertiary,True,174.288,,"LINESTRING (-75.783797 41.330265, -75.783856 41.33025, -75.784037 41.330208, -75.784097 41.330194, -75.784434 41.330113, -75.7844719 41.330104, -75.785449 41.329872, -75.785787 41.329792)",,,
10665658,False,Morgan Lane,residential,False,31.485,,"LINESTRING (-75.7873604 41.3282369, -75.7869912 41.3281794)",,,
10665658,False,Morgan Lane,residential,True,83.02499999999999,,"LINESTRING (-75.7873604 41.3282369, -75.7874321 41.3282481, -75.788334 41.3283885)",,,
349316406,False,Morgan Lane,residential,False,104.17500000000001,,"LINESTRING (-75.7873604 41.3282369, -75.7875574 41.3278735, -75.7876527 41.3277131, -75.7879593 41.3274249)",,,
369747448,False,North Main Street,primary,False,24.68,35 mph,"LINESTRING (-75.788334 41.3283885, -75.7882127 41.3285909)",2,,
10665658,False,Morgan Lane,residential,False,83.02499999999999,,"LINESTRING (-75.788334 41.3283885, -75.7874321 41.3282481, -75.7873604 41.3282369)",,,
369747448,False,North Main Street,primary,True,142.47699999999998,35 mph,"LINESTRING (-75.788334 41.3283885, -75.7884937 41.3281221, -75.7887776 41.3276375, -75.7889285 41.3273633, -75.7890114 41.3272126)",2,,
"[369329684, 10660901]",False,Fort Jenkins Bridge,primary,False,28.213,35 mph,"LINESTRING (-75.7897227 41.3258797, -75.7896148 41.3258235, -75.7894483 41.3257317)",3,US 11,yes
"[61558524, 369747444, 480856653]",False,Fort Jenkins Bridge,primary,True,326.779,35 mph,"LINESTRING (-75.7897227 41.3258797, -75.7908346 41.3264593, -75.7927589 41.3274624, -75.7929375 41.3275555)","['3', '2']",US 11,yes
480856659,True,,primary_link,False,64.767,,"LINESTRING (-75.7929375 41.3275555, -75.7934551 41.3279893)",1,,
10665485,False,Susquehanna Avenue,residential,True,231.04799999999997,20 mph,"LINESTRING (-75.7929375 41.3275555, -75.7930049 41.3274364, -75.7930179 41.3274134, -75.7931289 41.3272171, -75.7931848 41.3271334, -75.7932301 41.3270738, -75.79333 41.3269426, -75.7938135 41.3263074, -75.793894 41.3262127, -75.7939651 41.3261367, -75.7940395 41.3260655, -75.7943814 41.3257999)",,,
"[61558524, 480856653, 369747444]",False,Fort Jenkins Bridge,primary,False,326.779,35 mph,"LINESTRING (-75.7929375 41.3275555, -75.7927589 41.3274624, -75.7908346 41.3264593, -75.7897227 41.3258797)","['3', '2']",US 11,yes
480856655,False,Exeter Avenue,primary,True,50.227000000000004,35 mph,"LINESTRING (-75.7929375 41.3275555, -75.7932587 41.3277229, -75.79332 41.3277513, -75.7933834 41.3277735, -75.7934489 41.3277887)",2,US 11,
1177168329,False,Susquehanna Avenue,residential,False,313.986,20 mph,"LINESTRING (-75.7929375 41.3275555, -75.792869 41.3276768, -75.7928436 41.3277216, -75.7927983 41.3278017, -75.7927675 41.3278745, -75.7926153 41.3284047, -75.7925905 41.328515, -75.792577 41.3286137, -75.7925737 41.3287249, -75.7925764 41.3288398, -75.7926934 41.3303375)",,,
480856652,False,Exeter Avenue,secondary,False,22.449,30 mph,"LINESTRING (-75.7934489 41.3277887, -75.7934417 41.3278534, -75.793439 41.3279019, -75.7934434 41.3279467, -75.7934551 41.3279893)",2,PA 92,
480856655,False,Exeter Avenue,primary,False,50.227,35 mph,"LINESTRING (-75.7934489 41.3277887, -75.7933834 41.3277735, -75.79332 41.3277513, -75.7932587 41.3277229, -75.7929375 41.3275555)",2,US 11,
10667086,False,Exeter Avenue,secondary,False,166.576,30 mph,"LINESTRING (-75.7934551 41.3279893, -75.7934803 41.3280353, -75.7935128 41.3280792, -75.7935571 41.328129, -75.7936127 41.3281872, -75.7944175 41.3289677, -75.7946454 41.3291886)",2,PA 92,
480856652,False,Exeter Avenue,secondary,True,22.449,30 mph,"LINESTRING (-75.7934551 41.3279893, -75.7934434 41.3279467, -75.793439 41.3279019, -75.7934417 41.3278534, -75.7934489 41.3277887)",2,PA 92,
163903463,False,Church Street,residential,False,159.423,,"LINESTRING (-75.7886234 41.3229283, -75.7885867 41.3229849, -75.7885765 41.3230007, -75.7883554 41.3233421, -75.787464 41.324049)",,,
163903463,False,Church Street,residential,True,98.549,,"LINESTRING (-75.7886234 41.3229283, -75.7886552 41.3228792, -75.7886667 41.3228614, -75.788882 41.322529, -75.789136 41.32213)",,,
481067969,False,William Street,primary,False,150.194,35 mph,"LINESTRING (-75.7886234 41.3229283, -75.7885643 41.3229061, -75.7871041 41.3223569, -75.7870152 41.3223235)",2,US 11,
481067974,False,William Street,primary,True,129.999,35 mph,"LINESTRING (-75.7886234 41.3229283, -75.788747 41.3229793, -75.7892338 41.3231624, -75.7894203 41.3232325, -75.789879 41.3234049, -75.7900106 41.3234586)",2,US 11,
481067972,False,Cron Street,residential,True,104.172,,"LINESTRING (-75.7900839 41.3245313, -75.7905736 41.3237665, -75.7905814 41.3237543, -75.7906245 41.323687)",,,
"[369329684, 10660901]",False,Fort Jenkins Bridge,primary,True,28.213,35 mph,"LINESTRING (-75.7894483 41.3257317, -75.7896148 41.3258235, -75.7897227 41.3258797)",3,US 11,yes
51105708,True,North Main Street,primary,False,44.189,25 mph,"LINESTRING (-75.7894483 41.3257317, -75.7894555 41.3259646, -75.7894586 41.3260365, -75.7894582 41.326129)",1,,
481067986,True,Kennedy Boulevard,primary,False,64.00500000000001,25 mph,"LINESTRING (-75.7894483 41.3257317, -75.7894628 41.3256744, -75.7894843 41.3255474, -75.7895071 41.3254915, -75.7895426 41.3254336, -75.7895848 41.3253818, -75.7897487 41.3252162)",1,US 11,
