osmid,oneway,lanes,highway,reversed,length,geometry,name,maxspeed,bridge,ref,width,tunnel
"[405180169, 382248461, 398815190]",False,5,secondary,True,292.71199999999993,"LINESTRING (-118.243595 34.0557227, -118.243677 34.0556395, -118.2440651 34.0552167, -118.2441592 34.0551137, -118.2442139 34.055055, -118.2444644 34.0547892, -118.2444963 34.0547572, -118.2445628 34.0546879, -118.2448688 34.0543461, -118.2451828 34.0540081, -118.2454391 34.0537483, -118.2455373 34.0536398)",North Broadway,,,,,
"[405180171, 186076371]",False,5,secondary,False,149.79600000000002,"LINESTRING (-118.243595 34.0557227, -118.243514 34.0558022, -118.2431156 34.0562278, -118.242661 34.0567154, -118.242596 34.0567855)",North Broadway,,,,,
"[234657817, 398740642]",False,"['5', '6']",secondary,True,119.572,"LINESTRING (-118.2433951 34.0522178, -118.243307 34.0521577, -118.2430045 34.0519445, -118.2425234 34.05161, -118.2424108 34.0515175)",East 1st Street,25 mph,,,,
"[382253204, 404983742, 404983743]",False,"['4', '5']",primary,True,128.86599999999999,"LINESTRING (-118.2433951 34.0522178, -118.2434612 34.0522648, -118.243504 34.0522953, -118.2439795 34.0526222, -118.2441132 34.0527137, -118.2443594 34.0528773, -118.244473 34.0529563)",West 1st Street,25 mph,,,,
"[1123284792, 407591167]",True,"['3', '5']",primary,False,260.388,"LINESTRING (-118.2433951 34.0522178, -118.243283 34.0523322, -118.2429565 34.0526866, -118.242392 34.053298, -118.242341 34.0533528, -118.2419822 34.0537453, -118.2417577 34.0539916, -118.2416781 34.0540778)",North Main Street,,,,,
"[405180177, 405169155, 405169157, 381458103]",False,"['5', '6']",secondary,True,257.805,"LINESTRING (-118.244506 34.0564977, -118.2446074 34.0565909, -118.2446455 34.0566224, -118.2448972 34.0568299, -118.2449671 34.0568893, -118.2455102 34.0573508, -118.2456415 34.0574624, -118.2459971 34.0577645, -118.2463505 34.0580654, -118.2464685 34.0581497)",West Temple Street,35 mph,,,,
"[399313000, 399313001, 382210638, 382212884, 382212887, 405180828]",False,5,secondary,False,309.03999999999996,"LINESTRING (-118.244506 34.0564977, -118.2445934 34.0564282, -118.2446285 34.0563973, -118.244944 34.0560924, -118.2450563 34.0559724, -118.245215 34.0558027, -118.2453586 34.0556503, -118.2454701 34.0555299, -118.245524 34.0554717, -118.2455796 34.0554128, -118.2456868 34.0552992, -118.2458261 34.0551495, -118.2459226 34.055042, -118.2459422 34.0550202, -118.2462193 34.0547369, -118.2465027 34.0544419, -118.2466077 34.0543334)",North Hill Street,25 mph,,,,
"[405180176, 382212891, 405180173]",False,5,secondary,True,120.29800000000002,"LINESTRING (-118.244506 34.0564977, -118.244417 34.0564186, -118.2443829 34.0563882, -118.2440815 34.0561347, -118.2439425 34.056016, -118.243678 34.0557907, -118.243595 34.0557227)",West Temple Street,35 mph,,,,
"[130330866, 398735942]",False,"['4', '5']",secondary,False,256.83000000000004,"LINESTRING (-118.240894 34.0503893, -118.2408035 34.0504876, -118.2404853 34.0508697, -118.2403563 34.0510447, -118.2402982 34.0511357, -118.240273 34.0511754, -118.2401794 34.0513314, -118.2401087 34.0514698, -118.2400903 34.051509, -118.2400376 34.0516232, -118.239874 34.0520225, -118.2397687 34.0523265, -118.239714 34.0524613)",Judge John Aiso Street,,,,,
"[404983741, 185948981, 398740639]",False,"['5', '6']",secondary,False,123.91,"LINESTRING (-118.240894 34.0503893, -118.2409816 34.0504657, -118.2415608 34.0508886, -118.2416534 34.0509576, -118.2417865 34.0510609, -118.2418891 34.0511384)",East 1st Street,25 mph,,,,
190478685,False,4,secondary,False,208.97,"LINESTRING (-118.240894 34.0503893, -118.2408055 34.050313, -118.2400066 34.0497592, -118.239889 34.0496802, -118.2398375 34.0496472, -118.2397966 34.0496184, -118.2394627 34.0493782, -118.2393076 34.0492808, -118.239267 34.0492619, -118.2391377 34.049207)",East 1st Street,25 mph,,,,
"[398735950, 398735951]",False,"['4', '6']",secondary,True,145.14600000000002,"LINESTRING (-118.240894 34.0503893, -118.2409788 34.0502961, -118.2414001 34.0497987, -118.2415584 34.0496111, -118.2416374 34.0494968, -118.2417062 34.0493778, -118.241746 34.0492958)",San Pedro Street,,,,,
190478685,False,4,secondary,True,208.96999999999997,"LINESTRING (-118.2391377 34.049207, -118.239267 34.0492619, -118.2393076 34.0492808, -118.2394627 34.0493782, -118.2397966 34.0496184, -118.2398375 34.0496472, -118.239889 34.0496802, -118.2400066 34.0497592, -118.2408055 34.050313, -118.240894 34.0503893)",East 1st Street,25 mph,,,,
"[185948985, 404983741]",False,6,secondary,True,63.931,"LINESTRING (-118.2424108 34.0515175, -118.2422826 34.0514233, -118.2419751 34.0512009, -118.2418891 34.0511384)",East 1st Street,25 mph,,,,
"[398738128, 186076385, 398738131]",False,"['4', '5']",secondary,False,163.32999999999998,"LINESTRING (-118.2424108 34.0515175, -118.2425155 34.0513933, -118.2426983 34.0511383, -118.2430013 34.0507166, -118.2432831 34.0503443, -118.243355 34.0502761)",South Los Angeles Street,,,,,
381471424,False,5,secondary,True,78.776,"LINESTRING (-118.2424108 34.0515175, -118.2423044 34.0516387, -118.2419336 34.0521052)",North Los Angeles Street,,,,,
"[234657817, 398740642]",False,"['5', '6']",secondary,False,119.57199999999999,"LINESTRING (-118.2424108 34.0515175, -118.2425234 34.05161, -118.2430045 34.0519445, -118.243307 34.0521577, -118.2433951 34.0522178)",East 1st Street,25 mph,,,,
404995540,True,2,primary,False,203.74,"LINESTRING (-118.2458813 34.049553, -118.2458051 34.0496351, -118.2454993 34.0499515, -118.245201 34.0502728, -118.2450219 34.0504686, -118.2445856 34.0509482, -118.244533 34.0510052)",South Main Street,,,,,
"[405162737, 234662681]",True,3,primary,False,129.66400000000002,"LINESTRING (-118.2458813 34.049553, -118.2459461 34.0495955, -118.2459894 34.0496235, -118.2463136 34.0498339, -118.2464466 34.0499168, -118.2465645 34.0499921, -118.2468363 34.0501635, -118.2468717 34.0501867, -118.2469013 34.0502097, -118.2469854 34.0502752)",West 3rd Street,,,,,
"[405180824, 30647778, 405180827]",False,4,secondary,False,103.798,"LINESTRING (-118.2422578 34.0571488, -118.2421987 34.0572103, -118.2421736 34.0572327, -118.242135 34.057268, -118.2420295 34.057369, -118.2419477 34.0574357, -118.2418522 34.0575075, -118.2417353 34.057577, -118.2415833 34.0576525, -118.2413961 34.0577339)","['North Broadway', 'Broadway']",,yes,,,
"[607788624, 382248844]",False,"['4', '5']",secondary,True,51.018,"LINESTRING (-118.2422578 34.0571488, -118.2423382 34.0570604, -118.2425476 34.0568362, -118.242596 34.0567855)",Broadway,,yes,,,
"[405180824, 30647778, 405180827]",False,4,secondary,True,103.79800000000002,"LINESTRING (-118.2413961 34.0577339, -118.2415833 34.0576525, -118.2417353 34.057577, -118.2418522 34.0575075, -118.2419477 34.0574357, -118.2420295 34.057369, -118.242135 34.057268, -118.2421736 34.0572327, -118.2421987 34.0572103, -118.2422578 34.0571488)","['North Broadway', 'Broadway']",,yes,,,
24717261,False,4,secondary,True,48.67,"LINESTRING (-118.238072 34.0510848, -118.238188 34.0511784, -118.2384449 34.0513948)",East Temple Street,25 mph,,,,
398733940,False,4,primary,False,67.17999999999999,"LINESTRING (-118.238072 34.0510848, -118.238066 34.0512286, -118.2380467 34.0516886)",North Alameda Street,,,,,
"[398733937, 48331381, 398733943]",False,"['4', '5', '6']",primary,False,182.211,"LINESTRING (-118.238072 34.0510848, -118.238081 34.0509352, -118.2380883 34.0506113, -118.2381073 34.0502422, -118.2381364 34.0496622, -118.2381438 34.0494473)",North Alameda Street,,,,,
"[405180162, 29042884]",True,3,secondary,False,124.045,"LINESTRING (-118.2400861 34.0558343, -118.2401386 34.0558646, -118.2401754 34.0558857, -118.2406596 34.0561754, -118.2406849 34.0561919, -118.2410603 34.0564199, -118.241176 34.0564893)",Arcadia Street,,,,,
405178831,True,3,primary,False,170.24,"LINESTRING (-118.241519 34.0561068, -118.2415731 34.0560479, -118.2416301 34.0559839, -118.241936 34.0556475, -118.242553 34.0549821, -118.24264 34.0548897)",North Spring Street,,,,,
604115933,True,3,primary,False,25.253999999999998,"LINESTRING (-118.241519 34.0561068, -118.2414113 34.0560389, -118.2413026 34.0559674)",West Aliso Street,,,,,
398740647,False,2,tertiary,False,135.471,"LINESTRING (-118.244533 34.0510052, -118.244439 34.05095, -118.2434828 34.0503558, -118.243355 34.0502761)",East 2nd Street,,,,,
"[398740656, 185948996, 398740654]",False,"['3', '2']",tertiary,True,127.08099999999999,"LINESTRING (-118.244533 34.0510052, -118.244596 34.0510413, -118.2446359 34.0510637, -118.2450436 34.0513296, -118.2450946 34.051362, -118.2451909 34.0514277, -118.2455342 34.051648, -118.2455562 34.0516622, -118.2456231 34.0517051)",West 2nd Street,,,,,
404995540,True,2,primary,False,170.799,"LINESTRING (-118.244533 34.0510052, -118.2444565 34.0510835, -118.2434887 34.0521149, -118.2433951 34.0522178)",South Main Street,,,,,
358727539,False,4,tertiary,False,127.279,"LINESTRING (-118.2477844 34.053099, -118.247682 34.0530341, -118.2467912 34.0524672, -118.2466877 34.0524029)",West 2nd Street,,,,,
"[206346809, 405168267, 399313004]",False,5,secondary,True,174.927,"LINESTRING (-118.2477844 34.053099, -118.2476719 34.0532106, -118.2474636 34.0534185, -118.2472354 34.0536615, -118.2471187 34.053784, -118.2466956 34.0542382, -118.2466077 34.0543334)",South Hill Street,,,,,
674108459,True,4,motorway,False,305.832,"LINESTRING (-118.2443676 34.058141, -118.2417454 34.0564542)",Santa Ana Freeway,55 mph,,US 101,,
"[405183747, 405183743, 978058251, 172998575]",True,"['3', '2']",motorway_link,False,223.86999999999995,"LINESTRING (-118.2443676 34.058141, -118.2442789 34.057993, -118.2437144 34.0575214, -118.2434462 34.0573259, -118.2434046 34.0572991, -118.2430559 34.0570748, -118.2428494 34.0569437, -118.242694 34.0568418, -118.242596 34.0567855)",,,,,,
"[398741322, 382275486]",False,"['4', '5']",secondary,"[False, True]",166.539,"LINESTRING (-118.239714 34.0524613, -118.239609 34.0523749, -118.2390904 34.051943, -118.2388812 34.0517651, -118.2388076 34.0517046, -118.2384449 34.0513948)",East Temple Street,25 mph,,,,
"[130330866, 398735942]",False,"['4', '5']",secondary,True,256.83,"LINESTRING (-118.239714 34.0524613, -118.2397687 34.0523265, -118.239874 34.0520225, -118.2400376 34.0516232, -118.2400903 34.051509, -118.2401087 34.0514698, -118.2401794 34.0513314, -118.240273 34.0511754, -118.2402982 34.0511357, -118.2403563 34.0510447, -118.2404853 34.0508697, -118.2408035 34.0504876, -118.240894 34.0503893)",Judge John Aiso Street,,,,,
"[398741321, 405180163]",False,4,secondary,True,154.467,"LINESTRING (-118.239714 34.0524613, -118.2399704 34.0526722, -118.2404768 34.0530901, -118.2407246 34.0532947, -118.240772 34.0533331, -118.2407971 34.0533558, -118.2409047 34.0534392)",East Temple Street,25 mph,,,,
"[535502377, 172998543]",False,3,secondary,True,38.767,"LINESTRING (-118.2391711 34.0552702, -118.2391107 34.0553295, -118.2390305 34.0554228, -118.2389248 34.0555525)",North Los Angeles Street,,yes,,,
"[186076369, 161838876, 405180167]",False,"['4', '3']",secondary,False,62.217,"LINESTRING (-118.2391711 34.0552702, -118.2392363 34.0551974, -118.2393636 34.0550481, -118.2394757 34.0549307, -118.2395038 34.0549023, -118.2395886 34.0548316)",North Los Angeles Street,,yes,,,
"[509303676, 1111525991]",True,3,secondary,False,105.084,"LINESTRING (-118.2391711 34.0552702, -118.2392465 34.0553197, -118.239292 34.0553485, -118.2395896 34.0555325, -118.239985 34.0557768, -118.2400406 34.055809, -118.2400861 34.0558343)",Arcadia Street,,yes,,,
"[405178825, 1127429323, 148385460]",True,"['3', '5']",primary,False,273.44199999999995,"LINESTRING (-118.24264 34.0548897, -118.242732 34.0547966, -118.2433081 34.0541916, -118.243335 34.0541649, -118.2434023 34.0540981, -118.2435575 34.0539271, -118.2438606 34.0536085, -118.2440715 34.0533878, -118.2443732 34.0530484, -118.244473 34.0529563)",North Spring Street,,,,,
"[382251676, 405180174]",False,"['5', '6']",secondary,False,127.75900000000001,"LINESTRING (-118.24264 34.0548897, -118.242757 34.0549917, -118.2429409 34.0551506, -118.243505 34.0556382, -118.243595 34.0557227)",West Temple Street,25 mph,,,,
"[193968543, 405180175]",False,"['5', '3']",secondary,True,126.509,"LINESTRING (-118.24264 34.0548897, -118.242546 34.0548063, -118.2420975 34.0544291, -118.2417765 34.0541623, -118.2417444 34.054135, -118.2416781 34.0540778)",West Temple Street,25 mph,,,,
"[186076402, 398738133]",True,"['4', '3']",primary,False,174.89600000000002,"LINESTRING (-118.244473 34.0529563, -118.2445806 34.0528435, -118.2453954 34.0519491, -118.2455689 34.0517689, -118.2456231 34.0517051)",South Spring Street,,,,,
"[1131104906, 382215621]",False,"['5', '6']",primary,True,124.07400000000001,"LINESTRING (-118.244473 34.0529563, -118.2445801 34.0530264, -118.2450807 34.0533436, -118.2454416 34.0535719, -118.2455373 34.0536398)",West 1st Street,25 mph,,,,
"[382253204, 404983742, 404983743]",False,"['4', '5']",primary,False,128.86599999999999,"LINESTRING (-118.244473 34.0529563, -118.2443594 34.0528773, -118.2441132 34.0527137, -118.2439795 34.0526222, -118.243504 34.0522953, -118.2434612 34.0522648, -118.2433951 34.0522178)",West 1st Street,25 mph,,,,
"[185948992, 382218111, 518201967]",False,3,tertiary,True,125.095,"LINESTRING (-118.2456231 34.0517051, -118.2457129 34.0517589, -118.2462372 34.0521012, -118.2464772 34.0522659, -118.246585 34.0523306, -118.2466877 34.0524029)",West 2nd Street,,,,,
"[398740656, 185948996, 398740654]",False,"['3', '2']",tertiary,False,127.081,"LINESTRING (-118.2456231 34.0517051, -118.2455562 34.0516622, -118.2455342 34.051648, -118.2451909 34.0514277, -118.2450946 34.051362, -118.2450436 34.0513296, -118.2446359 34.0510637, -118.244596 34.0510413, -118.244533 34.0510052)",West 2nd Street,,,,,
"[1235901900, 437912349]",True,4,primary,False,202.59,"LINESTRING (-118.2456231 34.0517051, -118.2456775 34.051647, -118.2462058 34.0510824, -118.2464829 34.0507874, -118.246549 34.0507192, -118.2466077 34.0506602, -118.2469137 34.0503419, -118.2469854 34.0502752)",South Spring Street,,,,,
"[404995542, 405162734]",True,"['4', '2']",primary,False,123.264,"LINESTRING (-118.2469854 34.0502752, -118.2470028 34.0502899, -118.2470554 34.050333, -118.2473213 34.050508, -118.2475354 34.050647, -118.2476154 34.0506991, -118.247946 34.050911, -118.2480286 34.0509684)",West 3rd Street,,,,,
358727539,False,4,tertiary,True,127.27900000000001,"LINESTRING (-118.2466877 34.0524029, -118.2467912 34.0524672, -118.247682 34.0530341, -118.2477844 34.053099)",West 2nd Street,,,,,
"[185948992, 518201967, 382218111]",False,3,tertiary,False,125.095,"LINESTRING (-118.2466877 34.0524029, -118.246585 34.0523306, -118.2464772 34.0522659, -118.2462372 34.0521012, -118.2457129 34.0517589, -118.2456231 34.0517051)",West 2nd Street,,,,,
"[382237280, 405180170]",False,5,secondary,False,173.64300000000003,"LINESTRING (-118.2466877 34.0524029, -118.246621 34.0524723, -118.2457779 34.053372, -118.2456306 34.0535343, -118.2455373 34.0536398)",South Broadway,,,,,
"[518201969, 404995537, 425993525, 382237279]",False,5,secondary,True,201.78000000000003,"LINESTRING (-118.2466877 34.0524029, -118.246749 34.0523354, -118.2468708 34.0522047, -118.2470992 34.051955, -118.2472834 34.0517487, -118.247535 34.0514793, -118.2476512 34.0513529, -118.2477871 34.051217, -118.2479594 34.0510391, -118.2480286 34.0509684)",South Broadway,,,,,
"[404995537, 425993525, 518201969, 382237279]",False,5,secondary,False,201.77999999999997,"LINESTRING (-118.2480286 34.0509684, -118.2479594 34.0510391, -118.2477871 34.051217, -118.2476512 34.0513529, -118.247535 34.0514793, -118.2472834 34.0517487, -118.2470992 34.051955, -118.2468708 34.0522047, -118.246749 34.0523354, -118.2466877 34.0524029)",South Broadway,,,,,
"[405180175, 193968543]",False,"['3', '5']",secondary,False,126.509,"LINESTRING (-118.2416781 34.0540778, -118.2417444 34.054135, -118.2417765 34.0541623, -118.2420975 34.0544291, -118.242546 34.0548063, -118.24264 34.0548897)",West Temple Street,25 mph,,,,
"[907992121, 405180164]",False,4,secondary,True,100.63,"LINESTRING (-118.2416781 34.0540778, -118.2415791 34.0539964, -118.2413811 34.0538353, -118.2410038 34.0535248, -118.2409666 34.0534985, -118.2409047 34.0534392)",East Temple Street,25 mph,,,,
"[405178820, 407591166]",True,4,primary,False,186.28300000000002,"LINESTRING (-118.2416781 34.0540778, -118.2415899 34.0541672, -118.241177 34.0546161, -118.2411067 34.0546946, -118.240831 34.0550004, -118.2407567 34.0550934, -118.2405224 34.0553525, -118.2404677 34.0554193)",North Main Street,,,,,
"[398738128, 186076385, 398738131]",False,"['4', '5']",secondary,True,163.32999999999998,"LINESTRING (-118.243355 34.0502761, -118.2432831 34.0503443, -118.2430013 34.0507166, -118.2426983 34.0511383, -118.2425155 34.0513933, -118.2424108 34.0515175)",South Los Angeles Street,,,,,
398740647,False,2,tertiary,True,135.471,"LINESTRING (-118.243355 34.0502761, -118.2434828 34.0503558, -118.244439 34.05095, -118.244533 34.0510052)",East 2nd Street,,,,,
"[398740648, 398740651, 398740646]",False,"['3', '2']",tertiary,True,184.021,"LINESTRING (-118.243355 34.0502761, -118.2432407 34.0502051, -118.2429153 34.0500046, -118.2427258 34.0498891, -118.2426834 34.0498628, -118.2425786 34.049799, -118.2424639 34.0497276, -118.2423063 34.0496304, -118.2418856 34.0493858, -118.241746 34.0492958)",East 2nd Street,,,,,
"[399313017, 381458682]",False,5,primary,False,125.31199999999998,"LINESTRING (-118.2476962 34.0550092, -118.2475657 34.0549285, -118.2475186 34.0548989, -118.247158 34.0546743, -118.2469994 34.0545755, -118.2469834 34.0545656, -118.2468429 34.0544788, -118.2467263 34.0544072, -118.2466077 34.0543334)",West 1st Street,25 mph,,,,
"[186220856, 580342782, 23179567]",False,8,primary,False,83.003,"LINESTRING (-118.2379474 34.0537907, -118.237935 34.053879, -118.2378531 34.0544679, -118.2378411 34.0545319)",North Alameda Street,,yes,,,
381494372,False,5,primary,False,96.458,"LINESTRING (-118.2379474 34.0537907, -118.2379606 34.0536675, -118.2379728 34.0535337, -118.2379995 34.0529245)",North Alameda Street,,,,,
"[405180171, 186076371]",False,5,secondary,True,149.79600000000002,"LINESTRING (-118.242596 34.0567855, -118.242661 34.0567154, -118.2431156 34.0562278, -118.243514 34.0558022, -118.243595 34.0557227)",North Broadway,,,,,
"[607788624, 382248844]",False,"['4', '5']",secondary,False,51.018,"LINESTRING (-118.242596 34.0567855, -118.2425476 34.0568362, -118.2423382 34.0570604, -118.2422578 34.0571488)",Broadway,,yes,,,
"[161821792, 1050959596]",True,"['3', '2']",primary,False,124.69699999999999,"LINESTRING (-118.242596 34.0567855, -118.242492 34.0567298, -118.2423166 34.0566169, -118.2416414 34.056182, -118.241519 34.0561068)",West Aliso Street,,,,,
"[1111525992, 29042889, 148385388]",True,3,primary,False,58.1,"LINESTRING (-118.2404677 34.0554193, -118.2404311 34.055472, -118.240135 34.0557908, -118.2400861 34.0558343)",North Main Street,,yes,,,
"[580342785, 186070716]",True,"['3', '2']",primary,False,104.134,"LINESTRING (-118.2404677 34.0554193, -118.240367 34.0553571, -118.2399429 34.0550845, -118.239844 34.0550155, -118.2397639 34.0549527, -118.2397327 34.0549291, -118.2396982 34.054903, -118.2396544 34.0548756, -118.2395886 34.0548316)",West Aliso Street,,,,,
"[29042886, 161838950]",True,3,secondary,False,147.962,"LINESTRING (-118.2378411 34.0545319, -118.2380123 34.0545889, -118.2382132 34.0546947, -118.2386929 34.0549733, -118.2390115 34.0551748, -118.2390543 34.0552027, -118.2390953 34.0552275, -118.2391711 34.0552702)",Arcadia Street,,yes,,,
405178819,False,,primary,False,17.618,"LINESTRING (-118.2378411 34.0545319, -118.237828 34.0546186, -118.2378085 34.0546878)",North Alameda Street,,,,,
"[186220856, 580342782, 23179567]",False,8,primary,True,83.003,"LINESTRING (-118.2378411 34.0545319, -118.2378531 34.0544679, -118.237935 34.053879, -118.2379474 34.0537907)",North Alameda Street,,yes,,,
381494372,False,5,primary,True,96.458,"LINESTRING (-118.2379995 34.0529245, -118.2379728 34.0535337, -118.2379606 34.0536675, -118.2379474 34.0537907)",North Alameda Street,,,,,
"[398733938, 186076367, 381494375]",False,"['5', '6']",primary,"[False, True]",137.497,"LINESTRING (-118.2379995 34.0529245, -118.2380005 34.0528953, -118.2380061 34.0527947, -118.2380199 34.0523438, -118.2380351 34.051961, -118.2380467 34.0516886)",North Alameda Street,,,,,
24706930,False,3,secondary,False,5.06,"LINESTRING (-118.2385123 34.0560852, -118.23854 34.0560459)",North Los Angeles Street,,,,,
"[1147135672, 405180168, 9170922]",True,"['1', '3']",secondary,False,117.40200000000002,"LINESTRING (-118.2385123 34.0560852, -118.2384371 34.0561272, -118.238398 34.0561745, -118.2382966 34.0563079, -118.2382783 34.056327, -118.238257 34.05635, -118.2382137 34.0563798, -118.2381692 34.0563985, -118.238117 34.0564029, -118.238074 34.0563996, -118.2380221 34.0563818, -118.237952 34.0563454, -118.2378631 34.0562836, -118.2377956 34.0562433, -118.2376904 34.0561926, -118.2376533 34.0561775, -118.2375106 34.0561238)",North Los Angeles Street,,,,"35'0""",
24706930,False,3,secondary,True,5.06,"LINESTRING (-118.23854 34.0560459, -118.2385123 34.0560852)",North Los Angeles Street,,,,,
539605233,False,2,secondary,False,65.32,"LINESTRING (-118.23854 34.0560459, -118.2389248 34.0555525)",North Los Angeles Street,,,,,
24706933,True,1,motorway_link,False,48.721000000000004,"LINESTRING (-118.23854 34.0560459, -118.2385381 34.0560043, -118.2385348 34.0559767, -118.238526 34.0559546, -118.2384801 34.0559125, -118.238371 34.055851, -118.2382932 34.0557997, -118.2382263 34.05572)",,,,,,
"[776423482, 776423479, 776423480, 776423481, 885114074]",True,1,motorway_link,False,192.366,"LINESTRING (-118.2386831 34.0551694, -118.2389581 34.0552594, -118.2391965 34.0553328, -118.2395008 34.0554137, -118.2395684 34.0554375, -118.2397085 34.0554947, -118.239921 34.0556022, -118.2400206 34.0556521, -118.2402745 34.0558033, -118.2405583 34.0559083)",,,,,,yes
866220886,True,4,motorway,False,89.543,"LINESTRING (-118.2405583 34.0559083, -118.2411754 34.056275, -118.2413491 34.0563765)",Santa Ana Freeway,55 mph,,US 101,,
999467766,False,,primary,True,17.716,"LINESTRING (-118.2377758 34.0548448, -118.2378085 34.0546878)",North Alameda Street,,,,,
"[405178816, 405178818, 405178815]",False,"['7', '6']",primary,True,81.333,"LINESTRING (-118.2377758 34.0548448, -118.2377581 34.0549236, -118.2377299 34.0550733, -118.2376833 34.0553046, -118.2376287 34.055566)",North Alameda Street,,,,,
"[405180177, 405169155, 405169157, 381458103]",False,"['5', '6']",secondary,False,257.805,"LINESTRING (-118.2464685 34.0581497, -118.2463505 34.0580654, -118.2459971 34.0577645, -118.2456415 34.0574624, -118.2455102 34.0573508, -118.2449671 34.0568893, -118.2448972 34.0568299, -118.2446455 34.0566224, -118.2446074 34.0565909, -118.244506 34.0564977)",West Temple Street,35 mph,,,,
13460105,False,,unclassified,False,68.324,"LINESTRING (-118.2418891 34.0511384, -118.241998 34.0510421, -118.2420287 34.0510071, -118.2420491 34.0509691, -118.2420665 34.0509202, -118.2420706 34.0508825, -118.2420652 34.0508325, -118.2419968 34.0505802)",Astronaut Ellison S Onizuka Street,,,,,
"[185948985, 404983741]",False,6,secondary,False,63.931,"LINESTRING (-118.2418891 34.0511384, -118.2419751 34.0512009, -118.2422826 34.0514233, -118.2424108 34.0515175)",East 1st Street,25 mph,,,,
