osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,junction,maxspeed
19730519,Elm Street,tertiary,False,False,5.78,"LINESTRING (-72.5726465 44.2638383, -72.5725858 44.2638668)",,2,,,
19724098,Spring Street,residential,False,False,71.897,"LINESTRING (-72.5726465 44.2638383, -72.5726883 44.2638847, -72.57315 44.264375)",,,,,
19730519,Elm Street,tertiary,False,True,331.281,"LINESTRING (-72.5726465 44.2638383, -72.57271 44.2638097, -72.572939 44.26371, -72.573124 44.2636, -72.573241 44.263518, -72.573347 44.263421, -72.573707 44.263065, -72.574336 44.262462, -72.574444 44.262365, -72.574794 44.262106, -72.5753848 44.2617131, -72.5754517 44.2616664)",,2,,,
19724099,Spring Street,secondary,True,False,27.063000000000002,"LINESTRING (-72.5716973 44.2628937, -72.5717083 44.2629136, -72.5717204 44.2629328, -72.5717333 44.2629526, -72.5717493 44.2629715, -72.5717733 44.2629973, -72.5718011 44.2630233, -72.5718362 44.2630473, -72.5718948 44.263088)",,1,VT 12,,
356571348,,secondary,True,False,20.595000000000002,"LINESTRING (-72.5716973 44.2628937, -72.571714 44.2629056, -72.5717332 44.2629153, -72.5717543 44.2629227, -72.5717769 44.2629274, -72.5718002 44.2629295, -72.5718237 44.2629287, -72.5718467 44.2629252, -72.5718685 44.262919, -72.5718886 44.2629103, -72.5719065 44.2628993, -72.5719216 44.2628864)",,1,VT 12,roundabout,
356571348,,secondary,True,False,5.611000000000001,"LINESTRING (-72.5716666 44.2628488, -72.5716733 44.2628649, -72.5716836 44.26288, -72.5716973 44.2628937)",,1,VT 12,roundabout,
161131780,Main Street,secondary,True,False,26.771,"LINESTRING (-72.571365 44.2627425, -72.5714984 44.2627876, -72.5716666 44.2628488)",,1,,,
896956184,Main Street,secondary,False,False,29.741999999999997,"LINESTRING (-72.571365 44.2627425, -72.5712037 44.262726, -72.5710916 44.2627182, -72.5709939 44.2627134)",,2,,,
44721369,Hubbard Street,residential,False,True,113.216,"LINESTRING (-72.5697753 44.2593818, -72.5699015 44.2593036, -72.5703427 44.2590303, -72.5708505 44.2587157)",,,,,
19724234,Park Avenue,residential,True,False,168.989,"LINESTRING (-72.571543 44.2602207, -72.5714552 44.260176, -72.571412 44.260154, -72.5704508 44.2597179, -72.57016 44.259586, -72.56992 44.259467, -72.5697753 44.2593818)",,,,,
19730394,Loomis Street,residential,False,False,173.754,"LINESTRING (-72.571543 44.2602207, -72.571455 44.2603054, -72.5714103 44.2603404, -72.5713569 44.2603733, -72.5712948 44.2604049, -72.5712356 44.2604302, -72.5702793 44.2608103, -72.5697622 44.2610158, -72.5697031 44.2610393)",,,,,
"[19730394, 19729029]","['Loomis Street', 'School Street']",residential,False,"[False, True]",89.503,"LINESTRING (-72.571543 44.2602207, -72.5715912 44.2601744, -72.5718673 44.259909, -72.5719195 44.2598589, -72.5723241 44.2600617)",,,,,
896956181,Cross Street,residential,False,False,44.148,"LINESTRING (-72.569017 44.264098, -72.569436 44.264358)",,,,,
19724326,School Avenue,residential,False,False,77.529,"LINESTRING (-72.5776 44.256443, -72.577414 44.256597, -72.577293 44.256685, -72.577239 44.256734, -72.57712 44.256824, -72.576932 44.256949)",,,,,
"[897474934, 19728943]",Prospect Street,unclassified,False,False,76.285,"LINESTRING (-72.5776 44.256443, -72.577762 44.2565099, -72.57783 44.256538, -72.5779714 44.2566035, -72.578035 44.256633, -72.578172 44.256703, -72.578406 44.256813)",,,,,
19728943,Prospect Street,unclassified,False,True,46.907,"LINESTRING (-72.5776 44.256443, -72.57736 44.256349, -72.577091 44.256231)",,,,,
19724326,School Avenue,residential,False,True,77.529,"LINESTRING (-72.576932 44.256949, -72.57712 44.256824, -72.577239 44.256734, -72.577293 44.256685, -72.577414 44.256597, -72.5776 44.256443)",,,,,
1064371827,Berlin Street,trunk,False,False,99.564,"LINESTRING (-72.576932 44.256949, -72.5773434 44.2572557, -72.5775243 44.2573882, -72.577809 44.257587)",,4,US 2,,35 mph
19724455,Tremont Street,residential,False,False,56.698,"LINESTRING (-72.5711435 44.2562912, -72.570736 44.2567093)",,,,,
19725849,Ridge Street,residential,False,False,16.489,"LINESTRING (-72.5711435 44.2562912, -72.571209 44.256313, -72.5712686 44.2563278, -72.5713326 44.256351)",,,,,
19724455,Tremont Street,residential,False,False,56.219,"LINESTRING (-72.570736 44.2567093, -72.5703304 44.2571231)",,,,,
19724455,Tremont Street,residential,False,True,56.698,"LINESTRING (-72.570736 44.2567093, -72.5711435 44.2562912)",,,,,
19730319,Guernsey Avenue,residential,False,False,71.939,"LINESTRING (-72.570736 44.2567093, -72.5714639 44.2570924)",,,,,
19730319,Guernsey Avenue,residential,False,True,71.825,"LINESTRING (-72.570736 44.2567093, -72.5704109 44.2565425, -72.5703577 44.2565183, -72.570303 44.2564971, -72.5702455 44.2564776, -72.5701867 44.2564614, -72.5701208 44.2564478, -72.5700795 44.2564388, -72.5700203 44.256416, -72.5699591 44.25639)",,,,,
19724455,Tremont Street,residential,False,True,56.219,"LINESTRING (-72.5703304 44.2571231, -72.570736 44.2567093)",,,,,
19728246,1st Avenue,residential,False,False,165.342,"LINESTRING (-72.5703304 44.2571231, -72.571916 44.258083)",,,,,
19728246,1st Avenue,residential,False,True,143.745,"LINESTRING (-72.5703304 44.2571231, -72.5689443 44.2562951)",,,,,
19724495,Saint Paul Street,residential,False,False,204.832,"LINESTRING (-72.5726661 44.2602332, -72.5726171 44.2602811, -72.5716138 44.2612611, -72.5715536 44.2613012, -72.5714206 44.2613702, -72.570947 44.2615648)",,,,,
19729029,School Street,residential,False,False,170.059,"LINESTRING (-72.5726661 44.2602332, -72.5743334 44.261069, -72.5744156 44.2611102)",,,,,
19729029,School Street,residential,False,True,33.248,"LINESTRING (-72.5726661 44.2602332, -72.5723655 44.2600825, -72.5723241 44.2600617)",,,,,
19724495,Saint Paul Street,residential,False,False,58.19,"LINESTRING (-72.570947 44.2615648, -72.5703996 44.2618034, -72.5703877 44.2618095, -72.5703264 44.2618408)",,,,,
19724495,Saint Paul Street,residential,False,True,204.832,"LINESTRING (-72.570947 44.2615648, -72.5714206 44.2613702, -72.5715536 44.2613012, -72.5716138 44.2612611, -72.5726171 44.2602811, -72.5726661 44.2602332)",,,,,
"[897474921, 19730063]",Brown Street,residential,False,False,131.21599999999998,"LINESTRING (-72.570947 44.2615648, -72.5710812 44.2617209, -72.5710953 44.2617564, -72.5710946 44.2617928, -72.5710498 44.2622022, -72.5710113 44.2625545, -72.5710001 44.2626569, -72.5709939 44.2627134)",,,,,
19724495,Saint Paul Street,residential,False,True,58.19,"LINESTRING (-72.5703264 44.2618408, -72.5703877 44.2618095, -72.5703996 44.2618034, -72.570947 44.2615648)",,,,,
19728204,Liberty Street,residential,False,False,95.208,"LINESTRING (-72.5703264 44.2618408, -72.570379 44.26191, -72.570385 44.262084, -72.5703487 44.2626282, -72.5703448 44.2626867)",,,,,
19728204,Liberty Street,residential,False,True,102.013,"LINESTRING (-72.5703264 44.2618408, -72.5697367 44.2610824, -72.5697031 44.2610393)",,,,,
19724667,Hazen Place,residential,False,False,45.17,"LINESTRING (-72.574867 44.2606709, -72.5753543 44.2608788)",,,,,
"[995435548, 995435549]",Main Street,secondary,False,False,60.669,"LINESTRING (-72.574867 44.2606709, -72.5747632 44.2607805, -72.574655 44.260888, -72.5744716 44.2610575, -72.5744156 44.2611102)",,"['3', '2']",VT 12,,
"[995435547, 995435548]",Main Street,secondary,False,True,36.3,"LINESTRING (-72.574867 44.2606709, -72.57507 44.2604587, -72.5751187 44.2603989)",,"['3', '2']",VT 12,,
44721369,Hubbard Street,residential,False,False,113.21599999999998,"LINESTRING (-72.5708505 44.2587157, -72.5703427 44.2590303, -72.5699015 44.2593036, -72.5697753 44.2593818)",,,,,
44721369,Hubbard Street,residential,False,True,44.731,"LINESTRING (-72.5708505 44.2587157, -72.5712042 44.2584848, -72.57128 44.2584604)",,,,,
19725319,Harry Sheridan Avenue,residential,False,False,47.298,"LINESTRING (-72.5743582 44.2598364, -72.574638 44.2594612)",,,,,
19728155,East State Street,tertiary,False,False,85.56,"LINESTRING (-72.5743582 44.2598364, -72.5751779 44.2601355, -72.575316 44.260185)",,2,,,
19728155,East State Street,tertiary,False,True,126.71,"LINESTRING (-72.5743582 44.2598364, -72.573923 44.259678, -72.5737162 44.2595926, -72.5729924 44.2592544)",,2,,,
19725319,Harry Sheridan Avenue,residential,False,True,47.298,"LINESTRING (-72.574638 44.2594612, -72.5743582 44.2598364)",,,,,
19730430,Hubbard Street,residential,False,False,102.058,"LINESTRING (-72.5728836 44.2574812, -72.571916 44.258083)",,,,,
"[19729217, 19725372]","['Wilder Street', 'Monsignor Crosby Avenue']",residential,False,False,250.12400000000002,"LINESTRING (-72.5728836 44.2574812, -72.573173 44.25774, -72.573447 44.25797, -72.573798 44.258229, -72.573853 44.258263, -72.573918 44.258261, -72.573987 44.258235, -72.574159 44.258126, -72.5742527 44.2580657, -72.5751306 44.2575006)",,,,,
19730430,Hubbard Street,residential,False,True,128.8,"LINESTRING (-72.5728836 44.2574812, -72.5740524 44.2567542, -72.5741047 44.2567217)",,,,,
19727004,Northfield Street,secondary,False,True,98.324,"LINESTRING (-72.577809 44.257587, -72.578406 44.256813)",,2,VT 12,,
"[197430442, 197430443, 19727860]",Main Street,secondary,False,False,85.872,"LINESTRING (-72.577809 44.257587, -72.577645 44.2577409, -72.5772558 44.2581063, -72.577155 44.258201)",yes,"['4', '3']",VT 12;US 2 Business,,
896946432,Memorial Drive,trunk,False,True,265.449,"LINESTRING (-72.577809 44.257587, -72.577951 44.257703, -72.578073 44.25781, -72.578221 44.257968, -72.578555 44.258341, -72.578661 44.258437, -72.57883 44.258569, -72.578948 44.25865, -72.579131 44.258756, -72.5794997 44.2589547, -72.5801556 44.2592288)",,4,US 2,,50 mph
1064371827,Berlin Street,trunk,False,True,99.56400000000001,"LINESTRING (-72.577809 44.257587, -72.5775243 44.2573882, -72.5773434 44.2572557, -72.576932 44.256949)",,4,US 2,,35 mph
"[19725849, 19729732]","['Ridge Street', 'Nelson Street']",residential,False,False,257.279,"LINESTRING (-72.5713326 44.256351, -72.5717058 44.2565131, -72.5718287 44.2565645, -72.5719528 44.2566185, -72.5720492 44.2566665, -72.5721419 44.2567216, -72.5722467 44.256792, -72.5723465 44.2568631, -72.5727643 44.2571603, -72.5737933 44.2564853)",,,,,
19725849,Ridge Street,residential,False,True,16.489,"LINESTRING (-72.5713326 44.256351, -72.5712686 44.2563278, -72.571209 44.256313, -72.5711435 44.2562912)",,,,,
671819839,Barre Street,tertiary,False,False,36.139,"LINESTRING (-72.5737933 44.2564853, -72.5741047 44.2567217)",,,,,
"[19725849, 19729732]","['Ridge Street', 'Nelson Street']",residential,False,True,257.279,"LINESTRING (-72.5737933 44.2564853, -72.5727643 44.2571603, -72.5723465 44.2568631, -72.5722467 44.256792, -72.5721419 44.2567216, -72.5720492 44.2566665, -72.5719528 44.2566185, -72.5718287 44.2565645, -72.5717058 44.2565131, -72.5713326 44.256351)",,,,,
671819839,Barre Street,tertiary,False,True,36.139,"LINESTRING (-72.5741047 44.2567217, -72.5737933 44.2564853)",,,,,
19730430,Hubbard Street,residential,False,False,128.8,"LINESTRING (-72.5741047 44.2567217, -72.5740524 44.2567542, -72.5728836 44.2574812)",,,,,
671819839,Barre Street,tertiary,False,False,119.06400000000001,"LINESTRING (-72.5741047 44.2567217, -72.5741562 44.2567608, -72.5745694 44.2570745, -72.5746255 44.2571171, -72.5746996 44.2571734, -72.5749073 44.2573311, -72.5751306 44.2575006)",,,,,
671819839,Barre Street,tertiary,False,False,46.424,"LINESTRING (-72.5751306 44.2575006, -72.5755306 44.2578043)",,,,,
"[19729217, 19725372]","['Wilder Street', 'Monsignor Crosby Avenue']",residential,False,True,250.124,"LINESTRING (-72.5751306 44.2575006, -72.5742527 44.2580657, -72.574159 44.258126, -72.573987 44.258235, -72.573918 44.258261, -72.573853 44.258263, -72.573798 44.258229, -72.573447 44.25797, -72.573173 44.25774, -72.5728836 44.2574812)",,,,,
671819839,Barre Street,tertiary,False,True,119.06400000000002,"LINESTRING (-72.5751306 44.2575006, -72.5749073 44.2573311, -72.5746996 44.2571734, -72.5746255 44.2571171, -72.5745694 44.2570745, -72.5741562 44.2567608, -72.5741047 44.2567217)",,,,,
671819837,Main Street,secondary,False,False,192.523,"LINESTRING (-72.5766834 44.2586468, -72.5766395 44.2586858, -72.576335 44.258973, -72.5762829 44.259034, -72.5761462 44.259214, -72.5761214 44.2592425, -72.5758538 44.2595578, -72.575835 44.25958, -72.5757519 44.2596777, -72.5754769 44.2599993, -72.575388 44.260106)",,3,VT 12;US 2 Business,,
"[985360877, 197430442, 1064371828, 671819837]",Main Street,secondary,False,True,62.204,"LINESTRING (-72.5766834 44.2586468, -72.5766962 44.2586371, -72.5768014 44.2585392, -72.5768211 44.2585214, -72.5768702 44.2584743, -72.577085 44.2582682, -72.577155 44.258201)",,"['4', '3']",VT 12;US 2 Business,,
671819839,Barre Street,tertiary,False,True,131.172,"LINESTRING (-72.5766834 44.2586468, -72.5765981 44.2585849, -72.5757113 44.2579414, -72.5755306 44.2578043)",,,,,
19726073,Stone Cutters Way,residential,False,False,69.88499999999999,"LINESTRING (-72.577155 44.258201, -72.5770934 44.2581648, -72.5770583 44.2581441, -72.5770429 44.258135, -72.5768853 44.2580423, -72.5768538 44.2580238, -72.576816 44.2580015, -72.5766868 44.2579255, -72.576628 44.2578909, -72.576477 44.257802)",,,,,
"[197430442, 671819837, 1064371828, 985360877]",Main Street,secondary,False,False,62.20400000000001,"LINESTRING (-72.577155 44.258201, -72.577085 44.2582682, -72.5768702 44.2584743, -72.5768211 44.2585214, -72.5768014 44.2585392, -72.5766962 44.2586371, -72.5766834 44.2586468)",,"['4', '3']",VT 12;US 2 Business,,
"[197430442, 197430443, 19727860]",Main Street,secondary,False,True,85.87199999999999,"LINESTRING (-72.577155 44.258201, -72.5772558 44.2581063, -72.577645 44.2577409, -72.577809 44.257587)",yes,"['4', '3']",VT 12;US 2 Business,,
19726073,Stone Cutters Way,residential,False,True,69.885,"LINESTRING (-72.576477 44.257802, -72.576628 44.2578909, -72.5766868 44.2579255, -72.576816 44.2580015, -72.5768538 44.2580238, -72.5768853 44.2580423, -72.5770429 44.258135, -72.5770583 44.2581441, -72.5770934 44.2581648, -72.577155 44.258201)",,,,,
19726596,Court Street,residential,False,False,49.708,"LINESTRING (-72.5754517 44.2616664, -72.5754951 44.2617037, -72.5756102 44.261737, -72.5758896 44.261807, -72.5760178 44.2618401)",,,,,
19730519,Elm Street,tertiary,False,False,331.28100000000006,"LINESTRING (-72.5754517 44.2616664, -72.5753848 44.2617131, -72.574794 44.262106, -72.574444 44.262365, -72.574336 44.262462, -72.573707 44.263065, -72.573347 44.263421, -72.573241 44.263518, -72.573124 44.2636, -72.572939 44.26371, -72.57271 44.2638097, -72.5726465 44.2638383)",,2,,,
19730519,Elm Street,tertiary,False,True,110.71900000000001,"LINESTRING (-72.5754517 44.2616664, -72.5755206 44.2616228, -72.5757031 44.2615015, -72.5763821 44.26105, -72.5764721 44.2609901)",,2,,,
"[255630424, 19729029, 255630423]",School Street,residential,False,True,103.247,"LINESTRING (-72.5754517 44.2616664, -72.575389 44.2616203, -72.575272 44.2615508, -72.575013 44.2614097, -72.5745341 44.2611696, -72.5744156 44.2611102)",yes,,,,
19726596,Court Street,residential,False,False,143.428,"LINESTRING (-72.5760178 44.2618401, -72.5760752 44.261851, -72.576214 44.261865, -72.5770383 44.2619261, -72.5778073 44.2619813)",,,,,
19726596,Court Street,residential,False,True,49.708,"LINESTRING (-72.5760178 44.2618401, -72.5758896 44.261807, -72.5756102 44.261737, -72.5754951 44.2617037, -72.5754517 44.2616664)",,,,,
19730438,Hillside Avenue,residential,False,False,64.373,"LINESTRING (-72.5760178 44.2618401, -72.5760016 44.2618804, -72.5759862 44.2619441, -72.575972 44.262021, -72.575955 44.262146, -72.575902 44.262278, -72.5758347 44.2624007)",,,,,
19726596,Court Street,residential,False,False,83.352,"LINESTRING (-72.5778073 44.2619813, -72.5788494 44.2620515)",,,,,
19726596,Court Street,residential,False,True,143.42800000000003,"LINESTRING (-72.5778073 44.2619813, -72.5770383 44.2619261, -72.576214 44.261865, -72.5760752 44.261851, -72.5760178 44.2618401)",,,,,
19730398,Witt Place,residential,False,False,66.269,"LINESTRING (-72.5778073 44.2619813, -72.5778058 44.2620155, -72.5777779 44.2625769)",,,,,
19727004,Northfield Street,secondary,False,False,98.324,"LINESTRING (-72.578406 44.256813, -72.577809 44.257587)",,2,VT 12,,
"[897474934, 19728943]",Prospect Street,unclassified,False,True,76.285,"LINESTRING (-72.578406 44.256813, -72.578172 44.256703, -72.578035 44.256633, -72.5779714 44.2566035, -72.57783 44.256538, -72.577762 44.2565099, -72.5776 44.256443)",,,,,
"[19728642, 974110531, 255630417, 255630420, 896946431]",Taylor Street,residential,False,False,206.65700000000004,"LINESTRING (-72.5801556 44.2592288, -72.580073 44.2593958, -72.579867 44.259837, -72.5798385 44.2598985, -72.579818 44.2599428, -72.5797967 44.2599889, -72.5797524 44.2600846, -72.5797443 44.2601021, -72.5796742 44.2602535, -72.5796242 44.2603601, -72.5795771 44.2604632, -72.5793705 44.2609126, -72.579332 44.2609912)",yes,,,,
896946432,Memorial Drive,trunk,False,False,265.449,"LINESTRING (-72.5801556 44.2592288, -72.5794997 44.2589547, -72.579131 44.258756, -72.578948 44.25865, -72.57883 44.258569, -72.578661 44.258437, -72.578555 44.258341, -72.578221 44.257968, -72.578073 44.25781, -72.577951 44.257703, -72.577809 44.257587)",,4,US 2,,50 mph
"[255630425, 19728803, 255630428]",State Street,secondary,False,False,150.843,"LINESTRING (-72.575388 44.260106, -72.5755114 44.2601352, -72.5763346 44.2603141, -72.576672 44.2603925, -72.5769924 44.2604625, -72.577197 44.260508)",yes,2,US 2 Business,,
671819837,Main Street,secondary,False,True,192.52299999999997,"LINESTRING (-72.575388 44.260106, -72.5754769 44.2599993, -72.5757519 44.2596777, -72.575835 44.25958, -72.5758538 44.2595578, -72.5761214 44.2592425, -72.5761462 44.259214, -72.5762829 44.259034, -72.576335 44.258973, -72.5766395 44.2586858, -72.5766834 44.2586468)",,3,VT 12;US 2 Business,,
897075218,Main Street,secondary,False,False,10.497,"LINESTRING (-72.575388 44.260106, -72.575352 44.2601486, -72.575316 44.260185)",,3,VT 12,,
995435547,Main Street,secondary,False,False,28.506,"LINESTRING (-72.575316 44.260185, -72.5751187 44.2603989)",,3,VT 12,,
19728155,East State Street,tertiary,False,True,85.56,"LINESTRING (-72.575316 44.260185, -72.5751779 44.2601355, -72.5743582 44.2598364)",,2,,,
897075218,Main Street,secondary,False,True,10.497,"LINESTRING (-72.575316 44.260185, -72.575352 44.2601486, -72.575388 44.260106)",,3,VT 12,,
995435547,Main Street,secondary,False,True,28.506,"LINESTRING (-72.5751187 44.2603989, -72.575316 44.260185)",,3,VT 12,,
"[255630426, 19728444, 255630422]",Langdon Street,residential,True,False,126.245,"LINESTRING (-72.5751187 44.2603989, -72.5752344 44.2604498, -72.5756075 44.2606118, -72.5760435 44.2608017, -72.5762723 44.2609038, -72.5764041 44.2609607, -72.5764721 44.2609901)",yes,,,,
"[995435547, 995435548]",Main Street,secondary,False,False,36.3,"LINESTRING (-72.5751187 44.2603989, -72.57507 44.2604587, -72.574867 44.2606709)",,"['3', '2']",VT 12,,
"[255630424, 19729029, 255630423]",School Street,residential,False,False,103.247,"LINESTRING (-72.5744156 44.2611102, -72.5745341 44.2611696, -72.575013 44.2614097, -72.575272 44.2615508, -72.575389 44.2616203, -72.5754517 44.2616664)",yes,,,,
19729029,School Street,residential,False,True,170.059,"LINESTRING (-72.5744156 44.2611102, -72.5743334 44.261069, -72.5726661 44.2602332)",,,,,
"[28483241, 995435549]",Main Street,secondary,False,False,179.563,"LINESTRING (-72.5744156 44.2611102, -72.5743432 44.2611634, -72.574059 44.261382, -72.5737841 44.2615685, -72.5733283 44.2618776, -72.5728 44.262236)",,"['3', '2']",VT 12,,
"[995435548, 995435549]",Main Street,secondary,False,True,60.669,"LINESTRING (-72.5744156 44.2611102, -72.5744716 44.2610575, -72.574655 44.260888, -72.5747632 44.2607805, -72.574867 44.2606709)",,"['3', '2']",VT 12,,
19729338,Baird Street,residential,False,True,105.809,"LINESTRING (-72.5728 44.262236, -72.5727385 44.2621928, -72.5718514 44.2615697)",,,,,
28483241,Main Street,secondary,False,False,57.22800000000001,"LINESTRING (-72.5728 44.262236, -72.5724355 44.2624843, -72.5723923 44.2625135, -72.5723521 44.2625409, -72.5723151 44.2625644, -72.5722762 44.2625883)",,2,VT 12,,
"[28483241, 995435549]",Main Street,secondary,False,True,179.563,"LINESTRING (-72.5728 44.262236, -72.5733283 44.2618776, -72.5737841 44.2615685, -72.574059 44.261382, -72.5743432 44.2611634, -72.5744156 44.2611102)",,"['3', '2']",VT 12,,
28483241,Main Street,secondary,False,True,57.228,"LINESTRING (-72.5722762 44.2625883, -72.5723151 44.2625644, -72.5723521 44.2625409, -72.5723923 44.2625135, -72.5724355 44.2624843, -72.5728 44.262236)",,2,VT 12,,
161131785,Main Street,secondary,True,False,37.124,"LINESTRING (-72.5722762 44.2625883, -72.572013 44.2626863, -72.5718565 44.262733)",,1,VT 12,,
896956188,,secondary,True,False,11.175,"LINESTRING (-72.5718565 44.262733, -72.5718341 44.2627283, -72.5718108 44.2627263, -72.5717875 44.262727, -72.5717646 44.2627305, -72.5717429 44.2627367, -72.5717228 44.2627453)",,1,VT 12,roundabout,
161131783,Main Street,secondary,True,False,28.509999999999998,"LINESTRING (-72.5717228 44.2627453, -72.571514 44.2627396, -72.5714382 44.2627402, -72.571365 44.2627425)",,1,,,
896956185,,secondary,True,False,13.051,"LINESTRING (-72.5717228 44.2627453, -72.571705 44.2627561, -72.5716899 44.2627689, -72.5716779 44.2627833, -72.5716694 44.2627989, -72.5716646 44.2628153, -72.5716637 44.2628321, -72.5716666 44.2628488)",,1,VT 12,roundabout,
896956184,Main Street,secondary,False,False,51.774,"LINESTRING (-72.5709939 44.2627134, -72.5703448 44.2626867)",,2,,,
896956184,Main Street,secondary,False,True,29.741999999999997,"LINESTRING (-72.5709939 44.2627134, -72.5710916 44.2627182, -72.5712037 44.262726, -72.571365 44.2627425)",,2,,,
"[897474921, 19730063]",Brown Street,residential,False,True,131.216,"LINESTRING (-72.5709939 44.2627134, -72.5710001 44.2626569, -72.5710113 44.2625545, -72.5710498 44.2622022, -72.5710946 44.2617928, -72.5710953 44.2617564, -72.5710812 44.2617209, -72.570947 44.2615648)",,,,,
896956184,Main Street,secondary,False,True,51.774,"LINESTRING (-72.5703448 44.2626867, -72.5709939 44.2627134)",,2,,,
897113027,Main Street,secondary,False,False,5.097,"LINESTRING (-72.5703448 44.2626867, -72.5702809 44.2626841)",,2,,,
19728204,Liberty Street,residential,False,True,95.208,"LINESTRING (-72.5703448 44.2626867, -72.5703487 44.2626282, -72.570385 44.262084, -72.570379 44.26191, -72.5703264 44.2618408)",,,,,
897113027,Main Street,secondary,False,True,5.097,"LINESTRING (-72.5702809 44.2626841, -72.5703448 44.2626867)",,2,,,
19729006,Franklin Street,residential,False,False,147.757,"LINESTRING (-72.5702809 44.2626841, -72.570252 44.263343, -72.570228 44.263482, -72.570173 44.263615, -72.570079 44.263732, -72.569873 44.263941)",,,,,
161131778,Main Street,secondary,True,False,36.983,"LINESTRING (-72.5719473 44.2628229, -72.5720598 44.2627466, -72.5721143 44.2627098, -72.5721696 44.2626712, -72.5722762 44.2625883)",,1,VT 12,,
