osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,width,tunnel,bridge,access
"[51444986, 4832755]",True,"['Schillerstraße', 'Grünenweg']",unclassified,30,False,249.096,"LINESTRING (8.8141397 53.0778408, 8.8141838 53.0778763, 8.8145607 53.0781803, 8.8145933 53.0782115, 8.8152533 53.078843, 8.8152676 53.0788718, 8.8152557 53.0789014, 8.8152268 53.0789252, 8.8149918 53.07901, 8.8145991 53.0791516, 8.8138652 53.079397)",,5.5,,,
4079518,False,Richtweg,residential,30,False,102.319,"LINESTRING (8.8130598 53.0784934, 8.8141397 53.0778408)",,,,,
4079518,False,Richtweg,residential,30,True,79.489,"LINESTRING (8.8130598 53.0784934, 8.8122244 53.0790025)",,,,,
"[188356555, 4790068, 188356556]",True,Auf dem Rövekamp,unclassified,30,False,114.94300000000001,"LINESTRING (8.8130598 53.0784934, 8.8131284 53.0785277, 8.8131955 53.0785612, 8.8133323 53.0787364, 8.8135679 53.0790383, 8.8136511 53.0791448, 8.8137516 53.0792632, 8.8137681 53.0792826, 8.8138652 53.079397)",,,yes,,
4079518,False,Richtweg,residential,30,False,79.489,"LINESTRING (8.8122244 53.0790025, 8.8130598 53.0784934)",,,,,
202072767,False,Contrescarpe,residential,30,False,73.036,"LINESTRING (8.8122244 53.0790025, 8.8121883 53.0791105, 8.8121786 53.0792092, 8.8121417 53.079587, 8.812122 53.0796147, 8.812074 53.0796413)",,,,,
222650143,True,Bürgermeister-Smidt-Straße,secondary,50,False,27.377,"LINESTRING (8.803275 53.0802103, 8.8029968 53.0800295)",2,,,,
"[189896264, 168678865]",False,Am Wall,secondary,50,False,21.744999999999997,"LINESTRING (8.803275 53.0802103, 8.8034049 53.0801757, 8.8034281 53.0801695, 8.8034531 53.080163, 8.8035731 53.0801317)",,,,,
291975074,True,Ansgaritorstraße,residential,50,False,20.639000000000003,"LINESTRING (8.803275 53.0802103, 8.8033406 53.0801406, 8.8033524 53.080128, 8.8033647 53.0801149, 8.803427 53.0800487)",,,,,
"[231874360, 614199997]",True,Tiefer,secondary_link,50,False,16.557000000000002,"LINESTRING (8.8061535 53.0735819, 8.806205 53.0735455, 8.8062209 53.073533, 8.8062349 53.0735244, 8.806314 53.0734685)",1,,,,
"[109377893, 4261703, 4741707, 180797452, 231874363]",True,Wilhelm-Kaisen-Brücke,secondary,50,False,247.58099999999996,"LINESTRING (8.8061535 53.0735819, 8.8060776 53.0735423, 8.8060155 53.0735127, 8.8058374 53.0734172, 8.8057591 53.0733769, 8.8049643 53.0729659, 8.8040912 53.0725385, 8.8040671 53.0725298, 8.8037385 53.0724104, 8.8035941 53.0723522, 8.8034762 53.0722923, 8.8032783 53.0721828)",2,,,yes,
130512185,True,Wilhelm-Kaisen-Brücke,secondary,50,False,19.442,"LINESTRING (8.80636 53.0737051, 8.8061535 53.0735819)",2,,,,
62249410,True,Martinistraße,secondary_link,DE:urban,False,49.62899999999999,"LINESTRING (8.80636 53.0737051, 8.8062936 53.0737466, 8.8059483 53.0739484, 8.8058438 53.0740254)",1,,,,
"[1120776304, 180797483]",True,Tiefer,secondary_link,50,False,103.067,"LINESTRING (8.8069027 53.0730208, 8.8070488 53.0729441, 8.8074523 53.0727072, 8.8076171 53.0726268, 8.8078987 53.0725045, 8.8081153 53.0724683)",1,,,,
22703561,False,Hinter der Holzpforte,residential,50,False,26.247,"LINESTRING (8.8090095 53.0721529, 8.8090563 53.0722123, 8.8092588 53.0723315)",,,,,
77037677,False,Tiefer,secondary,50,False,69.34299999999999,"LINESTRING (8.8090095 53.0721529, 8.8088542 53.0722009, 8.8085854 53.0722903, 8.8083244 53.0723816, 8.8081153 53.0724683)",4,,,,
227673867,False,Tiefer,secondary,50,True,39.842999999999996,"LINESTRING (8.8090095 53.0721529, 8.8093462 53.0720587, 8.8095558 53.0720096)",4,,,,
77037784,False,Altenwall,secondary,50,True,18.832,"LINESTRING (8.8105614 53.0718001, 8.8106063 53.0719673)",2,,,,
"[227673868, 1120776303]",True,Osterdeich,primary,50,False,26.864,"LINESTRING (8.8105614 53.0718001, 8.8107294 53.0717597, 8.8109347 53.0717103)",2,,,,
"[227673872, 137466250, 25140139]",True,Tiefer,secondary,50,False,71.266,"LINESTRING (8.8095558 53.0720096, 8.8098282 53.0719326, 8.8099524 53.0719099, 8.8101086 53.0718838, 8.8103766 53.0718345, 8.8105614 53.0718001)","['3', '2']",,,,
227673867,False,Tiefer,secondary,50,False,39.842999999999996,"LINESTRING (8.8095558 53.0720096, 8.8093462 53.0720587, 8.8090095 53.0721529)",4,,,,
4769712,True,Spitzenkiel,residential,50,False,64.094,"LINESTRING (8.8046789 53.0795339, 8.8046397 53.0795608, 8.8045768 53.0795809, 8.8045388 53.079593, 8.8043642 53.0796183, 8.804197 53.0796425, 8.804038 53.0796672, 8.8037766 53.0797077)",3,,,,
33636521,True,Ansgaritorstraße,residential,50,False,50.14,"LINESTRING (8.8037766 53.0797077, 8.8037044 53.0797582, 8.8036009 53.0799443, 8.8035861 53.0800442, 8.8035791 53.080091, 8.8035731 53.0801317)",3,,,,
4744751,True,Bürgermeister-Smidt-Straße,secondary,50,False,60.858,"LINESTRING (8.8004466 53.0787361, 8.8004009 53.0787045, 8.8002173 53.0785772, 8.7998312 53.0783327)",2,,,,
"[251092897, 899897799]",True,Am Brill,secondary,50,False,21.272,"LINESTRING (8.8004466 53.0787361, 8.8004704 53.0787143, 8.8005137 53.0786727, 8.8005176 53.078671, 8.8005348 53.0786552, 8.8005504 53.0786409, 8.8006608 53.0786012)",2,,,,
4282671,True,Ostertorswallstraße,unclassified,50,False,203.93,"LINESTRING (8.812142 53.0752508, 8.8121125 53.0753672, 8.8121016 53.0754137, 8.8119681 53.0759262, 8.8119269 53.0760698, 8.8118856 53.0762141, 8.8118048 53.0763766, 8.8117592 53.0764612, 8.8117032 53.0765396, 8.8114095 53.0768381, 8.8112549 53.0769779)",,,,,
"[4282684, 4282671]",True,"['Ostertorswallstraße', 'Hurrelberg']","['residential', 'unclassified']",50,False,153.37300000000002,"LINESTRING (8.8117745 53.0740448, 8.812315 53.0742776, 8.8123151 53.0743024, 8.8122875 53.0746274, 8.8122437 53.0748418, 8.812142 53.0752508)",,4.2,,,
"[271787793, 329063282]",True,Buchtstraße,unclassified,50,False,106.70400000000001,"LINESTRING (8.8117745 53.0740448, 8.8115421 53.0744025, 8.8113887 53.0746564, 8.8113718 53.0746805, 8.8113255 53.0747562, 8.8113003 53.0748074, 8.8112767 53.0748552, 8.8112619 53.0749155, 8.8112695 53.0749497)",2,,,,
"[223817348, 233154198]",True,Osterdeich,primary,50,False,87.282,"LINESTRING (8.8109347 53.0717103, 8.8111748 53.0716493, 8.8116015 53.0715266, 8.812126 53.0713884)",2,,,,
"[40734881, 223817349, 4305831, 662880875, 77199902, 77199903]",False,Altenwall,secondary,50,False,209.62800000000004,"LINESTRING (8.8127178 53.0733515, 8.8127076 53.0733429, 8.8126265 53.0732737, 8.8125748 53.0732305, 8.8123233 53.0730628, 8.8118018 53.0727247, 8.8114078 53.0725071, 8.8113064 53.0724513, 8.8111902 53.0723912, 8.8110221 53.0722912, 8.8108947 53.0722121, 8.8107508 53.0721131, 8.8107167 53.0720868, 8.8106819 53.0720566, 8.8106063 53.0719673)","['3', '2']",,,,
250251704,False,Ostertorstraße,unclassified,50,True,59.611999999999995,"LINESTRING (8.8127178 53.0733515, 8.8125468 53.0734008, 8.8124679 53.0734244, 8.8119125 53.0735824)",2,,,,
"[4769705, 4769708]",True,"['Am Landherrnamt', 'Kolpingstraße']",unclassified,50,False,204.528,"LINESTRING (8.8093395 53.0740037, 8.8090779 53.0736698, 8.8090538 53.0736178, 8.8090577 53.073521, 8.8095651 53.0734211, 8.8098996 53.0733256, 8.8102326 53.0732232, 8.8110476 53.0729695)",,"['3', '2']",,,
"[250251696, 250251705, 291827411]",True,"['Ostertorstraße', 'Dechanatstraße']",unclassified,30,False,177.01100000000002,"LINESTRING (8.8093395 53.0740037, 8.8097958 53.0738675, 8.8099778 53.0738131, 8.8100337 53.0738021, 8.8100864 53.0738009, 8.8101879 53.0738246, 8.8102233 53.0738426, 8.8103722 53.0739186, 8.8105124 53.0739807, 8.810637 53.0740126, 8.8106641 53.0740196, 8.8109921 53.0738941, 8.8113132 53.0737766, 8.8116341 53.0736651)",1,,,,
4769704,True,Komturstraße,residential,50,False,86.705,"LINESTRING (8.8110476 53.0729695, 8.8111905 53.0731392, 8.8116237 53.0736527, 8.8116341 53.0736651)",,,,,
"[22530780, 4769708]",True,"['Marterburg', 'Kolpingstraße']","['unclassified', 'residential']",50,False,121.02400000000002,"LINESTRING (8.8110476 53.0729695, 8.8111215 53.0729226, 8.8112729 53.0728167, 8.8114976 53.0729246, 8.8116058 53.0730519, 8.8116262 53.0731626, 8.8116967 53.0732777, 8.8118099 53.07338, 8.8119063 53.0735702, 8.8119125 53.0735824)",,3,,,
250251705,True,Ostertorstraße,unclassified,30,False,20.748,"LINESTRING (8.8116341 53.0736651, 8.8119125 53.0735824)",1,,,,
215504373,False,Violenstraße,residential,20,True,70.694,"LINESTRING (8.8101485 53.0746399, 8.810195 53.0746472, 8.8102756 53.0746691, 8.8104216 53.0747274, 8.8108587 53.0749086, 8.8109812 53.0749643, 8.8110274 53.0749889)",,,,,
16064949,True,Violenstraße,residential,50,False,16.899,"LINESTRING (8.8110274 53.0749889, 8.8110749 53.0749727, 8.8111009 53.0749695, 8.8111235 53.0749667, 8.8112695 53.0749497)",1,,,,
215504373,False,Violenstraße,residential,20,False,70.694,"LINESTRING (8.8110274 53.0749889, 8.8109812 53.0749643, 8.8108587 53.0749086, 8.8104216 53.0747274, 8.8102756 53.0746691, 8.810195 53.0746472, 8.8101485 53.0746399)",,,,,
"[238651488, 238651489, 226308164, 17504092, 650349501]",False,Kahlenstraße,living_street,,False,48.766999999999996,"LINESTRING (8.8042063 53.076746, 8.8043056 53.0768483, 8.804365 53.0768998, 8.8044025 53.0769322, 8.8044443 53.0769684, 8.8045045 53.0770205, 8.8046068 53.0771124)",,4.5,building_passage,,
"[163629544, 163629546, 23193228, 650349502]",True,"['Langenstraße', 'Wilkenstraße']",living_street,,False,96.00500000000001,"LINESTRING (8.8042063 53.076746, 8.8048247 53.0765365, 8.8049944 53.0764712, 8.8049436 53.0764345, 8.804841 53.0763612, 8.8047691 53.076308, 8.8047369 53.0762706, 8.8047086 53.0762113)",,"['3.5', '2.7', '6.3']",building_passage,,yes
"[369444232, 369444233, 4711223]",False,Jakobistraße,unclassified,50,True,138.27900000000002,"LINESTRING (8.8005938 53.0799575, 8.8010982 53.0799907, 8.8012933 53.0799921, 8.8017837 53.0799748, 8.8019272 53.0799666, 8.8020571 53.0799591, 8.8021102 53.0799533, 8.8022213 53.0799412, 8.8023245 53.0799091, 8.8024814 53.0798046, 8.802538 53.079767)",,,,,
109294955,True,Osterstraße,secondary,50,False,84.838,"LINESTRING (8.8014769 53.0715357, 8.8014176 53.0715852, 8.8013612 53.0716224, 8.8012305 53.0717014, 8.8012067 53.0717202, 8.8011607 53.0717564, 8.8007546 53.0721594)",1,,,,
232988051,True,Friedrich-Ebert-Straße,secondary,50,False,19.425,"LINESTRING (8.8014769 53.0715357, 8.8014669 53.071533, 8.8014134 53.0715139, 8.8013592 53.0714945, 8.801339 53.0714863, 8.8013176 53.0714771, 8.8012551 53.0714505, 8.801234 53.0714402)",2,,,,
24942326,False,Rolandstraße,residential,30,False,54.289,"LINESTRING (8.8007546 53.0721594, 8.8008068 53.0721824, 8.8013924 53.0724619)",,5,,,
4714110,True,Osterstraße,secondary,50,False,39.919,"LINESTRING (8.800622 53.0721054, 8.8007416 53.0719979, 8.8009211 53.0717951)",2,,,,
4718281,True,Rückertstraße,residential,30,False,80.746,"LINESTRING (8.8009211 53.0717951, 8.8008438 53.0717617, 8.8004442 53.0715899, 8.800194 53.0714648, 8.7999754 53.0713444)",,,,,
"[262282666, 746418999]",True,Osterstraße,secondary,50,False,44.714,"LINESTRING (8.8009211 53.0717951, 8.8011247 53.0715443, 8.801234 53.0714402)",2,,,,
4718279,True,Rolandstraße,residential,30,False,64.529,"LINESTRING (8.7998819 53.0717325, 8.8005824 53.0720854, 8.800622 53.0721054)",,,,,
"[285568019, 27261887]",False,Herrlichkeit,unclassified,50,True,415.261,"LINESTRING (8.8032783 53.0721828, 8.8032229 53.0722304, 8.8028336 53.0725565, 8.80264 53.0728811, 8.8025191 53.0730838, 8.8025041 53.0731246, 8.8024769 53.0732057, 8.802487 53.073249, 8.8025415 53.073296, 8.8026641 53.0733456, 8.8028063 53.0733513, 8.8028474 53.0733266, 8.8028742 53.0733105, 8.8029646 53.0732562, 8.8030476 53.0732049, 8.8033927 53.0730041, 8.8034035 53.0729978, 8.8040386 53.0726639, 8.8046491 53.0723299, 8.8051723 53.072071, 8.8056986 53.0718244)",2,,,,
"[860091905, 180797451, 23904976, 23904977, 305180349]",True,"['Wilhelm-Kaisen-Brücke', 'Friedrich-Ebert-Straße']",secondary,50,False,142.512,"LINESTRING (8.8032783 53.0721828, 8.8030646 53.0720635, 8.80303 53.0720427, 8.8029343 53.0719852, 8.8029127 53.0719722, 8.8027309 53.07188, 8.8025428 53.0717949, 8.8022929 53.0717222, 8.8020732 53.0716892, 8.8018635 53.0716394, 8.8017203 53.0716054, 8.8015793 53.0715637, 8.8014769 53.0715357)","['3', '2']",,,yes,
156492600,False,Franziuseck,residential,30,True,58.75,"LINESTRING (8.8041412 53.0724028, 8.8047881 53.0720449)",2,,,,
"[156492634, 4741710]",True,Wilhelm-Kaisen-Brücke,secondary,50,False,156.26800000000003,"LINESTRING (8.8041412 53.0724028, 8.8042302 53.0724608, 8.8050955 53.0728925, 8.8057126 53.0732114, 8.8058105 53.073257, 8.805932 53.0733048)",2,,,yes,
156492600,False,Franziuseck,residential,30,False,58.75,"LINESTRING (8.8047881 53.0720449, 8.8041412 53.0724028)",2,,,,
4741719,False,Franziuseck,residential,30,False,96.71499999999999,"LINESTRING (8.8047881 53.0720449, 8.804731 53.0719963, 8.8039533 53.0713343)",,,,,
93047060,False,Werderstraße,residential,30,True,72.388,"LINESTRING (8.8047881 53.0720449, 8.8049873 53.0718954, 8.8055893 53.071612)",,,,,
4741719,False,Franziuseck,residential,30,True,96.71499999999999,"LINESTRING (8.8039533 53.0713343, 8.804731 53.0719963, 8.8047881 53.0720449)",,,,,
93047060,False,Werderstraße,residential,30,False,21.987,"LINESTRING (8.8058271 53.0714753, 8.8055893 53.071612)",,,,,
4741722,True,Herrlichkeit,unclassified,30,False,42.152,"LINESTRING (8.8058271 53.0714753, 8.8058703 53.0715145, 8.8058658 53.0715436, 8.8058536 53.0715826, 8.8058152 53.071688, 8.805757 53.0717816, 8.8056986 53.0718244)",,,,,
"[285568019, 27261887]",False,Herrlichkeit,unclassified,50,False,415.26100000000014,"LINESTRING (8.8056986 53.0718244, 8.8051723 53.072071, 8.8046491 53.0723299, 8.8040386 53.0726639, 8.8034035 53.0729978, 8.8033927 53.0730041, 8.8030476 53.0732049, 8.8029646 53.0732562, 8.8028742 53.0733105, 8.8028474 53.0733266, 8.8028063 53.0733513, 8.8026641 53.0733456, 8.8025415 53.073296, 8.802487 53.073249, 8.8024769 53.0732057, 8.8025041 53.0731246, 8.8025191 53.0730838, 8.80264 53.0728811, 8.8028336 53.0725565, 8.8032229 53.0722304, 8.8032783 53.0721828)",2,,,,
27261909,True,Herrlichkeit,unclassified,30,False,28.362000000000002,"LINESTRING (8.8056986 53.0718244, 8.8057198 53.0717369, 8.8057251 53.0716778, 8.8056814 53.0716418, 8.805645 53.0716287, 8.8055893 53.071612)",,,,,
93047060,False,Werderstraße,residential,30,True,21.987,"LINESTRING (8.8055893 53.071612, 8.8058271 53.0714753)",,,,,
93047060,False,Werderstraße,residential,30,False,72.388,"LINESTRING (8.8055893 53.071612, 8.8049873 53.0718954, 8.8047881 53.0720449)",,,,,
"[369444234, 23192607]",True,Langenstraße,residential,50,False,213.685,"LINESTRING (8.8001239 53.0782206, 8.8001935 53.0781907, 8.8011297 53.077789, 8.8021666 53.0773575, 8.8024018 53.0772771, 8.8024654 53.0772576, 8.8025067 53.0772477, 8.8025716 53.0772492, 8.8026429 53.0772561, 8.8026889 53.0772712, 8.8027297 53.0772892, 8.802787 53.0773181)",1,,,,
28872750,True,Bürgermeister-Smidt-Straße,secondary,50,False,55.496,"LINESTRING (8.8001239 53.0782206, 8.8004236 53.0784269, 8.8004746 53.078462, 8.8005903 53.0785437, 8.8006608 53.0786012)",3,,,,
4790066,True,Schillerstraße,unclassified,30,False,125.609,"LINESTRING (8.8138652 53.079397, 8.812787 53.0796382, 8.8127596 53.0796443, 8.8127081 53.0796514, 8.8126728 53.0796562, 8.8126071 53.0796606, 8.8123946 53.0796759, 8.8122517 53.0796784, 8.8121873 53.0796689, 8.812133 53.0796567, 8.812074 53.0796413)",,5.5,,,
17504038,False,Herdentorswallstraße,residential,50,False,24.108999999999998,"LINESTRING (8.808027 53.0786172, 8.8080398 53.0786891, 8.8080438 53.0787613, 8.8080388 53.0788335)",,,,,
"[4277200, 4791792, 493713773, 226308167]",True,"['Pelzerstraße', 'Carl-Ronning-Straße', 'Knochenhauerstraße']",residential,50,False,173.57299999999998,"LINESTRING (8.808027 53.0786172, 8.8078723 53.0786203, 8.8078015 53.0786089, 8.8077218 53.078596, 8.8076018 53.0785497, 8.8075787 53.0785204, 8.8075704 53.0785142, 8.8074654 53.0784355, 8.8072678 53.0782761, 8.8070656 53.0781397, 8.8067591 53.0779669, 8.8063035 53.0782872, 8.8062025 53.0783567)",1,3,building_passage,,
"[188806192, 77228033]",False,"['Schüsselkorb', 'Katharinenstraße']","['unclassified', 'residential']",50,"[False, True]",89.833,"LINESTRING (8.8090335 53.0776904, 8.8092157 53.0777613, 8.809288 53.0777903, 8.809315 53.0778011, 8.809254 53.077895, 8.8091883 53.0779843, 8.8090459 53.0781375, 8.808884 53.078283, 8.8088377 53.0783326)",3,,,,
"[238651488, 238651489, 226308164, 17504092, 650349501]",False,Kahlenstraße,living_street,,True,48.766999999999996,"LINESTRING (8.8046068 53.0771124, 8.8045045 53.0770205, 8.8044443 53.0769684, 8.8044025 53.0769322, 8.804365 53.0768998, 8.8043056 53.0768483, 8.8042063 53.076746)",,4.5,building_passage,,
4282673,True,Bischofsnadel,unclassified,50,False,31.593999999999998,"LINESTRING (8.8112549 53.0769779, 8.8115508 53.0770942, 8.8116494 53.0771346)",1,,,,
"[4386952, 486426339, 486426340]",True,Buchtstraße,unclassified,50,False,53.155,"LINESTRING (8.8119125 53.0735824, 8.8119109 53.0735979, 8.8118968 53.0737361, 8.8119056 53.0738429, 8.8118819 53.0738948, 8.8118567 53.0739325, 8.8117745 53.0740448)",,6,,,
250251704,False,Ostertorstraße,unclassified,50,False,59.611999999999995,"LINESTRING (8.8119125 53.0735824, 8.8124679 53.0734244, 8.8125468 53.0734008, 8.8127178 53.0733515)",2,,,,
"[23193229, 23193230]",False,Wilkenstraße,living_street,,False,75.714,"LINESTRING (8.8047086 53.0762113, 8.8047348 53.0761357, 8.8047948 53.0760869, 8.8049018 53.0760012, 8.8051147 53.0758869, 8.8052022 53.0757599, 8.8052774 53.0756413)",,"['4.2', '7']",building_passage,,yes
"[231854476, 229775253]",False,Bredenstraße,"['residential', 'living_street']",50,"[False, True]",53.491,"LINESTRING (8.8053056 53.0755976, 8.8048126 53.0755259, 8.804597 53.0754945, 8.8045301 53.0754791)",2,,,,
23209629,False,Brautstraße,residential,30,False,46.186,"LINESTRING (8.8009614 53.0735127, 8.8004001 53.0732702)",,4,,,
23209628,True,Am Deich,residential,30,False,64.858,"LINESTRING (8.8009614 53.0735127, 8.8009071 53.0735825, 8.8003733 53.0739742)",,4,,,
24942330,True,Am Deich,residential,30,False,120.446,"LINESTRING (8.8009614 53.0735127, 8.8010018 53.0734308, 8.8011312 53.0730503, 8.801307 53.0726143, 8.8013924 53.0724619)",,4,,,
23209629,False,Brautstraße,residential,30,True,46.186,"LINESTRING (8.8004001 53.0732702, 8.8009614 53.0735127)",,4,,,
"[109377892, 28303624, 180797484, 23904978, 305180344]",True,"['Wilhelm-Kaisen-Brücke', 'Friedrich-Ebert-Straße']",secondary,50,False,180.51100000000002,"LINESTRING (8.8019591 53.071459, 8.8020117 53.0714783, 8.8021623 53.0715368, 8.8030207 53.0718505, 8.803146 53.0718969, 8.8032965 53.0719521, 8.8036157 53.0720907, 8.8039517 53.072291, 8.8041412 53.0724028)",2,,,yes,
320855221,True,Bürgermeister-Smidt-Straße,secondary,50,False,25.065,"LINESTRING (8.8031361 53.0799063, 8.803427 53.0800487)",2,,,,
24906257,True,Bürgermeister-Smidt-Straße,secondary_link,50,False,20.662,"LINESTRING (8.8031361 53.0799063, 8.8031495 53.0799451, 8.8031452 53.0799638, 8.8031353 53.0799907, 8.8031298 53.0800039, 8.8031079 53.0800128, 8.8030574 53.0800278, 8.8029968 53.0800295)",1,,,,
222650143,True,Bürgermeister-Smidt-Straße,secondary,50,False,42.358000000000004,"LINESTRING (8.8029968 53.0800295, 8.8027444 53.0798743, 8.802538 53.079767)",2,,,,
"[13664424, 650362481, 650362484]",True,Tiefer,secondary_link,50,False,74.72699999999999,"LINESTRING (8.805932 53.0733048, 8.8060367 53.0733072, 8.806134 53.0733045, 8.8061773 53.0733018, 8.8062582 53.0732909, 8.8063975 53.0732523, 8.8065689 53.073187, 8.8066923 53.0731279, 8.8069027 53.0730208)",1,,,yes,
"[24993912, 130512192]",True,Wilhelm-Kaisen-Brücke,secondary,50,False,31.347,"LINESTRING (8.805932 53.0733048, 8.8059939 53.0733313, 8.8061333 53.0733914, 8.8061711 53.073407, 8.806314 53.0734685)",2,,,yes,
24942329,False,Am Deich,residential,30,True,59.311,"LINESTRING (8.8013924 53.0724619, 8.8017104 53.0719639)",,4,,,
24942326,False,Rolandstraße,residential,30,True,54.289,"LINESTRING (8.8013924 53.0724619, 8.8008068 53.0721824, 8.8007546 53.0721594)",,5,,,
231874361,True,Tiefer,secondary_link,50,False,63.595,"LINESTRING (8.806314 53.0734685, 8.8067484 53.0731675, 8.8069027 53.0730208)",1,,,,
"[1244998745, 231874362, 1244998603]",True,Wilhelm-Kaisen-Brücke,secondary,50,False,19.704,"LINESTRING (8.806314 53.0734685, 8.806371 53.0734948, 8.8064484 53.0735304, 8.8065481 53.0735763)",2,,,,
24734524,True,Martinistraße,secondary_link,50,False,19.06,"LINESTRING (8.8065481 53.0735763, 8.8064787 53.0736272, 8.806437 53.0736554, 8.80636 53.0737051)",3,,,,
"[250251696, 180797453, 4361893, 194017190]",True,"['Dechanatstraße', 'Balgebrückstraße']",unclassified,30,False,229.19699999999997,"LINESTRING (8.8065481 53.0735763, 8.8071668 53.0738702, 8.8072005 53.0738861, 8.8073249 53.0739452, 8.8077594 53.0741515, 8.8081294 53.0743272, 8.8082206 53.0743766, 8.8082904 53.0743762, 8.8083664 53.0743626, 8.8084331 53.0743413, 8.8085007 53.0743163, 8.8087814 53.0742034, 8.8089942 53.0741147, 8.8091451 53.0740644, 8.8093395 53.0740037)",1,4.3,,,
26288600,False,Stavendamm,unclassified,50,False,50.412000000000006,"LINESTRING (8.8084995 53.0728585, 8.8082125 53.0725653, 8.8082014 53.0725539, 8.8081153 53.0724683)",1,,,,
33720604,False,Ansgaritorstraße,residential,50,False,40.945,"LINESTRING (8.8034241 53.0792528, 8.8034472 53.0793123, 8.8036505 53.0795941)",2,,,,
33856543,True,Ansgaritorstraße,residential,50,False,46.147000000000006,"LINESTRING (8.8029801 53.0798236, 8.8030964 53.0798147, 8.8032019 53.0797891, 8.8035547 53.0797063, 8.8036284 53.079686)",1,,,,
329762205,True,Bürgermeister-Smidt-Straße,secondary,50,False,13.899000000000001,"LINESTRING (8.8029801 53.0798236, 8.8030957 53.0798859, 8.8031361 53.0799063)",3,,,,
34207119,True,Ansgaritorstraße,residential,50,False,15.182,"LINESTRING (8.8036505 53.0795941, 8.8037766 53.0797077)",1,4,,,
33720604,False,Ansgaritorstraße,residential,50,True,40.945,"LINESTRING (8.8036505 53.0795941, 8.8034472 53.0793123, 8.8034241 53.0792528)",2,,,,
