osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,service,width,tunnel
1013780278,True,South 15th Street,tertiary,False,86.27999999999999,"LINESTRING (-75.1656149 39.951086, -75.1656279 39.9510169, -75.1657201 39.9505955, -75.1657697 39.9503691, -75.1657785 39.9503203)",2,,,,,
196207110,True,Chestnut Street,secondary,False,134.772,"LINESTRING (-75.1671759 39.9512783, -75.1670961 39.9512701, -75.1657194 39.9510981, -75.1656149 39.951086)",2,,25 mph,,,
"[1048568449, 1121164750, 667609078]",True,South 16th Street,tertiary,False,166.611,"LINESTRING (-75.1671759 39.9512783, -75.1671623 39.9513344, -75.1670535 39.9518341, -75.1670424 39.9518851, -75.1670359 39.9519146, -75.1670303 39.9519405, -75.1669368 39.9523704, -75.1668702 39.9526762, -75.1668533 39.9527561)","['4', '2']",,,,,
196207110,True,Chestnut Street,secondary,False,138.02,"LINESTRING (-75.1687735 39.9514802, -75.1686626 39.9514653, -75.1673025 39.9512946, -75.1671759 39.9512783)",2,,25 mph,,,
1013780281,True,South 17th Street,tertiary,False,86.73,"LINESTRING (-75.1687735 39.9514802, -75.1687915 39.9513899, -75.1688849 39.9509606, -75.1689217 39.9507802, -75.1689388 39.9507106)",2,,,,,
196355331,True,Walnut Street,tertiary,False,68.789,"LINESTRING (-75.1613287 39.948987, -75.1620461 39.9490777, -75.1621249 39.9490877)",3,,25 mph,,,
63060733,True,Walnut Street,secondary,False,12.491,"LINESTRING (-75.1641898 39.9493401, -75.1643328 39.9493646)",2,,25 mph,,,
204883042,True,South Broad Street,primary,False,86.19699999999999,"LINESTRING (-75.1641898 39.9493401, -75.1641756 39.9494087, -75.1640464 39.9499949, -75.1640343 39.9500496, -75.1640224 39.9501046)",3,PA 611,25 mph,,,
62202577,True,South Broad Street,primary,False,71.17099999999999,"LINESTRING (-75.1643328 39.9493646, -75.1643483 39.9492976, -75.164468 39.948733)",3,PA 611,25 mph,,,
63060733,True,Walnut Street,secondary,False,139.383,"LINESTRING (-75.1643328 39.9493646, -75.1644321 39.9493828, -75.165877 39.9495613, -75.1659457 39.9495693)",2,,25 mph,,,
63060733,True,Walnut Street,secondary,False,68.81,"LINESTRING (-75.1659457 39.9495693, -75.1660257 39.9495785, -75.1667426 39.9496679)",2,,25 mph,,,
1201709365,True,South 15th Street,tertiary,False,71.82799999999999,"LINESTRING (-75.1659457 39.9495693, -75.1659592 39.9495029, -75.166084 39.9489321)",2,,,,,
12190096,True,South Sydenham Street,residential,False,130.321,"LINESTRING (-75.1667426 39.9496679, -75.1667529 39.9496157, -75.1668791 39.9489741, -75.1669669 39.9485733, -75.1669756 39.9485097)",,,,,,
63060733,True,Walnut Street,secondary,False,65.797,"LINESTRING (-75.1667426 39.9496679, -75.1674531 39.9497599, -75.1675035 39.9497673)",2,,25 mph,,,
63060733,True,Walnut Street,secondary,False,138.61199999999997,"LINESTRING (-75.1675035 39.9497673, -75.1675952 39.9497804, -75.1688203 39.9499285, -75.1690143 39.9499525, -75.1691085 39.9499669)",2,,25 mph,,,
667609078,True,South 16th Street,tertiary,False,83.95400000000001,"LINESTRING (-75.1675035 39.9497673, -75.1674898 39.9498312, -75.1674125 39.9501789, -75.1673513 39.9504628, -75.1673413 39.950512)",2,,,,,
522082764,True,South 17th Street,tertiary,False,130.249,"LINESTRING (-75.1691085 39.9499669, -75.1691301 39.9498782, -75.169236 39.9493992, -75.1692625 39.9492872, -75.1692716 39.9492317, -75.1692726 39.9491772, -75.1692753 39.9491014, -75.1692822 39.9490578, -75.1692891 39.9490191, -75.1693227 39.9488752, -75.1693405 39.9488106)",2,,,,,
1073754169,True,Sansom Street,residential,False,134.911,"LINESTRING (-75.1657785 39.9503203, -75.1658521 39.9503293, -75.1672903 39.9505058, -75.1673413 39.950512)",,,,,,
1201709365,True,South 15th Street,tertiary,False,84.719,"LINESTRING (-75.1657785 39.9503203, -75.165787 39.9502827, -75.165862 39.9499618, -75.1659286 39.9496426, -75.1659457 39.9495693)",2,,,,,
667609078,True,South 16th Street,tertiary,False,86.36800000000001,"LINESTRING (-75.1673413 39.950512, -75.1673268 39.9505797, -75.1672858 39.9507676, -75.1671933 39.9511974, -75.1671759 39.9512783)",2,,,,,
173544047,True,Locust Street,tertiary,False,68.511,"LINESTRING (-75.1677681 39.9486117, -75.1677069 39.9486065, -75.1669756 39.9485097)",,,,,,
667609078,True,South 16th Street,tertiary,False,130.478,"LINESTRING (-75.1677681 39.9486117, -75.1677546 39.9486725, -75.1676899 39.9489723, -75.1676236 39.9492172, -75.1675201 39.9496922, -75.1675035 39.9497673)",2,,,,,
1013780281,True,South 17th Street,tertiary,False,97.975,"LINESTRING (-75.1685888 39.9523498, -75.1686108 39.9522546, -75.1686895 39.9518994, -75.1687627 39.9515452, -75.1687735 39.9514802)",2,,,,,
522082764,True,South 17th Street,tertiary,False,83.973,"LINESTRING (-75.1689388 39.9507106, -75.1689572 39.9506522, -75.1690218 39.9503862, -75.1690883 39.9500609, -75.1691085 39.9499669)",2,,,,,
194837494,True,Cherry Street,residential,False,70.851,"LINESTRING (-75.1638481 39.9554446, -75.1641078 39.9554794, -75.1643924 39.9555168, -75.1645727 39.9555399, -75.1646672 39.9555531)",1,,25 mph,,,
626112967,True,South 11th Street,residential,False,75.759,"LINESTRING (-75.1584607 39.9510542, -75.158337 39.9516298, -75.1583158 39.9517264)",2,,25 mph,disused_tram,,
626112967,True,South 11th Street,residential,False,86.311,"LINESTRING (-75.1588054 39.9494502, -75.1587936 39.9495038, -75.158654 39.95014, -75.1586377 39.9502157)",2,,25 mph,disused_tram,,
"[790903984, 1020533932]",True,Sansom Street,residential,False,135.222,"LINESTRING (-75.1588054 39.9494502, -75.1588731 39.9494585, -75.1592279 39.9495018, -75.15962 39.9495518, -75.1596451 39.9495549, -75.1599841 39.9495973, -75.1603098 39.9496377, -75.160371 39.949646)",,,,,,
"[555331755, 335828093]",True,North 11th Street,tertiary,False,55.199,"LINESTRING (-75.1580854 39.952759, -75.1580693 39.9528286, -75.158068 39.9528368, -75.1579778 39.9532485)",2,,25 mph,disused_tram,"30'0""",
12153942,False,Filbert Street,residential,False,134.014,"LINESTRING (-75.1596921 39.9529491, -75.1597541 39.952955, -75.160058 39.9529923, -75.1600655 39.9529932, -75.1606616 39.9530663, -75.1608195 39.9530857, -75.1611598 39.9531274, -75.161245 39.9531373)",,,,,,
"[492442040, 170020485, 492442039]",True,North 12th Street,tertiary,False,115.465,"LINESTRING (-75.1596921 39.9529491, -75.1597016 39.9528859, -75.1597935 39.9524391, -75.1598022 39.9523899, -75.1598764 39.9520362, -75.1598994 39.951923)",2,,25 mph,disused_tram,,
"[335853587, 194837500, 335853588]",True,Filbert Street,residential,False,138.618,"LINESTRING (-75.1596921 39.9529491, -75.1595933 39.9529419, -75.1595761 39.9529414, -75.1586279 39.9528316, -75.1581602 39.9527719, -75.1580854 39.952759)","['1', '2']",,25 mph,,,building_passage
12153942,False,Filbert Street,residential,True,134.01399999999998,"LINESTRING (-75.161245 39.9531373, -75.1611598 39.9531274, -75.1608195 39.9530857, -75.1606616 39.9530663, -75.1600655 39.9529932, -75.160058 39.9529923, -75.1597541 39.952955, -75.1596921 39.9529491)",,,,,,
"[1202318827, 588277270]",True,North 13th Street,residential,False,113.81099999999999,"LINESTRING (-75.161245 39.9531373, -75.16123 39.9532047, -75.1611728 39.9534695, -75.1611545 39.953552, -75.1610839 39.9538464, -75.1610316 39.9540737, -75.1610165 39.9541457)",,,,,,
173544047,True,Locust Street,tertiary,False,67.19,"LINESTRING (-75.1669756 39.9485097, -75.1668738 39.9484956, -75.1662737 39.9484249, -75.166197 39.9484158)",,,,,,
1013780279,True,Sansom Street,residential,False,12.909,"LINESTRING (-75.1640224 39.9501046, -75.1641719 39.9501231)",,,,,,
"[204883041, 1064489876]",True,South Broad Street,primary,False,85.78000000000002,"LINESTRING (-75.1640224 39.9501046, -75.1640097 39.9501619, -75.1638975 39.9506717, -75.1638814 39.950745, -75.1638689 39.9508017, -75.1638567 39.9508655)","['3', '2']",PA 611,25 mph,,,
62202577,True,South Broad Street,primary,False,85.453,"LINESTRING (-75.1641719 39.9501231, -75.1641842 39.9500671, -75.1642527 39.9497433, -75.1643097 39.9494818, -75.1643217 39.949427, -75.1643328 39.9493646)",3,PA 611,25 mph,,,
1013780279,True,Sansom Street,residential,False,138.69600000000003,"LINESTRING (-75.1641719 39.9501231, -75.1642696 39.950135, -75.1649625 39.9502181, -75.1657154 39.9503119, -75.1657785 39.9503203)",,,,,,
"[512834178, 424830813]",True,Race Street,secondary,False,69.172,"LINESTRING (-75.1598267 39.9558876, -75.1595383 39.9558496, -75.1591242 39.9558007, -75.1590261 39.9557861)","['3', '2']",,,,,
12166689,True,North Camac Street,residential,False,131.486,"LINESTRING (-75.1595625 39.9570526, -75.1595719 39.9570108, -75.159745 39.9562375, -75.1598267 39.9558876)",,,,,,
12204493,True,Summer Street,residential,False,69.085,"LINESTRING (-75.1595625 39.9570526, -75.1601207 39.9571197, -75.1602841 39.9571393, -75.1603633 39.9571486)",,,,,,
42706664,True,Arch Street,tertiary,False,48.61,"LINESTRING (-75.1663822 39.9548245, -75.1666868 39.9548598, -75.1669462 39.9548893)",2,,25 mph,,,
334310264,True,North 16th Street,secondary,False,102.825,"LINESTRING (-75.1663822 39.9548245, -75.1663551 39.9550232, -75.1662605 39.9554175, -75.1661972 39.9556932, -75.1661896 39.9557369)",3,,,,,
"[424830809, 678181081, 62202668]",False,Arch Street,primary,True,131.249,"LINESTRING (-75.1663822 39.9548245, -75.1663153 39.9547969, -75.1662523 39.9547794, -75.1661255 39.9547582, -75.1660778 39.9547528, -75.1653906 39.9546656, -75.1649953 39.9546161, -75.1648738 39.9546104)",2,,,,,
"[1204347521, 1204347519]",True,Benjamin Franklin Parkway,primary,False,172.547,"LINESTRING (-75.1663822 39.9548245, -75.1665736 39.9550398, -75.1675108 39.9557275, -75.1675602 39.9557644, -75.16779 39.955933)",2,,25 mph,,,
1204347523,True,North 17th Street,tertiary,False,11.724,"LINESTRING (-75.16779 39.955933, -75.1678092 39.9558286)",2,,,,,
"[1199659225, 1204347524]",True,Benjamin Franklin Parkway,primary,False,165.88,"LINESTRING (-75.16779 39.955933, -75.1679292 39.9560394, -75.1689319 39.9567799, -75.1689837 39.956818, -75.1691895 39.9569696)",2,,25 mph,,,
1222770133,True,Cherry Street,unclassified,False,17.513,"LINESTRING (-75.16779 39.955933, -75.1679043 39.9559469, -75.1679908 39.9559652)",1,,25 mph,,,
49960966,True,Race Street,secondary,False,135.69,"LINESTRING (-75.1691681 39.9570464, -75.1690438 39.9570279, -75.1676694 39.9568565, -75.1675968 39.9568516)",2,,,,,
170020486,True,North 12th Street,tertiary,False,27.271,"LINESTRING (-75.1587237 39.9571994, -75.1587363 39.9571255, -75.1587514 39.9570627, -75.1587728 39.9569571)",2,,,disused_tram,,
62202559,True,South Penn Square,primary,False,13.093,"LINESTRING (-75.1635689 39.9516121, -75.163418 39.9515901)",4,PA 611,,,,
62202561,True,South Penn Square,primary,False,81.24199999999999,"LINESTRING (-75.1645088 39.9517214, -75.1639621 39.9516804, -75.1638562 39.9516676, -75.1637725 39.9516561, -75.1635689 39.9516121)",3,,,,,
"[1050946576, 39227937]",True,South Broad Street,primary,False,133.092,"LINESTRING (-75.1645088 39.9517214, -75.1639824 39.9516113, -75.1639398 39.9516008, -75.1639213 39.9515925, -75.163901 39.9515787, -75.1638883 39.9515628, -75.1638807 39.9515489, -75.1638776 39.9515327, -75.1638758 39.9515156, -75.1638769 39.9515017, -75.1639841 39.9510007, -75.1639967 39.9509416, -75.1640097 39.9508841)","['3', '2']",PA 611,,,,
997184400,False,Chancellor Street,residential,False,49.555,"LINESTRING (-75.164468 39.948733, -75.1645658 39.9487451, -75.1650419 39.948804)",,,,,,
63063024,True,John F. Kennedy Boulevard,primary,False,68.77,"LINESTRING (-75.1650592 39.9536264, -75.1652095 39.9536579, -75.1656287 39.9537078, -75.1658525 39.9537358)",4,PA 3,25 mph,,,
"[12136389, 1202318831]",True,North 15th Street,primary,False,55.90400000000001,"LINESTRING (-75.1650592 39.9536264, -75.1650715 39.9534986, -75.1650786 39.9534223, -75.165088 39.9533546, -75.1650951 39.9533105, -75.1650946 39.9531249)",3,,,,,
"[424830809, 678181081, 62202668]",False,Arch Street,primary,False,131.249,"LINESTRING (-75.1648738 39.9546104, -75.1649953 39.9546161, -75.1653906 39.9546656, -75.1660778 39.9547528, -75.1661255 39.9547582, -75.1662523 39.9547794, -75.1663153 39.9547969, -75.1663822 39.9548245)",2,,,,,
"[486653634, 991186837]",True,North 15th Street,primary,False,110.67800000000001,"LINESTRING (-75.1648738 39.9546104, -75.1649124 39.9544345, -75.1649942 39.9540753, -75.1650472 39.9538197, -75.1650491 39.9537587, -75.1650592 39.9536264)","['4', '3']",,,,,
"[986634112, 62202013]",True,North 15th Street,secondary,False,106.31500000000001,"LINESTRING (-75.1646672 39.9555531, -75.1646832 39.9555039, -75.1647172 39.9553476, -75.1648572 39.9547041, -75.1648738 39.9546104)",3,,,,,
194837494,True,Cherry Street,residential,False,131.364,"LINESTRING (-75.1646672 39.9555531, -75.164784 39.9555675, -75.165446 39.9556436, -75.1657024 39.9556755, -75.1657242 39.9556782, -75.1659248 39.9557031, -75.1659841 39.9557105, -75.1660826 39.9557228, -75.1661896 39.9557369)",1,,25 mph,,,
49960966,True,Race Street,secondary,False,142.267,"LINESTRING (-75.164467 39.9564552, -75.16438 39.9564402, -75.1641615 39.9564133, -75.1638151 39.9563706, -75.1637109 39.9563577, -75.1636502 39.9563502, -75.1636081 39.9563449, -75.1635632 39.9563392, -75.1632969 39.9563056, -75.1632167 39.9562959, -75.1630034 39.9562702, -75.1629316 39.9562616, -75.1628195 39.9562512)",2,,,,,
62202013,True,North 15th Street,secondary,False,101.77699999999999,"LINESTRING (-75.164467 39.9564552, -75.1644772 39.9564033, -75.1645768 39.9559389, -75.164638 39.9556461, -75.1646672 39.9555531)",3,,,,,
12185964,False,Spring Street,residential,False,130.371,"LINESTRING (-75.1643685 39.9569379, -75.1644912 39.9569522, -75.1648929 39.9570008, -75.1650287 39.9570176, -75.1652418 39.957044, -75.1657726 39.9571098, -75.1658789 39.9571229)",,,,,,
62202013,True,North 15th Street,secondary,False,54.327000000000005,"LINESTRING (-75.1643685 39.9569379, -75.1644563 39.9565073, -75.164467 39.9564552)",3,,,,,
63063021,True,North 16th Street,primary,False,33.486000000000004,"LINESTRING (-75.166621 39.9538288, -75.1666033 39.9539083, -75.1665309 39.9541217)",3,,,,,
"[288494849, 980839100]",True,John F. Kennedy Boulevard,primary,False,137.06,"LINESTRING (-75.166621 39.9538288, -75.1667134 39.9538469, -75.1677349 39.9539739, -75.1681224 39.9540212, -75.1682064 39.9540329)","['4', '3']",PA 3,25 mph,,,
194837494,True,Cherry Street,residential,False,138.148,"LINESTRING (-75.1661896 39.9557369, -75.1662729 39.9557464, -75.1668141 39.9558096, -75.1669697 39.9558282, -75.1674477 39.95589, -75.1675538 39.9559021, -75.16779 39.955933)",1,,25 mph,,,
334310264,True,North 16th Street,secondary,False,103.716,"LINESTRING (-75.1661896 39.9557369, -75.1661785 39.9557906, -75.1661089 39.9560898, -75.1661084 39.9561076, -75.1660004 39.9565934, -75.1659854 39.9566562)",3,,,,,
49960966,True,Race Street,secondary,False,131.39,"LINESTRING (-75.1659854 39.9566562, -75.1658832 39.9566441, -75.1657894 39.9566323, -75.1654979 39.956598, -75.1649901 39.9565338, -75.1645927 39.9564812, -75.164467 39.9564552)",2,,,,,
334310264,True,North 16th Street,secondary,False,52.683,"LINESTRING (-75.1659854 39.9566562, -75.165975 39.9567027, -75.1658789 39.9571229)",3,,,,,
12185964,False,Spring Street,residential,True,130.371,"LINESTRING (-75.1658789 39.9571229, -75.1657726 39.9571098, -75.1652418 39.957044, -75.1650287 39.9570176, -75.1648929 39.9570008, -75.1644912 39.9569522, -75.1643685 39.9569379)",,,,,,
30908207,True,North Broad Street,primary,False,120.658,"LINESTRING (-75.1632596 39.953341, -75.1632761 39.9533598, -75.1632873 39.9533786, -75.1632945 39.9533974, -75.1633011 39.9534177, -75.1633054 39.9534417, -75.1633035 39.9534611, -75.1632997 39.9534796, -75.1632022 39.9539179, -75.1631298 39.9542627, -75.1631133 39.9543326, -75.1630979 39.9544056)",3,PA 611,,,,
42784695,True,John F. Kennedy Boulevard,primary,False,70.817,"LINESTRING (-75.1632596 39.953341, -75.163488 39.9533428, -75.1637626 39.9533823, -75.1640703 39.9534576)",3,,,,,
62202555,True,John F. Kennedy Boulevard,primary,False,14.376,"LINESTRING (-75.1640703 39.9534576, -75.1642367 39.9534787)",6,PA 611,,,,
627641196,True,North 17th Street,tertiary,False,118.98100000000001,"LINESTRING (-75.1682064 39.9540329, -75.1682528 39.9539051, -75.168315 39.9535529, -75.1684273 39.9530985, -75.1684508 39.9529804)",2,,,,,
1204347523,True,North 17th Street,tertiary,False,111.575,"LINESTRING (-75.1679864 39.9550206, -75.1680229 39.9549274, -75.1681014 39.9544779, -75.1681784 39.9541115, -75.1682064 39.9540329)",2,,,,,
49960966,True,Race Street,secondary,False,139.087,"LINESTRING (-75.1675968 39.9568516, -75.1674988 39.9568458, -75.1662369 39.9566899, -75.1660981 39.9566727, -75.1659854 39.9566562)",2,,,,,
63060589,True,North 17th Street,tertiary,False,103.466,"LINESTRING (-75.1675968 39.9568516, -75.1676071 39.9567927, -75.1677116 39.9562957, -75.1677487 39.9561193, -75.1677599 39.9560658, -75.16779 39.955933)",2,,,,,
"[1229277861, 1222770135]",True,North 18th Street,tertiary,False,82.10499999999999,"LINESTRING (-75.1693787 39.9561395, -75.1693677 39.9561937, -75.1693395 39.9563237, -75.1692622 39.9566798, -75.1692505 39.9567306, -75.1692381 39.9567841, -75.1692165 39.9568673)",2,,25 mph,,,
335828094,True,North 11th Street,tertiary,False,103.578,"LINESTRING (-75.1578687 39.9537572, -75.1578512 39.9538388, -75.1577419 39.9543459, -75.1577285 39.9544091, -75.1576703 39.9546762)",2,,,disused_tram,,
"[626537330, 492215277, 492215278]",True,Arch Street,secondary,False,135.885,"LINESTRING (-75.1578687 39.9537572, -75.1579474 39.9537664, -75.1586656 39.953858, -75.1590964 39.9539126, -75.1593691 39.9539445, -75.1594424 39.9539523)",2,,25 mph,,,building_passage
"[104526264, 424830810]",True,Arch Street,secondary,False,179.754,"LINESTRING (-75.1610165 39.9541457, -75.161091 39.9541553, -75.1620341 39.9542727, -75.1621332 39.9542847, -75.1625834 39.9543412, -75.1629228 39.9543826, -75.1630015 39.9543935, -75.1630979 39.9544056)","['3', '2']",,,,,
"[745706602, 627080785, 1035993745, 336018361, 336018362]",True,North 13th Street,residential,False,207.609,"LINESTRING (-75.1610165 39.9541457, -75.1610007 39.9542306, -75.1609755 39.9543456, -75.160736 39.9554614, -75.1606682 39.9557775, -75.1606359 39.9559126, -75.160634 39.9559206, -75.1606177 39.9559875)","['1', '2']",,,,,building_passage
42706660,True,Arch Street,primary,False,10.697,"LINESTRING (-75.1630979 39.9544056, -75.163221 39.9544243)",,,,,,
"[62202368, 512834175]",True,North Broad Street,primary,False,206.88299999999998,"LINESTRING (-75.1630979 39.9544056, -75.1630827 39.9544894, -75.1629059 39.9552417, -75.1628933 39.9552971, -75.162886 39.955329, -75.1628775 39.9553677, -75.1627112 39.956122, -75.1626996 39.9561745, -75.1626871 39.9562392)",3,PA 611,,,,
"[104526272, 1028885431]",True,Arch Street,primary,False,142.544,"LINESTRING (-75.163221 39.9544243, -75.1633332 39.9544419, -75.1640091 39.9545272, -75.1644487 39.9545812, -75.1646284 39.9546033, -75.1647478 39.9546078, -75.1648738 39.9546104)","['4', '2']",,,,,
"[104526289, 424807268]",True,North Broad Street,primary,False,152.566,"LINESTRING (-75.163221 39.9544243, -75.1632373 39.954348, -75.1633258 39.9539321, -75.1633833 39.9536972, -75.1633871 39.9536784, -75.1633969 39.9536541, -75.1634095 39.9536342, -75.1634324 39.953606, -75.1634507 39.9535897, -75.163464 39.9535782, -75.1634855 39.9535577, -75.1635158 39.9535368, -75.1635453 39.9535171, -75.1635766 39.9535051, -75.1636184 39.9534926, -75.1636582 39.9534835, -75.1637089 39.9534774, -75.1637615 39.9534737, -75.1640703 39.9534576)",2,PA 611,,,,
"[626537331, 335828093]",True,North 11th Street,tertiary,False,57.326,"LINESTRING (-75.1579778 39.9532485, -75.1578864 39.9536657, -75.1578832 39.9536818, -75.1578687 39.9537572)",2,,,disused_tram,,
"[170020485, 170020486, 170020479]",True,North 12th Street,tertiary,False,207.048,"LINESTRING (-75.1590261 39.9557861, -75.1590425 39.9557153, -75.1594014 39.9540646, -75.1594132 39.9540279, -75.1594424 39.9539523)",2,,,disused_tram,,building_passage
12204493,True,Summer Street,residential,False,68.143,"LINESTRING (-75.1587728 39.9569571, -75.1588733 39.9569697, -75.158988 39.9569835, -75.1591732 39.9570058, -75.1593973 39.9570327, -75.1594809 39.9570428, -75.1595625 39.9570526)",,,,,,
170020486,True,North 12th Street,tertiary,False,131.991,"LINESTRING (-75.1587728 39.9569571, -75.1588726 39.9564916, -75.1588993 39.9563707, -75.1589344 39.9562157, -75.1589492 39.9561433, -75.159018 39.9558316, -75.1590261 39.9557861)",2,,,disused_tram,,
512834178,True,Race Street,secondary,False,68.353,"LINESTRING (-75.1606177 39.9559875, -75.1605403 39.9559729, -75.1598267 39.9558876)",2,,,,,
"[1028924425, 745706602]",True,North 13th Street,residential,False,130.917,"LINESTRING (-75.1606177 39.9559875, -75.1606053 39.9560434, -75.160539 39.9563474, -75.1604484 39.9567536, -75.1604279 39.956851, -75.1603947 39.9569993, -75.1603896 39.9570221, -75.1603633 39.9571486)","['1', '2']",,,,,
512834179,True,Race Street,secondary,False,11.364,"LINESTRING (-75.1628195 39.9562512, -75.1626871 39.9562392)",,,,,,
"[424829498, 127806783]",True,North Broad Street,primary,False,206.006,"LINESTRING (-75.1628195 39.9562512, -75.1628315 39.9561924, -75.162884 39.9559499, -75.1629949 39.9554379, -75.1630068 39.9553829, -75.163015 39.955345, -75.163022 39.9553136, -75.1631889 39.9545634, -75.1632025 39.9545024, -75.163221 39.9544243)","['3', '2']",PA 611,,,,
