osmid,lanes,name,highway,oneway,reversed,length,geometry,width,bridge,maxspeed,ref
158630880,2,Lindbergh Avenue,residential,False,True,98.59700000000001,"LINESTRING (-71.2255969 42.351954, -71.2256367 42.3519815, -71.2256754 42.3520049, -71.2264979 42.3524689, -71.2265209 42.3524844, -71.2265406 42.3525006)",12.2,,,
9123418,2,Eden Avenue,residential,False,False,243.522,"LINESTRING (-71.2247542 42.3500067, -71.2247731 42.350034, -71.2247885 42.35006, -71.2248001 42.3500859, -71.2248098 42.3501104, -71.2248188 42.3501433, -71.224825 42.3501712, -71.2248286 42.3501993, -71.2248465 42.3503706, -71.2248473 42.350408, -71.2248458 42.3504453, -71.2248419 42.3504989, -71.2248363 42.3505493, -71.224829 42.3505981, -71.2248209 42.3506457, -71.2248144 42.3506793, -71.2248077 42.3507092, -71.2247983 42.3507419, -71.2247866 42.3507788, -71.2243791 42.3520634, -71.2243664 42.3521042, -71.2243511 42.3521461)",12.2,,,
1176343987,2,Watertown Street,secondary,False,False,21.284,"LINESTRING (-71.2247542 42.3500067, -71.2246134 42.3500596, -71.2245235 42.3500937)",18.3,,25 mph,MA 16
"[1176343987, 9124151]",2,Watertown Street,secondary,False,True,132.367,"LINESTRING (-71.2247542 42.3500067, -71.2249383 42.3499387, -71.2252215 42.3498353, -71.2256838 42.3496551, -71.2257884 42.3496165, -71.2258154 42.349604, -71.2258489 42.3495905, -71.2258881 42.3495747, -71.22595 42.3495463, -71.22596 42.3495412, -71.2259836 42.3495293, -71.2260437 42.3494949, -71.226152 42.3494234)",18.3,,25 mph,MA 16
9123039,2,Holden Road,residential,False,False,218.489,"LINESTRING (-71.223955 42.3536924, -71.2232359 42.3536877, -71.2231809 42.3536855, -71.2231283 42.3536808, -71.2230721 42.3536707, -71.2229737 42.3536445, -71.2229292 42.353637, -71.222884 42.3536334, -71.2218934 42.3536338, -71.2218357 42.353637, -71.2217768 42.3536419, -71.221723 42.3536499, -71.2216711 42.3536626, -71.2214791 42.35372, -71.2214282 42.3537342, -71.2213821 42.3537452, -71.2213333 42.3537558)",12.2,,,
9126458,2,Waltham Street,secondary,False,True,62.215,"LINESTRING (-71.223955 42.3536924, -71.2239631 42.3534735, -71.2239682 42.3534074, -71.2239734 42.3533667, -71.2239818 42.3533257, -71.2239961 42.3532845, -71.224014 42.3532477, -71.2240352 42.3532122, -71.2240577 42.3531812, -71.2240838 42.3531504)",,,25 mph,
9124592,2,Inis Circle,residential,False,False,49.824,"LINESTRING (-71.2269553 42.3467694, -71.2264046 42.3469568)",12.2,,,
9126039,1,Spencer Street,residential,False,False,66.076,"LINESTRING (-71.225912 42.3485027, -71.2259675 42.3487505, -71.225978 42.3487902, -71.2260804 42.3490832)",6.1,,,
954534594,2,Davis Street,residential,False,False,54.463,"LINESTRING (-71.225912 42.3485027, -71.2258327 42.3485105, -71.2252549 42.3485664)",12.2,,,
"[954534594, 9123435]",2,Davis Street,residential,False,True,101.32400000000001,"LINESTRING (-71.225912 42.3485027, -71.2261202 42.348483, -71.2262662 42.3484678, -71.2263994 42.3484519, -71.2267134 42.3484077, -71.2269349 42.3483766, -71.2270181 42.3483643, -71.2270485 42.3483594, -71.2271263 42.3483469)",12.2,,,
9126274,2,Henshaw Terrace,residential,False,False,83.665,"LINESTRING (-71.2274156 42.3525676, -71.227229 42.3524958, -71.2271647 42.3524704, -71.2271001 42.3524433, -71.226901 42.3523621, -71.2268811 42.3523556, -71.2268604 42.3523513, -71.2268389 42.35235, -71.2268166 42.352351, -71.2267921 42.3523551, -71.2267692 42.3523624, -71.2267288 42.3523808, -71.2266946 42.3524002, -71.2266626 42.352421, -71.2265406 42.3525006)",9.1,,,
9126274,2,Henshaw Terrace,residential,False,True,48.472,"LINESTRING (-71.2274156 42.3525676, -71.2278244 42.3527226, -71.2278518 42.3527318, -71.2278856 42.352742, -71.2279151 42.352749, -71.2279466 42.3527558)",9.1,,,
9126334,2,Jepsen Court,residential,False,False,41.478,"LINESTRING (-71.2274156 42.3525676, -71.2274024 42.3525867, -71.2273929 42.352604, -71.2272448 42.3529184)",7.9,,,
9123605,2,Vincent Street,residential,False,True,108.38199999999999,"LINESTRING (-71.2211455 42.353227, -71.2221795 42.3528473, -71.2222135 42.3528312, -71.222245 42.3528133, -71.2222772 42.3527931, -71.2223077 42.3527718)",12.2,,,
9126458,2,Waltham Street,secondary,False,False,31.932,"LINESTRING (-71.2251061 42.3523343, -71.2248379 42.3525421)",,,25 mph,
9126458,2,Waltham Street,secondary,False,True,58.437,"LINESTRING (-71.2251061 42.3523343, -71.2255969 42.351954)",,,25 mph,
158625293,2,Davis Avenue,residential,False,True,66.1,"LINESTRING (-71.2251061 42.3523343, -71.2250826 42.3523163, -71.2250585 42.3523019, -71.2250315 42.3522904, -71.2250014 42.3522801, -71.2249715 42.3522721, -71.2243511 42.3521461)",,,,
"[72839293, 1162303375]",3,Washington Street,secondary,True,False,98.395,"LINESTRING (-71.2300778 42.347241, -71.229964 42.3472475, -71.2298539 42.3472514, -71.2294268 42.3472669, -71.2293637 42.3472694, -71.2293179 42.3472713, -71.2292698 42.3472749, -71.2292165 42.3472829, -71.2291657 42.3472934, -71.2291261 42.347303, -71.2290987 42.347314, -71.2290723 42.3473269, -71.2290491 42.3473427, -71.2290275 42.3473596, -71.2290077 42.3473757, -71.2289928 42.3473907, -71.228977 42.3474084, -71.228961 42.3474271)",16.5,,,MA 16
9124784,2,Otis Street,tertiary,False,False,17.343,"LINESTRING (-71.2214173 42.3452042, -71.2212103 42.3452345)",,,,
9124784,2,Otis Street,tertiary,False,True,166.663,"LINESTRING (-71.2214173 42.3452042, -71.223413 42.3449381)",,,,
9124155,2,Cherry Street,tertiary,False,False,76.892,"LINESTRING (-71.2292077 42.3529959, -71.2289497 42.3536606)",15.2,,,
9124155,2,Cherry Street,tertiary,False,True,80.915,"LINESTRING (-71.2292077 42.3529959, -71.2294729 42.3522951)",15.2,,,
9124646,2,Raymond Place,residential,False,False,51.114,"LINESTRING (-71.2292077 42.3529959, -71.2286142 42.3528583)",12.2,,,
9123851,2,Lindbergh Avenue,residential,False,True,74.298,"LINESTRING (-71.2265406 42.3525006, -71.2265604 42.35252, -71.2265732 42.3525381, -71.2265811 42.3525556, -71.2265856 42.3525753, -71.226586 42.3525954, -71.226582 42.3526172, -71.2265762 42.3526382, -71.2263929 42.3531418)",12.2,,,
9126274,2,Henshaw Terrace,residential,False,True,83.66499999999999,"LINESTRING (-71.2265406 42.3525006, -71.2266626 42.352421, -71.2266946 42.3524002, -71.2267288 42.3523808, -71.2267692 42.3523624, -71.2267921 42.3523551, -71.2268166 42.352351, -71.2268389 42.35235, -71.2268604 42.3523513, -71.2268811 42.3523556, -71.226901 42.3523621, -71.2271001 42.3524433, -71.2271647 42.3524704, -71.227229 42.3524958, -71.2274156 42.3525676)",9.1,,,
158630880,2,Lindbergh Avenue,residential,False,False,98.59700000000001,"LINESTRING (-71.2265406 42.3525006, -71.2265209 42.3524844, -71.2264979 42.3524689, -71.2256754 42.3520049, -71.2256367 42.3519815, -71.2255969 42.351954)",12.2,,,
591677258,2,,motorway_link,True,False,18.718,"LINESTRING (-71.2319658 42.347672, -71.2319495 42.3475041)",16.8,yes,,
165149668,2,Hillside Avenue,residential,False,False,124.701,"LINESTRING (-71.2218346 42.346133, -71.222127 42.3465566, -71.2222048 42.3466636, -71.2222858 42.3467694, -71.2225671 42.3471145)",12.2,,,
165149668,2,Hillside Avenue,residential,False,True,112.31300000000002,"LINESTRING (-71.2218346 42.346133, -71.2215851 42.345774, -71.2212103 42.3452345)",12.2,,,
9124646,2,Raymond Place,residential,False,True,51.114,"LINESTRING (-71.2286142 42.3528583, -71.2292077 42.3529959)",12.2,,,
9124592,2,Inis Circle,residential,False,True,49.824,"LINESTRING (-71.2264046 42.3469568, -71.2269553 42.3467694)",12.2,,,
165149670,2,Highland Street,tertiary,False,True,79.056,"LINESTRING (-71.2264046 42.3469568, -71.2267686 42.3476149)",12.2,,,
165149670,2,Highland Street,tertiary,False,False,148.823,"LINESTRING (-71.2264046 42.3469568, -71.2262174 42.3466225, -71.2259981 42.3462273, -71.2259613 42.3461652, -71.2257036 42.3457228)",12.2,,,
165135106,2,Watertown Street,secondary,False,False,101.922,"LINESTRING (-71.2236901 42.3504015, -71.2225854 42.3508182)",18.3,,35 mph,MA 16
1176343987,2,Watertown Street,secondary,False,True,76.563,"LINESTRING (-71.2236901 42.3504015, -71.2245235 42.3500937)",18.3,,25 mph,MA 16
9124717,2,Davis Avenue,residential,False,False,178.084,"LINESTRING (-71.2236901 42.3504015, -71.2237052 42.3504236, -71.2237158 42.3504433, -71.2237243 42.3504667, -71.2237293 42.3504895, -71.2237316 42.350514, -71.2237328 42.3505368, -71.2237319 42.3505615, -71.2236095 42.3516945, -71.2235958 42.3517605, -71.2235769 42.351828, -71.223529 42.351988)",,,,
9124026,2,Webster Street,tertiary,False,True,55.55,"LINESTRING (-71.2269674 42.3506024, -71.227608 42.3504429)",12.2,,25 mph,
9124026,2,Webster Street,tertiary,False,False,46.392999999999994,"LINESTRING (-71.2269674 42.3506024, -71.2265523 42.3507058, -71.22651 42.3507148, -71.2264709 42.3507186, -71.2264279 42.3507201)",12.2,,25 mph,
9124555,1,Warren Avenue,residential,True,False,135.066,"LINESTRING (-71.2269674 42.3506024, -71.2274364 42.3516224, -71.2274444 42.3516461, -71.2274466 42.3516763, -71.2274408 42.3517034, -71.227427 42.3517288, -71.2274077 42.3517528)",7.6,,,
9123026,2,Austin Street,tertiary,False,True,136.13299999999998,"LINESTRING (-71.2231485 42.347822, -71.2237679 42.347637, -71.2246844 42.3473634)",16.8,,,
165149668,2,Hillside Avenue,residential,False,True,92.043,"LINESTRING (-71.2231485 42.347822, -71.222911 42.347533, -71.2225671 42.3471145)",12.2,,,
9127046,2,Furbush Avenue,residential,False,True,4.306,"LINESTRING (-71.2234781 42.3519788, -71.223529 42.351988)",12.2,,,
9123438,2,Stoneleigh Road,residential,False,False,113.685,"LINESTRING (-71.2234781 42.3519788, -71.2234622 42.3520209, -71.2234473 42.3520598, -71.2234292 42.3521005, -71.2230604 42.3528141, -71.2230435 42.3528469, -71.2230293 42.3528821, -71.2230191 42.3529118, -71.2230095 42.35294)",12.2,,,
9127046,2,Furbush Avenue,residential,False,False,145.253,"LINESTRING (-71.2234781 42.3519788, -71.223416 42.3519656, -71.2233484 42.3519502, -71.2232729 42.3519332, -71.2228151 42.3518254, -71.222761 42.3518177, -71.2227048 42.351814, -71.222654 42.3518151, -71.2225972 42.3518237, -71.2225489 42.3518361, -71.2218362 42.3521069)",12.2,,,
"[491850934, 72839286]",2,,motorway_link,True,False,24.741999999999997,"LINESTRING (-71.2320663 42.3478798, -71.2320435 42.3478517, -71.2320208 42.3478173, -71.2320017 42.3477836, -71.231987 42.34775, -71.2319753 42.3477145, -71.2319658 42.347672)",15.2,yes,,
"[72839288, 9124363]","['2', '2; 3']",Washington Street,secondary,True,False,24.441,"LINESTRING (-71.2320663 42.3478798, -71.2320814 42.3478551, -71.2320923 42.3478295, -71.2320979 42.34781, -71.2321033 42.3477832, -71.2321057 42.3477539, -71.2321057 42.3477194, -71.2321017 42.3476645)",16.8,yes,,MA 16
9124928,2,Temple Street,residential,False,False,125.037,"LINESTRING (-71.2270818 42.3452465, -71.2257036 42.3457228)",12.2,,,
9123588,2,Putnam Street,residential,False,False,118.46600000000001,"LINESTRING (-71.2270818 42.3452465, -71.227403 42.3456851, -71.2274699 42.3457737, -71.227781 42.3461781)",12.2,,,
9124928,2,Temple Street,residential,False,True,44.944,"LINESTRING (-71.2270818 42.3452465, -71.2272044 42.3451977, -71.2273008 42.3451435, -71.227384 42.3450745, -71.227486 42.344982)",12.2,,,
9123819,2,Elm Street,tertiary,False,False,326.8759999999999,"LINESTRING (-71.229873 42.3498783, -71.2299015 42.3499292, -71.2299284 42.3499807, -71.2299543 42.3500324, -71.2300631 42.3502721, -71.2302034 42.3505814, -71.230396 42.3510057, -71.2306076 42.3514719, -71.2309763 42.3522802, -71.230988 42.3523058, -71.2310716 42.352489, -71.2310818 42.3525176, -71.231088 42.3525456, -71.2310902 42.3525729, -71.2310877 42.3525985, -71.2310826 42.352621, -71.2310754 42.352644, -71.2310659 42.3526682)",,,30 mph,
9123819,2,Elm Street,tertiary,False,True,74.85600000000001,"LINESTRING (-71.229873 42.3498783, -71.2298396 42.3498262, -71.2298144 42.3497905, -71.2295534 42.349419, -71.229502 42.3493472, -71.229454 42.3492806)",,,30 mph,
9124026,2,Webster Street,tertiary,False,False,100.902,"LINESTRING (-71.229873 42.3498783, -71.2297637 42.3499049, -71.2287911 42.3501487, -71.2287097 42.3501686)",12.2,,25 mph,
9124026,2,Webster Street,tertiary,False,True,131.974,"LINESTRING (-71.229873 42.3498783, -71.2299783 42.3498536, -71.2314005 42.3495119)",12.2,,25 mph,
9124240,2,Adella Avenue,residential,False,False,100.426,"LINESTRING (-71.2212867 42.3513002, -71.2218362 42.3521069)",12.2,,,
165135106,2,Watertown Street,secondary,False,True,119.42500000000001,"LINESTRING (-71.2212867 42.3513002, -71.2213363 42.3512818, -71.2225854 42.3508182)",18.3,,35 mph,MA 16
9126458,2,Waltham Street,secondary,False,True,31.932,"LINESTRING (-71.2248379 42.3525421, -71.2251061 42.3523343)",,,25 mph,
9126458,2,Waltham Street,secondary,False,False,91.83500000000001,"LINESTRING (-71.2248379 42.3525421, -71.2242495 42.3529999, -71.2241851 42.3530504, -71.2241432 42.3530875, -71.2241103 42.3531192, -71.2240838 42.3531504)",,,25 mph,
9126642,2,Mount Vernon Street,residential,False,False,175.70899999999997,"LINESTRING (-71.2225671 42.3471145, -71.2212736 42.3476386, -71.2212209 42.3476513, -71.2211814 42.3476535, -71.221139 42.3476467, -71.2211022 42.347626, -71.2209122 42.3474032, -71.2208799 42.3473634, -71.2208364 42.3473338)",12.2,,,
165149668,2,Hillside Avenue,residential,False,False,92.043,"LINESTRING (-71.2225671 42.3471145, -71.222911 42.347533, -71.2231485 42.347822)",12.2,,,
165149668,2,Hillside Avenue,residential,False,True,124.70100000000001,"LINESTRING (-71.2225671 42.3471145, -71.2222858 42.3467694, -71.2222048 42.3466636, -71.222127 42.3465566, -71.2218346 42.346133)",12.2,,,
9123224,2,Orchard Avenue,residential,False,False,91.496,"LINESTRING (-71.2240838 42.3531504, -71.2240497 42.3531362, -71.2240112 42.353124, -71.2239698 42.353113, -71.2239284 42.3531055, -71.2235896 42.3530445, -71.2230095 42.35294)",12.2,,,
9126458,2,Waltham Street,secondary,False,False,62.215,"LINESTRING (-71.2240838 42.3531504, -71.2240577 42.3531812, -71.2240352 42.3532122, -71.224014 42.3532477, -71.2239961 42.3532845, -71.2239818 42.3533257, -71.2239734 42.3533667, -71.2239682 42.3534074, -71.2239631 42.3534735, -71.223955 42.3536924)",,,25 mph,
9126458,2,Waltham Street,secondary,False,True,91.83500000000001,"LINESTRING (-71.2240838 42.3531504, -71.2241103 42.3531192, -71.2241432 42.3530875, -71.2241851 42.3530504, -71.2242495 42.3529999, -71.2248379 42.3525421)",,,25 mph,
"[34963650, 426489445]","['3', '2']",Chestnut Street,secondary,False,False,89.345,"LINESTRING (-71.2252549 42.3485664, -71.2253422 42.349021, -71.2253628 42.3491738, -71.2253676 42.3492254, -71.2253685 42.3492537, -71.2253675 42.349293, -71.2253629 42.3493296, -71.2253559 42.3493639)",10.7,,,
"[34963651, 426489445, 570160035]",2,Chestnut Street,secondary,False,True,123.568,"LINESTRING (-71.2252549 42.3485664, -71.2252115 42.3484364, -71.2251685 42.3483057, -71.2250656 42.3480167, -71.2250077 42.3479083, -71.2248089 42.3475757, -71.2247745 42.3475171)",10.7,yes,,
954534594,2,Davis Street,residential,False,True,54.463,"LINESTRING (-71.2252549 42.3485664, -71.2258327 42.3485105, -71.225912 42.3485027)",12.2,,,
"[1176343987, 9124151]",2,Watertown Street,secondary,False,False,132.36700000000002,"LINESTRING (-71.226152 42.3494234, -71.2260437 42.3494949, -71.2259836 42.3495293, -71.22596 42.3495412, -71.22595 42.3495463, -71.2258881 42.3495747, -71.2258489 42.3495905, -71.2258154 42.349604, -71.2257884 42.3496165, -71.2256838 42.3496551, -71.2252215 42.3498353, -71.2249383 42.3499387, -71.2247542 42.3500067)",18.3,,25 mph,MA 16
158627090,4,Washington Street,secondary,False,True,65.811,"LINESTRING (-71.226152 42.3494234, -71.2261215 42.3494244, -71.2260782 42.349424, -71.2260371 42.3494221, -71.2259882 42.3494185, -71.2259398 42.3494156, -71.2258675 42.3494094, -71.2254918 42.3493741, -71.2253559 42.3493639)",,,,
1172641590,4,Washington Street,secondary,False,True,15.83,"LINESTRING (-71.226152 42.3494234, -71.2261843 42.3494221, -71.2262183 42.349419, -71.2262525 42.3494144, -71.2262959 42.349408, -71.2263418 42.3494005)",16.5,,,MA 16
9124770,2,Winthrop Street,residential,False,False,134.627,"LINESTRING (-71.2305211 42.3450205, -71.229101 42.345624)",13.7,,,
9125802,2,Perkins Street,residential,False,False,218.908,"LINESTRING (-71.2305211 42.3450205, -71.2315118 42.3461771, -71.2318448 42.3465671, -71.2318649 42.3465913, -71.2318836 42.3466088, -71.231904 42.3466243, -71.2319349 42.346646, -71.2319705 42.3466688)",12.2,,,
9123258,2,Plimpton Road,residential,False,False,47.778,"LINESTRING (-71.2250415 42.3469772, -71.2250234 42.3470231, -71.2250094 42.3470468, -71.2249895 42.3470684, -71.2249633 42.3470916, -71.2249315 42.3471099, -71.2247473 42.3471911, -71.2247104 42.347205, -71.2246689 42.3472208, -71.2246115 42.3472392)",12.2,,,
9124026,2,Webster Street,tertiary,False,True,76.064,"LINESTRING (-71.2314005 42.3495119, -71.2322777 42.3492936)",12.2,,25 mph,
9124026,2,Webster Street,tertiary,False,False,131.974,"LINESTRING (-71.2314005 42.3495119, -71.2299783 42.3498536, -71.229873 42.3498783)",12.2,,25 mph,
591677267,2,River Street,tertiary,False,False,75.417,"LINESTRING (-71.2274077 42.3517528, -71.2266186 42.3514065)",,,,
591677267,2,River Street,tertiary,False,True,77.651,"LINESTRING (-71.2274077 42.3517528, -71.2274702 42.351781, -71.2275296 42.3518108, -71.2275904 42.3518452, -71.2278847 42.3520278, -71.2279412 42.3520593, -71.2279989 42.3520871, -71.2280572 42.3521125, -71.2281046 42.3521299, -71.2281435 42.3521424, -71.2281774 42.3521522)",,,,
9124155,2,Cherry Street,tertiary,False,False,80.915,"LINESTRING (-71.2294729 42.3522951, -71.2292077 42.3529959)",15.2,,,
491455804,2,Cherry Street,tertiary,False,True,247.701,"LINESTRING (-71.2294729 42.3522951, -71.2295131 42.3521836, -71.2295236 42.3521502, -71.2295293 42.3521193, -71.2295317 42.3520886, -71.2295288 42.3520551, -71.2295237 42.3520211, -71.2295159 42.3519884, -71.2295023 42.3519473, -71.2294838 42.3519, -71.2291212 42.351087, -71.2290108 42.3508411, -71.2288937 42.3505796, -71.2287291 42.3502119, -71.2287097 42.3501686)",12.2,,,
591677267,2,River Street,tertiary,False,False,107.76800000000001,"LINESTRING (-71.2294729 42.3522951, -71.2294126 42.3522855, -71.2293534 42.3522778, -71.2284454 42.352196, -71.2283765 42.3521883, -71.2283092 42.3521785, -71.2282581 42.35217, -71.2282125 42.352161, -71.2281774 42.3521522)",,,,
591677267,2,River Street,tertiary,False,True,137.38099999999997,"LINESTRING (-71.2294729 42.3522951, -71.2296608 42.3523301, -71.229779 42.3523538, -71.2298673 42.3523718, -71.2299451 42.3523896, -71.2303799 42.3524993, -71.2306525 42.3525681, -71.2307063 42.3525813, -71.2307651 42.3525958, -71.2310659 42.3526682)",,,,
9124093,2,Hosmer Circle,residential,False,True,26.391,"LINESTRING (-71.2208364 42.3473338, -71.2209435 42.3472528, -71.2209885 42.347203, -71.2210218 42.3471437)",15.2,,,
9126642,2,Mount Vernon Street,residential,False,True,175.709,"LINESTRING (-71.2208364 42.3473338, -71.2208799 42.3473634, -71.2209122 42.3474032, -71.2211022 42.347626, -71.221139 42.3476467, -71.2211814 42.3476535, -71.2212209 42.3476513, -71.2212736 42.3476386, -71.2225671 42.3471145)",12.2,,,
9124310,2,River Street,tertiary,False,False,26.442,"LINESTRING (-71.2314103 42.3527472, -71.2311776 42.3526946, -71.2311026 42.3526776)",,,,
9124310,2,River Street,tertiary,False,True,46.24,"LINESTRING (-71.2314103 42.3527472, -71.23168 42.3528096, -71.231745 42.3528253, -71.2317939 42.352838, -71.2318434 42.3528532, -71.2318899 42.3528696, -71.2319384 42.3528884)",,,,
158625291,2,Kempton Place,residential,False,False,117.88700000000001,"LINESTRING (-71.2213409 42.3502571, -71.221246 42.3500321, -71.2212203 42.3499694, -71.2212082 42.349935, -71.221194 42.3498885, -71.2211673 42.3498034, -71.2211053 42.3496263, -71.2210545 42.3494816, -71.2210468 42.3494544, -71.2210391 42.3494235, -71.2209953 42.3492294)",9.1,,,
9124026,2,Webster Street,tertiary,False,True,46.393,"LINESTRING (-71.2264279 42.3507201, -71.2264709 42.3507186, -71.22651 42.3507148, -71.2265523 42.3507058, -71.2269674 42.3506024)",12.2,,25 mph,
9126458,2,Waltham Street,secondary,False,False,56.87799999999999,"LINESTRING (-71.2264279 42.3507201, -71.2264287 42.350768, -71.2264307 42.3508932, -71.2264311 42.3509177, -71.2264319 42.3509731, -71.2264293 42.3510172, -71.2264248 42.3510615, -71.226417 42.3511033, -71.2264066 42.3511453, -71.2263902 42.351191, -71.2263744 42.3512269)",,,25 mph,
9126458,2,Waltham Street,secondary,False,True,147.001,"LINESTRING (-71.2264279 42.3507201, -71.226427 42.3506593, -71.2264239 42.3504359, -71.2264234 42.3504027, -71.2264211 42.3502426, -71.2264141 42.3500871, -71.2264131 42.350055, -71.2264068 42.349945, -71.2264028 42.3498803, -71.2263877 42.3497549, -71.2263611 42.3495296, -71.226357 42.3494995, -71.2263418 42.3494005)",,,25 mph,
9124928,2,Temple Street,residential,False,True,125.037,"LINESTRING (-71.2257036 42.3457228, -71.2270818 42.3452465)",12.2,,,
165149670,2,Highland Street,tertiary,False,False,91.344,"LINESTRING (-71.2257036 42.3457228, -71.2253717 42.3451541, -71.2252634 42.3449685)",12.2,,,
165149670,2,Highland Street,tertiary,False,True,148.823,"LINESTRING (-71.2257036 42.3457228, -71.2259613 42.3461652, -71.2259981 42.3462273, -71.2262174 42.3466225, -71.2264046 42.3469568)",12.2,,,
9124896,1,Davis Court,residential,False,False,88.885,"LINESTRING (-71.2245932 42.3493039, -71.2245837 42.3493493, -71.2245766 42.3493908, -71.224501 42.3498929, -71.2244873 42.3499946, -71.2244874 42.350015, -71.2244907 42.350034, -71.2244987 42.3500542, -71.2245087 42.3500726, -71.2245235 42.3500937)",4.3,,,
