osmid,name,highway,oneway,reversed,length,geometry,bridge,lanes,ref,maxspeed,access,width
48379230,Olympia Avenue,primary,True,False,73.035,"LINESTRING (-82.0512902 26.9333398, -82.0512199 26.9333955, -82.0507394 26.933776)",,2,US 17,30 mph,,
128933092,Cross Street,primary,True,False,146.922,"LINESTRING (-82.0512902 26.9333398, -82.0508571 26.9328989, -82.0508227 26.9328639, -82.0507131 26.9327523, -82.0503663 26.9323992, -82.0503138 26.9323458)",,3,US 41,30 mph,,
"[128933091, 128933092]",Cross Street,primary,True,False,149.512,"LINESTRING (-82.0503138 26.9323458, -82.0502542 26.9322851, -82.049972 26.9319979, -82.0497584 26.9317825, -82.0496002 26.931623, -82.0493167 26.931337)",,3,US 41,"['35 mph', '30 mph']",,
446614150,West Virginia Avenue,residential,False,False,74.27799999999999,"LINESTRING (-82.0503138 26.9323458, -82.0502416 26.9324031, -82.0497542 26.93279)",,,,,,
446614150,West Virginia Avenue,residential,False,True,75.976,"LINESTRING (-82.0503138 26.9323458, -82.0503727 26.9322953, -82.0505893 26.9321094, -82.050866 26.931872)",,,,,,
118114947,West Charlotte Avenue,residential,False,False,74.65,"LINESTRING (-82.0493167 26.931337, -82.0492414 26.9313978, -82.0490514 26.9315513, -82.0487586 26.9317877)",,,,,,
10815700,Herald Court,residential,False,False,146.855,"LINESTRING (-82.0506818 26.9347321, -82.0502082 26.9351226, -82.0499631 26.9353228, -82.0496603 26.9355739, -82.0495942 26.9356288)",,,,,,
770904062,Taylor Street,tertiary,False,False,74.824,"LINESTRING (-82.0506818 26.9347321, -82.0509047 26.9349555, -82.0509239 26.9349756, -82.0511824 26.9352357)",,2,,,,
770904062,Taylor Street,tertiary,False,True,75.393,"LINESTRING (-82.0506818 26.9347321, -82.0502697 26.9343151, -82.050179 26.9342234)",,2,,,,
10815700,Herald Court,residential,False,True,146.855,"LINESTRING (-82.0495942 26.9356288, -82.0496603 26.9355739, -82.0499631 26.9353228, -82.0502082 26.9351226, -82.0506818 26.9347321)",,,,,,
128933180,Tamiami Trail,primary,True,False,72.309,"LINESTRING (-82.0495942 26.9356288, -82.0497262 26.9357601, -82.0498284 26.9358617, -82.0500811 26.936113)",,3,US 41,30 mph,,
118121705,Gill Street,residential,False,False,75.247,"LINESTRING (-82.0529952 26.9310642, -82.0534415 26.9315059, -82.0535032 26.931567)",,,,,,
10815890,Wood Street,residential,False,False,148.619,"LINESTRING (-82.0471047 26.9377768, -82.0470549 26.9377046, -82.0469491 26.9375511, -82.0469381 26.937535, -82.0468827 26.9374547, -82.04659 26.9370299, -82.0465689 26.9369993, -82.046368 26.9367077, -82.0463199 26.936638)",,,,,,
10819291,East Marion Avenue,primary,True,False,74.6,"LINESTRING (-82.0471047 26.9377768, -82.0473203 26.9376588, -82.0477461 26.9374259)",,3,US 17,35 mph,,
10815890,Wood Street,residential,False,True,148.61900000000003,"LINESTRING (-82.0463199 26.936638, -82.046368 26.9367077, -82.0465689 26.9369993, -82.04659 26.9370299, -82.0468827 26.9374547, -82.0469381 26.937535, -82.0469491 26.9375511, -82.0470549 26.9377046, -82.0471047 26.9377768)",,,,,,
118121706,McGregor Street,residential,False,False,74.516,"LINESTRING (-82.055108 26.9311656, -82.0556062 26.9316674)",,,,,,
118121706,McGregor Street,residential,False,True,73.354,"LINESTRING (-82.055108 26.9311656, -82.0550863 26.9311431, -82.0546248 26.930666)",,,,,,
10817573,Olympia Avenue,primary,True,False,171.59300000000002,"LINESTRING (-82.0490716 26.9351117, -82.0489644 26.9351817, -82.048668 26.9353452, -82.048614 26.9353745, -82.0485017 26.9354369, -82.0484314 26.9354757, -82.0483325 26.9355302, -82.0482175 26.9355936, -82.0481538 26.9356287, -82.0478396 26.9358019, -82.047697 26.9358805, -82.0476053 26.9359311)",,3,US 17,30 mph,,
128933180,Tamiami Trail,primary,True,False,77.39500000000001,"LINESTRING (-82.0490716 26.9351117, -82.04955 26.9355851, -82.0495942 26.9356288)",,3,US 41,30 mph,,
"[128737653, 10817573]",Olympia Avenue,primary,True,False,74.64500000000001,"LINESTRING (-82.0476053 26.9359311, -82.0475029 26.9359864, -82.0473271 26.9360813, -82.0469662 26.936286)",,3,US 17,"['35 mph', '30 mph']",,
10820790,Nesbit Street,residential,False,False,148.867,"LINESTRING (-82.0476053 26.9359311, -82.047674 26.9360298, -82.0478104 26.9362259, -82.0479078 26.9363659, -82.0481363 26.9366943, -82.0483513 26.9370032, -82.0483969 26.9370688)",,,,,,
10820790,Nesbit Street,residential,False,True,148.664,"LINESTRING (-82.0476053 26.9359311, -82.0475493 26.9358521, -82.0472033 26.9353641, -82.0470341 26.9351255, -82.0468677 26.9348909, -82.046804 26.934801)",,,,,,
128737653,Olympia Avenue,primary,True,False,75.079,"LINESTRING (-82.0469662 26.936286, -82.0463199 26.936638)",,3,US 17,35 mph,,
10819659,Dupont Street,residential,False,False,148.47,"LINESTRING (-82.0469662 26.936286, -82.0470116 26.9363523, -82.0471879 26.9366101, -82.0473163 26.9367977, -82.0474548 26.9370001, -82.0475614 26.9371559, -82.0476167 26.9372367, -82.0476963 26.9373531, -82.0477461 26.9374259)",,,,,,
10819659,Dupont Street,residential,False,True,149.185,"LINESTRING (-82.0469662 26.936286, -82.0469218 26.9362214, -82.0467778 26.9360118, -82.0466054 26.935761, -82.04655 26.9356804, -82.046409 26.9354753, -82.0463047 26.9353234, -82.0462307 26.9352157, -82.04618 26.935142)",,,,,,
"[10818128, 624288133]",East Retta Esplanade,residential,False,False,222.03,"LINESTRING (-82.0510569 26.9371234, -82.0509791 26.9371714, -82.050777 26.9372961, -82.0506201 26.9373963, -82.0505153 26.9374623, -82.0503037 26.9375806, -82.0501628 26.9376602, -82.0496813 26.9379325, -82.049537 26.938014, -82.0493814 26.9381024, -82.0492409 26.9381724, -82.0491725 26.9381998)",,,,,,
53144515,Tamiami Trail,primary,True,False,107.74199999999999,"LINESTRING (-82.0510569 26.9371234, -82.0513215 26.9374292, -82.0513849 26.9374975, -82.0517145 26.9378947)",,3,US 41,35 mph,,
772644790,West Retta Esplanade,residential,False,True,147.86599999999999,"LINESTRING (-82.0510569 26.9371234, -82.0511338 26.9370618, -82.0521664 26.9362346)",,,,,yes,
10823082,Sullivan Street,residential,False,False,148.872,"LINESTRING (-82.0487586 26.9317877, -82.0488201 26.9318496, -82.0490827 26.9321139, -82.0494247 26.9324582, -82.0496014 26.9326362, -82.0496968 26.9327322, -82.0497542 26.93279)",,,,,,
118114947,West Charlotte Avenue,residential,False,False,73.065,"LINESTRING (-82.0487586 26.9317877, -82.0482701 26.9321792, -82.0482105 26.932227)",,,,,,
118114947,West Charlotte Avenue,residential,False,True,74.64999999999999,"LINESTRING (-82.0487586 26.9317877, -82.0490514 26.9315513, -82.0492414 26.9313978, -82.0493167 26.931337)",,,,,,
10819948,Taylor Street,tertiary,False,False,148.796,"LINESTRING (-82.0482105 26.932227, -82.0482739 26.932292, -82.048526 26.9325506, -82.0486617 26.9326898, -82.049048 26.9330861, -82.0491396 26.9331801, -82.0491951 26.933237)",,2,,,,
10819948,Taylor Street,tertiary,False,True,131.854,"LINESTRING (-82.0482105 26.932227, -82.0481535 26.93217, -82.0479733 26.9319895, -82.0475981 26.9316137, -82.0474497 26.9314577, -82.0473335 26.9313356)",,2,,,,
118114947,West Charlotte Avenue,residential,False,False,112.62300000000002,"LINESTRING (-82.0482105 26.932227, -82.0481363 26.9322864, -82.0478878 26.9324853, -82.0477233 26.9326169, -82.0475763 26.9327344, -82.0474627 26.9328253, -82.047365 26.9329035)",,,,,,
118114947,West Charlotte Avenue,residential,False,True,73.065,"LINESTRING (-82.0482105 26.932227, -82.0482701 26.9321792, -82.0487586 26.9317877)",,,,,,
118114947,West Charlotte Avenue,residential,False,True,112.62299999999999,"LINESTRING (-82.047365 26.9329035, -82.0474627 26.9328253, -82.0475763 26.9327344, -82.0477233 26.9326169, -82.0478878 26.9324853, -82.0481363 26.9322864, -82.0482105 26.932227)",,,,,,
"[128933180, 196945910]",Tamiami Trail,primary,True,False,155.512,"LINESTRING (-82.047365 26.9329035, -82.0474408 26.9331246, -82.0475144 26.9333007, -82.0476003 26.9334688, -82.0476193 26.933506, -82.0477215 26.9336846, -82.0478523 26.9338705, -82.0479009 26.9339276, -82.0479775 26.9340175, -82.0480099 26.9340521, -82.0480311 26.9340746, -82.048085 26.934132)",,3,US 41,"['35 mph', '30 mph']",,
446614150,West Virginia Avenue,residential,False,False,72.029,"LINESTRING (-82.051986 26.930973, -82.0514443 26.9314047)",,,,,,
118121702,Durrance Street,residential,False,False,149.632,"LINESTRING (-82.051986 26.930973, -82.0529 26.9319444, -82.052956 26.932004)",,,,,,
446614150,West Virginia Avenue,residential,False,False,77.374,"LINESTRING (-82.0514443 26.9314047, -82.050866 26.931872)",,,,,,
446614150,West Virginia Avenue,residential,False,True,72.029,"LINESTRING (-82.0514443 26.9314047, -82.051986 26.930973)",,,,,,
10821733,Harvey Street,residential,False,False,150.046,"LINESTRING (-82.0514443 26.9314047, -82.0523547 26.9323825, -82.052411 26.932443)",,,,,,
446614150,West Virginia Avenue,residential,False,True,77.374,"LINESTRING (-82.050866 26.931872, -82.0514443 26.9314047)",,,,,,
10822298,Goldstein Street,residential,False,False,149.793,"LINESTRING (-82.050866 26.931872, -82.0517947 26.9328318, -82.051853 26.932892)",,,,,,
446614150,West Virginia Avenue,residential,False,False,75.976,"LINESTRING (-82.050866 26.931872, -82.0505893 26.9321094, -82.0503727 26.9322953, -82.0503138 26.9323458)",,,,,,
10823082,Sullivan Street,residential,False,False,146.83100000000002,"LINESTRING (-82.0497542 26.93279, -82.0500479 26.933084, -82.0503059 26.9333422, -82.0506871 26.9337237, -82.0507394 26.933776)",,,,,,
10823082,Sullivan Street,residential,False,True,148.87199999999999,"LINESTRING (-82.0497542 26.93279, -82.0496968 26.9327322, -82.0496014 26.9326362, -82.0494247 26.9324582, -82.0490827 26.9321139, -82.0488201 26.9318496, -82.0487586 26.9317877)",,,,,,
446614150,West Virginia Avenue,residential,False,False,74.44800000000001,"LINESTRING (-82.0497542 26.93279, -82.0492618 26.9331836, -82.0491951 26.933237)",,,,,,
446614150,West Virginia Avenue,residential,False,True,74.27799999999999,"LINESTRING (-82.0497542 26.93279, -82.0502416 26.9324031, -82.0503138 26.9323458)",,,,,,
10819948,Taylor Street,tertiary,False,True,148.79600000000002,"LINESTRING (-82.0491951 26.933237, -82.0491396 26.9331801, -82.049048 26.9330861, -82.0486617 26.9326898, -82.048526 26.9325506, -82.0482739 26.932292, -82.0482105 26.932227)",,2,,,,
446614150,West Virginia Avenue,residential,False,True,74.44800000000001,"LINESTRING (-82.0491951 26.933237, -82.0492618 26.9331836, -82.0497542 26.93279)",,,,,,
770904062,Taylor Street,tertiary,False,False,146.77999999999997,"LINESTRING (-82.0491951 26.933237, -82.0492582 26.9333003, -82.0493444 26.9333867, -82.0498994 26.9339431, -82.0500414 26.9340855, -82.0501336 26.9341779, -82.050179 26.9342234)",,2,,,,
770904063,West Virginia Avenue,residential,False,False,148.377,"LINESTRING (-82.0491951 26.933237, -82.0491323 26.933288, -82.0490399 26.933363, -82.0489687 26.9334208, -82.0488339 26.9335302, -82.0487393 26.933607, -82.0486181 26.9337054, -82.0484456 26.933845, -82.0482364 26.9340116, -82.0481538 26.9340773, -82.048085 26.934132)",,,,,,
10822603,East Virginia Avenue,residential,False,False,147.178,"LINESTRING (-82.048085 26.934132, -82.0480115 26.9341698, -82.047854 26.9342522, -82.047664 26.934351, -82.0476477 26.9343595, -82.046945 26.934724, -82.046804 26.934801)",,,,,,
128933180,Tamiami Trail,primary,True,False,146.402,"LINESTRING (-82.048085 26.934132, -82.0481394 26.934186, -82.048422 26.9344666, -82.0485281 26.934572, -82.0488012 26.9348431, -82.048914 26.9349552, -82.0489968 26.9350374, -82.0490716 26.9351117)",,3,US 41,30 mph,,
770904063,West Virginia Avenue,residential,False,True,148.37699999999998,"LINESTRING (-82.048085 26.934132, -82.0481538 26.9340773, -82.0482364 26.9340116, -82.0484456 26.933845, -82.0486181 26.9337054, -82.0487393 26.933607, -82.0488339 26.9335302, -82.0489687 26.9334208, -82.0490399 26.933363, -82.0491323 26.933288, -82.0491951 26.933237)",,,,,,
10819291,East Marion Avenue,primary,True,False,71.988,"LINESTRING (-82.0464874 26.9381178, -82.046627 26.9380407, -82.0471047 26.9377768)",,3,US 17,35 mph,,
10821516,West Marion Avenue,primary,True,False,146.42000000000002,"LINESTRING (-82.0500811 26.936113, -82.0501632 26.9360522, -82.0502164 26.9360128, -82.0504473 26.9358271, -82.0511824 26.9352357)",,2,US 17,30 mph,,
"[196945913, 128933180]",Tamiami Trail,primary,True,False,148.258,"LINESTRING (-82.0500811 26.936113, -82.0504235 26.9364651, -82.0504954 26.9365382, -82.0506017 26.936649, -82.0510569 26.9371234)",,3,US 41,"['35 mph', '30 mph']",,
10820790,Nesbit Street,residential,False,True,148.867,"LINESTRING (-82.0483969 26.9370688, -82.0483513 26.9370032, -82.0481363 26.9366943, -82.0479078 26.9363659, -82.0478104 26.9362259, -82.047674 26.9360298, -82.0476053 26.9359311)",,,,,,
202780348,East Marion Avenue,primary,True,False,198.02900000000002,"LINESTRING (-82.0483969 26.9370688, -82.0484505 26.9370388, -82.0487752 26.9368567, -82.0488364 26.9368224, -82.0489337 26.9367695, -82.0492524 26.9365961, -82.0493737 26.9365305, -82.0496644 26.936372, -82.0498963 26.9362403, -82.0499956 26.9361719, -82.0500811 26.936113)",,3,US 17,30 mph,,
202780349,Nesbit Street,residential,False,False,147.40300000000002,"LINESTRING (-82.0483969 26.9370688, -82.0484433 26.9371365, -82.0484484 26.937144, -82.0485865 26.9373454, -82.0487389 26.9375677, -82.0489256 26.9378398, -82.0491725 26.9381998)",,,,,,
"[128737616, 10819291]",East Marion Avenue,primary,True,False,75.755,"LINESTRING (-82.0477461 26.9374259, -82.0479984 26.9372863, -82.0483087 26.9371169, -82.0483969 26.9370688)",,3,US 17,"['35 mph', '30 mph']",,
10819659,Dupont Street,residential,False,True,148.47,"LINESTRING (-82.0477461 26.9374259, -82.0476963 26.9373531, -82.0476167 26.9372367, -82.0475614 26.9371559, -82.0474548 26.9370001, -82.0473163 26.9367977, -82.0471879 26.9366101, -82.0470116 26.9363523, -82.0469662 26.936286)",,,,,,
10822603,East Virginia Avenue,residential,False,True,72.555,"LINESTRING (-82.04618 26.935142, -82.046804 26.934801)",,,,,,
10819659,Dupont Street,residential,False,False,149.185,"LINESTRING (-82.04618 26.935142, -82.0462307 26.9352157, -82.0463047 26.9353234, -82.046409 26.9354753, -82.04655 26.9356804, -82.0466054 26.935761, -82.0467778 26.9360118, -82.0469218 26.9362214, -82.0469662 26.936286)",,,,,,
10819948,Taylor Street,tertiary,False,False,131.85399999999998,"LINESTRING (-82.0473335 26.9313356, -82.0474497 26.9314577, -82.0475981 26.9316137, -82.0479733 26.9319895, -82.0481535 26.93217, -82.0482105 26.932227)",,2,,,,
48391180,Taylor Road,tertiary,False,True,27.169,"LINESTRING (-82.0473335 26.9313356, -82.0471998 26.9312042, -82.0471494 26.9311546)",,2,,,,
86103432,Tamiami Trail,primary,True,False,33.989000000000004,"LINESTRING (-82.0473335 26.9313356, -82.0473062 26.9315091, -82.0472858 26.9316383)",,2,US 41,35 mph,,
48379230,Olympia Avenue,primary,True,False,147.74400000000003,"LINESTRING (-82.050179 26.9342234, -82.0501037 26.9342852, -82.0498104 26.934526, -82.0494412 26.9348291, -82.0493184 26.9349299, -82.049156 26.9350574, -82.0490716 26.9351117)",,2,US 17,30 mph,,
770904062,Taylor Street,tertiary,False,False,75.393,"LINESTRING (-82.050179 26.9342234, -82.0502697 26.9343151, -82.0506818 26.9347321)",,2,,,,
770904062,Taylor Street,tertiary,False,True,146.78,"LINESTRING (-82.050179 26.9342234, -82.0501336 26.9341779, -82.0500414 26.9340855, -82.0498994 26.9339431, -82.0493444 26.9333867, -82.0492582 26.9333003, -82.0491951 26.933237)",,2,,,,
84079593,West Marion Avenue,primary,True,False,74.04499999999999,"LINESTRING (-82.0511824 26.9352357, -82.0514536 26.9350153, -82.0517345 26.9347872)",,2,US 17,30 mph,,
84079603,Taylor Street,residential,False,False,147.825,"LINESTRING (-82.0511824 26.9352357, -82.0514723 26.93553, -82.0517296 26.9357912, -82.0521664 26.9362346)",,,,,,
770904062,Taylor Street,tertiary,False,True,74.824,"LINESTRING (-82.0511824 26.9352357, -82.0509239 26.9349756, -82.0509047 26.9349555, -82.0506818 26.9347321)",,2,,,,
84079603,Taylor Street,residential,False,False,107.569,"LINESTRING (-82.0521664 26.9362346, -82.0528819 26.9369619)",,,,,,
84079603,Taylor Street,residential,False,True,147.825,"LINESTRING (-82.0521664 26.9362346, -82.0517296 26.9357912, -82.0514723 26.93553, -82.0511824 26.9352357)",,,,,,
772644790,West Retta Esplanade,residential,False,False,147.86599999999999,"LINESTRING (-82.0521664 26.9362346, -82.0511338 26.9370618, -82.0510569 26.9371234)",,,,,yes,
772644790,West Retta Esplanade,residential,False,True,73.759,"LINESTRING (-82.0521664 26.9362346, -82.0524502 26.9360074, -82.05272 26.9357914)",,,,,yes,
10819950,Harborside Avenue,residential,False,True,155.405,"LINESTRING (-82.0517145 26.9378947, -82.051803 26.937824, -82.052145 26.9375507, -82.0522447 26.937471, -82.0524633 26.9372946, -82.0527465 26.9370701, -82.0528645 26.9369758, -82.0528819 26.9369619)",,,,,,
48391180,Taylor Road,tertiary,False,False,53.549,"LINESTRING (-82.046787 26.9307975, -82.0471494 26.9311546)",,2,,,,
566610674,,unclassified,False,True,55.425000000000004,"LINESTRING (-82.046787 26.9307975, -82.0472288 26.930812, -82.0473457 26.9308159)",,,,,,
118121706,McGregor Street,residential,False,False,73.354,"LINESTRING (-82.0546248 26.930666, -82.0550863 26.9311431, -82.055108 26.9311656)",,,,,,
136024620,West Olympia Avenue,tertiary,True,False,149.66899999999998,"LINESTRING (-82.0546248 26.930666, -82.0539974 26.93117, -82.0535032 26.931567)",,2,,,,
118121705,Gill Street,residential,False,False,147.358,"LINESTRING (-82.0535032 26.931567, -82.054476 26.932569)",,,,,,
136024620,West Olympia Avenue,tertiary,True,False,72.828,"LINESTRING (-82.0535032 26.931567, -82.052956 26.932004)",,2,,,,
118121705,Gill Street,residential,False,True,75.247,"LINESTRING (-82.0535032 26.931567, -82.0534415 26.9315059, -82.0529952 26.9310642)",,,,,,
118121702,Durrance Street,residential,False,False,147.76,"LINESTRING (-82.052956 26.932004, -82.053914 26.933022)",,,,,,
136024620,West Olympia Avenue,tertiary,True,False,72.815,"LINESTRING (-82.052956 26.932004, -82.052411 26.932443)",,2,,,,
118121702,Durrance Street,residential,False,True,149.632,"LINESTRING (-82.052956 26.932004, -82.0529 26.9319444, -82.051986 26.930973)",,,,,,
118121715,Harvey Street,residential,False,False,148.186,"LINESTRING (-82.052411 26.932443, -82.053377 26.93346)",,,,,,
136024620,West Olympia Avenue,tertiary,True,False,74.516,"LINESTRING (-82.052411 26.932443, -82.051853 26.932892)",,2,,,,
10821733,Harvey Street,residential,False,True,150.046,"LINESTRING (-82.052411 26.932443, -82.0523547 26.9323825, -82.0514443 26.9314047)",,,,,,
10822298,Goldstein Street,residential,False,False,148.684,"LINESTRING (-82.051853 26.932892, -82.052832 26.933905)",,,,,,
10822298,Goldstein Street,residential,False,True,149.793,"LINESTRING (-82.051853 26.932892, -82.0517947 26.9328318, -82.050866 26.931872)",,,,,,
136024620,West Olympia Avenue,tertiary,True,False,74.781,"LINESTRING (-82.051853 26.932892, -82.0515767 26.9331118, -82.0512902 26.9333398)",,2,,,,
"[621293904, 10823082, 621293903]",Sullivan Street,residential,False,False,149.584,"LINESTRING (-82.0507394 26.933776, -82.0508154 26.9338547, -82.0508204 26.9338599, -82.0508825 26.9339214, -82.0509927 26.9340334, -82.0510579 26.9340996, -82.0511749 26.9342185, -82.0513679 26.9344159, -82.0513982 26.9344469, -82.0515097 26.9345609, -82.0516545 26.934709, -82.0517345 26.9347872)",,,,,,"22'11"""
10823082,Sullivan Street,residential,False,True,146.83100000000002,"LINESTRING (-82.0507394 26.933776, -82.0506871 26.9337237, -82.0503059 26.9333422, -82.0500479 26.933084, -82.0497542 26.93279)",,,,,,
48379230,Olympia Avenue,primary,True,False,74.573,"LINESTRING (-82.0507394 26.933776, -82.0502492 26.9341674, -82.050179 26.9342234)",,2,US 17,30 mph,,
10821880,Harbour Walk Drive,residential,False,False,64.851,"LINESTRING (-82.0497613 26.9389256, -82.0497062 26.9389647, -82.0494912 26.9391123, -82.049339 26.9391929, -82.0492296 26.939264)",,,,,,
202780349,Nesbit Street,residential,False,False,42.069,"LINESTRING (-82.0497613 26.9389256, -82.0498138 26.9389799, -82.0499823 26.9391536, -82.0500356 26.9392142)",,,,,,
202780349,Nesbit Street,residential,False,True,99.856,"LINESTRING (-82.0497613 26.9389256, -82.0496946 26.9388544, -82.0494289 26.9385706, -82.0494104 26.9385439, -82.049219 26.938267, -82.0491725 26.9381998)",,,,,,
10821553,Gilchrist Street,residential,False,True,147.481,"LINESTRING (-82.0560229 26.9331111, -82.055028 26.932125)",,,,,,
770727019,West Retta Esplanade,residential,False,False,74.355,"LINESTRING (-82.0560229 26.9331111, -82.0556981 26.9333745, -82.055468 26.933561)",,,,,yes,
118121705,Gill Street,residential,False,True,147.778,"LINESTRING (-82.055468 26.933561, -82.054476 26.932569)",,,,,,
770727019,West Retta Esplanade,residential,False,False,77.269,"LINESTRING (-82.055468 26.933561, -82.0548899 26.9340271)",,,,,yes,
770727019,West Retta Esplanade,residential,False,True,74.355,"LINESTRING (-82.055468 26.933561, -82.0556981 26.9333745, -82.0560229 26.9331111)",,,,,yes,
770727017,Harvey Street,residential,False,True,147.441,"LINESTRING (-82.054338 26.934472, -82.053377 26.93346)",,,,,,
770727019,West Retta Esplanade,residential,False,True,73.761,"LINESTRING (-82.054338 26.934472, -82.0548899 26.9340271)",,,,,yes,
770727018,West Retta Esplanade,residential,False,False,143.761,"LINESTRING (-82.054338 26.934472, -82.0539289 26.9348044, -82.05364 26.935039, -82.0534518 26.9351919, -82.0533386 26.9352843, -82.0532661 26.9353428)",,,,,yes,
621293904,Sullivan Street,residential,False,True,148.367,"LINESTRING (-82.05272 26.9357914, -82.0520743 26.9351334, -82.0520191 26.9350772, -82.0517345 26.9347872)",,,,,,"22'11"""
772644790,West Retta Esplanade,residential,False,False,73.759,"LINESTRING (-82.05272 26.9357914, -82.0524502 26.9360074, -82.0521664 26.9362346)",,,,,yes,
772644790,West Retta Esplanade,residential,False,True,73.614,"LINESTRING (-82.05272 26.9357914, -82.0531969 26.9353996, -82.0532661 26.9353428)",,,,,yes,
118121706,McGregor Street,residential,False,True,74.516,"LINESTRING (-82.0556062 26.9316674, -82.055108 26.9311656)",,,,,,
10821553,Gilchrist Street,residential,False,False,147.481,"LINESTRING (-82.055028 26.932125, -82.0560229 26.9331111)",,,,,,
770727016,West Marion Avenue,tertiary,True,False,76.646,"LINESTRING (-82.055028 26.932125, -82.0552722 26.9319318, -82.0556062 26.9316674)",,2,,,,
118121705,Gill Street,residential,False,False,147.778,"LINESTRING (-82.054476 26.932569, -82.055468 26.933561)",,,,,,
118121705,Gill Street,residential,False,True,147.358,"LINESTRING (-82.054476 26.932569, -82.0535032 26.931567)",,,,,,
770727016,West Marion Avenue,tertiary,True,False,73.702,"LINESTRING (-82.054476 26.932569, -82.055028 26.932125)",,2,,,,
118121702,Durrance Street,residential,False,False,147.819,"LINESTRING (-82.053914 26.933022, -82.0548899 26.9340271)",,,,,,
118121702,Durrance Street,residential,False,True,147.76,"LINESTRING (-82.053914 26.933022, -82.052956 26.932004)",,,,,,
770727016,West Marion Avenue,tertiary,True,False,75.109,"LINESTRING (-82.053914 26.933022, -82.054476 26.932569)",,2,,,,
118121715,Harvey Street,residential,False,True,148.186,"LINESTRING (-82.053377 26.93346, -82.052411 26.932443)",,,,,,
770727016,West Marion Avenue,tertiary,True,False,72.153,"LINESTRING (-82.053377 26.93346, -82.053914 26.933022)",,2,,,,
770727017,Harvey Street,residential,False,False,147.441,"LINESTRING (-82.053377 26.93346, -82.054338 26.934472)",,,,,,
10822298,Goldstein Street,residential,False,True,148.684,"LINESTRING (-82.052832 26.933905, -82.051853 26.932892)",,,,,,
48379231,West Marion Avenue,tertiary,True,False,73.263,"LINESTRING (-82.052832 26.933905, -82.053377 26.93346)",,2,,,,
84079593,West Marion Avenue,primary,True,False,72.919,"LINESTRING (-82.0517345 26.9347872, -82.0518572 26.9346874, -82.0519224 26.9346345, -82.0520039 26.9345683, -82.0522121 26.934399, -82.0522781 26.9343454)",,2,US 17,30 mph,,
621293904,Sullivan Street,residential,False,False,148.367,"LINESTRING (-82.0517345 26.9347872, -82.0520191 26.9350772, -82.0520743 26.9351334, -82.05272 26.9357914)",,,,,,"22'11"""
"[621293904, 10823082, 621293903]",Sullivan Street,residential,False,True,149.58399999999997,"LINESTRING (-82.0517345 26.9347872, -82.0516545 26.934709, -82.0515097 26.9345609, -82.0513982 26.9344469, -82.0513679 26.9344159, -82.0511749 26.9342185, -82.0510579 26.9340996, -82.0509927 26.9340334, -82.0508825 26.9339214, -82.0508204 26.9338599, -82.0508154 26.9338547, -82.0507394 26.933776)",,,,,,"22'11"""
