osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,ref,junction
258511166,13. септембра,tertiary,False,False,330.747,,"LINESTRING (20.2301019 43.5825962, 20.2301055 43.5826263, 20.2300961 43.5826544, 20.2300747 43.5826884, 20.2300264 43.5827409, 20.229907 43.5828691, 20.2297989 43.5829779, 20.229679 43.5830984, 20.2295811 43.5831916, 20.2294591 43.5833014, 20.2293756 43.5833791, 20.2291024 43.5836084, 20.2288127 43.5838464, 20.2284775 43.5841011, 20.228346 43.5842068, 20.2282655 43.5842758, 20.2282025 43.5843341, 20.2281395 43.5844001, 20.2281045 43.5844421, 20.2280581 43.5845095, 20.2280147 43.5845828, 20.2279651 43.5846742, 20.2279365 43.5847547, 20.2279155 43.5848208, 20.2278967 43.5849033, 20.2278747 43.5850275)",,,
"[258511178, 886222683, 258511166]","['13. септембра', 'Јаворска']",tertiary,False,"[False, True]",80.06,yes,"LINESTRING (20.2301019 43.5825962, 20.2300854 43.582568, 20.2300639 43.5825476, 20.2300331 43.5825291, 20.2299884 43.5825073, 20.2295992 43.5823744, 20.2293102 43.5822755, 20.2292466 43.5822504)",,,
258511187,Јаворска,primary,False,True,46.687,,"LINESTRING (20.2276703 43.5798349, 20.2277089 43.5799096, 20.2278028 43.5800761, 20.2278873 43.5802242)",,21,
886209661,Јаворска,primary,True,False,25.174000000000003,,"LINESTRING (20.2276703 43.5798349, 20.2276292 43.5798008, 20.2276039 43.5797671, 20.2275786 43.5797334, 20.2275513 43.5796974, 20.2275386 43.5796714, 20.227528 43.5796365)",,21,
258509247,,primary,True,False,24.043,,"LINESTRING (20.2277251 43.5792125, 20.2277131 43.5792858, 20.2276975 43.5793501, 20.2276644 43.5794234)",1,21,
258509251,,primary,False,False,84.433,,"LINESTRING (20.2277251 43.5792125, 20.2277958 43.5791509, 20.2278537 43.5791109, 20.2279222 43.5790665, 20.228007 43.5790162, 20.2282687 43.5788621, 20.2283613 43.5788037, 20.2284255 43.5787573, 20.2284938 43.5786992)",2,21,
258509232,Милојице Николића,primary,True,False,29.346,,"LINESTRING (20.228011 43.5793758, 20.227833 43.5794936, 20.227802 43.5795106, 20.2277657 43.5795301, 20.2277312 43.5795435)",,30,
258509245,Милојице Николића,primary,False,True,77.22800000000001,,"LINESTRING (20.228011 43.5793758, 20.2280656 43.5793369, 20.228129 43.5792904, 20.2282454 43.5791976, 20.228507 43.5789718, 20.2286437 43.5788545)",2,30,
258509222,,primary,True,False,11.456,,"LINESTRING (20.2275276 43.5794047, 20.2275732 43.5794034, 20.2276049 43.5794053, 20.2276383 43.5794133, 20.2276644 43.5794234)",,21,roundabout
258509230,,primary,True,False,26.719,,"LINESTRING (20.2275276 43.5794047, 20.2275946 43.5793289, 20.2276474 43.5792739, 20.2277251 43.5792125)",1,21,
258509222,,primary,True,False,11.281,,"LINESTRING (20.2274205 43.5794655, 20.227435 43.5794503, 20.2274527 43.5794363, 20.2274755 43.579421, 20.2274954 43.5794118, 20.2275276 43.5794047)",,21,roundabout
258509236,Јаворска,residential,True,False,18.282,,"LINESTRING (20.2271963 43.5794801, 20.2272531 43.5794686, 20.2273096 43.5794636, 20.2273651 43.5794626, 20.2274205 43.5794655)",,,
258509222,,primary,True,False,8.419,,"LINESTRING (20.2277312 43.5795435, 20.2277207 43.5795716, 20.2277013 43.579592, 20.2276819 43.5796087)",,21,roundabout
258509222,,primary,True,False,13.384999999999998,,"LINESTRING (20.2274242 43.5795819, 20.2274156 43.5795678, 20.22741 43.5795544, 20.2274044 43.5795313, 20.2274049 43.5795148, 20.2274066 43.579496, 20.2274119 43.5794817, 20.2274205 43.5794655)",,21,roundabout
258509229,Јаворска,residential,True,False,21.585,,"LINESTRING (20.2274242 43.5795819, 20.2273223 43.5795383, 20.2272611 43.5795132, 20.2271963 43.5794801)",,,
258509222,,primary,True,False,10.488,,"LINESTRING (20.227528 43.5796365, 20.2274919 43.5796245, 20.2274657 43.5796121, 20.2274375 43.5795949, 20.2274242 43.5795819)",,21,roundabout
147538559,Јаворска,primary,False,True,36.626,,"LINESTRING (20.2278873 43.5802242, 20.2280643 43.5805276)",2,21,
258511187,Јаворска,primary,False,False,46.687,,"LINESTRING (20.2278873 43.5802242, 20.2278028 43.5800761, 20.2277089 43.5799096, 20.2276703 43.5798349)",,21,
147538559,Јаворска,primary,False,False,36.626,,"LINESTRING (20.2280643 43.5805276, 20.2278873 43.5802242)",2,21,
147538559,Јаворска,primary,False,True,134.57999999999998,,"LINESTRING (20.2280643 43.5805276, 20.2280968 43.5805898, 20.228232 43.5808436, 20.2283138 43.5809961, 20.2283862 43.5811282, 20.2284747 43.5812895, 20.2286982 43.581647)",2,21,
258511182,Бошка Петровића,primary,True,False,35.133,,"LINESTRING (20.2278502 43.5805381, 20.227861 43.5804961, 20.2278726 43.5804404, 20.2278822 43.5803927, 20.227886 43.580352, 20.2278887 43.5803054, 20.22789 43.5802684, 20.2278873 43.5802242)",1,21,
258511185,Бошка Петровића,primary_link,True,False,18.473,,"LINESTRING (20.2278502 43.5805381, 20.2278951 43.5805188, 20.2279286 43.5805106, 20.2279705 43.5805055, 20.2280094 43.5805104, 20.2280643 43.5805276)",1,,
315887631,Мајора Илића,residential,False,False,36.335,,"LINESTRING (20.2279586 43.5828247, 20.2283393 43.583)",,,
723449033,Мића Матовића,primary,True,False,90.325,,"LINESTRING (20.2279586 43.5828247, 20.2279099 43.5828599, 20.2278142 43.5829283, 20.227409 43.5832034, 20.2271412 43.5833807)",1,21,
723495173,Његошева,residential,True,False,42.46,,"LINESTRING (20.2271412 43.5833807, 20.2275163 43.583649)",,,
"[723449033, 886222686]",Мића Матовића,primary,True,False,185.39499999999998,,"LINESTRING (20.2271412 43.5833807, 20.2262115 43.5839896, 20.2260227 43.5841048, 20.2256443 43.5843567, 20.2254187 43.5844859)","['1', '2']",21,
315887641,Марка Цупарића,residential,False,True,65.222,,"LINESTRING (20.2314386 43.5773332, 20.2321117 43.5776592)",,,
315887641,Марка Цупарића,residential,False,False,65.222,,"LINESTRING (20.2321117 43.5776592, 20.2314386 43.5773332)",,,
315887641,Марка Цупарића,residential,False,True,73.21,,"LINESTRING (20.2321117 43.5776592, 20.2328654 43.5780271)",,,
886209652,Персе Рајевић,living_street,False,False,62.433,,"LINESTRING (20.2298013 43.5777135, 20.2304719 43.577995)",,,
258509245,Милојице Николића,primary,False,False,158.12900000000002,,"LINESTRING (20.2298013 43.5777135, 20.2297076 43.5777752, 20.2296232 43.5778325, 20.2295345 43.5779025, 20.2294488 43.5779891, 20.2293723 43.5780734, 20.2292762 43.5781862, 20.229191 43.5782945, 20.2291261 43.5783753, 20.2290628 43.5784471, 20.2289809 43.5785302, 20.2288989 43.578611, 20.2287381 43.5787705, 20.2286437 43.5788545)",2,30,
886209652,Персе Рајевић,living_street,False,True,62.433,,"LINESTRING (20.2304719 43.577995, 20.2298013 43.5777135)",,,
"[315887624, 871187109]","['Милана Михајловића', 'Персе Рајевић']",living_street,True,False,245.83299999999997,,"LINESTRING (20.2304719 43.577995, 20.2308189 43.5781409, 20.2309282 43.5781868, 20.231116 43.5782724, 20.231184 43.5783074, 20.2312073 43.5783346, 20.2312037 43.5783618, 20.2311912 43.5783761, 20.2310524 43.5785188, 20.2308103 43.5787813, 20.2302601 43.5793398, 20.2299596 43.57962)",,,
315887641,Марка Цупарића,residential,False,False,73.21,,"LINESTRING (20.2328654 43.5780271, 20.2321117 43.5776592)",,,
871187111,Венијамина Маринковића,tertiary,False,False,104.594,,"LINESTRING (20.2328654 43.5780271, 20.2321005 43.5787872)",,,
315887631,Мајора Илића,residential,False,True,36.335,,"LINESTRING (20.2283393 43.583, 20.2279586 43.5828247)",,,
723495175,Бранислава Нушића,residential,True,False,110.873,,"LINESTRING (20.2283393 43.583, 20.2290727 43.582404, 20.2291547 43.5823348, 20.2292466 43.5822504)",,,
315911098,Вукадина Стојановића,living_street,False,False,67.587,,"LINESTRING (20.2286437 43.5788545, 20.2292979 43.5792351)",,,
258509245,Милојице Николића,primary,False,False,77.228,,"LINESTRING (20.2286437 43.5788545, 20.228507 43.5789718, 20.2282454 43.5791976, 20.228129 43.5792904, 20.2280656 43.5793369, 20.228011 43.5793758)",2,30,
258509245,Милојице Николића,primary,False,True,158.12900000000002,,"LINESTRING (20.2286437 43.5788545, 20.2287381 43.5787705, 20.2288989 43.578611, 20.2289809 43.5785302, 20.2290628 43.5784471, 20.2291261 43.5783753, 20.229191 43.5782945, 20.2292762 43.5781862, 20.2293723 43.5780734, 20.2294488 43.5779891, 20.2295345 43.5779025, 20.2296232 43.5778325, 20.2297076 43.5777752, 20.2298013 43.5777135)",2,30,
315911098,Вукадина Стојановића,living_street,False,False,68.358,,"LINESTRING (20.2292979 43.5792351, 20.2299596 43.57962)",,,
315911098,Вукадина Стојановића,living_street,False,True,67.587,,"LINESTRING (20.2292979 43.5792351, 20.2286437 43.5788545)",,,
315911094,Браће Рајковића,living_street,True,False,167.364,,"LINESTRING (20.2292979 43.5792351, 20.2297621 43.578789, 20.2301758 43.5783553, 20.2304719 43.577995)",,,
315911098,Вукадина Стојановића,living_street,False,False,84.895,,"LINESTRING (20.2299596 43.57962, 20.2307814 43.580098)",,,
315911098,Вукадина Стојановића,living_street,False,True,68.358,,"LINESTRING (20.2299596 43.57962, 20.2292979 43.5792351)",,,
871187109,Милана Михајловића,living_street,True,False,125.415,,"LINESTRING (20.2299596 43.57962, 20.2297041 43.5799011, 20.2293205 43.5803053, 20.2292781 43.5803535, 20.2292058 43.5804357, 20.2291674 43.580491, 20.2291299 43.5805708)",,,
315911091,Друге пролетерске,residential,False,True,90.994,,"LINESTRING (20.2364833 43.5797292, 20.2363292 43.5797727, 20.236165 43.5798075, 20.236075 43.5798452, 20.2360089 43.5799017, 20.2359589 43.5799583, 20.2359028 43.5800569, 20.2358187 43.5801656, 20.2357167 43.5802686)",,,
315911098,Вукадина Стојановића,living_street,False,True,84.895,,"LINESTRING (20.2307814 43.580098, 20.2299596 43.57962)",,,
871187111,Венијамина Маринковића,tertiary,False,False,76.806,,"LINESTRING (20.2307814 43.580098, 20.2302033 43.5806473)",,,
871187111,Венијамина Маринковића,tertiary,False,True,20.638,,"LINESTRING (20.2307814 43.580098, 20.2309323 43.579948)",,,
315911091,Друге пролетерске,residential,False,False,90.99400000000001,,"LINESTRING (20.2357167 43.5802686, 20.2358187 43.5801656, 20.2359028 43.5800569, 20.2359589 43.5799583, 20.2360089 43.5799017, 20.236075 43.5798452, 20.236165 43.5798075, 20.2363292 43.5797727, 20.2364833 43.5797292)",,,
315911091,Друге пролетерске,residential,False,True,179.087,,"LINESTRING (20.2357167 43.5802686, 20.2354524 43.5804295, 20.2351582 43.5805876, 20.234964 43.5806804, 20.2347618 43.5807645, 20.2346037 43.5808602, 20.2344035 43.5810096, 20.2342794 43.5810705, 20.2341633 43.5811009, 20.2338886 43.5811368)",,,
316255396,Друге пролетерске,residential,False,False,150.798,,"LINESTRING (20.2357167 43.5802686, 20.2353765 43.5801327, 20.2351063 43.5799933, 20.2348989 43.5798587, 20.2347238 43.57971, 20.2346741 43.579591, 20.234605 43.5795221, 20.2345012 43.5794595, 20.2343478 43.5793922)",,,
315911094,Браће Рајковића,living_street,True,False,201.869,,"LINESTRING (20.2291299 43.5805708, 20.2289785 43.5805365, 20.2287676 43.5804749, 20.2286827 43.5804422, 20.2286361 43.5804134, 20.2285032 43.5802844, 20.2284402 43.5802239, 20.2284251 43.5801911, 20.2284251 43.5801663, 20.2284498 43.5801376, 20.2287498 43.5798279, 20.2291224 43.5794261, 20.2292979 43.5792351)",,,
886209651,Венијамина Маринковића,living_street,True,False,74.255,,"LINESTRING (20.2291299 43.5805708, 20.2292431 43.580607, 20.2294368 43.5806982, 20.2298336 43.5809276, 20.2298801 43.5809544)",,,
886222683,Јаворска,tertiary,False,False,31.455,,"LINESTRING (20.2292466 43.5822504, 20.2291833 43.5822101, 20.2291154 43.5821538, 20.2290607 43.5821051, 20.2290345 43.5820818, 20.229008 43.5820659, 20.2289734 43.5820507)",,,
"[258511178, 886222683, 258511166]","['13. септембра', 'Јаворска']",tertiary,False,"[False, True]",80.06,yes,"LINESTRING (20.2292466 43.5822504, 20.2293102 43.5822755, 20.2295992 43.5823744, 20.2299884 43.5825073, 20.2300331 43.5825291, 20.2300639 43.5825476, 20.2300854 43.582568, 20.2301019 43.5825962)",,,
"[315911081, 316255374]",Драгице Парезановић,residential,False,"[False, True]",476.759,,"LINESTRING (20.2318259 43.5828729, 20.2318178 43.5828113, 20.2318192 43.5827447, 20.2318036 43.5826586, 20.2318065 43.5825807, 20.2318291 43.5825294, 20.231873 43.5824822, 20.2319692 43.5824443, 20.2320796 43.5824197, 20.2322382 43.5824176, 20.2324151 43.5824064, 20.2326246 43.5823756, 20.2330549 43.5822936, 20.2332275 43.5822618, 20.2333026 43.5822556, 20.2333776 43.5822628, 20.2334696 43.5823007, 20.233638 43.5823694, 20.234081 43.5825314, 20.2344646 43.582637, 20.2345297 43.5826647, 20.234551 43.5826955, 20.2345495 43.5827303, 20.2345283 43.5827755, 20.2344971 43.5828368, 20.2343159 43.5830468, 20.2341971 43.5831908, 20.2340665 43.5833565, 20.2339822 43.5834324, 20.2338623 43.5835122, 20.2329554 43.5840184)",,,
"[315911078, 886222678]","['Црногорска', 'Драгице Парезановић']",residential,False,False,90.18599999999999,,"LINESTRING (20.2318259 43.5828729, 20.2319525 43.5829613, 20.2320516 43.5830248, 20.2321224 43.5830607, 20.2322101 43.5830843, 20.2322965 43.5830853, 20.2323913 43.5830751, 20.2324904 43.5830453, 20.2326121 43.5830023, 20.2327027 43.5829654, 20.2327565 43.5829582, 20.2328018 43.5829695)",,,
886222678,Драгице Парезановић,residential,False,True,67.208,,"LINESTRING (20.2318259 43.5828729, 20.2317003 43.5829016, 20.2315135 43.5829549, 20.2313889 43.5830113, 20.2312644 43.5830861, 20.2311978 43.5831292, 20.2310967 43.5831467)",,,
258511182,Бошка Петровића,primary,True,False,294.13399999999996,,"LINESTRING (20.2262488 43.5828973, 20.2264214 43.5826714, 20.226448 43.5826366, 20.2265623 43.5824834, 20.226651 43.5823622, 20.2266832 43.5823183, 20.2268452 43.5821165, 20.2270116 43.5818996, 20.2272109 43.5816506, 20.2272812 43.5815576, 20.2273683 43.5814498, 20.2274582 43.5813439, 20.227554 43.5812242, 20.227595 43.581171, 20.2276258 43.5811273, 20.2276526 43.5810855, 20.2276812 43.5810346, 20.2277103 43.5809767, 20.2277277 43.5809398, 20.2277434 43.5809013, 20.2277881 43.5807532, 20.2278283 43.5806182, 20.2278502 43.5805381)",1,21,
315911078,Црногорска,residential,False,False,46.213,,"LINESTRING (20.2328018 43.5829695, 20.2328966 43.5830279, 20.233041 43.5831427, 20.233167 43.5832863)",,,
"[886222678, 315911078]","['Црногорска', 'Драгице Парезановић']",residential,False,True,90.186,,"LINESTRING (20.2328018 43.5829695, 20.2327565 43.5829582, 20.2327027 43.5829654, 20.2326121 43.5830023, 20.2324904 43.5830453, 20.2323913 43.5830751, 20.2322965 43.5830853, 20.2322101 43.5830843, 20.2321224 43.5830607, 20.2320516 43.5830248, 20.2319525 43.5829613, 20.2318259 43.5828729)",,,
916289671,,residential,False,True,35.085,,"LINESTRING (20.2328018 43.5829695, 20.2329044 43.5829031, 20.233123 43.5827564)",,,
315911109,Црногорска,residential,False,False,64.108,,"LINESTRING (20.233875 43.5830293, 20.233708 43.5831072, 20.233524 43.5831811, 20.233374 43.5832374, 20.2332806 43.5832631, 20.233167 43.5832863)",,,
315911096,Наде Поповић,residential,False,True,85.949,,"LINESTRING (20.2307899 43.5830906, 20.2308324 43.5830311, 20.2308578 43.5829655, 20.2308493 43.5829286, 20.2307984 43.5828814, 20.2306653 43.5828097, 20.2303228 43.5826525, 20.2302048 43.5825952, 20.2301779 43.5825816)",,,
886222678,Драгице Парезановић,residential,False,False,25.563,,"LINESTRING (20.2307899 43.5830906, 20.2308885 43.5831148, 20.2310166 43.5831395, 20.2310967 43.5831467)",,,
1033594074,Наде Поповић,residential,True,False,236.527,,"LINESTRING (20.2307899 43.5830906, 20.2306002 43.583351, 20.2304191 43.5835274, 20.2300086 43.5838575, 20.2296038 43.584163, 20.2292358 43.5844481, 20.2291452 43.5845649, 20.2290206 43.584729, 20.2289987 43.5847586)",,,
886222678,Драгице Парезановић,residential,False,False,67.208,,"LINESTRING (20.2310967 43.5831467, 20.2311978 43.5831292, 20.2312644 43.5830861, 20.2313889 43.5830113, 20.2315135 43.5829549, 20.2317003 43.5829016, 20.2318259 43.5828729)",,,
886222678,Драгице Парезановић,residential,False,True,25.563000000000002,,"LINESTRING (20.2310967 43.5831467, 20.2310166 43.5831395, 20.2308885 43.5831148, 20.2307899 43.5830906)",,,
315911103,Драгице Парезановић,residential,True,False,4.816,,"LINESTRING (20.2310953 43.58319, 20.2310967 43.5831467)",,,
804414201,Драгице Парезановић,residential,False,False,103.049,,"LINESTRING (20.2310953 43.58319, 20.2311422 43.5832218, 20.231173 43.5832538, 20.2312012 43.5833014, 20.2312656 43.5834539, 20.2314118 43.5838998, 20.2314319 43.5840708)",,,
315911078,Црногорска,residential,False,True,46.213,,"LINESTRING (20.233167 43.5832863, 20.233041 43.5831427, 20.2328966 43.5830279, 20.2328018 43.5829695)",,,
315911109,Црногорска,residential,False,False,36.965,,"LINESTRING (20.233167 43.5832863, 20.2329621 43.5833318, 20.2327271 43.583381)",,,
315911109,Црногорска,residential,False,True,64.108,,"LINESTRING (20.233167 43.5832863, 20.2332806 43.5832631, 20.233374 43.5832374, 20.233524 43.5831811, 20.233708 43.5831072, 20.233875 43.5830293)",,,
315911109,Црногорска,residential,False,True,36.965,,"LINESTRING (20.2327271 43.583381, 20.2329621 43.5833318, 20.233167 43.5832863)",,,
315911085,Бранислава Нушића,residential,False,True,334.762,,"LINESTRING (20.2275163 43.583649, 20.2273408 43.583788, 20.2268628 43.584093, 20.226584 43.5842886, 20.2263179 43.5844754, 20.2260201 43.5847107, 20.2252372 43.5854659, 20.2251615 43.5854903, 20.2250739 43.5854929, 20.2250041 43.5854747, 20.2248538 43.5853944, 20.2245909 43.5852566)",,,
723495175,Бранислава Нушића,residential,True,False,98.00999999999999,,"LINESTRING (20.2275163 43.583649, 20.2279933 43.5832602, 20.2283393 43.583)",,,
315911103,Драгице Парезановић,residential,True,False,297.759,,"LINESTRING (20.2289987 43.5847586, 20.229338 43.5849032, 20.2295235 43.5849729, 20.2295801 43.5849862, 20.2296183 43.5849832, 20.2296508 43.5849647, 20.2296775 43.5849345, 20.2297235 43.5848765, 20.2297936 43.5847721, 20.2298476 43.5847098, 20.2299177 43.5846489, 20.2301258 43.5844923, 20.2304468 43.5842588, 20.2306042 43.5841443, 20.2308725 43.5839457, 20.2309505 43.5838543, 20.2309926 43.5837731, 20.2310306 43.5835179, 20.2310646 43.5833903, 20.2310953 43.58319)",,,
1033594073,Наде Поповић,residential,False,False,60.76499999999999,,"LINESTRING (20.2289987 43.5847586, 20.2288338 43.5849951, 20.2288055 43.5850222, 20.2287505 43.5850339, 20.2284661 43.5850314)",,,
258511166,13. септембра,tertiary,False,False,55.58800000000001,,"LINESTRING (20.2278747 43.5850275, 20.2278323 43.5853211, 20.2278016 43.5855246)",,,
258511166,13. септембра,tertiary,False,True,330.747,,"LINESTRING (20.2278747 43.5850275, 20.2278967 43.5849033, 20.2279155 43.5848208, 20.2279365 43.5847547, 20.2279651 43.5846742, 20.2280147 43.5845828, 20.2280581 43.5845095, 20.2281045 43.5844421, 20.2281395 43.5844001, 20.2282025 43.5843341, 20.2282655 43.5842758, 20.228346 43.5842068, 20.2284775 43.5841011, 20.2288127 43.5838464, 20.2291024 43.5836084, 20.2293756 43.5833791, 20.2294591 43.5833014, 20.2295811 43.5831916, 20.229679 43.5830984, 20.2297989 43.5829779, 20.229907 43.5828691, 20.2300264 43.5827409, 20.2300747 43.5826884, 20.2300961 43.5826544, 20.2301055 43.5826263, 20.2301019 43.5825962)",,,
1033594073,Наде Поповић,residential,False,True,47.635999999999996,,"LINESTRING (20.2278747 43.5850275, 20.2281654 43.5850288, 20.2284661 43.5850314)",,,
976140048,Милинка Кушића,primary,False,False,4.7,,"LINESTRING (20.2245909 43.5852566, 20.2245601 43.5852925)",2,21,
315911085,Бранислава Нушића,residential,False,False,334.762,,"LINESTRING (20.2245909 43.5852566, 20.2248538 43.5853944, 20.2250041 43.5854747, 20.2250739 43.5854929, 20.2251615 43.5854903, 20.2252372 43.5854659, 20.2260201 43.5847107, 20.2263179 43.5844754, 20.226584 43.5842886, 20.2268628 43.584093, 20.2273408 43.583788, 20.2275163 43.583649)",,,
"[976140048, 886222687]",Милинка Кушића,primary,False,True,108.603,,"LINESTRING (20.2245909 43.5852566, 20.2246421 43.585207, 20.2246875 43.5851637, 20.2247934 43.5850733, 20.2249289 43.5849529, 20.2252755 43.5846224, 20.2254187 43.5844859)","['2', '3']",21,
258511166,13. септембра,tertiary,False,True,55.58800000000001,,"LINESTRING (20.2278016 43.5855246, 20.2278323 43.5853211, 20.2278747 43.5850275)",,,
"[976140048, 258511165, 976140047]",Милинка Кушића,primary,False,True,29.916999999999998,yes,"LINESTRING (20.2244342 43.5855443, 20.2244595 43.5854707, 20.2244822 43.5854185, 20.2245065 43.5853664, 20.2245386 43.585322, 20.2245601 43.5852925)",2,21,
316255396,Друге пролетерске,residential,False,True,150.798,,"LINESTRING (20.2343478 43.5793922, 20.2345012 43.5794595, 20.234605 43.5795221, 20.2346741 43.579591, 20.2347238 43.57971, 20.2348989 43.5798587, 20.2351063 43.5799933, 20.2353765 43.5801327, 20.2357167 43.5802686)",,,
316255325,Мркочевац,residential,False,False,13.127,,"LINESTRING (20.2338886 43.5811368, 20.2340338 43.5811904)",,,
315911091,Друге пролетерске,residential,False,False,179.087,,"LINESTRING (20.2338886 43.5811368, 20.2341633 43.5811009, 20.2342794 43.5810705, 20.2344035 43.5810096, 20.2346037 43.5808602, 20.2347618 43.5807645, 20.234964 43.5806804, 20.2351582 43.5805876, 20.2354524 43.5804295, 20.2357167 43.5802686)",,,
315911091,Друге пролетерске,residential,False,True,67.09700000000001,,"LINESTRING (20.2338886 43.5811368, 20.233719 43.5811589, 20.2333787 43.5812024, 20.2330924 43.5812604, 20.2330755 43.5812645)",,,
316255325,Мркочевац,residential,False,True,13.127,,"LINESTRING (20.2340338 43.5811904, 20.2338886 43.5811368)",,,
316255325,Мркочевац,residential,False,False,60.491,,"LINESTRING (20.2340338 43.5811904, 20.2342736 43.581279, 20.2346626 43.5814183, 20.2347052 43.5814341)",,,
316255378,Мркочевац,residential,False,False,65.727,,"LINESTRING (20.2340338 43.5811904, 20.2340842 43.5814883, 20.2341404 43.5817764)",,,
315911091,Друге пролетерске,residential,False,False,67.097,,"LINESTRING (20.2330755 43.5812645, 20.2330924 43.5812604, 20.2333787 43.5812024, 20.233719 43.5811589, 20.2338886 43.5811368)",,,
315911091,Друге пролетерске,residential,False,True,60.262,,"LINESTRING (20.2330755 43.5812645, 20.2328843 43.5813112, 20.2327001 43.5813845, 20.232433 43.5815324)",,,
316255362,Мркочевац,residential,False,False,81.855,,"LINESTRING (20.2330755 43.5812645, 20.2331124 43.5814111, 20.2331964 43.5817432, 20.2332407 43.5818938, 20.233282 43.5819845)",,,
316255348,Мркочевац,residential,False,True,202.87300000000005,,"LINESTRING (20.2364611 43.5813919, 20.236403 43.5813311, 20.2363403 43.5812181, 20.2362502 43.5811252, 20.2360653 43.5809492, 20.2359537 43.5808562, 20.235859 43.5808185, 20.235749 43.5808174, 20.2356068 43.5808407, 20.2355274 43.5808661, 20.2354525 43.5809237, 20.2353028 43.5810765, 20.2351224 43.5812259, 20.2349482 43.5813521, 20.2348214 43.5814229, 20.2347052 43.5814341)",,,
316255325,Мркочевац,residential,False,False,180.27800000000002,,"LINESTRING (20.2347052 43.5814341, 20.2351283 43.5815909, 20.235599 43.5817558, 20.2361873 43.5819871, 20.2362866 43.5820292, 20.2363202 43.5820657, 20.2363647 43.5821471, 20.2363928 43.5822112, 20.2363668 43.5823412)",,,
316255325,Мркочевац,residential,False,True,60.491,,"LINESTRING (20.2347052 43.5814341, 20.2346626 43.5814183, 20.2342736 43.581279, 20.2340338 43.5811904)",,,
316255348,Мркочевац,residential,False,False,202.87300000000002,,"LINESTRING (20.2347052 43.5814341, 20.2348214 43.5814229, 20.2349482 43.5813521, 20.2351224 43.5812259, 20.2353028 43.5810765, 20.2354525 43.5809237, 20.2355274 43.5808661, 20.2356068 43.5808407, 20.235749 43.5808174, 20.235859 43.5808185, 20.2359537 43.5808562, 20.2360653 43.5809492, 20.2362502 43.5811252, 20.2363403 43.5812181, 20.236403 43.5813311, 20.2364611 43.5813919)",,,
315911091,Друге пролетерске,residential,False,False,60.262,,"LINESTRING (20.232433 43.5815324, 20.2327001 43.5813845, 20.2328843 43.5813112, 20.2330755 43.5812645)",,,
"[315911091, 886209669]","['Друге пролетерске', '13. септембра']",residential,False,True,230.72899999999996,,"LINESTRING (20.232433 43.5815324, 20.2324028 43.5815491, 20.2321436 43.5817173, 20.2320045 43.5818152, 20.2319124 43.5818652, 20.2318294 43.5818956, 20.2317443 43.5819022, 20.2316182 43.5818971, 20.231426 43.5818746, 20.2313269 43.5818732, 20.2311918 43.5818862, 20.2310627 43.5819087, 20.2309997 43.5819319, 20.2308055 43.5820356, 20.2307134 43.5820827, 20.2306143 43.5821487, 20.2305102 43.5822415, 20.2303971 43.5823669, 20.2302141 43.5825582, 20.2302021 43.5825699, 20.2301779 43.5825816)",,,
