osmid,oneway,highway,reversed,length,lanes,name,maxspeed,geometry,junction,bridge
"[583931817, 170319171, 583931811, 173981454]",False,unclassified,False,85.555,1,Mic Sokoli,20,"LINESTRING (20.0728083 42.3567704, 20.0729487 42.3567558, 20.0730611 42.3567422, 20.0732546 42.3567194, 20.0735489 42.3566847, 20.0736967 42.3566673, 20.0738368 42.3566507)",,
731196707,False,unclassified,True,23.808999999999997,,Mic Sokoli,,"LINESTRING (20.0728083 42.3567704, 20.0726157 42.3567991, 20.0725228 42.3568053)",,
170359160,True,secondary,False,18.152,1,,,"LINESTRING (20.0791781 42.3545111, 20.0791874 42.3546742)",,
170359157,True,secondary,False,5.112,1,,,"LINESTRING (20.0791874 42.3546742, 20.0791909 42.354697, 20.0791843 42.3547195)",roundabout,
583931826,True,tertiary,False,15.253,1,,,"LINESTRING (20.0791843 42.3547195, 20.0792258 42.3548532)",,
170359157,True,secondary,False,8.971,1,,,"LINESTRING (20.0791843 42.3547195, 20.0791707 42.354737, 20.0791508 42.3547508, 20.0791265 42.3547599, 20.0790996 42.3547635)",roundabout,
583931824,True,secondary,False,18.733,1,,,"LINESTRING (20.079084 42.354763, 20.0788634 42.3548055)",,
170359157,True,secondary,False,14.896999999999998,1,,,"LINESTRING (20.079084 42.354763, 20.0790551 42.3547566, 20.0790303 42.3547438, 20.0790122 42.3547259, 20.0790027 42.3547048, 20.0790027 42.3546824, 20.0790122 42.3546612)",roundabout,
583931823,True,secondary,False,20.173,1,,,"LINESTRING (20.0788634 42.3548055, 20.0790122 42.3546612)",,
170359158,False,secondary,False,117.805,2,,40,"LINESTRING (20.0788634 42.3548055, 20.0787163 42.3549394, 20.0786084 42.355032, 20.0784926 42.3551259, 20.0783643 42.3552168, 20.0783036 42.3552634, 20.0780387 42.3554392, 20.077845 42.355546)",,
170359159,True,tertiary,False,14.388,1,,,"LINESTRING (20.0792258 42.3548532, 20.0790996 42.3547635)",,
170359225,False,tertiary,False,55.497,,,,"LINESTRING (20.0792258 42.3548532, 20.079247 42.3549599, 20.0793239 42.355347)",,
611953427,False,tertiary,False,34.126,2,Rruga Beselidhja Malesise,30,"LINESTRING (20.0792253 42.3569432, 20.0796406 42.3569402)",,
731196713,False,unclassified,False,39.549,,Sali Kolgeci,,"LINESTRING (20.0792253 42.3569432, 20.079235 42.3572988)",,
611953427,False,tertiary,True,74.514,2,Rruga Beselidhja Malesise,30,"LINESTRING (20.0792253 42.3569432, 20.0784784 42.3569486, 20.0783185 42.3569498)",,
170359161,False,unclassified,False,103.154,,Sali Kolgeci,,"LINESTRING (20.079235 42.3572988, 20.0802207 42.3578733)",,
731196713,False,unclassified,True,39.549,,Sali Kolgeci,,"LINESTRING (20.079235 42.3572988, 20.0792253 42.3569432)",,
172822894,False,unclassified,False,146.186,,,,"LINESTRING (20.079235 42.3572988, 20.0792991 42.3575167, 20.0795284 42.357905, 20.0797157 42.3582222, 20.0797812 42.3584124, 20.0798046 42.3585369)",,
611953427,False,tertiary,False,59.551,2,Rruga Beselidhja Malesise,30,"LINESTRING (20.0796406 42.3569402, 20.0803653 42.356935)",,
611953427,False,tertiary,True,34.126,2,Rruga Beselidhja Malesise,30,"LINESTRING (20.0796406 42.3569402, 20.0792253 42.3569432)",,
170359225,False,tertiary,True,168.459,,,,"LINESTRING (20.0796406 42.3569402, 20.0795957 42.3567147, 20.0793426 42.3554413)",,
170359426,False,residential,False,134.242,,Ali Ibra,,"LINESTRING (20.0724914 42.3572882, 20.0724059 42.3574285, 20.0724062 42.3575312, 20.072396 42.3576613, 20.072365 42.3577356, 20.0723513 42.3581484, 20.0723765 42.3584031, 20.0723781 42.3584774)",,
583931805,False,residential,True,132.786,,Mic Sokoli Road,,"LINESTRING (20.0724914 42.3572882, 20.0725186 42.3573499, 20.0725397 42.3574059, 20.0725389 42.3577238, 20.0725271 42.3580692, 20.0725202 42.3584769)",,
1218620116,False,residential,True,112.207,,,,"LINESTRING (20.0724914 42.3572882, 20.0724448 42.3572241, 20.0723821 42.3571441, 20.0722588 42.3570722, 20.0720402 42.3570354, 20.0714063 42.3569923, 20.071296 42.3569502)",,
170359426,False,residential,False,11.676,,Ali Ibra,,"LINESTRING (20.0723781 42.3584774, 20.0725202 42.3584769)",,
170359426,False,residential,True,134.242,,Ali Ibra,,"LINESTRING (20.0723781 42.3584774, 20.0723765 42.3584031, 20.0723513 42.3581484, 20.072365 42.3577356, 20.072396 42.3576613, 20.0724062 42.3575312, 20.0724059 42.3574285, 20.0724914 42.3572882)",,
591662992,False,residential,True,28.738,,,,"LINESTRING (20.0723781 42.3584774, 20.0723803 42.3586036, 20.0723468 42.3587335)",,
170359426,False,residential,True,11.676,,Ali Ibra,,"LINESTRING (20.0725202 42.3584769, 20.0723781 42.3584774)",,
583931805,False,residential,False,132.786,,Mic Sokoli Road,,"LINESTRING (20.0725202 42.3584769, 20.0725271 42.3580692, 20.0725389 42.3577238, 20.0725397 42.3574059, 20.0725186 42.3573499, 20.0724914 42.3572882)",,
583931805,False,residential,True,91.53099999999999,,Mic Sokoli Road,,"LINESTRING (20.0725202 42.3584769, 20.0725128 42.358955, 20.0725114 42.3590455, 20.0725074 42.3593)",,
583931805,False,residential,False,91.53099999999999,,Mic Sokoli Road,,"LINESTRING (20.0725074 42.3593, 20.0725114 42.3590455, 20.0725128 42.358955, 20.0725202 42.3584769)",,
583931805,False,residential,True,105.662,,Mic Sokoli Road,,"LINESTRING (20.0725074 42.3593, 20.0724532 42.3593991, 20.0723536 42.3595949, 20.0721113 42.3599878, 20.072002 42.3601734)",,
591662994,False,residential,False,27.265,,,,"LINESTRING (20.0725074 42.3593, 20.0725466 42.359329, 20.072619 42.3593439, 20.0728189 42.3593608)",,
591662994,False,residential,True,19.588,,,,"LINESTRING (20.0725074 42.3593, 20.0724291 42.3592407, 20.0723508 42.3591675)",,
583931804,False,residential,False,134.59300000000002,,Mic Sokoli Road,,"LINESTRING (20.0719945 42.3574362, 20.0718565 42.3574439, 20.071705 42.3574657, 20.0715736 42.3574885, 20.0713509 42.357547, 20.0711121 42.3576139, 20.0708225 42.3576918, 20.0706801 42.3577284, 20.0705637 42.3577571, 20.070482 42.3577501, 20.0704343 42.3577304)",,
540184157,False,residential,False,7.207,,Mic Sokoli Road,,"LINESTRING (20.0704343 42.3577304, 20.0703844 42.3577837)",,
170359702,False,residential,False,112.143,,Mic Sokoli,,"LINESTRING (20.0704343 42.3577304, 20.0707497 42.3574772, 20.0708352 42.357391, 20.0710071 42.3572178, 20.0712048 42.3570226, 20.071296 42.3569502)",,
583931804,False,residential,True,134.59300000000002,,Mic Sokoli Road,,"LINESTRING (20.0704343 42.3577304, 20.070482 42.3577501, 20.0705637 42.3577571, 20.0706801 42.3577284, 20.0708225 42.3576918, 20.0711121 42.3576139, 20.0713509 42.357547, 20.0715736 42.3574885, 20.071705 42.3574657, 20.0718565 42.3574439, 20.0719945 42.3574362)",,
170359425,False,residential,False,209.30699999999996,,Mic Sokoli Road,,"LINESTRING (20.0698666 42.3583107, 20.0699548 42.3582962, 20.0701859 42.3582512, 20.0705374 42.3581601, 20.0707418 42.3581451, 20.0708702 42.3581326, 20.0709328 42.3581338, 20.0709716 42.3581513, 20.0710139 42.35817, 20.0710713 42.35821, 20.0711243 42.3582436, 20.0711646 42.3582918, 20.0711846 42.3583289, 20.071186 42.3583665, 20.0711846 42.3584191, 20.0711712 42.3584755, 20.0711646 42.3585431, 20.0711799 42.3586268, 20.0711806 42.3587124, 20.0711779 42.3589432, 20.0711726 42.3590077, 20.0711892 42.3590655, 20.0712267 42.3591114)",,
540184157,False,residential,True,72.42999999999999,,Mic Sokoli Road,,"LINESTRING (20.0698666 42.3583107, 20.0699141 42.3582642, 20.0701735 42.358009, 20.0702981 42.3578759, 20.0703844 42.3577837)",,
172822894,False,unclassified,False,83.518,,,,"LINESTRING (20.0798046 42.3585369, 20.0797827 42.3586888, 20.0797374 42.3592862)",,
172822894,False,unclassified,True,146.18599999999998,,,,"LINESTRING (20.0798046 42.3585369, 20.0797812 42.3584124, 20.0797157 42.3582222, 20.0795284 42.357905, 20.0792991 42.3575167, 20.079235 42.3572988)",,
511161414,False,unclassified,True,244.04500000000002,,,,"LINESTRING (20.0798046 42.3585369, 20.0799689 42.3587996, 20.0800386 42.3589819, 20.080162 42.3590989, 20.0801754 42.3591702, 20.080158 42.3592346, 20.0800869 42.3593327, 20.0800145 42.3595527, 20.0799756 42.3596618, 20.07993 42.359851, 20.0798871 42.3599551, 20.0797771 42.3600889, 20.0795934 42.3602385, 20.0795357 42.3602861, 20.0794069 42.360299, 20.079191 42.3602881)",,
172822894,False,unclassified,True,83.518,,,,"LINESTRING (20.0797374 42.3592862, 20.0797827 42.3586888, 20.0798046 42.3585369)",,
170359425,False,residential,True,13.504,,Mic Sokoli Road,,"LINESTRING (20.0713415 42.3591983, 20.0712267 42.3591114)",,
170359425,False,residential,False,29.753999999999998,,Mic Sokoli Road,,"LINESTRING (20.0713415 42.3591983, 20.0715001 42.3592573, 20.0716767 42.3592969)",,
229252895,False,residential,True,170.29999999999998,,,,"LINESTRING (20.0713415 42.3591983, 20.0712865 42.3593288, 20.0712435 42.3594398, 20.0711738 42.3595706, 20.0710665 42.359745, 20.0709592 42.3599273, 20.0707715 42.3601691, 20.0706834 42.3603774, 20.0706861 42.3604527, 20.0707317 42.3605458, 20.0707773 42.3606152)",,
591662992,False,residential,False,31.268,,,,"LINESTRING (20.0716767 42.3592969, 20.0718236 42.3590375)",,
989738247,False,residential,False,73.718,,Mic Sokoli Road,,"LINESTRING (20.0716767 42.3592969, 20.0712974 42.3598977)",,
170359425,False,residential,True,29.753999999999998,,Mic Sokoli Road,,"LINESTRING (20.0716767 42.3592969, 20.0715001 42.3592573, 20.0713415 42.3591983)",,
170319171,False,unclassified,True,12.196,,Mic Sokoli,20,"LINESTRING (20.0739842 42.3566378, 20.0738368 42.3566507)",,
583931820,False,unclassified,False,32.3,,Mic Sokoli,20,"LINESTRING (20.0739842 42.3566378, 20.07437 42.3565821)",,
170319171,False,unclassified,False,12.196,,Mic Sokoli,20,"LINESTRING (20.0738368 42.3566507, 20.0739842 42.3566378)",,
"[583931817, 170319171, 583931811, 173981454]",False,unclassified,True,85.55499999999999,1,Mic Sokoli,20,"LINESTRING (20.0738368 42.3566507, 20.0736967 42.3566673, 20.0735489 42.3566847, 20.0732546 42.3567194, 20.0730611 42.3567422, 20.0729487 42.3567558, 20.0728083 42.3567704)",,
"[241827626, 731187340]",False,residential,True,200.73200000000003,,,,"LINESTRING (20.0738368 42.3566507, 20.0738373 42.3567532, 20.0738353 42.3568297, 20.0738333 42.3569068, 20.0737419 42.3577955, 20.0736735 42.3582248, 20.0736623 42.3582829, 20.073671 42.3583318, 20.0736977 42.3583639, 20.0737376 42.3583814, 20.0737898 42.3584057)",,
226432270,False,unclassified,True,24.694,,,,"LINESTRING (20.0698225 42.3556069, 20.0698663 42.3556392, 20.0699387 42.355663, 20.0700168 42.3556789, 20.0700947 42.3556853)",,yes
226432275,False,unclassified,True,321.29099999999994,1,Bajram Curr-Markaj-Llozhen,30,"LINESTRING (20.0698225 42.3556069, 20.0698098 42.3555703, 20.0698158 42.3555316, 20.0698555 42.3554483, 20.0699428 42.3553697, 20.0701332 42.3551516, 20.0702834 42.3549316, 20.0703947 42.3548444, 20.0705865 42.3546184, 20.0707351 42.3544566, 20.0708618 42.3543517, 20.0709345 42.3542881, 20.0710088 42.3542531, 20.0710781 42.3542169, 20.0712251 42.3541719, 20.0713434 42.354137, 20.0714177 42.3541108, 20.0715157 42.3540583, 20.0716238 42.3539697, 20.0716914 42.3538872, 20.0717402 42.3538471, 20.0717913 42.3538165, 20.0719159 42.3537693, 20.0721288 42.3537048, 20.0722714 42.3536819, 20.0723504 42.3536437, 20.072418 42.3536313)",,
226432270,False,unclassified,False,24.694,,,,"LINESTRING (20.0700947 42.3556853, 20.0700168 42.3556789, 20.0699387 42.355663, 20.0698663 42.3556392, 20.0698225 42.3556069)",,yes
540092662,False,unclassified,False,318.04099999999994,,,,"LINESTRING (20.0700947 42.3556853, 20.0701656 42.3556703, 20.0702417 42.3556241, 20.0708804 42.3552608, 20.0710169 42.3551864, 20.0713057 42.3550853, 20.0718496 42.3549109, 20.0720347 42.3548535, 20.0721234 42.3548246, 20.0721809 42.3548005, 20.0722703 42.3547596, 20.0723321 42.3547156, 20.0723917 42.3546715, 20.0724555 42.3546306, 20.0725194 42.3545913, 20.0726152 42.3545582, 20.0727493 42.3545331, 20.0730665 42.3544749, 20.0732049 42.3544513, 20.0732922 42.3544434, 20.0733497 42.3544324, 20.0734029 42.3544418, 20.0734716 42.354483)",,
30710308,False,secondary,False,9.532,2,Ram Sadria,40,"LINESTRING (20.0769805 42.3579659, 20.0769742 42.3580515)",,
180871468,False,residential,False,50.003,,,,"LINESTRING (20.0769805 42.3579659, 20.0775883 42.3579882)",,
30710308,False,secondary,True,112.135,2,Ram Sadria,40,"LINESTRING (20.0769805 42.3579659, 20.0770485 42.3570333, 20.0770537 42.3569589)",,
180871468,False,residential,True,53.006,,,,"LINESTRING (20.0787459 42.3580306, 20.0781016 42.358007)",,
229252894,False,residential,True,157.647,,,,"LINESTRING (20.0788095 42.3566862, 20.0787827 42.3566089, 20.0787001 42.356443, 20.0786035 42.3562844, 20.0784882 42.3560545, 20.0784528 42.3559885, 20.0783777 42.3559528, 20.0782817 42.3559276, 20.0781068 42.3558854, 20.0780239 42.3558174, 20.0779616 42.3557397, 20.0779021 42.3556393, 20.077845 42.355546)",,
229252877,False,residential,False,121.43,,,,"LINESTRING (20.0807788 42.3551843, 20.0800868 42.3553132, 20.0793426 42.3554413)",,
591662999,False,residential,False,20.238,,,,"LINESTRING (20.0696277 42.3599522, 20.0694249 42.3600555)",,
229252882,False,residential,False,36.914,,,,"LINESTRING (20.0696277 42.3599522, 20.0696704 42.3599184, 20.0697643 42.3598263, 20.0698904 42.3596836)",,
591663000,False,residential,False,52.233000000000004,,,,"LINESTRING (20.0696277 42.3599522, 20.0695895 42.3601741, 20.0695824 42.3602177, 20.0695753 42.3602612, 20.0694574 42.3603934)",,
229252876,False,residential,False,38.010999999999996,,,,"LINESTRING (20.0698582 42.3600245, 20.0698649 42.3599908, 20.0698756 42.3598481, 20.0698797 42.3597966, 20.0698904 42.3596836)",,
170359225,False,tertiary,True,10.598,,,,"LINESTRING (20.0793426 42.3554413, 20.0793239 42.355347)",,
170359225,False,tertiary,False,168.459,,,,"LINESTRING (20.0793426 42.3554413, 20.0795957 42.3567147, 20.0796406 42.3569402)",,
229252877,False,residential,True,121.43,,,,"LINESTRING (20.0793426 42.3554413, 20.0800868 42.3553132, 20.0807788 42.3551843)",,
229252893,False,residential,True,99.51199999999999,,,,"LINESTRING (20.0783185 42.3569498, 20.0783085 42.3571327, 20.078287 42.35721, 20.0782495 42.357317, 20.0781797 42.3573408, 20.0781288 42.35743, 20.0781234 42.357549, 20.0781154 42.3577987)",,
611953427,False,tertiary,False,74.514,2,Rruga Beselidhja Malesise,30,"LINESTRING (20.0783185 42.3569498, 20.0784784 42.3569486, 20.0792253 42.3569432)",,
611953427,False,tertiary,True,103.93199999999999,2,Rruga Beselidhja Malesise,30,"LINESTRING (20.0783185 42.3569498, 20.0771539 42.3569581, 20.0770537 42.3569589)",,
30710308,False,secondary,True,9.532,2,Ram Sadria,40,"LINESTRING (20.0769742 42.3580515, 20.0769805 42.3579659)",,
229252886,False,residential,True,209.89300000000003,,,,"LINESTRING (20.0769742 42.3580515, 20.0768708 42.3580603, 20.0766562 42.3580762, 20.076447 42.3580762, 20.0762373 42.3580677, 20.0760599 42.3580639, 20.0758785 42.3580614, 20.0757889 42.3580589, 20.0757112 42.3581051, 20.0756438 42.3581426, 20.0755994 42.3581594, 20.0754265 42.3581683, 20.0752774 42.3581738, 20.0752026 42.3581782, 20.0750604 42.3581802, 20.074933 42.3581872, 20.0748499 42.358206, 20.0747748 42.3582308, 20.0747091 42.3582377, 20.0744799 42.3582498)",,
229252881,False,residential,True,74.99900000000001,,,,"LINESTRING (20.0729487 42.3597961, 20.0727992 42.359852, 20.0725466 42.3599947, 20.0722735 42.3601007, 20.072163 42.3601329)",,
583931808,True,residential,False,25.085,1,,,"LINESTRING (20.0732475 42.3598424, 20.0729487 42.3597961)",,
611953422,False,residential,False,68.471,,,,"LINESTRING (20.0732475 42.3598424, 20.0740622 42.3599719)",,
170359158,False,secondary,False,64.071,2,,40,"LINESTRING (20.077845 42.355546, 20.0775112 42.3557415, 20.0772374 42.3559071)",,
170359158,False,secondary,True,117.80499999999999,2,,40,"LINESTRING (20.077845 42.355546, 20.0780387 42.3554392, 20.0783036 42.3552634, 20.0783643 42.3552168, 20.0784926 42.3551259, 20.0786084 42.355032, 20.0787163 42.3549394, 20.0788634 42.3548055)",,
229252894,False,residential,False,157.647,,,,"LINESTRING (20.077845 42.355546, 20.0779021 42.3556393, 20.0779616 42.3557397, 20.0780239 42.3558174, 20.0781068 42.3558854, 20.0782817 42.3559276, 20.0783777 42.3559528, 20.0784528 42.3559885, 20.0784882 42.3560545, 20.0786035 42.3562844, 20.0787001 42.356443, 20.0787827 42.3566089, 20.0788095 42.3566862)",,
229252881,False,residential,False,13.974,,,,"LINESTRING (20.072002 42.3601734, 20.072163 42.3601329)",,
583931805,False,residential,False,105.662,,Mic Sokoli Road,,"LINESTRING (20.072002 42.3601734, 20.0721113 42.3599878, 20.0723536 42.3595949, 20.0724532 42.3593991, 20.0725074 42.3593)",,
989738247,False,residential,True,51.123999999999995,,Mic Sokoli Road,,"LINESTRING (20.072002 42.3601734, 20.0718968 42.3603178, 20.0718257 42.3603931, 20.0717412 42.3604595, 20.0716218 42.3605298)",,
170359425,False,residential,False,13.504,,Mic Sokoli Road,,"LINESTRING (20.0712267 42.3591114, 20.0713415 42.3591983)",,
170359425,False,residential,True,209.30700000000002,,Mic Sokoli Road,,"LINESTRING (20.0712267 42.3591114, 20.0711892 42.3590655, 20.0711726 42.3590077, 20.0711779 42.3589432, 20.0711806 42.3587124, 20.0711799 42.3586268, 20.0711646 42.3585431, 20.0711712 42.3584755, 20.0711846 42.3584191, 20.071186 42.3583665, 20.0711846 42.3583289, 20.0711646 42.3582918, 20.0711243 42.3582436, 20.0710713 42.35821, 20.0710139 42.35817, 20.0709716 42.3581513, 20.0709328 42.3581338, 20.0708702 42.3581326, 20.0707418 42.3581451, 20.0705374 42.3581601, 20.0701859 42.3582512, 20.0699548 42.3582962, 20.0698666 42.3583107)",,
229252876,False,residential,True,50.25800000000001,,,,"LINESTRING (20.0712267 42.3591114, 20.0711545 42.359136, 20.071045 42.3592069, 20.0708972 42.3593689, 20.0708206 42.3593941, 20.0707823 42.3593949)",,
229252876,False,residential,True,15.648,,,,"LINESTRING (20.069995 42.359566, 20.0698904 42.3596836)",,
591663003,False,residential,False,37.591,,,,"LINESTRING (20.069995 42.359566, 20.0695871 42.3594129)",,
229252876,False,residential,False,82.767,,,,"LINESTRING (20.069995 42.359566, 20.070058 42.3595944, 20.0701758 42.3596104, 20.0702297 42.3596142, 20.0703203 42.3595621, 20.0704169 42.3594313, 20.0704705 42.3593559, 20.0704949 42.3593453, 20.0705481 42.3593438, 20.0706992 42.3593847, 20.0707461 42.3593957, 20.0707823 42.3593949)",,
229252893,False,residential,False,99.51200000000001,,,,"LINESTRING (20.0781154 42.3577987, 20.0781234 42.357549, 20.0781288 42.35743, 20.0781797 42.3573408, 20.0782495 42.357317, 20.078287 42.35721, 20.0783085 42.3571327, 20.0783185 42.3569498)",,
843206393,False,secondary,False,34.287,2,Rruga Haxhi Zeka,40,"LINESTRING (20.0744799 42.3582498, 20.0744631 42.3579417)",,
229252886,False,residential,False,209.893,,,,"LINESTRING (20.0744799 42.3582498, 20.0747091 42.3582377, 20.0747748 42.3582308, 20.0748499 42.358206, 20.074933 42.3581872, 20.0750604 42.3581802, 20.0752026 42.3581782, 20.0752774 42.3581738, 20.0754265 42.3581683, 20.0755994 42.3581594, 20.0756438 42.3581426, 20.0757112 42.3581051, 20.0757889 42.3580589, 20.0758785 42.3580614, 20.0760599 42.3580639, 20.0762373 42.3580677, 20.076447 42.3580762, 20.0766562 42.3580762, 20.0768708 42.3580603, 20.0769742 42.3580515)",,
843206393,False,secondary,True,197.771,2,Rruga Haxhi Zeka,40,"LINESTRING (20.0744799 42.3582498, 20.0744813 42.3582927, 20.0744888 42.3589225, 20.0745002 42.3597867, 20.0745042 42.3600283)",,
229252876,False,residential,False,15.648,,,,"LINESTRING (20.0698904 42.3596836, 20.069995 42.359566)",,
229252876,False,residential,True,38.011,,,,"LINESTRING (20.0698904 42.3596836, 20.0698797 42.3597966, 20.0698756 42.3598481, 20.0698649 42.3599908, 20.0698582 42.3600245)",,
229252882,False,residential,True,36.914,,,,"LINESTRING (20.0698904 42.3596836, 20.0697643 42.3598263, 20.0696704 42.3599184, 20.0696277 42.3599522)",,
229252875,False,residential,False,220.197,,,,"LINESTRING (20.0760799 42.3533766, 20.0759479 42.3534396, 20.0758628 42.353495, 20.0758595 42.3535359, 20.0759239 42.3536583, 20.0760098 42.3537779, 20.0760727 42.3538713, 20.0761346 42.3539267, 20.0762028 42.3539726, 20.0762802 42.3540098, 20.0763538 42.354019, 20.0765007 42.3540208, 20.0765891 42.3540274, 20.0766539 42.3540482, 20.0766838 42.3541083, 20.0766795 42.3542181, 20.0767133 42.3543078, 20.0767117 42.3544208, 20.0767002 42.3545136, 20.0767141 42.3546071, 20.076733 42.3547271, 20.0767304 42.3548231, 20.0766815 42.3549103)",,
170359225,False,tertiary,False,10.598,,,,"LINESTRING (20.0793239 42.355347, 20.0793426 42.3554413)",,
170359225,False,tertiary,True,55.497,,,,"LINESTRING (20.0793239 42.355347, 20.079247 42.3549599, 20.0792258 42.3548532)",,
229252879,False,residential,True,81.38,,,,"LINESTRING (20.0793239 42.355347, 20.0791856 42.3553945, 20.0790514 42.355442, 20.0789281 42.3554836, 20.0788802 42.3555213, 20.0788771 42.3555927, 20.078912 42.3556838, 20.0789978 42.3558642)",,
229252879,False,residential,False,81.38,,,,"LINESTRING (20.0789978 42.3558642, 20.078912 42.3556838, 20.0788771 42.3555927, 20.0788802 42.3555213, 20.0789281 42.3554836, 20.0790514 42.355442, 20.0791856 42.3553945, 20.0793239 42.355347)",,
229252881,False,residential,True,13.974,,,,"LINESTRING (20.072163 42.3601329, 20.072002 42.3601734)",,
229252881,False,residential,False,74.999,,,,"LINESTRING (20.072163 42.3601329, 20.0722735 42.3601007, 20.0725466 42.3599947, 20.0727992 42.359852, 20.0729487 42.3597961)",,
1270108693,False,residential,False,127.226,,,,"LINESTRING (20.072163 42.3601329, 20.0721234 42.3602187, 20.0721663 42.3603832, 20.0722119 42.3605893, 20.0722897 42.3607598, 20.0723273 42.3608232, 20.0722843 42.3610749, 20.0722495 42.3612473)",,
540092661,True,unclassified,False,15.685,1,,,"LINESTRING (20.0735739 42.3545723, 20.0735088 42.3547049)",,
540092660,True,unclassified,False,8.907,,,,"LINESTRING (20.0735739 42.3545723, 20.0735484 42.3545793, 20.0735213 42.3545795, 20.0734957 42.3545732, 20.0734743 42.3545609)",roundabout,
226432275,False,unclassified,False,321.29100000000005,1,Bajram Curr-Markaj-Llozhen,30,"LINESTRING (20.072418 42.3536313, 20.0723504 42.3536437, 20.0722714 42.3536819, 20.0721288 42.3537048, 20.0719159 42.3537693, 20.0717913 42.3538165, 20.0717402 42.3538471, 20.0716914 42.3538872, 20.0716238 42.3539697, 20.0715157 42.3540583, 20.0714177 42.3541108, 20.0713434 42.354137, 20.0712251 42.3541719, 20.0710781 42.3542169, 20.0710088 42.3542531, 20.0709345 42.3542881, 20.0708618 42.3543517, 20.0707351 42.3544566, 20.0705865 42.3546184, 20.0703947 42.3548444, 20.0702834 42.3549316, 20.0701332 42.3551516, 20.0699428 42.3553697, 20.0698555 42.3554483, 20.0698158 42.3555316, 20.0698098 42.3555703, 20.0698225 42.3556069)",,
511161414,False,unclassified,False,244.04499999999996,,,,"LINESTRING (20.079191 42.3602881, 20.0794069 42.360299, 20.0795357 42.3602861, 20.0795934 42.3602385, 20.0797771 42.3600889, 20.0798871 42.3599551, 20.07993 42.359851, 20.0799756 42.3596618, 20.0800145 42.3595527, 20.0800869 42.3593327, 20.080158 42.3592346, 20.0801754 42.3591702, 20.080162 42.3590989, 20.0800386 42.3589819, 20.0799689 42.3587996, 20.0798046 42.3585369)",,
