osmid,ref,highway,junction,oneway,reversed,length,geometry,name,bridge,lanes
126754068,,residential,,False,True,41.863,"LINESTRING (-8.6458354 42.0238094, -8.6460313 42.0239381, -8.6460598 42.024031, -8.6461062 42.0241108)",,,
48467937,,tertiary,,False,True,86.134,"LINESTRING (-8.6425848 42.0246616, -8.6425777 42.0246041, -8.6424828 42.0238907)",,,
126754095,,tertiary,roundabout,True,False,16.528,"LINESTRING (-8.6425848 42.0246616, -8.6425246 42.024683, -8.6424846 42.0247226, -8.6424738 42.0247715)",,,
126754068,,residential,,False,False,10.892,"LINESTRING (-8.6452909 42.0236141, -8.6452319 42.0235265)",,,
126754068,,residential,,False,True,49.946,"LINESTRING (-8.6452909 42.0236141, -8.6458354 42.0238094)",,,
126754832,,residential,,False,False,139.34500000000003,"LINESTRING (-8.6452909 42.0236141, -8.6452534 42.023662, -8.6452013 42.0241304, -8.6448564 42.0244789, -8.6446682 42.0247389)",,,
126754081,,residential,,False,False,31.542,"LINESTRING (-8.6427461 42.0247302, -8.6428731 42.0247256, -8.6431264 42.0247058)",,,
126754095,,tertiary,roundabout,True,False,16.697000000000003,"LINESTRING (-8.6427461 42.0247302, -8.6427216 42.0246974, -8.642683 42.0246731, -8.6426353 42.0246607, -8.6425848 42.0246616)",,,
48467937,,tertiary,,False,True,39.021,"LINESTRING (-8.6422742 42.0232873, -8.6421501 42.0229487)",,,
48467937,,tertiary,,False,False,48.59,"LINESTRING (-8.6422742 42.0232873, -8.6423392 42.0234706, -8.6424312 42.0237084)",,,
126754075,,residential,,False,False,72.81,"LINESTRING (-8.6422742 42.0232873, -8.6426248 42.0232674, -8.6431546 42.0232702)",,,
126754081,,residential,,False,False,45.745000000000005,"LINESTRING (-8.6443176 42.0252275, -8.6442234 42.0253317, -8.6440513 42.0255874)",,,
126754081,,residential,,False,True,78.346,"LINESTRING (-8.6443176 42.0252275, -8.6441054 42.0250607, -8.6438211 42.0247021, -8.6437894 42.0246481)",,,
754344750,,residential,,False,True,61.602999999999994,"LINESTRING (-8.6443176 42.0252275, -8.6444289 42.0250908, -8.6446682 42.0247389)",,,
374094701,,residential,roundabout,True,False,15.236,"LINESTRING (-8.6356447 42.0304588, -8.6356997 42.0304277, -8.6357209 42.0303879, -8.6357143 42.0303453)",,,
126754068,,residential,,False,True,10.892,"LINESTRING (-8.6452319 42.0235265, -8.6452909 42.0236141)",,,
126754074,,residential,,False,True,71.383,"LINESTRING (-8.6452319 42.0235265, -8.6443681 42.023508)",,,
126754074,,residential,,False,False,92.103,"LINESTRING (-8.6452319 42.0235265, -8.6454518 42.0232595, -8.6457415 42.0230283, -8.6459524 42.0229049)",,,
126754074,,residential,,False,False,47.182,"LINESTRING (-8.6436836 42.0234827, -8.6442542 42.023502)",,,
126754074,,residential,,False,True,43.794,"LINESTRING (-8.6436836 42.0234827, -8.6431819 42.0235166, -8.6431566 42.0235222)",,,
126754087,,residential,,False,True,33.435,"LINESTRING (-8.6436836 42.0234827, -8.6436709 42.0237297, -8.6436697 42.0237832)",,,
126754079,,tertiary,,False,False,83.229,"LINESTRING (-8.6424738 42.0247715, -8.6423621 42.0247822, -8.6416394 42.0248429, -8.6414734 42.0248604)",Avenida do Colégio Português,,
126754095,,tertiary,roundabout,True,False,17.164,"LINESTRING (-8.6424738 42.0247715, -8.6424831 42.0248016, -8.6425039 42.0248283, -8.6425344 42.0248493, -8.6425718 42.0248627, -8.6426129 42.0248674)",,,
126754075,,residential,,False,True,72.81,"LINESTRING (-8.6431546 42.0232702, -8.6426248 42.0232674, -8.6422742 42.0232873)",,,
428270873,,residential,,False,True,28.022,"LINESTRING (-8.6431546 42.0232702, -8.6431561 42.0234614, -8.6431566 42.0235222)",,,
48467937,,tertiary,,False,False,20.715,"LINESTRING (-8.6424312 42.0237084, -8.6424754 42.0238624, -8.6424828 42.0238907)",,,
48467937,,tertiary,,False,True,48.59,"LINESTRING (-8.6424312 42.0237084, -8.6423392 42.0234706, -8.6422742 42.0232873)",,,
126754074,,residential,,False,False,63.667,"LINESTRING (-8.6424312 42.0237084, -8.6425336 42.023662, -8.6431566 42.0235222)",,,
126754845,,residential,,False,True,70.621,"LINESTRING (-8.6446682 42.0247389, -8.6453818 42.0250887)",Rua dos Eucaliptos,,
126754832,,residential,,False,True,139.345,"LINESTRING (-8.6446682 42.0247389, -8.6448564 42.0244789, -8.6452013 42.0241304, -8.6452534 42.023662, -8.6452909 42.0236141)",,,
754344750,,residential,,False,False,61.602999999999994,"LINESTRING (-8.6446682 42.0247389, -8.6444289 42.0250908, -8.6443176 42.0252275)",,,
126754081,,residential,,False,True,87.667,"LINESTRING (-8.6436695 42.0263123, -8.6436717 42.0262177, -8.6436726 42.026179, -8.6440513 42.0255874)",,,
412071352,EN 101,primary,,True,False,55.294,"LINESTRING (-8.6436695 42.0263123, -8.6434349 42.0263608, -8.6433383 42.0263847, -8.6432525 42.0264106, -8.6431578 42.0264438, -8.6430835 42.0264724, -8.643047 42.0264894)",Avenida dos Bombeiros Voluntários,,2
462325493,,residential,,False,False,131.375,"LINESTRING (-8.641248 42.0269802, -8.6412621 42.027036, -8.6412774 42.0270967, -8.6413974 42.027595, -8.6414984 42.0280141, -8.6415134 42.0281446)",,,
"[462325496, 48301559]",EN 101,primary,,True,False,57.613,"LINESTRING (-8.641248 42.0269802, -8.6416727 42.0269462, -8.6416834 42.0269461, -8.641943 42.0269427)",,,
157523879,EN 101,primary,,False,True,98.779,"LINESTRING (-8.6395831 42.0272454, -8.640749 42.0270477)",,,
126753490,,residential,,False,False,105.43,"LINESTRING (-8.6395831 42.0272454, -8.6397495 42.0277547, -8.6400736 42.0281038)",,,
157523879,EN 101,primary,,False,False,95.967,"LINESTRING (-8.6395831 42.0272454, -8.6386056 42.0274214, -8.6384548 42.0274512)",,,
55179870,,residential,,False,True,178.76999999999998,"LINESTRING (-8.6384548 42.0274512, -8.6384646 42.0275829, -8.6384737 42.028051, -8.6385059 42.0283698, -8.6388707 42.0286885, -8.6391313 42.0288762)",,,
157523879,EN 101,primary,,False,True,95.967,"LINESTRING (-8.6384548 42.0274512, -8.6386056 42.0274214, -8.6395831 42.0272454)",,,
"[462325497, 80432548]",,residential,,False,False,192.997,"LINESTRING (-8.6384548 42.0274512, -8.6384448 42.027397, -8.6384313 42.0273327, -8.638379 42.0271223, -8.6383823 42.0270562, -8.6383988 42.0269781, -8.6385396 42.0266485, -8.6391248 42.025848)",,,
"[462325498, 462325499, 111658933, 111658877]",EN 101,primary,,False,False,95.932,"LINESTRING (-8.6384548 42.0274512, -8.6383867 42.0274651, -8.6383079 42.0274796, -8.6376752 42.0275947, -8.63741 42.0276402, -8.637326 42.0276541)",,yes,
111658877,EN 101,primary,,False,True,91.437,"LINESTRING (-8.6362461 42.027835, -8.6367994 42.0277423, -8.637326 42.0276541)",,,
173863213,,primary,,False,False,2.559,"LINESTRING (-8.6419613 42.0281199, -8.6419604 42.0281429)",Avenida de Espanha,,
48255727,EN 13,primary,,True,False,55.425,"LINESTRING (-8.6419613 42.0281199, -8.6420098 42.0280134, -8.6420546 42.0277017, -8.6420741 42.0276306)",Avenida de Espanha,,
100180636,EN 13,primary,,True,False,42.242,"LINESTRING (-8.6421746 42.0267135, -8.6419723 42.0263646)",,,
1054361643,EN 13;EN 101,primary,roundabout,True,False,13.347,"LINESTRING (-8.6421746 42.0267135, -8.6420938 42.0267147, -8.6420192 42.0267377)",,,
126754074,,residential,,False,True,92.10300000000001,"LINESTRING (-8.6459524 42.0229049, -8.6457415 42.0230283, -8.6454518 42.0232595, -8.6452319 42.0235265)",,,
48467937,,tertiary,,False,False,39.021,"LINESTRING (-8.6421501 42.0229487, -8.6422742 42.0232873)",,,
157523879,EN 101,primary,,False,False,98.779,"LINESTRING (-8.640749 42.0270477, -8.6395831 42.0272454)",,,
233663302,,residential,,False,False,147.74099999999999,"LINESTRING (-8.640749 42.0270477, -8.6407646 42.0271207, -8.6408451 42.0274036, -8.6408496 42.0274838, -8.6408424 42.027557, -8.6408073 42.0276384, -8.6407512 42.0277164, -8.6406693 42.027789, -8.6405501 42.0278599, -8.6402175 42.0280272, -8.6400736 42.0281038)",,,
"[462325496, 462325487]",EN 101,primary,,True,False,42.019,"LINESTRING (-8.640749 42.0270477, -8.6409305 42.0270332, -8.6411733 42.0269856, -8.641248 42.0269802)",,,
126753490,,residential,,False,False,115.91,"LINESTRING (-8.64053 42.0286628, -8.6405555 42.0287031, -8.6407902 42.0290059, -8.6412796 42.0295429)",,,
126753490,,residential,,False,True,72.696,"LINESTRING (-8.64053 42.0286628, -8.6401973 42.0282568, -8.6400736 42.0281038)",,,
233663316,,residential,,False,True,100.239,"LINESTRING (-8.64053 42.0286628, -8.6407745 42.0285221, -8.6414567 42.0281488, -8.6415134 42.0281446)",,,
126753490,,residential,,False,False,72.696,"LINESTRING (-8.6400736 42.0281038, -8.6401973 42.0282568, -8.64053 42.0286628)",,,
126753490,,residential,,False,True,105.43,"LINESTRING (-8.6400736 42.0281038, -8.6397495 42.0277547, -8.6395831 42.0272454)",,,
233663294,,residential,,False,True,116.242,"LINESTRING (-8.6400736 42.0281038, -8.6399332 42.0281966, -8.6397722 42.0282982, -8.6395013 42.0285373, -8.6392412 42.0287724, -8.6391313 42.0288762)",,,
233663302,,residential,,False,True,147.74099999999999,"LINESTRING (-8.6400736 42.0281038, -8.6402175 42.0280272, -8.6405501 42.0278599, -8.6406693 42.027789, -8.6407512 42.0277164, -8.6408073 42.0276384, -8.6408424 42.027557, -8.6408496 42.0274838, -8.6408451 42.0274036, -8.6407646 42.0271207, -8.640749 42.0270477)",,,
55179870,,residential,,False,False,178.77,"LINESTRING (-8.6391313 42.0288762, -8.6388707 42.0286885, -8.6385059 42.0283698, -8.6384737 42.028051, -8.6384646 42.0275829, -8.6384548 42.0274512)",,,
55179870,,residential,,False,True,239.55599999999998,"LINESTRING (-8.6391313 42.0288762, -8.6394323 42.0290861, -8.6395209 42.0291652, -8.6395312 42.0292389, -8.6394822 42.0294217, -8.6394179 42.0297804, -8.6393106 42.0302426, -8.639199 42.0304458, -8.6390963 42.0306399, -8.6389829 42.030849)",,,
233663294,,residential,,False,False,116.242,"LINESTRING (-8.6391313 42.0288762, -8.6392412 42.0287724, -8.6395013 42.0285373, -8.6397722 42.0282982, -8.6399332 42.0281966, -8.6400736 42.0281038)",,,
173863213,,primary,,False,True,2.559,"LINESTRING (-8.6419604 42.0281429, -8.6419613 42.0281199)",Avenida de Espanha,,
173863213,,primary,,False,False,186.267,"LINESTRING (-8.6419604 42.0281429, -8.6419462 42.0285129, -8.6419358 42.0287845, -8.6419492 42.0296443, -8.6419504 42.0297079, -8.6419525 42.0298177)",Avenida de Espanha,,
233663316,,residential,,False,False,36.955999999999996,"LINESTRING (-8.6419604 42.0281429, -8.6418809 42.028142, -8.6415908 42.0281388, -8.6415134 42.0281446)",,,
126754845,,residential,,False,False,70.621,"LINESTRING (-8.6453818 42.0250887, -8.6446682 42.0247389)",Rua dos Eucaliptos,,
412848719,,residential,,True,False,29.934,"LINESTRING (-8.6453818 42.0250887, -8.64551 42.0251665, -8.6455636 42.0251984, -8.6456065 42.0252243, -8.6456441 42.0252482, -8.6456605 42.0252606)",,,
577499070,,residential,,False,True,124.273,"LINESTRING (-8.6453818 42.0250887, -8.645568 42.0247836, -8.6461062 42.0241108)",,,
126754082,,tertiary,,False,False,47.057,"LINESTRING (-8.6427721 42.0257803, -8.642696 42.0253609)",,,
126754082,,tertiary,,False,True,6.965,"LINESTRING (-8.6427721 42.0257803, -8.6427954 42.0258405)",,,
462678508,,residential,,False,False,50.99,"LINESTRING (-8.6427721 42.0257803, -8.6427016 42.0257986, -8.6424937 42.0258603, -8.6424213 42.0259072, -8.6424763 42.0260675)",,,
126753490,,residential,,False,False,124.01599999999999,"LINESTRING (-8.6403693 42.0312683, -8.6398849 42.0311598, -8.6394272 42.0310224, -8.6389829 42.030849)",,,
126753490,,residential,,False,True,127.12800000000001,"LINESTRING (-8.6403693 42.0312683, -8.6405368 42.0312821, -8.6407163 42.0312757, -8.6408989 42.0312263, -8.6411002 42.0310939, -8.6412354 42.0309544, -8.6414742 42.0306312)",,,
"[126754840, 126753490, 126754854]",,residential,,False,True,303.00399999999996,"LINESTRING (-8.6357143 42.0303453, -8.6359128 42.0302969, -8.6363234 42.0301961, -8.6367239 42.0301057, -8.6370319 42.0300742, -8.6372567 42.030049, -8.6374687 42.0300869, -8.637642 42.0301381, -8.6378157 42.0302027, -8.6382984 42.030553, -8.638463 42.030657, -8.6389829 42.030849)",,yes,
374094701,,residential,roundabout,True,False,29.96,"LINESTRING (-8.6357143 42.0303453, -8.635652 42.0302963, -8.6355614 42.0302945, -8.6354957 42.030341, -8.6354937 42.0304083)",,,
374094701,,residential,roundabout,True,False,14.983,"LINESTRING (-8.6354937 42.0304083, -8.6355294 42.0304446, -8.6355845 42.030463, -8.6356447 42.0304588)",,,
80432550,,residential,,False,True,126.649,"LINESTRING (-8.6432214 42.0286151, -8.6428183 42.0281062, -8.6424279 42.0276406)",Avenida dos Combatentes da Grande Guerra,,
404789165,,residential,,False,False,176.345,"LINESTRING (-8.6432214 42.0286151, -8.6430299 42.0288037, -8.6425337 42.0295548, -8.6424613 42.0296205, -8.6423942 42.0296624, -8.6420419 42.0297861, -8.6419525 42.0298177)",,,
126753490,,residential,,False,False,54.166,"LINESTRING (-8.6412796 42.0295429, -8.6414875 42.029771, -8.6416456 42.0299471)",,,
126753490,,residential,,False,True,115.91,"LINESTRING (-8.6412796 42.0295429, -8.6407902 42.0290059, -8.6405555 42.0287031, -8.64053 42.0286628)",,,
404789164,,residential,,False,False,133.373,"LINESTRING (-8.6412796 42.0295429, -8.6412449 42.0297759, -8.6412074 42.0304852, -8.6412583 42.030551, -8.6414742 42.0306312)",,,
173863213,,primary,,False,False,8.329,"LINESTRING (-8.6419525 42.0298177, -8.641954 42.0298926)",Avenida de Espanha,,
173863213,,primary,,False,True,186.267,"LINESTRING (-8.6419525 42.0298177, -8.6419504 42.0297079, -8.6419492 42.0296443, -8.6419358 42.0287845, -8.6419462 42.0285129, -8.6419604 42.0281429)",Avenida de Espanha,,
404789165,,residential,,False,True,176.345,"LINESTRING (-8.6419525 42.0298177, -8.6420419 42.0297861, -8.6423942 42.0296624, -8.6424613 42.0296205, -8.6425337 42.0295548, -8.6430299 42.0288037, -8.6432214 42.0286151)",,,
173863213,,primary,,False,True,8.329,"LINESTRING (-8.641954 42.0298926, -8.6419525 42.0298177)",Avenida de Espanha,,
404789160,,residential,,True,False,26.183,"LINESTRING (-8.641954 42.0298926, -8.6416456 42.0299471)",,,
173863213,,primary,,False,False,22.03,"LINESTRING (-8.641954 42.0298926, -8.6419554 42.0299679, -8.6419578 42.0300907)",Avenida de Espanha,,
126753490,,residential,,False,False,16.331,"LINESTRING (-8.6416456 42.0299471, -8.6416633 42.0299871, -8.641668 42.0300918)",,,
126753490,,residential,,False,True,54.166,"LINESTRING (-8.6416456 42.0299471, -8.6414875 42.029771, -8.6412796 42.0295429)",,,
173863213,,primary,,False,False,156.455,"LINESTRING (-8.6419578 42.0300907, -8.641989 42.0313359, -8.6420322 42.0314943)",Avenida de Espanha,,
173863213,,primary,,False,True,22.03,"LINESTRING (-8.6419578 42.0300907, -8.6419554 42.0299679, -8.641954 42.0298926)",Avenida de Espanha,,
404789162,,residential,,True,False,23.936,"LINESTRING (-8.641668 42.0300918, -8.6419578 42.0300907)",,,
126753490,,residential,,False,False,63.548,"LINESTRING (-8.641668 42.0300918, -8.6416501 42.0303786, -8.6414742 42.0306312)",,,
126753490,,residential,,False,True,16.331,"LINESTRING (-8.641668 42.0300918, -8.6416633 42.0299871, -8.6416456 42.0299471)",,,
126753490,,residential,,False,False,127.128,"LINESTRING (-8.6414742 42.0306312, -8.6412354 42.0309544, -8.6411002 42.0310939, -8.6408989 42.0312263, -8.6407163 42.0312757, -8.6405368 42.0312821, -8.6403693 42.0312683)",,,
126753490,,residential,,False,True,63.548,"LINESTRING (-8.6414742 42.0306312, -8.6416501 42.0303786, -8.641668 42.0300918)",,,
404789164,,residential,,False,True,133.373,"LINESTRING (-8.6414742 42.0306312, -8.6412583 42.030551, -8.6412074 42.0304852, -8.6412449 42.0297759, -8.6412796 42.0295429)",,,
462678502,,residential,,False,False,2.432,"LINESTRING (-8.6457506 42.0254404, -8.6457219 42.0254355)",,,
412071356,,residential,,True,False,20.384,"LINESTRING (-8.6457506 42.0254404, -8.6457684 42.0254005, -8.6457845 42.0253746, -8.6458033 42.0253507, -8.6458247 42.0253287, -8.6458489 42.0253088, -8.6458811 42.0252889)",Rua José Maria Gonçalves,,
412071356,,residential,,True,False,14.614,"LINESTRING (-8.6457449 42.025571, -8.6457394 42.0255378, -8.6457389 42.025518, -8.6457416 42.0254842, -8.6457469 42.0254563, -8.6457506 42.0254404)",Rua José Maria Gonçalves,,
412848715,,residential,,True,False,15.312999999999999,"LINESTRING (-8.6457449 42.025571, -8.6457326 42.0255386, -8.6457295 42.0255304, -8.6457219 42.0254993, -8.6457192 42.0254654, -8.6457219 42.0254355)",,,
412848731,,residential,,True,False,26.924999999999997,"LINESTRING (-8.645969 42.0251803, -8.645908 42.025202, -8.6458533 42.0252183, -8.6458345 42.0252223, -8.6458082 42.0252266, -8.6457809 42.0252299, -8.6457587 42.0252311, -8.645737 42.0252301, -8.6457195 42.0252286, -8.6456987 42.0252259, -8.645681 42.0252219, -8.6456594 42.0252141)",,,
462325467,EN 13-9,residential,,True,False,21.247999999999998,"LINESTRING (-8.645969 42.0251803, -8.6459052 42.0252072, -8.6458515 42.0252351, -8.6458113 42.025261, -8.6457776 42.0253024)",Rua José Maria Gonçalves,,
443454775,EN 13-9,residential,,True,False,5.4719999999999995,"LINESTRING (-8.645696 42.0253945, -8.6456879 42.0254244, -8.6456851 42.025443)",Rua José Maria Gonçalves,,
1054361644,EN 13;EN 101,primary,roundabout,True,False,11.104,"LINESTRING (-8.6422925 42.0267589, -8.6422383 42.0267293, -8.6421746 42.0267135)",EN 101,,
30641239,EN 13;EN 101,primary,roundabout,True,False,19.134999999999998,"LINESTRING (-8.6423466 42.0269184, -8.6423555 42.0268759, -8.642349 42.0268331, -8.6423274 42.0267932, -8.6422925 42.0267589)",EN 101,,
358895017,EN 101,primary,,True,False,299.87700000000007,"LINESTRING (-8.6423466 42.0269184, -8.6425336 42.026832, -8.6425953 42.0268012, -8.6426919 42.0267533, -8.6428528 42.0266637, -8.642936 42.0266199, -8.6429923 42.026592, -8.643054 42.0265641, -8.6431237 42.0265362, -8.6432006 42.026508, -8.6432726 42.0264839, -8.6433364 42.0264635, -8.6434134 42.0264425, -8.6435019 42.0264206, -8.6435958 42.0263987, -8.644323 42.0262489, -8.6449925 42.0261131, -8.6454591 42.0260184, -8.6455147 42.0260071, -8.6456073 42.0259822, -8.6457085 42.0259793)",Avenida dos Bombeiros Voluntários,,2
443454775,EN 13-9,residential,,True,False,12.673,"LINESTRING (-8.6457776 42.0253024, -8.6457416 42.0253208, -8.6457201 42.0253467, -8.6457067 42.0253706, -8.645696 42.0253945)",Rua José Maria Gonçalves,,
443454779,,residential,,True,False,8.793,"LINESTRING (-8.6457776 42.0253024, -8.6457997 42.025304, -8.6458238 42.025302, -8.6458453 42.025298, -8.6458811 42.0252889)",,,
443454782,,residential,,True,False,14.065999999999999,"LINESTRING (-8.6457776 42.0253024, -8.6457687 42.0252878, -8.6457567 42.0252741, -8.645738 42.0252602, -8.6457059 42.0252396, -8.6456843 42.0252266, -8.6456594 42.0252141)",,,
412848731,,residential,,True,False,26.837,"LINESTRING (-8.6456594 42.0252141, -8.6453818 42.0250887)",,,
412848719,,residential,,True,False,15.672,"LINESTRING (-8.6456605 42.0252606, -8.6456736 42.0252741, -8.6456843 42.0252881, -8.6456924 42.025306, -8.6456977 42.0253239, -8.6457008 42.0253438, -8.6457007 42.0253706, -8.645696 42.0253945)",,,
412848724,,residential,,True,False,11.064,"LINESTRING (-8.6456605 42.0252606, -8.645682 42.025276, -8.6457058 42.0252881, -8.6457246 42.025294, -8.6457487 42.025301, -8.6457776 42.0253024)",,,
462678502,,residential,,False,True,2.432,"LINESTRING (-8.6457219 42.0254355, -8.6457506 42.0254404)",,,
462678503,,residential,,False,False,3.152,"LINESTRING (-8.6457219 42.0254355, -8.6456851 42.025443)",,,
