osmid,oneway,name,highway,reversed,length,geometry,bridge,ref,tunnel,lanes,maxspeed,junction
101957137,False,Avenida. António Sardinha,secondary,True,19.311,"LINESTRING (-7.1686331 38.876518, -7.1686034 38.8765698, -7.1685911 38.8766163, -7.1685788 38.8766851)",,ER 373,,,,
"[880750169, 44308806]",True,,secondary,False,40.32,"LINESTRING (-7.1662613 38.8847263, -7.1661073 38.8847719, -7.1659474 38.8848394, -7.1658841 38.884918)",,ER 246,,2,90,roundabout
880750168,True,,secondary,False,6.798,"LINESTRING (-7.1664244 38.8849801, -7.1664657 38.8849281)",,ER 246,,2,90,roundabout
44308806,True,,secondary,False,25.0,"LINESTRING (-7.1658841 38.884918, -7.1658652 38.8849748, -7.16589 38.8850293, -7.1659381 38.8850725, -7.1659919 38.8851019)",,ER 246,,2,90,roundabout
207627511,True,,secondary,False,524.094,"LINESTRING (-7.1658841 38.884918, -7.1657253 38.8849826, -7.1655926 38.8850341, -7.1651057 38.8852232, -7.1646551 38.8853902, -7.1642099 38.8854884, -7.1631236 38.8856951, -7.1628688 38.8857154, -7.1625201 38.8857008, -7.1622063 38.8856444, -7.161879 38.8855531, -7.1613238 38.8853109, -7.1609 38.8851105, -7.1606014 38.884966, -7.1603225 38.8848087)",,,,,,
101823732,True,Avenida de Badajoz,primary,False,16.561999999999998,"LINESTRING (-7.1688095 38.876994, -7.1687857 38.8769479, -7.1687488 38.8769074, -7.168701 38.8768746)",,EN 4,,2,50,roundabout
101823732,True,Avenida de Badajoz,primary,False,18.595,"LINESTRING (-7.1684076 38.8772348, -7.1684737 38.8772562, -7.1685447 38.8772635, -7.1686157 38.8772562)",,EN 4,,2,50,roundabout
102591106,True,,residential,False,50.808,"LINESTRING (-7.1684076 38.8772348, -7.1684281 38.8773489, -7.1684422 38.8774163, -7.1684537 38.8774878, -7.1684869 38.8776875)",,,,,50,
101823732,True,Avenida de Badajoz,primary,False,27.939,"LINESTRING (-7.1687119 38.8772193, -7.168768 38.8771741, -7.1688047 38.8771182, -7.168819 38.8770564, -7.1688095 38.876994)",,EN 4,,2,50,roundabout
101823732,True,Avenida de Badajoz,primary,False,35.623000000000005,"LINESTRING (-7.1683773 38.8768813, -7.1683205 38.8769276, -7.1682839 38.876985, -7.1682708 38.8770483, -7.1682825 38.8771117, -7.1683178 38.8771696)",,EN 4,,2,50,roundabout
101957173,True,Avenida de Badajoz,primary,False,129.63,"LINESTRING (-7.1683773 38.8768813, -7.1681952 38.8769273, -7.1681075 38.8769282, -7.1680209 38.8769152, -7.1677604 38.8768682, -7.1669217 38.8767108)",,EN 4,,2,50,
101823732,True,Avenida de Badajoz,primary,False,25.267,"LINESTRING (-7.168701 38.8768746, -7.168636 38.8768488, -7.1685646 38.8768372, -7.1684917 38.8768407, -7.1684227 38.8768591)",,EN 4,,2,50,roundabout
101957111,True,,secondary,False,23.813,"LINESTRING (-7.168701 38.8768746, -7.168631 38.8767981, -7.1686006 38.8767412, -7.1685788 38.8766851)",,EN 373,,,50,
27770738,True,,residential,False,49.385000000000005,"LINESTRING (-7.1684869 38.8776875, -7.1685308 38.8774853, -7.1685532 38.8774125, -7.1685852 38.8773534, -7.1685961 38.8773187, -7.1686157 38.8772562)",,,,,50,
"[102591104, 1156136491, 1156136492, 880750179]",False,Viaduto entrada da cidade de Elvas,residential,False,253.30900000000003,"LINESTRING (-7.1684869 38.8776875, -7.1684726 38.8777746, -7.1684464 38.8778629, -7.1684072 38.8779355, -7.1683549 38.8780074, -7.1682842 38.8780753, -7.1682011 38.8781347, -7.1681099 38.8781835, -7.1679982 38.878228, -7.1678781 38.8782529, -7.1676913 38.8782674, -7.1674834 38.8782725, -7.1672648 38.8782844, -7.1671185 38.8782815, -7.1670779 38.8782826, -7.1665695 38.8782938, -7.1664693 38.8783083, -7.1664133 38.878333, -7.1663641 38.8783737, -7.1662105 38.8785364, -7.1661513 38.8785956)",yes,,,,,
101823732,True,Avenida de Badajoz,primary,False,9.33,"LINESTRING (-7.1686157 38.8772562, -7.1686662 38.8772415, -7.1687119 38.8772193)",,EN 4,,2,50,roundabout
101957137,False,Avenida. António Sardinha,secondary,False,19.311,"LINESTRING (-7.1685788 38.8766851, -7.1685911 38.8766163, -7.1686034 38.8765698, -7.1686331 38.876518)",,ER 373,,,,
101957140,True,,secondary,False,23.671,"LINESTRING (-7.1685788 38.8766851, -7.1684838 38.8768047, -7.1684227 38.8768591)",,EN 373,,,50,
101957173,True,Avenida de Badajoz,primary,False,19.535,"LINESTRING (-7.1669217 38.8767108, -7.1667039 38.8766648)",,EN 4,,2,50,
207627519,True,Avenida Dom Sancho Manue,residential,False,19.811,"LINESTRING (-7.1669217 38.8767108, -7.1668958 38.8766762, -7.1668812 38.8766574, -7.1668738 38.8766365, -7.1668687 38.8766147, -7.1668664 38.8765922, -7.1668711 38.8765426)",,,,,,
101957216,False,Avenida Conde de Cantanhede,residential,False,7.15,"LINESTRING (-7.1658811 38.8763648, -7.1658813 38.8763005)",,,,,,
101957216,False,Avenida Conde de Cantanhede,residential,True,7.15,"LINESTRING (-7.1658813 38.8763005, -7.1658811 38.8763648)",,,,,,
101957137,False,Avenida. António Sardinha,secondary,True,72.54299999999999,"LINESTRING (-7.1692986 38.8761241, -7.1686663 38.8764845, -7.1686331 38.876518)",,ER 373,,,,
104297912,True,,secondary,False,13.412,"LINESTRING (-7.1587203 38.8831609, -7.1587232 38.8831369, -7.1587165 38.8831133, -7.1587008 38.8830926, -7.1586776 38.8830766, -7.1586491 38.883067)",,,,,,roundabout
159171712,True,,residential,False,20.351,"LINESTRING (-7.1587203 38.8831609, -7.1587548 38.8831258, -7.1587892 38.8830982, -7.1588274 38.8830774, -7.1589027 38.8830515)",,,,,,
104297912,True,,secondary,False,10.030000000000001,"LINESTRING (-7.1586491 38.883067, -7.1586203 38.8830646, -7.1585919 38.8830688, -7.1585662 38.8830793, -7.1585455 38.8830951)",,,,,,roundabout
104297912,True,,secondary,False,18.968000000000004,"LINESTRING (-7.1585455 38.8830951, -7.1585308 38.8831166, -7.1585254 38.8831406, -7.1585299 38.8831647, -7.1585439 38.8831865, -7.158566 38.8832038, -7.1585939 38.8832149, -7.1586248 38.8832187)",,,,,,roundabout
104297912,True,,secondary,False,3.674,"LINESTRING (-7.1586248 38.8832187, -7.1586459 38.8832169, -7.158666 38.8832116)",,,,,,roundabout
114285017,True,Rua da Carreira,residential,False,64.906,"LINESTRING (-7.1629027 38.8794612, -7.1629529 38.8800436)",,,,,,
"[1146472211, 114285021]",True,"['Rua da Carreira', 'Rua dos Chilões']",residential,False,53.199,"LINESTRING (-7.1629027 38.8794612, -7.1627379 38.8794181, -7.1626713 38.8793553, -7.1625102 38.879187, -7.1624792 38.8791412)",,,,,,
114285022,True,Rua da Cadeia,residential,False,26.156,"LINESTRING (-7.1647386 38.8799569, -7.1644365 38.879952)",,,,,,
1155862893,True,Rua de João Pereira d' Abreu,residential,False,25.484,"LINESTRING (-7.1647386 38.8799569, -7.1647958 38.8799889, -7.1648408 38.8800304, -7.1649354 38.8801252)",,,,,,
157181543,True,Rua Isabel Maria Picão,residential,False,78.173,"LINESTRING (-7.1639285 38.8808191, -7.1641574 38.8806941, -7.1641877 38.8806775, -7.1643677 38.8805595, -7.1645155 38.8804561, -7.1646504 38.8804009)",,,,,,
146920852,True,,residential,False,16.835,"LINESTRING (-7.1629529 38.8800436, -7.1627684 38.8800915)",,,,,,
880750176,True,Rua Arco do Relógio,residential,False,26.159999999999997,"LINESTRING (-7.1629529 38.8800436, -7.1629467 38.8801128, -7.1629686 38.8801656, -7.1630391 38.8802614)",,,,,,
159171710,False,Rua Mouzinho de Albuquerque,residential,False,35.364000000000004,"LINESTRING (-7.1604501 38.8794823, -7.160364 38.8795415, -7.1601866 38.8796818, -7.1601669 38.8797096)",,,,,,
1155862886,True,Avenida de São Domingos,residential,False,22.415,"LINESTRING (-7.1604501 38.8794823, -7.1605498 38.8793745, -7.1605642 38.8793346, -7.1605732 38.8793082)",,,,,,
159171715,True,Rua do Padrão,residential,False,76.892,"LINESTRING (-7.1610836 38.8798864, -7.1609295 38.8799596, -7.1605486 38.8801329, -7.1603689 38.8802247, -7.1603331 38.8802537)",,,,,,
440050265,True,Rua Governador Sanches Manuel,residential,False,71.91499999999999,"LINESTRING (-7.1610836 38.8798864, -7.1607943 38.8797703, -7.1604501 38.8794823)",,,,,,
440050265,True,Rua Governador Sanches Manuel,residential,False,8.925,"LINESTRING (-7.1613899 38.8800893, -7.161303 38.8800461)",,,,,,
207627522,False,Travessa das Almas,residential,True,22.675,"LINESTRING (-7.1613899 38.8800893, -7.1614891 38.8802186, -7.1614976 38.8802715)",,,,,,
746034570,False,Portas do Sol,residential,True,20.738,"LINESTRING (-7.1637149 38.8809304, -7.1637731 38.8810063, -7.1637944 38.881103)",,,,,,
880750175,True,Praça da República,residential,False,22.249000000000002,"LINESTRING (-7.1637149 38.8809304, -7.1638509 38.8808589, -7.1639285 38.8808191)",,,,,,
743180656,True,Rua das Portas de Poente,residential,False,85.584,"LINESTRING (-7.164639 38.8812486, -7.1646179 38.8812487, -7.1645516 38.8812492, -7.1644328 38.8812406, -7.1643962 38.8811889, -7.1643628 38.8811609, -7.1642475 38.881142, -7.1641407 38.8810993, -7.1640496 38.8809531, -7.1639285 38.8808191)",,,,,,
207627522,False,Travessa das Almas,residential,False,14.709,"LINESTRING (-7.1615759 38.8803889, -7.1614976 38.8802715)",,,,,,
207627522,False,Travessa das Almas,residential,True,22.961,"LINESTRING (-7.1615759 38.8803889, -7.1617244 38.88056)",,,,,,
440050253,True,Rua do Espírito Santo,residential,False,89.65499999999999,"LINESTRING (-7.1615759 38.8803889, -7.1611601 38.8806876, -7.1608847 38.8808838, -7.1608209 38.8809403)",,,,,,
239249632,True,Rua de São Lourenço,residential,False,37.977000000000004,"LINESTRING (-7.162323 38.8801436, -7.1621637 38.8801226, -7.1618946 38.8801743)",,,,,,
"[157181547, 1150915718]",True,Travessa da Fonte de São Lourenço,residential,False,56.41,"LINESTRING (-7.162323 38.8801436, -7.1622887 38.8801701, -7.1621729 38.8802368, -7.1620284 38.8803401, -7.1618828 38.880426, -7.1618439 38.8804808)",,,,,,
188234507,False,Avenida de São Domingos,residential,False,43.135999999999996,"LINESTRING (-7.1620518 38.8777127, -7.1621472 38.8776627, -7.1622755 38.8776071, -7.162483 38.8775188)",,,,,,
188234507,False,Avenida de São Domingos,residential,True,45.18599999999999,"LINESTRING (-7.1620518 38.8777127, -7.1617376 38.8778703, -7.1616186 38.8779391)",,,,,,
188234512,False,Faceira da Cisterna,residential,False,19.762,"LINESTRING (-7.1672672 38.8798879, -7.1671165 38.8797544)",,,,,,
440050250,False,,residential,False,134.245,"LINESTRING (-7.1672672 38.8798879, -7.1673778 38.8798174, -7.1674249 38.8798019, -7.167478 38.879803, -7.1675738 38.8798206, -7.1677004 38.879844, -7.1677775 38.8798601, -7.1678631 38.8798796, -7.1679616 38.8799216, -7.1679894 38.8799558, -7.1680018 38.8799989, -7.167998 38.8805322)",,,,,,
"[157181546, 743527555, 743527554]",True,"['Rua de Andrade Gonçalves', 'Rua Andrade Gonçalves']",residential,False,41.446,"LINESTRING (-7.1646504 38.8804009, -7.1648098 38.8803732, -7.1648288 38.8803688, -7.1648542 38.880358, -7.1648845 38.8803268, -7.1648961 38.880304, -7.1648981 38.880273, -7.1649042 38.880251, -7.1649186 38.8802301, -7.1649768 38.8801811)",,,yes,,,
188234512,False,Faceira da Cisterna,residential,False,13.809,"LINESTRING (-7.1669747 38.8796245, -7.166866 38.8795336)",,,,,,
188234512,False,Faceira da Cisterna,residential,True,18.967,"LINESTRING (-7.1669747 38.8796245, -7.1670987 38.8797349, -7.1671165 38.8797544)",,,,,,
188234512,False,Faceira da Cisterna,residential,True,20.132,"LINESTRING (-7.1667653 38.8793704, -7.166866 38.8795336)",,,,,,
188234512,False,Faceira da Cisterna,residential,False,53.185,"LINESTRING (-7.1667653 38.8793704, -7.1667266 38.8792463, -7.1666956 38.879173, -7.1664824 38.8789557)",,,,,,
188234511,False,Avenida 14 de Janeiro,residential,False,10.844000000000001,"LINESTRING (-7.1660218 38.8810584, -7.1659622 38.8810873, -7.1659155 38.88111)",,,,,,
188234511,False,Avenida 14 de Janeiro,residential,True,80.315,"LINESTRING (-7.1660218 38.8810584, -7.1661463 38.8810183, -7.1662378 38.8809993, -7.1663601 38.8809733, -7.1665239 38.8809385, -7.1669145 38.880865)",,,,,,
157181542,True,Rua Tenente Passos e Sousa,residential,False,30.864,"LINESTRING (-7.1639123 38.8812441, -7.1640454 38.8815016)",,,,,,
163989047,False,Rua de Martins Mendes,residential,False,39.701,"LINESTRING (-7.1639123 38.8812441, -7.1636062 38.8813215, -7.1635178 38.8813538, -7.1634827 38.8813673)",,,,,,
746034570,False,Portas do Sol,residential,False,18.778,"LINESTRING (-7.1639123 38.8812441, -7.163841 38.8811713, -7.1637944 38.881103)",,,,,,
163988960,False,Rua dos Quartéis,residential,False,9.958,"LINESTRING (-7.1659155 38.88111, -7.1658224 38.8811626)",,,,,,
188234511,False,Avenida 14 de Janeiro,residential,True,10.844000000000001,"LINESTRING (-7.1659155 38.88111, -7.1659622 38.8810873, -7.1660218 38.8810584)",,,,,,
743180658,False,Largo de São Martinho,residential,False,36.702,"LINESTRING (-7.1659155 38.88111, -7.1658276 38.8810125, -7.1657192 38.880997, -7.1655704 38.8810444)",,,,,,
539273999,False,Beco das Freiras,residential,True,19.374,"LINESTRING (-7.1640454 38.8815016, -7.1639111 38.8815551, -7.1638562 38.8815925)",,,,,,
1160214497,False,Rua Tenente Passos e Sousa,residential,False,14.961,"LINESTRING (-7.1640454 38.8815016, -7.1640695 38.8815444, -7.1640991 38.8815635, -7.1641256 38.8815802, -7.1641628 38.8815922)",,,,,,
188234512,False,Faceira da Cisterna,residential,False,20.132,"LINESTRING (-7.166866 38.8795336, -7.1667653 38.8793704)",,,,,,
188234512,False,Faceira da Cisterna,residential,True,13.809,"LINESTRING (-7.166866 38.8795336, -7.1669747 38.8796245)",,,,,,
188234511,False,Avenida 14 de Janeiro,residential,False,100.825,"LINESTRING (-7.167998 38.8805322, -7.1669145 38.880865)",,,,,,
440050250,False,,residential,True,134.245,"LINESTRING (-7.167998 38.8805322, -7.1680018 38.8799989, -7.1679894 38.8799558, -7.1679616 38.8799216, -7.1678631 38.8798796, -7.1677775 38.8798601, -7.1677004 38.879844, -7.1675738 38.8798206, -7.167478 38.879803, -7.1674249 38.8798019, -7.1673778 38.8798174, -7.1672672 38.8798879)",,,,,,
207627505,True,Rua de João Pereira d' Abreu,residential,False,16.941,"LINESTRING (-7.1656088 38.8805701, -7.1657669 38.8806599)",,,,,,
163988998,True,Rua das Alcoutinas,residential,False,160.029,"LINESTRING (-7.1656088 38.8805701, -7.1660361 38.8801359, -7.1664923 38.8797209, -7.166866 38.8795336)",,,,,,
157181546,True,Rua de Andrade Gonçalves,residential,False,74.424,"LINESTRING (-7.1638586 38.8803995, -7.1639195 38.8803751, -7.1640866 38.8803058, -7.1641635 38.8802863, -7.164236 38.8802829, -7.1643231 38.8802943, -7.1644157 38.8803225, -7.1645444 38.8803873, -7.1646504 38.8804009)",,,,,,
157181549,False,Rua da Pedra,residential,False,64.797,"LINESTRING (-7.161068 38.8796001, -7.1612648 38.8795142, -7.1614669 38.879417, -7.1616395 38.8793349, -7.1617082 38.8792985)",,,,,,
159171734,True,Rua da Guarda,residential,False,57.855,"LINESTRING (-7.161068 38.8796001, -7.1609843 38.8795029, -7.1609323 38.8794536, -7.1609017 38.8794276, -7.1608183 38.8793831, -7.1607942 38.87938, -7.1607522 38.8793761, -7.1607188 38.8793733, -7.1606778 38.8793723, -7.1606485 38.8793712, -7.1606201 38.8793652, -7.1606034 38.8793547, -7.160588 38.8793414, -7.1605732 38.8793082)",,,,,,
1155862894,False,Rua de João Pereira d' Abreu,residential,True,7.175,"LINESTRING (-7.1649768 38.8801811, -7.1649354 38.8801252)",,,,,,
207627505,True,Rua de João Pereira d' Abreu,residential,False,30.608999999999998,"LINESTRING (-7.1649768 38.8801811, -7.1651677 38.8803268, -7.1652368 38.880367)",,,,,,
188234511,False,Avenida 14 de Janeiro,residential,True,100.825,"LINESTRING (-7.1669145 38.880865, -7.167998 38.8805322)",,,,,,
188234511,False,Avenida 14 de Janeiro,residential,False,80.315,"LINESTRING (-7.1669145 38.880865, -7.1665239 38.8809385, -7.1663601 38.8809733, -7.1662378 38.8809993, -7.1661463 38.8810183, -7.1660218 38.8810584)",,,,,,
1155862891,True,Rua do Passo,residential,False,58.46999999999999,"LINESTRING (-7.1669145 38.880865, -7.1668823 38.880784, -7.1668603 38.8807651, -7.1668294 38.8807463, -7.1668009 38.8807369, -7.1667775 38.8807266, -7.1667498 38.8807085, -7.1667304 38.8806765, -7.1667289 38.8806436, -7.1667499 38.8806123, -7.1667508 38.8805893, -7.1667339 38.8805692, -7.1666075 38.8804873, -7.1665938 38.8804559)",,,,,,
157181544,True,Rua da Cadeia,residential,False,13.366,"LINESTRING (-7.1653809 38.8795428, -7.1653481 38.8795534, -7.1652358 38.8795838)",,,,,,
163988994,False,,residential,False,11.3,"LINESTRING (-7.1653809 38.8795428, -7.1653455 38.8795324, -7.1653135 38.8795213, -7.1652916 38.8795047, -7.1652788 38.8794861)",,,,,,
163989003,True,Rua de António Tomás Pires,residential,False,44.282,"LINESTRING (-7.1653809 38.8795428, -7.1655044 38.8795595, -7.1656277 38.8795583, -7.1658852 38.879517)",,,,,,
163989018,False,Rua de João de Quintal,residential,True,138.537,"LINESTRING (-7.1652368 38.880367, -7.1657957 38.8799706, -7.1661667 38.879702, -7.1663583 38.8794855)",,,,,,
207627505,True,Rua de João Pereira d' Abreu,residential,False,39.342,"LINESTRING (-7.1652368 38.880367, -7.1654379 38.8804717, -7.1656088 38.8805701)",,,,,,
114285020,True,Rua de Olivença,residential,False,192.023,"LINESTRING (-7.162483 38.8775188, -7.1624616 38.8776434, -7.1624565 38.8779948, -7.1624739 38.8781858, -7.1624987 38.8783633, -7.1626928 38.8788943, -7.1628638 38.8791937)",,,,,,
188234507,False,Avenida de São Domingos,residential,True,43.135999999999996,"LINESTRING (-7.162483 38.8775188, -7.1622755 38.8776071, -7.1621472 38.8776627, -7.1620518 38.8777127)",,,,,,
"[880750181, 880750183]",False,Avenida Garcia da Orta,residential,False,45.974,"LINESTRING (-7.162483 38.8775188, -7.1625694 38.8774984, -7.162822 38.8774389, -7.1629939 38.8774064)",,,,,,
163988993,False,Arco dos Pregos,residential,False,35.663000000000004,"LINESTRING (-7.1637944 38.881103, -7.1637325 38.8810919, -7.1636706 38.8810997, -7.163617 38.8811127, -7.1634721 38.8811516, -7.1633963 38.8811588)",,,,,,
746034570,False,Portas do Sol,residential,False,20.738,"LINESTRING (-7.1637944 38.881103, -7.1637731 38.8810063, -7.1637149 38.8809304)",,,,,,
746034570,False,Portas do Sol,residential,True,18.778,"LINESTRING (-7.1637944 38.881103, -7.163841 38.8811713, -7.1639123 38.8812441)",,,,,,
157181540,True,Rua de Brás Coelho,residential,False,92.289,"LINESTRING (-7.1627684 38.8800915, -7.1626886 38.8801483, -7.1624658 38.8802478, -7.1623315 38.8803219, -7.1621434 38.8804048, -7.1619856 38.8804687, -7.1618439 38.8804808)",,,,,,
239249632,True,Rua de São Lourenço,residential,False,36.571,"LINESTRING (-7.1627684 38.8800915, -7.1627043 38.8800713, -7.1626281 38.8800743, -7.1623591 38.8801259)",,,,,,
157181537,True,Avenida da Fonte de São Lourenço,residential,False,13.585,"LINESTRING (-7.1618439 38.8804808, -7.1617244 38.88056)",,,,,,
188234507,False,Avenida de São Domingos,residential,True,159.551,"LINESTRING (-7.1616186 38.8779391, -7.1601708 38.8788271)",,,,,,
157181538,False,Rua das Parreiras ao Colégio,residential,False,33.461,"LINESTRING (-7.1616186 38.8779391, -7.1616328 38.877978, -7.1616551 38.8780528, -7.1616809 38.8781456, -7.1617272 38.8782267)",,,,,,
188234507,False,Avenida de São Domingos,residential,False,45.18599999999999,"LINESTRING (-7.1616186 38.8779391, -7.1617376 38.8778703, -7.1620518 38.8777127)",,,,,,
163989009,True,Rua Tenente Passos e Sousa,residential,False,29.353,"LINESTRING (-7.1641628 38.8815922, -7.1642334 38.8815608, -7.1643028 38.8815426, -7.1643584 38.8815565, -7.1644016 38.881578, -7.1644584 38.881616)",,,,,,
1160214497,False,Rua Tenente Passos e Sousa,residential,False,25.043000000000003,"LINESTRING (-7.1641628 38.8815922, -7.1641568 38.8816351, -7.1641709 38.881674, -7.1641977 38.8817059, -7.164207 38.8817401, -7.1641888 38.8818072)",,,,,,
1160214497,False,Rua Tenente Passos e Sousa,residential,True,14.961,"LINESTRING (-7.1641628 38.8815922, -7.1641256 38.8815802, -7.1640991 38.8815635, -7.1640695 38.8815444, -7.1640454 38.8815016)",,,,,,
188234512,False,Faceira da Cisterna,residential,True,19.762,"LINESTRING (-7.1671165 38.8797544, -7.1672672 38.8798879)",,,,,,
188234512,False,Faceira da Cisterna,residential,False,18.967,"LINESTRING (-7.1671165 38.8797544, -7.1670987 38.8797349, -7.1669747 38.8796245)",,,,,,
1155862894,False,Rua de João Pereira d' Abreu,residential,False,7.175,"LINESTRING (-7.1649354 38.8801252, -7.1649768 38.8801811)",,,,,,
163988958,True,Rua de São Francisco,residential,False,103.715,"LINESTRING (-7.1649354 38.8801252, -7.1649683 38.8800903, -7.1650216 38.8800624, -7.1654918 38.8798086, -7.1655761 38.8797664, -7.1657108 38.8796929, -7.1658631 38.8796371, -7.1659292 38.8796128)",,,,,,
188234507,False,Avenida de São Domingos,residential,False,159.551,"LINESTRING (-7.1601708 38.8788271, -7.1616186 38.8779391)",,,,,,
1155862887,True,Avenida de São Domingos,residential,False,94.82699999999998,"LINESTRING (-7.1601708 38.8788271, -7.1600963 38.8788652, -7.1600641 38.8789038, -7.160067 38.8789464, -7.1600806 38.8789971, -7.1600925 38.8790234, -7.1601145 38.8790477, -7.1601522 38.879074, -7.1602146 38.8791016, -7.1603108 38.8791393, -7.1603638 38.8791602, -7.1604174 38.879191, -7.1604493 38.8792183, -7.1604646 38.8792411, -7.1604782 38.8792788, -7.1604829 38.8793009, -7.1604821 38.8793245, -7.1604783 38.8793526, -7.1604749 38.8793792, -7.1604687 38.879419, -7.1604625 38.8794532, -7.1604501 38.8794823)",,,,,,
163989037,False,,residential,True,23.652,"LINESTRING (-7.1610824 38.8824923, -7.1609496 38.8826782)",,,,,,
159171686,False,,residential,True,56.101,"LINESTRING (-7.1610824 38.8824923, -7.1611791 38.8825313, -7.1612112 38.8825319, -7.1613855 38.8823691, -7.161407 38.8823372, -7.1614499 38.8823377, -7.1615281 38.8823581, -7.161588 38.8823738)",,,,,,
163989046,False,Rua da Azinheira,residential,True,68.304,"LINESTRING (-7.1610824 38.8824923, -7.161084 38.8824629, -7.1610683 38.8824449, -7.1606927 38.8822482, -7.1608559 38.8820801)",,,,,,
239249628,False,Rua Nova Vicente,residential,False,75.24000000000001,"LINESTRING (-7.1610824 38.8824923, -7.1609734 38.8825235, -7.160904 38.882522, -7.1602754 38.8823127)",,,,,,
159171693,False,,residential,True,10.404,"LINESTRING (-7.1614499 38.8798572, -7.1615438 38.8797988)",,,,,,
159171734,True,Rua da Guarda,residential,False,45.477000000000004,"LINESTRING (-7.1614499 38.8798572, -7.1612679 38.8798033, -7.1611534 38.8797094, -7.161068 38.8796001)",,,,,,
159171693,False,,residential,False,10.404,"LINESTRING (-7.1615438 38.8797988, -7.1614499 38.8798572)",,,,,,
159171724,False,Rua do Escorregadio,residential,False,47.575,"LINESTRING (-7.1615438 38.8797988, -7.1615595 38.879752, -7.1619612 38.879537)",,,,,,
159171725,False,,residential,True,50.761,"LINESTRING (-7.1615438 38.8797988, -7.1616805 38.8797967, -7.16182 38.8797925, -7.1619809 38.8797821, -7.1621191 38.8797395)",,,,,,
159171695,False,Rua das Manas,residential,False,25.704,"LINESTRING (-7.1595485 38.8807282, -7.1592804 38.8808276)",,,,,,
159171695,False,Rua das Manas,residential,True,26.964,"LINESTRING (-7.1595485 38.8807282, -7.1597291 38.8805945, -7.1597681 38.8805567)",,,,,,
159171696,False,Rua da Figueira,residential,True,96.407,"LINESTRING (-7.1595485 38.8807282, -7.1595793 38.8807858, -7.1596035 38.8808954, -7.1596361 38.8810498, -7.1596641 38.8811541, -7.1597267 38.8812619, -7.1597981 38.8813751, -7.1598958 38.8815448)",,,,,,
159171695,False,Rua das Manas,residential,False,26.964,"LINESTRING (-7.1597681 38.8805567, -7.1597291 38.8805945, -7.1595485 38.8807282)",,,,,,
163989022,False,,residential,True,39.602000000000004,"LINESTRING (-7.1597681 38.8805567, -7.1597086 38.8805418, -7.1595804 38.880551, -7.1594012 38.8805537, -7.1593513 38.8804982)",,,,,,
163982388,True,,secondary,False,20.576,"LINESTRING (-7.15993 38.8845851, -7.1599407 38.884662, -7.1599366 38.8846941, -7.1599285 38.8847174, -7.1599046 38.8847652)",,,,,,
