osmid,ref,highway,maxspeed,oneway,reversed,length,geometry,lanes,bridge
21158130,552,secondary,50,False,False,28.62,"LINESTRING (21.5239086 48.6294303, 21.5240196 48.6293056, 21.5241022 48.629207)",2,
21158130,552,secondary,50,False,True,34.748,"LINESTRING (21.5239086 48.6294303, 21.5238328 48.6294993, 21.5237758 48.6295396, 21.5236825 48.6295954, 21.5235716 48.6296457)",2,
1038663618,3374,tertiary,50,False,True,27.517,"LINESTRING (21.5234884 48.6283718, 21.523303 48.6281568)",,
120003195,,residential,,False,False,99.492,"LINESTRING (21.5234884 48.6283718, 21.5232025 48.6285238, 21.5228914 48.6287038, 21.522717 48.6288146, 21.522488 48.628973)",,
1038663618,3374,tertiary,50,False,False,103.488,"LINESTRING (21.5234884 48.6283718, 21.5235494 48.6284426, 21.5237824 48.6287131, 21.5238686 48.6288249, 21.5239135 48.628883, 21.5240077 48.6290399, 21.5240538 48.6291168, 21.5241022 48.629207)",,
120003195,,residential,,False,True,99.49199999999999,"LINESTRING (21.522488 48.628973, 21.522717 48.6288146, 21.5228914 48.6287038, 21.5232025 48.6285238, 21.5234884 48.6283718)",,
21158130,552,secondary,50,False,False,34.748,"LINESTRING (21.5235716 48.6296457, 21.5236825 48.6295954, 21.5237758 48.6295396, 21.5238328 48.6294993, 21.5239086 48.6294303)",2,
380238083,,residential,,False,True,21.796999999999997,"LINESTRING (21.5235716 48.6296457, 21.5236519 48.6296508, 21.523703 48.6296733, 21.5237256 48.6297108, 21.5237393 48.6297719)",,
91324252,,residential,,False,True,39.97,"LINESTRING (21.5237393 48.6297719, 21.5239086 48.6294303)",,
91324252,,residential,,False,False,166.66899999999998,"LINESTRING (21.5237393 48.6297719, 21.5233943 48.6303134, 21.5230504 48.6308186, 21.5229021 48.6310127, 21.5227905 48.6311316)",,
380238083,,residential,,False,False,21.797000000000004,"LINESTRING (21.5237393 48.6297719, 21.5237256 48.6297108, 21.523703 48.6296733, 21.5236519 48.6296508, 21.5235716 48.6296457)",,
1076895134,,residential,,False,True,73.565,"LINESTRING (21.5268517 48.6283749, 21.5268892 48.6282322, 21.5269053 48.6281338, 21.5269147 48.6280434, 21.5268879 48.6279698, 21.5268422 48.6279237, 21.526747 48.6278541, 21.5266251 48.6277907)",,
1056928766,552,secondary,50,False,False,50.759,"LINESTRING (21.526082 48.6280727, 21.5266251 48.6277907)",2,
1056928765,,residential,,False,False,168.771,"LINESTRING (21.526082 48.6280727, 21.5260522 48.628048, 21.5260394 48.6279846, 21.5260188 48.627859, 21.5260041 48.627711, 21.5260156 48.627584, 21.5260483 48.6274282, 21.5260961 48.6272285, 21.5261033 48.6269779, 21.526106 48.6268849, 21.5261242 48.6267791, 21.5261456 48.6266805, 21.5262016 48.6266477, 21.5262267 48.6265883)",,
"[1082023233, 1082023234, 21158130]",552,secondary,50,False,True,192.812,"LINESTRING (21.526082 48.6280727, 21.5255883 48.6283496, 21.5254582 48.6284219, 21.5250178 48.6286605, 21.5247834 48.6287877, 21.5246435 48.6288637, 21.5244591 48.628963, 21.5243686 48.6290144, 21.5243129 48.6290519, 21.524202 48.6291284, 21.5241022 48.629207)",2,yes
1056928765,,residential,,False,True,168.771,"LINESTRING (21.5262267 48.6265883, 21.5262016 48.6266477, 21.5261456 48.6266805, 21.5261242 48.6267791, 21.526106 48.6268849, 21.5261033 48.6269779, 21.5260961 48.6272285, 21.5260483 48.6274282, 21.5260156 48.627584, 21.5260041 48.627711, 21.5260188 48.627859, 21.5260394 48.6279846, 21.5260522 48.628048, 21.526082 48.6280727)",,
120003205,,residential,,False,True,256.552,"LINESTRING (21.5251176 48.6264656, 21.5252705 48.6266092, 21.5253322 48.6266641, 21.5253433 48.6267125, 21.5252799 48.6268281, 21.5251847 48.6269664, 21.5251297 48.6270737, 21.5250733 48.6271331, 21.5249951 48.6271948, 21.5248843 48.6272634, 21.524663 48.6273954, 21.5242057 48.6276427, 21.523303 48.6281568)",,
