osmid,oneway,name,highway,maxspeed,reversed,length,geometry,width,lanes,access,bridge,junction
"[1000444112, 177114121, 207125821]",False,"['Osojna pot', 'Ulica na grad']",residential,30,False,243.07799999999997,"LINESTRING (14.5083398 46.0462402, 14.5084076 46.0462734, 14.5084875 46.0463108, 14.508574 46.04634, 14.5086572 46.046361, 14.5087741 46.0463873, 14.5088188 46.0464031, 14.5089522 46.0464629, 14.5090533 46.0465144, 14.5091509 46.0465762, 14.5091772 46.0465929, 14.5090917 46.0466342, 14.5089863 46.0466716, 14.5088921 46.0466998, 14.5088585 46.0467075, 14.508817 46.0467121, 14.5087611 46.0467139, 14.5086732 46.0467174, 14.5085093 46.0467341, 14.5084659 46.0467408, 14.5083789 46.0467617, 14.508344 46.0467756, 14.5083147 46.0467936, 14.5082716 46.0468294, 14.5081829 46.0469038, 14.5081087 46.0469804, 14.5080481 46.0470576, 14.5080295 46.0470901, 14.5080226 46.047107, 14.5080186 46.0471229, 14.5080198 46.0471361, 14.5080245 46.0471503, 14.50803 46.0471612, 14.5080392 46.0471702, 14.5080485 46.0471758, 14.5080614 46.0471808, 14.5080782 46.0471857, 14.5081022 46.047191, 14.5081305 46.047194, 14.5081607 46.047194, 14.5082596 46.0471852, 14.5086194 46.0471392)",,,,,
"[5033216, 1123890937, 423653442]",False,"['Levstikov trg', 'Gornji trg', 'Rožna ulica']",residential,30,"[False, True]",148.21,"LINESTRING (14.5083398 46.0462402, 14.5082868 46.0462639, 14.5077764 46.0458643, 14.5076075 46.0459065, 14.5074375 46.0459372, 14.5068707 46.0460209, 14.5067188 46.046035)",,,,,
887358258,False,Krakovski nasip,residential,,False,3.125,"LINESTRING (14.5052201 46.0458224, 14.5052193 46.0458505)",,1,,,
"[5033216, 1123890937, 423653442]",False,"['Gornji trg', 'Levstikov trg', 'Rožna ulica']",residential,30,"[False, True]",148.20999999999998,"LINESTRING (14.5067188 46.046035, 14.5068707 46.0460209, 14.5074375 46.0459372, 14.5076075 46.0459065, 14.5077764 46.0458643, 14.5082868 46.0462639, 14.5083398 46.0462402)",,,,,
"[1055194742, 744631990]",False,Levstikov trg,residential,30,False,25.198999999999998,"LINESTRING (14.5067188 46.046035, 14.5067067 46.0458994, 14.5066877 46.0458096)",6,,,,
"[1118936755, 5037006]",False,Levstikov trg,residential,30,True,70.2,"LINESTRING (14.5067188 46.046035, 14.5066535 46.0460985, 14.5066604 46.0462232, 14.5066815 46.046607, 14.506684 46.0466514)",,,,,
157997728,True,Gosposka ulica,residential,,False,100.816,"LINESTRING (14.5044068 46.0485815, 14.5044131 46.048527, 14.5043507 46.048272, 14.5042533 46.0478672, 14.5042369 46.0477682, 14.5042314 46.0477489, 14.5042174 46.047726, 14.504201 46.0477111, 14.5041805 46.0476971)",,,yes,,
157997730,False,Gosposka ulica,residential,30,False,96.177,"LINESTRING (14.5044068 46.0485815, 14.5044681 46.048939, 14.5044745 46.0489761, 14.5045107 46.049197, 14.5045501 46.0494407)",,,yes,,
17256809,True,Turjaška ulica,residential,,False,73.496,"LINESTRING (14.5041805 46.0476971, 14.5034487 46.0477822, 14.5033636 46.0477921, 14.5032413 46.0478064)",,,yes,,
157997731,False,Gosposka ulica,residential,,True,69.142,"LINESTRING (14.5041805 46.0476971, 14.5041689 46.0476829, 14.5041629 46.0476686, 14.5041465 46.0476087, 14.5040988 46.0474441, 14.5039844 46.0470912)",,,yes,,
4854319,False,Vegova ulica,residential,,False,97.171,"LINESTRING (14.5035842 46.0487257, 14.5037843 46.0492681, 14.5038863 46.0495447, 14.5038984 46.0495719)",,,yes,,
"[1122513069, 4854319]",False,Vegova ulica,residential,,True,105.593,"LINESTRING (14.5035842 46.0487257, 14.5035593 46.0486579, 14.5034829 46.0484497, 14.5034504 46.048361, 14.5034379 46.0483268, 14.5033729 46.0481495, 14.5033091 46.047983, 14.5032627 46.0478621, 14.5032413 46.0478064)",,,yes,,
5033237,True,Peternelova ulica,residential,,False,65.478,"LINESTRING (14.5035842 46.0487257, 14.5037898 46.0486898, 14.5044068 46.0485815)",,,yes,,
5033253,False,Tomšičeva ulica,residential,30,True,83.74,"LINESTRING (14.5009549 46.0522372, 14.5010199 46.0522231, 14.5012555 46.052172, 14.501493 46.0521205, 14.5015554 46.0521068, 14.5019228 46.0520272, 14.5019906 46.0520125)",7,1,,,
"[1120556305, 4342870]",False,Beethovnova ulica,residential,30,True,107.03399999999999,"LINESTRING (14.5019906 46.0520125, 14.5019722 46.0519707, 14.5018082 46.0515969, 14.5016219 46.0511735, 14.5015864 46.0510917)",,,,,
5033253,False,Tomšičeva ulica,residential,30,False,83.74000000000001,"LINESTRING (14.5019906 46.0520125, 14.5019228 46.0520272, 14.5015554 46.0521068, 14.501493 46.0521205, 14.5012555 46.052172, 14.5010199 46.0522231, 14.5009549 46.0522372)",7,1,,,
977084450,False,Tomšičeva ulica,residential,30,True,78.742,"LINESTRING (14.5019906 46.0520125, 14.5020359 46.0520031, 14.5020853 46.0519928, 14.5027489 46.0518548, 14.502968 46.0518092)",8,1,delivery,,
1118761354,True,Beethovnova ulica,residential,30,False,77.986,"LINESTRING (14.5019906 46.0520125, 14.5020103 46.0520567, 14.502079 46.0522105, 14.5021105 46.0522812, 14.5021732 46.0524233, 14.5022618 46.0526248, 14.5022874 46.0526829)",,,,,
977084450,False,Tomšičeva ulica,residential,30,False,78.74199999999999,"LINESTRING (14.502968 46.0518092, 14.5027489 46.0518548, 14.5020853 46.0519928, 14.5020359 46.0520031, 14.5019906 46.0520125)",8,1,delivery,,
1115590335,False,Župančičeva ulica,residential,30,False,101.07899999999998,"LINESTRING (14.5016325 46.053773, 14.501604 46.0537066, 14.5012906 46.0529773, 14.5012804 46.0529537, 14.5012581 46.0529019)",,,,,
1115590335,False,Župančičeva ulica,residential,30,True,60.872,"LINESTRING (14.5016325 46.053773, 14.5016701 46.0538604, 14.5018329 46.0542393, 14.5018446 46.0542665, 14.501858 46.0542976)",,,,,
"[5032985, 1171323802]",False,Štefanova ulica,residential,30,False,83.914,"LINESTRING (14.5016325 46.053773, 14.5017215 46.0537664, 14.5020709 46.0536926, 14.5021211 46.053682, 14.502493 46.0536035, 14.5026762 46.0535648)",12.8,,,,
39753284,False,Levstikov trg,primary,50,True,50.193,"LINESTRING (14.5060417 46.0458603, 14.5064441 46.0458339, 14.5065968 46.0458203, 14.5066877 46.0458096)",,3,,,
"[1055194744, 39753287, 39753286, 974840223]",False,"['Levstikov trg', 'Zoisova cesta']",primary,50,False,63.539,"LINESTRING (14.5060417 46.0458603, 14.5059507 46.0458636, 14.5058922 46.0458652, 14.5058347 46.0458668, 14.505813 46.0458664, 14.5053579 46.0458585, 14.5053439 46.0458583, 14.5053113 46.0458562, 14.5052193 46.0458505)",,3,,yes,
"[1000444112, 177114121, 207125821]",False,"['Osojna pot', 'Ulica na grad']",residential,30,True,243.07799999999997,"LINESTRING (14.5086194 46.0471392, 14.5082596 46.0471852, 14.5081607 46.047194, 14.5081305 46.047194, 14.5081022 46.047191, 14.5080782 46.0471857, 14.5080614 46.0471808, 14.5080485 46.0471758, 14.5080392 46.0471702, 14.50803 46.0471612, 14.5080245 46.0471503, 14.5080198 46.0471361, 14.5080186 46.0471229, 14.5080226 46.047107, 14.5080295 46.0470901, 14.5080481 46.0470576, 14.5081087 46.0469804, 14.5081829 46.0469038, 14.5082716 46.0468294, 14.5083147 46.0467936, 14.508344 46.0467756, 14.5083789 46.0467617, 14.5084659 46.0467408, 14.5085093 46.0467341, 14.5086732 46.0467174, 14.5087611 46.0467139, 14.508817 46.0467121, 14.5088585 46.0467075, 14.5088921 46.0466998, 14.5089863 46.0466716, 14.5090917 46.0466342, 14.5091772 46.0465929, 14.5091509 46.0465762, 14.5090533 46.0465144, 14.5089522 46.0464629, 14.5088188 46.0464031, 14.5087741 46.0463873, 14.5086572 46.046361, 14.508574 46.04634, 14.5084875 46.0463108, 14.5084076 46.0462734, 14.5083398 46.0462402)",,,,,
5032985,False,Štefanova ulica,residential,30,True,89.166,"LINESTRING (14.5037817 46.0533315, 14.5033239 46.0534281, 14.5032617 46.0534412, 14.5028118 46.0535362, 14.5027511 46.053549, 14.5026762 46.0535648)",12.8,,,,
157997731,False,Gosposka ulica,residential,,False,12.609,"LINESTRING (14.5039436 46.0469814, 14.5039844 46.0470912)",,,yes,,
"[66452128, 17257128]",False,"['Križevniška soteska', 'Križevniška ulica']",residential,,"[False, True]",144.031,"LINESTRING (14.5039436 46.0469814, 14.503853 46.0466329, 14.5038499 46.0465914, 14.5038559 46.0465646, 14.5038918 46.0465358, 14.5039849 46.0465132, 14.5044287 46.0464445, 14.5050692 46.0463725)",,,yes,,
995557124,False,Trg francoske revolucije,residential,,True,62.46,"LINESTRING (14.5039436 46.0469814, 14.5033865 46.0470431, 14.5031444 46.0470699)",,,yes,,
"[1122513069, 4854319]",False,Vegova ulica,residential,,False,105.593,"LINESTRING (14.5032413 46.0478064, 14.5032627 46.0478621, 14.5033091 46.047983, 14.5033729 46.0481495, 14.5034379 46.0483268, 14.5034504 46.048361, 14.5034829 46.0484497, 14.5035593 46.0486579, 14.5035842 46.0487257)",,,yes,,
"[1122513069, 1122513070]",False,Vegova ulica,residential,,True,60.663,"LINESTRING (14.5032413 46.0478064, 14.5032233 46.0477595, 14.503203 46.0477064, 14.5031061 46.0474557, 14.5030488 46.0473694, 14.5029804 46.0472959)",,,yes,,
157997730,False,Gosposka ulica,residential,30,True,96.177,"LINESTRING (14.5045501 46.0494407, 14.5045107 46.049197, 14.5044745 46.0489761, 14.5044681 46.048939, 14.5044068 46.0485815)",,,yes,,
1115590335,False,Župančičeva ulica,residential,30,False,60.872,"LINESTRING (14.501858 46.0542976, 14.5018446 46.0542665, 14.5018329 46.0542393, 14.5016701 46.0538604, 14.5016325 46.053773)",,,,,
4854319,False,Vegova ulica,residential,,True,97.171,"LINESTRING (14.5038984 46.0495719, 14.5038863 46.0495447, 14.5037843 46.0492681, 14.5035842 46.0487257)",,,yes,,
39753284,False,Levstikov trg,primary,50,False,50.193,"LINESTRING (14.5066877 46.0458096, 14.5065968 46.0458203, 14.5064441 46.0458339, 14.5060417 46.0458603)",,3,,,
"[744631990, 1055194742]",False,Levstikov trg,residential,30,True,25.198999999999998,"LINESTRING (14.5066877 46.0458096, 14.5067067 46.0458994, 14.5067188 46.046035)",6,,,,
157997731,False,Gosposka ulica,residential,,True,12.609,"LINESTRING (14.5039844 46.0470912, 14.5039436 46.0469814)",,,yes,,
157997731,False,Gosposka ulica,residential,,False,69.14200000000001,"LINESTRING (14.5039844 46.0470912, 14.5040988 46.0474441, 14.5041465 46.0476087, 14.5041629 46.0476686, 14.5041689 46.0476829, 14.5041805 46.0476971)",,,yes,,
157997862,False,Salendrova ulica,residential,,False,92.27699999999999,"LINESTRING (14.5039844 46.0470912, 14.5040641 46.0470807, 14.5042278 46.0470638, 14.5044365 46.0470543, 14.5048125 46.0470524, 14.5051761 46.0470623)",,,yes,,
781415317,False,Slovenska cesta,tertiary,50,False,116.72399999999999,"LINESTRING (14.5012268 46.0473275, 14.5012161 46.0472882, 14.5011997 46.0472253, 14.5010087 46.0464887, 14.5009915 46.0464198, 14.5009603 46.0462942)",,3,,,
"[1121250512, 781416273, 939499546, 995555607]",False,Slovenska cesta,tertiary,50,True,200.532,"LINESTRING (14.5012268 46.0473275, 14.5012414 46.0473838, 14.5012554 46.0474371, 14.5012968 46.0475938, 14.5013417 46.0477665, 14.5013773 46.0479166, 14.5014231 46.0480618, 14.501448 46.0481191, 14.5014734 46.0481608, 14.5016656 46.0484767, 14.5016848 46.0485087, 14.5017936 46.0486847, 14.5019107 46.0488741, 14.5019613 46.0489541, 14.5020131 46.0490353)",,3,,,
"[746627561, 974840226, 974840225, 1055194729]",False,Zoisova cesta,primary,50,True,124.43700000000001,"LINESTRING (14.5009603 46.0462942, 14.5011381 46.0462674, 14.5012086 46.0462566, 14.5014142 46.0462261, 14.501826 46.0461737, 14.5021991 46.0461214, 14.5024344 46.0460904, 14.502542 46.0460777)",,"['3', '5']",,,
781415317,False,Slovenska cesta,tertiary,50,True,116.724,"LINESTRING (14.5009603 46.0462942, 14.5009915 46.0464198, 14.5010087 46.0464887, 14.5011997 46.0472253, 14.5012161 46.0472882, 14.5012268 46.0473275)",,3,,,
"[880413312, 310578755, 150342293, 1215807513, 939499547]",False,"['Šubičeva ulica', 'Slovenska cesta']",tertiary,50,"[False, True]",309.921,"LINESTRING (14.5020131 46.0490353, 14.5020501 46.0490941, 14.5020844 46.0491483, 14.5022945 46.0494944, 14.5023494 46.0495844, 14.5025432 46.0499172, 14.5025821 46.0499965, 14.5026269 46.0500887, 14.5027149 46.0503081, 14.502829 46.0505997, 14.5028474 46.0507011, 14.5028564 46.0507865, 14.5027117 46.0508198, 14.5025984 46.0508471, 14.5021373 46.0509584, 14.5019102 46.0510143, 14.5018776 46.051022, 14.5018142 46.0510364, 14.5015864 46.0510917)",,"['2', '3']",,,
"[1121250512, 781416273, 939499546, 995555607]",False,Slovenska cesta,tertiary,50,False,200.532,"LINESTRING (14.5020131 46.0490353, 14.5019613 46.0489541, 14.5019107 46.0488741, 14.5017936 46.0486847, 14.5016848 46.0485087, 14.5016656 46.0484767, 14.5014734 46.0481608, 14.501448 46.0481191, 14.5014231 46.0480618, 14.5013773 46.0479166, 14.5013417 46.0477665, 14.5012968 46.0475938, 14.5012554 46.0474371, 14.5012414 46.0473838, 14.5012268 46.0473275)",,3,,,
"[1055194728, 1097792485]",False,Emonska cesta,residential,30,False,43.015,"LINESTRING (14.5026044 46.045697, 14.5025992 46.0457936, 14.5025959 46.0459074, 14.5025957 46.0459658, 14.502542 46.0460777)",4,1,,,
150342302,True,Rimska cesta,residential,30,False,110.39,"LINESTRING (14.5026236 46.0471208, 14.5023515 46.0471438, 14.5014275 46.047289, 14.5013128 46.0473052, 14.5012268 46.0473275)",,,,,
461404502,True,,residential,30,False,5.915000000000001,"LINESTRING (14.5026236 46.0471208, 14.502626 46.0471121, 14.5026301 46.0471037, 14.5026358 46.0470958, 14.5026431 46.0470885, 14.5026517 46.047082, 14.5026616 46.0470763)",,,,,roundabout
690284954,True,,residential,30,False,16.970000000000002,"LINESTRING (14.5027746 46.0471768, 14.5027618 46.0471831, 14.5027477 46.0471879, 14.5027326 46.0471909, 14.5027169 46.0471921, 14.5027013 46.0471914, 14.502686 46.0471888, 14.5026715 46.0471845, 14.5026584 46.0471786, 14.5026469 46.0471712, 14.5026373 46.0471625, 14.5026301 46.0471528, 14.5026253 46.0471425, 14.5026231 46.0471317, 14.5026236 46.0471208)",,,,,roundabout
995557123,False,Vegova ulica,residential,,False,20.963,"LINESTRING (14.5027746 46.0471768, 14.5028155 46.047217, 14.5028661 46.0472464, 14.5029804 46.0472959)",,,yes,,
66452127,False,Trg francoske revolucije,residential,,False,28.994,"LINESTRING (14.5027949 46.0470969, 14.5028621 46.0470614, 14.5030045 46.0470412, 14.5031444 46.0470699)",,,yes,,
331489809,True,,residential,30,False,9.758,"LINESTRING (14.5027949 46.0470969, 14.5028022 46.0471083, 14.5028061 46.0471206, 14.5028065 46.0471331, 14.5028034 46.0471455, 14.5027968 46.0471572, 14.5027871 46.0471677, 14.5027746 46.0471768)",,,,,roundabout
"[975052746, 4854290]",False,Hieronimova ulica,residential,30,False,113.12700000000001,"LINESTRING (14.5026616 46.0470763, 14.5026243 46.0470228, 14.5025928 46.0469655, 14.5025477 46.0468362, 14.5025063 46.0463185, 14.5025006 46.046226, 14.5024986 46.0461845, 14.502542 46.0460777)",,,,,
995557122,True,,residential,30,False,11.839,"LINESTRING (14.5026616 46.0470763, 14.502684 46.0470682, 14.5027091 46.0470646, 14.5027346 46.047066, 14.5027586 46.0470722, 14.5027793 46.0470828, 14.5027949 46.0470969)",,,,,roundabout
"[1118936755, 5037006]",False,Levstikov trg,residential,30,False,70.2,"LINESTRING (14.506684 46.0466514, 14.5066815 46.046607, 14.5066604 46.0462232, 14.5066535 46.0460985, 14.5067188 46.046035)",,,,,
995557123,False,Vegova ulica,residential,,True,20.963,"LINESTRING (14.5029804 46.0472959, 14.5028661 46.0472464, 14.5028155 46.047217, 14.5027746 46.0471768)",,,yes,,
995557126,False,Vegova ulica,residential,,True,29.192999999999998,"LINESTRING (14.5029804 46.0472959, 14.5029827 46.0472375, 14.5030069 46.0471906, 14.5030463 46.0471473, 14.5031444 46.0470699)",,,yes,,
"[1122513069, 1122513070]",False,Vegova ulica,residential,,False,60.663,"LINESTRING (14.5029804 46.0472959, 14.5030488 46.0473694, 14.5031061 46.0474557, 14.503203 46.0477064, 14.5032233 46.0477595, 14.5032413 46.0478064)",,,yes,,
887358258,False,Krakovski nasip,residential,,True,3.125,"LINESTRING (14.5052193 46.0458505, 14.5052201 46.0458224)",,1,,,
"[974840223, 1055194744, 39753286, 39753287]",False,"['Levstikov trg', 'Zoisova cesta']",primary,50,True,63.539,"LINESTRING (14.5052193 46.0458505, 14.5053113 46.0458562, 14.5053439 46.0458583, 14.5053579 46.0458585, 14.505813 46.0458664, 14.5058347 46.0458668, 14.5058922 46.0458652, 14.5059507 46.0458636, 14.5060417 46.0458603)",,3,,yes,
"[974840224, 1055194745, 887358259]",False,Zoisova cesta,primary,50,False,209.02499999999998,"LINESTRING (14.5052193 46.0458505, 14.505136 46.0458452, 14.505056 46.0458409, 14.5049069 46.0458298, 14.5047607 46.0458302, 14.5046169 46.0458376, 14.5036198 46.0459453, 14.5032396 46.0459898, 14.5027755 46.0460409, 14.5027345 46.0460459, 14.502542 46.0460777)",,3,,,
66452127,False,Trg francoske revolucije,residential,,True,28.994,"LINESTRING (14.5031444 46.0470699, 14.5030045 46.0470412, 14.5028621 46.0470614, 14.5027949 46.0470969)",,,yes,,
995557124,False,Trg francoske revolucije,residential,,False,62.46,"LINESTRING (14.5031444 46.0470699, 14.5033865 46.0470431, 14.5039436 46.0469814)",,,yes,,
995557126,False,Vegova ulica,residential,,False,29.193000000000005,"LINESTRING (14.5031444 46.0470699, 14.5030463 46.0471473, 14.5030069 46.0471906, 14.5029827 46.0472375, 14.5029804 46.0472959)",,,yes,,
157997862,False,Salendrova ulica,residential,,True,92.27699999999999,"LINESTRING (14.5051761 46.0470623, 14.5048125 46.0470524, 14.5044365 46.0470543, 14.5042278 46.0470638, 14.5040641 46.0470807, 14.5039844 46.0470912)",,,yes,,
"[17257128, 66452128]",False,"['Križevniška soteska', 'Križevniška ulica']",residential,,"[False, True]",144.031,"LINESTRING (14.5050692 46.0463725, 14.5044287 46.0464445, 14.5039849 46.0465132, 14.5038918 46.0465358, 14.5038559 46.0465646, 14.5038499 46.0465914, 14.503853 46.0466329, 14.5039436 46.0469814)",,,yes,,
