osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,access,geometry
507846490,True,2,Calle 42,primary,40,False,154.844,MEX 295,,"LINESTRING (-88.2020991 20.6872117, -88.2020169 20.6862662, -88.2019717 20.6858243)"
26996154,True,2,Calle 40,primary,40,False,147.665,MEX 295,,"LINESTRING (-88.2007365 20.6859186, -88.2008436 20.6872428)"
445128814,True,,Calle 47,residential,40,False,129.021,,,"LINESTRING (-88.2007365 20.6859186, -88.2013249 20.6858962, -88.2018464 20.6858407, -88.2019717 20.6858243)"
445128814,True,,Calle 47,residential,40,False,178.92399999999998,,,"LINESTRING (-88.1990169 20.6859098, -88.1996444 20.6859131, -88.200629 20.6859259, -88.2007365 20.6859186)"
318165653,True,,Calle 44,residential,,False,127.133,,,"LINESTRING (-88.2033262 20.6885362, -88.2034625 20.6896724)"
26658265,True,,Calle 43,residential,40,False,147.032,,,"LINESTRING (-88.2033262 20.6885362, -88.2039826 20.6885352, -88.2046409 20.6885328, -88.2047393 20.6885253)"
507846490,True,2,Calle 42,primary,40,False,142.399,MEX 295,,"LINESTRING (-88.2021961 20.6884891, -88.2020991 20.6872117)"
26658265,True,,Calle 43,residential,40,False,117.765,,,"LINESTRING (-88.2021961 20.6884891, -88.2032759 20.6885255, -88.2033262 20.6885362)"
26658265,True,,Calle 43,residential,40,False,128.775,,,"LINESTRING (-88.2009586 20.6885125, -88.2012006 20.6885062, -88.201306 20.6885053, -88.2018967 20.6884873, -88.2021507 20.6884888, -88.2021961 20.6884891)"
26996154,True,2,Calle 40,primary,40,False,127.68799999999999,MEX 295,,"LINESTRING (-88.2009586 20.6885125, -88.2009769 20.6888693, -88.201035 20.6895114, -88.2010609 20.6896561)"
26658265,True,,Calle 43,residential,40,False,183.147,,,"LINESTRING (-88.1991984 20.6884886, -88.2008601 20.6885172, -88.2009586 20.6885125)"
355835996,True,1,Calle 38,residential,40,False,129.945,,,"LINESTRING (-88.1991984 20.6884886, -88.1991919 20.6882604, -88.1991649 20.6873204)"
355835996,True,1,Calle 38,residential,40,False,125.363,,,"LINESTRING (-88.1994341 20.6919442, -88.1993976 20.6908173)"
619248581,True,,Calle 37,tertiary,40,False,144.52,,,"LINESTRING (-88.1994341 20.6919442, -88.1980461 20.6920007)"
53297711,True,2,Calle 39,primary,40,False,180.76500000000001,MEX 180,yes,"LINESTRING (-88.1993976 20.6908173, -88.1995359 20.6908179, -88.1997633 20.6908201, -88.2002279 20.6908215, -88.2003487 20.6908206, -88.2005927 20.6908188, -88.2009907 20.6908051, -88.2011343 20.6907913)"
355835996,True,1,Calle 38,residential,40,False,135.40800000000002,,,"LINESTRING (-88.1993976 20.6908173, -88.1993491 20.6901264, -88.1993436 20.6900519, -88.1993456 20.6899989, -88.1993162 20.6896022)"
355836119,True,,Calle 46,residential,40,False,155.823,,,"LINESTRING (-88.2053887 20.6945939, -88.2052708 20.6931969)"
384268315,False,,Calle 33,tertiary,40,True,88.507,,,"LINESTRING (-88.2053887 20.6945939, -88.2062346 20.6945081)"
384268315,False,,Calle 33,tertiary,40,False,137.159,,,"LINESTRING (-88.2053887 20.6945939, -88.2053033 20.6946308, -88.2046708 20.6947109, -88.2043836 20.6947403, -88.2041843 20.6947596, -88.2040888 20.6947439)"
384268315,False,,Calle 33,tertiary,40,True,137.159,,,"LINESTRING (-88.2040888 20.6947439, -88.2041843 20.6947596, -88.2043836 20.6947403, -88.2046708 20.6947109, -88.2053033 20.6946308, -88.2053887 20.6945939)"
26659002,False,,Calle 33,residential,40,False,185.137,,,"LINESTRING (-88.1996509 20.6947256, -88.1995209 20.6947072, -88.1987965 20.6945982, -88.1978891 20.6944909)"
996160577,True,1,Calle 38,residential,40,False,162.34699999999998,,,"LINESTRING (-88.1996509 20.6947256, -88.1996048 20.693349, -88.1995878 20.6932678)"
26659002,False,,Calle 33,residential,40,True,185.13699999999997,,,"LINESTRING (-88.1978891 20.6944909, -88.1987965 20.6945982, -88.1995209 20.6947072, -88.1996509 20.6947256)"
360883005,True,1,Calle 36,residential,40,False,136.21,,,"LINESTRING (-88.1979652 20.693268, -88.1978914 20.6944538, -88.1978891 20.6944909)"
375186812,False,,Calle 35,residential,40,True,168.808,,,"LINESTRING (-88.1979652 20.693268, -88.1982224 20.6932758, -88.1986263 20.693268, -88.1995878 20.6932678)"
355835996,True,1,Calle 38,residential,40,False,148.044,,,"LINESTRING (-88.1995878 20.6932678, -88.1994351 20.6919554, -88.1994341 20.6919442)"
375186812,False,,Calle 35,residential,40,False,168.808,,,"LINESTRING (-88.1995878 20.6932678, -88.1986263 20.693268, -88.1982224 20.6932758, -88.1979652 20.693268)"
996160578,True,,Calle 35,residential,40,False,180.036,,,"LINESTRING (-88.1995878 20.6932678, -88.2012206 20.6931929, -88.2013166 20.6931933)"
310899071,False,2,Calle 34,residential,40,True,122.035,,,"LINESTRING (-88.1969144 20.6874016, -88.196929 20.688499)"
329383687,True,,Calle 45,residential,40,False,113.46499999999999,,,"LINESTRING (-88.198002 20.6873254, -88.1969971 20.6873995, -88.1969144 20.6874016)"
360883005,True,1,Calle 36,residential,40,False,129.556,,,"LINESTRING (-88.198002 20.6873254, -88.1980318 20.6880649, -88.1980473 20.6884513, -88.1980488 20.6884897)"
360883005,True,1,Calle 36,residential,40,False,152.71699999999998,,,"LINESTRING (-88.1979286 20.6859537, -88.1979945 20.6871848, -88.198002 20.6873254)"
445128814,True,,Calle 47,residential,40,False,113.339,,,"LINESTRING (-88.1979286 20.6859537, -88.1985717 20.6859376, -88.1989643 20.6859131, -88.1990169 20.6859098)"
26658265,True,,Calle 43,residential,40,False,119.58700000000002,,,"LINESTRING (-88.1980488 20.6884897, -88.1991583 20.6884886, -88.1991731 20.6884886, -88.1991984 20.6884886)"
360883005,True,1,Calle 36,residential,40,False,121.434,,,"LINESTRING (-88.1980488 20.6884897, -88.1981561 20.6895019, -88.1981547 20.6895768)"
310899071,False,2,Calle 34,residential,40,False,122.035,,,"LINESTRING (-88.196929 20.688499, -88.1969144 20.6874016)"
26658265,True,,Calle 43,residential,40,False,116.49700000000001,,,"LINESTRING (-88.196929 20.688499, -88.1978016 20.6884875, -88.1980488 20.6884897)"
310899071,False,2,Calle 34,residential,40,True,118.993,,,"LINESTRING (-88.196929 20.688499, -88.1968944 20.6894926, -88.1968951 20.6895686)"
360883005,True,1,Calle 36,residential,40,False,141.168,,,"LINESTRING (-88.1980461 20.6920007, -88.1979659 20.6932542, -88.1979652 20.693268)"
355836119,True,,Calle 46,residential,40,False,127.993,,,"LINESTRING (-88.2051072 20.691921, -88.2050242 20.6913314, -88.2050125 20.6912588, -88.2049679 20.6909834, -88.2049352 20.6907813)"
619248581,True,,Calle 37,tertiary,40,False,136.69899999999998,,,"LINESTRING (-88.2051072 20.691921, -88.2041812 20.6919261, -88.2041263 20.6919264, -88.2037931 20.6919293)"
26658984,True,,Calle 35,residential,40,False,103.833,,,"LINESTRING (-88.2052708 20.6931969, -88.2062675 20.6931459)"
355836119,True,,Calle 46,residential,40,False,142.891,,,"LINESTRING (-88.2052708 20.6931969, -88.2051072 20.691921)"
355835996,True,1,Calle 38,residential,40,False,124.432,,,"LINESTRING (-88.1993162 20.6896022, -88.1991984 20.6884886)"
50548503,True,2,Calle 41,primary,60,False,120.87799999999999,MEX 180,yes,"LINESTRING (-88.1993162 20.6896022, -88.1988404 20.6896017, -88.1981547 20.6895768)"
310899071,False,2,Calle 34,residential,40,False,118.993,,,"LINESTRING (-88.1968951 20.6895686, -88.1968944 20.6894926, -88.196929 20.688499)"
885682041,True,,Calle 46,residential,40,False,123.864,,,"LINESTRING (-88.2046407 20.687028, -88.2045687 20.6859161)"
360441633,False,2,Calle 45,residential,20,False,152.876,,,"LINESTRING (-88.2046407 20.687028, -88.2045499 20.6870334, -88.2033488 20.6871212, -88.2031756 20.6871353)"
360441633,False,2,Calle 45,residential,20,True,134.293,,,"LINESTRING (-88.2046407 20.687028, -88.2046962 20.6870251, -88.2050311 20.6870137, -88.2051514 20.6870106, -88.2054063 20.6869689, -88.2057969 20.6869753, -88.2059271 20.6869674)"
360441633,False,2,Calle 45,residential,20,False,134.293,,,"LINESTRING (-88.2059271 20.6869674, -88.2057969 20.6869753, -88.2054063 20.6869689, -88.2051514 20.6870106, -88.2050311 20.6870137, -88.2046962 20.6870251, -88.2046407 20.687028)"
363250381,True,,Calle 48,residential,40,False,195.199,,,"LINESTRING (-88.2059271 20.6869674, -88.2059873 20.6876556, -88.2060531 20.6880025, -88.2061594 20.6883789, -88.2062386 20.688636, -88.20627 20.6886834)"
363250381,True,,Calle 48,residential,40,False,113.869,,,"LINESTRING (-88.2062873 20.689721, -88.2062418 20.6907088, -88.2062451 20.690744)"
885696016,True,2,Calle 41,primary,60,False,148.697,MEX 180,yes,"LINESTRING (-88.2062873 20.689721, -88.2056418 20.6897208, -88.2054783 20.689714, -88.2048584 20.6896935)"
235872015,True,,Calle 48,residential,40,False,150.10000000000002,,,"LINESTRING (-88.2062675 20.6931459, -88.2063279 20.6944015, -88.2063263 20.6944945)"
384268315,False,,Calle 33,tertiary,40,False,88.507,,,"LINESTRING (-88.2062346 20.6945081, -88.2053887 20.6945939)"
384268315,False,,Calle 33,tertiary,40,True,9.658,,,"LINESTRING (-88.2062346 20.6945081, -88.2063263 20.6944945)"
235872015,True,,Calle 48,residential,40,False,131.037,,,"LINESTRING (-88.2062451 20.690744, -88.206311 20.6918365, -88.2063115 20.6919207)"
26658984,True,,Calle 35,residential,40,False,140.016,,,"LINESTRING (-88.2039252 20.6931846, -88.2051817 20.6932034, -88.2052708 20.6931969)"
"[380247996, 355835997]",True,,Calle 44,residential,,False,174.22500000000002,,,"LINESTRING (-88.2039252 20.6931846, -88.2039574 20.6935133, -88.2040523 20.6944419, -88.2040888 20.6947439)"
421187862,False,,,residential,,True,32.863,,,"LINESTRING (-88.2042528 20.6859141, -88.2045687 20.6859161)"
421187862,False,,,residential,,False,32.863,,,"LINESTRING (-88.2045687 20.6859161, -88.2042528 20.6859141)"
885682041,True,,Calle 46,residential,40,False,121.665,,,"LINESTRING (-88.2048591 20.6896137, -88.2047393 20.6885253)"
26658273,True,2,Calzada de los Frailes,tertiary,40,False,179.586,,,"LINESTRING (-88.2048591 20.6896137, -88.2049573 20.689541, -88.2053154 20.6893133, -88.20627 20.6886834)"
