osmid,oneway,name,highway,reversed,length,bridge,geometry,lanes,ref
82251573,True,人民南路,secondary,False,292.531,,"LINESTRING (120.1605575 33.3512052, 120.1586248 33.3532824)",,
539225492,False,,residential,True,8.101,,"LINESTRING (120.1605575 33.3512052, 120.1604828 33.3511676)",,
61575546,True,世纪大道,primary,False,78.328,,"LINESTRING (120.1579181 33.3527314, 120.1585342 33.3532124)",3,S229
539225493,True,,secondary_link,False,75.522,,"LINESTRING (120.1579181 33.3527314, 120.1582963 33.3528764, 120.1585428 33.3529099, 120.1586801 33.3528655)",,
416935552,True,人民南路,secondary,False,216.699,,"LINESTRING (120.1590248 33.352689, 120.1604828 33.3511676)",,
539225493,True,,secondary_link,False,37.756,,"LINESTRING (120.1586801 33.3528655, 120.1587738 33.3528353, 120.1590248 33.352689)",,
539225494,True,,tertiary,False,251.23999999999998,,"LINESTRING (120.1586801 33.3528655, 120.1590199 33.3525239, 120.160378 33.3511067)",,
539225492,False,,residential,False,11.858,,"LINESTRING (120.160378 33.3511067, 120.1604828 33.3511676)",,
539225492,False,,residential,True,165.789,,"LINESTRING (120.160378 33.3511067, 120.1589128 33.3502552)",,
539225494,True,,tertiary,False,176.053,,"LINESTRING (120.160378 33.3511067, 120.1615697 33.3498755)",,
539225479,False,,residential,False,11.305,,"LINESTRING (120.1615697 33.3498755, 120.1616676 33.3499359)",,
539225479,False,,residential,True,173.116,,"LINESTRING (120.1615697 33.3498755, 120.1600703 33.3489508)",,
539225494,True,,tertiary,False,155.009,,"LINESTRING (120.1615697 33.3498755, 120.1625885 33.3487714)",,
591459994,False,,unclassified,False,30.153,,"LINESTRING (120.156391 33.3534083, 120.1561482 33.3532283)",,
416896043,True,世纪大道,primary,False,54.599,,"LINESTRING (120.1572078 33.352307, 120.1567659 33.3519832)",3,S229
"[835985784, 835985785]",False,,unclassified,True,142.061,yes,"LINESTRING (120.1572078 33.352307, 120.1564381 33.3529715, 120.1561482 33.3532283)",,
591459994,False,,unclassified,True,40.066,,"LINESTRING (120.1558256 33.3529891, 120.1561482 33.3532283)",,
122605005,False,开元路,tertiary,True,11.397,,"LINESTRING (120.1541716 33.345315, 120.1542702 33.345376)",,
591459994,False,,unclassified,False,40.066,,"LINESTRING (120.1561482 33.3532283, 120.1558256 33.3529891)",,
591459994,False,,unclassified,True,30.153,,"LINESTRING (120.1561482 33.3532283, 120.156391 33.3534083)",,
"[835985784, 835985785]",False,,unclassified,False,142.061,yes,"LINESTRING (120.1561482 33.3532283, 120.1564381 33.3529715, 120.1572078 33.352307)",,
