osmid,oneway,name,highway,reversed,length,geometry,lanes,maxspeed,ref,junction,tunnel
233521824,False,Rue John Fitzgerald Kennedy,tertiary,False,73.153,"LINESTRING (3.6185026 49.5652858, 3.6183384 49.5652149, 3.6183264 49.5652097, 3.6176908 49.5648918)",2,50,,,
152044495,False,Place du Père Marquette,residential,True,28.898,"LINESTRING (3.6176908 49.5648918, 3.617739 49.5648658, 3.618077 49.5648653)",,,,,
233521824,False,Rue John Fitzgerald Kennedy,tertiary,False,28.07,"LINESTRING (3.6176908 49.5648918, 3.6175806 49.5648392, 3.6173425 49.5647849)",2,50,,,
233521824,False,Rue John Fitzgerald Kennedy,tertiary,True,73.153,"LINESTRING (3.6176908 49.5648918, 3.6183264 49.5652097, 3.6183384 49.5652149, 3.6185026 49.5652858)",2,50,,,
157273984,True,Rue Saint-Jean,secondary,False,9.619,"LINESTRING (3.6194576 49.5645438, 3.6195874 49.5645239)",,30,,,
147910369,False,Avenue Aristide Briand,residential,True,288.596,"LINESTRING (3.6239786 49.5680314, 3.6241093 49.5679429, 3.6242318 49.5678727, 3.6243733 49.5678054, 3.624532 49.5677423, 3.624723 49.5676735, 3.62495 49.5676094, 3.6250687 49.5675714, 3.625209 49.5675135, 3.6253164 49.5674715, 3.6254428 49.5674069, 3.6255811 49.5673227, 3.6256738 49.5672591, 3.6257548 49.5671891, 3.6259724 49.566979, 3.6261086 49.5668536, 3.6261864 49.5667987, 3.6262752 49.5667528, 3.6263722 49.5667106, 3.6264777 49.5666798, 3.6265792 49.5666558, 3.6266863 49.5666402, 3.6268065 49.5666309, 3.6271538 49.5666003)",,,,,
357564037,False,Avenue Carnot,residential,True,33.144999999999996,"LINESTRING (3.6239786 49.5680314, 3.6239552 49.5680993, 3.623963 49.5681991, 3.6239688 49.568236, 3.6239833 49.568327)",,,,,
"[921837410, 157250511]",False,Avenue Jean Jaurès,residential,True,73.296,"LINESTRING (3.6239786 49.5680314, 3.6239363 49.5679954, 3.6238502 49.5679413, 3.6237691 49.5678929, 3.6235559 49.5677216, 3.6234738 49.5676896, 3.6233853 49.5676672, 3.6232068 49.5676327)",,,,,
157268097,False,Rue du Cloître Saint-Jean,unclassified,True,112.563,"LINESTRING (3.6182248 49.5645287, 3.6183053 49.5643119, 3.618096 49.5642659, 3.6177319 49.5641825, 3.6175517 49.5641647, 3.6174631 49.5643624, 3.6174455 49.5644329)",,,,,
157273984,True,Rue Saint-Jean,secondary,False,89.578,"LINESTRING (3.6182248 49.5645287, 3.6188102 49.5645836, 3.6191805 49.5645669, 3.6192351 49.5645623, 3.6194576 49.5645438)",,30,,,
"[233521242, 157280076]",True,"['Rue Saint-Martin', 'Place Saint-Julien']",secondary,False,143.71900000000002,"LINESTRING (3.6147106 49.5636505, 3.6153341 49.5638082, 3.6156168 49.5638983, 3.6162849 49.5641641, 3.6164907 49.5642227)",,,,,
28614309,True,Rue des Scots Irlandais,residential,False,40.233,"LINESTRING (3.6144957 49.5639844, 3.6147106 49.5636505)",,,,,
"[28617120, 157277566]",True,"['Rue du Cloître', 'Rue de la Herse']",residential,False,86.861,"LINESTRING (3.6234972 49.5635055, 3.623497 49.5637862, 3.6235542 49.5640327, 3.6235856 49.5641682, 3.6236426 49.5641602, 3.6237527 49.5641332)",,30,,,
107674450,True,Rue des Cordeliers,residential,False,20.0,"LINESTRING (3.6234972 49.5635055, 3.62368 49.5634699, 3.6237615 49.5634512)",,30,,,
192123874,True,Rue Enguerrand Quarton,residential,False,32.132,"LINESTRING (3.6242831 49.5629226, 3.6242984 49.5626338)",,,,,
28614312,True,Rue Enguerrand Quarton,residential,False,47.139,"LINESTRING (3.6242831 49.5629226, 3.6242972 49.563112, 3.6243164 49.5633193, 3.6243187 49.5633459)",,,,,
"[107674448, 28614315, 150198855]",False,"['Place du Parvis Gautier de Mortagne', 'Rue Jules Fouquet', 'Rue du Change']",residential,"[False, True]",101.33999999999999,"LINESTRING (3.623108 49.5648632, 3.6231025 49.5646404, 3.6230923 49.5645106, 3.6230862 49.5644378, 3.6236277 49.5644146, 3.6238338 49.5644167)",,,,,
150237854,True,Rue Sérurier,residential,False,124.57100000000001,"LINESTRING (3.623108 49.5648632, 3.623384 49.564891, 3.6234686 49.5648999, 3.6236533 49.5649021, 3.6239743 49.5648475, 3.6241043 49.5648258, 3.624579 49.5647379, 3.6247884 49.5646991)",,30,,,
"[746120002, 922057636]",False,Boulevard Michelet,residential,False,256.923,"LINESTRING (3.6143125 49.5630805, 3.6154273 49.5633847, 3.6161393 49.5634865, 3.6167077 49.5635628, 3.6176069 49.5637339, 3.6177015 49.5637653)",,,,,
"[746120002, 922057636]",False,Boulevard Michelet,residential,True,256.923,"LINESTRING (3.6177015 49.5637653, 3.6176069 49.5637339, 3.6167077 49.5635628, 3.6161393 49.5634865, 3.6154273 49.5633847, 3.6143125 49.5630805)",,,,,
157249303,False,Rue Léon Nanquette,residential,True,49.735,"LINESTRING (3.6239833 49.568327, 3.623837 49.5683305, 3.6237452 49.5683327, 3.6232939 49.5683268)",,,,,
357564036,False,Rue Roger Salengro,residential,False,53.43899999999999,"LINESTRING (3.6239833 49.568327, 3.6241339 49.5683186, 3.6242008 49.5683149, 3.6247227 49.5682959)",,,,,
357564037,False,Avenue Carnot,residential,False,33.144999999999996,"LINESTRING (3.6239833 49.568327, 3.6239688 49.568236, 3.623963 49.5681991, 3.6239552 49.5680993, 3.6239786 49.5680314)",,,,,
"[921837410, 157250511]",False,Avenue Jean Jaurès,residential,False,73.296,"LINESTRING (3.6232068 49.5676327, 3.6233853 49.5676672, 3.6234738 49.5676896, 3.6235559 49.5677216, 3.6237691 49.5678929, 3.6238502 49.5679413, 3.6239363 49.5679954, 3.6239786 49.5680314)",,,,,
157250511,False,Avenue Jean Jaurès,residential,True,60.631,"LINESTRING (3.6232068 49.5676327, 3.6230485 49.5676005, 3.6230337 49.5675975, 3.6224587 49.5674876, 3.622402 49.5674751)",,,,,
157250515,False,Rue Gérard Massé,residential,False,77.436,"LINESTRING (3.6232068 49.5676327, 3.6232189 49.5677293, 3.6232561 49.5680254, 3.6232939 49.5683268)",,,,,
157248570,False,Rampe Saint-Marcel,residential,False,67.32000000000001,"LINESTRING (3.6152776 49.5686027, 3.6152952 49.5684871, 3.6153612 49.5680574, 3.6153905 49.5680032)",,,,,
157249303,False,Rue Léon Nanquette,residential,False,344.84200000000004,"LINESTRING (3.6152776 49.5686027, 3.6154283 49.5685821, 3.6155184 49.56857, 3.6157409 49.5685398, 3.6160313 49.5685004, 3.6169551 49.5683749, 3.6170502 49.568362, 3.6178333 49.5682684, 3.6182733 49.5682159, 3.6185093 49.568202, 3.6188661 49.568175, 3.6191901 49.5681823, 3.6192307 49.568184, 3.6195242 49.5682012, 3.6195983 49.5682054, 3.619994 49.5682265)",,,,,
157249303,False,Rue Léon Nanquette,residential,False,49.735,"LINESTRING (3.6232939 49.5683268, 3.6237452 49.5683327, 3.623837 49.5683305, 3.6239833 49.568327)",,,,,
157249303,False,Rue Léon Nanquette,residential,True,162.685,"LINESTRING (3.6232939 49.5683268, 3.6226443 49.5683232, 3.6223202 49.568314, 3.6210401 49.56827)",,,,,
157250515,False,Rue Gérard Massé,residential,True,77.43599999999999,"LINESTRING (3.6232939 49.5683268, 3.6232561 49.5680254, 3.6232189 49.5677293, 3.6232068 49.5676327)",,,,,
155718662,False,Ruelle aux Loups,unclassified,False,202.537,"LINESTRING (3.6207896 49.5661964, 3.621085 49.5663789, 3.6212177 49.5664374, 3.6213586 49.5664795, 3.6217858 49.5666016, 3.6218881 49.5666431, 3.6219787 49.5666901, 3.6221509 49.5668182, 3.6223506 49.5669949, 3.6224769 49.5671641, 3.6224898 49.5672307, 3.6224817 49.5672916, 3.622402 49.5674751)",,,,,
372936289,False,Place Aubry,residential,True,4.326,"LINESTRING (3.6248446 49.5647127, 3.6247884 49.5646991)",,,,,
"[871370533, 871370534]",True,Place Aubry,residential,False,47.43,"LINESTRING (3.6248446 49.5647127, 3.6249345 49.5647104, 3.6251203 49.5647056, 3.6251515 49.5647555, 3.6252635 49.5649351)",,,,,
33288090,False,Rue de l'Arquebuse,tertiary,False,329.8450000000001,"LINESTRING (3.6218192 49.56189, 3.6218586 49.561802, 3.6219582 49.5617096, 3.6221553 49.5616827, 3.6223729 49.5616959, 3.622641 49.5617586, 3.6227825 49.5617917, 3.6234484 49.5620477, 3.6241449 49.5623154, 3.6242464 49.5623519, 3.624353 49.5623819, 3.6244771 49.5623949, 3.6245877 49.5623858, 3.6246675 49.5623606, 3.6247346 49.5623093, 3.6247869 49.5622188, 3.6248338 49.5620866, 3.6249009 49.561997, 3.6249974 49.561943, 3.6251342 49.5619169, 3.6254774 49.5619227, 3.6255064 49.5619317)",2,30,D 54,,
"[157274868, 922057637]",True,Rue des Chenizelles,residential,False,497.395,"LINESTRING (3.6218192 49.56189, 3.6217499 49.5619562, 3.6217234 49.5620269, 3.6217779 49.5623449, 3.6217698 49.562412, 3.621621 49.5628283, 3.6215691 49.562896, 3.6214979 49.5629768, 3.621431 49.5632564, 3.6213445 49.5635081, 3.6212346 49.5636977, 3.6211057 49.5637943, 3.6209829 49.5638561, 3.6207831 49.5639127, 3.6206652 49.5639389, 3.6201507 49.564202, 3.6200849 49.5642103, 3.6198063 49.5641221, 3.6193998 49.5640086, 3.6191027 49.5639719, 3.6187534 49.5639927, 3.6186093 49.5639922, 3.6184486 49.5640253, 3.6183804 49.5640084, 3.6182602 49.5639215, 3.6181519 49.5638805, 3.6180298 49.5638414, 3.6178313 49.5637962, 3.6177015 49.5637653)",,,,,
157275029,False,,tertiary,True,109.938,"LINESTRING (3.6218192 49.56189, 3.6218691 49.5623764, 3.6217481 49.56281, 3.6217315 49.5628696)",2,,D 54,,
107674450,True,Rue des Cordeliers,residential,False,146.683,"LINESTRING (3.621555 49.5638935, 3.6220901 49.5637717, 3.6222357 49.5637436, 3.6224998 49.5637006, 3.6227078 49.563666, 3.6229078 49.5636324, 3.6231401 49.5635774, 3.6234972 49.5635055)",,30,,,
157277475,True,Rue Paul Doumer,tertiary,False,87.55099999999999,"LINESTRING (3.621555 49.5638935, 3.6216467 49.5637911, 3.6216728 49.5637176, 3.6217023 49.5636336, 3.6217451 49.563127)",,,,,
157248570,False,Rampe Saint-Marcel,residential,True,67.32000000000001,"LINESTRING (3.6153905 49.5680032, 3.6153612 49.5680574, 3.6152952 49.5684871, 3.6152776 49.5686027)",,,,,
261184945,False,Rampe Saint-Marcel,residential,False,576.7330000000001,"LINESTRING (3.6153905 49.5680032, 3.6154592 49.5679656, 3.6163996 49.5676563, 3.6167303 49.5675092, 3.6169697 49.56736, 3.6185308 49.5663963, 3.6188027 49.5662357, 3.6190779 49.5661145, 3.6194762 49.5659853, 3.6198738 49.5659035, 3.6199942 49.5658895, 3.6201193 49.5658781, 3.620244 49.5658762, 3.6203547 49.5658779, 3.6204607 49.5658825, 3.6204947 49.5658861, 3.6206909 49.5659076, 3.620894 49.5659494, 3.6215085 49.5661069, 3.6216914 49.5661227, 3.6218728 49.5661075, 3.6221711 49.5660062)",,,,,
157264582,False,Rue Milon de Martigny,residential,False,236.658,"LINESTRING (3.6195618 49.5655716, 3.6194163 49.5653952, 3.6193577 49.5653633, 3.6192903 49.5653465, 3.6192335 49.5653516, 3.6191508 49.5653726, 3.6187824 49.565468, 3.6187233 49.5654746, 3.6186299 49.565458, 3.6185124 49.5654509, 3.6183649 49.5654456, 3.6183381 49.5654282, 3.6182789 49.5654131, 3.6180618 49.5654004, 3.6177035 49.565389, 3.6175172 49.5653921, 3.6171016 49.5654526, 3.6166697 49.5655048, 3.6165563 49.5654648)",,,,,
344611105,True,Rampe d'Ardon,tertiary,False,61.015,"LINESTRING (3.6261016 49.5616059, 3.6259695 49.5617652, 3.6257483 49.5619011, 3.6256472 49.5619418, 3.6255196 49.5619843)",,,D 54,,
27847724,True,Rampe d'Ardon,tertiary,False,56.241,"LINESTRING (3.6255064 49.5619317, 3.6257448 49.5618171, 3.6261016 49.5616059)",,,D 54,,
33288090,False,Rue de l'Arquebuse,tertiary,True,329.8449999999999,"LINESTRING (3.6255064 49.5619317, 3.6254774 49.5619227, 3.6251342 49.5619169, 3.6249974 49.561943, 3.6249009 49.561997, 3.6248338 49.5620866, 3.6247869 49.5622188, 3.6247346 49.5623093, 3.6246675 49.5623606, 3.6245877 49.5623858, 3.6244771 49.5623949, 3.624353 49.5623819, 3.6242464 49.5623519, 3.6241449 49.5623154, 3.6234484 49.5620477, 3.6227825 49.5617917, 3.622641 49.5617586, 3.6223729 49.5616959, 3.6221553 49.5616827, 3.6219582 49.5617096, 3.6218586 49.561802, 3.6218192 49.56189)",2,30,D 54,,
518925162,False,,tertiary,False,6.098,"LINESTRING (3.6255064 49.5619317, 3.6255198 49.5619474, 3.6255196 49.5619843)",,,,,
103339004,False,Promenade de la Couloire,tertiary,False,13.623000000000001,"LINESTRING (3.6249554 49.5622255, 3.6250355 49.5622912, 3.625088 49.5623097)",,,,,
103339004,False,Promenade de la Couloire,tertiary,True,60.94300000000001,"LINESTRING (3.6249554 49.5622255, 3.6249336 49.56217, 3.6249538 49.5620928, 3.6250023 49.5620436, 3.6250655 49.5620165, 3.6251285 49.5620077, 3.6253012 49.5620221, 3.6253876 49.5620192, 3.6254495 49.5620122, 3.6255196 49.5619843)",,,,,
107536231,True,Rue de Signier,residential,False,175.327,"LINESTRING (3.62191 49.5629383, 3.6219651 49.5629428, 3.6220125 49.5629469, 3.6226404 49.5630237, 3.6232625 49.5630795, 3.6234988 49.5630647, 3.6238573 49.5630206, 3.6239572 49.5629813, 3.6239994 49.5629625, 3.6242831 49.5629226)",,,,,
150238418,True,,tertiary,False,75.431,"LINESTRING (3.6210618 49.5652675, 3.6210272 49.5652332, 3.6209729 49.5651547, 3.6209672 49.5651389, 3.62093 49.565035, 3.6209279 49.5649971, 3.6209257 49.5649579, 3.6209333 49.5649297, 3.6209914 49.5647146, 3.6210152 49.5646504, 3.621029 49.5646132)",,,,,
871370533,True,Place Aubry,residential,False,14.317,"LINESTRING (3.6252635 49.5649351, 3.6250796 49.5649836)",,,,,
192123875,True,Rue Enguerrand Quarton,residential,False,16.079,"LINESTRING (3.624861 49.5623565, 3.6249554 49.5622255)",,,,,
687132050,True,Rue Enguerrand Quarton,residential,False,17.179,"LINESTRING (3.624861 49.5623565, 3.625088 49.5623097)",,,,,
372936289,False,Place Aubry,residential,False,4.326,"LINESTRING (3.6247884 49.5646991, 3.6248446 49.5647127)",,,,,
"[372936297, 150198855]",False,"['Rue de la Charpenterie', 'Place du Parvis Gautier de Mortagne']",residential,True,82.214,"LINESTRING (3.6247884 49.5646991, 3.6247089 49.5646372, 3.6246221 49.5646275, 3.624416 49.5646414, 3.6243807 49.5646352, 3.6243376 49.56461, 3.6241803 49.5645581, 3.6241497 49.5645521, 3.6238627 49.5644882, 3.6238338 49.5644167)",,,,,
157280286,True,Rue du Bourg,tertiary,False,29.622000000000003,"LINESTRING (3.6202338 49.5644417, 3.6204216 49.5644326, 3.6205456 49.5644204, 3.6206388 49.564403)",,30,,,
157288274,False,Rue du Bourg,tertiary,True,47.635999999999996,"LINESTRING (3.6202338 49.5644417, 3.6200662 49.5644495, 3.6199428 49.5644652, 3.6197765 49.5644927, 3.6195874 49.5645239)",,30,,,
922057638,False,Rue du Bourg,tertiary,False,40.503,"LINESTRING (3.6202338 49.5644417, 3.6205656 49.564529, 3.6207622 49.5645632)",,30,,,
103339004,False,Promenade de la Couloire,tertiary,False,60.943,"LINESTRING (3.6255196 49.5619843, 3.6254495 49.5620122, 3.6253876 49.5620192, 3.6253012 49.5620221, 3.6251285 49.5620077, 3.6250655 49.5620165, 3.6250023 49.5620436, 3.6249538 49.5620928, 3.6249336 49.56217, 3.6249554 49.5622255)",,,,,
518925162,False,,tertiary,True,6.098,"LINESTRING (3.6255196 49.5619843, 3.6255198 49.5619474, 3.6255064 49.5619317)",,,,,
107536239,True,Place Aubry,residential,False,34.563,"LINESTRING (3.6250796 49.5649836, 3.6248446 49.5647127)",,,,,
107536248,True,Rue du Rempart Saint-Rémy,residential,False,309.4,"LINESTRING (3.6250796 49.5649836, 3.6248665 49.5650781, 3.6246507 49.5651954, 3.6244052 49.5652625, 3.6240869 49.565353, 3.6239811 49.5653831, 3.6235876 49.5654707, 3.6234345 49.5654985, 3.6230558 49.565535, 3.6227139 49.5655413, 3.622478 49.5655349, 3.6222366 49.5655286, 3.6218211 49.5654532, 3.6214999 49.5653663, 3.6212496 49.5653111, 3.6210618 49.5652675)",,30,,,
150237854,True,Rue Sérurier,residential,False,152.56400000000002,"LINESTRING (3.621029 49.5646132, 3.6211137 49.5646233, 3.6213137 49.5646473, 3.6220136 49.5647311, 3.6221821 49.5647508, 3.6225486 49.5648028, 3.622814 49.5648406, 3.623108 49.5648632)",,30,,,
150238056,False,,tertiary,True,20.031,"LINESTRING (3.621029 49.5646132, 3.6208422 49.5645787, 3.6207948 49.56457, 3.6207622 49.5645632)",,,,,
146203607,False,Rampe de la Croix-Rouge,unclassified,True,162.9,"LINESTRING (3.6204746 49.566801, 3.6203286 49.5670735, 3.6200849 49.5677198, 3.6200139 49.5679744, 3.619994 49.5682265)",,,,,
147910384,True,Avenue Aristide Briand,residential,False,15.008,"LINESTRING (3.6271538 49.5666003, 3.6273526 49.5665604)",,,,,
147910369,False,Avenue Aristide Briand,residential,False,288.59599999999995,"LINESTRING (3.6271538 49.5666003, 3.6268065 49.5666309, 3.6266863 49.5666402, 3.6265792 49.5666558, 3.6264777 49.5666798, 3.6263722 49.5667106, 3.6262752 49.5667528, 3.6261864 49.5667987, 3.6261086 49.5668536, 3.6259724 49.566979, 3.6257548 49.5671891, 3.6256738 49.5672591, 3.6255811 49.5673227, 3.6254428 49.5674069, 3.6253164 49.5674715, 3.625209 49.5675135, 3.6250687 49.5675714, 3.62495 49.5676094, 3.624723 49.5676735, 3.624532 49.5677423, 3.6243733 49.5678054, 3.6242318 49.5678727, 3.6241093 49.5679429, 3.6239786 49.5680314)",,,,,
1164999868,True,,secondary,False,8.741,"LINESTRING (3.6274041 49.5665416, 3.6274517 49.566541, 3.6274897 49.5665543, 3.6275105 49.5665687)",,,,roundabout,
157260614,True,Rue du Mont de Vaux,secondary,False,16.912,"LINESTRING (3.6274781 49.5666632, 3.6274173 49.5667397, 3.6273707 49.5667984)",,,,,
1164999869,True,,secondary,False,11.358,"LINESTRING (3.6274781 49.5666632, 3.627445 49.5666712, 3.6274096 49.5666714, 3.627382 49.5666658, 3.627358 49.5666553, 3.6273395 49.5666409)",,,,roundabout,
1164999867,True,,secondary,False,4.309,"LINESTRING (3.6273526 49.5665604, 3.6273762 49.5665485, 3.6274041 49.5665416)",,,,roundabout,
1164999866,True,,secondary,False,2.088,"LINESTRING (3.6273395 49.5666409, 3.6273279 49.5666237)",,,,roundabout,
157260615,True,Avenue Aristide Briand,residential,False,12.822,"LINESTRING (3.6273279 49.5666237, 3.6271538 49.5666003)",,,,,
1164999870,True,,secondary,False,7.554,"LINESTRING (3.6273279 49.5666237, 3.6273246 49.5666012, 3.6273331 49.5665792, 3.6273526 49.5665604)",,,,roundabout,
146464666,True,,secondary,False,12.015,"LINESTRING (3.6275105 49.5665687, 3.6275222 49.5665835, 3.6275284 49.566606, 3.6275224 49.5666285, 3.6275049 49.5666484, 3.6274781 49.5666632)",,,,roundabout,
"[157245562, 198034494]",False,Rue Milon de Martigny,residential,True,142.14600000000002,"LINESTRING (3.6146468 49.5656141, 3.6147232 49.5656217, 3.6149257 49.5656419, 3.6151635 49.5656571, 3.615264 49.56566, 3.6153385 49.5656577, 3.6154229 49.5656547, 3.6154914 49.5656514, 3.6155602 49.565648, 3.6157825 49.5656196, 3.616476 49.5655182, 3.6165563 49.5654648)",,,,,
150198853,False,Place du Parvis Gautier de Mortagne,residential,True,32.104,"LINESTRING (3.6238338 49.5644167, 3.623821 49.5643702, 3.6237989 49.5642568, 3.6237527 49.5641332)",,,,,
"[372936297, 150198855]",False,"['Rue de la Charpenterie', 'Place du Parvis Gautier de Mortagne']",residential,False,82.214,"LINESTRING (3.6238338 49.5644167, 3.6238627 49.5644882, 3.6241497 49.5645521, 3.6241803 49.5645581, 3.6243376 49.56461, 3.6243807 49.5646352, 3.624416 49.5646414, 3.6246221 49.5646275, 3.6247089 49.5646372, 3.6247884 49.5646991)",,,,,
"[107674448, 28614315, 150198855]",False,"['Place du Parvis Gautier de Mortagne', 'Rue Jules Fouquet', 'Rue du Change']",residential,"[False, True]",101.34,"LINESTRING (3.6238338 49.5644167, 3.6236277 49.5644146, 3.6230862 49.5644378, 3.6230923 49.5645106, 3.6231025 49.5646404, 3.623108 49.5648632)",,,,,
150198853,False,Place du Parvis Gautier de Mortagne,residential,False,32.104,"LINESTRING (3.6237527 49.5641332, 3.6237989 49.5642568, 3.623821 49.5643702, 3.6238338 49.5644167)",,,,,
150237856,True,,tertiary_link,False,21.144,"LINESTRING (3.6207622 49.5645632, 3.6206979 49.5645148, 3.6206442 49.5644721, 3.6206288 49.5644395, 3.6206388 49.564403)",,,,,
150238056,False,,tertiary,False,20.031,"LINESTRING (3.6207622 49.5645632, 3.6207948 49.56457, 3.6208422 49.5645787, 3.621029 49.5646132)",,,,,
922057638,False,Rue du Bourg,tertiary,True,40.503,"LINESTRING (3.6207622 49.5645632, 3.6205656 49.564529, 3.6202338 49.5644417)",,30,,,
"[157277475, 157280287]",True,"['Rue Paul Doumer', 'Rue Châtelaine']",tertiary,False,90.33500000000001,"LINESTRING (3.6206388 49.564403, 3.6208917 49.5643556, 3.6209648 49.5643464, 3.6209962 49.5643216, 3.6213074 49.564068, 3.621555 49.5638935)",,,,,
152044495,False,Place du Père Marquette,residential,False,28.898,"LINESTRING (3.618077 49.5648653, 3.617739 49.5648658, 3.6176908 49.5648918)",,,,,
152607363,False,Impasse de la Croix-Rouge,unclassified,True,76.336,"LINESTRING (3.6205959 49.5675726, 3.620408 49.5682482)",,,,,
152607363,False,Impasse de la Croix-Rouge,unclassified,False,76.336,"LINESTRING (3.620408 49.5682482, 3.6205959 49.5675726)",,,,,
157249303,False,Rue Léon Nanquette,residential,False,45.648,"LINESTRING (3.620408 49.5682482, 3.6210401 49.56827)",,,,,
157249303,False,Rue Léon Nanquette,residential,True,29.953,"LINESTRING (3.620408 49.5682482, 3.619994 49.5682265)",,,,,
261184945,False,Rampe Saint-Marcel,residential,True,576.733,"LINESTRING (3.6221711 49.5660062, 3.6218728 49.5661075, 3.6216914 49.5661227, 3.6215085 49.5661069, 3.620894 49.5659494, 3.6206909 49.5659076, 3.6204947 49.5658861, 3.6204607 49.5658825, 3.6203547 49.5658779, 3.620244 49.5658762, 3.6201193 49.5658781, 3.6199942 49.5658895, 3.6198738 49.5659035, 3.6194762 49.5659853, 3.6190779 49.5661145, 3.6188027 49.5662357, 3.6185308 49.5663963, 3.6169697 49.56736, 3.6167303 49.5675092, 3.6163996 49.5676563, 3.6154592 49.5679656, 3.6153905 49.5680032)",,,,,
1164999871,True,Rampe Saint-Marcel,residential,False,23.033,"LINESTRING (3.6221711 49.5660062, 3.6222424 49.5659502, 3.6222662 49.5658883, 3.6222653 49.5658597, 3.6222639 49.5658176)",,,,,
157288274,False,Rue du Bourg,tertiary,False,47.636,"LINESTRING (3.6195874 49.5645239, 3.6197765 49.5644927, 3.6199428 49.5644652, 3.6200662 49.5644495, 3.6202338 49.5644417)",,30,,,
197932998,True,Rue Franklin Roosevelt,secondary,False,54.247,"LINESTRING (3.6195874 49.5645239, 3.6196353 49.5646128, 3.6197017 49.5647361, 3.6198647 49.564977)",,,,,
157249303,False,Rue Léon Nanquette,residential,True,45.648,"LINESTRING (3.6210401 49.56827, 3.620408 49.5682482)",,,,,
157249303,False,Rue Léon Nanquette,residential,False,162.685,"LINESTRING (3.6210401 49.56827, 3.6223202 49.568314, 3.6226443 49.5683232, 3.6232939 49.5683268)",,,,,
157249835,False,Ruelle Brunehaut,residential,True,134.588,"LINESTRING (3.6210401 49.56827, 3.6212083 49.5680958, 3.6215624 49.5678766, 3.6216602 49.5678217, 3.6222303 49.5675017, 3.622402 49.5674751)",,,,,
155718662,False,Ruelle aux Loups,unclassified,True,202.53699999999998,"LINESTRING (3.622402 49.5674751, 3.6224817 49.5672916, 3.6224898 49.5672307, 3.6224769 49.5671641, 3.6223506 49.5669949, 3.6221509 49.5668182, 3.6219787 49.5666901, 3.6218881 49.5666431, 3.6217858 49.5666016, 3.6213586 49.5664795, 3.6212177 49.5664374, 3.621085 49.5663789, 3.6207896 49.5661964)",,,,,
157249835,False,Ruelle Brunehaut,residential,False,134.588,"LINESTRING (3.622402 49.5674751, 3.6222303 49.5675017, 3.6216602 49.5678217, 3.6215624 49.5678766, 3.6212083 49.5680958, 3.6210401 49.56827)",,,,,
157250511,False,Avenue Jean Jaurès,residential,False,60.631,"LINESTRING (3.622402 49.5674751, 3.6224587 49.5674876, 3.6230337 49.5675975, 3.6230485 49.5676005, 3.6232068 49.5676327)",,,,,
