osmid,highway,width,junction,oneway,reversed,length,geometry,lanes,name,maxspeed,ref,tunnel
23696595,tertiary,,,False,True,48.414,"LINESTRING (-1.6190434 48.0903859, -1.618842 48.0907431, -1.6188306 48.0907689, -1.6188192 48.0907946)",2,Rue des Landes,,,
25508519,tertiary,,,False,False,100.875,"LINESTRING (-1.6190434 48.0903859, -1.6192422 48.0900373, -1.6192606 48.09, -1.619274 48.0899734, -1.6194813 48.0895276)",2,Rue des Landes,30,,
356654472,tertiary,,,False,True,27.117,"LINESTRING (-1.6111727 48.0852648, -1.6114677 48.0853328, -1.6115165 48.0853466)",,Avenue André Bonnin,30,D 86,
"[15506434, 322504061, 322504062]",tertiary,,,False,False,234.09400000000002,"LINESTRING (-1.6152106 48.0862718, -1.6152741 48.0863206, -1.6153311 48.0863644, -1.6156356 48.0865924, -1.6158121 48.0867263, -1.6160649 48.0869109, -1.616252 48.0870457, -1.6163443 48.0871224, -1.6163845 48.087159, -1.6164313 48.0872063, -1.6164456 48.0872216, -1.6164606 48.087238, -1.616582 48.0873725, -1.6167449 48.0875517, -1.6168276 48.0876482, -1.6169525 48.0877843, -1.6170296 48.0878623, -1.6171018 48.0879451)",,Avenue André Bonnin,"['20', '30']",D 86,
15506434,tertiary,,,False,True,33.684,"LINESTRING (-1.6152106 48.0862718, -1.615065 48.0861597, -1.6149479 48.0860865, -1.6148834 48.0860668)",,Avenue André Bonnin,30,D 86,
"[322504066, 23397540]",tertiary,,,False,False,109.19500000000001,"LINESTRING (-1.6152106 48.0862718, -1.6153453 48.0861879, -1.6154189 48.0861427, -1.615797 48.0859103, -1.6162176 48.0857545, -1.6163033 48.0857227, -1.6163811 48.0856885)",,Avenue des Méliettes,,,
24151768,residential,,,False,False,38.192,"LINESTRING (-1.6170656 48.0852438, -1.6170225 48.08518, -1.6167592 48.0849706)",,Rue du Landrel,,,
24285734,residential,,,False,True,45.754000000000005,"LINESTRING (-1.6170656 48.0852438, -1.6171244 48.085288, -1.6172401 48.0853656, -1.6174571 48.0855604)",,Allée des Poiriers,,,
322504065,tertiary,,,False,False,160.442,"LINESTRING (-1.6170656 48.0852438, -1.617201 48.0851682, -1.6172254 48.0851542, -1.6172523 48.0851388, -1.6174646 48.0850704, -1.6175818 48.0850599, -1.6177037 48.085049, -1.6177902 48.0850602, -1.6180129 48.0850889, -1.6185668 48.0852452, -1.6190542 48.0853714)",,Avenue des Méliettes,,,
"[322504065, 322504066]",tertiary,,,False,True,33.802,"LINESTRING (-1.6170656 48.0852438, -1.6169838 48.0853146, -1.6167753 48.0854778)",,Avenue des Méliettes,,,
24285717,tertiary,,,False,True,81.402,"LINESTRING (-1.6224357 48.086006, -1.6214131 48.0857428)",,Avenue des Méliettes,,,
23397541,tertiary,,roundabout,True,False,21.294,"LINESTRING (-1.6224357 48.086006, -1.6224387 48.0860333, -1.622454 48.0860587, -1.62248 48.0860798, -1.6225143 48.0860947, -1.6225538 48.086102, -1.6225947 48.0861011, -1.6226333 48.0860919)",,,,,
23397541,tertiary,,roundabout,True,False,24.969,"LINESTRING (-1.6226333 48.0860919, -1.6226667 48.0860749, -1.6226906 48.0860518, -1.6227026 48.0860249, -1.6227017 48.0859968, -1.6226877 48.0859704, -1.6226622 48.085948, -1.6226277 48.0859321, -1.6225874 48.085924)",,,,,
23397542,tertiary,,,False,False,88.33600000000001,"LINESTRING (-1.6226333 48.0860919, -1.6226131 48.0863233, -1.6226077 48.0863793, -1.622614 48.0868858)",,Rue du Loroux,,,
23397541,tertiary,,roundabout,True,False,16.154,"LINESTRING (-1.6225874 48.085924, -1.6225439 48.0859249, -1.6225032 48.085935, -1.6224693 48.0859532, -1.622446 48.0859778, -1.6224357 48.086006)",,,,,
"[24152514, 876573922]",tertiary,,,False,True,82.023,"LINESTRING (-1.6225874 48.085924, -1.622607 48.0857433, -1.6226202 48.0851869)",,Rue du Verger,,,
23397542,tertiary,,,False,True,30.232999999999997,"LINESTRING (-1.6225408 48.0871528, -1.6225896 48.0870183, -1.622614 48.0868858)",,Rue du Loroux,,,
23397543,tertiary,,,False,True,163.657,"LINESTRING (-1.6225408 48.0871528, -1.6225061 48.0872999, -1.622337 48.0875816, -1.6221119 48.0878888, -1.6220256 48.08804, -1.6220097 48.0880983, -1.6219204 48.0882882, -1.6218713 48.0883654, -1.6218035 48.0884498, -1.6217834 48.0885262)",,Rue du Loroux,,,
25508507,tertiary,,,False,True,236.87100000000004,"LINESTRING (-1.6225408 48.0871528, -1.6221896 48.0871516, -1.6218361 48.0871619, -1.621653 48.0871672, -1.6213527 48.0871759, -1.6208648 48.0871901, -1.6205738 48.0871986, -1.6203669 48.0872046, -1.6201632 48.0872104, -1.620059 48.0872236, -1.6199954 48.087257, -1.6199441 48.0873093, -1.6199278 48.087326, -1.619909 48.0873515, -1.6198793 48.0874395, -1.6198649 48.087654)",2,Avenue des Deux Ruisseaux,,,
23397543,tertiary,,,False,False,163.65699999999998,"LINESTRING (-1.6217834 48.0885262, -1.6218035 48.0884498, -1.6218713 48.0883654, -1.6219204 48.0882882, -1.6220097 48.0880983, -1.6220256 48.08804, -1.6221119 48.0878888, -1.622337 48.0875816, -1.6225061 48.0872999, -1.6225408 48.0871528)",,Rue du Loroux,,,
26180344,tertiary,,,False,True,95.613,"LINESTRING (-1.6217834 48.0885262, -1.6218209 48.088574, -1.6219065 48.088614, -1.6229879 48.0887557)",,Rue de Provence,,,
23544982,tertiary,,roundabout,True,False,7.97,"LINESTRING (-1.6123211 48.0880066, -1.6123273 48.0880203, -1.6123386 48.0880325, -1.6123543 48.0880423, -1.6123732 48.0880491, -1.6123941 48.0880523)",,,,,
23754332,tertiary,,,False,False,29.000999999999998,"LINESTRING (-1.6125614 48.0875438, -1.6124927 48.0876676, -1.6124346 48.0877904)",,Avenue d'Auvergne,,,
23754332,tertiary,,,False,True,27.810000000000002,"LINESTRING (-1.6125614 48.0875438, -1.6126525 48.0874371, -1.6127648 48.0873343)",,Avenue d'Auvergne,,,
23544982,tertiary,,roundabout,True,False,5.173,"LINESTRING (-1.6123389 48.0879629, -1.6123268 48.0879761, -1.6123207 48.0879911, -1.6123211 48.0880066)",,,,,
23544983,tertiary,,,False,False,46.03600000000001,"LINESTRING (-1.6123941 48.0880523, -1.6123905 48.0881056, -1.612389 48.0881282, -1.6123387 48.0882219, -1.6123399 48.0883414, -1.6123467 48.0884603)",,Avenue de Bourgogne,,,
618763691,tertiary,,roundabout,True,False,10.345,"LINESTRING (-1.6123941 48.0880523, -1.6124219 48.088051, -1.6124474 48.0880435, -1.6124676 48.0880307, -1.6124803 48.0880141, -1.612484 48.0879957)",,,,,
23754332,tertiary,,,False,False,10.605,"LINESTRING (-1.6128476 48.0872566, -1.6128062 48.0872955, -1.6127648 48.0873343)",,Avenue d'Auvergne,,,
23754332,tertiary,,,False,True,68.592,"LINESTRING (-1.6128476 48.0872566, -1.6129115 48.0872017, -1.6131805 48.0870263, -1.6135179 48.0868341)",,Avenue d'Auvergne,,,
23754333,residential,,,False,True,203.34199999999998,"LINESTRING (-1.6128476 48.0872566, -1.6127517 48.0872267, -1.6126357 48.0871806, -1.6125627 48.0871342, -1.612444 48.086884, -1.612267 48.0863768, -1.61225 48.0862904, -1.61229 48.0862004, -1.6124127 48.0860972, -1.6125814 48.0860679, -1.6130906 48.0860664, -1.6131618 48.0860716)",,Rue du Limousin,,,
15506434,tertiary,,,False,False,33.684,"LINESTRING (-1.6148834 48.0860668, -1.6149479 48.0860865, -1.615065 48.0861597, -1.6152106 48.0862718)",,Avenue André Bonnin,30,D 86,
23754330,tertiary,,,False,True,37.403999999999996,"LINESTRING (-1.6148834 48.0860668, -1.6148728 48.0860209, -1.6148274 48.085986, -1.6146569 48.0858589, -1.6145836 48.0858047)",,Avenue André Bonnin,30,D 86,
23754332,tertiary,,,False,False,51.517,"LINESTRING (-1.6148834 48.0860668, -1.6148646 48.0861019, -1.6148302 48.0861206, -1.6143594 48.0863619)",,Avenue d'Auvergne,,,
23544983,tertiary,,,False,False,54.156000000000006,"LINESTRING (-1.6147179 48.0902818, -1.6150043 48.0903629, -1.6152758 48.0904287, -1.6153989 48.090455)",,Avenue de Bourgogne,,,
23544983,tertiary,,,False,True,69.618,"LINESTRING (-1.6147179 48.0902818, -1.6144619 48.0901993, -1.6142237 48.090107, -1.6140396 48.0900312, -1.6139036 48.0899731)",,Avenue de Bourgogne,,,
23754350,residential,,,False,False,80.60999999999999,"LINESTRING (-1.6147179 48.0902818, -1.6147422 48.0902495, -1.6147598 48.0902256, -1.6148951 48.0900417, -1.615083 48.0897749, -1.6151308 48.0896911, -1.6151402 48.0896555, -1.6151371 48.089619)",,Rue de Champagne,,,
459205186,tertiary,3,,True,False,12.069,"LINESTRING (-1.6142285 48.0857282, -1.6143861 48.0857546)",1,Avenue André Bonnin,30,D 86,
"[356654472, 886338482]",tertiary,,,False,False,207.308,"LINESTRING (-1.6142285 48.0857282, -1.6140425 48.0857174, -1.6129914 48.085658, -1.612658 48.0856127, -1.6125179 48.0855809, -1.6123536 48.0855436, -1.6119705 48.0854566, -1.6117479 48.0854051, -1.6115165 48.0853466)",,Avenue André Bonnin,30,D 86,
454664261,tertiary,,,True,False,10.182,"LINESTRING (-1.614455 48.085773, -1.6145836 48.0858047)",,Avenue André Bonnin,30,D 86,
5077940,tertiary,5,roundabout,True,False,9.586,"LINESTRING (-1.614455 48.085773, -1.6144867 48.0857691, -1.6145148 48.0857584, -1.614536 48.0857422, -1.614548 48.0857222)",,,,,
23754332,tertiary,,,False,False,81.63300000000001,"LINESTRING (-1.6143594 48.0863619, -1.614284 48.0864042, -1.6135179 48.0868341)",,Avenue d'Auvergne,,,
23754332,tertiary,,,False,True,51.516999999999996,"LINESTRING (-1.6143594 48.0863619, -1.6148302 48.0861206, -1.6148646 48.0861019, -1.6148834 48.0860668)",,Avenue d'Auvergne,,,
23754333,residential,,,False,False,101.666,"LINESTRING (-1.6143594 48.0863619, -1.6142951 48.0863127, -1.6140688 48.0861362, -1.6138545 48.08608, -1.6131618 48.0860716)",,Rue du Limousin,,,
23754333,residential,,,False,False,203.342,"LINESTRING (-1.6131618 48.0860716, -1.6130906 48.0860664, -1.6125814 48.0860679, -1.6124127 48.0860972, -1.61229 48.0862004, -1.61225 48.0862904, -1.612267 48.0863768, -1.612444 48.086884, -1.6125627 48.0871342, -1.6126357 48.0871806, -1.6127517 48.0872267, -1.6128476 48.0872566)",,Rue du Limousin,,,
23754333,residential,,,False,True,101.666,"LINESTRING (-1.6131618 48.0860716, -1.6138545 48.08608, -1.6140688 48.0861362, -1.6142951 48.0863127, -1.6143594 48.0863619)",,Rue du Limousin,,,
23754334,residential,,,False,False,90.25500000000001,"LINESTRING (-1.6131618 48.0860716, -1.6131647 48.0861934, -1.6132903 48.0865469, -1.6133742 48.0866799, -1.6134561 48.0867812, -1.6135179 48.0868341)",,Rue du Rouergue,,,
23754332,tertiary,,,False,False,68.592,"LINESTRING (-1.6135179 48.0868341, -1.6131805 48.0870263, -1.6129115 48.0872017, -1.6128476 48.0872566)",,Avenue d'Auvergne,,,
23754332,tertiary,,,False,True,81.63300000000001,"LINESTRING (-1.6135179 48.0868341, -1.614284 48.0864042, -1.6143594 48.0863619)",,Avenue d'Auvergne,,,
23754334,residential,,,False,True,90.255,"LINESTRING (-1.6135179 48.0868341, -1.6134561 48.0867812, -1.6133742 48.0866799, -1.6132903 48.0865469, -1.6131647 48.0861934, -1.6131618 48.0860716)",,Rue du Rouergue,,,
23754332,tertiary,,,False,False,27.810000000000002,"LINESTRING (-1.6127648 48.0873343, -1.6126525 48.0874371, -1.6125614 48.0875438)",,Avenue d'Auvergne,,,
23754332,tertiary,,,False,True,10.605,"LINESTRING (-1.6127648 48.0873343, -1.6128062 48.0872955, -1.6128476 48.0872566)",,Avenue d'Auvergne,,,
23754335,residential,,,False,False,82.71600000000001,"LINESTRING (-1.6127648 48.0873343, -1.6128375 48.0873747, -1.6133595 48.0875794, -1.6134811 48.0875954, -1.6137001 48.0876117, -1.6137587 48.0875868)",,Allée de Gévaudan,,,
23754338,tertiary,,,True,False,18.969,"LINESTRING (-1.6124603 48.0879593, -1.6124584 48.0878649, -1.6124346 48.0877904)",,Avenue d'Auvergne,,,
620157416,tertiary,,roundabout,True,False,10.132,"LINESTRING (-1.6124603 48.0879593, -1.6124422 48.0879501, -1.6124211 48.0879445, -1.6123984 48.0879431, -1.6123761 48.0879459, -1.6123557 48.0879527, -1.6123389 48.0879629)",,,,,
23754332,tertiary,,,False,True,29.000999999999998,"LINESTRING (-1.6124346 48.0877904, -1.6124927 48.0876676, -1.6125614 48.0875438)",,Avenue d'Auvergne,,,
23754339,tertiary,,,True,False,20.804000000000002,"LINESTRING (-1.6124346 48.0877904, -1.6123669 48.0878635, -1.6123529 48.0879132, -1.6123389 48.0879629)",,Avenue d'Auvergne,,,
23754340,tertiary,,,False,True,128.991,"LINESTRING (-1.6167557 48.0884057, -1.6166951 48.0883936, -1.6166181 48.0883783, -1.616541 48.0883629, -1.6161905 48.0883131, -1.6159941 48.0882852, -1.6154896 48.0882076, -1.6153833 48.0881976, -1.6150575 48.0881701)",,Rue du Parc,,D 286,
25508511,secondary,,,False,True,70.911,"LINESTRING (-1.6167557 48.0884057, -1.6167033 48.0884904, -1.6164556 48.0890108)",,Rue d'Hallouvry,,D 86,
42863172,secondary,,,True,False,79.253,"LINESTRING (-1.6167557 48.0884057, -1.6168854 48.088421, -1.6172097 48.0883994, -1.6176782 48.0883474, -1.6178062 48.0883199)",,Place de l'Église,30,D 286,
448751528,secondary,,,False,False,58.459,"LINESTRING (-1.6167557 48.0884057, -1.6168713 48.088303, -1.6168989 48.0882628, -1.6169147 48.0882225, -1.6169244 48.0881976, -1.6169341 48.0881727, -1.6169758 48.0880571, -1.617043 48.0879845, -1.6171018 48.0879451)",,Place de l'Église,30,D 286,
23544983,tertiary,,,False,False,29.481,"LINESTRING (-1.6123467 48.0884603, -1.6123603 48.0885246, -1.6124241 48.0887202)",,Avenue de Bourgogne,,,
23544983,tertiary,,,False,True,46.036,"LINESTRING (-1.6123467 48.0884603, -1.6123399 48.0883414, -1.6123387 48.0882219, -1.612389 48.0881282, -1.6123905 48.0881056, -1.6123941 48.0880523)",,Avenue de Bourgogne,,,
23754341,residential,,,False,False,78.777,"LINESTRING (-1.6123467 48.0884603, -1.612443 48.0884497, -1.613235 48.0883627, -1.6133829 48.0884041)",,Rue de Lorraine,,,
23754341,residential,,,False,True,78.77699999999999,"LINESTRING (-1.6133829 48.0884041, -1.613235 48.0883627, -1.612443 48.0884497, -1.6123467 48.0884603)",,Rue de Lorraine,,,
23754342,residential,,roundabout,True,False,36.675,"LINESTRING (-1.6133829 48.0884041, -1.6134105 48.0884294, -1.6134489 48.0884398, -1.613496 48.0884338, -1.6135293 48.0884112, -1.6135371 48.0883779, -1.6135127 48.0883475, -1.6134723 48.088334, -1.6134223 48.088339, -1.613386 48.0883641, -1.6133829 48.0884041)",,,,,
23544983,tertiary,,,False,False,105.172,"LINESTRING (-1.6128627 48.089335, -1.6130159 48.0894535, -1.6131448 48.0895366, -1.6134138 48.0897045, -1.6136143 48.0898257, -1.6137652 48.0899039, -1.6139036 48.0899731)",,Avenue de Bourgogne,,,
23544983,tertiary,,,False,True,76.239,"LINESTRING (-1.6128627 48.089335, -1.6128078 48.089284, -1.6127606 48.0892356, -1.6126964 48.0891697, -1.61265 48.0891178, -1.6125889 48.0890315, -1.6125193 48.088921, -1.6124241 48.0887202)",,Avenue de Bourgogne,,,
26534024,living_street,,,False,True,86.214,"LINESTRING (-1.6128627 48.089335, -1.6129081 48.0893115, -1.6129315 48.0893, -1.6134503 48.0890458, -1.6137224 48.0889154, -1.6138162 48.0889019)",,Rue d'Alsace,20,,
23754346,residential,,,False,False,71.313,"LINESTRING (-1.6124241 48.0887202, -1.6114956 48.0888834)",,Rue de Flandre,,,
23544983,tertiary,,,False,False,76.239,"LINESTRING (-1.6124241 48.0887202, -1.6125193 48.088921, -1.6125889 48.0890315, -1.61265 48.0891178, -1.6126964 48.0891697, -1.6127606 48.0892356, -1.6128078 48.089284, -1.6128627 48.089335)",,Avenue de Bourgogne,,,
23544983,tertiary,,,False,True,29.481,"LINESTRING (-1.6124241 48.0887202, -1.6123603 48.0885246, -1.6123467 48.0884603)",,Avenue de Bourgogne,,,
23754346,residential,,,False,True,71.313,"LINESTRING (-1.6114956 48.0888834, -1.6124241 48.0887202)",,Rue de Flandre,,,
23754346,residential,,,False,False,45.36,"LINESTRING (-1.6114956 48.0888834, -1.611015 48.0889341, -1.6109052 48.0889728)",,Rue de Flandre,,,
23754348,residential,,,False,False,155.11,"LINESTRING (-1.6114956 48.0888834, -1.6114984 48.0890139, -1.6114368 48.0897644, -1.6113845 48.0900479, -1.6115031 48.0902608)",,Rue de Flandre,,,
23754346,residential,,,False,True,45.36,"LINESTRING (-1.6109052 48.0889728, -1.611015 48.0889341, -1.6114956 48.0888834)",,Rue de Flandre,,,
23754347,residential,,roundabout,True,False,41.048,"LINESTRING (-1.6109052 48.0889728, -1.6108835 48.0889591, -1.6108562 48.0889511, -1.6108265 48.0889495, -1.6107977 48.0889546, -1.610773 48.0889659, -1.6107554 48.088982, -1.610747 48.0890004, -1.6107478 48.0890195, -1.6107578 48.0890375, -1.6107759 48.0890524, -1.6108003 48.0890626, -1.6108282 48.0890671, -1.6108568 48.0890654, -1.6108831 48.0890576, -1.6109042 48.0890446, -1.610918 48.0890277, -1.6109229 48.0890088, -1.6109185 48.0889899, -1.6109052 48.0889728)",,,,,
23754348,residential,,,False,False,191.82699999999997,"LINESTRING (-1.6115031 48.0902608, -1.6116611 48.0903212, -1.611831 48.0903609, -1.6119878 48.0903687, -1.6124714 48.0902866, -1.6135429 48.0901723, -1.6136999 48.0901193, -1.6137521 48.0901017, -1.6139036 48.0899731)",,Rue de Flandre,,,
23754348,residential,,,False,True,155.11,"LINESTRING (-1.6115031 48.0902608, -1.6113845 48.0900479, -1.6114368 48.0897644, -1.6114984 48.0890139, -1.6114956 48.0888834)",,Rue de Flandre,,,
23754349,residential,,,False,False,41.693,"LINESTRING (-1.6115031 48.0902608, -1.6111182 48.0904076, -1.6111697 48.0904786)",,Rue de Flandre,,,
23544983,tertiary,,,False,False,69.618,"LINESTRING (-1.6139036 48.0899731, -1.6140396 48.0900312, -1.6142237 48.090107, -1.6144619 48.0901993, -1.6147179 48.0902818)",,Avenue de Bourgogne,,,
23544983,tertiary,,,False,True,105.172,"LINESTRING (-1.6139036 48.0899731, -1.6137652 48.0899039, -1.6136143 48.0898257, -1.6134138 48.0897045, -1.6131448 48.0895366, -1.6130159 48.0894535, -1.6128627 48.089335)",,Avenue de Bourgogne,,,
23754348,residential,,,False,True,191.827,"LINESTRING (-1.6139036 48.0899731, -1.6137521 48.0901017, -1.6136999 48.0901193, -1.6135429 48.0901723, -1.6124714 48.0902866, -1.6119878 48.0903687, -1.611831 48.0903609, -1.6116611 48.0903212, -1.6115031 48.0902608)",,Rue de Flandre,,,
23754349,residential,,,False,True,41.693,"LINESTRING (-1.6111697 48.0904786, -1.6111182 48.0904076, -1.6115031 48.0902608)",,Rue de Flandre,,,
23754350,residential,,,False,True,80.61,"LINESTRING (-1.6151371 48.089619, -1.6151402 48.0896555, -1.6151308 48.0896911, -1.615083 48.0897749, -1.6148951 48.0900417, -1.6147598 48.0902256, -1.6147422 48.0902495, -1.6147179 48.0902818)",,Rue de Champagne,,,
23754352,residential,,roundabout,True,False,45.88700000000001,"LINESTRING (-1.6151371 48.089619, -1.6151678 48.0896119, -1.6151935 48.0895986, -1.6152113 48.0895804, -1.6152193 48.0895594, -1.6152166 48.0895377, -1.6152036 48.0895178, -1.6151815 48.0895019, -1.615153 48.0894915, -1.6151209 48.0894879, -1.6150888 48.0894915, -1.6150602 48.0895018, -1.6150382 48.0895178, -1.6150251 48.0895377, -1.6150224 48.0895593, -1.6150304 48.0895804, -1.6150482 48.0895986, -1.6150738 48.0896119, -1.6151046 48.089619, -1.6151371 48.089619)",,Rue de Champagne,,,
23754360,residential,,,False,False,62.182,"LINESTRING (-1.6164556 48.0890108, -1.6156459 48.0888687)",,Allée de Quercy,,,
25508511,secondary,,,False,False,70.911,"LINESTRING (-1.6164556 48.0890108, -1.6167033 48.0884904, -1.6167557 48.0884057)",,Rue d'Hallouvry,,D 86,
