osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,access,geometry,bridge,width,tunnel,junction
239809031,True,,Rue Gardenat-Lapostol,residential,30,False,63.572,,,"LINESTRING (2.2223886 48.8716309, 2.2224423 48.8716842, 2.2225863 48.8718405, 2.2227795 48.8720801, 2.2227993 48.8721323)",,3,,
4409659,True,1,Rue du Clos des Ermites,residential,30,False,183.32,,,"LINESTRING (2.2227993 48.8721323, 2.2228831 48.8721044, 2.2249574 48.8714142, 2.2250359 48.8713881)",,4,,
336864320,True,,Rue Gardenat-Lapostol,residential,30,False,61.86500000000001,,,"LINESTRING (2.2227993 48.8721323, 2.2228811 48.8723613, 2.2229919 48.8726007, 2.2229974 48.8726134, 2.2230213 48.8726689)",,3,,
4448156,False,3,Rue Carnot,residential,30,True,42.321,,,"LINESTRING (2.2250359 48.8713881, 2.2250736 48.8714365, 2.2251278 48.871506, 2.2251562 48.8715426, 2.2251663 48.8715555, 2.2251957 48.8715931, 2.2252297 48.8716367, 2.2252592 48.8716746, 2.2252999 48.8717268)",,,,
"[775127439, 775127438, 1104694423]",False,3,Rue Carnot,residential,30,False,51.672000000000004,,,"LINESTRING (2.2250359 48.8713881, 2.225 48.8713432, 2.2249448 48.8712744, 2.2247904 48.8710791, 2.2247713 48.871054, 2.2247115 48.8709753)",,,,
4409673,True,,Rue Worth,residential,30,False,7.984,,,"LINESTRING (2.2215774 48.8718946, 2.2215447 48.8718261)",,2.6,,
446417224,True,2,Avenue Franklin Roosevelt,primary,50,False,56.658,D 3,,"LINESTRING (2.2215774 48.8718946, 2.2214271 48.8719731, 2.2211951 48.8721012, 2.2211417 48.8721418, 2.221019 48.8722442)",,,,
4409673,True,,Rue Worth,residential,30,False,85.629,,,"LINESTRING (2.2215447 48.8718261, 2.2214863 48.8717169, 2.2214259 48.8716108, 2.2213706 48.8715137, 2.221354 48.8714855, 2.2213218 48.8714308, 2.221294 48.8713892, 2.22122 48.8712599, 2.2211703 48.8711731, 2.2211568 48.8711388, 2.2211449 48.871103)",,2.6,,
151605518,True,2,Avenue Franklin Roosevelt,primary,50,False,53.621,D 3,,"LINESTRING (2.2215447 48.8718261, 2.2216195 48.8717873, 2.2217222 48.8717527, 2.2222117 48.8716325)",,,,
"[117697824, 4410566, 1204712599]",True,,Rue du Calvaire,"['residential', 'unclassified']",30,False,87.593,,,"LINESTRING (2.2211449 48.871103, 2.2209464 48.8708307, 2.2208841 48.8707612, 2.2208141 48.8707254, 2.2207149 48.8707063, 2.2203413 48.8707131, 2.2202913 48.870715)",yes,"['4.7', '2.5']",,
125912452,True,1,Rue Worth,residential,30,False,76.384,,,"LINESTRING (2.2211449 48.871103, 2.2211753 48.8710106, 2.2211804 48.8709862, 2.2209458 48.8704398)",,3.4,,
4448158,True,,Rue Desbassayns de Richemont,residential,30,False,104.894,,,"LINESTRING (2.2221152 48.8701323, 2.2233838 48.8698182, 2.2234216 48.8698107, 2.2234584 48.8698019)",,3,,
"[168712584, 216391305, 4409917, 4448159]",True,,Rue de la Cerisaie,residential,30,False,261.212,,,"LINESTRING (2.2221152 48.8701323, 2.2220856 48.8700901, 2.2213149 48.8689924, 2.221294 48.8689635, 2.2211801 48.8688059, 2.2210032 48.8685628, 2.2206415 48.8680414, 2.2206246 48.8680171, 2.2206135 48.868001)",yes,,,
37691346,False,,Rue Merlin de Thionville,unclassified,30,False,6.129,,,"LINESTRING (2.2234584 48.8698019, 2.2234943 48.8698517)",,,,
4409674,False,,Rue Merlin de Thionville,residential,30,False,172.434,,,"LINESTRING (2.2234584 48.8698019, 2.2234471 48.8697855, 2.2234319 48.8697642, 2.223406 48.8697327, 2.2224416 48.8685567, 2.2223796 48.8684806, 2.2223338 48.8684396)",,,,
37849975,False,4,Rue Charles Péguy,unclassified,,False,16.991,,,"LINESTRING (2.2254667 48.8681586, 2.2254176 48.8680934, 2.2254069 48.8680786, 2.2253667 48.8680207)",,,,
"[774848713, 227918725]",True,1,Rue Charles Péguy,unclassified,30,False,85.445,,,"LINESTRING (2.2254667 48.8681586, 2.2255439 48.8681816, 2.2256321 48.8683017, 2.2257355 48.8684397, 2.2260215 48.8688213)",,,yes,
4409677,True,1,Rue Diderot,residential,30,False,113.38,,,"LINESTRING (2.2273512 48.86862, 2.2274227 48.86859, 2.2275781 48.8685249, 2.227654 48.868501, 2.2277362 48.8684903, 2.2278062 48.868491, 2.2278752 48.8685, 2.2279406 48.8685188, 2.2280063 48.8685497, 2.2280425 48.8685691, 2.228076 48.8686, 2.2283216 48.8689383, 2.2283655 48.8689959, 2.2283986 48.8690191)",,,,
82413063,False,2,Rue des Bourets,living_street,20,True,38.408,,,"LINESTRING (2.2273512 48.86862, 2.2270292 48.8683989, 2.2269879 48.8683706)",,,,
4409663,False,2,Rue de Verdun,tertiary,30,False,64.285,D 4,,"LINESTRING (2.2277399 48.8702212, 2.227724 48.8703106, 2.2276979 48.8704196, 2.2276411 48.8707128, 2.227642 48.870795)",,,,
1015448954,True,2,Place Henri IV,tertiary,30,False,13.185,,,"LINESTRING (2.2277399 48.8702212, 2.2276957 48.8702153, 2.2276567 48.8702004, 2.2276269 48.8701782, 2.2276094 48.8701509)",,,,roundabout
"[1015448955, 331139875, 1015448956]",True,2,Place Henri IV,tertiary,30,False,18.615000000000002,,,"LINESTRING (2.227613 48.8700994, 2.2276288 48.8700783, 2.2276523 48.8700605, 2.2276819 48.8700472, 2.2277157 48.8700393, 2.2277514 48.8700373, 2.2277856 48.8700411, 2.2278224 48.8700525)",,,,roundabout
"[1237257763, 4409679]",True,1,Rue Ledru-Rollin,residential,30,False,33.593999999999994,,,"LINESTRING (2.2278843 48.8701188, 2.2280142 48.8701253, 2.2280319 48.8701258, 2.2281585 48.8701275, 2.2283401 48.8701496)",,,,
1015448959,True,2,Place Henri IV,tertiary,30,False,11.139999999999999,,,"LINESTRING (2.2278843 48.8701188, 2.2278834 48.8701438, 2.2278723 48.8701678, 2.2278518 48.8701889, 2.2278234 48.8702056)",,,,roundabout
4409654,True,1,Rue Émile Zola,living_street,20,False,82.466,,,"LINESTRING (2.2271358 48.8701374, 2.2270949 48.8701011, 2.2267665 48.8697774, 2.2266129 48.8695914, 2.2265805 48.8695522, 2.2265426 48.8695077)",,3,,
672544051,True,,Rue du Mont Valérien,residential,30,False,35.162,,,"LINESTRING (2.2271358 48.8701374, 2.2274926 48.870107, 2.227613 48.8700994)",,,,
4409696,True,1,Rue Alexandre Darracq,living_street,20,False,29.769,,,"LINESTRING (2.2262584 48.8707374, 2.2261233 48.870555, 2.2261122 48.87054, 2.2260802 48.8704967)",,,,
37720918,False,1,Rue Berthelot,living_street,,True,62.486,,,"LINESTRING (2.2262584 48.8707374, 2.2263384 48.8707117, 2.2270263 48.8704911)",,,,
37720918,False,1,Rue Berthelot,living_street,,False,62.486,,,"LINESTRING (2.2270263 48.8704911, 2.2263384 48.8707117, 2.2262584 48.8707374)",,,,
4409694,True,1,Rue Carnot,residential,30,False,162.596,,,"LINESTRING (2.2252999 48.8717268, 2.2254393 48.87191, 2.2262837 48.8729552, 2.2262939 48.8729678, 2.2263357 48.8730206)",,,,
4448156,False,3,Rue Carnot,residential,30,False,42.321,,,"LINESTRING (2.2252999 48.8717268, 2.2252592 48.8716746, 2.2252297 48.8716367, 2.2251957 48.8715931, 2.2251663 48.8715555, 2.2251562 48.8715426, 2.2251278 48.871506, 2.2250736 48.8714365, 2.2250359 48.8713881)",,,,
775127437,True,2,Rue Perronet,residential,30,False,50.399,,,"LINESTRING (2.2259298 48.8719083, 2.225548 48.8718099, 2.2254876 48.8717954, 2.2252999 48.8717268)",,,,
"[436707484, 436707485, 4409662]",True,1,Cours Madeleine,living_street,20,False,79.995,,,"LINESTRING (2.227642 48.870795, 2.2274778 48.8707584, 2.2273845 48.8707529, 2.2273414 48.8707709, 2.2272538 48.8708118, 2.2266687 48.8710241)",,,,
"[432771914, 4409663]",False,2,Rue de Verdun,"['living_street', 'tertiary']","['20', '30']",False,120.89800000000002,D 4,,"LINESTRING (2.227642 48.870795, 2.2276501 48.8708688, 2.2276611 48.8709207, 2.2276904 48.8710135, 2.227725 48.8710867, 2.2277824 48.87118, 2.2278672 48.8712878, 2.2279387 48.8713659, 2.228076 48.8715281, 2.2281559 48.8717133, 2.228213 48.8718039)",,,,
4409663,False,2,Rue de Verdun,tertiary,30,True,64.285,D 4,,"LINESTRING (2.227642 48.870795, 2.2276411 48.8707128, 2.2276979 48.8704196, 2.227724 48.8703106, 2.2277399 48.8702212)",,,,
"[432771913, 51308475]",False,2,Rue Honoré d'Estienne d'Orves,residential,"['20', '30']",True,87.084,,,"LINESTRING (2.228213 48.8718039, 2.2280942 48.8718455, 2.2274216 48.872111, 2.2271915 48.872206)",,,,
"[432771914, 4409663]",False,2,Rue de Verdun,"['living_street', 'tertiary']","['20', '30']",True,120.898,D 4,,"LINESTRING (2.228213 48.8718039, 2.2281559 48.8717133, 2.228076 48.8715281, 2.2279387 48.8713659, 2.2278672 48.8712878, 2.2277824 48.87118, 2.227725 48.8710867, 2.2276904 48.8710135, 2.2276611 48.8709207, 2.2276501 48.8708688, 2.227642 48.870795)",,,,
4409657,True,1,Rue Perronet,residential,30,False,98.964,,,"LINESTRING (2.2271915 48.872206, 2.227127 48.8722176, 2.2259298 48.8719083)",,,,
"[432771913, 51308475]",False,2,Rue Honoré d'Estienne d'Orves,residential,"['20', '30']",False,87.084,,,"LINESTRING (2.2271915 48.872206, 2.2274216 48.872111, 2.2280942 48.8718455, 2.228213 48.8718039)",,,,
4409694,True,1,Rue Carnot,residential,30,False,236.678,,,"LINESTRING (2.2263357 48.8730206, 2.226384 48.8730796, 2.2263924 48.8730896, 2.2266879 48.8734391, 2.2268876 48.8736771, 2.2269776 48.873785, 2.2274793 48.8743785, 2.2276674 48.8745986, 2.2278626 48.8748432, 2.2278941 48.8748859)",,,,
4448157,True,1,Rue Honoré d'Estienne d'Orves,residential,30,False,113.801,,,"LINESTRING (2.2263357 48.8730206, 2.2263993 48.8729839, 2.2264141 48.8729742, 2.2268563 48.8726825, 2.2272106 48.8722947, 2.2272027 48.8722433, 2.2271915 48.872206)",,,,
105611637,False,2,Rue Honoré d'Estienne d'Orves,residential,30,True,95.62100000000001,,,"LINESTRING (2.2263357 48.8730206, 2.2262512 48.8730572, 2.226227 48.8730663, 2.2259578 48.8731762, 2.2253239 48.8734358, 2.2252291 48.8734784)",,,,
4409691,False,2,Rue Honoré d'Estienne d'Orves,residential,30,False,93.04499999999999,,,"LINESTRING (2.2245421 48.8741604, 2.2245727 48.8741156, 2.2248353 48.8737312, 2.2250133 48.8735783, 2.2251278 48.8735218, 2.2252291 48.8734784)",,,,
4409667,True,1,Rue des Puits,residential,30,False,162.424,,,"LINESTRING (2.2252291 48.8734784, 2.2252123 48.8734437, 2.2241741 48.8722409, 2.2241437 48.8722049)",,,,
4409691,False,2,Rue Honoré d'Estienne d'Orves,residential,30,True,93.045,,,"LINESTRING (2.2252291 48.8734784, 2.2251278 48.8735218, 2.2250133 48.8735783, 2.2248353 48.8737312, 2.2245727 48.8741156, 2.2245421 48.8741604)",,,,
105611637,False,2,Rue Honoré d'Estienne d'Orves,residential,30,False,95.62100000000001,,,"LINESTRING (2.2252291 48.8734784, 2.2253239 48.8734358, 2.2259578 48.8731762, 2.226227 48.8730663, 2.2262512 48.8730572, 2.2263357 48.8730206)",,,,
4409658,True,1,Rue de la Gauchère,residential,30,False,99.885,,,"LINESTRING (2.2241437 48.8722049, 2.2251978 48.8717691, 2.2252218 48.8717592, 2.2252999 48.8717268)",,,,
4409683,True,1,Rue Jean Macé,unclassified,30,False,198.09400000000002,,,"LINESTRING (2.2278941 48.8748859, 2.2279757 48.8748519, 2.2282688 48.8747209, 2.2282756 48.8746897, 2.2295474 48.8740856, 2.229628 48.8740757, 2.2300079 48.873922, 2.2300387 48.8739099, 2.2300827 48.8738683)",,,,
4409694,True,1,Rue Carnot,residential,30,False,51.043,,,"LINESTRING (2.2278941 48.8748859, 2.2279303 48.8749296, 2.2281479 48.8751928, 2.228243 48.8752829)",,,,
"[1016914937, 1016914938]",True,1,Rue de Verdun,tertiary,30,False,81.515,D 4,,"LINESTRING (2.2300827 48.8738683, 2.2300103 48.8737865, 2.2299904 48.8737658, 2.2297893 48.8735449, 2.2295108 48.8732391)",,,,
"[4409682, 1016914938]",True,1,Rue de Verdun,tertiary,30,False,91.99999999999999,D 4,,"LINESTRING (2.2307361 48.8745753, 2.2306769 48.8745103, 2.2301779 48.8739696, 2.2301621 48.8739524, 2.2301508 48.8739401, 2.2301369 48.8739249, 2.2300827 48.8738683)",,,,
4411085,False,,Avenue Sisley,residential,30,False,10.937999999999999,,,"LINESTRING (2.2307361 48.8745753, 2.2307809 48.8745559, 2.2308617 48.8745219)",,,,
"[1016914936, 1016914937]",True,1,Rue de Verdun,tertiary,30,False,99.502,D 4,,"LINESTRING (2.2295108 48.8732391, 2.2294511 48.8731721, 2.2292767 48.8729755, 2.229232 48.8729246, 2.2291403 48.8728264, 2.2289326 48.872592, 2.2288933 48.8725477, 2.2288221 48.8724674)",,,,
4409680,True,1,Rue Pagès,residential,30,False,156.786,,,"LINESTRING (2.2305909 48.8716708, 2.2304747 48.8717231, 2.2302386 48.8718294, 2.2288756 48.8724433, 2.2288221 48.8724674)",,,,
105601146,True,1,Rue Ledru-Rollin,residential,30,False,98.711,,,"LINESTRING (2.2305909 48.8716708, 2.230703 48.8717427, 2.2314326 48.8722481, 2.2315262 48.8723107)",,,,
4411089,True,1,Rue Salomon de Rothschild,unclassified,30,False,75.21499999999999,,,"LINESTRING (2.2315262 48.8723107, 2.2315963 48.8723647, 2.2320865 48.8727572, 2.23212 48.8727836, 2.2321815 48.872832)",,,,
120510675,True,1,Rue Édouard Nieuport,residential,30,False,179.95899999999997,,,"LINESTRING (2.2315262 48.8723107, 2.231422 48.8723559, 2.2295754 48.8732092, 2.2295108 48.8732391)",,,,
"[432771912, 4409709]",True,1,Rue Gustave Flourens,"['residential', 'living_street']","['20', '30']",False,150.557,,,"LINESTRING (2.2297959 48.8710192, 2.2298157 48.8710525, 2.2298211 48.8710692, 2.2298197 48.8710895, 2.2298072 48.8711107, 2.2297699 48.8711373, 2.2297317 48.8711542, 2.2282886 48.8717729, 2.228213 48.8718039)",,,,
"[45086721, 105601146, 336862102]",True,1,Rue Ledru-Rollin,residential,30,False,93.684,,,"LINESTRING (2.2297959 48.8710192, 2.2299188 48.8711006, 2.2299559 48.8711429, 2.23 48.8711978, 2.2300231 48.8712417, 2.2300582 48.8712858, 2.230154 48.8713582, 2.2303546 48.871504, 2.2304634 48.8715788, 2.2304978 48.8716047, 2.2305193 48.87162, 2.2305909 48.8716708)",,,,
"[105601147, 336862103]",True,"['1', '2']",Rue Ledru-Rollin,residential,30,False,47.924,,,"LINESTRING (2.2293513 48.8707026, 2.2294584 48.8707782, 2.2294742 48.8707895, 2.2297959 48.8710192)",,2,,
"[775127424, 4409710]",False,"['2', '3']",Rue du Port aux Vins,residential,30,False,157.349,,,"LINESTRING (2.2293513 48.8707026, 2.2294475 48.8706528, 2.2299136 48.8704114, 2.2306293 48.8700519, 2.2308313 48.8699472, 2.2308568 48.8699334, 2.2309001 48.8699104, 2.2310532 48.8698372)",,,,
"[775127424, 4409710]",False,"['2', '3']",Rue du Port aux Vins,residential,30,True,157.349,,,"LINESTRING (2.2310532 48.8698372, 2.2309001 48.8699104, 2.2308568 48.8699334, 2.2308313 48.8699472, 2.2306293 48.8700519, 2.2299136 48.8704114, 2.2294475 48.8706528, 2.2293513 48.8707026)",,,,
360022579,False,2,,residential,50,True,10.663,D 7,,"LINESTRING (2.2310532 48.8698372, 2.2311265 48.8698007, 2.2311727 48.8697825)",,,,
"[360022597, 360022581]",True,3,Quai Gallieni,primary,50,False,103.78899999999999,D 7,,"LINESTRING (2.2310532 48.8698372, 2.2309065 48.8697071, 2.2307442 48.8695632, 2.2304891 48.869326, 2.2303617 48.8692087, 2.230208 48.8690879)",,,,
360022579,False,2,,residential,50,False,10.663,D 7,,"LINESTRING (2.2311727 48.8697825, 2.2311265 48.8698007, 2.2310532 48.8698372)",,,,
"[775127422, 360022574, 83724095]",True,3,Quai Léon Blum,primary,50,False,157.626,D 7,,"LINESTRING (2.230208 48.8690879, 2.2297614 48.8686741, 2.2293387 48.8682838, 2.2290763 48.8680254, 2.2289786 48.8679239)",,,,
610399933,False,,Rue du Bac,tertiary,30,True,82.168,,,"LINESTRING (2.230208 48.8690879, 2.2300954 48.8691337, 2.230015 48.8691646, 2.2294789 48.8693802, 2.2292389 48.8694609)",,,,
4409704,False,2,Rue du Bac,tertiary,30,False,27.45,,,"LINESTRING (2.228921 48.8695921, 2.2290091 48.8695545, 2.2290959 48.8695192, 2.2292389 48.8694609)",,,,
4409704,False,2,Rue du Bac,tertiary,30,True,95.339,,,"LINESTRING (2.228921 48.8695921, 2.2288197 48.8696312, 2.2279404 48.8699915, 2.2278224 48.8700525)",,,,
4409677,True,1,Rue Diderot,residential,30,False,74.29899999999999,,,"LINESTRING (2.2283986 48.8690191, 2.2284233 48.869046, 2.2288653 48.8695267, 2.228901 48.8695674, 2.228921 48.8695921)",,,,
4409678,True,1,Avenue de la Belle Gabrielle,living_street,20,False,50.221000000000004,,,"LINESTRING (2.2283986 48.8690191, 2.2278254 48.8691663, 2.2277939 48.8691661, 2.2277556 48.869159)",,,,
"[773636636, 775127421, 4409687]",True,"['1', '2']",,primary_link,50,False,142.09,,,"LINESTRING (2.2289786 48.8679239, 2.2287638 48.8677864, 2.2287299 48.8677608, 2.2286428 48.8677286, 2.2284844 48.8676947, 2.2276221 48.8675571, 2.2275291 48.8675427, 2.2271912 48.8675083)",,,,
83724082,True,2,Quai Léon Blum,primary,50,False,33.832,D 7,,"LINESTRING (2.2289786 48.8679239, 2.2288451 48.8677549, 2.2287687 48.8676528)",,,,
"[330221018, 227821570, 35599958]",True,2,Quai Léon Blum,primary,50,False,73.669,D 7,,"LINESTRING (2.2286428 48.867499, 2.2286152 48.8674634, 2.2284893 48.8673118, 2.2282436 48.8670184, 2.2282052 48.8669702, 2.2281614 48.8669171)",,,,
"[4409688, 775127419]",True,2,,primary_link,50,False,65.009,,,"LINESTRING (2.2276749 48.8673958, 2.2277212 48.8674666, 2.2278011 48.86751, 2.2279561 48.8675344, 2.2284495 48.8676156)",,,,
330212445,True,3,Boulevard Henri Sellier,primary,50,False,37.55,,,"LINESTRING (2.2276749 48.8673958, 2.227406 48.8674521, 2.2271912 48.8675083)",,,,
4431935,False,,Rue de la Gare de Longchamp,residential,30,True,39.13400000000001,,,"LINESTRING (2.2227903 48.8682588, 2.2227293 48.8682963, 2.2226503 48.8683251, 2.2223837 48.8684224, 2.2223338 48.8684396)",,,,
"[691273568, 774848707, 126812613, 227755126]",True,"['2', '3']",Boulevard Henri Sellier,primary,50,False,114.54500000000002,,yes,"LINESTRING (2.2227903 48.8682588, 2.2224034 48.8680935, 2.2221254 48.8679444, 2.222013 48.8678756, 2.2218853 48.8677979, 2.2217861 48.8677274, 2.2217613 48.8677059, 2.2217218 48.8676707, 2.2216147 48.8675882)",,,,
"[129636848, 129636842]",False,2,"['Rue des Carrières', 'Rue Chevreul']",residential,50,False,7.428,,,"LINESTRING (2.2216147 48.8675882, 2.2216552 48.867574, 2.2217025 48.8675547)",,,,
"[691273569, 774848706]",True,3,Boulevard Henri Sellier,primary,50,False,40.22,,yes,"LINESTRING (2.2216147 48.8675882, 2.2215559 48.8675488, 2.2215244 48.8675172, 2.2213274 48.8672818)",,,,
1015448958,True,2,Place Henri IV,tertiary,30,False,6.442,,,"LINESTRING (2.2278234 48.8702056, 2.2277975 48.8702146, 2.2277692 48.8702199, 2.2277399 48.8702212)",,,,roundabout
"[4409921, 691273571]",True,,Rue des Carrières,residential,30,False,92.86300000000001,,,"LINESTRING (2.220739 48.8670899, 2.2207623 48.8670878, 2.2207897 48.8670906, 2.220832 48.8671042, 2.2209322 48.8671639, 2.2211495 48.8674097, 2.2213698 48.8675935, 2.2214294 48.8676028, 2.2215047 48.8675968, 2.2215304 48.8675962, 2.2216147 48.8675882)",,,,
"[105601148, 4409919]",False,,Rue Cluseret,residential,30,False,146.79500000000002,,,"LINESTRING (2.220739 48.8670899, 2.2208102 48.8671751, 2.2210666 48.867486, 2.2211387 48.867551, 2.2213052 48.8676729, 2.2213179 48.8676914, 2.2213017 48.8677992, 2.2212695 48.8678146, 2.2212294 48.8678259, 2.2206671 48.8679843, 2.2206135 48.868001)",,,,
4409919,False,,Rue Cluseret,residential,30,False,51.167,,,"LINESTRING (2.2206135 48.868001, 2.2204468 48.8680541, 2.219984 48.8682017)",,,,
"[105601148, 4409919]",False,,Rue Cluseret,residential,30,True,146.795,,,"LINESTRING (2.2206135 48.868001, 2.2206671 48.8679843, 2.2212294 48.8678259, 2.2212695 48.8678146, 2.2213017 48.8677992, 2.2213179 48.8676914, 2.2213052 48.8676729, 2.2211387 48.867551, 2.2210666 48.867486, 2.2208102 48.8671751, 2.220739 48.8670899)",,,,
4409919,False,,Rue Cluseret,residential,30,True,51.167,,,"LINESTRING (2.219984 48.8682017, 2.2204468 48.8680541, 2.2206135 48.868001)",,,,
"[216599331, 4411295]",True,,Rue Worth,residential,30,False,260.598,,,"LINESTRING (2.219984 48.8682017, 2.2200088 48.8682355, 2.2202544 48.868575, 2.2203341 48.8686852, 2.2206961 48.869572, 2.2208595 48.8703244, 2.2208871 48.8703813, 2.2209458 48.8704398)",,,,
70497321,False,1,Impasse des Vignerons,residential,,False,159.677,,,"LINESTRING (2.219984 48.8682017, 2.2195713 48.8677441, 2.2194329 48.8675305, 2.2191902 48.866878)",,,,
