osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access,tunnel
429078804,True,3,D 10,Avenue du Général de Gaulle,primary,50,False,34.77,"LINESTRING (2.1296351 48.8022446, 2.129529 48.802069, 2.1295059 48.8020353, 2.1294554 48.8019552)",,,
551069300,False,,,Avenue de Paris,primary,50,False,15.242,"LINESTRING (2.1308129 48.8019267, 2.1308824 48.8020559)",,,
155469852,True,2,D 10,Avenue de Paris,primary,50,False,57.813,"LINESTRING (2.1308129 48.8019267, 2.1312371 48.801813, 2.1312758 48.8018027, 2.1312857 48.8018001, 2.1313249 48.8017899, 2.1315453 48.8017328)",,,
684809689,False,4,D 186,Avenue Rockfeller,primary,50,True,15.582,"LINESTRING (2.1264527 48.8032461, 2.1263714 48.8031166)",,,
60758822,False,4,D 186,Avenue Rockfeller,primary,50,False,126.143,"LINESTRING (2.1264527 48.8032461, 2.1264708 48.8032785, 2.1265444 48.8033767, 2.1265653 48.8034129, 2.1267517 48.8037508, 2.1268064 48.8038573, 2.1268357 48.8039419, 2.1268468 48.8040689, 2.1268402 48.8042048, 2.1268187 48.8043338)",,,
550941898,False,4,D 186,Avenue Rockfeller,primary,50,True,13.734,"LINESTRING (2.1268402 48.8044565, 2.1268187 48.8043338)",,,
19786009,True,2,D 186,Avenue Rockfeller,primary,50,False,25.076,"LINESTRING (2.1268402 48.8044565, 2.1269019 48.8044857, 2.1269287 48.8045166, 2.1269427 48.8045339, 2.1269703 48.804574, 2.1269876 48.8046494)",,,
19786010,True,2,,Avenue de Nepveu Nord,primary,50,False,53.33500000000001,"LINESTRING (2.1262571 48.8045893, 2.1263628 48.8045811, 2.1264607 48.804569, 2.1265493 48.8045463, 2.1266085 48.8045242, 2.1267289 48.8044345, 2.1268187 48.8043338)",,,
19786014,False,3,,Avenue de Nepveu Nord,primary,50,True,140.832,"LINESTRING (2.1262571 48.8045893, 2.1253011 48.8045174, 2.1245713 48.8044554, 2.1244474 48.8044476, 2.1243471 48.804444)",,,
429077846,False,2,,Avenue de Nepveu Nord,primary,50,False,53.976,"LINESTRING (2.1262571 48.8045893, 2.12672 48.8046385, 2.1267988 48.8046425, 2.1269876 48.8046494)",,,
550868553,True,,D 10,Avenue de Paris,primary,50,False,14.393,"LINESTRING (2.1318049 48.8016671, 2.1318759 48.8017878)",,,
534877574,True,2,D 10,Avenue de Paris,primary,50,False,93.82300000000001,"LINESTRING (2.1318049 48.8016671, 2.1320916 48.8015929, 2.1329971 48.8013584)",,,
895842323,True,3,D 10,Avenue de Paris,primary,50,False,19.821,"LINESTRING (2.1318759 48.8017878, 2.1316253 48.8018551)",,,
550868552,True,,D 10,Avenue de Paris,primary,50,False,14.808,"LINESTRING (2.1316253 48.8018551, 2.1315453 48.8017328)",,,
"[895842323, 158078454]",True,3,D 10,Avenue de Paris,primary,50,False,58.813,"LINESTRING (2.1316253 48.8018551, 2.1315098 48.8018863, 2.131386 48.8019198, 2.1311609 48.8019807, 2.1311376 48.801987, 2.1311199 48.8019918, 2.1310931 48.801999, 2.1308824 48.8020559)",,,
666444138,True,2,D 10,Avenue de Paris,primary,50,False,20.368,"LINESTRING (2.1315453 48.8017328, 2.1318049 48.8016671)",,,
"[534877563, 10305789]",True,,D 186,Rue des États Généraux,primary,50,False,48.119,"LINESTRING (2.1315453 48.8017328, 2.1315045 48.8016533, 2.1315111 48.8016167, 2.1315411 48.8015492, 2.131617 48.8014364, 2.1316614 48.8013817, 2.1317136 48.8013372)",,,
77029674,True,,D 10,Avenue du Général de Gaulle,primary,50,False,15.699,"LINESTRING (2.1297158 48.8023754, 2.1296351 48.8022446)",,,
"[155469866, 560562452]",True,2,D 186,Avenue de Paris,primary,50,False,29.158,"LINESTRING (2.1297158 48.8023754, 2.1295989 48.8024042, 2.1293456 48.8024718)",30,,
704450537,True,2,D 185,Avenue de Saint-Cloud,primary,50,False,11.031,"LINESTRING (2.1311837 48.8049873, 2.1310345 48.8049737)",,,
"[560562513, 1038791458]",True,,,Avenue de Saint-Cloud,secondary,30,False,23.496000000000002,"LINESTRING (2.1311837 48.8049873, 2.1312338 48.8051189, 2.131182 48.8051864)",,,
704379085,True,2,,Avenue de l'Europe,primary,50,False,9.371,"LINESTRING (2.1310345 48.8049737, 2.1310115 48.8048908)",,,
1071665285,True,2,D 185,Avenue de Saint-Cloud,primary,50,False,25.441000000000003,"LINESTRING (2.1310345 48.8049737, 2.1308501 48.804958, 2.1307065 48.8049094)",,,
704450606,True,2,D 185,Avenue de Saint-Cloud,primary,50,False,10.742,"LINESTRING (2.1310115 48.8048908, 2.1311571 48.8049025)",,,
697163634,True,2,,Avenue de l'Europe,primary,50,False,21.665,"LINESTRING (2.1310115 48.8048908, 2.1309907 48.8048005, 2.1310125 48.804698)",,,
887053594,False,2,D 10,Rue du Général Leclerc,primary,50,True,105.50900000000001,"LINESTRING (2.1257689 48.7992821, 2.1257076 48.799298, 2.1250489 48.7994788, 2.1248768 48.7995302, 2.1246178 48.7996005, 2.1245557 48.7996174, 2.1244417 48.7996508)",,,
"[1254826240, 1254826241, 19786007]",True,,,"['Rue de Satory', 'Rue du Vieux Versailles']",living_street,20,False,176.01800000000003,"LINESTRING (2.1244417 48.7996508, 2.1244813 48.7997093, 2.124831 48.8002897, 2.1247658 48.8003076, 2.1236989 48.8006003, 2.1235774 48.8006336)","['5.5', '3', '4']",,
259583366,False,,D 10,Rue de l'Orangerie,primary,50,True,181.052,"LINESTRING (2.1244417 48.7996508, 2.1243339 48.7996772, 2.1242875 48.7996895, 2.1241459 48.7997272, 2.1222141 48.800257, 2.1221572 48.8002726)",14,,
887053594,False,2,D 10,Rue du Général Leclerc,primary,50,False,105.509,"LINESTRING (2.1244417 48.7996508, 2.1245557 48.7996174, 2.1246178 48.7996005, 2.1248768 48.7995302, 2.1250489 48.7994788, 2.1257076 48.799298, 2.1257689 48.7992821)",,,
15794374,False,3,,Rue de l'Indépendance Américaine,secondary,50,False,74.897,"LINESTRING (2.1200339 48.8008762, 2.1200736 48.8009361, 2.1203983 48.801459, 2.1204233 48.801499)",,,
460135459,False,2,D 10,Rue de l'Orangerie,primary,50,False,28.747,"LINESTRING (2.1200339 48.8008762, 2.1201951 48.8008299, 2.1203506 48.8007854, 2.1203937 48.8007729)",,,
"[15794377, 18780607]",True,2,,"[""Rue de l'Indépendance Américaine"", 'Rue Pierre Girauld de Nolhac']",secondary,50,False,184.982,"LINESTRING (2.1228601 48.8032652, 2.1220793 48.803477, 2.1217358 48.8035644, 2.1216804 48.8035326, 2.1214633 48.803184, 2.1212494 48.8028405, 2.1212148 48.802776)",,,
15794378,False,2,,Rue Pierre Girauld de Nolhac,secondary,50,True,22.372,"LINESTRING (2.1228601 48.8032652, 2.1229967 48.8032345, 2.1230803 48.8032196, 2.1231522 48.8032067)",,,
9923182,False,3,,Avenue de Nepveu Sud,secondary,50,False,180.46099999999998,"LINESTRING (2.1231522 48.8032067, 2.123187 48.803212, 2.1233793 48.8032318, 2.1234244 48.8032334, 2.12347 48.8032314, 2.1235384 48.8032155, 2.1235806 48.8031996, 2.1236779 48.8031272, 2.1237463 48.8030547, 2.1239018 48.8029328, 2.124795 48.8022129, 2.124862 48.8021714)",,,
15794378,False,2,,Rue Pierre Girauld de Nolhac,secondary,50,False,22.372,"LINESTRING (2.1231522 48.8032067, 2.1230803 48.8032196, 2.1229967 48.8032345, 2.1228601 48.8032652)",,,
1178154658,False,3,,Rue de l'Indépendance Américaine,secondary,50,True,153.373,"LINESTRING (2.1212148 48.802776, 2.1204233 48.801499)",,,
"[18780585, 1254822578]",True,,,Rue Saint-Julien,residential,50,False,92.44800000000001,"LINESTRING (2.1212148 48.802776, 2.1213227 48.8027471, 2.1219498 48.8025795, 2.1223096 48.8024833, 2.1223844 48.8024633)","['6.5', '10']",,
18779066,True,,,Rue des Récollets,residential,30,False,154.209,"LINESTRING (2.1223844 48.8024633, 2.1223447 48.802401, 2.1219235 48.8017409, 2.1215936 48.801224, 2.1215686 48.8011848)",5,,
18779207,True,,,Rue des Récollets,residential,50,False,95.805,"LINESTRING (2.1223844 48.8024633, 2.1224056 48.802499, 2.1225125 48.8026778, 2.1228316 48.8031915, 2.1228601 48.8032652)",,,
18307911,True,2,D 186,Rue Hoche,primary,30,False,85.494,"LINESTRING (2.1271794 48.804952, 2.1272193 48.8050193, 2.1276039 48.8056434, 2.1276184 48.8056644)",,,
19786015,True,,,Rue Colbert,residential,30,False,137.982,"LINESTRING (2.1271794 48.804952, 2.1270546 48.8049439, 2.125307 48.8048141)",,,
"[18307912, 32433677]",False,,,"['Rue Sainte-Anne', 'Rue de Marly']",residential,30,False,103.92,"LINESTRING (2.125307 48.8048141, 2.1253007 48.8048643, 2.1252067 48.8052754, 2.1252241 48.8053084, 2.1252728 48.805348, 2.125314 48.805369, 2.1254131 48.8053759, 2.1257173 48.8053979, 2.1258353 48.805421)",,,
19786015,True,,,Rue Colbert,residential,30,False,96.619,"LINESTRING (2.125307 48.8048141, 2.1241708 48.8047403, 2.1240842 48.8047165, 2.1240331 48.8046728)",,,
32433677,False,,,Rue Sainte-Anne,residential,30,False,71.02,"LINESTRING (2.1258353 48.805421, 2.1259551 48.8054184, 2.1262853 48.8054397, 2.1263243 48.8054698, 2.1263458 48.805508, 2.1262919 48.8057665)",,,
"[18307912, 32433677]",False,,,"['Rue Sainte-Anne', 'Rue de Marly']",residential,30,True,103.92,"LINESTRING (2.1258353 48.805421, 2.1257173 48.8053979, 2.1254131 48.8053759, 2.125314 48.805369, 2.1252728 48.805348, 2.1252241 48.8053084, 2.1252067 48.8052754, 2.1253007 48.8048643, 2.125307 48.8048141)",,,
"[18307915, 1207003762, 1207003763]",False,,,Rue Madame,residential,30,False,122.126,"LINESTRING (2.1258353 48.805421, 2.1258251 48.8055224, 2.1259809 48.8057784, 2.1260417 48.8058783, 2.1260619 48.8059115, 2.1261375 48.8060394, 2.1263373 48.806368, 2.1263855 48.8064482)",,,building_passage
"[1207003762, 18307915, 1207003763]",False,,,Rue Madame,residential,30,True,122.12599999999999,"LINESTRING (2.1263855 48.8064482, 2.1263373 48.806368, 2.1261375 48.8060394, 2.1260619 48.8059115, 2.1260417 48.8058783, 2.1259809 48.8057784, 2.1258251 48.8055224, 2.1258353 48.805421)",,,building_passage
19782223,True,2,,Rue Carnot,primary,30,False,109.33500000000001,"LINESTRING (2.1263855 48.8064482, 2.1261528 48.8065102, 2.1260161 48.8065428, 2.1251608 48.8067675, 2.1251279 48.806775, 2.1249962 48.806808)",,,
1178154658,False,3,,Rue de l'Indépendance Américaine,secondary,50,False,153.373,"LINESTRING (2.1204233 48.801499, 2.1212148 48.802776)",,,
15794374,False,3,,Rue de l'Indépendance Américaine,secondary,50,True,74.897,"LINESTRING (2.1204233 48.801499, 2.1203983 48.801459, 2.1200736 48.8009361, 2.1200339 48.8008762)",,,
259583366,False,,D 10,Rue de l'Orangerie,primary,50,False,181.05200000000002,"LINESTRING (2.1221572 48.8002726, 2.1222141 48.800257, 2.1241459 48.7997272, 2.1242875 48.7996895, 2.1243339 48.7996772, 2.1244417 48.7996508)",14,,
"[460135459, 259583366]",False,2,D 10,Rue de l'Orangerie,primary,50,True,140.637,"LINESTRING (2.1221572 48.8002726, 2.1221007 48.8002884, 2.1212364 48.8005311, 2.1209916 48.8005991, 2.1203937 48.8007729)",14,,
18778962,True,,,Rue Mazière,living_street,20,False,77.061,"LINESTRING (2.1225608 48.8009126, 2.1225436 48.8008854, 2.1222035 48.8003479, 2.1221572 48.8002726)",3,,
"[544548280, 1254821335]",True,,,Rue du Vieux Versailles,residential,30,False,78.722,"LINESTRING (2.1225608 48.8009126, 2.1218034 48.8011203, 2.1216563 48.8011607, 2.1215686 48.8011848)","['5.5', '4']",,
"[544548280, 1254821336]",True,,,Rue du Vieux Versailles,residential,30,False,90.86699999999999,"LINESTRING (2.1215686 48.8011848, 2.1215076 48.8012015, 2.1212111 48.8012829, 2.1205393 48.8014672, 2.1204233 48.801499)","['5.5', '4']",,
28657114,False,,,Rue de la Chancellerie,unclassified,30,True,6.279,"LINESTRING (2.1254112 48.8012994, 2.1254578 48.801252)",6,,
902040664,True,,,Rue de la Chancellerie,unclassified,30,False,6.203,"LINESTRING (2.1254112 48.8012994, 2.1253505 48.8013383)",7,,
18779470,False,2,,Rue de Fontenay,residential,,False,28.743000000000002,"LINESTRING (2.1254112 48.8012994, 2.1255495 48.8013681, 2.1257197 48.8014591)",,,
18779470,False,2,,Rue de Fontenay,residential,,True,28.743000000000002,"LINESTRING (2.1257197 48.8014591, 2.1255495 48.8013681, 2.1254112 48.8012994)",,,
"[550941881, 688947757]",False,2,,Avenue de Sceaux,tertiary,50,False,36.079,"LINESTRING (2.1257197 48.8014591, 2.1254872 48.8016429, 2.1254697 48.8016568, 2.1254046 48.8017085)",10,,
688947757,False,,,Avenue de Sceaux,tertiary,50,True,117.21100000000001,"LINESTRING (2.1257197 48.8014591, 2.1259101 48.8013063, 2.1259383 48.8012839, 2.1264072 48.8009103, 2.1267383 48.8006461)",10,,
"[18779377, 18779363]",True,,,"['Rue Bailly', 'Rue de Fontenay']",living_street,20,False,117.411,"LINESTRING (2.1238514 48.8013392, 2.1230578 48.8013535, 2.1227711 48.8008894, 2.1227529 48.8008598)","['5', '4.9']",,
18779864,True,,,Rue du Jeu de Paume,living_street,20,False,80.98700000000001,"LINESTRING (2.1238514 48.8013392, 2.123588 48.8006648, 2.1235774 48.8006336)",4.5,,
"[1254826241, 18778934]",True,,,Rue du Vieux Versailles,living_street,20,False,65.417,"LINESTRING (2.1235774 48.8006336, 2.1233957 48.8006834, 2.1227529 48.8008598)","['5.5', '4']",,
19195592,False,2,,Rue du Maréchal Foch,secondary,30,False,8.35,"LINESTRING (2.131182 48.8051864, 2.1312149 48.8052583)",,,
19782222,False,,,Rue Carnot,tertiary,30,False,27.343,"LINESTRING (2.131182 48.8051864, 2.1311002 48.805206, 2.1310385 48.8052232, 2.1308327 48.8052731)",,,
560562514,True,2,,Avenue de Saint-Cloud,secondary,30,False,27.384999999999998,"LINESTRING (2.131182 48.8051864, 2.1310902 48.8051393, 2.131077 48.8051055, 2.1310345 48.8049737)",,,
21643732,False,,,Rue du Maréchal Foch,secondary,30,True,60.746,"LINESTRING (2.1320334 48.8065998, 2.1319419 48.8064526, 2.1317488 48.8061336, 2.1317241 48.8060929)",,,
21643733,False,,,Rue de la Paroisse,tertiary,30,True,60.76499999999999,"LINESTRING (2.1320334 48.8065998, 2.1318194 48.8066579, 2.131552 48.8067274, 2.1314007 48.8067668, 2.1313249 48.8067865, 2.1312631 48.8068029)",,,
697160585,False,,,Rue de la Paroisse,tertiary,30,False,60.935,"LINESTRING (2.1320334 48.8065998, 2.1322483 48.8065417, 2.1326273 48.8064393, 2.1327411 48.8064089, 2.1328037 48.8063926)",,,
697160644,False,,,Rue du Maréchal Foch,secondary,30,False,60.379999999999995,"LINESTRING (2.1320334 48.8065998, 2.1321128 48.8067349, 2.1322824 48.8070042, 2.1323211 48.8070655, 2.1323435 48.8071029)",,,
19195935,False,2,D 186,Rue Hoche,residential,30,False,139.363,"LINESTRING (2.128736 48.8074867, 2.1286936 48.8074152, 2.1280818 48.8064422, 2.1280165 48.8063265)",,,
427204330,False,,,Rue de la Paroisse,tertiary,30,False,134.111,"LINESTRING (2.128736 48.8074867, 2.1290153 48.8074199, 2.129122 48.8073905, 2.1303519 48.8070526, 2.1304312 48.8070309)",12,,
653200686,False,,D 186,Rue de la Paroisse,tertiary,30,True,23.719,"LINESTRING (2.128736 48.8074867, 2.1285317 48.8075387, 2.1284339 48.8075636)",,,
"[684543256, 19782223]",True,"['2', '3']",,Rue Carnot,primary,30,False,52.214,"LINESTRING (2.1249962 48.806808, 2.1246951 48.8068886, 2.1246039 48.8068806, 2.1243334 48.8069597)",,,
"[673886816, 427204330]",False,,,Rue de la Paroisse,tertiary,30,False,65.987,"LINESTRING (2.1304312 48.8070309, 2.1306195 48.8069791, 2.1308084 48.8069272, 2.1311939 48.8068213, 2.1312631 48.8068029)",12,,
427204330,False,,,Rue de la Paroisse,tertiary,30,True,134.111,"LINESTRING (2.1304312 48.8070309, 2.1303519 48.8070526, 2.129122 48.8073905, 2.1290153 48.8074199, 2.128736 48.8074867)",12,,
"[1096517963, 1096517964]",False,,,Rue du Maréchal Foch,secondary,30,False,42.972,"LINESTRING (2.1326953 48.8076763, 2.1327229 48.8077213, 2.1329125 48.8080353)",,,
"[1096517960, 1096517961, 1096517962, 1096517963, 21643730]",False,,,Rue du Maréchal Foch,secondary,30,True,68.781,"LINESTRING (2.1326953 48.8076763, 2.132671 48.8076353, 2.13266 48.807617, 2.1326225 48.8075548, 2.1325717 48.8074707, 2.1325108 48.8073699, 2.1324241 48.8072262, 2.1323766 48.8071482, 2.1323435 48.8071029)",,,
129225982,True,,D 10,Avenue de Paris,primary,50,False,13.127,"LINESTRING (2.1330637 48.801468, 2.1329971 48.8013584)",,,
"[534877569, 666444139]",True,"['2', '4']",D 10,Avenue de Paris,primary,50,False,93.983,"LINESTRING (2.1330637 48.801468, 2.1322743 48.8016802, 2.1322547 48.8016855, 2.1320267 48.8017471, 2.1318759 48.8017878)",,,
"[19740978, 650396124, 650396125, 19740980]",True,,,"['Rue André Chénier', 'Rue de la Pourvoierie']",living_street,20,False,113.96199999999999,"LINESTRING (2.1328037 48.8063926, 2.1330371 48.806779, 2.1330466 48.8067947, 2.1329946 48.8068733, 2.1329769 48.8069045, 2.1329574 48.806939, 2.1323435 48.8071029)",,,
697160585,False,,,Rue de la Paroisse,tertiary,30,True,60.935,"LINESTRING (2.1328037 48.8063926, 2.1327411 48.8064089, 2.1326273 48.8064393, 2.1322483 48.8065417, 2.1320334 48.8065998)",,,
19752412,True,1,,Place Hoche,tertiary,30,False,20.822999999999997,"LINESTRING (2.1275202 48.8062942, 2.1274545 48.8062858, 2.1273789 48.8062516, 2.1273056 48.8062346, 2.1272597 48.8062254)",,,
"[536874249, 23298348, 684543262]",True,1,,Place Hoche,tertiary,30,False,90.054,"LINESTRING (2.1275202 48.8062942, 2.1275374 48.8062589, 2.1275077 48.806203, 2.1274468 48.8061049, 2.1274136 48.8060427, 2.127417 48.8059932, 2.1274508 48.8059311, 2.1274996 48.8058863, 2.1275604 48.8058588, 2.1276408 48.8058338, 2.1277806 48.8057938, 2.1278968 48.8057614, 2.1279932 48.8057121)",7,,
19782222,False,,,Rue Carnot,tertiary,30,True,74.36099999999999,"LINESTRING (2.1282735 48.805935, 2.1284315 48.8058922, 2.1292164 48.8056869)",,,
"[23298336, 684543260]",True,2,D 186,Place Hoche,tertiary,30,False,60.459,"LINESTRING (2.1282735 48.805935, 2.128319 48.8060055, 2.1283674 48.8060871, 2.1283783 48.8061335, 2.1283638 48.8061729, 2.1283309 48.8062316, 2.1282982 48.8062515, 2.1280993 48.806304, 2.1280165 48.8063265)",,,
"[19752472, 1054819769]",True,1,D 186,Rue Hoche,tertiary,30,False,30.192000000000004,"LINESTRING (2.1276184 48.8056644, 2.127655 48.8056943, 2.1276902 48.8057115, 2.1277059 48.8057151, 2.1277494 48.8057248, 2.1278105 48.805721, 2.1278748 48.8057074, 2.1279419 48.805709, 2.1279932 48.8057121)",,,
19752569,True,1,,Place Hoche,primary,30,False,72.435,"LINESTRING (2.1276184 48.8056644, 2.1276147 48.8057068, 2.127604 48.8057342, 2.1275813 48.8057605, 2.1275543 48.8057824, 2.1275215 48.8058, 2.1274058 48.8058546, 2.1273464 48.8059018, 2.1273136 48.8059608, 2.1273049 48.8060161, 2.1273258 48.8061265, 2.1273096 48.8061622, 2.1272801 48.806186, 2.1272597 48.8062254)",,,
19195935,False,2,D 186,Rue Hoche,residential,30,True,139.363,"LINESTRING (2.1280165 48.8063265, 2.1280818 48.8064422, 2.1286936 48.8074152, 2.128736 48.8074867)",,,
536874252,True,2,,Place Hoche,tertiary,30,False,42.071,"LINESTRING (2.1280165 48.8063265, 2.1279288 48.8063475, 2.1277775 48.8063867, 2.127696 48.8063816, 2.1276434 48.8063748, 2.1275894 48.8063615, 2.127547 48.8063335, 2.1275202 48.8062942)",,,
32433677,False,,,Rue Sainte-Anne,residential,30,True,71.02,"LINESTRING (2.1262919 48.8057665, 2.1263458 48.805508, 2.1263243 48.8054698, 2.1262853 48.8054397, 2.1259551 48.8054184, 2.1258353 48.805421)",,,
9923188,True,1,,Rue Robert de Cotte,primary,,False,22.838,"LINESTRING (2.1237495 48.8047558, 2.1239467 48.8047084, 2.1240331 48.8046728)",8,,
19201076,True,,,Rue du Peintre Lebrun,residential,30,False,77.72800000000001,"LINESTRING (2.1237495 48.8047558, 2.1237786 48.8048041, 2.1241411 48.8054055)",,,
19782222,False,,,Rue Carnot,tertiary,30,False,127.001,"LINESTRING (2.1308327 48.8052731, 2.1303043 48.8054118, 2.1292164 48.8056869)",,,
19782222,False,,,Rue Carnot,tertiary,30,True,27.343,"LINESTRING (2.1308327 48.8052731, 2.1310385 48.8052232, 2.1311002 48.805206, 2.131182 48.8051864)",,,
"[1096509050, 19786260]",True,,,Avenue de Saint-Cloud,residential,30,False,271.187,"LINESTRING (2.1308327 48.8052731, 2.1307188 48.8052193, 2.1305586 48.8052024, 2.1302434 48.805179, 2.1299252 48.8051553, 2.1296287 48.8051333, 2.1290404 48.8050896, 2.1287314 48.8050666, 2.1282013 48.8050272, 2.1278571 48.8050016, 2.1273169 48.8049615, 2.1272502 48.8049565, 2.1271794 48.804952)",,,
653200686,False,,D 186,Rue de la Paroisse,tertiary,30,False,23.719,"LINESTRING (2.1284339 48.8075636, 2.1285317 48.8075387, 2.128736 48.8074867)",,,
"[653200686, 19195631]",False,,D 186,Rue de la Paroisse,tertiary,30,True,91.16,"LINESTRING (2.1284339 48.8075636, 2.1283561 48.8075834, 2.1280906 48.807651, 2.1272775 48.807867)",,,
891925728,False,,,Rue Eudore Soulié,residential,,False,10.674,"LINESTRING (2.1231491 48.8056622, 2.1232871 48.8056313)",,,
"[19787883, 9923188]",True,1,,"['Place Léon Gambetta', 'Rue Robert de Cotte']",primary,50,False,150.036,"LINESTRING (2.1231491 48.8056622, 2.1228438 48.8051683, 2.122825 48.8051378, 2.1228102 48.8050828, 2.1228182 48.8050475, 2.1228397 48.8050139, 2.1228955 48.8049813, 2.1237495 48.8047558)","['9', '8']",,
22696292,True,,,Rue de Limoges,residential,30,False,54.124,"LINESTRING (2.1324313 48.8003203, 2.1323495 48.8002775, 2.1323457 48.8002749, 2.1323307 48.8002675, 2.1323058 48.8002553, 2.132149 48.799888)",,,
349999477,False,2,D 186,Rue des États Généraux,primary,50,False,52.992999999999995,"LINESTRING (2.1324313 48.8003203, 2.1323664 48.8003957, 2.1321307 48.8007088, 2.1321034 48.800745)",,,
349999477,False,2,D 186,Rue des États Généraux,primary,50,True,109.799,"LINESTRING (2.1324313 48.8003203, 2.1332238 48.7995843, 2.1332467 48.799563, 2.1332971 48.7995142)",,,
"[653200686, 19195631]",False,,D 186,Rue de la Paroisse,tertiary,30,False,91.16000000000001,"LINESTRING (2.1272775 48.807867, 2.1280906 48.807651, 2.1283561 48.8075834, 2.1284339 48.8075636)",,,
23298324,False,,,Impasse des Écuries,residential,30,False,41.911,"LINESTRING (2.1272775 48.807867, 2.1272138 48.8078256, 2.1270336 48.8075306)",,,
