osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access,tunnel
1071665282,True,2,D 185,Avenue de Saint-Cloud,primary,50,False,63.556999999999995,"LINESTRING (2.1320472 48.8050082, 2.1317014 48.8050253, 2.1315494 48.8050174, 2.1315257 48.8050161, 2.1314902 48.8050141, 2.1311837 48.8049873)",,,
1157076187,False,4,D 185,Avenue de Saint-Cloud,primary,50,True,18.996,"LINESTRING (2.1307065 48.8049094, 2.1304486 48.8048912)",,,
1071665286,True,2,D 185,Avenue de Saint-Cloud,primary,50,False,23.781,"LINESTRING (2.1307065 48.8049094, 2.1307794 48.8048734, 2.1308121 48.8048757, 2.1308603 48.804879, 2.1310115 48.8048908)",,,
550941904,True,1,D 185,Avenue de Saint-Cloud,primary,30,False,29.72,"LINESTRING (2.1274193 48.8046779, 2.1273379 48.8047406, 2.1272699 48.8047741, 2.1272315 48.8047911, 2.1271689 48.8048274, 2.1271202 48.8048567)",4,,
"[1157076187, 704379086]",False,4,D 185,Avenue de Saint-Cloud,primary,50,False,223.125,"LINESTRING (2.1274193 48.8046779, 2.1283903 48.8047407, 2.128997 48.8047808, 2.1300788 48.8048631, 2.1304486 48.8048912)",,,
1071665284,True,2,D 185,Avenue de Saint-Cloud,primary,50,False,32.486000000000004,"LINESTRING (2.1274193 48.8046779, 2.1272449 48.8046942, 2.1272089 48.8046921, 2.1271458 48.8046854, 2.1269876 48.8046494)",,,
19786006,False,4,,Avenue de l'Europe,primary,50,True,3.94,"LINESTRING (2.1310125 48.804698, 2.1310079 48.8046627)",,,
1071665288,True,2,,Avenue de l'Europe,primary,50,False,25.692,"LINESTRING (2.1310125 48.804698, 2.131101 48.8047658, 2.1311054 48.8047769, 2.1311193 48.8048058, 2.1311571 48.8049025)",,,
19786006,False,4,,Avenue de l'Europe,primary,50,False,45.746,"LINESTRING (2.1308657 48.8042621, 2.1310079 48.8046627)",,,
1071665290,True,2,,Avenue de l'Europe,primary,50,False,22.174,"LINESTRING (2.1308657 48.8042621, 2.1307922 48.8041644, 2.1307903 48.8041247, 2.1308052 48.804075)",,,
