osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,maxspeed,junction,width
24750033,True,Avenue Frédéric Loiseau,residential,False,39.774,"LINESTRING (-2.4000344 47.2861649, -2.4000941 47.2865203)",,,,,
1165664978,True,Avenue Pasteur,residential,False,20.732999999999997,"LINESTRING (-2.4000344 47.2861649, -2.3999759 47.2862531, -2.3999235 47.2863355)",,,50,,
171041394,True,Avenue des Ondines,residential,False,68.883,"LINESTRING (-2.3977228 47.2864893, -2.398581 47.2862775)",,,,,
24750050,True,Allée Marguerite,residential,False,106.209,"LINESTRING (-2.3977228 47.2864893, -2.397744 47.2865331, -2.3981634 47.2873965)",,,,,
24750051,True,Avenue des Mohicans,residential,False,35.69,"LINESTRING (-2.3981634 47.2873965, -2.397716 47.287501)",,,,,
168110800,False,Allée Marguerite,residential,False,49.089,"LINESTRING (-2.3981634 47.2873965, -2.3983639 47.2878165)",,,,,
168110800,False,Allée Marguerite,residential,True,49.089,"LINESTRING (-2.3983639 47.2878165, -2.3981634 47.2873965)",,,,,
24750052,True,Avenue de l'Uste,residential,False,43.889,"LINESTRING (-2.397716 47.287501, -2.3975257 47.287128)",,,,,
168110801,False,Avenue des Mohicans,residential,False,103.574,"LINESTRING (-2.397716 47.287501, -2.39642 47.2878089)",,,,,
168110801,False,Avenue des Mohicans,residential,True,103.574,"LINESTRING (-2.39642 47.2878089, -2.397716 47.287501)",,,,,
24750062,False,Avenue Alsace-Lorraine,residential,False,107.072,"LINESTRING (-2.39642 47.2878089, -2.3959744 47.2869332, -2.395954 47.2868994)",,,,,
891175803,False,Impasse Alsace-Lorraine,residential,True,147.327,"LINESTRING (-2.39642 47.2878089, -2.3966426 47.2882116, -2.3971362 47.2881131, -2.3978855 47.287914)",,,,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,False,11.377,"LINESTRING (-2.3968136 47.2856583, -2.3969557 47.285624)",2,,50,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,True,74.594,"LINESTRING (-2.3968136 47.2856583, -2.3966948 47.2856866, -2.3958794 47.2858784)",2,,50,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,True,33.918,"LINESTRING (-2.3954914 47.2859707, -2.3950683 47.286074)",2,,50,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,False,31.014000000000003,"LINESTRING (-2.3954914 47.2859707, -2.3956067 47.2859435, -2.3958794 47.2858784)",2,,50,,
48974367,True,Avenue Alsace-Lorraine,residential,False,109.00299999999999,"LINESTRING (-2.3954914 47.2859707, -2.3955165 47.2860176, -2.3956416 47.2862698, -2.3959406 47.2868723, -2.395954 47.2868994)",,,,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,False,70.312,"LINESTRING (-2.3941878 47.2862816, -2.3950076 47.2860888, -2.3950683 47.286074)",2,,50,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,True,46.27400000000001,"LINESTRING (-2.3941878 47.2862816, -2.3940837 47.2863066, -2.3937544 47.2863864, -2.3937316 47.2863919, -2.393609 47.2864195)",2,,50,,
171041394,True,Avenue des Ondines,residential,False,104.567,"LINESTRING (-2.394645 47.2872091, -2.395954 47.2868994)",,,,,
24750074,True,Avenue Jouffroy,residential,False,108.75300000000001,"LINESTRING (-2.394645 47.2872091, -2.3946295 47.2871806, -2.3942118 47.2863372, -2.3941878 47.2862816)",,,,,
"[24750073, 171041397]",True,Avenue du Capitaine Rochat,residential,False,110.37800000000001,"LINESTRING (-2.392873 47.2866005, -2.3928951 47.2866532, -2.3930376 47.287001, -2.393316 47.2875461)",,,,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,False,59.051,"LINESTRING (-2.392873 47.2866005, -2.39327 47.2865029, -2.393609 47.2864195)",2,,50,,
"[24750086, 1017191255]",False,Avenue du Maréchal de Lattre de Tassigny,secondary,True,25.758,"LINESTRING (-2.392873 47.2866005, -2.3926894 47.2866404, -2.3925478 47.2866712)",2,,50,,
48811861,False,Avenue des Ondines,residential,True,28.703,"LINESTRING (-2.393316 47.2875461, -2.3929532 47.287624)",,,,,
171041394,True,Avenue des Ondines,residential,False,18.655,"LINESTRING (-2.393316 47.2875461, -2.3935494 47.2874906)",,,,,
171041394,True,Avenue des Ondines,residential,False,42.854,"LINESTRING (-2.3939994 47.2873813, -2.3945371 47.2872568)",,,,,
24902518,True,Avenue des Corallines,residential,False,29.649,"LINESTRING (-2.3939994 47.2873813, -2.3940155 47.2874129, -2.3941248 47.287634)",,,,,
24750116,True,Avenue du Général de Gaulle,residential,False,28.781,"LINESTRING (-2.3915559 47.2867761, -2.3915768 47.2866611, -2.3916025 47.2865192)",,,30,,
171049021,True,Place de la Victoire,primary,False,16.923000000000002,"LINESTRING (-2.3915559 47.2867761, -2.3914817 47.2867538, -2.3913385 47.2867548)",1,,30,roundabout,
167469579,True,Place du Maréchal Leclerc,residential,False,5.444999999999999,"LINESTRING (-2.3922024 47.2826822, -2.3922264 47.2826818, -2.3922497 47.2826775, -2.3922708 47.2826697)",1,,50,roundabout,
167469579,True,Place du Maréchal Leclerc,residential,False,10.892,"LINESTRING (-2.3923133 47.2826087, -2.3923073 47.2825896, -2.3922936 47.2825723, -2.3922732 47.2825584, -2.392248 47.2825489, -2.3922198 47.2825446)",1,,50,roundabout,
167469576,True,Allée de la Chapelle,residential,False,101.42799999999998,"LINESTRING (-2.3921108 47.2826043, -2.3920138 47.2825993, -2.3919351 47.2825968, -2.3913807 47.2825713, -2.3910724 47.2825521, -2.3907693 47.2825452)",,,,,
167469579,True,Place du Maréchal Leclerc,residential,False,12.344,"LINESTRING (-2.3921108 47.2826043, -2.3921108 47.2826228, -2.3921181 47.2826406, -2.3921321 47.2826565, -2.3921518 47.2826693, -2.3921758 47.2826781, -2.3922024 47.2826822)",1,,50,roundabout,
25531775,True,Boulevard Hennecart,tertiary,False,176.66300000000004,"LINESTRING (-2.3923184 47.2818143, -2.392466 47.2818186, -2.3930543 47.2818262, -2.3936031 47.2818398, -2.3943382 47.2818471, -2.3945059 47.2818463, -2.394558 47.281846, -2.3946596 47.2818484)",1,,,,
1237301504,True,Avenue de la Pierre Percée,residential,False,7.289,"LINESTRING (-2.3909118 47.2817259, -2.3909202 47.2816606)",,,,,
25531775,True,Boulevard Hennecart,tertiary,False,106.62400000000001,"LINESTRING (-2.3909118 47.2817259, -2.3910147 47.2817347, -2.3916091 47.2817674, -2.3921833 47.2817966, -2.3923184 47.2818143)",1,,,,
24902139,False,Place du 18 Juin 1940,residential,True,19.301,"LINESTRING (-2.3903228 47.2857483, -2.3905029 47.2858716)",,,,,
24750139,True,Avenue de la Pierre Percée,residential,False,74.91499999999999,"LINESTRING (-2.3903228 47.2857483, -2.3903596 47.2855009, -2.3904106 47.2851335, -2.3904183 47.2850777)",,,,,
24902139,False,Place du 18 Juin 1940,residential,False,17.377,"LINESTRING (-2.3903228 47.2857483, -2.3902943 47.2858024, -2.3902806 47.2858662, -2.3902835 47.2859005)",,,,,
24750116,True,Avenue du Général de Gaulle,residential,False,50.317,"LINESTRING (-2.3917064 47.2856282, -2.3917535 47.2854346, -2.3917993 47.2851802)",,,30,,
24901962,True,Avenue des Houx,residential,False,72.607,"LINESTRING (-2.3917064 47.2856282, -2.3919548 47.2855367, -2.3921575 47.2855139, -2.3922953 47.2855084, -2.3926268 47.2855473)",,,,,
24902139,False,Place du 18 Juin 1940,residential,False,19.301,"LINESTRING (-2.3905029 47.2858716, -2.3903228 47.2857483)",,,,,
24750141,True,Avenue des Camélias,residential,False,94.796,"LINESTRING (-2.3905029 47.2858716, -2.3911993 47.2857229, -2.3914379 47.2856687, -2.3917064 47.2856282)",,,,,
24902139,False,Place du 18 Juin 1940,residential,True,17.142000000000003,"LINESTRING (-2.3905029 47.2858716, -2.3903929 47.2859003, -2.3902835 47.2859005)",,,,,
607662407,True,Avenue du Maréchal Foch,residential,False,21.201,"LINESTRING (-2.3902835 47.2859005, -2.3900451 47.2857995)",,,,,
24902139,False,Place du 18 Juin 1940,residential,False,17.142000000000003,"LINESTRING (-2.3902835 47.2859005, -2.3903929 47.2859003, -2.3905029 47.2858716)",,,,,
24902139,False,Place du 18 Juin 1940,residential,True,17.377,"LINESTRING (-2.3902835 47.2859005, -2.3902806 47.2858662, -2.3902943 47.2858024, -2.3903228 47.2857483)",,,,,
24750139,True,Avenue de la Pierre Percée,residential,False,57.515,"LINESTRING (-2.3904996 47.2845839, -2.3905795 47.2840695)",,,,,
24750147,True,Allée des Cèdres,residential,False,54.267,"LINESTRING (-2.3904996 47.2845839, -2.3912177 47.2846136)",,,,,
24750116,True,Avenue du Général de Gaulle,residential,False,63.994,"LINESTRING (-2.3918913 47.2846562, -2.3919689 47.2840831)",,,30,,
24750139,True,Avenue de la Pierre Percée,residential,False,55.25,"LINESTRING (-2.3904183 47.2850777, -2.3904996 47.2845839)",,,,,
24750116,True,Avenue du Général de Gaulle,residential,False,58.678,"LINESTRING (-2.3917993 47.2851802, -2.3918913 47.2846562)",,,30,,
24750148,True,Allée des Fresnes,residential,False,52.014,"LINESTRING (-2.3917993 47.2851802, -2.3911125 47.2851383)",,,,,
24750139,True,Avenue de la Pierre Percée,residential,False,88.235,"LINESTRING (-2.3905795 47.2840695, -2.3906911 47.2832796)",,,,,
24750151,True,Avenue des Magnolias,residential,False,112.326,"LINESTRING (-2.3905795 47.2840695, -2.3891602 47.2837638)",,,,,
24750116,True,Avenue du Général de Gaulle,residential,False,75.713,"LINESTRING (-2.3919689 47.2840831, -2.3920676 47.2834055)",,,30,,
48808652,True,Avenue des Magnolias,residential,False,52.147,"LINESTRING (-2.3919689 47.2840831, -2.3912776 47.2840792)",,,,,
24750148,True,Allée des Fresnes,residential,False,52.79599999999999,"LINESTRING (-2.3911125 47.2851383, -2.3908917 47.2851174, -2.3904183 47.2850777)",,,,,
24750147,True,Allée des Cèdres,residential,False,51.03,"LINESTRING (-2.3912177 47.2846136, -2.3918913 47.2846562)",,,,,
169230883,False,Allée des Arbousiers,residential,False,59.594,"LINESTRING (-2.3912177 47.2846136, -2.3912776 47.2840792)",,,,,
24750154,True,Allée des Arbousiers,residential,False,59.010999999999996,"LINESTRING (-2.3912177 47.2846136, -2.3912193 47.2847036, -2.3911125 47.2851383)",,,,,
48808653,False,Avenue des Magnolias,residential,True,52.601,"LINESTRING (-2.3912776 47.2840792, -2.3905804 47.2840698)",,,,,
169230883,False,Allée des Arbousiers,residential,True,59.594,"LINESTRING (-2.3912776 47.2840792, -2.3912177 47.2846136)",,,,,
24750116,True,Avenue du Général de Gaulle,residential,False,81.06700000000001,"LINESTRING (-2.3920676 47.2834055, -2.392189 47.2827538, -2.3922024 47.2826822)",,,30,,
24750179,True,Avenue des Sorbiers,residential,False,102.088,"LINESTRING (-2.3920676 47.2834055, -2.3925418 47.283465, -2.3926017 47.2834959, -2.392819 47.2840153)",,,,,
24901862,False,Avenue des Platanes,residential,False,104.78900000000002,"LINESTRING (-2.3920676 47.2834055, -2.3915467 47.2833541, -2.3913352 47.2833307, -2.3908285 47.2832918, -2.3906911 47.2832796)",,,,,
24750139,True,Avenue de la Pierre Percée,residential,False,81.874,"LINESTRING (-2.3906911 47.2832796, -2.3907693 47.2825452)",,,,,
24901862,False,Avenue des Platanes,residential,True,104.789,"LINESTRING (-2.3906911 47.2832796, -2.3908285 47.2832918, -2.3913352 47.2833307, -2.3915467 47.2833541, -2.3920676 47.2834055)",,,,,
24750139,True,Avenue de la Pierre Percée,residential,False,37.653,"LINESTRING (-2.3907693 47.2825452, -2.3908277 47.2822089)",,,,,
167469576,True,Allée de la Chapelle,residential,False,8.362,"LINESTRING (-2.3907693 47.2825452, -2.3906598 47.2825335)",,,,,
24750200,True,Avenue des Bouleaux,residential,False,41.548,"LINESTRING (-2.3925478 47.2866712, -2.3925412 47.2866144, -2.3925668 47.2862982)",,,,,
"[24750086, 1017191255]",False,Avenue du Maréchal de Lattre de Tassigny,secondary,False,25.758,"LINESTRING (-2.3925478 47.2866712, -2.3926894 47.2866404, -2.392873 47.2866005)",2,,50,,
"[1017191256, 1017191255]",False,Avenue du Maréchal de Lattre de Tassigny,secondary,True,57.81,"LINESTRING (-2.3925478 47.2866712, -2.39235 47.2867225, -2.3922832 47.2867377, -2.391824 47.2868419)",2,,30,,
24750200,True,Avenue des Bouleaux,residential,False,132.99099999999999,"LINESTRING (-2.3926268 47.2855473, -2.3926612 47.2852808, -2.3927107 47.2846861, -2.3927381 47.2845887, -2.3927988 47.284505, -2.3929409 47.2844029)",,,,,
59611318,True,Allée des Houx,residential,False,72.25,"LINESTRING (-2.3926268 47.2855473, -2.3928009 47.2855664, -2.3929823 47.2855736, -2.3935472 47.2855672, -2.393582 47.2855668)",,,,,
24750179,True,Avenue des Sorbiers,residential,False,72.61,"LINESTRING (-2.3929409 47.2844029, -2.3932007 47.2845866, -2.3936699 47.2847724, -2.3937079 47.2847875)",,,,,
24750203,True,Avenue Olivier Guichard,residential,False,87.173,"LINESTRING (-2.3937079 47.2847875, -2.393582 47.2855668)",,,,,
38252485,True,Avenue Olivier Guichard,residential,False,71.482,"LINESTRING (-2.3942638 47.2833078, -2.3940614 47.2837464, -2.3939856 47.2839223)",,,30,,
167469577,True,Allée des Aulnes,residential,False,106.37400000000001,"LINESTRING (-2.3942638 47.2833078, -2.3948538 47.2832074, -2.3949226 47.2831998, -2.3952969 47.2831582, -2.3953602 47.2831381, -2.395475 47.2830867, -2.395606 47.2830438)",,,,,
515858578,False,Allée des Tamaris,residential,False,68.668,"LINESTRING (-2.3946027 47.2823673, -2.3946493 47.2823689, -2.394707 47.2823709, -2.3955128 47.2823633)",,,,,
515858579,True,Avenue Olivier Guichard,residential,False,39.234,"LINESTRING (-2.3946027 47.2823673, -2.3946079 47.282428, -2.3945173 47.2827135)",,,30,,
24902025,True,Boulevard Darlu,tertiary,False,124.314,"LINESTRING (-2.3946596 47.2818484, -2.3948368 47.2818466, -2.3961502 47.2818091, -2.3963063 47.2818052)",1,,,,
38252086,True,Avenue Olivier Guichard,residential,False,57.926,"LINESTRING (-2.3946596 47.2818484, -2.3946639 47.281909, -2.394662 47.2819539, -2.3946027 47.2823673)",,,30,,8.4
24750224,True,Avenue des Ifs,residential,False,25.776,"LINESTRING (-2.3945173 47.2827135, -2.3941779 47.2826866)",,,,,
38252485,True,Avenue Olivier Guichard,residential,False,68.794,"LINESTRING (-2.3945173 47.2827135, -2.3942638 47.2833078)",,,30,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,False,33.918,"LINESTRING (-2.3950683 47.286074, -2.3954914 47.2859707)",2,,50,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,True,70.312,"LINESTRING (-2.3950683 47.286074, -2.3950076 47.2860888, -2.3941878 47.2862816)",2,,50,,
24750282,True,Avenue du Marché,residential,False,83.25999999999999,"LINESTRING (-2.3948995 47.285347, -2.3948692 47.285444, -2.3950024 47.2856759, -2.3950551 47.286026, -2.3950683 47.286074)",,,,,
38250771,True,Avenue de Noirmoutier,residential,False,58.619,"LINESTRING (-2.3948995 47.285347, -2.394699 47.2850719, -2.3947272 47.2849826, -2.3948722 47.2848992)",,,,,
103703225,False,Avenue des Ibis,residential,False,103.971,"LINESTRING (-2.3948995 47.285347, -2.3943847 47.2855084, -2.3942115 47.2855422, -2.394036 47.2855567, -2.393582 47.2855668)",,,,,
103703226,False,Avenue de Noirmoutier,residential,False,78.512,"LINESTRING (-2.3948722 47.2848992, -2.3950047 47.2848424, -2.3951582 47.2847816, -2.3957656 47.284537)",,,,,
24901290,True,Avenue des Pétrels,residential,False,83.097,"LINESTRING (-2.3957656 47.284537, -2.3957602 47.2837897)",,,,,
103703226,False,Avenue de Noirmoutier,residential,True,78.512,"LINESTRING (-2.3957656 47.284537, -2.3951582 47.2847816, -2.3950047 47.2848424, -2.3948722 47.2848992)",,,,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,False,74.594,"LINESTRING (-2.3958794 47.2858784, -2.3966948 47.2856866, -2.3968136 47.2856583)",2,,50,,
24750086,False,Avenue du Maréchal de Lattre de Tassigny,secondary,True,31.014000000000003,"LINESTRING (-2.3958794 47.2858784, -2.3956067 47.2859435, -2.3954914 47.2859707)",2,,50,,
24750302,True,Allée des Pétrels,residential,False,95.65,"LINESTRING (-2.3958794 47.2858784, -2.3958466 47.28582, -2.3958178 47.2850913, -2.3957927 47.2850247)",,,,,
24901290,True,Avenue des Pétrels,residential,False,54.268,"LINESTRING (-2.3957927 47.2850247, -2.3957656 47.284537)",,,,,
24750328,True,Allée des Ibis,residential,False,132.197,"LINESTRING (-2.3957927 47.2850247, -2.3958581 47.2850002, -2.3973171 47.2844381)",,,,,
24901254,True,Avenue des Ibis,residential,False,76.35499999999999,"LINESTRING (-2.3957927 47.2850247, -2.395711 47.2850469, -2.3948995 47.285347)",,,,,
24901316,False,Avenue des Alcyons,residential,True,26.924,"LINESTRING (-2.3957602 47.2837897, -2.3961057 47.2837289)",,,,,
38250694,False,Avenue des Alcyons,residential,False,82.068,"LINESTRING (-2.3957602 47.2837897, -2.3957246 47.2837918, -2.3957014 47.2837925, -2.3951194 47.2838097, -2.3946778 47.2838543)",,,,,
170105764,False,Boulevard Hennecart,tertiary,True,7.105,"LINESTRING (-2.3963063 47.2818052, -2.3963012 47.2817414)",2,,,,
24750326,False,Avenue des Impairs,residential,False,60.144,"LINESTRING (-2.3963063 47.2818052, -2.3963109 47.2818412, -2.3963144 47.2818735, -2.3963124 47.2822734, -2.396317 47.2823458)",,,,,7
24902025,True,Boulevard Darlu,tertiary,False,49.010999999999996,"LINESTRING (-2.3963063 47.2818052, -2.3965819 47.2817935, -2.3969553 47.2817854)",1,,,,
24868919,True,Allée des Vanneaux,residential,False,51.492999999999995,"LINESTRING (-2.3963289 47.2828358, -2.3963954 47.2828323, -2.3967346 47.2828253, -2.3969993 47.2827709)",,,,,
273486588,True,Avenue des Impairs,residential,False,54.567,"LINESTRING (-2.3963289 47.2828358, -2.3963094 47.2827118, -2.396317 47.2823458)",,,,,
24750345,True,Allée des Albatros,residential,False,21.761,"LINESTRING (-2.3963377 47.2836087, -2.3965694 47.2837253)",,,,,
24901316,False,Avenue des Alcyons,residential,False,22.092,"LINESTRING (-2.3963377 47.2836087, -2.3962275 47.2836759, -2.3961057 47.2837289)",,,,,
273486592,False,Avenue des Impairs,residential,True,47.529,"LINESTRING (-2.3963377 47.2836087, -2.3963779 47.2835447, -2.3964009 47.2834644, -2.3964249 47.2833674, -2.3964098 47.2832763, -2.3963933 47.283191)",,,,,
